date,HAL,HAL_SHE,PB Ratio
2004-05-07,,2472000000.0,
2004-06-30,6611810000.0,2472000000.0,2.674680420711974
2004-07-01,6616180000.0,2472000000.0,2.676448220064725
2004-07-02,6603070000.0,2472000000.0,2.6711448220064726
2004-07-06,6541890000.0,2472000000.0,2.646395631067961
2004-07-07,6620550000.0,2472000000.0,2.6782160194174756
2004-07-08,6572480000.0,2472000000.0,2.6587702265372166
2004-07-09,6520040000.0,2472000000.0,2.637556634304207
2004-07-12,6463230000.0,2472000000.0,2.6145752427184465
2004-07-13,6476340000.0,2472000000.0,2.619878640776699
2004-07-14,6668620000.0,2472000000.0,2.6976618122977345
2004-07-15,6786610000.0,2472000000.0,2.7453923948220065
2004-07-16,6882750000.0,2472000000.0,2.7842839805825244
2004-07-19,6830310000.0,2472000000.0,2.7630703883495147
2004-07-20,6869640000.0,2472000000.0,2.7789805825242717
2004-07-21,6764760000.0,2472000000.0,2.7365533980582524
2004-07-22,6782240000.0,2472000000.0,2.7436245954692557
2004-07-23,6677360000.0,2472000000.0,2.7011974110032364
2004-07-26,6581220000.0,2472000000.0,2.6623058252427185
2004-07-27,6751650000.0,2472000000.0,2.73125
2004-07-28,6817200000.0,2472000000.0,2.757766990291262
2004-07-29,6878380000.0,2472000000.0,2.7825161812297736
2004-07-30,6939560000.0,2472000000.0,2.8072653721682848
2004-08-02,6839050000.0,2472000000.0,2.766605987055016
2004-08-03,6856530000.0,1736000000.0,3.949614055299539
2004-08-04,6694840000.0,1736000000.0,3.8564746543778803
2004-08-05,6581220000.0,1736000000.0,3.7910253456221197
2004-08-06,6485080000.0,1736000000.0,3.7356451612903228
2004-08-09,6533150000.0,1736000000.0,3.763335253456221
2004-08-10,6520040000.0,1736000000.0,3.755783410138249
2004-08-11,6358350000.0,1736000000.0,3.66264400921659
2004-08-12,6183550000.0,1736000000.0,3.5619527649769585
2004-08-13,6135480000.0,1736000000.0,3.5342626728110598
2004-08-16,6074300000.0,1736000000.0,3.499020737327189
2004-08-17,5965050000.0,1736000000.0,3.4360887096774193
2004-08-18,6161700000.0,1736000000.0,3.5493663594470046
2004-08-19,6161700000.0,1736000000.0,3.5493663594470046
2004-08-20,6284060000.0,1736000000.0,3.6198502304147464
2004-08-23,6201030000.0,1736000000.0,3.5720218894009217
2004-08-24,6161700000.0,1736000000.0,3.5493663594470046
2004-08-25,6205400000.0,1736000000.0,3.5745391705069123
2004-08-26,6292800000.0,1736000000.0,3.624884792626728
2004-08-27,6327760000.0,1736000000.0,3.6450230414746545
2004-08-30,6340870000.0,1736000000.0,3.6525748847926267
2004-08-31,6375830000.0,1736000000.0,3.672713133640553
2004-09-01,6528780000.0,1736000000.0,3.7608179723502304
2004-09-02,6489450000.0,1736000000.0,3.7381624423963133
2004-09-03,6581220000.0,1736000000.0,3.7910253456221197
2004-09-07,6441380000.0,1736000000.0,3.7104723502304147
2004-09-08,6537520000.0,1736000000.0,3.765852534562212
2004-09-09,6638030000.0,1736000000.0,3.82375
2004-09-10,6624920000.0,1736000000.0,3.8161981566820278
2004-09-13,6721060000.0,1736000000.0,3.8715783410138247
2004-09-14,6716690000.0,1736000000.0,3.869061059907834
2004-09-15,6756020000.0,1736000000.0,3.891716589861751
2004-09-16,6790980000.0,1736000000.0,3.911854838709677
2004-09-17,6887120000.0,1736000000.0,3.9672350230414746
2004-09-20,6904600000.0,1736000000.0,3.977304147465438
2004-09-21,7053180000.0,1736000000.0,4.0628917050691244
2004-09-22,7005110000.000001,1736000000.0,4.035201612903227
2004-09-23,7044440000.0,1736000000.0,4.057857142857143
2004-09-24,7337230000.0,1736000000.0,4.2265149769585255
2004-09-27,7258570000.0,1736000000.0,4.181203917050691
2004-09-28,7372190000.0,1736000000.0,4.246653225806452
2004-09-29,7254200000.000001,1736000000.0,4.178686635944701
2004-09-30,7359080000.0,1736000000.0,4.239101382488479
2004-10-01,7516400000.0,1736000000.0,4.329723502304147
2004-10-04,7398410000.0,1736000000.0,4.261756912442396
2004-10-05,7424629999.999999,1736000000.0,4.276860599078341
2004-10-06,7603799999.999999,1736000000.0,4.3800691244239625
2004-10-07,7660610000.000001,1736000000.0,4.412793778801844
2004-10-08,7726160000.0,1736000000.0,4.450552995391705
2004-10-11,7516400000.0,1736000000.0,4.329723502304147
2004-10-12,7450850000.0,1736000000.0,4.291964285714286
2004-10-13,7380930000.0,1736000000.0,4.251687788018433
2004-10-14,7525139999.999999,1736000000.0,4.334758064516128
2004-10-15,7498920000.0,1736000000.0,4.319654377880184
2004-10-18,7367820000.0,1736000000.0,4.244135944700461
2004-10-19,7328490000.0,1736000000.0,4.2214804147465435
2004-10-20,7564469999.999999,1736000000.0,4.357413594470046
2004-10-21,7595060000.0,1736000000.0,4.375034562211981
2004-10-22,7525139999.999999,1736000000.0,4.334758064516128
2004-10-25,7503290000.000001,1736000000.0,4.322171658986176
2004-10-26,7809190000.0,1736000000.0,4.49838133640553
2004-10-27,8023320000.0,1736000000.0,4.621728110599078
2004-10-28,7922810000.0,1736000000.0,4.56383064516129
2004-10-29,8093240000.0,1736000000.0,4.6620046082949305
2004-11-01,8027690000.0,1736000000.0,4.624245391705069
2004-11-02,7765490000.0,1736000000.0,4.473208525345622
2004-11-03,8101980000.0,1736000000.0,4.6670391705069125
2004-11-04,8062650000.0,1736000000.0,4.644383640552995
2004-11-05,8071389999.999999,1679000000.0,4.807260273972602
2004-11-08,7957770000.0,1679000000.0,4.739589041095891
2004-11-09,7953400000.0,1679000000.0,4.736986301369863
2004-11-10,8154420000.0,1679000000.0,4.856712328767124
2004-11-11,8145680000.0,1679000000.0,4.851506849315069
2004-11-12,8303000000.0,1679000000.0,4.945205479452055
2004-11-15,8084500000.0,1679000000.0,4.815068493150685
2004-11-16,8176270000.0,1679000000.0,4.8697260273972605
2004-11-17,8268040000.000001,1679000000.0,4.924383561643836
2004-11-18,8508389999.999999,1679000000.0,5.067534246575342
2004-11-19,8705040000.0,1679000000.0,5.1846575342465755
2004-11-22,8735630000.0,1679000000.0,5.202876712328767
2004-11-23,8844880000.0,1679000000.0,5.267945205479452
2004-11-24,8914800000.0,1679000000.0,5.30958904109589
2004-11-26,8923540000.0,1679000000.0,5.314794520547945
2004-11-29,8949760000.0,1679000000.0,5.3304109589041095
2004-11-30,9032790000.0,1679000000.0,5.37986301369863
2004-12-01,8705040000.0,1679000000.0,5.1846575342465755
2004-12-02,8438469999.999999,1679000000.0,5.025890410958904
2004-12-03,8464690000.0,1679000000.0,5.041506849315068
2004-12-06,8547719999.999999,1679000000.0,5.090958904109589
2004-12-07,8403510000.0,1679000000.0,5.005068493150685
2004-12-08,8377290000.000001,1679000000.0,4.989452054794521
2004-12-09,8604530000.0,1679000000.0,5.124794520547945
2004-12-10,8407879999.999999,1679000000.0,5.007671232876712
2004-12-13,8486540000.000001,1679000000.0,5.054520547945206
2004-12-14,8648230000.0,1679000000.0,5.150821917808219
2004-12-15,8779330000.0,1679000000.0,5.228904109589041
2004-12-16,8626380000.0,1679000000.0,5.1378082191780825
2004-12-17,8573940000.0,1679000000.0,5.106575342465754
2004-12-20,8582680000.0,1679000000.0,5.111780821917808
2004-12-21,8735630000.0,1679000000.0,5.202876712328767
2004-12-22,8652600000.0,1679000000.0,5.153424657534247
2004-12-23,8696300000.0,1679000000.0,5.17945205479452
2004-12-27,8490910000.0,1679000000.0,5.057123287671233
2004-12-28,8587049999.999999,1679000000.0,5.114383561643835
