date,close price,QRVO_SHE,QRVO_TA,QRVO_TL,market cap,PB Ratio
2014-09-12,,0.0,0.0,0.0,,
2014-11-05,,0.0,0.0,0.0,,
2015-01-02,70.4,0.0,0.0,0.0,6562054400.000001,inf
2015-01-05,67.63,0.0,0.0,0.0,6303859930.0,inf
2015-01-06,64.67,0.0,0.0,0.0,6027955370.0,inf
2015-01-07,66.65,0.0,0.0,0.0,6212513150.000001,inf
2015-01-08,67.69,0.0,0.0,0.0,6309452590.0,inf
2015-01-09,67.11,0.0,0.0,0.0,6255390210.0,inf
2015-01-12,65.52,0.0,0.0,0.0,6107184720.0,inf
2015-01-13,65.02,0.0,0.0,0.0,6060579220.0,inf
2015-01-14,64.59,0.0,0.0,0.0,6020498490.0,inf
2015-01-15,64.39,0.0,0.0,0.0,6001856290.0,inf
2015-01-16,65.81,0.0,0.0,0.0,6134215910.0,inf
2015-01-20,67.96,0.0,0.0,0.0,6334619559.999999,inf
2015-01-21,68.84,0.0,0.0,0.0,6416645240.0,inf
2015-01-22,70.61,0.0,0.0,0.0,6581628710.0,inf
2015-01-23,73.37,0.0,0.0,0.0,6838891070.0,inf
2015-01-26,73.15,0.0,0.0,0.0,6818384650.000001,inf
2015-01-27,73.75,0.0,0.0,0.0,6874311250.0,inf
2015-01-28,75.5,0.0,0.0,0.0,7037430500.0,inf
2015-01-29,75.76,0.0,0.0,0.0,7061665360.000001,inf
2015-01-30,73.87,0.0,0.0,0.0,6885496570.0,inf
2015-02-02,68.72,0.0,0.0,0.0,6405459920.0,inf
2015-02-03,68.52,895562000.0,1165615000.0,270053000.0,6386817720.0,7.131630998188847
2015-02-04,68.33,895562000.0,1165615000.0,270053000.0,6369107630.0,7.111855605753705
2015-02-05,67.39,895562000.0,1165615000.0,270053000.0,6281489290.0,7.014019453706164
2015-02-06,65.89,895562000.0,1165615000.0,270053000.0,6141672790.0,6.857897934481365
2015-02-09,63.74,895562000.0,1165615000.0,270053000.0,5941269140.0,6.634123756925819
2015-02-10,65.02,895562000.0,1165615000.0,270053000.0,6060579220.0,6.767347453330981
2015-02-11,64.75,895562000.0,1165615000.0,270053000.0,6035412250.0,6.739245579870517
2015-02-12,66.2,895562000.0,1165615000.0,270053000.0,6170568200.0,6.8901630484544905
2015-02-13,70.03,895562000.0,1165615000.0,270053000.0,6527566330.0,7.2887933275418115
2015-02-17,69.44,895562000.0,1165615000.0,270053000.0,6472571840.0,7.227385529980057
2015-02-18,67.54,895562000.0,1165615000.0,270053000.0,6295470940.000001,7.029631605628645
2015-02-19,65.3,895562000.0,1165615000.0,270053000.0,6086678300.0,6.79649013691961
2015-02-20,65.17,895562000.0,1165615000.0,270053000.0,6074560870.0,6.782959605253461
2015-02-23,65.05,895562000.0,1165615000.0,270053000.0,6063375550.0,6.770469883715477
2015-02-24,69.34,895562000.0,1165615000.0,270053000.0,6463250740.0,7.216977428698404
2015-02-25,67.21,895562000.0,1165615000.0,270053000.0,6264711309.999999,6.995284871399187
2015-02-26,71.53,895562000.0,1165615000.0,270053000.0,6667382830.0,7.444914846766611
2015-02-27,69.4,895562000.0,1165615000.0,270053000.0,6468843400.000001,7.2232222894673965
2015-03-02,69.35,895562000.0,1165615000.0,270053000.0,6464182849.999999,7.218018238826568
2015-03-03,70.84,895562000.0,1165615000.0,270053000.0,6603067240.0,7.373098947923204
2015-03-04,72.02,895562000.0,1165615000.0,270053000.0,6713056220.0,7.4959145430467125
2015-03-05,74.51,895562000.0,1165615000.0,270053000.0,6945151610.000001,7.7550762649598814
2015-03-06,72.98,895562000.0,1165615000.0,270053000.0,6802538780.0,7.5958323153505845
2015-03-09,74.83,895562000.0,1165615000.0,270053000.0,6974979130.0,7.788382189061171
2015-03-10,72.15,895562000.0,1165615000.0,270053000.0,6725173650.000001,7.509445074712863
2015-03-11,72.95,895562000.0,1165615000.0,270053000.0,6799742450.0,7.592709884966088
2015-03-12,73.42,895562000.0,1165615000.0,270053000.0,6843551620.0,7.641627960989859
2015-03-13,72.57,895562000.0,1165615000.0,270053000.0,6764322269.999999,7.5531591000958045
2015-03-16,76.33,895562000.0,1165615000.0,270053000.0,7114795630.0,7.94450370828597
2015-03-17,77.71,895562000.0,1165615000.0,270053000.0,7243426809.999999,8.088135505972785
2015-03-18,79.96,895562000.0,1165615000.0,270053000.0,7453151559.999999,8.322317784809984
2015-03-19,80.38,895562000.0,1165615000.0,270053000.0,7492300180.0,8.36603181019293
2015-03-20,80.8,895562000.0,1165615000.0,270053000.0,7531448800.0,8.409745835575873
2015-03-23,84.09,895562000.0,1165615000.0,270053000.0,7838112990.0,8.752172367742267
2015-03-24,83.21,895562000.0,1165615000.0,270053000.0,7756087309.999999,8.660581076463716
2015-03-25,77.13,895562000.0,1165615000.0,270053000.0,7189364430.0,8.027768518539197
2015-03-26,77.19,895562000.0,1165615000.0,270053000.0,7194957090.0,8.034013379308188
2015-03-27,79.28,895562000.0,1165615000.0,270053000.0,7389768080.0,8.251542696094743
2015-03-30,81.4,895562000.0,1165615000.0,270053000.0,12573125400.0,14.039369021910264
2015-03-31,79.7,895562000.0,1165615000.0,270053000.0,12310541700.0,13.746163526366685
2015-04-01,78.8,895562000.0,1165615000.0,270053000.0,12171526800.0,13.590937087549493
2015-04-02,77.79,895562000.0,1165615000.0,270053000.0,12015521190.000002,13.416738528432427
2015-04-06,76.51,895562000.0,1165615000.0,270053000.0,11817811110.0,13.1959720376702
2015-04-07,73.23,895562000.0,1165615000.0,270053000.0,11311179030.0,12.630257905091998
2015-04-08,72.84,895562000.0,1165615000.0,270053000.0,11250939240.0,12.562993114937882
2015-04-09,74.63,895562000.0,1165615000.0,270053000.0,11527424430.0,12.871721254363182
2015-04-10,73.58,895562000.0,1165615000.0,270053000.0,11365240380.0,12.690623742409795
2015-04-13,72.63,895562000.0,1165615000.0,270053000.0,11218502430.0,12.526773612547204
2015-04-14,70.5,895562000.0,1165615000.0,270053000.0,10889500500.0,12.159404374013189
2015-04-15,70.91,895562000.0,1165615000.0,270053000.0,10952829510.0,12.230118640585465
2015-04-16,71.46,895562000.0,1165615000.0,270053000.0,11037783059.999998,12.324979242084856
2015-04-17,70.07,895562000.0,1165615000.0,270053000.0,10823082269.999998,12.085240631022753
2015-04-20,72.01,895562000.0,1165615000.0,270053000.0,11122736610.0,12.419839843584253
2015-04-21,74.07,895562000.0,1165615000.0,270053000.0,11440926269.999998,12.775135914654706
2015-04-22,74.48,895562000.0,1165615000.0,270053000.0,11504255280.0,12.845850181226984
2015-04-23,73.27,895562000.0,1165615000.0,270053000.0,11317357470.0,12.637156857928318
2015-04-24,70.12,895562000.0,1165615000.0,270053000.0,10830805320.0,12.093864322068153
2015-04-27,69.37,895562000.0,1165615000.0,270053000.0,10714959570.0,11.964508956387162
2015-04-28,67.86,895562000.0,1165615000.0,270053000.0,10481723460.0,11.7040734868161
2015-04-29,68.65,895562000.0,1165615000.0,270053000.0,10603747650.0,11.840327805333411
2015-04-30,65.91,895562000.0,1165615000.0,270053000.0,10180524510.0,11.367749536045523
2015-05-01,69.6,895562000.0,1165615000.0,270053000.0,10750485600.0,12.004177935196
2015-05-04,68.99,895562000.0,1165615000.0,270053000.0,10656264390.0,11.898968904442127
2015-05-05,67.07,895562000.0,1165615000.0,270053000.0,10359699269.999998,11.567819168298787
2015-05-06,69.06,895562000.0,1165615000.0,270053000.0,10667076660.0,11.911042071905687
2015-05-07,75.56,895562000.0,1165615000.0,270053000.0,11671073160.0,13.03212190780761
2015-05-08,76.56,895562000.0,1165615000.0,270053000.0,11825534160.0,13.2045957287156
2015-05-11,74.56,895562000.0,1165615000.0,270053000.0,11516612160.0,12.859648086899623
2015-05-12,74.75,895562000.0,1165615000.0,270053000.0,11545959750.0,12.892418112872141
2015-05-13,74.96,895562000.0,1165615000.0,270053000.0,11578396559.999998,12.928637615262817
2015-05-14,76.98,895562000.0,1165615000.0,270053000.0,11890407780.0,13.277034733496954
2015-05-15,76.54,895562000.0,1165615000.0,270053000.0,11822444940.000002,13.201146252297443
2015-05-18,80.3,895562000.0,1165615000.0,270053000.0,12403218300.0,13.849647818911476
2015-05-19,80.1,895562000.0,1165615000.0,270053000.0,12372326100.0,13.81515305472988
2015-05-20,81.15,895562000.0,1165615000.0,270053000.0,12534510150.0,13.996250566683267
2015-05-21,81.26,895562000.0,1165615000.0,270053000.0,12551500860.0,14.015222686983146
2015-05-22,84.03,895562000.0,1165615000.0,270053000.0,12979357830.0,14.492975170898275
2015-05-26,82.46,895562000.0,1165615000.0,270053000.0,12736854059.999998,14.22219127207273
2015-05-27,86.4,6173160000.0,6892379000.0,719219000.0,13345430400.0,2.1618474816787514
2015-05-28,82.3,6173160000.0,6892379000.0,719219000.0,12712140300.0,2.05925981183057
2015-05-29,82.15,6173160000.0,6892379000.0,719219000.0,12688971150.0,2.0555066043970998
2015-06-01,80.94,6173160000.0,6892379000.0,719219000.0,12502073340.0,2.025230731100441
2015-06-02,80.86,6173160000.0,6892379000.0,719219000.0,12489716460.0,2.023229020469257
2015-06-03,81.55,6173160000.0,6892379000.0,719219000.0,12596294550.0,2.0404937746632195
2015-06-04,81.32,6173160000.0,6892379000.0,719219000.0,12560768519.999998,2.034738856598565
2015-06-05,83.7,6173160000.0,6892379000.0,719219000.0,12928385700.0,2.09428974787629
2015-06-08,80.24,6173160000.0,6892379000.0,719219000.0,12393950640.0,2.007715763077581
2015-06-09,80.05,6173160000.0,6892379000.0,719219000.0,12364603050.0,2.0029617003285187
2015-06-10,82.5,6173160000.0,6892379000.0,719219000.0,12743032500.0,2.06426408840853
2015-06-11,82.0,6173160000.0,6892379000.0,719219000.0,12665802000.0,2.0517533969636297
2015-06-12,83.51,6173160000.0,6892379000.0,719219000.0,12899038110.0,2.089535685127228
2015-06-15,82.18,6173160000.0,6892379000.0,719219000.0,12693604980.000002,2.056257245883794
