date,IPG,IPG_SHE,PB Ratio
2001-05-15,,1972725000.0,
2001-10-01,7561050000.0,1972725000.0,3.832794738242786
2001-10-02,7390500000.0,1972725000.0,3.746340721590693
2001-10-03,7572420000.0,1972725000.0,3.8385583393529257
2001-10-04,7788450000.0,1972725000.0,3.9480667604455766
2001-10-05,7617900000.000001,1972725000.0,3.861612743793484
2001-10-08,7591370000.0,1972725000.0,3.848164341203158
2001-10-09,7788450000.0,1972725000.0,3.9480667604455766
2001-10-10,8057540000.000001,1972725000.0,4.084471986718879
2001-10-11,8610880000.0,1972725000.0,4.364967240745669
2001-10-12,8474440000.0,1972725000.0,4.295804027423995
2001-10-15,8330420000.0,1972725000.0,4.222798413362227
2001-10-16,8262200000.0,1972725000.0,4.18821680670139
2001-10-17,8061330000.0,1972725000.0,4.086393187088925
2001-10-18,7845300000.0,1972725000.0,3.976884765996274
2001-10-19,7917310000.0,1972725000.0,4.013387573027158
2001-10-22,8243250000.0,1972725000.0,4.178610804851158
2001-10-23,8512340000.0,1972725000.0,4.315016031124459
2001-10-24,8542660000.0,1972725000.0,4.3303856340848315
2001-10-25,8626040000.0,1972725000.0,4.372652042225855
2001-10-26,8489599999.999999,1972725000.0,4.303488828904181
2001-10-29,8690470000.0,1972725000.0,4.4053124485166455
2001-10-30,8338000000.0,1972725000.0,4.22664081410232
2001-10-31,8508550000.0,1972725000.0,4.313094830754413
2001-11-01,8478230000.0,1972725000.0,4.297725227794041
2001-11-02,8394849999.999999,1972725000.0,4.255458819653017
2001-11-05,8523709999.999999,1972725000.0,4.320779632234599
2001-11-06,8470650000.000001,1972725000.0,4.293882827053949
2001-11-07,8614670000.0,1972725000.0,4.366888441115716
2001-11-08,9133900000.0,1972725000.0,4.630092891812088
2001-11-09,9058100000.0,1972725000.0,4.591668884411157
2001-11-12,8864810000.0,1972725000.0,4.493687665538785
2001-11-13,9190750000.0,1972725000.0,4.658910897362785
2001-11-14,11044060000.0,1863000000.0,5.928105206655931
2001-11-15,10763600000.0,1863000000.0,5.777563070316694
2001-11-16,10604420000.0,1863000000.0,5.692120236178207
2001-11-19,10797710000.0,1863000000.0,5.795872249060655
2001-11-20,10574100000.0,1863000000.0,5.675845410628019
2001-11-21,10441450000.0,1863000000.0,5.604643048845947
2001-11-23,10907620000.0,1863000000.0,5.854868491680086
2001-11-26,11419270000.0,1863000000.0,6.129506172839506
2001-11-27,11176710000.0,1863000000.0,5.999307568438003
2001-11-28,10687800000.0,1863000000.0,5.736876006441224
2001-11-29,10949310000.0,1863000000.0,5.877246376811594
2001-11-30,11040270000.0,1863000000.0,5.926070853462158
2001-12-03,10797710000.0,1863000000.0,5.795872249060655
2001-12-04,10991000000.0,1863000000.0,5.899624261943103
2001-12-05,11749000000.0,1863000000.0,6.306494900697799
2001-12-06,11601190000.0,1863000000.0,6.227155126140634
2001-12-07,11536760000.0,1863000000.0,6.192571121846484
2001-12-10,10308800000.0,1863000000.0,5.533440687063876
2001-12-11,11032690000.0,1863000000.0,5.922002147074611
2001-12-12,10964470000.0,1863000000.0,5.8853837895866885
2001-12-13,10615790000.0,1863000000.0,5.698223295759528
2001-12-14,10282270000.0,1863000000.0,5.519200214707461
2001-12-17,10536200000.0,1863000000.0,5.655501878690284
2001-12-18,10877300000.0,1863000000.0,5.838593666129898
2001-12-19,10915200000.0,1863000000.0,5.858937198067633
2001-12-20,10555150000.0,1863000000.0,5.665673644659152
2001-12-21,10763600000.0,1863000000.0,5.777563070316694
2001-12-24,10846980000.0,1863000000.0,5.82231884057971
2001-12-26,10960680000.0,1863000000.0,5.883349436392915
2001-12-27,11237350000.0,1863000000.0,6.031857219538379
2001-12-28,11256300000.0,1863000000.0,6.042028985507247
2001-12-31,11195660000.0,1863000000.0,6.009479334406871
2002-01-02,11237350000.0,1863000000.0,6.031857219538379
2002-01-03,11085750000.0,1863000000.0,5.950483091787439
2002-01-04,10987210000.0,1863000000.0,5.897589908749329
2002-01-07,11040270000.0,1863000000.0,5.926070853462158
2002-01-08,10968260000.0,1863000000.0,5.8874181427804615
2002-01-09,10687800000.0,1863000000.0,5.736876006441224
2002-01-10,10623370000.0,1863000000.0,5.702292002147074
2002-01-11,10657480000.0,1863000000.0,5.720601180891036
2002-01-14,10672640000.0,1863000000.0,5.7287385936661295
2002-01-15,10714330000.0,1863000000.0,5.7511164787976385
2002-01-16,10308800000.0,1863000000.0,5.533440687063876
2002-01-17,10695380000.0,1863000000.0,5.740944712828771
2002-01-18,10710540000.0,1863000000.0,5.749082125603865
2002-01-22,10843190000.0,1863000000.0,5.820284487385937
2002-01-23,10585470000.0,1863000000.0,5.68194847020934
2002-01-24,10809080000.0,1863000000.0,5.801975308641976
2002-01-25,10877300000.0,1863000000.0,5.838593666129898
2002-01-28,10843190000.0,1863000000.0,5.820284487385937
2002-01-29,10649900000.0,1863000000.0,5.716532474503489
2002-01-30,10441450000.0,1863000000.0,5.604643048845947
2002-01-31,10941730000.0,1863000000.0,5.873177670424047
2002-02-01,11123650000.0,1863000000.0,5.970826623725174
2002-02-04,10820450000.0,1863000000.0,5.8080783682232955
2002-02-05,10672640000.0,1863000000.0,5.7287385936661295
2002-02-06,10706750000.0,1863000000.0,5.747047772410092
2002-02-07,10801500000.0,1863000000.0,5.797906602254429
2002-02-08,10790130000.0,1863000000.0,5.791803542673108
2002-02-11,11123650000.0,1863000000.0,5.970826623725174
2002-02-12,10718120000.0,1863000000.0,5.7531508319914115
2002-02-13,10884880000.0,1863000000.0,5.842662372517445
2002-02-14,11066800000.0,1863000000.0,5.9403113258185725
2002-02-15,10831820000.0,1863000000.0,5.814181427804616
2002-02-19,10517250000.0,1863000000.0,5.6453301127214175
2002-02-20,10695380000.0,1863000000.0,5.740944712828771
2002-02-21,10627160000.0,1863000000.0,5.704326355340848
2002-02-22,10699170000.0,1863000000.0,5.742979066022544
2002-02-25,10574100000.0,1863000000.0,5.675845410628019
2002-02-26,10486930000.0,1863000000.0,5.629055287171229
2002-02-27,10490720000.0,1863000000.0,5.631089640365003
2002-02-28,10308800000.0,1863000000.0,5.533440687063876
2002-03-01,11749000000.0,1863000000.0,6.306494900697799
2002-03-04,12397090000.0,1863000000.0,6.654369296833065
2002-03-05,12109050000.0,1863000000.0,6.4997584541062805
2002-03-06,12476680000.0,1863000000.0,6.697090713902308
2002-03-07,12423620000.0,1863000000.0,6.668609769189479
2002-03-08,12908740000.0,1863000000.0,6.929006977992485
2002-03-11,12772300000.000002,1863000000.0,6.855770263016641
2002-03-12,12522160000.0,1863000000.0,6.72150295222759
2002-03-13,12450150000.0,1863000000.0,6.682850241545894
2002-03-14,12302340000.0,1863000000.0,6.603510466988728
2002-03-15,12537320000.0,1863000000.0,6.729640365002684
2002-03-18,13098240000.0,1863000000.0,7.03072463768116
2002-03-19,13075500000.0,1863000000.0,7.018518518518518
2002-03-20,12923900000.0,1863000000.0,6.937144390767579
2002-03-21,12624490000.0,1863000000.0,6.776430488459474
2002-03-22,12647229999.999998,1863000000.0,6.788636607622114
2002-03-25,12601750000.0,1863000000.0,6.764224369296833
2002-03-26,12537320000.0,1863000000.0,6.729640365002684
2002-03-27,12802620000.0,1863000000.0,6.872045088566828
2002-03-28,12992120000.0,1863000000.0,6.973762748255502
2002-04-01,13293090000.0,1863000000.0,7.135314009661836
2002-04-02,12816840000.0,1863000000.0,6.879677938808373
2002-04-03,12527280000.000002,1863000000.0,6.72425120772947
2002-04-04,12477750000.0,1863000000.0,6.697665056360709
2002-04-05,12649200000.000002,1863000000.0,6.789694041867956
2002-04-08,12317730000.0,1863000000.0,6.611771336553946
2002-04-09,12439650000.0,1863000000.0,6.677214170692432
2002-04-10,12458700000.000002,1863000000.0,6.687439613526571
2002-04-11,12279629999.999998,1863000000.0,6.591320450885667
2002-04-12,12401549999.999998,1863000000.0,6.656763285024153
2002-04-15,12397740000.0,1863000000.0,6.654718196457327
2002-04-16,12553950000.000002,1863000000.0,6.738566827697263
2002-04-17,12569190000.0,1863000000.0,6.746747181964573
2002-04-18,12553950000.000002,1863000000.0,6.738566827697263
2002-04-19,12904469999.999998,1863000000.0,6.926714975845409
2002-04-22,12573000000.0,1863000000.0,6.748792270531401
2002-04-23,12603480000.0,1863000000.0,6.7651529790660225
2002-04-24,12553950000.000002,1863000000.0,6.738566827697263
2002-04-25,12774930000.0,1863000000.0,6.857181964573269
2002-04-26,12508230000.0,1863000000.0,6.7140257648953305
2002-04-29,11925300000.0,1863000000.0,6.4011272141706925
2002-04-30,11765280000.0,1863000000.0,6.3152334943639294
2002-05-01,11951970000.0,1863000000.0,6.415442834138486
2002-05-02,11879580000.0,1863000000.0,6.37658615136876
2002-05-03,11666220000.0,1863000000.0,6.262061191626409
2002-05-06,11475720000.0,1863000000.0,6.159806763285024
2002-05-07,11711940000.0,1863000000.0,6.286602254428342
2002-05-08,12466320000.0,1863000000.0,6.691529790660225
2002-05-09,12481560000.0,1863000000.0,6.699710144927536
2002-05-10,12054840000.0,1863000000.0,6.470660225442834
2002-05-13,12195810000.0,1863000000.0,6.5463285024154585
2002-05-14,12580620000.000002,1863000000.0,6.7528824476650575
2002-05-15,12835890000.0,2040000000.0,6.292102941176471
2002-05-16,12877799999.999998,2040000000.0,6.312647058823528
2002-05-17,12763500000.0,2040000000.0,6.256617647058824
2002-05-20,12531090000.0,2040000000.0,6.1426911764705885
2002-05-21,12584430000.0,2040000000.0,6.168838235294118
2002-05-22,12656820000.0,2040000000.0,6.204323529411765
2002-05-23,12835890000.0,2040000000.0,6.292102941176471
