date,close price,GOOGL_SHE,GOOGL_TA,GOOGL_TL,market cap,PB Ratio
2005-08-29,144.37,,,,,
2005-08-30,143.78,,,,,
2005-08-31,143.14,,,,,
2005-09-01,143.27,,,,,
2005-09-02,144.37,,,,,
2005-09-06,143.7,,,,,
2005-09-07,147.58,,,,,
2005-09-08,147.84,,,,,
2005-09-09,149.69,,,,,
2005-09-12,155.03,,,,,
2005-09-13,156.0,,,,,
2005-09-14,151.65,,,,,
2005-09-15,151.46,,,,,
2005-09-16,150.25,,,,,
2005-09-19,152.05,,,,,
2005-09-20,154.11,,,,,
2005-09-21,156.11,,,,,
2005-09-22,155.84,,,,,
2005-09-23,157.84,,,,,
2005-09-26,157.3,,,,,
2005-09-27,157.13,,,,,
2005-09-28,153.15,,,,,
2005-09-29,154.96,,,,,
2005-09-30,158.39,,,,,
2005-10-03,159.5,,,,,
2005-10-04,155.66,,,,,
2005-10-05,155.51,,,,,
2005-10-06,156.53,,,,,
2005-10-07,156.65,,,,,
2005-10-10,155.48,,,,,
2005-10-11,153.2,,,,,
2005-10-12,150.64,,,,,
2005-10-13,148.87,,,,,
2005-10-14,148.22,,,,,
2005-10-17,152.65,,,,,
2005-10-18,151.79,,,,,
2005-10-19,154.5,,,,,
2005-10-20,151.75,,,,,
2005-10-21,170.12,,,,,
2005-10-24,174.5,,,,,
2005-10-25,173.63,,,,,
2005-10-26,177.9,,,,,
2005-10-27,176.71,,,,,
2005-10-28,179.26,,,,,
2005-10-31,186.26,,,,,
2005-11-01,189.88,,,,,
2005-11-02,190.03,,,,,
2005-11-03,193.17,,,,,
2005-11-04,195.41,,,,,
2005-11-07,197.71,,,,,
2005-11-08,195.15,,,,,
2005-11-09,189.76,,,,,
2005-11-10,195.75,,,,,
2005-11-11,195.4,,,,,
2005-11-14,198.68,,,,,
2005-11-15,196.6,,,,,
2005-11-16,199.27,,,,,
2005-11-17,201.93,,,,,
2005-11-18,200.31,,,,,
2005-11-21,204.88,,,,,
2005-11-22,208.44,,,,,
2005-11-23,211.64,,,,,
2005-11-25,214.52,,,,,
2005-11-28,211.95,,,,,
2005-11-29,201.97,,,,,
2005-11-30,202.66,,,,,
2005-12-01,207.25,,,,,
2005-12-02,209.06,,,,,
2005-12-05,203.13,,,,,
2005-12-06,202.47,,,,,
2005-12-07,202.31,,,,,
2005-12-08,205.53,,,,,
2005-12-09,204.8,,,,,
2005-12-12,206.51,,,,,
2005-12-13,208.95,,,,,
2005-12-14,209.69,,,,,
2005-12-15,211.49,,,,,
2005-12-16,215.29,,,,,
2005-12-19,212.51,,,,,
2005-12-20,215.09,,,,,
2005-12-21,213.38,,,,,
2005-12-22,216.24,,,,,
2005-12-23,215.68,,,,,
2005-12-27,212.53,,,,,
2005-12-28,213.56,,,,,
2005-12-29,210.29,,,,,
2005-12-30,207.64,,,,,
2006-01-03,217.83,,,,,
2006-01-04,222.84,,,,,
2006-01-05,225.85,,,,,
2006-01-06,233.06,,,,,
2006-01-09,233.68,,,,,
2006-01-10,235.12,,,,,
2006-01-11,236.05,,,,,
2006-01-12,232.05,,,,,
2006-01-13,233.36,,,,,
2006-01-17,233.79,,,,,
2006-01-18,222.68,,,,,
2006-01-19,218.44,,,,,
2006-01-20,199.93,,,,,
2006-01-23,213.96,,,,,
2006-01-24,221.74,,,,,
2006-01-25,216.72,,,,,
2006-01-26,217.35,,,,,
2006-01-27,216.96,,,,,
2006-01-30,213.62,,,,,
2006-01-31,216.55,,,,,
2006-02-01,201.09,,,,,
2006-02-02,198.22,,,,,
2006-02-03,190.97,,,,,
2006-02-06,192.74,,,,,
2006-02-07,184.14,,,,,
2006-02-08,184.72,,,,,
2006-02-09,179.56,,,,,
2006-02-10,181.49,,,,,
2006-02-13,173.02,,,,,
2006-02-14,171.83,,,,,
2006-02-15,171.36,,,,,
2006-02-16,183.41,,,,,
2006-02-17,184.56,,,,,
2006-02-21,183.48,,,,,
2006-02-22,182.93,,,,,
2006-02-23,189.22,,,,,
2006-02-24,188.89,,,,,
2006-02-27,195.39,,,,,
2006-02-28,181.49,,,,,
2006-03-01,182.58,,,,,
2006-03-02,188.41,,,,,
2006-03-03,189.28,,,,,
2006-03-06,184.23,,,,,
2006-03-07,182.41,,,,,
2006-03-08,177.12,,,,,
2006-03-09,171.67,,,,,
2006-03-10,168.92,,,,,
2006-03-13,168.7,,,,,
2006-03-14,175.76,,,,,
2006-03-15,172.42,,,,,
2006-03-16,169.55,,,,,
2006-03-17,170.07,,,,,
2006-03-20,174.27,,,,,
2006-03-21,170.13,,,,,
2006-03-22,170.28,,,,,
2006-03-23,171.12,,,,,
2006-03-24,183.08,,,,,
2006-03-27,185.03,,,,,
2006-03-28,188.79,,,,,
2006-03-29,197.69,,,,,
2006-03-30,194.41,,,,,
2006-03-31,195.2,,,,,
2006-04-03,195.05,,,,,
2006-04-04,202.37,,,,,
2006-04-05,204.2,,,,,
2006-04-06,205.8,,,,,
2006-04-07,203.28,,,,,
2006-04-10,208.4,,,,,
2006-04-11,205.04,,,,,
2006-04-12,204.68,,,,,
2006-04-13,201.28,,,,,
2006-04-17,203.61,,,,,
2006-04-18,202.32,,,,,
2006-04-19,205.46,,,,,
2006-04-20,207.71,,,,,
2006-04-21,218.77,,,,,
2006-04-24,220.47,,,,,
2006-04-25,213.79,,,,,
2006-04-26,213.2,,,,,
2006-04-27,210.23,,,,,
2006-04-28,209.18,,,,,
2006-05-01,199.65,,,,,
2006-05-02,197.6,,,,,
2006-05-03,197.28,,,,,
2006-05-04,197.57,,,,,
2006-05-05,197.35,,,,,
2006-05-08,197.59,,,,,
2006-05-09,204.6,,,,,
2006-05-10,201.69,,,,,
2006-05-11,193.69,,,,,
2006-05-12,187.25,,,,,
2006-05-15,188.29,,,,,
2006-05-16,185.84,,,,,
2006-05-17,187.44,,,,,
2006-05-18,185.68,,,,,
2006-05-19,185.2,,,,,
2006-05-22,185.66,,,,,
2006-05-23,187.98,,,,,
2006-05-24,190.82,,,,,
2006-05-25,191.69,,,,,
2006-05-26,190.87,,,,,
2006-05-30,186.16,,,,,
2006-05-31,186.1,,,,,
2006-06-01,191.5,,,,,
2006-06-02,189.91,,,,,
2006-06-05,187.41,,,,,
2006-06-06,195.19,,,,,
2006-06-07,193.45,,,,,
2006-06-08,196.85,,,,,
2006-06-09,193.48,,,,,
2006-06-12,190.96,,,,,
2006-06-13,193.45,,,,,
2006-06-14,192.39,,,,,
2006-06-15,195.7,,,,,
2006-06-16,195.55,,,,,
2006-06-19,194.26,,,,,
2006-06-20,193.78,,,,,
2006-06-21,201.27,,,,,
2006-06-22,200.18,,,,,
2006-06-23,202.63,,,,,
2006-06-26,202.31,,,,,
2006-06-27,201.36,,,,,
2006-06-28,203.26,,,,,
2006-06-29,209.11,,,,,
2006-06-30,209.87,,,,,
2006-07-03,211.81,,,,,
2006-07-05,210.94,,,,,
2006-07-06,211.81,,,,,
2006-07-07,210.44,,,,,
2006-07-10,209.31,,,,,
2006-07-11,212.49,,,,,
2006-07-12,208.83,,,,,
2006-07-13,204.62,,,,,
2006-07-14,201.95,,,,,
2006-07-17,204.15,,,,,
2006-07-18,201.73,,,,,
2006-07-19,199.7,,,,,
2006-07-20,193.75,,,,,
2006-07-21,195.25,,,,,
2006-07-24,195.65,,,,,
2006-07-25,194.87,,,,,
2006-07-26,192.94,,,,,
2006-07-27,191.39,,,,,
2006-07-28,194.25,,,,,
2006-07-31,193.49,,,,,
2006-08-01,187.94,,,,,
2006-08-02,183.8,,,,,
2006-08-03,187.88,,,,,
2006-08-04,187.11,,,,,
2006-08-07,189.16,,,,,
2006-08-08,190.69,,,,,
2006-08-09,188.66,,,,,
2006-08-10,187.29,,,,,
2006-08-11,184.43,,,,,
2006-08-14,184.9,,,,,
2006-08-15,190.68,,,,,
2006-08-16,194.05,,,,,
2006-08-17,193.09,,,,,
2006-08-18,191.87,,,,,
2006-08-21,188.84,,,,,
2006-08-22,189.33,,,,,
2006-08-23,186.9,,,,,
2006-08-24,187.05,,,,,
2006-08-25,186.82,,,,,
2006-08-28,190.67,,,,,
2006-08-29,189.66,,,,,
2006-08-30,190.57,,,,,
2006-08-31,189.45,,,,,
2006-09-01,189.49,,,,,
2006-09-05,192.37,,,,,
2006-09-06,190.26,,,,,
2006-09-07,189.43,,,,,
2006-09-08,189.11,,,,,
2006-09-11,192.24,,,,,
2006-09-12,196.15,,,,,
2006-09-13,203.49,,,,,
2006-09-14,202.19,,,,,
2006-09-15,205.15,,,,,
2006-09-18,207.55,,,,,
2006-09-19,202.11,,,,,
2006-09-20,198.7,,,,,
2006-09-21,203.63,,,,,
2006-09-22,202.09,,,,,
2006-09-25,202.19,,,,,
2006-09-26,203.64,,,,,
2006-09-27,201.66,,,,,
2006-09-28,201.99,,,,,
2006-09-29,201.15,,,,,
2006-10-02,200.92,,,,,
2006-10-03,202.22,,,,,
2006-10-04,208.06,,,,,
2006-10-05,206.11,,,,,
2006-10-06,210.46,,,,,
2006-10-09,214.71,,,,,
2006-10-10,213.54,,,,,
2006-10-11,213.46,,,,,
2006-10-12,213.93,,,,,
2006-10-13,213.86,,,,,
2006-10-16,211.09,,,,,
2006-10-17,210.53,,,,,
2006-10-18,209.86,,,,,
2006-10-19,213.24,,,,,
2006-10-20,230.07,,,,,
2006-10-23,240.63,,,,,
2006-10-24,236.89,,,,,
2006-10-25,243.54,,,,,
2006-10-26,242.79,,,,,
2006-10-27,237.84,,,,,
2006-10-30,238.52,,,,,
2006-10-31,238.43,,,,,
2006-11-01,233.98,,,,,
2006-11-02,235.19,,,,,
2006-11-03,236.14,,,,,
2006-11-06,238.71,,,,,
2006-11-07,236.52,,,,,
2006-11-08,237.74,,,,,
2006-11-09,236.55,,,,,
2006-11-10,237.01,,,,,
2006-11-13,240.76,,,,,
2006-11-14,244.89,,,,,
2006-11-15,246.21,,,,,
2006-11-16,248.2,,,,,
2006-11-17,249.64,,,,,
2006-11-20,247.77,,,,,
2006-11-21,255.08,,,,,
2006-11-22,254.26,,,,,
2006-11-24,252.75,,,,,
2006-11-27,242.62,,,,,
2006-11-28,244.99,,,,,
2006-11-29,242.57,,,,,
2006-11-30,242.65,,,,,
2006-12-01,240.64,,,,,
2006-12-04,242.67,,,,,
2006-12-05,243.74,,,,,
2006-12-06,244.6,,,,,
2006-12-07,241.56,,,,,
2006-12-08,242.3,,,,,
2006-12-11,242.21,,,,,
2006-12-12,241.13,,,,,
2006-12-13,239.73,,,,,
2006-12-14,241.3,,,,,
2006-12-15,240.39,,,,,
2006-12-18,231.63,,,,,
2006-12-19,234.55,,,,,
2006-12-20,231.68,,,,,
2006-12-21,228.33,,,,,
2006-12-22,228.02,,,,,
2006-12-26,228.99,,,,,
2006-12-27,234.25,,,,,
2006-12-28,231.51,,,,,
2006-12-29,230.47,,,,,
2007-01-03,234.03,,,,,
2007-01-04,241.87,,,,,
2007-01-05,243.84,,,,,
2007-01-08,242.03,,,,,
2007-01-09,242.99,,,,,
2007-01-10,244.97,,,,,
2007-01-11,250.11,,,,,
2007-01-12,252.75,,,,,
2007-01-16,252.39,,,,,
2007-01-17,248.89,,,,,
2007-01-18,244.16,,,,,
2007-01-19,245.12,,,,,
2007-01-22,240.66,,,,,
2007-01-23,239.76,,,,,
2007-01-24,249.78,,,,,
2007-01-25,244.29,,,,,
2007-01-26,248.17,,,,,
2007-01-29,246.48,,,,,
2007-01-30,247.41,,,,,
2007-01-31,251.0,,,,,
2007-02-01,241.12,,,,,
2007-02-02,240.99,,,,,
2007-02-05,233.81,,,,,
2007-02-06,235.98,,,,,
2007-02-07,235.24,,,,,
2007-02-08,235.75,,,,,
2007-02-09,231.18,,,,,
2007-02-12,229.37,,,,,
2007-02-13,229.78,,,,,
2007-02-14,233.2,,,,,
2007-02-15,230.97,,,,,
2007-02-16,235.21,,,,,
2007-02-20,236.29,,,,,
2007-02-21,238.17,,,,,
2007-02-22,238.16,,,,,
2007-02-23,235.55,,,,,
2007-02-26,232.7,,,,,
2007-02-27,224.61,,,,,
2007-02-28,224.95,,,,,
2007-03-01,224.34,,,,,
2007-03-02,219.56,,,,,
2007-03-05,220.7,,,,,
2007-03-06,229.0,,,,,
2007-03-07,228.05,,,,,
2007-03-08,227.59,,,,,
2007-03-09,226.71,,,,,
2007-03-12,227.6,,,,,
2007-03-13,221.74,,,,,
2007-03-14,224.22,,,,,
2007-03-15,223.32,,,,,
2007-03-16,220.65,,,,,
2007-03-19,223.84,,,,,
2007-03-20,222.86,,,,,
2007-03-21,228.5,,,,,
2007-03-22,231.25,,,,,
2007-03-23,231.15,,,,,
2007-03-26,232.73,,,,,
2007-03-27,232.04,,,,,
2007-03-28,231.17,,,,,
2007-03-29,230.69,,,,,
2007-03-30,229.31,,,,,
2007-04-02,229.49,,,,,
2007-04-03,236.54,,,,,
2007-04-04,235.75,,,,,
2007-04-05,235.99,,,,,
2007-04-09,234.34,,,,,
2007-04-10,233.48,,,,,
2007-04-11,232.5,,,,,
2007-04-12,233.93,,,,,
2007-04-13,233.38,,,,,
2007-04-16,237.37,,,,,
2007-04-17,236.64,,,,,
2007-04-18,238.24,,,,,
2007-04-19,236.06,,,,,
2007-04-20,241.48,,,,,
2007-04-23,239.78,,,,,
2007-04-24,239.0,,,,,
2007-04-25,239.23,,,,,
2007-04-26,240.83,,,,,
2007-04-27,239.74,,,,,
2007-04-30,235.93,,,,,
2007-05-01,234.73,,,,,
2007-05-02,233.12,,,,,
2007-05-03,236.85,,,,,
2007-05-04,235.8,,,,,
2007-05-07,233.87,,,,,
2007-05-08,233.64,,,,,
2007-05-09,234.86,,,,,
2007-05-10,230.97,,,,,
2007-05-11,233.6,,,,,
2007-05-14,231.12,,,,,
2007-05-15,229.23,,,,,
2007-05-16,236.54,,,,,
2007-05-17,235.72,,,,,
2007-05-18,235.4,,,,,
2007-05-21,235.54,,,,,
2007-05-22,238.17,,,,,
2007-05-23,237.22,,,,,
2007-05-24,237.4,,,,,
2007-05-25,242.0,,,,,
2007-05-29,243.8,,,,,
2007-05-30,249.55,,,,,
2007-05-31,249.2,,,,,
2007-06-01,250.45,,,,,
2007-06-04,253.79,,,,,
2007-06-05,259.68,,,,,
2007-06-06,259.38,,,,,
2007-06-07,257.79,,,,,
2007-06-08,258.0,,,,,
2007-06-11,255.93,,,,,
2007-06-12,252.64,,,,,
2007-06-13,252.87,,,,,
2007-06-14,251.67,,,,,
2007-06-15,253.2,,,,,
2007-06-18,257.86,,,,,
2007-06-19,257.41,,,,,
2007-06-20,255.24,,,,,
2007-06-21,257.31,,,,,
2007-06-22,262.75,,,,,
2007-06-25,263.97,,,,,
2007-06-26,265.4,,,,,
2007-06-27,263.41,,,,,
2007-06-28,262.77,,,,,
2007-06-29,261.61,,,,,
2007-07-02,265.46,,,,,
2007-07-03,267.44,,,,,
2007-07-05,271.09,,,,,
2007-07-06,269.97,,,,,
2007-07-09,271.55,,,,,
2007-07-10,271.94,,,,,
2007-07-11,272.51,,,,,
2007-07-12,272.94,,,,,
2007-07-13,276.36,,,,,
2007-07-16,276.77,,,,,
2007-07-17,277.78,,,,,
2007-07-18,275.03,,,,,
2007-07-19,274.57,,,,,
2007-07-20,260.32,,,,,
2007-07-23,256.51,,,,,
2007-07-24,257.26,,,,,
2007-07-25,255.14,,,,,
2007-07-26,254.25,,,,,
2007-07-27,256.2,,,,,
2007-07-30,258.31,,,,,
2007-07-31,255.26,,,,,
2007-08-01,256.73,,,,,
2007-08-02,255.76,,,,,
2007-08-03,251.75,,,,,
2007-08-06,255.26,,,,,
2007-08-07,258.27,,,,,
2007-08-08,263.15,,,,,
2007-08-09,257.62,,,,,
2007-08-10,258.13,,,,,
2007-08-13,258.01,,,,,
2007-08-14,254.55,,,,,
2007-08-15,249.02,,,,,
2007-08-16,246.01,,,,,
2007-08-17,250.27,,,,,
2007-08-20,249.21,,,,,
2007-08-21,253.56,,,,,
2007-08-22,256.63,,,,,
2007-08-23,256.35,,,,,
2007-08-24,257.76,,,,,
2007-08-27,256.89,,,,,
2007-08-28,253.45,,,,,
2007-08-29,256.7,,,,,
2007-08-30,255.96,,,,,
2007-08-31,257.88,,,,,
2007-09-04,262.84,,,,,
2007-09-05,264.16,,,,,
2007-09-06,262.02,,,,,
2007-09-07,259.93,,,,,
2007-09-10,257.5,,,,,
2007-09-11,260.93,,,,,
2007-09-12,261.59,,,,,
2007-09-13,262.65,,,,,
2007-09-14,264.64,,,,,
2007-09-17,262.91,,,,,
2007-09-18,267.9,,,,,
2007-09-19,273.7,,,,,
2007-09-20,276.69,,,,,
2007-09-21,280.33,,,,,
2007-09-24,284.29,,,,,
2007-09-25,284.78,,,,,
2007-09-26,284.36,,,,,
2007-09-27,284.03,,,,,
2007-09-28,283.92,,,,,
2007-10-01,291.57,,,,,
2007-10-02,292.49,,,,,
2007-10-03,292.3,,,,,
2007-10-04,289.8,,,,,
2007-10-05,297.32,,,,,
2007-10-08,305.12,,,,,
2007-10-09,307.9,,,,,
2007-10-10,313.01,,,,,
2007-10-11,311.31,,,,,
2007-10-12,319.01,,,,,
2007-10-15,310.37,,,,,
2007-10-16,308.31,,,,,
2007-10-17,317.06,,,,,
2007-10-18,320.13,,,,,
2007-10-19,322.68,,,,,
2007-10-22,325.7,,,,,
2007-10-23,338.22,,,,,
2007-10-24,338.25,,,,,
2007-10-25,334.59,,,,,
2007-10-26,337.64,,,,,
2007-10-29,339.95,,,,,
2007-10-30,347.73,,,,,
2007-10-31,353.85,,,,,
2007-11-01,351.96,,,,,
2007-11-02,355.98,,,,,
2007-11-05,363.19,,,,,
2007-11-06,371.27,,,,,
2007-11-07,366.84,,,,,
2007-11-08,347.27,,,,,
2007-11-09,332.32,,,,,
2007-11-12,316.35,,,,,
2007-11-13,330.61,,,,,
2007-11-14,321.16,,,,,
2007-11-15,315.14,,,,,
2007-11-16,317.13,,,,,
2007-11-19,313.24,,,,,
2007-11-20,324.59,,,,,
2007-11-21,330.59,,,,,
2007-11-23,338.69,,,,,
2007-11-26,333.33,,,,,
2007-11-27,337.12,,,,,
2007-11-28,346.48,,,,,
2007-11-29,348.85,,,,,
2007-11-30,346.85,,,,,
2007-12-03,341.11,,,,,
2007-12-04,342.42,,,,,
2007-12-05,349.6,,,,,
2007-12-06,357.99,,,,,
2007-12-07,357.79,,,,,
2007-12-10,359.57,,,,,
2007-12-11,349.95,,,,,
2007-12-12,350.03,,,,,
2007-12-13,347.37,,,,,
2007-12-14,345.33,,,,,
2007-12-17,334.95,,,,,
2007-12-18,337.01,,,,,
2007-12-19,339.02,,,,,
2007-12-20,345.19,,,,,
2007-12-21,348.69,,,,,
2007-12-24,350.72,,,,,
2007-12-26,355.78,,,,,
2007-12-27,350.72,,,,,
2007-12-28,351.62,,,,,
2007-12-31,346.09,,,,,
2008-01-02,342.94,,,,,
2008-01-03,343.01,,,,,
2008-01-04,328.83,,,,,
2008-01-07,324.95,,,,,
2008-01-08,316.16,,,,,
2008-01-09,326.93,,,,,
2008-01-10,323.69,,,,,
2008-01-11,319.44,,,,,
2008-01-14,327.24,,,,,
2008-01-15,319.14,,,,,
2008-01-16,308.28,,,,,
2008-01-17,300.7,,,,,
2008-01-18,300.43,,,,,
2008-01-22,292.47,,,,,
2008-01-23,274.58,,,,,
2008-01-24,287.53,,,,,
2008-01-25,283.48,,,,,
2008-01-28,278.27,,,,,
2008-01-29,275.54,,,,,
2008-01-30,274.41,,,,,
2008-01-31,282.43,,,,,
