date,close price,BMY_SHE,BMY_TA,BMY_TL,market cap,PB Ratio
,,5084000000.0,8497000000.0,3413000000.0,,
1972-06-01,1.87,5084000000.0,8497000000.0,3413000000.0,3909983000.0,0.7690761211644375
1972-06-02,1.88,5084000000.0,8497000000.0,3413000000.0,3930892000.0,0.7731888276947285
1972-06-05,1.89,5084000000.0,8497000000.0,3413000000.0,3951801000.0,0.7773015342250197
1972-06-06,1.88,5084000000.0,8497000000.0,3413000000.0,3930892000.0,0.7731888276947285
1972-06-07,1.87,5084000000.0,8497000000.0,3413000000.0,3909983000.0,0.7690761211644375
1972-06-08,1.88,5084000000.0,8497000000.0,3413000000.0,3930892000.0,0.7731888276947285
1972-06-09,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-06-12,1.87,5084000000.0,8497000000.0,3413000000.0,3909983000.0,0.7690761211644375
1972-06-13,1.87,5084000000.0,8497000000.0,3413000000.0,3909983000.0,0.7690761211644375
1972-06-14,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-06-15,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-06-16,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-06-19,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-06-20,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-06-21,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-06-22,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-06-23,1.82,5084000000.0,8497000000.0,3413000000.0,3805438000.0,0.7485125885129819
1972-06-26,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-06-27,1.83,5084000000.0,8497000000.0,3413000000.0,3826347000.0,0.752625295043273
1972-06-28,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-06-29,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-06-30,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-03,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-07-05,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-06,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-07,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-10,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-11,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-07-12,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-07-13,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-14,1.86,5084000000.0,8497000000.0,3413000000.0,3889074000.0,0.7649634146341463
1972-07-17,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-07-18,1.84,5084000000.0,8497000000.0,3413000000.0,3847256000.0,0.7567380015735641
1972-07-19,1.85,5084000000.0,8497000000.0,3413000000.0,3868165000.0,0.7608507081038552
1972-07-20,1.87,5084000000.0,8497000000.0,3413000000.0,3909983000.0,0.7690761211644375
1972-07-21,1.88,5084000000.0,8497000000.0,3413000000.0,3930892000.0,0.7731888276947285
1972-07-24,1.88,5084000000.0,8497000000.0,3413000000.0,3930892000.0,0.7731888276947285
1972-07-25,1.9,5084000000.0,8497000000.0,3413000000.0,3972710000.0,0.7814142407553107
1972-07-26,1.9,5084000000.0,8497000000.0,3413000000.0,3972710000.0,0.7814142407553107
1972-07-27,1.91,5084000000.0,8497000000.0,3413000000.0,3993619000.0,0.7855269472856019
1972-07-28,1.91,5084000000.0,8497000000.0,3413000000.0,3993619000.0,0.7855269472856019
1972-07-31,1.91,5084000000.0,8497000000.0,3413000000.0,3993619000.0,0.7855269472856019
1972-08-01,1.93,5084000000.0,8497000000.0,3413000000.0,4035437000.0,0.7937523603461841
1972-08-02,2.01,5084000000.0,8497000000.0,3413000000.0,4202709000.0,0.826654012588513
1972-08-03,2.05,5084000000.0,8497000000.0,3413000000.0,4286345000.0,0.8431048387096775
1972-08-04,2.07,5084000000.0,8497000000.0,3413000000.0,4328163000.0,0.8513302517702597
