date,TAP,TAP_SHE,PB Ratio
2002-11-13,,1151990000.0,
2002-12-30,1102270000.0,1151990000.0,0.9568399031241591
2002-12-31,1106968200.0,1151990000.0,0.9609182371374752
2003-01-02,1117810200.0,1151990000.0,0.9703297771682046
2003-01-03,1105161200.0,1151990000.0,0.9593496471323536
2003-01-06,1155757200.0,1151990000.0,1.0032701672757576
2003-01-07,1142385400.0,1151990000.0,0.991662601237858
2003-01-08,1135157400.0,1151990000.0,0.9853882412173717
2003-01-09,1156480000.0,1151990000.0,1.0038976032778062
2003-01-10,1147445000.0,1151990000.0,0.9960546532521983
2003-01-13,1141301200.0,1151990000.0,0.9907214472347851
2003-01-14,1123592600.0,1151990000.0,0.9753492651845936
2003-01-15,1124676800.0,1151990000.0,0.9762904191876666
2003-01-16,1142385400.0,1151990000.0,0.991662601237858
2003-01-17,1154311600.0,1151990000.0,1.0020152952716603
2003-01-21,1144915200.0,1151990000.0,0.9938586272450282
2003-01-22,1140217000.0,1151990000.0,0.9897802932317121
2003-01-23,1138410000.0,1151990000.0,0.9882117032265905
2003-01-24,1127929400.0,1151990000.0,0.9791138811968854
2003-01-27,1116364600.0,1151990000.0,0.9690749051641073
2003-01-28,1114196200.0,1151990000.0,0.9671925971579615
2003-01-29,1085284200.0,1151990000.0,0.9420951570760163
2003-01-30,1064684400.0,1151990000.0,0.9242132310176303
2003-01-31,1087814000.0,1151990000.0,0.9442911830831865
2003-02-03,1092512200.0,1151990000.0,0.9483695170965025
2003-02-04,1075526400.0,1151990000.0,0.9336247710483598
2003-02-05,1074080800.0,1151990000.0,0.9323698990442625
2003-02-06,914342000.0,1151990000.0,0.7937065425915155
2003-02-07,925184000.0,1151990000.0,0.8031180826222449
2003-02-10,908198200.0,1151990000.0,0.7883733365741022
2003-02-11,889766800.0,1151990000.0,0.7723737185218622
2003-02-12,882177400.0,1151990000.0,0.7657856405003516
2003-02-13,882538800.0000001,1151990000.0,0.766099358501376
2003-02-14,878924800.0,1151990000.0,0.7629621784911327
2003-02-18,888682600.0,1151990000.0,0.7714325645187893
2003-02-19,863023200.0,1151990000.0,0.7491585864460629
2003-02-20,857240800.0,1151990000.0,0.7441390984296739
2003-02-21,876395000.0,1151990000.0,0.7607661524839625
2003-02-24,872058200.0,1151990000.0,0.7570015364716708
2003-02-25,859409200.0,1151990000.0,0.7460214064358197
2003-02-26,873865200.0,1151990000.0,0.7585701264767923
2003-02-27,875672200.0,1151990000.0,0.7601387164819139
2003-02-28,869167000.0,1151990000.0,0.7544917924634762
2003-03-03,863023200.0,1151990000.0,0.7491585864460629
2003-03-04,849290000.0,1151990000.0,0.7372373024071389
2003-03-05,837002400.0,1151990000.0,0.7265708903723123
2003-03-06,842423400.0,1151990000.0,0.731276660387677
2003-03-07,848567200.0,1151990000.0,0.7366098664050903
2003-03-10,834111199.9999999,1151990000.0,0.7240611463641177
2003-03-11,840255000.0,1151990000.0,0.729394352381531
2003-03-12,844953200.0,1151990000.0,0.7334726863948472
2003-03-13,853265400.0,1151990000.0,0.7406882004184064
2003-03-14,855072400.0,1151990000.0,0.742256790423528
2003-03-17,869889800.0,1151990000.0,0.7551192284655249
2003-03-18,862661800.0,1151990000.0,0.7488448684450386
2003-03-19,865914400.0,1151990000.0,0.7516683304542574
2003-03-20,860132000.0,1151990000.0,0.7466488424378683
2003-03-21,884345800.0,1151990000.0,0.7676679485064974
2003-03-24,863384600.0,1151990000.0,0.7494723044470872
2003-03-25,863023200.0,1151990000.0,0.7491585864460629
2003-03-26,865914400.0,1151990000.0,0.7516683304542574
2003-03-27,861577600.0,981851000.0,0.8775034093767792
2003-03-28,867360000.0,981851000.0,0.883392694003469
2003-03-31,0.0,981851000.0,0.0
2003-04-01,0.0,981851000.0,0.0
2003-04-02,0.0,981851000.0,0.0
2003-04-03,0.0,981851000.0,0.0
2003-04-04,0.0,981851000.0,0.0
2003-04-07,0.0,981851000.0,0.0
2003-04-08,0.0,981851000.0,0.0
2003-04-09,0.0,981851000.0,0.0
2003-04-10,0.0,981851000.0,0.0
2003-04-11,0.0,981851000.0,0.0
2003-04-14,0.0,981851000.0,0.0
2003-04-15,0.0,981851000.0,0.0
2003-04-16,0.0,981851000.0,0.0
2003-04-17,0.0,981851000.0,0.0
2003-04-21,0.0,981851000.0,0.0
2003-04-22,0.0,981851000.0,0.0
2003-04-23,0.0,981851000.0,0.0
2003-04-24,0.0,981851000.0,0.0
2003-04-25,0.0,981851000.0,0.0
2003-04-28,0.0,981851000.0,0.0
2003-04-29,0.0,981851000.0,0.0
2003-04-30,0.0,981851000.0,0.0
2003-05-01,0.0,981851000.0,0.0
2003-05-02,0.0,981851000.0,0.0
