date,DPZ,DPZ_SHE,PB Ratio
2004-07-27,,-676688000.0,
2004-09-07,155102453.95,-676688000.0,-0.22920822291809517
2004-09-08,154207847.14999998,-676688000.0,-0.2278861855833116
2004-09-09,154096021.29999998,-676688000.0,-0.2277209309164637
2004-09-10,160693746.45,-676688000.0,-0.23747095626049225
2004-09-13,160470094.75,-676688000.0,-0.2371404469267964
2004-09-14,165837735.55,-676688000.0,-0.24507267093549762
2004-09-15,170198943.70000002,-676688000.0,-0.25151760294256736
2004-09-16,173106415.8,-676688000.0,-0.25581422428061384
2004-09-17,169975292.0,-676688000.0,-0.2511870936088714
2004-09-20,170534421.25,-676688000.0,-0.25201336694311116
2004-09-21,172211809.0,-676688000.0,-0.25449218694583026
2004-09-22,168968859.35,-676688000.0,-0.24969980160723995
2004-09-23,167403297.45000002,-676688000.0,-0.2473862362713688
2004-09-24,168186078.39999998,-676688000.0,-0.24854301893930433
2004-09-27,166396864.8,-676688000.0,-0.24589894426973732
2004-09-28,170534421.25,-676688000.0,-0.25201336694311116
2004-09-29,168297904.25,-676688000.0,-0.24870827360615233
2004-09-30,164383999.5,-676688000.0,-0.24292436026647435
2004-10-01,163265741.0,-676688000.0,-0.24127181359799493
2004-10-04,167515123.3,-676688000.0,-0.24755149093821674
2004-10-05,171317202.20000002,-676688000.0,-0.2531701496110468
2004-10-06,177803101.5,-676688000.0,-0.2627549202882274
2004-10-07,177914927.35,-676688000.0,-0.2629201749550753
2004-10-08,178362230.75,-676688000.0,-0.26358119362246707
2004-10-11,178921360.0,-676688000.0,-0.2644074669567068
2004-10-12,178474056.60000002,-676688000.0,-0.26374644828931504
2004-10-13,180710573.6,-676688000.0,-0.26705154162627387
2004-10-14,177691275.65,-676688000.0,-0.2625896656213794
2004-10-15,178697708.3,-676688000.0,-0.2640769576230109
2004-10-18,177803101.5,-676688000.0,-0.2627549202882274
2004-10-19,174336500.15,-574935000.0,-0.3032281912737962
2004-10-20,174560151.85,-574935000.0,-0.30361719472636034
2004-10-21,176461191.29999998,-574935000.0,-0.30692372407315605
2004-10-22,177243972.25,-574935000.0,-0.3082852361571308
2004-10-25,178138579.04999998,-574935000.0,-0.3098412499673876
2004-10-26,177579449.8,-574935000.0,-0.30886874133597714
2004-10-27,178250404.9,-574935000.0,-0.3100357516936697
2004-10-28,178138579.04999998,-574935000.0,-0.3098412499673876
2004-10-29,183394393.99999997,-574935000.0,-0.31898283110264636
2004-11-01,187867428.0,-574935000.0,-0.32676290015393045
2004-11-02,188985686.49999997,-574935000.0,-0.3287079174167514
2004-11-03,188762034.79999998,-574935000.0,-0.3283189139641872
2004-11-04,186525517.79999998,-574935000.0,-0.3244288794385452
2004-11-05,190103945.0,-574935000.0,-0.33065293467957246
2004-11-08,187979253.85,-574935000.0,-0.32695740188021255
2004-11-09,186190040.24999997,-574935000.0,-0.3238453742596989
2004-11-10,188650208.95000002,-574935000.0,-0.32812441223790517
2004-11-11,198267232.05,-574935000.0,-0.3448515606981659
2004-11-12,201062878.3,-574935000.0,-0.34971410385521845
2004-11-15,197372625.24999997,-574935000.0,-0.34329554688790903
2004-11-16,194576978.99999997,-574935000.0,-0.3384330037308565
2004-11-17,195695237.5,-574935000.0,-0.34037802099367753
2004-11-18,195136108.25,-574935000.0,-0.339405512362267
2004-11-19,196254366.75,-574935000.0,-0.34135052962508805
2004-11-22,195695237.5,-574935000.0,-0.34037802099367753
2004-11-23,199497316.4,-574935000.0,-0.346991079687269
2004-11-24,199497316.4,-574935000.0,-0.346991079687269
2004-11-26,200280097.35,-574935000.0,-0.34835259177124367
2004-11-29,199609142.25000003,-574935000.0,-0.34718558141355116
2004-11-30,200727400.75,-574935000.0,-0.34913059867637214
2004-12-01,203746698.7,-574935000.0,-0.3543821452859888
2004-12-02,206765996.64999998,-574935000.0,-0.35963369189560557
2004-12-03,207996081.00000003,-574935000.0,-0.36177321088470876
