date,close price,BR_SHE,BR_TA,BR_TL,market cap,PB Ratio
,,1043200000.0,2134700000.0,1091500000.0,,
2007-04-02,19.51,1043200000.0,2134700000.0,1091500000.0,,
2007-04-03,19.07,1043200000.0,2134700000.0,1091500000.0,,
2007-04-04,18.91,1043200000.0,2134700000.0,1091500000.0,,
2007-04-05,19.38,1043200000.0,2134700000.0,1091500000.0,,
2007-04-09,19.06,1043200000.0,2134700000.0,1091500000.0,,
2007-04-10,19.22,1043200000.0,2134700000.0,1091500000.0,,
2007-04-11,19.11,1043200000.0,2134700000.0,1091500000.0,,
2007-04-12,19.2,1043200000.0,2134700000.0,1091500000.0,,
2007-04-13,19.58,1043200000.0,2134700000.0,1091500000.0,,
2007-04-16,19.86,1043200000.0,2134700000.0,1091500000.0,,
2007-04-17,20.42,1043200000.0,2134700000.0,1091500000.0,,
2007-04-18,20.68,1043200000.0,2134700000.0,1091500000.0,,
2007-04-19,21.14,1043200000.0,2134700000.0,1091500000.0,,
2007-04-20,21.08,1043200000.0,2134700000.0,1091500000.0,,
2007-04-23,20.7,1043200000.0,2134700000.0,1091500000.0,,
2007-04-24,20.61,1043200000.0,2134700000.0,1091500000.0,,
2007-04-25,20.26,1043200000.0,2134700000.0,1091500000.0,,
2007-04-26,20.06,1043200000.0,2134700000.0,1091500000.0,,
2007-04-27,20.22,1043200000.0,2134700000.0,1091500000.0,,
2007-04-30,20.04,1043200000.0,2134700000.0,1091500000.0,,
2007-05-01,20.04,1043200000.0,2134700000.0,1091500000.0,,
2007-05-02,20.02,1043200000.0,2134700000.0,1091500000.0,,
2007-05-03,20.3,1043200000.0,2134700000.0,1091500000.0,,
2007-05-04,20.78,1043200000.0,2134700000.0,1091500000.0,,
2007-05-07,21.01,1043200000.0,2134700000.0,1091500000.0,,
2007-05-08,21.27,1043200000.0,2134700000.0,1091500000.0,,
2007-05-09,21.4,1043200000.0,2134700000.0,1091500000.0,,
2007-05-10,21.12,1043200000.0,2134700000.0,1091500000.0,,
2007-05-11,21.43,1043200000.0,2134700000.0,1091500000.0,,
2007-05-14,21.31,1043200000.0,2134700000.0,1091500000.0,,
2007-05-15,20.84,425500000.0,2326300000.0,1900800000.0,,
2007-05-16,20.5,425500000.0,2326300000.0,1900800000.0,,
2007-05-17,20.65,425500000.0,2326300000.0,1900800000.0,,
2007-05-18,20.46,425500000.0,2326300000.0,1900800000.0,,
2007-05-21,20.5,425500000.0,2326300000.0,1900800000.0,,
2007-05-22,20.39,425500000.0,2326300000.0,1900800000.0,,
2007-05-23,20.35,425500000.0,2326300000.0,1900800000.0,,
2007-05-24,20.02,425500000.0,2326300000.0,1900800000.0,,
2007-05-25,20.0,425500000.0,2326300000.0,1900800000.0,,
2007-05-29,20.0,425500000.0,2326300000.0,1900800000.0,,
2007-05-30,19.97,425500000.0,2326300000.0,1900800000.0,,
2007-05-31,20.24,425500000.0,2326300000.0,1900800000.0,,
2007-06-01,19.93,425500000.0,2326300000.0,1900800000.0,,
2007-06-04,19.85,425500000.0,2326300000.0,1900800000.0,,
2007-06-05,19.93,425500000.0,2326300000.0,1900800000.0,,
2007-06-06,19.45,425500000.0,2326300000.0,1900800000.0,,
2007-06-07,18.97,425500000.0,2326300000.0,1900800000.0,,
2007-06-08,19.14,425500000.0,2326300000.0,1900800000.0,,
2007-06-11,19.27,425500000.0,2326300000.0,1900800000.0,,
2007-06-12,19.33,425500000.0,2326300000.0,1900800000.0,,
2007-06-13,19.35,425500000.0,2326300000.0,1900800000.0,,
2007-06-14,19.28,425500000.0,2326300000.0,1900800000.0,,
2007-06-15,19.49,425500000.0,2326300000.0,1900800000.0,,
2007-06-18,19.43,425500000.0,2326300000.0,1900800000.0,,
2007-06-19,19.09,425500000.0,2326300000.0,1900800000.0,,
2007-06-20,19.11,425500000.0,2326300000.0,1900800000.0,,
2007-06-21,19.44,425500000.0,2326300000.0,1900800000.0,,
2007-06-22,19.9,425500000.0,2326300000.0,1900800000.0,,
2007-06-25,20.12,425500000.0,2326300000.0,1900800000.0,,
2007-06-26,19.9,425500000.0,2326300000.0,1900800000.0,,
2007-06-27,19.8,425500000.0,2326300000.0,1900800000.0,,
2007-06-28,19.41,425500000.0,2326300000.0,1900800000.0,,
2007-06-29,19.12,425500000.0,2326300000.0,1900800000.0,,
2007-07-02,19.34,425500000.0,2326300000.0,1900800000.0,2688260000.0,6.317884841363102
2007-07-03,19.72,425500000.0,2326300000.0,1900800000.0,2741080000.0,6.442021151586369
2007-07-05,19.6,425500000.0,2326300000.0,1900800000.0,2724400000.0,6.402820211515864
2007-07-06,19.76,425500000.0,2326300000.0,1900800000.0,2746640000.0,6.4550881316098705
2007-07-09,20.34,425500000.0,2326300000.0,1900800000.0,2827260000.0,6.644559341950647
2007-07-10,19.8,425500000.0,2326300000.0,1900800000.0,2752200000.0,6.468155111633372
2007-07-11,19.58,425500000.0,2326300000.0,1900800000.0,2721620000.0,6.396286721504112
2007-07-12,20.02,425500000.0,2326300000.0,1900800000.0,2782780000.0,6.540023501762632
2007-07-13,19.89,425500000.0,2326300000.0,1900800000.0,2764710000.0,6.497555816686251
2007-07-16,20.19,425500000.0,2326300000.0,1900800000.0,2806410000.0,6.5955581668625145
2007-07-17,20.14,425500000.0,2326300000.0,1900800000.0,2799460000.0,6.579224441833137
2007-07-18,20.04,425500000.0,2326300000.0,1900800000.0,2785560000.0,6.546556991774383
2007-07-19,20.27,425500000.0,2326300000.0,1900800000.0,2817530000.0,6.621692126909518
