date,close price,CRM_SHE,CRM_TA,CRM_TL,market cap,PB Ratio
2004-06-23,4.3,,,,,
2004-06-24,4.19,,,,,
2004-06-25,3.95,,,,,
2004-06-28,4.0,,,,,
2004-06-29,4.1,,,,,
2004-06-30,4.02,,,,,
2004-07-01,4.01,,,,,
2004-07-02,4.25,,,,,
2004-07-06,4.25,,,,,
2004-07-07,4.08,,,,,
2004-07-08,3.94,,,,,
2004-07-09,4.1,,,,,
2004-07-12,4.19,,,,,
2004-07-13,4.02,,,,,
2004-07-14,3.91,,,,,
2004-07-15,3.84,,,,,
2004-07-16,4.0,,,,,
2004-07-19,4.0,,,,,
2004-07-20,4.02,,,,,
2004-07-21,2.93,,,,,
2004-07-22,3.25,,,,,
2004-07-23,3.26,,,,,
2004-07-26,3.32,,,,,
2004-07-27,3.29,,,,,
2004-07-28,3.25,,,,,
2004-07-29,3.24,,,,,
2004-07-30,3.25,,,,,
2004-08-02,3.2,,,,,
2004-08-03,3.03,,,,,
2004-08-04,3.0,,,,,
2004-08-05,2.73,,,,,
2004-08-06,2.69,,,,,
2004-08-09,2.75,,,,,
2004-08-10,2.75,,,,,
2004-08-11,2.66,,,,,
2004-08-12,2.5,,,,,
2004-08-13,2.4,,,,,
2004-08-16,2.43,,,,,
2004-08-17,2.74,,,,,
2004-08-18,2.99,,,,,
2004-08-19,3.04,,,,,
2004-08-20,3.15,,,,,
2004-08-23,3.13,,,,,
2004-08-24,3.19,,,,,
2004-08-25,3.24,133187000.0,226513000.0,93326000.0,,
2004-08-26,3.23,133187000.0,226513000.0,93326000.0,,
2004-08-27,3.29,133187000.0,226513000.0,93326000.0,,
2004-08-30,3.29,133187000.0,226513000.0,93326000.0,,
2004-08-31,3.25,133187000.0,226513000.0,93326000.0,,
2004-09-01,3.33,133187000.0,226513000.0,93326000.0,,
2004-09-02,3.47,133187000.0,226513000.0,93326000.0,,
2004-09-03,3.44,133187000.0,226513000.0,93326000.0,,
2004-09-07,3.36,133187000.0,226513000.0,93326000.0,,
2004-09-08,3.31,133187000.0,226513000.0,93326000.0,,
2004-09-09,3.29,133187000.0,226513000.0,93326000.0,,
2004-09-10,3.56,133187000.0,226513000.0,93326000.0,,
2004-09-13,3.8,133187000.0,226513000.0,93326000.0,,
2004-09-14,3.98,133187000.0,226513000.0,93326000.0,,
2004-09-15,4.09,133187000.0,226513000.0,93326000.0,,
2004-09-16,4.07,133187000.0,226513000.0,93326000.0,,
2004-09-17,3.92,133187000.0,226513000.0,93326000.0,,
2004-09-20,4.0,133187000.0,226513000.0,93326000.0,,
2004-09-21,4.09,133187000.0,226513000.0,93326000.0,,
2004-09-22,4.02,133187000.0,226513000.0,93326000.0,,
2004-09-23,3.93,133187000.0,226513000.0,93326000.0,,
2004-09-24,4.01,133187000.0,226513000.0,93326000.0,,
2004-09-27,3.9,133187000.0,226513000.0,93326000.0,,
2004-09-28,3.75,133187000.0,226513000.0,93326000.0,,
2004-09-29,3.94,133187000.0,226513000.0,93326000.0,,
2004-09-30,3.91,133187000.0,226513000.0,93326000.0,,
2004-10-01,4.16,133187000.0,226513000.0,93326000.0,,
2004-10-04,4.22,133187000.0,226513000.0,93326000.0,,
2004-10-05,4.23,133187000.0,226513000.0,93326000.0,,
2004-10-06,4.31,133187000.0,226513000.0,93326000.0,,
2004-10-07,4.63,133187000.0,226513000.0,93326000.0,,
2004-10-08,4.41,133187000.0,226513000.0,93326000.0,,
2004-10-11,4.55,133187000.0,226513000.0,93326000.0,,
2004-10-12,4.6,133187000.0,226513000.0,93326000.0,,
2004-10-13,4.63,133187000.0,226513000.0,93326000.0,,
2004-10-14,4.5,133187000.0,226513000.0,93326000.0,,
2004-10-15,4.5,133187000.0,226513000.0,93326000.0,,
2004-10-18,4.57,133187000.0,226513000.0,93326000.0,,
2004-10-19,4.56,133187000.0,226513000.0,93326000.0,,
2004-10-20,4.54,133187000.0,226513000.0,93326000.0,,
2004-10-21,4.6,133187000.0,226513000.0,93326000.0,,
2004-10-22,4.35,133187000.0,226513000.0,93326000.0,,
2004-10-25,4.54,133187000.0,226513000.0,93326000.0,,
2004-10-26,4.61,133187000.0,226513000.0,93326000.0,,
2004-10-27,4.82,133187000.0,226513000.0,93326000.0,,
2004-10-28,5.04,133187000.0,226513000.0,93326000.0,,
2004-10-29,5.08,133187000.0,226513000.0,93326000.0,,
2004-11-01,5.43,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-02,5.49,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-03,5.42,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-04,5.15,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-05,5.22,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-08,5.1,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-09,4.88,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-10,4.88,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-11,5.01,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-12,5.0,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-15,5.2,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-16,5.15,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-17,5.21,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-18,4.46,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-19,4.44,133187000.0,226513000.0,93326000.0,0.0,0.0
2004-11-22,4.41,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-11-23,4.5,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-11-24,4.5,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-11-26,4.43,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-11-29,4.38,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-11-30,4.37,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-01,4.24,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-02,4.25,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-03,4.16,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-06,4.14,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-07,4.01,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-08,3.98,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-09,4.07,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-10,3.98,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-13,4.03,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-14,4.09,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-15,4.07,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-16,4.1,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-17,4.03,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-20,3.8,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-21,4.03,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-22,4.06,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-23,4.15,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-27,4.34,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-28,4.3,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-29,4.29,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-30,4.22,137355000.0,246703000.0,109348000.0,0.0,0.0
2004-12-31,4.24,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-03,4.15,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-04,4.09,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-05,4.49,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-06,4.43,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-07,4.39,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-10,4.25,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-11,4.11,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-12,3.78,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-13,3.81,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-14,3.75,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-18,3.76,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-19,3.75,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-20,3.65,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-21,3.61,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-24,3.48,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-25,3.43,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-26,3.45,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-27,3.41,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-28,3.37,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-01-31,3.43,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-01,3.43,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-02,3.33,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-03,3.34,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-04,3.52,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-07,3.41,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-08,3.5,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-09,3.32,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-10,3.27,137355000.0,246703000.0,109348000.0,0.0,0.0
2005-02-11,3.36,137355000.0,246703000.0,109348000.0,0.0,0.0
