date,XLNX,XLNX_SHE,PB Ratio
2001-11-13,,1770462000.0,
2001-12-31,13025361800.0,1770462000.0,7.357041156489097
2002-01-02,13859251800.0,1770462000.0,7.828042510937823
2002-01-03,15210153600.0,1770462000.0,8.591064705144758
2002-01-04,15246844760.0,1770462000.0,8.611788764740503
2002-01-07,14883268720.0,1770462000.0,8.406432174200859
2002-01-08,14986671080.0,1770462000.0,8.4648363421525
2002-01-09,14856584240.0,1770462000.0,8.3913601308585
2002-01-10,14679799560.0,1770462000.0,8.291507843715369
2002-01-11,14352914680.0,1770462000.0,8.106875312771468
2002-01-14,14072727640.0,1770462000.0,7.9486188576766965
2002-01-15,14016023120.000002,1770462000.0,7.916590765574185
2002-01-16,13769191680.0,1770462000.0,7.777174364657361
2002-01-17,14362921360.0,1770462000.0,8.112527329024854
2002-01-18,13699144920.0,1770462000.0,7.737610250883668
2002-01-22,12855248240.0,1770462000.0,7.260956880181557
2002-01-23,13549044720.0,1770462000.0,7.652830007082897
2002-01-24,13435635680.0,1770462000.0,7.5887738228778705
2002-01-25,13592407000.0,1770462000.0,7.677322077514231
2002-01-28,14299545720.0,1770462000.0,8.07673122608675
2002-01-29,14026029800.0,1770462000.0,7.922242781827568
2002-01-30,14829899760.0,1770462000.0,8.37628808751614
2002-01-31,14459652600.0,1770462000.0,8.167163486140906
2002-02-01,14236170080.0,1770462000.0,8.040935123148648
2002-02-04,13905949640.0,1770462000.0,7.854418586786951
2002-02-05,13468991280.0,1770462000.0,7.60761387705582
2002-02-06,13398944520.0,1770462000.0,7.568049763282127
2002-02-07,12374927600.0,1770462000.0,6.989660100019091
2002-02-08,13025361800.0,1770462000.0,7.357041156489097
2002-02-11,12805214840.0,1770462000.0,7.232696798914634
2002-02-12,12725161400.0,1860730000.0,6.838800578267669
2002-02-13,12831899320.0,1860730000.0,6.896164043144357
2002-02-14,13218824280.0,1860730000.0,7.104106603322352
2002-02-15,12971992840.0,1860730000.0,6.971453590795011
2002-02-19,12178129560.0,1860730000.0,6.544812820774642
2002-02-20,12451645480.0,1860730000.0,6.691806699521155
2002-02-21,11344239560.0,1860730000.0,6.096660751425516
2002-02-22,11651111080.0,1860730000.0,6.261580712945994
2002-02-25,12341572000.0,1860730000.0,6.632650626367071
2002-02-26,12515021120.000002,1860730000.0,6.72586625679169
2002-02-27,12168122879.999998,1860730000.0,6.539434995942452
2002-02-28,11981331520.0,1860730000.0,6.439048932408248
2002-03-01,13215488720.0,1860730000.0,7.102313995044955
2002-03-04,14069392080.0,1860730000.0,7.561221714058461
2002-03-05,14496343760.0,1860730000.0,7.790675573565213
2002-03-06,14513021560.0,1860730000.0,7.799638614952197
2002-03-07,14256183440.0,1860730000.0,7.661607777592665
2002-03-08,15276864800.0,1860730000.0,8.210145910475996
2002-03-11,14916624320.0,1860730000.0,8.016544216517174
2002-03-12,14122761040.000002,1860730000.0,7.589903446496806
2002-03-13,13489004640.0,1860730000.0,7.249307873791469
2002-03-14,13542373600.0,1860730000.0,7.277989606229813
2002-03-15,13912620760.0,1860730000.0,7.476969125020825
2002-03-18,13882600720.0,1860730000.0,7.460835650524257
2002-03-19,13859251800.0,1860730000.0,7.448287392582481
2002-03-20,13228830959.999998,1860730000.0,7.10948442815454
2002-03-21,13755849440.0,1860730000.0,7.3927165359831895
2002-03-22,13612420360.0,1860730000.0,7.3156343800551396
2002-03-25,12925295000.0,1860730000.0,6.946357074911459
2002-03-26,13145441959.999998,1860730000.0,7.064669221219628
2002-03-27,13092073000.0,1860730000.0,7.035987488781284
2002-03-28,13295542160.0,1860730000.0,7.1453365937024715
2002-04-01,14939890680.0,1860730000.0,8.029048104776082
2002-04-02,14359324980.0,1860730000.0,7.717038463398773
2002-04-03,14098950060.0,1860730000.0,7.577106866659859
2002-04-04,14113024380.0,1860730000.0,7.584670736753854
2002-04-05,14172840240.0,1860730000.0,7.616817184653335
2002-04-08,14299509120.0,1860730000.0,7.684892015499293
2002-04-09,13831537980.0,1860730000.0,7.433393334873947
2002-04-10,14032097040.0,1860730000.0,7.541178483713382
2002-04-11,13557088740.0,1860730000.0,7.285897868041038
2002-04-12,13792833600.000002,1860730000.0,7.412592692115461
2002-04-15,14493031020.0,1860730000.0,7.78889522929173
2002-04-16,14975076480.0,1860730000.0,8.047957780011071
2002-04-17,15425454720.000002,1860730000.0,8.290001623018924
2002-04-18,15108782520.0,1860730000.0,8.119814545904028
2002-04-19,14679515760.0,1860730000.0,7.889116508037168
2002-04-22,14246730420.0,1860730000.0,7.656527502646811
2002-04-23,13711906260.0,1860730000.0,7.369100439074987
2002-04-24,13124303399.999998,1860730000.0,7.053308862650679
2002-04-25,13592274540.0,1860730000.0,7.304807543276026
2002-04-26,12958930140.0,1860730000.0,6.964433389046235
2002-04-29,12772445399.999998,1860730000.0,6.8642121103007945
2002-04-30,13286158080.0,1860730000.0,7.140293368731627
2002-05-01,13265046600.000002,1860730000.0,7.128947563590635
2002-05-02,12758371080.0,1860730000.0,6.856648240206801
2002-05-03,12315030000.0,1860730000.0,6.618386332245946
2002-05-06,12128545260.0,1860730000.0,6.518165053500508
2002-05-07,11836503120.0,1860730000.0,6.361214749050104
2002-05-08,13574681640.0,1860730000.0,7.295352705658532
2002-05-09,13177082100.000002,1860730000.0,7.081673375503164
2002-05-10,12564849180.0,1860730000.0,6.752645026414364
2002-05-13,13314306720.000002,1860730000.0,7.155421108919619
2002-05-14,14338213500.0,1860730000.0,7.705692658257781
2002-05-15,14320620600.000002,1860730000.0,7.696237820640287
2002-05-16,14116542960.0,1860730000.0,7.586561704277353
2002-05-17,13944132540.0,1860730000.0,7.49390429562591
2002-05-20,13768203540.0,1860730000.0,7.399355919450969
2002-05-21,13560607320.0,1860730000.0,7.287788835564537
2002-05-22,13560607320.0,1860730000.0,7.287788835564537
2002-05-23,13504310040.0,1860730000.0,7.2575333551885555
2002-05-24,13050413220.000002,1860730000.0,7.013598544657206
2002-05-28,12758371080.0,1860730000.0,6.856648240206801
2002-05-29,12255214140.0,1860730000.0,6.586239884346466
2002-05-30,12399475920.0,1860730000.0,6.663769552809919
2002-05-31,12406513080.0,1860730000.0,6.667551487856916
2002-06-03,10911116580.0,1860730000.0,5.863890290369908
2002-06-04,11326309020.0,1860730000.0,6.087024458142772
2002-06-05,11220751620.0,1860730000.0,6.030295432437807
2002-06-06,10882967940.0,1860730000.0,5.848762550181918
2002-06-07,10728150420.0,1860730000.0,5.765559979147969
2002-06-10,10647223080.0,1860730000.0,5.722067726107495
2002-06-11,10034990160.0,1860730000.0,5.393039377018697
2002-06-12,10327032300.0,1860730000.0,5.549989681469101
2002-06-13,9795726720.0,1860730000.0,5.2644535854207755
2002-06-14,9992767200.0,1860730000.0,5.370347766736711
2002-06-17,10270735020.0,1903740000.0,5.3950303192662865
2002-06-18,9697206480.0,1903740000.0,5.093766207570361
2002-06-19,8824598640.0,1903740000.0,4.63540117873239
2002-06-20,8560705139.999999,1903740000.0,4.496782722430583
