date,PRU,PRU_SHE,PB Ratio
2002-08-14,,21101000000.0,
2002-09-30,4073999976.48,21101000000.0,0.1930714173015497
2002-10-01,4253735269.56,21101000000.0,0.2015892739472063
2002-10-02,4236617622.6,21101000000.0,0.2007780495047628
2002-10-03,4136764682.0,21101000000.0,0.19604590692384247
2002-10-04,4034058800.2400002,21101000000.0,0.19117856026918156
2002-10-07,3908529389.2,21101000000.0,0.18522958102459597
2002-10-08,3965588212.4,21101000000.0,0.18793366249940763
2002-10-09,3637499979.0,21101000000.0,0.1723851940192408
2002-10-10,3758749978.3,21101000000.0,0.1781313671532155
2002-10-11,3919941153.84,21101000000.0,0.18577039731955833
2002-10-14,3885705859.9199996,21101000000.0,0.18414794843467133
2002-10-15,4196676446.36,21101000000.0,0.19888519247239467
2002-10-16,4076852917.64,21101000000.0,0.19320662137529027
2002-10-17,4200955858.1,21101000000.0,0.19908799858300555
2002-10-18,4316499975.08,21101000000.0,0.20456376356949907
2002-10-21,4303661739.860001,21101000000.0,0.20395534523766648
2002-10-22,4172426446.5,21101000000.0,0.19773595784559975
2002-10-23,4186691152.3,21101000000.0,0.19841197821430265
2002-10-24,4242323504.9199996,21101000000.0,0.20104845765224394
2002-10-25,4280838210.5800004,21101000000.0,0.20287371264774184
2002-10-28,4208088211.0,21101000000.0,0.199426008767357
2002-10-29,4099676446.9199996,21101000000.0,0.1942882539652149
2002-10-30,4136764682.0,21101000000.0,0.19604590692384247
2002-10-31,4165294093.6,21101000000.0,0.19739794766124827
2002-11-01,4210941152.16,21101000000.0,0.19956121284109757
2002-11-04,4162441152.44,21101000000.0,0.1972627435875077
2002-11-05,4122499976.2,21101000000.0,0.19536988655513957
2002-11-06,4380691151.18,21101000000.0,0.20760585522866215
2002-11-07,4269426445.94,21101000000.0,0.20233289635277948
2002-11-08,4315073504.5,21101000000.0,0.20449616153262878
2002-11-11,4190970564.04,21101000000.0,0.1986147843249135
2002-11-12,4219499975.64,21101000000.0,0.1999668250623193
2002-11-13,4262294093.04,21101000000.0,0.20199488616842803
2002-11-14,4319352916.24,21841000000.0,0.19776351431894143
2002-11-15,4279411740.0,21841000000.0,0.19593478961586008
2002-11-18,4239470563.7599998,21841000000.0,0.1941060649127787
2002-11-19,4185264681.72,21841000000.0,0.19162422424431114
2002-11-20,4218073505.06,21841000000.0,0.1931263909646994
2002-11-21,4253735269.56,21841000000.0,0.1947591808781649
2002-11-22,4297955857.54,21841000000.0,0.19678384037086213
2002-11-25,4283691151.7400002,21841000000.0,0.19613072440547596
2002-11-26,4179558799.4,21841000000.0,0.19136297785815667
2002-11-27,4246602916.66,21841000000.0,0.1944326228954718
2002-11-29,4290823504.64,21841000000.0,0.19645728238816904
2002-12-02,4307941151.599999,21841000000.0,0.19724102154663245
2002-12-03,4364999974.8,21841000000.0,0.1998534854081773
2002-12-04,4350735269.0,21841000000.0,0.19920036944279107
2002-12-05,4356441151.32,21841000000.0,0.19946161582894556
2002-12-06,4452014680.18,21841000000.0,0.20383749279703312
