date,close price,NLOK_SHE,NLOK_TA,NLOK_TL,market cap,PB Ratio
2019-08-07,20.41,5738000000.0,15938000000.0,10200000000.0,13123630000.0,2.2871436040432207
2019-08-08,22.92,5738000000.0,15938000000.0,10200000000.0,14737560000.000002,2.56841408156152
2019-08-09,22.99,5250000000.0,15369000000.0,10119000000.0,14782569999.999998,2.815727619047619
2019-08-12,21.67,5250000000.0,15369000000.0,10119000000.0,13933810000.000002,2.654059047619048
2019-08-13,23.12,5250000000.0,15369000000.0,10119000000.0,14866160000.0,2.831649523809524
2019-08-14,23.05,5250000000.0,15369000000.0,10119000000.0,14821150000.0,2.8230761904761903
2019-08-15,23.14,5250000000.0,15369000000.0,10119000000.0,14879020000.0,2.8340990476190475
2019-08-16,23.51,5250000000.0,15369000000.0,10119000000.0,15116930000.000002,2.8794152380952385
2019-08-19,23.85,5250000000.0,15369000000.0,10119000000.0,15335550000.0,2.921057142857143
2019-08-20,23.76,5250000000.0,15369000000.0,10119000000.0,15277680000.000002,2.910034285714286
2019-08-21,23.71,5250000000.0,15369000000.0,10119000000.0,15245530000.0,2.903910476190476
2019-08-22,23.53,5250000000.0,15369000000.0,10119000000.0,15129790000.0,2.8818647619047617
2019-08-23,23.22,5250000000.0,15369000000.0,10119000000.0,14930460000.0,2.8438971428571427
2019-08-26,23.32,5250000000.0,15369000000.0,10119000000.0,14994760000.0,2.856144761904762
2019-08-27,23.07,5250000000.0,15369000000.0,10119000000.0,14834010000.0,2.8255257142857144
2019-08-28,22.95,5250000000.0,15369000000.0,10119000000.0,14756850000.0,2.8108285714285715
2019-08-29,23.21,5250000000.0,15369000000.0,10119000000.0,14924030000.0,2.842672380952381
2019-08-30,23.25,5250000000.0,15369000000.0,10119000000.0,14949750000.0,2.8475714285714284
2019-09-03,22.99,5250000000.0,15369000000.0,10119000000.0,14782569999.999998,2.815727619047619
2019-09-04,23.31,5250000000.0,15369000000.0,10119000000.0,14988330000.0,2.85492
2019-09-05,23.47,5250000000.0,15369000000.0,10119000000.0,15091210000.0,2.8745161904761907
2019-09-06,24.52,5250000000.0,15369000000.0,10119000000.0,15766360000.0,3.0031161904761903
2019-09-09,24.41,5250000000.0,15369000000.0,10119000000.0,15695630000.0,2.9896438095238094
2019-09-10,24.43,5250000000.0,15369000000.0,10119000000.0,15708490000.0,2.9920933333333335
2019-09-11,24.73,5250000000.0,15369000000.0,10119000000.0,15901390000.0,3.0288361904761905
2019-09-12,24.54,5250000000.0,15369000000.0,10119000000.0,15779220000.0,3.0055657142857144
2019-09-13,24.46,5250000000.0,15369000000.0,10119000000.0,15727780000.0,2.9957676190476192
2019-09-16,24.26,5250000000.0,15369000000.0,10119000000.0,15599180000.000002,2.971272380952381
2019-09-17,24.43,5250000000.0,15369000000.0,10119000000.0,15708490000.0,2.9920933333333335
2019-09-18,24.02,5250000000.0,15369000000.0,10119000000.0,15444860000.0,2.941878095238095
2019-09-19,23.98,5250000000.0,15369000000.0,10119000000.0,15419140000.0,2.936979047619048
2019-09-20,23.88,5250000000.0,15369000000.0,10119000000.0,15354840000.0,2.9247314285714285
2019-09-23,23.76,5250000000.0,15369000000.0,10119000000.0,15277680000.000002,2.910034285714286
2019-09-24,23.37,5250000000.0,15369000000.0,10119000000.0,15026910000.0,2.8622685714285714
2019-09-25,23.8,5250000000.0,15369000000.0,10119000000.0,15303400000.0,2.9149333333333334
2019-09-26,23.74,5250000000.0,15369000000.0,10119000000.0,15264819999.999998,2.9075847619047615
2019-09-27,23.5,5250000000.0,15369000000.0,10119000000.0,15110500000.0,2.8781904761904764
2019-09-30,23.63,5250000000.0,15369000000.0,10119000000.0,15194090000.0,2.894112380952381
2019-10-01,23.51,5250000000.0,15369000000.0,10119000000.0,15116930000.000002,2.8794152380952385
2019-10-02,23.29,5250000000.0,15369000000.0,10119000000.0,14975470000.0,2.8524704761904762
2019-10-03,23.49,5250000000.0,15369000000.0,10119000000.0,15104069999.999998,2.876965714285714
2019-10-04,23.48,5250000000.0,15369000000.0,10119000000.0,15097640000.0,2.8757409523809523
2019-10-07,23.47,5250000000.0,15369000000.0,10119000000.0,15114680000.0,2.8789866666666666
2019-10-08,23.23,5250000000.0,15369000000.0,10119000000.0,14960120000.0,2.8495466666666665
2019-10-09,23.52,5250000000.0,15369000000.0,10119000000.0,15146880000.0,2.88512
2019-10-10,23.49,5250000000.0,15369000000.0,10119000000.0,15127559999.999998,2.8814399999999996
2019-10-11,23.56,5250000000.0,15369000000.0,10119000000.0,15172640000.0,2.8900266666666665
2019-10-14,23.42,5250000000.0,15369000000.0,10119000000.0,15082480000.000002,2.8728533333333335
2019-10-15,23.59,5250000000.0,15369000000.0,10119000000.0,15191960000.0,2.8937066666666666
2019-10-16,23.5,5250000000.0,15369000000.0,10119000000.0,15134000000.0,2.8826666666666667
2019-10-17,23.48,5250000000.0,15369000000.0,10119000000.0,15121120000.0,2.8802133333333333
2019-10-18,23.01,5250000000.0,15369000000.0,10119000000.0,14818440000.000002,2.82256
2019-10-21,23.08,5250000000.0,15369000000.0,10119000000.0,14863519999.999998,2.8311466666666663
2019-10-22,23.15,5250000000.0,15369000000.0,10119000000.0,14908600000.0,2.839733333333333
2019-10-23,23.01,5250000000.0,15369000000.0,10119000000.0,14818440000.000002,2.82256
2019-10-24,23.03,5250000000.0,15369000000.0,10119000000.0,14831320000.0,2.825013333333333
2019-10-25,22.69,5250000000.0,15369000000.0,10119000000.0,14612360000.0,2.783306666666667
2019-10-28,22.85,5250000000.0,15369000000.0,10119000000.0,14715400000.0,2.8029333333333333
2019-10-29,23.1,5250000000.0,15369000000.0,10119000000.0,14876400000.0,2.8336
2019-10-30,22.99,5250000000.0,15369000000.0,10119000000.0,14805559999.999998,2.8201066666666663
2019-10-31,22.88,5250000000.0,15369000000.0,10119000000.0,14734720000.0,2.8066133333333334
2019-11-01,23.41,5250000000.0,15369000000.0,10119000000.0,15076040000.0,2.8716266666666668
2019-11-04,23.75,5250000000.0,15369000000.0,10119000000.0,15295000000.0,2.9133333333333336
2019-11-05,23.75,5250000000.0,15369000000.0,10119000000.0,15295000000.0,2.9133333333333336
2019-11-06,24.0,5250000000.0,15369000000.0,10119000000.0,15456000000.0,2.944
2019-11-07,24.34,5250000000.0,15369000000.0,10119000000.0,15674960000.0,2.9857066666666667
2019-11-08,24.83,6112000000.0,16229000000.0,10117000000.0,15990519999.999998,2.6162499999999995
2019-11-11,24.35,6112000000.0,16229000000.0,10117000000.0,15681400000.0,2.5656740837696335
2019-11-12,24.2,6112000000.0,16229000000.0,10117000000.0,15584800000.0,2.549869109947644
2019-11-13,24.57,6112000000.0,16229000000.0,10117000000.0,15823080000.0,2.588854712041885
2019-11-14,24.52,6112000000.0,16229000000.0,10117000000.0,15790880000.0,2.583586387434555
2019-11-15,24.83,6112000000.0,16229000000.0,10117000000.0,15990519999.999998,2.6162499999999995
2019-11-18,24.55,6112000000.0,16229000000.0,10117000000.0,15810200000.0,2.586747382198953
2019-11-19,24.7,6112000000.0,16229000000.0,10117000000.0,15906800000.0,2.6025523560209423
2019-11-20,24.56,6112000000.0,16229000000.0,10117000000.0,15816640000.0,2.587801047120419
2019-11-21,24.57,6112000000.0,16229000000.0,10117000000.0,15823080000.0,2.588854712041885
2019-11-22,24.52,6112000000.0,16229000000.0,10117000000.0,15790880000.0,2.583586387434555
2019-11-25,24.91,6112000000.0,16229000000.0,10117000000.0,16042040000.0,2.6246793193717277
2019-11-26,25.0,6112000000.0,16229000000.0,10117000000.0,16100000000.0,2.6341623036649215
2019-11-27,24.92,6112000000.0,16229000000.0,10117000000.0,16048480000.000002,2.6257329842931942
2019-11-29,24.9,6112000000.0,16229000000.0,10117000000.0,16035600000.0,2.6236256544502616
2019-12-02,24.99,6112000000.0,16229000000.0,10117000000.0,16093559999.999998,2.633108638743455
2019-12-03,24.95,6112000000.0,16229000000.0,10117000000.0,16067800000.0,2.6288939790575916
2019-12-04,25.38,6112000000.0,16229000000.0,10117000000.0,16344720000.0,2.674201570680628
2019-12-05,25.49,6112000000.0,16229000000.0,10117000000.0,16415559999.999998,2.6857918848167537
2019-12-06,25.46,6112000000.0,16229000000.0,10117000000.0,16396240000.0,2.682630890052356
2019-12-09,25.4,6112000000.0,16229000000.0,10117000000.0,16357600000.0,2.6763089005235603
2019-12-10,26.28,6112000000.0,16229000000.0,10117000000.0,16924320000.0,2.7690314136125656
2019-12-11,26.38,6112000000.0,16229000000.0,10117000000.0,16988720000.0,2.779568062827225
2019-12-12,26.18,6112000000.0,16229000000.0,10117000000.0,16859920000.0,2.7584947643979056
2019-12-13,26.0,6112000000.0,16229000000.0,10117000000.0,16744000000.0,2.7395287958115184
2019-12-16,25.97,6112000000.0,16229000000.0,10117000000.0,16724680000.0,2.7363678010471206
2019-12-17,25.92,6112000000.0,16229000000.0,10117000000.0,16692480000.000002,2.7310994764397907
2019-12-18,25.98,6112000000.0,16229000000.0,10117000000.0,16731120000.0,2.7374214659685863
2019-12-19,26.02,6112000000.0,16229000000.0,10117000000.0,16756880000.0,2.74163612565445
2019-12-20,25.51,6112000000.0,16229000000.0,10117000000.0,16428440000.000002,2.6878992146596863
2019-12-23,25.73,6112000000.0,16229000000.0,10117000000.0,16570120000.0,2.7110798429319374
2019-12-24,25.68,6112000000.0,16229000000.0,10117000000.0,16537920000.0,2.7058115183246074
2019-12-26,25.45,6112000000.0,16229000000.0,10117000000.0,16389800000.0,2.6815772251308903
2019-12-27,25.6,6112000000.0,16229000000.0,10117000000.0,16486400000.0,2.6973821989528797
2019-12-30,25.48,6112000000.0,16229000000.0,10117000000.0,16409120000.0,2.684738219895288
2019-12-31,25.52,6112000000.0,16229000000.0,10117000000.0,16434880000.0,2.688952879581152
2020-01-02,26.02,6112000000.0,16229000000.0,10117000000.0,16756880000.0,2.74163612565445
2020-01-03,25.83,6112000000.0,16229000000.0,10117000000.0,16634519999.999998,2.7216164921465964
2020-01-06,26.39,6112000000.0,16229000000.0,10117000000.0,,
2020-01-07,26.75,6112000000.0,16229000000.0,10117000000.0,,
2020-01-08,26.61,6112000000.0,16229000000.0,10117000000.0,,
2020-01-09,26.69,6112000000.0,16229000000.0,10117000000.0,,
2020-01-10,26.49,6112000000.0,16229000000.0,10117000000.0,,
2020-01-13,26.6,6112000000.0,16229000000.0,10117000000.0,,
2020-01-14,26.78,6112000000.0,16229000000.0,10117000000.0,,
2020-01-15,27.5,6112000000.0,16229000000.0,10117000000.0,,
2020-01-16,27.88,6112000000.0,16229000000.0,10117000000.0,,
2020-01-17,28.13,6112000000.0,16229000000.0,10117000000.0,,
2020-01-21,28.05,6112000000.0,16229000000.0,10117000000.0,,
2020-01-22,28.21,6112000000.0,16229000000.0,10117000000.0,,
2020-01-23,28.4,6112000000.0,16229000000.0,10117000000.0,,
2020-01-24,28.07,6112000000.0,16229000000.0,10117000000.0,,
2020-01-27,27.43,6112000000.0,16229000000.0,10117000000.0,,
2020-01-28,27.68,6112000000.0,16229000000.0,10117000000.0,,
2020-01-29,27.68,6112000000.0,16229000000.0,10117000000.0,,
2020-01-30,28.3,6112000000.0,16229000000.0,10117000000.0,,
2020-01-31,28.42,6112000000.0,16229000000.0,10117000000.0,,
2020-02-03,17.15,6112000000.0,16229000000.0,10117000000.0,,
2020-02-04,17.53,6112000000.0,16229000000.0,10117000000.0,,
2020-02-05,17.64,6112000000.0,16229000000.0,10117000000.0,,
2020-02-06,17.61,6112000000.0,16229000000.0,10117000000.0,,
2020-02-07,19.73,8677000000.0,18547000000.0,9870000000.0,,
2020-02-10,20.2,8677000000.0,18547000000.0,9870000000.0,,
2020-02-11,20.61,8677000000.0,18547000000.0,9870000000.0,,
2020-02-12,20.61,8677000000.0,18547000000.0,9870000000.0,,
2020-02-13,20.76,8677000000.0,18547000000.0,9870000000.0,,
2020-02-14,20.66,8677000000.0,18547000000.0,9870000000.0,,
2020-02-18,20.53,8677000000.0,18547000000.0,9870000000.0,,
2020-02-19,20.7,8677000000.0,18547000000.0,9870000000.0,,
2020-02-20,20.79,8677000000.0,18547000000.0,9870000000.0,,
2020-02-21,20.47,8677000000.0,18547000000.0,9870000000.0,,
2020-02-24,19.92,8677000000.0,18547000000.0,9870000000.0,,
2020-02-25,19.13,8677000000.0,18547000000.0,9870000000.0,,
2020-02-26,19.3,8677000000.0,18547000000.0,9870000000.0,,
2020-02-27,18.93,8677000000.0,18547000000.0,9870000000.0,,
2020-02-28,19.03,8677000000.0,18547000000.0,9870000000.0,,
2020-03-02,19.93,8677000000.0,18547000000.0,9870000000.0,,
2020-03-03,19.29,8677000000.0,18547000000.0,9870000000.0,,
2020-03-04,19.71,8677000000.0,18547000000.0,9870000000.0,,
2020-03-05,19.35,8677000000.0,18547000000.0,9870000000.0,,
2020-03-06,18.68,8677000000.0,18547000000.0,9870000000.0,,
2020-03-09,17.19,8677000000.0,18547000000.0,9870000000.0,,
2020-03-10,17.94,8677000000.0,18547000000.0,9870000000.0,,
2020-03-11,17.85,8677000000.0,18547000000.0,9870000000.0,,
2020-03-12,17.26,8677000000.0,18547000000.0,9870000000.0,,
2020-03-13,17.45,8677000000.0,18547000000.0,9870000000.0,,
2020-03-16,16.84,8677000000.0,18547000000.0,9870000000.0,,
2020-03-17,16.64,8677000000.0,18547000000.0,9870000000.0,,
2020-03-18,16.61,8677000000.0,18547000000.0,9870000000.0,,
2020-03-19,16.82,8677000000.0,18547000000.0,9870000000.0,,
2020-03-20,16.96,8677000000.0,18547000000.0,9870000000.0,,
2020-03-23,16.58,8677000000.0,18547000000.0,9870000000.0,,
