date,close price,NLOK_SHE,NLOK_TA,NLOK_TL,market cap,PB Ratio
,,-503000000.0,6405000000.0,6908000000.0,,
2001-11-07,,1235686000.0,545594000.0,0.0,,
2002-02-07,,1254899000.0,1073352000.0,0.0,,
2002-06-14,,1319876000.0,488849000.0,0.0,,
2002-08-08,,1444560000.0,1145959000.0,0.0,,
2002-11-12,,1436862000.0,491271000.0,0.0,,
2003-02-06,,1607209000.0,1049101000.0,0.0,,
2003-06-16,,1764379000.0,-346830000.0,0.0,,
2003-08-18,,1951636000.0,236804000.0,0.0,,
2003-11-10,,2124119000.0,-23449000.0,0.0,,
2004-02-13,,2351720000.0,-43495000.0,0.0,,
2004-06-14,,2426208000.0,-1808275000.0,0.0,,
2004-08-10,,2570177000.0,4514104000.0,0.0,,
2004-11-08,,2750430000.0,4836637000.0,0.0,,
2005-02-04,,3614677000.0,5257187000.0,0.0,,
2005-06-15,,3705453000.0,1292916000.0,0.0,,
2005-08-10,,3918685000.0,4091338000.0,0.0,,
2005-11-09,,15088415000.0,13647313000.0,0.0,,
2006-02-08,,13601919000.0,12548306000.0,0.0,,
2006-06-09,,13668471000.0,16626067000.0,0.0,,
2006-08-09,,12937768000.0,17767555000.0,0.0,,
2006-11-08,,12221300000.0,16538946000.0,0.0,,
2007-02-07,,12054731000.0,16812930000.0,0.0,,
2007-05-24,,11601513000.0,17750870000.0,6149357000.0,,
2007-08-07,,11335466000.0,17621609000.0,6286143000.0,,
2007-11-05,,11105419000.0,17316749000.0,6211330000.0,,
2008-02-04,,10929081000.0,17767545000.0,6838464000.0,,
2008-05-21,,10973183000.0,18092094000.0,7118911000.0,,
2008-08-08,,11065968000.0,17809068000.0,6743100000.0,,
2008-11-07,,11193292000.0,16838882000.0,6428707000.0,,
2009-02-09,,4190693000.0,10842070000.0,6651377000.0,,
2009-06-01,,3947988000.0,10645130000.0,6697142000.0,,
2009-08-05,,4112000000.0,10529000000.0,6417000000.0,,
2009-11-04,,4201000000.0,10611000000.0,6410000000.0,,
2010-02-05,,4420000000.0,10949000000.0,6529000000.0,,
2010-05-24,,580000000.0,4351000000.0,3771000000.0,,
2010-08-04,,-775000000.0,3755000000.0,4530000000.0,,
2010-11-03,,4505000000.0,11819000000.0,7230000000.0,,
2011-02-02,,4455000000.0,12163000000.0,7622000000.0,,
2011-05-20,,4528000000.0,12719000000.0,8191000000.0,,
2011-08-03,,4564000000.0,12023000000.0,7459000000.0,,
2011-11-01,,4553000000.0,11835000000.0,7282000000.0,,
2012-01-31,,4649000000.0,12183000000.0,7534000000.0,,
2012-05-21,,5094000000.0,13020000000.0,7926000000.0,,
2012-07-31,,5002000000.0,13556000000.0,8554000000.0,,
2012-10-30,,5088000000.0,13463000000.0,8375000000.0,,
2013-01-29,,5156000000.0,13962000000.0,8806000000.0,,
2013-05-17,,5421000000.0,14379000000.0,8958000000.0,,
2013-07-31,,5497000000.0,13151000000.0,7654000000.0,,
2013-10-29,,5657000000.0,12914000000.0,7257000000.0,,
2014-02-03,,5758000000.0,13258000000.0,7500000000.0,,
2014-05-16,,5797000000.0,13539000000.0,7742000000.0,,
2014-08-08,,5838000000.0,13164000000.0,7326000000.0,,
2014-11-07,,5897000000.0,12883000000.0,6986000000.0,,
2015-02-09,,5910000000.0,13102000000.0,7192000000.0,,
2015-05-22,,5935000000.0,13233000000.0,7298000000.0,,
2015-08-12,,5896000000.0,12784000000.0,6888000000.0,,
2015-11-06,,5892000000.0,12460000000.0,6568000000.0,,
2016-02-04,,5394000000.0,11936000000.0,6542000000.0,,
2016-05-20,,3676000000.0,11767000000.0,8091000000.0,,
2016-08-05,,3766000000.0,11530000000.0,7764000000.0,,
2016-11-04,,3862000000.0,16864000000.0,13002000000.0,,
2017-02-03,,3949000000.0,16760000000.0,12811000000.0,,
2017-05-19,,3487000000.0,18174000000.0,14687000000.0,,
2017-08-04,,3389000000.0,15868000000.0,12479000000.0,,
2017-11-03,,3535000000.0,15996000000.0,12461000000.0,,
2018-02-02,,4958000000.0,15980000000.0,11022000000.0,,
2018-10-26,,5023000000.0,15759000000.0,10736000000.0,,
2018-11-16,,5950000000.0,16234000000.0,10284000000.0,,
2019-02-04,,5906000000.0,16456000000.0,10550000000.0,,
2019-03-08,21.95,5906000000.0,16456000000.0,10550000000.0,14508950000.0,2.456645783948527
2019-03-11,22.38,5906000000.0,16456000000.0,10550000000.0,14793180000.0,2.5047714188960377
2019-03-12,22.46,5906000000.0,16456000000.0,10550000000.0,14846060000.0,2.5137250253979007
2019-03-13,22.95,5906000000.0,16456000000.0,10550000000.0,15169950000.0,2.5685658652218084
2019-03-14,22.93,5906000000.0,16456000000.0,10550000000.0,15156730000.0,2.566327463596343
2019-03-15,23.02,5906000000.0,16456000000.0,10550000000.0,15216220000.0,2.576400270910938
2019-03-18,23.07,5906000000.0,16456000000.0,10550000000.0,15249270000.0,2.581996274974602
2019-03-19,23.21,5906000000.0,16456000000.0,10550000000.0,15341810000.0,2.5976650863528614
2019-03-20,23.14,5906000000.0,16456000000.0,10550000000.0,15295540000.0,2.5898306806637317
2019-03-21,23.59,5906000000.0,16456000000.0,10550000000.0,15592990000.0,2.6401947172367084
2019-03-22,22.86,5906000000.0,16456000000.0,10550000000.0,15110460000.0,2.558493057907213
2019-03-25,22.88,5906000000.0,16456000000.0,10550000000.0,15123680000.0,2.5607314595326787
2019-03-26,23.23,5906000000.0,16456000000.0,10550000000.0,15355030000.0,2.599903487978327
2019-03-27,22.84,5906000000.0,16456000000.0,10550000000.0,15097240000.0,2.556254656281747
2019-03-28,22.94,5906000000.0,16456000000.0,10550000000.0,15163340000.0,2.5674466644090757
2019-03-29,22.99,5906000000.0,16456000000.0,10550000000.0,15196389999.999998,2.5730426684727394
2019-04-01,23.19,5906000000.0,16456000000.0,10550000000.0,14887980000.0,2.5208228919742637
2019-04-02,23.15,5906000000.0,16456000000.0,10550000000.0,14862300000.0,2.516474771418896
2019-04-03,23.33,5906000000.0,16456000000.0,10550000000.0,14977859999.999998,2.5360413139180493
2019-04-04,23.04,5906000000.0,16456000000.0,10550000000.0,14791680000.0,2.5045174398916354
2019-04-05,22.99,5906000000.0,16456000000.0,10550000000.0,14759579999.999998,2.499082289197426
2019-04-08,24.24,5906000000.0,16456000000.0,10550000000.0,15562079999.999998,2.6349610565526578
2019-04-09,23.88,5906000000.0,16456000000.0,10550000000.0,15330960000.0,2.5958279715543515
2019-04-10,23.74,5906000000.0,16456000000.0,10550000000.0,15241079999.999998,2.580609549610565
2019-04-11,23.9,5906000000.0,16456000000.0,10550000000.0,15343800000.0,2.5980020318320354
2019-04-12,23.96,5906000000.0,16456000000.0,10550000000.0,15382320000.0,2.6045242126650865
2019-04-15,24.41,5906000000.0,16456000000.0,10550000000.0,15671220000.0,2.65344056891297
2019-04-16,24.3,5906000000.0,16456000000.0,10550000000.0,15600600000.0,2.6414832373857093
2019-04-17,24.47,5906000000.0,16456000000.0,10550000000.0,15709740000.0,2.659962749746021
2019-04-18,24.4,5906000000.0,16456000000.0,10550000000.0,15664800000.0,2.652353538774128
2019-04-22,24.26,5906000000.0,16456000000.0,10550000000.0,15574920000.000002,2.6371351168303425
2019-04-23,24.29,5906000000.0,16456000000.0,10550000000.0,15594180000.0,2.6403962072468676
2019-04-24,24.25,5906000000.0,16456000000.0,10550000000.0,15568500000.0,2.6360480866915004
2019-04-25,24.13,5906000000.0,16456000000.0,10550000000.0,15491460000.0,2.6230037250253977
2019-04-26,24.24,5906000000.0,16456000000.0,10550000000.0,15562079999.999998,2.6349610565526578
2019-04-29,24.33,5906000000.0,16456000000.0,10550000000.0,15619859999.999998,2.644744327802235
2019-04-30,24.21,5906000000.0,16456000000.0,10550000000.0,15542820000.0,2.6316999661361327
2019-05-01,23.85,5906000000.0,16456000000.0,10550000000.0,15311700000.0,2.592566881137826
2019-05-02,23.35,5906000000.0,16456000000.0,10550000000.0,14990700000.0,2.538215374195733
2019-05-03,23.55,5906000000.0,16456000000.0,10550000000.0,15119100000.0,2.5599559769725704
2019-05-06,23.19,5906000000.0,16456000000.0,10550000000.0,14887980000.0,2.5208228919742637
2019-05-07,22.37,5906000000.0,16456000000.0,10550000000.0,14361540000.0,2.4316864205892315
2019-05-08,22.26,5906000000.0,16456000000.0,10550000000.0,14290920000.000002,2.4197290890619714
2019-05-09,22.17,5906000000.0,16456000000.0,10550000000.0,14233140000.000002,2.4099458178123947
2019-05-10,19.39,5906000000.0,16456000000.0,10550000000.0,12448380000.0,2.107751439214358
2019-05-13,19.14,5906000000.0,16456000000.0,10550000000.0,12287880000.0,2.080575685743312
2019-05-14,19.47,5906000000.0,16456000000.0,10550000000.0,12499740000.0,2.116447680325093
2019-05-15,19.49,5906000000.0,16456000000.0,10550000000.0,12512579999.999998,2.1186217406027765
2019-05-16,19.71,5906000000.0,16456000000.0,10550000000.0,12653820000.0,2.1425364036572976
2019-05-17,19.84,5906000000.0,16456000000.0,10550000000.0,12737280000.0,2.156667795462242
2019-05-20,20.05,5906000000.0,16456000000.0,10550000000.0,12872100000.0,2.179495428377921
2019-05-21,20.53,5906000000.0,16456000000.0,10550000000.0,13180260000.0,2.23167287504233
2019-05-22,20.29,5906000000.0,16456000000.0,10550000000.0,13026180000.0,2.2055841517101253
2019-05-23,19.97,5906000000.0,16456000000.0,10550000000.0,12820740000.0,2.170799187267186
2019-05-24,19.85,5738000000.0,15938000000.0,10200000000.0,12743700000.0,2.2209306378529106
2019-05-28,19.46,5738000000.0,15938000000.0,10200000000.0,12493320000.0,2.1772952248170094
2019-05-29,19.01,5738000000.0,15938000000.0,10200000000.0,12204420000.000002,2.1269466713140472
2019-05-30,18.88,5738000000.0,15938000000.0,10200000000.0,12120960000.0,2.112401533635413
2019-05-31,18.73,5738000000.0,15938000000.0,10200000000.0,12024660000.0,2.0956186824677587
2019-06-03,17.98,5738000000.0,15938000000.0,10200000000.0,11543160000.0,2.0117044266294877
2019-06-04,18.87,5738000000.0,15938000000.0,10200000000.0,12114540000.0,2.1112826768909025
2019-06-05,19.08,5738000000.0,15938000000.0,10200000000.0,12249359999.999998,2.1347786685256183
2019-06-06,18.95,5738000000.0,15938000000.0,10200000000.0,12165900000.0,2.120233530846985
2019-06-07,19.15,5738000000.0,15938000000.0,10200000000.0,12294300000.0,2.1426106657371906
2019-06-10,19.21,5738000000.0,15938000000.0,10200000000.0,12332820000.0,2.1493238062042526
2019-06-11,18.85,5738000000.0,15938000000.0,10200000000.0,12101700000.0,2.109044963401882
2019-06-12,19.19,5738000000.0,15938000000.0,10200000000.0,12319980000.0,2.1470860927152318
2019-06-13,19.58,5738000000.0,15938000000.0,10200000000.0,12570359999.999998,2.1907215057511324
2019-06-14,19.36,5738000000.0,15938000000.0,10200000000.0,12429120000.0,2.1661066573719068
2019-06-17,19.76,5738000000.0,15938000000.0,10200000000.0,12685920000.000002,2.2108609271523183
2019-06-18,19.97,5738000000.0,15938000000.0,10200000000.0,12820740000.0,2.234356918787034
2019-06-19,20.15,5738000000.0,15938000000.0,10200000000.0,12936300000.0,2.254496340188219
2019-06-20,20.56,5738000000.0,15938000000.0,10200000000.0,13199520000.0,2.3003694667131405
2019-06-21,20.84,5738000000.0,15938000000.0,10200000000.0,13379280000.0,2.3316974555594285
2019-06-24,20.98,5738000000.0,15938000000.0,10200000000.0,13469160000.0,2.3473614499825723
2019-06-25,20.8,5738000000.0,15938000000.0,10200000000.0,13353600000.0,2.3272220285813874
2019-06-26,20.86,5738000000.0,15938000000.0,10200000000.0,13392120000.0,2.333935169048449
2019-06-27,21.09,5738000000.0,15938000000.0,10200000000.0,13539780000.0,2.3596688741721854
2019-06-28,21.76,5738000000.0,15938000000.0,10200000000.0,13969920000.000002,2.4346322760543746
2019-07-01,22.06,5738000000.0,15938000000.0,10200000000.0,14162520000.0,2.468197978389683
2019-07-02,22.1,5738000000.0,15938000000.0,10200000000.0,14188200000.0,2.4726734053677237
2019-07-03,25.1,5738000000.0,15938000000.0,10200000000.0,16114200000.0,2.808330428720809
2019-07-05,25.0,5738000000.0,15938000000.0,10200000000.0,16050000000.0,2.7971418612757057
2019-07-08,25.61,5738000000.0,15938000000.0,10200000000.0,16467230000.0,2.8698553502962705
2019-07-09,25.56,5738000000.0,15938000000.0,10200000000.0,16435080000.0,2.864252352736145
2019-07-10,25.8,5738000000.0,15938000000.0,10200000000.0,16589400000.0,2.8911467410247473
2019-07-11,25.44,5738000000.0,15938000000.0,10200000000.0,16357920000.0,2.850805158591844
2019-07-12,25.57,5738000000.0,15938000000.0,10200000000.0,16441510000.0,2.86537295224817
2019-07-15,22.84,5738000000.0,15938000000.0,10200000000.0,14686120000.0,2.559449285465319
2019-07-16,23.57,5738000000.0,15938000000.0,10200000000.0,15155510000.0,2.641253049843151
2019-07-17,22.68,5738000000.0,15938000000.0,10200000000.0,14583240000.0,2.5415196932729174
2019-07-18,23.0,5738000000.0,15938000000.0,10200000000.0,14789000000.0,2.5773788776577207
2019-07-19,22.27,5738000000.0,15938000000.0,10200000000.0,14319610000.0,2.4955751132798887
2019-07-22,22.71,5738000000.0,15938000000.0,10200000000.0,14602530000.0,2.544881491808993
2019-07-23,22.81,5738000000.0,15938000000.0,10200000000.0,14666830000.0,2.556087486929244
2019-07-24,22.69,5738000000.0,15938000000.0,10200000000.0,14589670000.0,2.5426402927849425
2019-07-25,22.48,5738000000.0,15938000000.0,10200000000.0,14454640000.0,2.5191077030324154
2019-07-26,22.73,5738000000.0,15938000000.0,10200000000.0,14615390000.0,2.5471226908330427
2019-07-29,22.1,5738000000.0,15938000000.0,10200000000.0,14210300000.0,2.4765249215754617
2019-07-30,21.93,5738000000.0,15938000000.0,10200000000.0,14100990000.0,2.457474729871035
2019-07-31,21.56,5738000000.0,15938000000.0,10200000000.0,13863080000.0,2.4160125479261065
2019-08-01,21.54,5738000000.0,15938000000.0,10200000000.0,13850220000.0,2.4137713489020562
2019-08-02,21.15,5738000000.0,15938000000.0,10200000000.0,13599450000.0,2.370067967933078
2019-08-05,20.34,5738000000.0,15938000000.0,10200000000.0,13078620000.0,2.279299407459045
2019-08-06,20.46,5738000000.0,15938000000.0,10200000000.0,13155780000.0,2.292746601603346
