date,close price,GLW_SHE,GLW_TA,GLW_TL,market cap,PB Ratio
1990-04-23,7.46,,,,4265628000,
1990-04-24,7.5,,,,4288500000,
1990-04-25,7.56,,,,4322808000,
1990-04-26,7.75,,,,4431450000,
1990-04-27,7.65,,,,4374270000,
1990-04-30,7.77,,,,4442886000,
1990-05-01,7.79,,,,4454322000,
1990-05-02,7.83,,,,4477194000,
1990-05-03,7.83,,,,4477194000,
1990-05-04,7.83,,,,4477194000,
1990-05-07,7.85,,,,4502760000,
1990-05-08,7.85,,,,4502760000,
1990-05-09,7.81,,,,4479816000,
1990-05-10,7.79,,,,4468344000,
1990-05-11,8.04,,,,4611744000,
1990-05-14,8.25,,,,4732200000,
1990-05-15,8.15,,,,4674840000,
1990-05-16,8.17,,,,4686312000,
1990-05-17,8.15,,,,4674840000,
1990-05-18,8.23,,,,4720728000,
1990-05-21,8.4,,,,4818240000,
1990-05-22,8.56,,,,4910016000,
1990-05-23,8.54,,,,4898544000,
1990-05-24,8.46,,,,4852656000,
1990-05-25,8.35,,,,4789560000,
1990-05-29,8.13,,,,4663368000,
1990-05-30,8.08,,,,4634688000,
1990-05-31,8.29,,,,4755144000,
1990-06-01,8.13,,,,4663368000,
1990-06-04,8.23,,,,4720728000,
1990-06-05,8.19,,,,4697784000,
1990-06-06,8.19,,,,4697784000,
1990-06-07,8.08,,,,4634688000,
1990-06-08,7.75,,,,4445400000,
1990-06-11,7.77,,,,4456872000,
1990-06-12,7.83,,,,4491288000,
1990-06-13,7.94,,,,4554384000,
1990-06-14,7.85,,,,4502760000,
1990-06-15,7.94,,,,4554384000,
1990-06-18,7.79,,,,4468344000,
1990-06-19,7.73,,,,4433928000,
1990-06-20,7.83,,,,4491288000,
1990-06-21,7.96,,,,4565856000,
1990-06-22,7.71,,,,4422456000,
1990-06-25,7.67,,,,4399512000,
1990-06-26,7.31,,,,4193016000,
1990-06-27,7.46,,,,4279056000,
1990-06-28,7.29,,,,4181544000,
1990-06-29,7.29,,,,4181544000,
1990-07-02,7.17,,,,4112712000,
1990-07-03,7.23,,,,4147128000,
1990-07-05,7.25,,,,4158600000,
1990-07-06,7.4,,,,4244640000,
1990-07-09,7.23,,,,4147128000,
1990-07-10,7.17,,,,4112712000,
1990-07-11,7.17,,,,4112712000,
1990-07-12,7.17,,,,4112712000,
1990-07-13,7.44,,,,4267584000,
1990-07-16,7.63,,,,4376568000,
1990-07-17,7.46,,,,4279056000,
1990-07-18,7.25,,,,4158600000,
1990-07-19,7.5,,,,4302000000,
1990-07-20,7.42,,,,4256112000,
1990-07-23,7.35,,,,4215960000,
1990-07-24,7.46,,,,4279056000,
1990-07-25,7.56,,,,4336416000,
1990-07-26,7.4,,,,4244640000,
1990-07-27,7.31,,,,4193016000,
1990-07-30,7.27,,,,4170072000,
1990-07-31,7.29,,,,4181544000,
1990-08-01,7.23,,,,4147128000,
1990-08-02,7.0,,,,4015200000,
1990-08-03,6.71,,,,3848856000,
1990-08-06,6.42,,,,3682512000,
1990-08-07,6.21,,,,3562056000,
1990-08-08,6.48,,,,3716928000,
1990-08-09,6.73,,,,3860328000,
1990-08-10,6.63,,,,3802968000,
1990-08-13,6.54,,,,3692484000,
1990-08-14,6.63,,,,3743298000,
1990-08-15,6.56,,,,3703776000,
1990-08-16,6.46,,,,3647316000,
1990-08-17,6.23,,,,3517458000,
1990-08-20,6.44,,,,3636024000,
1990-08-21,6.08,,,,3432768000,
1990-08-22,6.21,,,,3506166000,
1990-08-23,6.0,,,,3387600000,
1990-08-24,6.04,,,,3410184000,
1990-08-27,6.56,,,,3703776000,
1990-08-28,6.4,,,,3613440000,
1990-08-29,6.58,,,,3715068000,
1990-08-30,6.33,,,,3573918000,
1990-08-31,6.63,,,,3743298000,
1990-09-04,6.65,,,,3754590000,
1990-09-05,6.58,,,,3715068000,
1990-09-06,6.31,,,,3562626000,
1990-09-07,6.25,,,,3528750000,
1990-09-10,6.21,,,,3506166000,
1990-09-11,6.21,,,,3506166000,
1990-09-12,6.17,,,,3483582000,
1990-09-13,6.08,,,,3432768000,
1990-09-14,5.96,,,,3365016000,
1990-09-17,6.04,,,,3410184000,
1990-09-18,6.27,,,,3540042000,
1990-09-19,6.1,,,,3444060000,
1990-09-20,5.96,,,,3365016000,
1990-09-21,6.17,,,,3483582000,
1990-09-24,5.96,,,,3365016000,
1990-09-25,6.23,,,,3517458000,
1990-09-26,6.15,,,,3472290000,
1990-09-27,6.06,,,,3421476000,
1990-09-28,6.33,,,,3573918000,
1990-10-01,6.63,,,,3743298000,
1990-10-02,6.77,,,,3822342000,
1990-10-03,6.6,,,,3726360000,
1990-10-04,6.73,,,,3799758000,
1990-10-05,6.65,,,,3754590000,
1990-10-08,6.88,,,,3884448000,
1990-10-09,6.54,,,,3692484000,
1990-10-10,6.25,,,,3528750000,
1990-10-11,6.13,,,,3460998000,
1990-10-12,6.5,,,,3669900000,
1990-10-15,6.42,,,,3624732000,
1990-10-16,6.25,,,,3528750000,
1990-10-17,6.42,,,,3624732000,
1990-10-18,6.52,,,,3681192000,
1990-10-19,6.6,,,,3726360000,
1990-10-22,6.77,,,,3822342000,
1990-10-23,6.98,,,,3940908000,
1990-10-24,6.94,,,,3918324000,
1990-10-25,6.85,,,,3867510000,
1990-10-26,6.83,,,,3856218000,
1990-10-29,6.63,,,,3743298000,
1990-10-30,6.75,,,,3811050000,
1990-10-31,6.71,,,,3788466000,
1990-11-01,6.67,,,,3765882000,
1990-11-02,6.88,,,,3884448000,
1990-11-05,7.0,,,,3952200000,
1990-11-06,6.88,,,,3884448000,
1990-11-07,6.65,,,,3754590000,
1990-11-08,6.56,,,,3703776000,
1990-11-09,6.65,,,,3754590000,
1990-11-12,6.65,,,,3754590000,
1990-11-13,6.56,,,,3703776000,
1990-11-14,6.73,,,,3799758000,
1990-11-15,6.56,,,,3703776000,
1990-11-16,6.6,,,,3726360000,
1990-11-19,6.79,,,,3599379000,
1990-11-20,6.63,,,,3514563000,
1990-11-21,6.67,,,,3535767000,
1990-11-23,6.65,,,,3525165000,
1990-11-26,6.75,,,,3578175000,
1990-11-27,6.75,,,,3578175000,
1990-11-28,6.75,,,,3578175000,
1990-11-29,6.67,,,,3535767000,
1990-11-30,6.98,,,,3700098000,
1990-12-03,7.33,,,,3885633000,
1990-12-04,7.5,,,,3975750000,
1990-12-05,7.42,,,,3933342000,
1990-12-06,7.4,,,,3922740000,
1990-12-07,7.38,,,,3912138000,
1990-12-10,7.48,,,,3965148000,
1990-12-11,7.42,,,,3933342000,
1990-12-12,7.5,,,,3975750000,
1990-12-13,7.48,,,,3965148000,
1990-12-14,7.46,,,,3954546000,
1990-12-17,7.56,,,,4007556000,
1990-12-18,7.6,,,,4028760000,
1990-12-19,7.5,,,,3975750000,
1990-12-20,7.5,,,,3975750000,
1990-12-21,7.46,,,,3954546000,
1990-12-24,7.5,,,,3975750000,
1990-12-26,7.42,,,,3933342000,
1990-12-27,7.42,,,,3933342000,
1990-12-28,7.46,,,,3954546000,
1990-12-31,7.48,,,,3965148000,
1991-01-02,7.4,,,,3922740000,
1991-01-03,7.33,,,,3885633000,
1991-01-04,7.33,,,,3885633000,
1991-01-07,7.25,,,,3843225000,
1991-01-08,7.1,,,,3763710000,
1991-01-09,7.06,,,,3742506000,
1991-01-10,7.19,,,,3811419000,
1991-01-11,7.21,,,,3822021000,
1991-01-14,7.13,,,,3779613000,
1991-01-15,7.23,,,,3832623000,
1991-01-16,7.4,,,,3922740000,
1991-01-17,7.69,,,,4076469000,
1991-01-18,7.81,,,,4140081000,
1991-01-21,7.92,,,,4198392000,
1991-01-22,7.98,,,,4230198000,
1991-01-23,7.96,,,,4219596000,
1991-01-24,8.08,,,,4283208000,
1991-01-25,8.33,,,,4415733000,
1991-01-28,8.23,,,,4362723000,
1991-01-29,8.19,,,,4341519000,
1991-01-30,8.69,,,,4606569000,
1991-01-31,8.6,,,,4558860000,
1991-02-01,8.54,,,,4527054000,
1991-02-04,8.63,,,,4574763000,
1991-02-05,8.77,,,,4648977000,
1991-02-06,9.0,,,,4770900000,
1991-02-07,8.67,,,,4595967000,
1991-02-08,8.83,,,,4680783000,
1991-02-11,9.06,,,,5022864000,
1991-02-12,9.06,,,,5022864000,
1991-02-13,9.1,,,,5045040000,
1991-02-14,9.04,,,,5011776000,
1991-02-15,9.21,,,,5106024000,
1991-02-19,9.13,,,,5061672000,
1991-02-20,9.04,,,,5011776000,
1991-02-21,9.25,,,,5128200000,
1991-02-22,9.21,,,,5106024000,
1991-02-25,9.44,,,,5233536000,
1991-02-26,9.17,,,,5083848000,
1991-02-27,9.15,,,,5072760000,
1991-02-28,9.23,,,,5117112000,
1991-03-01,9.54,,,,5288976000,
1991-03-04,9.58,,,,5311152000,
1991-03-05,9.6,,,,5322240000,
1991-03-06,9.81,,,,5438664000,
1991-03-07,10.02,,,,5555088000,
1991-03-08,9.96,,,,5521824000,
1991-03-11,10.0,,,,5544000000,
1991-03-12,9.73,,,,5394312000,
1991-03-13,9.88,,,,5477472000,
1991-03-14,10.13,,,,5616072000,
1991-03-15,10.33,,,,5726952000,
1991-03-18,10.13,,,,5616072000,
1991-03-19,9.92,,,,5499648000,
1991-03-20,10.0,,,,5544000000,
1991-03-21,10.0,,,,5544000000,
1991-03-22,10.04,,,,5566176000,
1991-03-25,10.08,,,,5588352000,
1991-03-26,10.17,,,,5638248000,
1991-03-27,10.19,,,,5649336000,
1991-03-28,10.13,,,,5616072000,
1991-04-01,10.04,,,,5566176000,
1991-04-02,10.27,,,,5693688000,
1991-04-03,10.4,,,,5765760000,
1991-04-04,10.42,,,,5776848000,
1991-04-05,10.02,,,,5555088000,
1991-04-08,10.0,,,,5544000000,
1991-04-09,9.83,,,,5449752000,
1991-04-10,9.73,,,,5394312000,
1991-04-11,9.71,,,,5383224000,
1991-04-12,10.08,,,,5588352000,
1991-04-15,9.83,,,,5449752000,
1991-04-16,10.21,,,,5660424000,
1991-04-17,10.35,,,,5738040000,
1991-04-18,10.25,,,,5682600000,
1991-04-19,10.06,,,,5577264000,
1991-04-22,10.08,,,,5588352000,
1991-04-23,10.0,,,,5544000000,
1991-04-24,10.04,,,,5566176000,
1991-04-25,10.0,,,,5544000000,
1991-04-26,9.9,,,,5488560000,
1991-04-29,9.58,,,,5311152000,
1991-04-30,9.71,,,,5383224000,
1991-05-01,9.92,,,,5499648000,
1991-05-02,10.0,,,,5544000000,
1991-05-03,10.0,,,,5544000000,
1991-05-06,10.1,,,,5666100000,
1991-05-07,9.9,,,,5553900000,
1991-05-08,9.94,,,,5576340000,
1991-05-09,10.0,,,,5610000000,
1991-05-10,9.81,,,,5503410000,
1991-05-13,9.83,,,,5514630000,
1991-05-14,9.65,,,,5413650000,
1991-05-15,9.54,,,,5351940000,
1991-05-16,9.79,,,,5492190000,
1991-05-17,9.85,,,,5525850000,
1991-05-20,9.85,,,,5525850000,
1991-05-21,9.94,,,,5576340000,
1991-05-22,10.06,,,,5643660000,
1991-05-23,9.98,,,,5598780000,
1991-05-24,10.06,,,,5643660000,
1991-05-28,10.08,,,,5654880000,
1991-05-29,10.13,,,,5682930000,
1991-05-30,10.35,,,,5806350000,
1991-05-31,10.38,,,,5823180000,
1991-06-03,10.31,,,,5783910000,
1991-06-04,10.21,,,,5727810000,
1991-06-05,10.0,,,,5610000000,
1991-06-06,10.0,,,,5610000000,
1991-06-07,10.02,,,,5621220000,
1991-06-10,9.9,,,,5553900000,
1991-06-11,9.88,,,,5542680000,
1991-06-12,9.67,,,,5424870000,
1991-06-13,9.63,,,,5402430000,
1991-06-14,9.96,,,,5587560000,
1991-06-17,9.96,,,,5587560000,
1991-06-18,9.92,,,,5565120000,
1991-06-19,9.9,,,,5553900000,
1991-06-20,10.15,,,,5694150000,
1991-06-21,10.5,,,,5890500000,
1991-06-24,10.35,,,,5806350000,
1991-06-25,10.1,,,,5666100000,
1991-06-26,10.15,,,,5694150000,
1991-06-27,10.42,,,,5845620000,
1991-06-28,10.35,,,,5806350000,
1991-07-01,10.85,,,,6086850000,
1991-07-02,10.92,,,,6126120000,
1991-07-03,10.96,,,,6148560000,
1991-07-05,10.9,,,,6114900000,
1991-07-08,11.29,,,,6333690000,
1991-07-09,11.15,,,,6255150000,
1991-07-10,11.02,,,,6182220000,
1991-07-11,10.98,,,,6159780000,
1991-07-12,11.23,,,,6300030000,
1991-07-15,11.38,,,,6384180000,
1991-07-16,10.96,,,,6148560000,
1991-07-17,11.02,,,,6182220000,
1991-07-18,11.06,,,,6204660000,
1991-07-19,11.0,,,,6171000000,
1991-07-22,11.06,,,,6204660000,
1991-07-23,10.83,,,,6075630000,
1991-07-24,10.85,,,,6086850000,
1991-07-25,10.88,,,,6103680000,
1991-07-26,10.88,,,,6103680000,
1991-07-29,10.88,,,,6103680000,
1991-07-30,10.98,,,,6159780000,
1991-07-31,10.92,,,,6126120000,
1991-08-01,10.88,,,,6103680000,
1991-08-02,10.83,,,,6075630000,
1991-08-05,10.69,,,,5997090000,
1991-08-06,10.94,,,,6137340000,
1991-08-07,11.0,,,,6171000000,
1991-08-08,11.0,,,,6171000000,
1991-08-09,11.27,,,,6322470000,
1991-08-12,11.21,,,,6343739000,
1991-08-13,11.25,,,,6366375000,
1991-08-14,11.17,,,,6321103000,
1991-08-15,11.0,,,,6224900000,
1991-08-16,10.92,,,,6179628000,
1991-08-19,10.65,,,,6026835000,
1991-08-20,10.69,,,,6049471000,
1991-08-21,11.04,,,,6247536000,
1991-08-22,11.19,,,,6332421000,
1991-08-23,11.6,,,,6564440000,
1991-08-26,11.44,,,,6473896000,
1991-08-27,11.44,,,,6473896000,
1991-08-28,11.63,,,,6581417000,
1991-08-29,11.79,,,,6671961000,
1991-08-30,11.77,,,,6660643000,
1991-09-03,11.56,,,,6541804000,
1991-09-04,11.58,,,,6553122000,
1991-09-05,11.5,,,,6507850000,
1991-09-06,11.44,,,,6473896000,
1991-09-09,11.38,,,,6439942000,
1991-09-10,11.19,,,,6332421000,
1991-09-11,11.29,,,,6389011000,
1991-09-12,11.38,,,,6439942000,
1991-09-13,11.29,,,,6389011000,
1991-09-16,11.33,,,,6411647000,
1991-09-17,11.35,,,,6422965000,
1991-09-18,11.33,,,,6411647000,
1991-09-19,11.38,,,,6439942000,
1991-09-20,11.5,,,,6507850000,
1991-09-23,11.5,,,,6507850000,
1991-09-24,11.79,,,,6671961000,
1991-09-25,11.63,,,,6581417000,
1991-09-26,11.54,,,,6530486000,
1991-09-27,11.56,,,,6541804000,
1991-09-30,11.67,,,,6604053000,
1991-10-01,11.6,,,,6564440000,
1991-10-02,11.54,,,,6530486000,
1991-10-03,11.56,,,,6541804000,
1991-10-04,11.5,,,,6507850000,
1991-10-07,11.46,,,,6485214000,
1991-10-08,11.46,,,,6485214000,
1991-10-09,11.27,,,,6377693000,
1991-10-10,11.42,,,,6462578000,
1991-10-11,11.35,,,,6422965000,
1991-10-14,11.5,,,,6507850000,
1991-10-15,12.23,,,,6920957000,
1991-10-16,12.5,,,,7073750000,
1991-10-17,12.46,,,,7051114000,
1991-10-18,12.69,,,,7181271000,
1991-10-21,12.73,,,,7203907000,
1991-10-22,12.58,,,,7119022000,
1991-10-23,12.88,,,,7288792000,
1991-10-24,12.71,,,,7192589000,
1991-10-25,12.6,,,,7130340000,
1991-10-28,12.88,,,,7288792000,
1991-10-29,13.17,,,,7452903000,
1991-10-30,13.1,,,,7413290000,
1991-10-31,13.1,,,,7413290000,
1991-11-01,12.83,,,,7260497000,
1991-11-04,12.79,,,,7237861000,
1991-11-05,12.67,,,,7169953000,
1991-11-06,12.73,,,,7203907000,
1991-11-07,12.67,,,,7169953000,
1991-11-08,12.58,,,,7119022000,
1991-11-11,12.6,,,,7130340000,
1991-11-12,12.83,,,,7260497000,
1991-11-13,12.83,,,,7260497000,
1991-11-14,12.79,,,,7237861000,
1991-11-15,12.42,,,,7028478000,
1991-11-18,12.31,,,,6828357000,
1991-11-19,12.04,,,,6678588000,
1991-11-20,12.25,,,,6795075000,
1991-11-21,12.65,,,,7016955000,
1991-11-22,12.5,,,,6933750000,
1991-11-25,12.42,,,,6889374000,
1991-11-26,12.65,,,,7016955000,
1991-11-27,12.65,,,,7016955000,
1991-11-29,12.65,,,,7016955000,
1991-12-02,12.75,,,,7072425000,
1991-12-03,12.94,,,,7177818000,
1991-12-04,12.96,,,,7188912000,
1991-12-05,12.96,,,,7188912000,
1991-12-06,13.06,,,,7244382000,
1991-12-09,13.04,,,,7233288000,
1991-12-10,12.88,,,,7144536000,
1991-12-11,13.17,,,,7305399000,
1991-12-12,13.25,,,,7349775000,
1991-12-13,13.77,,,,7638219000,
1991-12-16,13.6,,,,7543920000,
1991-12-17,13.46,,,,7466262000,
1991-12-18,13.73,,,,7616031000,
1991-12-19,13.5,,,,7488450000,
1991-12-20,13.65,,,,7571655000,
1991-12-23,14.21,,,,7882287000,
1991-12-24,12.79,,,,7094613000,
1991-12-26,13.21,,,,7327587000,
1991-12-27,13.46,,,,7466262000,
1991-12-30,13.27,,,,7360869000,
1991-12-31,12.79,,,,7094613000,
1992-01-02,13.15,,,,7294305000,
1992-01-03,13.23,,,,7338681000,
1992-01-06,12.9,,,,7155630000,
1992-01-07,12.73,,,,7061331000,
1992-01-08,12.98,,,,7200006000,
1992-01-09,13.13,,,,7283211000,
1992-01-10,13.17,,,,7305399000,
1992-01-13,11.4,,,,6323580000,
1992-01-14,11.4,,,,6323580000,
1992-01-15,11.63,,,,6451161000,
1992-01-16,11.73,,,,6506631000,
1992-01-17,11.67,,,,6473349000,
1992-01-20,10.88,,,,6035136000,
1992-01-21,10.79,,,,5985213000,
1992-01-22,10.5,,,,5824350000,
1992-01-23,10.21,,,,5663487000,
1992-01-24,10.06,,,,5580282000,
1992-01-27,10.19,,,,5652393000,
1992-01-28,10.1,,,,5602470000,
1992-01-29,10.5,,,,5824350000,
1992-01-30,10.69,,,,5929743000,
1992-01-31,10.5,,,,5824350000,
1992-02-03,10.65,,,,5907555000,
1992-02-04,10.88,,,,6035136000,
1992-02-05,10.83,,,,6007401000,
1992-02-06,10.63,,,,5896461000,
1992-02-07,10.54,,,,5846538000,
1992-02-10,10.13,,,,5733580000,
1992-02-11,9.92,,,,5614720000,
1992-02-12,10.33,,,,5846780000,
1992-02-13,10.25,,,,5801500000,
1992-02-14,10.21,,,,5778860000,
1992-02-18,9.83,,,,5563780000,
1992-02-19,9.88,,,,5592080000,
1992-02-20,11.0,,,,6226000000,
1992-02-21,11.0,,,,6226000000,
1992-02-24,11.29,,,,6390140000,
1992-02-25,11.21,,,,6344860000,
1992-02-26,11.58,,,,6554280000,
1992-02-27,11.5,,,,6509000000,
1992-02-28,11.42,,,,6463720000,
1992-03-02,11.42,,,,6463720000,
1992-03-03,11.33,,,,6412780000,
1992-03-04,11.38,,,,6441080000,
1992-03-05,11.08,,,,6271280000,
1992-03-06,10.96,,,,6203360000,
1992-03-09,11.13,,,,6299580000,
1992-03-10,11.33,,,,6412780000,
1992-03-11,11.29,,,,6390140000,
1992-03-12,11.13,,,,6299580000,
1992-03-13,11.21,,,,6344860000,
1992-03-16,11.17,,,,6322220000,
1992-03-17,11.29,,,,6390140000,
1992-03-18,11.29,,,,6390140000,
1992-03-19,11.17,,,,6322220000,
1992-03-20,11.17,,,,6322220000,
1992-03-23,11.04,,,,6248640000,
1992-03-24,10.92,,,,6180720000,
1992-03-25,10.71,,,,6061860000,
1992-03-26,10.58,,,,5988280000,
1992-03-27,10.58,,,,5988280000,
1992-03-30,10.96,,,,6203360000,
1992-03-31,11.29,,,,6390140000,
1992-04-01,11.58,,,,6554280000,
1992-04-02,11.42,,,,6463720000,
1992-04-03,11.67,,,,6605220000,
1992-04-06,11.58,,,,6554280000,
1992-04-07,11.29,,,,6390140000,
1992-04-08,11.17,,,,6322220000,
1992-04-09,11.46,,,,6486360000,
1992-04-10,11.63,,,,6582580000,
1992-04-13,11.58,,,,6554280000,
1992-04-14,12.04,,,,6814640000,
1992-04-15,12.33,,,,6978780000,
1992-04-16,12.42,,,,7029720000,
1992-04-20,12.17,,,,6888220000,
1992-04-21,12.17,,,,6888220000,
1992-04-22,12.5,,,,7075000000,
1992-04-23,12.29,,,,6956140000,
1992-04-24,12.21,,,,6910860000,
1992-04-27,12.04,,,,6814640000,
1992-04-28,11.79,,,,6673140000,
1992-04-29,11.96,,,,6769360000,
1992-04-30,12.29,,,,6956140000,
1992-05-01,12.29,,,,6956140000,
1992-05-04,12.38,,,,7045458000,
1992-05-05,12.46,,,,7090986000,
1992-05-06,12.5,,,,7113750000,
1992-05-07,12.67,,,,7210497000,
1992-05-08,12.67,,,,7210497000,
1992-05-11,12.79,,,,7278789000,
1992-05-12,12.75,,,,7256025000,
1992-05-13,12.71,,,,7233261000,
1992-05-14,12.58,,,,7159278000,
1992-05-15,12.54,,,,7136514000,
1992-05-18,12.13,,,,6903183000,
1992-05-19,12.54,,,,7136514000,
1992-05-20,12.38,,,,7045458000,
1992-05-21,12.25,,,,6971475000,
1992-05-22,12.46,,,,7090986000,
1992-05-26,12.17,,,,6925947000,
1992-05-27,12.29,,,,6994239000,
1992-05-28,12.46,,,,7090986000,
1992-05-29,12.42,,,,7068222000,
1992-06-01,12.33,,,,7017003000,
1992-06-02,12.5,,,,7113750000,
1992-06-03,12.54,,,,7136514000,
1992-06-04,12.33,,,,7017003000,
1992-06-05,12.33,,,,7017003000,
1992-06-08,12.33,,,,7017003000,
1992-06-09,12.17,,,,6925947000,
1992-06-10,11.88,,,,6760908000,
1992-06-11,12.04,,,,6851964000,
1992-06-12,12.21,,,,6948711000,
1992-06-15,11.96,,,,6806436000,
1992-06-16,11.88,,,,6760908000,
1992-06-17,11.71,,,,6664161000,
1992-06-18,11.71,,,,6664161000,
