date,close price,AWK_SHE,AWK_TA,AWK_TL,market cap,PB Ratio
2008-04-23,20.6,,,,,
2008-04-24,20.81,,,,,
2008-04-25,21.17,,,,,
2008-04-28,21.0,,,,,
2008-04-29,21.07,,,,,
2008-04-30,21.15,,,,,
2008-05-01,21.91,,,,,
2008-05-02,22.01,,,,,
2008-05-05,21.91,,,,,
2008-05-06,21.55,,,,,
2008-05-07,21.21,,,,,
2008-05-08,21.25,,,,,
2008-05-09,21.67,,,,,
2008-05-12,21.5,,,,,
2008-05-13,21.32,,,,,
2008-05-14,21.3,0.0,12268004000.0,12268004000.0,,
2008-05-15,21.16,0.0,12268004000.0,12268004000.0,,
2008-05-16,21.62,0.0,12268004000.0,12268004000.0,,
2008-05-19,21.75,0.0,12268004000.0,12268004000.0,,
2008-05-20,21.65,0.0,12268004000.0,12268004000.0,,
2008-05-21,21.16,0.0,12268004000.0,12268004000.0,,
2008-05-22,21.35,0.0,12268004000.0,12268004000.0,,
2008-05-23,21.14,0.0,12268004000.0,12268004000.0,,
2008-05-27,21.23,0.0,12268004000.0,12268004000.0,,
2008-05-28,21.41,0.0,12268004000.0,12268004000.0,,
2008-05-29,21.06,0.0,12268004000.0,12268004000.0,,
2008-05-30,21.5,0.0,12268004000.0,12268004000.0,,
2008-06-02,21.6,0.0,12268004000.0,12268004000.0,,
2008-06-03,21.32,0.0,12268004000.0,12268004000.0,,
2008-06-04,21.57,0.0,12268004000.0,12268004000.0,,
2008-06-05,21.8,0.0,12268004000.0,12268004000.0,,
2008-06-06,22.1,0.0,12268004000.0,12268004000.0,,
2008-06-09,22.33,0.0,12268004000.0,12268004000.0,,
2008-06-10,21.85,0.0,12268004000.0,12268004000.0,,
2008-06-11,21.71,0.0,12268004000.0,12268004000.0,,
2008-06-12,21.85,0.0,12268004000.0,12268004000.0,,
2008-06-13,22.39,0.0,12268004000.0,12268004000.0,,
2008-06-16,22.75,0.0,12268004000.0,12268004000.0,,
2008-06-17,23.18,0.0,12268004000.0,12268004000.0,,
2008-06-18,23.04,0.0,12268004000.0,12268004000.0,,
2008-06-19,22.89,0.0,12268004000.0,12268004000.0,,
2008-06-20,23.0,0.0,12268004000.0,12268004000.0,,
2008-06-23,22.75,0.0,12268004000.0,12268004000.0,,
2008-06-24,22.88,0.0,12268004000.0,12268004000.0,,
2008-06-25,23.37,0.0,12268004000.0,12268004000.0,,
2008-06-26,22.62,0.0,12268004000.0,12268004000.0,,
2008-06-27,22.52,0.0,12268004000.0,12268004000.0,,
2008-06-30,22.18,0.0,12268004000.0,12268004000.0,3551338234.84,inf
2008-07-01,22.88,0.0,12268004000.0,12268004000.0,3663418341.44,inf
2008-07-02,22.65,0.0,12268004000.0,12268004000.0,3626592020.7,inf
2008-07-03,21.8,0.0,12268004000.0,12268004000.0,3490494748.4,inf
2008-07-07,21.49,0.0,12268004000.0,12268004000.0,3440859272.62,inf
2008-07-08,21.7,0.0,12268004000.0,12268004000.0,3474483304.6,inf
2008-07-09,21.59,0.0,12268004000.0,12268004000.0,3456870716.42,inf
2008-07-10,21.26,0.0,12268004000.0,12268004000.0,3404032951.88,inf
2008-07-11,20.03,0.0,12268004000.0,12268004000.0,3207092193.1400003,inf
2008-07-14,19.71,0.0,12268004000.0,12268004000.0,3155855572.98,inf
2008-07-15,18.91,0.0,12268004000.0,12268004000.0,3027764022.58,inf
2008-07-16,19.4,0.0,12268004000.0,12268004000.0,3106220097.2,inf
2008-07-17,19.7,0.0,12268004000.0,12268004000.0,3154254428.6,inf
2008-07-18,19.55,0.0,12268004000.0,12268004000.0,3130237262.9,inf
2008-07-21,19.72,0.0,12268004000.0,12268004000.0,3157456717.3599997,inf
2008-07-22,19.93,0.0,12268004000.0,12268004000.0,3191080749.34,inf
2008-07-23,19.69,0.0,12268004000.0,12268004000.0,3152653284.2200003,inf
2008-07-24,18.87,0.0,12268004000.0,12268004000.0,3021359445.06,inf
2008-07-25,19.15,0.0,12268004000.0,12268004000.0,3066191487.7,inf
2008-07-28,18.63,0.0,12268004000.0,12268004000.0,2982931979.94,inf
2008-07-29,19.0,0.0,12268004000.0,12268004000.0,3042174322.0,inf
2008-07-30,19.46,0.0,12268004000.0,12268004000.0,3115826963.48,inf
2008-07-31,19.25,0.0,12268004000.0,12268004000.0,3082202931.5,inf
2008-08-01,19.29,0.0,12268004000.0,12268004000.0,3088607509.02,inf
2008-08-04,19.6,0.0,12268004000.0,12268004000.0,3138242984.8,inf
2008-08-05,20.34,0.0,12268004000.0,12268004000.0,3256727668.92,inf
2008-08-06,20.1,0.0,12268004000.0,12268004000.0,3218300203.8,inf
2008-08-07,20.15,0.0,12268004000.0,12268004000.0,3226305925.7,inf
2008-08-08,20.07,0.0,12268004000.0,12268004000.0,3213496770.66,inf
2008-08-11,20.77,0.0,12268004000.0,12268004000.0,3325576877.2599998,inf
2008-08-12,20.87,0.0,12526682000.0,12526682000.0,3341588321.06,inf
2008-08-13,21.09,0.0,12526682000.0,12526682000.0,3376813497.42,inf
2008-08-14,20.98,0.0,12526682000.0,12526682000.0,3359200909.2400002,inf
2008-08-15,20.75,0.0,12526682000.0,12526682000.0,3322374588.5,inf
2008-08-18,21.15,0.0,12526682000.0,12526682000.0,3386420363.7,inf
2008-08-19,21.92,0.0,12526682000.0,12526682000.0,3509708480.96,inf
2008-08-20,21.9,0.0,12526682000.0,12526682000.0,3506506192.2,inf
2008-08-21,21.9,0.0,12526682000.0,12526682000.0,3506506192.2,inf
2008-08-22,21.95,0.0,12526682000.0,12526682000.0,3514511914.1,inf
2008-08-25,21.77,0.0,12526682000.0,12526682000.0,3485691315.2599998,inf
2008-08-26,21.61,0.0,12526682000.0,12526682000.0,3460073005.18,inf
2008-08-27,21.72,0.0,12526682000.0,12526682000.0,3477685593.3599997,inf
2008-08-28,22.11,0.0,12526682000.0,12526682000.0,3540130224.18,inf
2008-08-29,22.95,0.0,12526682000.0,12526682000.0,3674626352.1,inf
2008-09-02,22.8,0.0,12526682000.0,12526682000.0,3650609186.4,inf
2008-09-03,21.87,0.0,12526682000.0,12526682000.0,3501702759.06,inf
2008-09-04,21.47,0.0,12526682000.0,12526682000.0,3437656983.8599997,inf
2008-09-05,20.97,0.0,12526682000.0,12526682000.0,3357599764.8599997,inf
2008-09-08,20.91,0.0,12526682000.0,12526682000.0,3347992898.58,inf
2008-09-09,20.65,0.0,12526682000.0,12526682000.0,3306363144.7,inf
2008-09-10,21.08,0.0,12526682000.0,12526682000.0,3375212353.04,inf
2008-09-11,21.07,0.0,12526682000.0,12526682000.0,3373611208.66,inf
2008-09-12,21.03,0.0,12526682000.0,12526682000.0,3367206631.1400003,inf
2008-09-15,20.3,0.0,12526682000.0,12526682000.0,3250323091.4,inf
2008-09-16,20.36,0.0,12526682000.0,12526682000.0,3259929957.68,inf
2008-09-17,19.91,0.0,12526682000.0,12526682000.0,3187878460.58,inf
2008-09-18,20.25,0.0,12526682000.0,12526682000.0,3242317369.5,inf
2008-09-19,20.0,0.0,12526682000.0,12526682000.0,3202288760.0,inf
2008-09-22,19.66,0.0,12526682000.0,12526682000.0,3147849851.08,inf
2008-09-23,19.34,0.0,12526682000.0,12526682000.0,3096613230.92,inf
2008-09-24,19.6,0.0,12526682000.0,12526682000.0,3138242984.8,inf
2008-09-25,20.0,0.0,12526682000.0,12526682000.0,3202288760.0,inf
2008-09-26,19.15,0.0,12526682000.0,12526682000.0,3066191487.7,inf
2008-09-29,20.1,0.0,12526682000.0,12526682000.0,3218300203.8,inf
2008-09-30,21.5,0.0,12526682000.0,12526682000.0,3442460417.0,inf
2008-10-01,20.17,0.0,12526682000.0,12526682000.0,3226534390.0000005,inf
2008-10-02,20.12,0.0,12526682000.0,12526682000.0,3218536040.0,inf
2008-10-03,19.93,0.0,12526682000.0,12526682000.0,3188142310.0,inf
2008-10-06,19.52,0.0,12526682000.0,12526682000.0,3122555840.0,inf
2008-10-07,19.62,0.0,12526682000.0,12526682000.0,3138552540.0,inf
2008-10-08,19.07,0.0,12526682000.0,12526682000.0,3050570690.0,inf
2008-10-09,18.69,0.0,12526682000.0,12526682000.0,2989783230.0,inf
2008-10-10,18.3,0.0,12526682000.0,12526682000.0,2927396100.0,inf
2008-10-13,19.4,0.0,12526682000.0,12526682000.0,3103359800.0,inf
2008-10-14,19.13,0.0,12526682000.0,12526682000.0,3060168710.0,inf
2008-10-15,18.1,0.0,12526682000.0,12526682000.0,2895402700.0,inf
2008-10-16,18.42,0.0,12526682000.0,12526682000.0,2946592140.0000005,inf
2008-10-17,19.13,0.0,12526682000.0,12526682000.0,3060168710.0,inf
2008-10-20,19.76,0.0,12526682000.0,12526682000.0,3160947920.0000005,inf
2008-10-21,19.69,0.0,12526682000.0,12526682000.0,3149750230.0,inf
2008-10-22,18.97,0.0,12526682000.0,12526682000.0,3034573990.0,inf
2008-10-23,18.75,0.0,12526682000.0,12526682000.0,2999381250.0,inf
2008-10-24,18.01,0.0,12526682000.0,12526682000.0,2881005670.0000005,inf
2008-10-27,17.16,0.0,12526682000.0,12526682000.0,2745033720.0,inf
2008-10-28,19.35,0.0,12526682000.0,12526682000.0,3095361450.0,inf
2008-10-29,18.66,0.0,12526682000.0,12526682000.0,2984984220.0,inf
2008-10-30,19.87,0.0,12526682000.0,12526682000.0,3178544290.0,inf
2008-10-31,20.28,0.0,12526682000.0,12526682000.0,3244130760.0,inf
2008-11-03,20.31,0.0,12526682000.0,12526682000.0,3248929770.0,inf
2008-11-04,20.15,0.0,12526682000.0,12526682000.0,3223335050.0,inf
2008-11-05,19.48,0.0,12526682000.0,12526682000.0,3116157160.0,inf
2008-11-06,18.93,0.0,12780732000.0,12780732000.0,3028175310.0,inf
2008-11-07,19.35,0.0,12780732000.0,12780732000.0,3095361450.0,inf
2008-11-10,19.43,0.0,12780732000.0,12780732000.0,3108158810.0,inf
2008-11-11,19.79,0.0,12780732000.0,12780732000.0,3165746930.0,inf
2008-11-12,18.93,0.0,12780732000.0,12780732000.0,3028175310.0,inf
2008-11-13,20.88,0.0,12780732000.0,12780732000.0,3340110960.0,inf
2008-11-14,19.5,0.0,12780732000.0,12780732000.0,3119356500.0,inf
2008-11-17,19.55,0.0,12780732000.0,12780732000.0,3127354850.0,inf
2008-11-18,19.93,0.0,12780732000.0,12780732000.0,3188142310.0,inf
2008-11-19,19.3,0.0,12780732000.0,12780732000.0,3087363100.0,inf
2008-11-20,18.9,0.0,12780732000.0,12780732000.0,3023376300.0,inf
2008-11-21,20.0,0.0,12780732000.0,12780732000.0,3199340000.0,inf
2008-11-24,20.69,0.0,12780732000.0,12780732000.0,3309717230.0,inf
2008-11-25,20.82,0.0,12780732000.0,12780732000.0,3330512940.0,inf
2008-11-26,20.1,0.0,12780732000.0,12780732000.0,3215336700.0,inf
2008-11-28,20.28,0.0,12780732000.0,12780732000.0,3244130760.0,inf
2008-12-01,19.07,0.0,12780732000.0,12780732000.0,3050570690.0,inf
2008-12-02,18.97,0.0,12780732000.0,12780732000.0,3034573990.0,inf
2008-12-03,20.21,0.0,12780732000.0,12780732000.0,3232933070.0,inf
2008-12-04,20.27,0.0,12780732000.0,12780732000.0,3242531090.0,inf
2008-12-05,20.49,0.0,12780732000.0,12780732000.0,3277723829.9999995,inf
2008-12-08,20.96,0.0,12780732000.0,12780732000.0,3352908320.0,inf
2008-12-09,20.72,0.0,12780732000.0,12780732000.0,3314516240.0,inf
2008-12-10,20.67,0.0,12780732000.0,12780732000.0,3306517890.0000005,inf
2008-12-11,20.7,0.0,12780732000.0,12780732000.0,3311316900.0,inf
2008-12-12,20.41,0.0,12780732000.0,12780732000.0,3264926470.0,inf
2008-12-15,20.64,0.0,12780732000.0,12780732000.0,3301718880.0,inf
2008-12-16,20.94,0.0,12780732000.0,12780732000.0,3349708980.0,inf
2008-12-17,21.82,0.0,12780732000.0,12780732000.0,3490479940.0,inf
2008-12-18,20.74,0.0,12780732000.0,12780732000.0,3317715579.9999995,inf
2008-12-19,21.09,0.0,12780732000.0,12780732000.0,3373704030.0,inf
2008-12-22,22.06,0.0,12780732000.0,12780732000.0,3528872020.0,inf
2008-12-23,22.16,0.0,12780732000.0,12780732000.0,3544868720.0,inf
2008-12-24,21.92,0.0,12780732000.0,12780732000.0,3506476640.0000005,inf
