date,XOM,XOM_SHE,PB Ratio
2003-03-26,,74597000000.0,
2003-09-30,249134810115.0,74597000000.0,3.3397430206978833
2003-10-01,254240031633.75,74597000000.0,3.4081803776793973
2003-10-02,255669493659.00003,74597000000.0,3.4273428376342214
2003-10-03,256962816443.75,74597000000.0,3.4446803014028715
2003-10-06,259277183532.25003,74597000000.0,3.475705236567825
2003-10-07,260978924038.50003,74597000000.0,3.4985176888949963
2003-10-08,258936835431.0,74597000000.0,3.47114274610239
2003-10-09,258324208848.75003,74597000000.0,3.462930263264609
2003-10-10,260706645557.49997,74597000000.0,3.494867696522648
2003-10-13,261931898721.99997,74597000000.0,3.5112926621982115
2003-10-14,263701708848.5,74597000000.0,3.53501761261847
2003-10-15,261999968342.25,74597000000.0,3.5122051602912987
2003-10-16,264858892392.74997,74597000000.0,3.550530080200946
2003-10-17,263157151886.49997,74597000000.0,3.5277176278737747
2003-10-20,262884873405.49997,74597000000.0,3.524067635501427
2003-10-21,261046993658.75,74597000000.0,3.4994301869880826
2003-10-22,254240031633.75,74597000000.0,3.4081803776793973
2003-10-23,255941772140.0,74597000000.0,3.4309928300065686
2003-10-24,257643512646.25,74597000000.0,3.45380528233374
2003-10-27,256894746823.5,74597000000.0,3.4437678033097847
2003-10-28,258664556950.0,74597000000.0,3.467492753730043
2003-10-29,257371234165.25003,74597000000.0,3.4501552899613928
2003-10-30,247092721507.49997,74597000000.0,3.312368077905277
2003-10-31,248998670874.5,74597000000.0,3.3379180245117097
2003-11-03,249679367077.0,74597000000.0,3.347043005442578
2003-11-04,247228860748.0,74597000000.0,3.3141930740914516
2003-11-05,245254841760.75,74597000000.0,3.2877306293919326
2003-11-06,244506075938.0,74597000000.0,3.2776931503679774
2003-11-07,242055569609.00003,74597000000.0,3.244843219016851
2003-11-10,243416962014.0,74597000000.0,3.2630931808785877
2003-11-11,245390981001.24997,74597000000.0,3.2895556255781058
2003-11-12,245186772140.50003,74597000000.0,3.2868181312988463
2003-11-13,246820443026.5,83764000000.0,2.946617198635452
2003-11-14,245050632900.0,83764000000.0,2.9254886693567643
2003-11-17,242327848090.0,83764000000.0,2.892983239697245
2003-11-18,239264715178.75,83764000000.0,2.856414631330285
2003-11-19,241238734165.99997,83764000000.0,2.8799810678334365
2003-11-20,240353829102.75003,83764000000.0,2.869416803194093
2003-11-21,240558037963.50003,83764000000.0,2.871854710418557
2003-11-24,242055569609.00003,83764000000.0,2.889732696731293
2003-11-25,243825379735.5,83764000000.0,2.91086122600998
2003-11-26,246956582267.0,83764000000.0,2.9482424701184278
2003-11-28,246412025305.00003,83764000000.0,2.9417413841865243
2003-12-01,247705348089.75,83764000000.0,2.9571814632747957
2003-12-02,248454113912.5,83764000000.0,2.9661204564311636
2003-12-03,248726392393.5,83764000000.0,2.969370999397116
2003-12-04,251993734165.50003,83764000000.0,3.0083775149885397
2003-12-05,250360063279.5,83764000000.0,2.9888742571928275
2003-12-08,254580379735.0,83764000000.0,3.039257673165083
2003-12-09,256214050621.0,83764000000.0,3.0587609309607946
2003-12-10,257235094924.75,83764000000.0,3.0709504670831143
2003-12-11,258051930367.74997,83764000000.0,3.08070209598097
2003-12-12,259072974671.50003,83764000000.0,3.0928916321032904
2003-12-15,257303164544.99997,83764000000.0,3.071763102824602
2003-12-16,261863829101.75,83764000000.0,3.1262096975042977
2003-12-17,264654683532.00003,83764000000.0,3.159527762905306
2003-12-18,268262373405.24997,83764000000.0,3.2025974572041687
2003-12-19,269555696190.0,83764000000.0,3.2180375362924405
2003-12-22,268670791126.75,83764000000.0,3.2074732716530967
2003-12-23,270576740493.75,83764000000.0,3.2302270724147606
2003-12-24,271121297455.75,83764000000.0,3.2367281583466645
2003-12-26,272618829101.24997,83764000000.0,3.2546061446594
2003-12-29,276226518974.5,83764000000.0,3.2976758389582637
2003-12-30,276907215177.0,83764000000.0,3.3058021963731434
2003-12-31,279085443025.0,83764000000.0,3.3318065401007595
2004-01-02,266297831306.21002,83764000000.0,3.1791441586625524
2004-01-05,272524337329.86,83764000000.0,3.253478073275631
2004-01-06,270689156607.09998,83764000000.0,3.2315691300212497
2004-01-07,268722891547.0,83764000000.0,3.208095262248699
2004-01-08,268067469860.3,83764000000.0,3.200270639657848
2004-01-09,264069397571.43,83764000000.0,3.15254044185366
2004-01-12,267805301185.62,83764000000.0,3.197140790621508
2004-01-13,266625542149.56,83764000000.0,3.183056469957977
2004-01-14,266625542149.56,83764000000.0,3.183056469957977
2004-01-15,264003855402.76,83764000000.0,3.151757979594575
2004-01-16,265445783113.5,83764000000.0,3.1689721492944463
2004-01-20,267936385522.96002,83764000000.0,3.1987057151396785
2004-01-21,271541204799.81,83764000000.0,3.241741139389356
2004-01-22,270558072269.76,83764000000.0,3.23000420550308
2004-01-23,268985060221.68,83764000000.0,3.2112251112850387
2004-01-26,272327710823.84998,83764000000.0,3.251130686498376
2004-01-27,269968192751.72998,83764000000.0,3.2229620451713146
2004-01-28,267477590342.27002,83764000000.0,3.1932284793260832
2004-01-29,271803373474.49,83764000000.0,3.244870988425696
2004-01-30,267346506004.93,83764000000.0,3.1916635548079126
2004-02-02,266691084318.22998,83764000000.0,3.183838932217062
2004-02-03,264855903595.46997,83764000000.0,3.1619299889626804
2004-02-04,264462650583.45,83764000000.0,3.157235215408171
2004-02-05,264659277089.46002,83764000000.0,3.159582602185426
2004-02-06,265511325282.16998,83764000000.0,3.169754611553531
2004-02-09,266953252992.90997,83764000000.0,3.186968781253402
2004-02-10,269312771065.03003,83764000000.0,3.2151374225804643
2004-02-11,274752771064.64,83764000000.0,3.280081790084523
2004-02-12,274687228895.96997,83764000000.0,3.279299327825438
2004-02-13,274687228895.96997,83764000000.0,3.279299327825438
2004-02-17,276784578293.41,83764000000.0,3.3043381201161592
2004-02-18,273966265040.59998,83764000000.0,3.2706922429755023
2004-02-19,274949397570.65,83764000000.0,3.2824291768617786
2004-02-20,275473734920.01,83764000000.0,3.2886888749344587
2004-02-23,279078554196.86,83764000000.0,3.331724299184136
2004-02-24,277308915642.77,83764000000.0,3.3105978181888402
2004-02-25,279537349377.55,83764000000.0,3.3372015349977318
2004-02-26,277308915642.77,83764000000.0,3.3105978181888402
2004-02-27,276391325281.39,83764000000.0,3.2996433465616497
2004-03-01,278685301184.84,83764000000.0,3.3270295256296265
2004-03-02,275539277088.68,83764000000.0,3.2894713371935436
2004-03-03,274621686727.3,83764000000.0,3.278516865566353
2004-03-04,273638554197.25,83764000000.0,3.266779931680077
