date,HES,HES_SHE,PB Ratio
2002-08-07,,4949000000.0,
2002-12-31,1633150000.0000002,4949000000.0,0.32999595877955146
2003-01-02,1653619999.9999998,4949000000.0,0.33413214790866835
2003-01-03,1654510000.0,4949000000.0,0.33431198221863
2003-01-06,1692780000.0,4949000000.0,0.34204485754697916
2003-01-07,1650060000.0,4949000000.0,0.333412810668822
2003-01-08,1631369999.9999998,4949000000.0,0.32963629015962814
2003-01-09,1657180000.0,4949000000.0,0.33485148514851487
2003-01-10,1639380000.0000002,4949000000.0,0.3312547989492827
2003-01-13,1647390000.0000002,4949000000.0,0.3328733077389372
2003-01-14,1650950000.0,4949000000.0,0.3335926449787836
2003-01-15,1673200000.0,4949000000.0,0.3380885027278238
2003-01-16,1684770000.0,4949000000.0,0.3404263487573247
2003-01-17,1660740000.0,4949000000.0,0.3355708223883613
2003-01-21,1653619999.9999998,4949000000.0,0.33413214790866835
2003-01-22,1655400000.0000002,4949000000.0,0.33449181652859167
2003-01-23,1673200000.0,4949000000.0,0.3380885027278238
2003-01-24,1643830000.0,4949000000.0,0.33215397049909073
2003-01-27,1589540000.0,4949000000.0,0.32118407759143264
2003-01-28,1616240000.0,4949000000.0,0.32657910689028086
2003-01-29,1669640000.0000002,4949000000.0,0.3373691654879774
2003-01-30,1435570000.0,4949000000.0,0.29007274196807437
2003-01-31,1399970000.0,4949000000.0,0.28287936956961
2003-02-03,1389290000.0,4949000000.0,0.28072135785007074
2003-02-04,1397300000.0,4949000000.0,0.2823398666397252
2003-02-05,1373270000.0,4949000000.0,0.27748434027076174
2003-02-06,1361700000.0,4949000000.0,0.27514649424126086
2003-02-07,1359030000.0,4949000000.0,0.27460699131137606
2003-02-10,1351020000.0,4949000000.0,0.2729884825217216
2003-02-11,1339450000.0,4949000000.0,0.27065063649222065
2003-02-12,1310970000.0,4949000000.0,0.2648959385734492
2003-02-13,1305630000.0,4949000000.0,0.2638169327136795
2003-02-14,1305630000.0,4949000000.0,0.2638169327136795
2003-02-18,1315420000.0,4949000000.0,0.26579511012325724
2003-02-19,1314530000.0,4949000000.0,0.26561527581329564
2003-02-20,1277150000.0,4949000000.0,0.2580622347949081
2003-02-21,1296730000.0,4949000000.0,0.26201858961406344
2003-02-24,1308300000.0,4949000000.0,0.26435643564356437
2003-02-25,1299400000.0,4949000000.0,0.2625580925439483
2003-02-26,1313640000.0,4949000000.0,0.265435441503334
2003-02-27,1306520000.0,4949000000.0,0.26399676702364117
2003-02-28,1320760000.0,4949000000.0,0.26687411598302685
2003-03-03,1303850000.0,4949000000.0,0.2634572640937563
2003-03-04,1289610000.0,4949000000.0,0.26057991513437057
2003-03-05,1275370000.0,4949000000.0,0.2577025661749848
2003-03-06,1279820000.0,4949000000.0,0.2586017377247929
2003-03-07,1278930000.0,4949000000.0,0.2584219034148313
2003-03-10,1274480000.0,4949000000.0,0.2575227318650232
2003-03-11,1265580000.0,4949000000.0,0.25572438876540715
2003-03-12,1237100000.0,4949000000.0,0.24996969084663567
2003-03-13,1233540000.0,4949000000.0,0.24925035360678924
2003-03-14,1239770000.0,4949000000.0,0.25050919377652053
2003-03-17,1283380000.0,4949000000.0,0.2593210749646393
2003-03-18,1292280000.0,4949000000.0,0.2611194180642554
2003-03-19,1311860000.0,4949000000.0,0.2650757728834108
2003-03-20,1313640000.0,4949000000.0,0.265435441503334
2003-03-21,1312750000.0,4949000000.0,0.2652556071933724
2003-03-24,1298510000.0,4949000000.0,0.26237825823398664
2003-03-25,1310970000.0,4949000000.0,0.2648959385734492
2003-03-26,1310970000.0,0.0,inf
2003-03-27,1324320000.0,0.0,inf
2003-03-28,1332330000.0,0.0,inf
2003-03-31,1312750000.0,0.0,inf
2003-04-01,1353.69,0.0,inf
2003-04-02,1348.3500000000001,0.0,inf
2003-04-03,1337.6699999999998,0.0,inf
2003-04-04,1343.8999999999999,0.0,inf
2003-04-07,1337.6699999999998,0.0,inf
2003-04-08,1310.0800000000002,0.0,inf
2003-04-09,1299.3999999999999,0.0,inf
2003-04-10,1305.6299999999999,0.0,inf
2003-04-11,1299.3999999999999,0.0,inf
2003-04-14,1310.0800000000002,0.0,inf
2003-04-15,1325.21,0.0,inf
2003-04-16,1318.0900000000001,0.0,inf
2003-04-17,1342.1200000000001,0.0,inf
2003-04-21,1346.5700000000002,0.0,inf
2003-04-22,1360.81,0.0,inf
2003-04-23,1340.3400000000001,0.0,inf
2003-04-24,1336.78,0.0,inf
2003-04-25,1330.55,0.0,inf
2003-04-28,1339.45,0.0,inf
2003-04-29,1329.6599999999999,0.0,inf
2003-04-30,1339.45,0.0,inf
2003-05-01,1339.45,0.0,inf
2003-05-02,1356.3600000000001,0.0,inf
2003-05-05,1350.1299999999999,0.0,inf
2003-05-06,1354.5800000000002,0.0,inf
2003-05-07,1357.25,0.0,inf
2003-05-08,1349.24,0.0,inf
2003-05-09,1359.03,0.0,inf
2003-05-12,1368.8200000000002,0.0,inf
2003-05-13,1383.06,0.0,inf
2003-05-14,1387.51,4386000000.0,3.163497492020064e-07
2003-05-15,1395.52,4386000000.0,3.181760145918833e-07
2003-05-16,1413.3200000000002,4386000000.0,3.2223438212494303e-07
2003-05-19,1394.6299999999999,4386000000.0,3.1797309621523027e-07
2003-05-20,1368.8200000000002,4386000000.0,3.1208846329229367e-07
2003-05-21,1406.2,4386000000.0,3.206110351117191e-07
2003-05-22,1419.55,4386000000.0,3.236548107615139e-07
2003-05-23,1445.36,4386000000.0,3.295394436844505e-07
2003-05-27,1470.28,4386000000.0,3.3522115823073413e-07
2003-05-28,1451.59,4386000000.0,3.309598723210214e-07
2003-05-29,1439.13,4386000000.0,3.281190150478796e-07
2003-05-30,1453.37,4386000000.0,3.313657090743274e-07
2003-06-02,1458.71,4386000000.0,3.3258321933424535e-07
2003-06-03,1453.37,4386000000.0,3.313657090743274e-07
2003-06-04,1456.93,4386000000.0,3.321773825809394e-07
2003-06-05,1454.26,4386000000.0,3.315686274509804e-07
2003-06-06,1449.81,4386000000.0,3.3055403556771545e-07
2003-06-09,1444.47,4386000000.0,3.2933652530779754e-07
2003-06-10,1456.93,4386000000.0,3.321773825809394e-07
2003-06-11,1514.78,4386000000.0,3.453670770633835e-07
2003-06-12,1499.65,4386000000.0,3.419174646602827e-07
2003-06-13,1472.95,4386000000.0,3.358299133606931e-07
2003-06-16,1473.84,4386000000.0,3.3603283173734607e-07
2003-06-17,1462.27,4386000000.0,3.333948928408573e-07
2003-06-18,1458.71,4386000000.0,3.3258321933424535e-07
2003-06-19,1452.48,4386000000.0,3.3116279069767443e-07
2003-06-20,1483.63,4386000000.0,3.38264933880529e-07
2003-06-23,1481.85,4386000000.0,3.3785909712722296e-07
2003-06-24,1488.08,4386000000.0,3.392795257637939e-07
2003-06-25,1490.75,4386000000.0,3.3988828089375287e-07
2003-06-26,1472.06,4386000000.0,3.356269949840401e-07
2003-06-27,1462.27,4386000000.0,3.333948928408573e-07
2003-06-30,1458.71,4386000000.0,3.3258321933424535e-07
2003-07-01,1469.39,4386000000.0,3.3501823985408117e-07
2003-07-02,1453.37,4386000000.0,3.313657090743274e-07
2003-07-03,1437.35,4386000000.0,3.277131782945736e-07
2003-07-07,1433.79,4386000000.0,3.2690150478796166e-07
2003-07-08,1432.01,4386000000.0,3.2649566803465575e-07
2003-07-09,1455.15,4386000000.0,3.317715458276334e-07
2003-07-10,1434.68,4386000000.0,3.271044231646147e-07
2003-07-11,1424.0,4386000000.0,3.2466940264477885e-07
2003-07-14,1409.76,4386000000.0,3.2142270861833104e-07
2003-07-15,1414.21,4386000000.0,3.22437300501596e-07
2003-07-16,1418.6599999999999,4386000000.0,3.234518923848609e-07
2003-07-17,1427.56,4386000000.0,3.254810761513908e-07
2003-07-18,1445.36,4386000000.0,3.295394436844505e-07
2003-07-21,1446.25,4386000000.0,3.297423620611035e-07
2003-07-22,1448.92,4386000000.0,3.303511171910625e-07
2003-07-23,1453.37,4386000000.0,3.313657090743274e-07
2003-07-24,1448.03,4386000000.0,3.301481988144095e-07
2003-07-25,1427.56,4386000000.0,3.254810761513908e-07
2003-07-28,1399.97,4386000000.0,3.1919060647514823e-07
2003-07-29,1417.77,4386000000.0,3.2324897400820793e-07
2003-07-30,1407.98,4386000000.0,3.2101687186502507e-07
2003-07-31,1393.74,4386000000.0,3.177701778385773e-07
2003-08-01,1375.94,4386000000.0,3.1371181030551755e-07
2003-08-04,1358.1399999999999,4386000000.0,3.096534427724578e-07
2003-08-05,1344.79,4386000000.0,3.06609667122663e-07
2003-08-06,1359.03,4386000000.0,3.098563611491108e-07
2003-08-07,1399.97,4386000000.0,3.1919060647514823e-07
2003-08-08,1402.6399999999999,4386000000.0,3.197993616051071e-07
2003-08-11,1394.6299999999999,4386000000.0,3.1797309621523027e-07
2003-08-12,1393.74,4386000000.0,3.177701778385773e-07
2003-08-13,1397.3,4386000000.0,3.1858185134518925e-07
2003-08-14,1391.96,4573000000.0,3.0438661710037176e-07
2003-08-15,1386.6200000000001,4573000000.0,3.032188935053576e-07
2003-08-18,1383.06,4573000000.0,3.024404111086814e-07
2003-08-19,1366.1499999999999,4573000000.0,2.9874261972446967e-07
2003-08-20,1379.5,4573000000.0,3.016619287120052e-07
2003-08-21,1392.8500000000001,4573000000.0,3.045812376995408e-07
2003-08-22,1374.1599999999999,4573000000.0,3.00494205116991e-07
2003-08-25,1397.3,4573000000.0,3.0555434069538594e-07
2003-08-26,1373.27,4573000000.0,3.00299584517822e-07
2003-08-27,1378.6100000000001,4573000000.0,3.0146730811283626e-07
2003-08-28,1391.96,4573000000.0,3.0438661710037176e-07
2003-08-29,1399.0800000000002,4573000000.0,3.0594358189372407e-07
2003-09-02,1422.22,4573000000.0,3.1100371747211896e-07
2003-09-03,1432.9,4573000000.0,3.133391646621474e-07
2003-09-04,1428.45,4573000000.0,3.123660616663022e-07
2003-09-05,1437.35,4573000000.0,3.1431226765799254e-07
2003-09-08,1459.6,4573000000.0,3.191777826372184e-07
2003-09-09,1473.84,4573000000.0,3.2229171222392303e-07
2003-09-10,1454.26,4573000000.0,3.1801005904220424e-07
2003-09-11,1443.58,4573000000.0,3.156746118521758e-07
2003-09-12,1449.81,4573000000.0,3.170369560463591e-07
2003-09-15,1444.47,4573000000.0,3.1586923245134484e-07
2003-09-16,1452.48,4573000000.0,3.1762081784386616e-07
2003-09-17,1430.23,4573000000.0,3.127553028646403e-07
2003-09-18,1435.57,4573000000.0,3.1392302645965446e-07
2003-09-19,1458.71,4573000000.0,3.189831620380494e-07
2003-09-22,1450.7,4573000000.0,3.172315766455281e-07
2003-09-23,1464.94,4573000000.0,3.203455062322327e-07
2003-09-24,1491.64,4573000000.0,3.2618412420730375e-07
2003-09-25,1480.96,4573000000.0,3.2384867701727534e-07
2003-09-26,1471.17,4573000000.0,3.2170785042641594e-07
2003-09-29,1477.4,4573000000.0,3.230701946205992e-07
2003-09-30,1486.3,4573000000.0,3.250164006122895e-07
2003-10-01,2107953922.4799998,4573000000.0,0.4609564667570522
2003-10-02,2135105553.8000002,4573000000.0,0.46689384513448506
2003-10-03,2168428010.42,4573000000.0,0.4741806276886071
2003-10-06,2172130505.6000004,4573000000.0,0.4749902701946207
2003-10-07,2170896340.54,4573000000.0,0.47472038935928274
2003-10-08,2161023020.0600004,4573000000.0,0.47256134267658
2003-10-09,2183237991.1400003,4573000000.0,0.47741919771266134
2003-10-10,2214092117.6400003,4573000000.0,0.48416621859610764
2003-10-13,2215326282.7,4573000000.0,0.4844360994314454
2003-10-14,2200516301.98,4573000000.0,0.4811975294073912
2003-10-15,2184472156.2,4573000000.0,0.4776890785479991
2003-10-16,2198047971.8599997,4573000000.0,0.4806577677367154
2003-10-17,2179535495.96,4573000000.0,0.4766095552066477
2003-10-20,2170896340.54,4573000000.0,0.47472038935928274
2003-10-21,2168428010.42,4573000000.0,0.4741806276886071
2003-10-22,2168428010.42,4573000000.0,0.4741806276886071
2003-10-23,2177067165.84,4573000000.0,0.47606979353597206
2003-10-24,2174598835.7200003,4573000000.0,0.47553003186529635
2003-10-27,2186940486.3199997,4573000000.0,0.4782288402186748
2003-10-28,2205452962.2200003,4573000000.0,0.48227705274874266
2003-10-29,2228902098.3599997,4573000000.0,0.48740478862016173
2003-10-30,2156086359.8199997,4573000000.0,0.4714818193352284
2003-10-31,2123998068.26,4573000000.0,0.4644649176164444
2003-11-03,2089441446.58,4573000000.0,0.45690825422698444
2003-11-04,2077099795.9799998,4573000000.0,0.4542094458736059
2003-11-05,2056118989.96,4573000000.0,0.4496214716728625
2003-11-06,2052416494.78,4573000000.0,0.44881182916684886
2003-11-07,2056118989.96,4573000000.0,0.4496214716728625
