date,close price,CBOE_SHE,CBOE_TA,CBOE_TL,market cap,PB Ratio
2010-06-11,,0.0,585499000.0,23407000.0,,
2010-06-15,32.490002,0.0,585499000.0,23407000.0,,
2010-06-16,32.07,0.0,585499000.0,23407000.0,,
2010-06-17,31.5,0.0,585499000.0,23407000.0,,
2010-06-18,31.01,0.0,585499000.0,23407000.0,,
2010-06-21,32.040001,0.0,585499000.0,23407000.0,,
2010-06-22,32.689999,0.0,585499000.0,23407000.0,,
2010-06-23,33.48,0.0,585499000.0,23407000.0,,
2010-06-24,33.290001,0.0,585499000.0,23407000.0,,
2010-06-25,32.07,0.0,585499000.0,23407000.0,,
2010-06-28,32.779999,0.0,585499000.0,23407000.0,,
2010-06-29,31.76,0.0,585499000.0,23407000.0,,
2010-06-30,32.549999,0.0,585499000.0,23407000.0,3094365654.935,inf
2010-07-01,30.309999,0.0,585499000.0,23407000.0,2881420054.935,inf
2010-07-02,30.860001,0.0,585499000.0,23407000.0,2933705995.065,inf
2010-07-06,29.799999,0.0,585499000.0,23407000.0,2832936904.935,inf
2010-07-07,29.23,0.0,585499000.0,23407000.0,2778749950.0,inf
2010-07-08,29.01,0.0,585499000.0,23407000.0,2757835650.0,inf
2010-07-09,28.969999,0.0,585499000.0,23407000.0,2754032954.935,inf
2010-07-12,26.799999,0.0,585499000.0,23407000.0,2547741904.935,inf
2010-07-13,27.85,0.0,585499000.0,23407000.0,2647560250.0,inf
2010-07-14,27.34,0.0,585499000.0,23407000.0,2599077100.0,inf
2010-07-15,26.5,0.0,585499000.0,23407000.0,2519222500.0,inf
2010-07-16,26.450001,0.0,585499000.0,23407000.0,2514469345.065,inf
2010-07-19,26.49,0.0,585499000.0,23407000.0,2518271850.0,inf
2010-07-20,26.08,0.0,585499000.0,23407000.0,2479295200.0,inf
2010-07-21,26.610001,0.0,585499000.0,23407000.0,2529679745.065,inf
2010-07-22,27.030001,0.0,585499000.0,23407000.0,2569607045.065,inf
2010-07-23,27.15,0.0,585499000.0,23407000.0,2581014750.0,inf
2010-07-26,26.5,0.0,585499000.0,23407000.0,2519222500.0,inf
2010-07-27,27.190001,0.0,585499000.0,23407000.0,2584817445.065,inf
2010-07-28,27.15,0.0,585499000.0,23407000.0,2581014750.0,inf
2010-07-29,26.67,0.0,585499000.0,23407000.0,2535383550.0,inf
2010-07-30,26.6,0.0,585499000.0,23407000.0,2528729000.0,inf
2010-08-02,27.540001,0.0,585499000.0,23407000.0,2618090195.065,inf
2010-08-03,27.25,0.0,585499000.0,23407000.0,2590521250.0,inf
2010-08-04,26.709999,0.0,585499000.0,23407000.0,2539186054.935,inf
2010-08-05,24.799999,0.0,585499000.0,23407000.0,2357611904.935,inf
2010-08-06,23.799999,0.0,585499000.0,23407000.0,2262546904.935,inf
2010-08-09,23.969999,0.0,585499000.0,23407000.0,2278707954.935,inf
2010-08-10,23.0,0.0,585499000.0,23407000.0,2186495000.0,inf
2010-08-11,22.950001,0.0,585499000.0,23407000.0,2181741845.065,inf
2010-08-12,23.309999,424345000.0,465128000.0,21405000.0,2215965054.935,5.222083575710801
2010-08-13,23.0,424345000.0,465128000.0,21405000.0,2186495000.0,5.152635237837138
2010-08-16,22.790001,424345000.0,465128000.0,21405000.0,2166531445.065,5.105589661867113
2010-08-17,23.120001,424345000.0,465128000.0,21405000.0,2197902895.065,5.179518776149124
