date,PKI,PKI_SHE,PB Ratio
2001-10-29,,812585000.0,
2001-12-31,4372737280.0,812585000.0,5.381267535088637
2002-01-02,4368991360.0,812585000.0,5.376657654276168
2002-01-03,4473877120.0,812585000.0,5.505734317025296
2002-01-04,4522574080.0,812585000.0,5.565662767587391
2002-01-07,4376483200.0,812585000.0,5.385877415901105
2002-01-08,4370240000.0,812585000.0,5.378194281213657
2002-01-09,4284083840.0000005,812585000.0,5.272167022526875
2002-01-10,4230392320.0000005,812585000.0,5.206092064214821
2002-01-11,4210414080.0,812585000.0,5.181506033214987
2002-01-14,4123009280.0000005,812585000.0,5.0739421475907145
2002-01-15,4124257920.0,812585000.0,5.075478774528203
2002-01-16,3976918400.0,812585000.0,4.894156795904428
2002-01-17,4004388480.0,812585000.0,4.9279625885292
2002-01-18,3905745920.0,812585000.0,4.80656906046752
2002-01-22,3847059840.0,812585000.0,4.7343475944055085
2002-01-23,3999393920.0,812585000.0,4.921816080779242
2002-01-24,3995648000.0,812585000.0,4.917206199966773
2002-01-25,3931967360.0,812585000.0,4.838838226154802
2002-01-28,3745920000.0,812585000.0,4.609880812468849
2002-01-29,3698471680.0,812585000.0,4.551488988844244
2002-01-30,3698471680.0,812585000.0,4.551488988844244
2002-01-31,3683488000.0,812585000.0,4.5330494655943685
2002-02-01,3663509760.0,812585000.0,4.5084634345945345
2002-02-04,3501186560.0,812585000.0,4.308701932720885
2002-02-05,3333868800.0,812585000.0,4.102793923097276
2002-02-06,3240220800.0,812585000.0,3.987546902785555
2002-02-07,3330122880.0,812585000.0,4.0981840422848075
2002-02-08,3305150080.0,812585000.0,4.067451503535015
2002-02-11,3308896000.0,812585000.0,4.072061384347483
2002-02-12,3273934080.0,812585000.0,4.029035830097774
2002-02-13,3246464000.0,812585000.0,3.9952300374730028
2002-02-14,3182783360.0,812585000.0,3.9168620636610325
2002-02-15,3111610880.0,812585000.0,3.829274328224124
2002-02-19,3037941120.0,812585000.0,3.738613338912237
2002-02-20,3054173440.0,812585000.0,3.758589489099602
2002-02-21,2999233280.0,812585000.0,3.690977903850059
2002-02-22,2950536320.0,812585000.0,3.6310494532879636
2002-02-25,3002979200.0,812585000.0,3.6955877846625276
2002-02-26,3044184320.0,812585000.0,3.746296473599685
2002-02-27,2953033600.0,812585000.0,3.634122707162943
2002-02-28,2871872000.0,812585000.0,3.534241956226118
2002-03-01,1966608000.0,812585000.0,2.420187426546146
2002-03-04,2024045440.0,812585000.0,2.490872265670668
2002-03-05,2092720640.0000002,812585000.0,2.5753867472325975
2002-03-06,2122688000.0,812585000.0,2.612265793732348
2002-03-07,2210092800.0,812585000.0,2.719829679356621
2002-03-08,2193860480.0,812585000.0,2.699853529169256
2002-03-11,2131428480.0,812585000.0,2.6230221822947755
2002-03-12,2160147200.0,812585000.0,2.6583646018570364
2002-03-13,2185120000.0,812585000.0,2.6890971406068287
2002-03-14,2148909440.0,812585000.0,2.64453495941963
2002-03-15,2167639040.0,812585000.0,2.667584363481974
2002-03-18,2196357760.0,812585000.0,2.7029267830442354
2002-03-19,2228822400.0,812585000.0,2.7428790834189654
2002-03-20,2251297920.0,812585000.0,2.7705383682937783
2002-03-21,2217584640.0,812585000.0,2.7290494409815587
2002-03-22,2203849600.0,812585000.0,2.712146544669173
2002-03-25,2166390400.0,812585000.0,2.666047736544485
2002-03-26,2203849600.0,812585000.0,2.712146544669173
2002-03-27,2243806080.0,812585000.0,2.7613186066688407
2002-03-28,2309984000.0,1363557000.0,1.6940868625220655
2002-04-01,2322823800.0,1363557000.0,1.7035032638899583
2002-04-02,2269124110.0,1363557000.0,1.664121199187126
2002-04-03,2172964200.0,1363557000.0,1.593599827509961
2002-04-04,2152982920.0,1363557000.0,1.5789460359926282
2002-04-05,2152982920.0,1363557000.0,1.5789460359926282
2002-04-08,2096785570.0,1363557000.0,1.5377322473501291
2002-04-09,2081799610.0000002,1363557000.0,1.5267419037121295
2002-04-10,2085546100.0,1363557000.0,1.5294894896216293
2002-04-11,1499844830.0,1363557000.0,1.0999502257698064
2002-04-12,1512333130.0,1363557000.0,1.1091088454681395
2002-04-15,1554793350.0,1363557000.0,1.1402481524424721
2002-04-16,1598502400.0,1363557000.0,1.172303321386638
2002-04-17,1660943900.0,1363557000.0,1.2180964198783035
2002-04-18,1653450920.0,1363557000.0,1.2126012480593038
2002-04-19,1695911140.0,1363557000.0,1.2437405550336362
2002-04-22,1668436880.0,1363557000.0,1.2235915916973035
2002-04-23,1623479000.0,1363557000.0,1.1906205607833042
2002-04-24,1610990700.0,1363557000.0,1.1814619410849712
2002-04-25,1558539840.0,1363557000.0,1.142995738351972
2002-04-26,1492351850.0,1363557000.0,1.0944550539508067
2002-04-29,1574774630.0,1363557000.0,1.1549019439598052
2002-04-30,1598502400.0,1363557000.0,1.172303321386638
2002-05-01,1546051540.0,1363557000.0,1.133837118653639
2002-05-02,1559788670.0,1363557000.0,1.1439116003218055
2002-05-03,1537309730.0,1363557000.0,1.1274260848648059
2002-05-06,1496098340.0,1363557000.0,1.0972026398603065
2002-05-07,1519826110.0,1363557000.0,1.1146040172871394
2002-05-08,1622230170.0,1363557000.0,1.189704698813471
2002-05-09,1537309730.0,1363557000.0,1.1274260848648059
2002-05-10,1542305050.0,1363557000.0,1.131089532744139
