date,SRE,SRE_SHE,PB Ratio
2002-03-19,,2692000000.0,
2004-12-31,8746272640.0,2692000000.0,3.248986864784547
2005-01-03,8655662400.0,2692000000.0,3.2153277860326894
2005-01-04,8634202080.0,2692000000.0,3.207355898959881
2005-01-05,8524516000.0,2692000000.0,3.1666106983655276
2005-01-06,8600819360.0,2692000000.0,3.1949551857355125
2005-01-07,8596050400.0,2692000000.0,3.1931836552748885
2005-01-10,8619895200.0,2692000000.0,3.2020413075780088
2005-01-11,8610357280.0,2692000000.0,3.1984982466567606
2005-01-12,8545976320.000001,2692000000.0,3.174582585438336
2005-01-13,8574590080.0,2692000000.0,3.1852117682020804
2005-01-14,8674738240.0,2692000000.0,3.2224139078751857
2005-01-18,8753426080.0,2692000000.0,3.251644160475483
2005-01-19,8708120960.0,2692000000.0,3.234814621099554
2005-01-20,8689045120.0,2692000000.0,3.227728499257058
2005-01-21,8596050400.0,2692000000.0,3.1931836552748885
2005-01-24,8636586560.0,2692000000.0,3.208241664190193
2005-01-25,8650893440.0,2692000000.0,3.2135562555720654
2005-01-26,8753426080.0,2692000000.0,3.251644160475483
2005-01-27,8810653600.0,2692000000.0,3.2729025260029716
2005-01-28,8798731200.0,2692000000.0,3.2684736998514117
2005-01-31,8875034560.0,2692000000.0,3.2968181872213966
2005-02-01,8910801760.0,2692000000.0,3.3101046656760773
2005-02-02,9001412000.0,2692000000.0,3.3437637444279344
2005-02-03,9068177440.0,2692000000.0,3.3685651708766717
2005-02-04,9278011680.0,2692000000.0,3.446512511144131
2005-02-07,9299472000.0,2692000000.0,3.454484398216939
2005-02-08,9390082240.0,2692000000.0,3.4881434769687965
2005-02-09,9421080480.0,2692000000.0,3.499658424962853
2005-02-10,9516459680.0,2692000000.0,3.5350890341753343
2005-02-11,9607069920.0,2692000000.0,3.568748112927192
2005-02-14,9657144000.0,2692000000.0,3.5873491827637443
2005-02-15,9552226880.0,2692000000.0,3.548375512630015
2005-02-16,9616607840.0,2692000000.0,3.57229117384844
2005-02-17,9537920000.0,2692000000.0,3.5430609212481428
2005-02-18,9418696000.0,2692000000.0,3.498772659732541
2005-02-22,9366237440.0,2692000000.0,3.479285824665676
2005-02-23,9454463200.0,4865000000.0,1.94336345323741
2005-02-24,9437771840.0,4865000000.0,1.9399325467625899
2005-02-25,9452078720.0,4865000000.0,1.9428733237410072
2005-02-28,9537920000.0,4865000000.0,1.9605179856115107
