date,DD,DD_SHE,PB Ratio
2017-10-02,160177563000.0,,
2017-10-03,160033734000.0,,
2017-10-04,160241487000.0,,
2017-10-05,161424081000.0,,
2017-10-06,161999397000.0,,
2017-10-09,163038162000.0,,
2017-10-10,162782466000.0,,
2017-10-11,162894333000.0,,
2017-10-12,162398922000.0,,
2017-10-13,162462846000.0,,
2017-10-16,161328195000.0,,
2017-10-17,161216328000.0,,
2017-10-18,160992594000.0,,
2017-10-19,161248290000.0,,
2017-10-20,161903511000.0,,
2017-10-23,162734523000.0,,
2017-10-24,163453668000.0,,
2017-10-25,161695758000.0,,
2017-10-26,166154457000.0,,
2017-10-27,164987844000.0,,
2017-10-30,163038162000.0,,
2017-10-31,164476452000.0,,
2017-11-01,166761735000.0,,
2017-11-02,163853193000.0,,
2017-11-03,161855568000.0,,
2017-11-06,159762057000.0,102946000000.0,1.551901550327356
2017-11-07,161807625000.0,102946000000.0,1.5717718512618266
2017-11-08,161056518000.0,102946000000.0,1.5644757251374508
2017-11-09,159746076000.0,102946000000.0,1.5517463136013054
2017-11-10,159154779000.0,102946000000.0,1.5460025547374352
2017-11-13,160257468000.0,102946000000.0,1.5567138888349232
2017-11-14,155958579000.0,102946000000.0,1.514955209527325
2017-11-15,156869496000.0,102946000000.0,1.5238037029122065
2017-11-16,160768860000.0,102946000000.0,1.5616814640685408
2017-11-17,160896708000.0,102946000000.0,1.5629233578769453
2017-11-20,161152404000.0,102946000000.0,1.565407145493754
2017-11-21,162079302000.0,102946000000.0,1.574410875604686
2017-11-22,160577088000.0,102946000000.0,1.5598186233559341
2017-11-24,161855568000.0,102946000000.0,1.5722375614399782
2017-11-27,159506361000.0,102946000000.0,1.5494177627105472
2017-11-28,161695758000.0,102946000000.0,1.5706851941794728
2017-11-29,163261896000.0,102946000000.0,1.5858983933324267
2017-11-30,163677402000.0,102946000000.0,1.5899345482097411
2017-12-01,161519967000.0,102946000000.0,1.5689775901929166
2017-12-04,164060946000.0,102946000000.0,1.5936602296349542
2017-12-05,162718542000.0,102946000000.0,1.580620344646708
2017-12-06,161679777000.0,102946000000.0,1.5705299574534222
2017-12-07,162334998000.0,102946000000.0,1.5768946632214949
2017-12-08,160880727000.0,102946000000.0,1.5627681211508946
2017-12-11,161056518000.0,102946000000.0,1.5644757251374508
2017-12-12,161008575000.0,102946000000.0,1.564010014959299
2017-12-13,160497183000.0,102946000000.0,1.5590424397256815
2017-12-14,159937848000.0,102946000000.0,1.553609154313912
2017-12-15,159218703000.0,102946000000.0,1.5466235016416374
2017-12-18,162382941000.0,102946000000.0,1.5773603733996464
2017-12-19,162446865000.0,102946000000.0,1.5779813203038486
2017-12-20,162111264000.0,102946000000.0,1.574721349056787
2017-12-21,162942276000.0,102946000000.0,1.5827936588114158
2017-12-22,164013003000.0,102946000000.0,1.5931945194568027
2017-12-26,162494808000.0,102946000000.0,1.5784470304820002
2017-12-27,162494808000.0,102946000000.0,1.5784470304820002
2017-12-28,162654618000.0,102946000000.0,1.5799993977425058
2017-12-29,161999397000.0,102946000000.0,1.5736346919744333
2018-01-02,238868919000.0,102946000000.0,2.320332203291046
2018-01-03,242697171000.0,102946000000.0,2.3575191945291705
2018-01-04,247342428000.0,102946000000.0,2.402642433897383
2018-01-05,250563762000.0,102946000000.0,2.4339339265245856
2018-01-08,249700071000.0,102946000000.0,2.42554417850135
2018-01-09,250306989000.0,102946000000.0,2.4314396771122726
2018-01-10,246525423000.0,102946000000.0,2.3947061857672955
2018-01-11,249910158000.0,102946000000.0,2.4275849280205155
2018-01-12,250540419000.0,102946000000.0,2.433707176578012
2018-01-16,248999781000.0,102946000000.0,2.4187416801041324
2018-01-17,251730912000.0,102946000000.0,2.4452714238532822
2018-01-18,252594603000.0,102946000000.0,2.4536611718765178
2018-01-19,252524574000.00003,102946000000.0,2.4529809220367964
2018-01-22,253084806000.0,102946000000.0,2.4584229207545705
2018-01-23,252968091000.0,102946000000.0,2.4572891710217006
2018-01-24,252524574000.00003,102946000000.0,2.4529809220367964
2018-01-25,254648787000.0,102946000000.0,2.4736151671750237
2018-01-26,255885966000.0,102946000000.0,2.485632914343442
2018-01-29,252057714000.0,102946000000.0,2.4484459231053175
2018-01-30,249606699000.00003,102946000000.0,2.424637178715055
2018-01-31,251100650999.99997,102946000000.0,2.439149175295786
2018-02-01,244191123000.0,102946000000.0,2.3720311911099023
