date,close price,DISCK_SHE,DISCK_TA,DISCK_TL,market cap,PB Ratio
2009-01-12,7.19,5519000000.0,10445000000.0,4877000000.0,2315180000,0.4194926617140786
2009-01-13,7.4,5519000000.0,10445000000.0,4877000000.0,2382800000,0.43174488131907957
2009-01-14,7.3,5519000000.0,10445000000.0,4877000000.0,2350600000,0.4259104910309839
2009-01-15,7.24,5519000000.0,10445000000.0,4877000000.0,2331280000,0.4224098568581265
2009-01-16,7.26,5519000000.0,10445000000.0,4877000000.0,2337720000,0.4235767349157456
2009-01-20,6.71,5519000000.0,10445000000.0,4877000000.0,2160620000,0.39148758833121944
2009-01-21,7.18,5519000000.0,10445000000.0,4877000000.0,2311960000,0.4189092226852691
2009-01-22,7.2,5519000000.0,10445000000.0,4877000000.0,2318400000,0.4200761007428882
2009-01-23,7.2,5519000000.0,10445000000.0,4877000000.0,2318400000,0.4200761007428882
2009-01-26,7.1,5519000000.0,10445000000.0,4877000000.0,2286200000,0.4142417104547925
2009-01-27,7.28,5519000000.0,10445000000.0,4877000000.0,2344160000,0.4247436129733647
2009-01-28,7.3,5519000000.0,10445000000.0,4877000000.0,2350600000,0.4259104910309839
2009-01-29,7.07,5519000000.0,10445000000.0,4877000000.0,2276540000,0.4124913933683638
2009-01-30,7.19,5519000000.0,10445000000.0,4877000000.0,2315180000,0.4194926617140786
2009-02-02,7.21,5519000000.0,10445000000.0,4877000000.0,2321620000,0.4206595397716978
2009-02-03,7.09,5519000000.0,10445000000.0,4877000000.0,2282980000,0.413658271425983
2009-02-04,6.8,5519000000.0,10445000000.0,4877000000.0,2189600000,0.39673853959050553
2009-02-05,6.69,5519000000.0,10445000000.0,4877000000.0,2154180000,0.39032071027360027
2009-02-06,6.88,5519000000.0,10445000000.0,4877000000.0,2215360000,0.40140605182098205
2009-02-09,6.88,5519000000.0,10445000000.0,4877000000.0,2215360000,0.40140605182098205
2009-02-10,6.7,5519000000.0,10445000000.0,4877000000.0,2157400000,0.39090414930240985
2009-02-11,6.78,5519000000.0,10445000000.0,4877000000.0,2183160000,0.39557166153288637
2009-02-12,6.91,5519000000.0,10445000000.0,4877000000.0,2225020000,0.40315636890741074
2009-02-13,6.89,5519000000.0,10445000000.0,4877000000.0,2218580000,0.40198949084979163
2009-02-17,6.6,5519000000.0,10445000000.0,4877000000.0,2785200000,0.5046566406957782
2009-02-18,6.5,5519000000.0,10445000000.0,4877000000.0,2743000000,0.4970103279579634
2009-02-19,6.32,5519000000.0,10445000000.0,4877000000.0,2667040000,0.4832469650298967
2009-02-20,6.13,5519000000.0,10445000000.0,4877000000.0,2586860000,0.4687189708280486
2009-02-23,6.05,5519000000.0,10445000000.0,4877000000.0,2553100000,0.4626019206377967
2009-02-24,6.34,5519000000.0,10445000000.0,4877000000.0,2675480000,0.4847762275774597
2009-02-25,7.07,5519000000.0,10445000000.0,4877000000.0,2983540000,0.5405943105635079
2009-02-26,7.02,0.0,7960000000.0,5203000000.0,2962440000,inf
2009-02-27,7.34,0.0,7960000000.0,5203000000.0,3097480000,inf
2009-03-02,7.26,0.0,7960000000.0,5203000000.0,3063720000,inf
2009-03-03,7.41,0.0,7960000000.0,5203000000.0,3127020000,inf
2009-03-04,7.25,0.0,7960000000.0,5203000000.0,3059500000,inf
2009-03-05,7.13,0.0,7960000000.0,5203000000.0,3008860000,inf
2009-03-06,6.99,0.0,7960000000.0,5203000000.0,2949780000,inf
2009-03-09,6.65,0.0,7960000000.0,5203000000.0,2806300000,inf
2009-03-10,7.01,0.0,7960000000.0,5203000000.0,2958220000,inf
2009-03-11,7.13,0.0,7960000000.0,5203000000.0,3008860000,inf
2009-03-12,7.6,0.0,7960000000.0,5203000000.0,3207200000,inf
2009-03-13,7.69,0.0,7960000000.0,5203000000.0,3245180000,inf
2009-03-16,7.63,0.0,7960000000.0,5203000000.0,3219860000,inf
2009-03-17,7.63,0.0,7960000000.0,5203000000.0,3219860000,inf
2009-03-18,7.63,0.0,7960000000.0,5203000000.0,3219860000,inf
2009-03-19,7.42,0.0,7960000000.0,5203000000.0,3131240000,inf
2009-03-20,7.25,0.0,7960000000.0,5203000000.0,3059500000,inf
2009-03-23,7.59,0.0,7960000000.0,5203000000.0,3202980000,inf
2009-03-24,7.42,0.0,7960000000.0,5203000000.0,3131240000,inf
2009-03-25,7.39,0.0,7960000000.0,5203000000.0,3118580000,inf
2009-03-26,7.53,0.0,7960000000.0,5203000000.0,3177660000,inf
2009-03-27,7.4,0.0,7960000000.0,5203000000.0,3122800000,inf
2009-03-30,7.31,0.0,7960000000.0,5203000000.0,3084820000,inf
2009-03-31,7.33,0.0,7960000000.0,5203000000.0,3093260000,inf
2009-04-01,7.77,0.0,7960000000.0,5203000000.0,3278940000,inf
2009-04-02,8.18,0.0,7960000000.0,5203000000.0,3451960000,inf
2009-04-03,8.32,0.0,7960000000.0,5203000000.0,3511040000,inf
2009-04-06,8.24,0.0,7960000000.0,5203000000.0,3477280000,inf
2009-04-07,7.68,0.0,7960000000.0,5203000000.0,3240960000,inf
2009-04-08,7.83,0.0,7960000000.0,5203000000.0,3304260000,inf
2009-04-09,8.14,0.0,7960000000.0,5203000000.0,3435080000,inf
2009-04-13,8.08,0.0,7960000000.0,5203000000.0,3409760000,inf
2009-04-14,7.86,0.0,7960000000.0,5203000000.0,3316920000,inf
2009-04-15,7.91,0.0,7960000000.0,5203000000.0,3338020000,inf
2009-04-16,8.36,0.0,7960000000.0,5203000000.0,3527920000,inf
2009-04-17,8.4,0.0,7960000000.0,5203000000.0,3544800000,inf
2009-04-20,8.26,0.0,7960000000.0,5203000000.0,3485720000,inf
2009-04-21,8.42,0.0,7960000000.0,5203000000.0,3553240000,inf
2009-04-22,8.61,0.0,7960000000.0,5203000000.0,3633420000,inf
2009-04-23,8.32,0.0,7960000000.0,5203000000.0,3511040000,inf
2009-04-24,8.41,0.0,7960000000.0,5203000000.0,3549020000,inf
2009-04-27,8.53,0.0,7960000000.0,5203000000.0,3599660000,inf
2009-04-28,8.51,0.0,7960000000.0,5203000000.0,3591220000,inf
2009-04-29,9.07,0.0,7960000000.0,5203000000.0,3827540000,inf
2009-04-30,8.76,0.0,7960000000.0,5203000000.0,3696720000,inf
2009-05-01,8.65,0.0,7960000000.0,5203000000.0,3650300000,inf
2009-05-04,9.4,0.0,10475000000.0,4749000000.0,3966800000,inf
2009-05-05,9.95,0.0,10475000000.0,4749000000.0,4198900000,inf
2009-05-06,9.87,0.0,10475000000.0,4749000000.0,4165140000,inf
2009-05-07,9.48,0.0,10475000000.0,4749000000.0,4000560000,inf
2009-05-08,9.47,0.0,10475000000.0,4749000000.0,3996340000,inf
2009-05-11,9.5,0.0,10475000000.0,4749000000.0,4009000000,inf
2009-05-12,9.09,0.0,10475000000.0,4749000000.0,3835980000,inf
2009-05-13,8.96,0.0,10475000000.0,4749000000.0,3781120000,inf
2009-05-14,9.04,0.0,10475000000.0,4749000000.0,3814880000,inf
2009-05-15,9.05,0.0,10475000000.0,4749000000.0,3819100000,inf
2009-05-18,9.39,0.0,10475000000.0,4749000000.0,3971970000,inf
2009-05-19,9.64,0.0,10475000000.0,4749000000.0,4077720000,inf
2009-05-20,10.21,0.0,10475000000.0,4749000000.0,4318830000,inf
2009-05-21,10.01,0.0,10475000000.0,4749000000.0,4234230000,inf
2009-05-22,10.1,0.0,10475000000.0,4749000000.0,4272300000,inf
2009-05-26,10.13,0.0,10475000000.0,4749000000.0,4284990000,inf
2009-05-27,10.04,0.0,10475000000.0,4749000000.0,4246920000,inf
2009-05-28,10.22,0.0,10475000000.0,4749000000.0,4323060000,inf
2009-05-29,10.42,0.0,10475000000.0,4749000000.0,4407660000,inf
2009-06-01,10.4,0.0,10475000000.0,4749000000.0,4399200000,inf
2009-06-02,10.44,0.0,10475000000.0,4749000000.0,4416120000,inf
2009-06-03,10.39,0.0,10475000000.0,4749000000.0,4394970000,inf
2009-06-04,10.27,0.0,10475000000.0,4749000000.0,4344210000,inf
2009-06-05,10.5,0.0,10475000000.0,4749000000.0,4441500000,inf
2009-06-08,10.68,0.0,10475000000.0,4749000000.0,4517640000,inf
2009-06-09,10.79,0.0,10475000000.0,4749000000.0,4564170000,inf
2009-06-10,10.53,0.0,10475000000.0,4749000000.0,4454190000,inf
2009-06-11,10.33,0.0,10475000000.0,4749000000.0,4369590000,inf
2009-06-12,10.09,0.0,10475000000.0,4749000000.0,4268070000,inf
2009-06-15,9.99,0.0,10475000000.0,4749000000.0,4225770000,inf
2009-06-16,9.64,0.0,10475000000.0,4749000000.0,4077720000,inf
2009-06-17,9.62,0.0,10475000000.0,4749000000.0,4069260000,inf
2009-06-18,9.64,0.0,10475000000.0,4749000000.0,4077720000,inf
2009-06-19,9.44,0.0,10475000000.0,4749000000.0,3993120000,inf
2009-06-22,9.21,0.0,10475000000.0,4749000000.0,3895830000,inf
2009-06-23,9.14,0.0,10475000000.0,4749000000.0,3866220000,inf
2009-06-24,9.39,0.0,10475000000.0,4749000000.0,3971970000,inf
2009-06-25,9.6,0.0,10475000000.0,4749000000.0,4060800000,inf
2009-06-26,10.61,0.0,10475000000.0,4749000000.0,4488030000,inf
2009-06-29,10.17,0.0,10475000000.0,4749000000.0,4301910000,inf
2009-06-30,10.27,0.0,10475000000.0,4749000000.0,4344210000,inf
2009-07-01,10.61,0.0,10475000000.0,4749000000.0,4488030000,inf
2009-07-02,10.21,0.0,10475000000.0,4749000000.0,4318830000,inf
2009-07-06,10.06,0.0,10475000000.0,4749000000.0,4255380000,inf
2009-07-07,9.95,0.0,10475000000.0,4749000000.0,4208850000,inf
2009-07-08,9.93,0.0,10475000000.0,4749000000.0,4200390000,inf
2009-07-09,10.21,0.0,10475000000.0,4749000000.0,4318830000,inf
2009-07-10,10.23,0.0,10475000000.0,4749000000.0,4327290000,inf
2009-07-13,10.21,0.0,10475000000.0,4749000000.0,4318830000,inf
2009-07-14,10.49,0.0,10475000000.0,4749000000.0,4437270000,inf
2009-07-15,10.8,0.0,10475000000.0,4749000000.0,4568400000,inf
2009-07-16,10.83,0.0,10475000000.0,4749000000.0,4581090000,inf
2009-07-17,10.65,0.0,10475000000.0,4749000000.0,4504950000,inf
2009-07-20,10.99,0.0,10475000000.0,4749000000.0,4648770000,inf
2009-07-21,10.95,0.0,10475000000.0,4749000000.0,4631850000,inf
2009-07-22,10.94,0.0,10475000000.0,4749000000.0,4627620000,inf
2009-07-23,11.03,0.0,10475000000.0,4749000000.0,4665690000,inf
2009-07-24,11.09,0.0,10475000000.0,4749000000.0,4691070000,inf
2009-07-27,11.04,0.0,10475000000.0,4749000000.0,4669920000,inf
2009-07-28,11.22,0.0,10475000000.0,4749000000.0,4746060000,inf
2009-07-29,11.04,0.0,10475000000.0,4749000000.0,4669920000,inf
2009-07-30,11.18,0.0,10475000000.0,4749000000.0,4729140000,inf
2009-07-31,11.2,0.0,10475000000.0,4749000000.0,4737600000,inf
2009-08-03,11.56,0.0,10475000000.0,4749000000.0,4889880000,inf
2009-08-04,11.47,0.0,10696000000.0,4729000000.0,4851810000,inf
2009-08-05,11.48,0.0,10696000000.0,4729000000.0,4856040000,inf
2009-08-06,11.48,0.0,10696000000.0,4729000000.0,4856040000,inf
2009-08-07,11.74,0.0,10696000000.0,4729000000.0,4966020000,inf
2009-08-10,11.67,0.0,10696000000.0,4729000000.0,4936410000,inf
2009-08-11,11.47,0.0,10696000000.0,4729000000.0,4851810000,inf
2009-08-12,11.59,0.0,10696000000.0,4729000000.0,4902570000,inf
2009-08-13,11.47,0.0,10696000000.0,4729000000.0,4851810000,inf
2009-08-14,11.42,0.0,10696000000.0,4729000000.0,4830660000,inf
2009-08-17,11.19,0.0,10696000000.0,4729000000.0,4744560000,inf
2009-08-18,11.34,0.0,10696000000.0,4729000000.0,4808160000,inf
2009-08-19,11.45,0.0,10696000000.0,4729000000.0,4854800000,inf
2009-08-20,11.56,0.0,10696000000.0,4729000000.0,4901440000,inf
2009-08-21,11.76,0.0,10696000000.0,4729000000.0,4986240000,inf
2009-08-24,11.83,0.0,10696000000.0,4729000000.0,5015920000,inf
2009-08-25,12.12,0.0,10696000000.0,4729000000.0,5138880000,inf
2009-08-26,12.1,0.0,10696000000.0,4729000000.0,5130400000,inf
2009-08-27,11.9,0.0,10696000000.0,4729000000.0,5045600000,inf
2009-08-28,11.71,0.0,10696000000.0,4729000000.0,4965040000,inf
2009-08-31,11.69,0.0,10696000000.0,4729000000.0,4956560000,inf
2009-09-01,11.62,0.0,10696000000.0,4729000000.0,4926880000,inf
2009-09-02,11.5,0.0,10696000000.0,4729000000.0,4876000000,inf
2009-09-03,11.59,0.0,10696000000.0,4729000000.0,4914160000,inf
2009-09-04,11.84,0.0,10696000000.0,4729000000.0,5020160000,inf
2009-09-08,12.05,0.0,10696000000.0,4729000000.0,5109200000,inf
2009-09-09,12.3,0.0,10696000000.0,4729000000.0,5215200000,inf
2009-09-10,12.83,0.0,10696000000.0,4729000000.0,5439920000,inf
2009-09-11,12.74,0.0,10696000000.0,4729000000.0,5401760000,inf
2009-09-14,12.71,0.0,10696000000.0,4729000000.0,5389040000,inf
2009-09-15,12.94,0.0,10696000000.0,4729000000.0,5486560000,inf
2009-09-16,13.23,0.0,10696000000.0,4729000000.0,5609520000,inf
2009-09-17,13.07,0.0,10696000000.0,4729000000.0,5541680000,inf
2009-09-18,13.21,0.0,10696000000.0,4729000000.0,5601040000,inf
2009-09-21,13.09,0.0,10696000000.0,4729000000.0,5550160000,inf
2009-09-22,13.18,0.0,10696000000.0,4729000000.0,5588320000,inf
2009-09-23,12.89,0.0,10696000000.0,4729000000.0,5465360000,inf
2009-09-24,12.77,0.0,10696000000.0,4729000000.0,5414480000,inf
2009-09-25,12.43,0.0,10696000000.0,4729000000.0,5270320000,inf
2009-09-28,12.73,0.0,10696000000.0,4729000000.0,5397520000,inf
2009-09-29,12.84,0.0,10696000000.0,4729000000.0,5444160000,inf
2009-09-30,13.02,0.0,10696000000.0,4729000000.0,5520480000,inf
2009-10-01,13.01,0.0,10696000000.0,4729000000.0,5516240000,inf
2009-10-02,13.05,0.0,10696000000.0,4729000000.0,5533200000,inf
2009-10-05,13.29,0.0,10696000000.0,4729000000.0,5634960000,inf
2009-10-06,13.58,0.0,10696000000.0,4729000000.0,5757920000,inf
2009-10-07,13.67,0.0,10696000000.0,4729000000.0,5796080000,inf
2009-10-08,13.99,0.0,10696000000.0,4729000000.0,5931760000,inf
2009-10-09,13.82,0.0,10696000000.0,4729000000.0,5859680000,inf
2009-10-12,13.78,0.0,10696000000.0,4729000000.0,5842720000,inf
2009-10-13,13.65,0.0,10696000000.0,4729000000.0,5787600000,inf
2009-10-14,13.73,0.0,10696000000.0,4729000000.0,5821520000,inf
2009-10-15,13.5,0.0,10696000000.0,4729000000.0,5724000000,inf
2009-10-16,13.48,0.0,10696000000.0,4729000000.0,5715520000,inf
2009-10-19,13.78,0.0,10696000000.0,4729000000.0,5842720000,inf
2009-10-20,13.73,0.0,10696000000.0,4729000000.0,5821520000,inf
2009-10-21,13.23,0.0,10696000000.0,4729000000.0,5609520000,inf
2009-10-22,13.3,0.0,10696000000.0,4729000000.0,5639200000,inf
2009-10-23,13.18,0.0,10696000000.0,4729000000.0,5588320000,inf
2009-10-26,13.15,0.0,10696000000.0,4729000000.0,5575600000,inf
2009-10-27,12.8,0.0,10696000000.0,4729000000.0,5427200000,inf
2009-10-28,12.26,0.0,10696000000.0,4729000000.0,5198240000,inf
2009-10-29,12.55,0.0,10696000000.0,4729000000.0,5321200000,inf
2009-10-30,12.01,0.0,10696000000.0,4729000000.0,5092240000,inf
2009-11-02,11.91,0.0,10696000000.0,4729000000.0,5049840000,inf
2009-11-03,12.19,0.0,10741000000.0,4650000000.0,5168560000,inf
2009-11-04,12.31,0.0,10741000000.0,4650000000.0,5219440000,inf
2009-11-05,12.84,0.0,10741000000.0,4650000000.0,5444160000,inf
2009-11-06,13.04,0.0,10741000000.0,4650000000.0,5528960000,inf
2009-11-09,13.49,0.0,10741000000.0,4650000000.0,5719760000,inf
2009-11-10,13.41,0.0,10741000000.0,4650000000.0,5685840000,inf
2009-11-11,13.39,0.0,10741000000.0,4650000000.0,5677360000,inf
2009-11-12,13.35,0.0,10741000000.0,4650000000.0,5660400000,inf
2009-11-13,13.5,0.0,10741000000.0,4650000000.0,5724000000,inf
2009-11-16,13.88,0.0,10741000000.0,4650000000.0,5899000000,inf
2009-11-17,14.08,0.0,10741000000.0,4650000000.0,5984000000,inf
2009-11-18,13.85,0.0,10741000000.0,4650000000.0,5886250000,inf
2009-11-19,13.76,0.0,10741000000.0,4650000000.0,5848000000,inf
2009-11-20,13.7,0.0,10741000000.0,4650000000.0,5822500000,inf
2009-11-23,13.86,0.0,10741000000.0,4650000000.0,5890500000,inf
2009-11-24,14.03,0.0,10741000000.0,4650000000.0,5962750000,inf
2009-11-25,13.98,0.0,10741000000.0,4650000000.0,5941500000,inf
2009-11-27,13.85,0.0,10741000000.0,4650000000.0,5886250000,inf
2009-11-30,14.02,0.0,10741000000.0,4650000000.0,5958500000,inf
2009-12-01,14.08,0.0,10741000000.0,4650000000.0,5984000000,inf
2009-12-02,14.02,0.0,10741000000.0,4650000000.0,5958500000,inf
2009-12-03,13.72,0.0,10741000000.0,4650000000.0,5831000000,inf
2009-12-04,13.73,0.0,10741000000.0,4650000000.0,5835250000,inf
2009-12-07,13.84,0.0,10741000000.0,4650000000.0,5882000000,inf
2009-12-08,13.72,0.0,10741000000.0,4650000000.0,5831000000,inf
2009-12-09,13.58,0.0,10741000000.0,4650000000.0,5771500000,inf
2009-12-10,13.91,0.0,10741000000.0,4650000000.0,5911750000,inf
2009-12-11,13.85,0.0,10741000000.0,4650000000.0,5886250000,inf
2009-12-14,13.64,0.0,10741000000.0,4650000000.0,5797000000,inf
2009-12-15,13.43,0.0,10741000000.0,4650000000.0,5707750000,inf
2009-12-16,13.43,0.0,10741000000.0,4650000000.0,5707750000,inf
2009-12-17,13.58,0.0,10741000000.0,4650000000.0,5771500000,inf
2009-12-18,13.55,0.0,10741000000.0,4650000000.0,5758750000,inf
2009-12-21,13.66,0.0,10741000000.0,4650000000.0,5805500000,inf
2009-12-22,13.67,0.0,10741000000.0,4650000000.0,5809750000,inf
2009-12-23,13.4,0.0,10741000000.0,4650000000.0,5695000000,inf
2009-12-24,13.44,0.0,10741000000.0,4650000000.0,5712000000,inf
2009-12-28,13.36,0.0,10741000000.0,4650000000.0,5678000000,inf
2009-12-29,13.3,0.0,10741000000.0,4650000000.0,5652500000,inf
2009-12-30,13.15,0.0,10741000000.0,4650000000.0,5588750000,inf
2009-12-31,13.26,0.0,10741000000.0,4650000000.0,5635500000,inf
2010-01-04,13.4,0.0,10741000000.0,4650000000.0,5695000000,inf
2010-01-05,13.99,0.0,10741000000.0,4650000000.0,5945750000,inf
2010-01-06,14.13,0.0,10741000000.0,4650000000.0,6005250000,inf
2010-01-07,14.26,0.0,10741000000.0,4650000000.0,6060500000,inf
2010-01-08,14.46,0.0,10741000000.0,4650000000.0,6145500000,inf
2010-01-11,14.37,0.0,10741000000.0,4650000000.0,6107250000,inf
2010-01-12,13.98,0.0,10741000000.0,4650000000.0,5941500000,inf
2010-01-13,13.96,0.0,10741000000.0,4650000000.0,5933000000,inf
2010-01-14,13.9,0.0,10741000000.0,4650000000.0,5907500000,inf
2010-01-15,14.22,0.0,10741000000.0,4650000000.0,6043500000,inf
2010-01-19,14.27,0.0,10741000000.0,4650000000.0,6064750000,inf
2010-01-20,14.1,0.0,10741000000.0,4650000000.0,5992500000,inf
2010-01-21,13.95,0.0,10741000000.0,4650000000.0,5928750000,inf
2010-01-22,13.42,0.0,10741000000.0,4650000000.0,5703500000,inf
2010-01-25,13.39,0.0,10741000000.0,4650000000.0,5690750000,inf
2010-01-26,13.44,0.0,10741000000.0,4650000000.0,5712000000,inf
2010-01-27,13.2,0.0,10741000000.0,4650000000.0,5610000000,inf
2010-01-28,13.31,0.0,10741000000.0,4650000000.0,5656750000,inf
2010-01-29,13.13,0.0,10741000000.0,4650000000.0,5580250000,inf
2010-02-01,13.26,0.0,10741000000.0,4650000000.0,5635500000,inf
2010-02-02,13.25,0.0,10741000000.0,4650000000.0,5631250000,inf
2010-02-03,13.21,0.0,10741000000.0,4650000000.0,5614250000,inf
2010-02-04,12.89,0.0,10741000000.0,4650000000.0,5478250000,inf
2010-02-05,12.82,0.0,10741000000.0,4650000000.0,5448500000,inf
2010-02-08,12.87,0.0,10741000000.0,4650000000.0,5469750000,inf
2010-02-09,13.11,0.0,10741000000.0,4650000000.0,5571750000,inf
2010-02-10,12.67,0.0,10741000000.0,4650000000.0,5384750000,inf
2010-02-11,12.7,0.0,10741000000.0,4650000000.0,5397500000,inf
2010-02-12,12.85,0.0,10741000000.0,4650000000.0,5461250000,inf
2010-02-16,12.92,0.0,10741000000.0,4650000000.0,5542680000,inf
2010-02-17,13.75,0.0,10741000000.0,4650000000.0,5898750000,inf
2010-02-18,13.76,0.0,10741000000.0,4650000000.0,5903040000,inf
2010-02-19,14.01,0.0,10741000000.0,4650000000.0,6010290000,inf
2010-02-22,14.12,0.0,7960000000.0,5203000000.0,6057480000,inf
2010-02-23,14.1,0.0,7960000000.0,5203000000.0,6048900000,inf
2010-02-24,14.07,0.0,7960000000.0,5203000000.0,6036030000,inf
2010-02-25,13.66,0.0,7960000000.0,5203000000.0,5860140000,inf
2010-02-26,13.28,0.0,7960000000.0,5203000000.0,5697120000,inf
2010-03-01,13.46,0.0,7960000000.0,5203000000.0,5774340000,inf
2010-03-02,13.42,0.0,7960000000.0,5203000000.0,5757180000,inf
2010-03-03,13.38,0.0,7960000000.0,5203000000.0,5740020000,inf
2010-03-04,13.62,0.0,7960000000.0,5203000000.0,5842980000,inf
2010-03-05,13.86,0.0,7960000000.0,5203000000.0,5945940000,inf
2010-03-08,13.98,0.0,7960000000.0,5203000000.0,5997420000,inf
2010-03-09,14.1,0.0,7960000000.0,5203000000.0,6048900000,inf
2010-03-10,14.09,0.0,7960000000.0,5203000000.0,6044610000,inf
2010-03-11,14.21,0.0,7960000000.0,5203000000.0,6096090000,inf
2010-03-12,14.37,0.0,7960000000.0,5203000000.0,6164730000,inf
2010-03-15,14.33,0.0,7960000000.0,5203000000.0,6147570000,inf
