date,close price,FB_SHE,FB_TA,FB_TL,market cap,PB Ratio
,,4899000000.0,6331000000.0,1432000000.0,,
2012-05-18,38.23,4899000000.0,6331000000.0,1432000000.0,,
2012-05-21,34.03,4899000000.0,6331000000.0,1432000000.0,,
2012-05-22,31.0,4899000000.0,6331000000.0,1432000000.0,,
2012-05-23,32.0,4899000000.0,6331000000.0,1432000000.0,,
2012-05-24,33.03,4899000000.0,6331000000.0,1432000000.0,,
2012-05-25,31.91,4899000000.0,6331000000.0,1432000000.0,,
2012-05-29,28.84,4899000000.0,6331000000.0,1432000000.0,,
2012-05-30,28.19,4899000000.0,6331000000.0,1432000000.0,,
2012-05-31,29.6,4899000000.0,6331000000.0,1432000000.0,,
2012-06-01,27.72,4899000000.0,6331000000.0,1432000000.0,,
2012-06-04,26.9,4899000000.0,6331000000.0,1432000000.0,,
2012-06-05,25.87,4899000000.0,6331000000.0,1432000000.0,,
2012-06-06,26.81,4899000000.0,6331000000.0,1432000000.0,,
2012-06-07,26.31,4899000000.0,6331000000.0,1432000000.0,,
2012-06-08,27.1,4899000000.0,6331000000.0,1432000000.0,,
2012-06-11,27.01,4899000000.0,6331000000.0,1432000000.0,,
2012-06-12,27.4,4899000000.0,6331000000.0,1432000000.0,,
2012-06-13,27.27,4899000000.0,6331000000.0,1432000000.0,,
2012-06-14,28.29,4899000000.0,6331000000.0,1432000000.0,,
2012-06-15,30.01,4899000000.0,6331000000.0,1432000000.0,,
2012-06-18,31.41,4899000000.0,6331000000.0,1432000000.0,,
2012-06-19,31.91,4899000000.0,6331000000.0,1432000000.0,,
2012-06-20,31.6,4899000000.0,6331000000.0,1432000000.0,,
2012-06-21,31.84,4899000000.0,6331000000.0,1432000000.0,,
2012-06-22,33.05,4899000000.0,6331000000.0,1432000000.0,,
2012-06-25,32.06,4899000000.0,6331000000.0,1432000000.0,,
2012-06-26,33.1,4899000000.0,6331000000.0,1432000000.0,,
2012-06-27,32.23,4899000000.0,6331000000.0,1432000000.0,,
2012-06-28,31.36,4899000000.0,6331000000.0,1432000000.0,,
2012-06-29,31.1,4899000000.0,6331000000.0,1432000000.0,,
2012-07-02,30.77,4899000000.0,6331000000.0,1432000000.0,57970680000.0,11.83316595223515
2012-07-03,31.2,4899000000.0,6331000000.0,1432000000.0,58780800000.0,11.998530312308635
2012-07-05,31.47,4899000000.0,6331000000.0,1432000000.0,59289480000.0,12.102363747703613
2012-07-06,31.73,4899000000.0,6331000000.0,1432000000.0,59779320000.0,12.202351500306184
2012-07-09,32.17,4899000000.0,6331000000.0,1432000000.0,60608280000.0,12.371561543172076
2012-07-10,31.47,4899000000.0,6331000000.0,1432000000.0,59289480000.0,12.102363747703613
2012-07-11,30.97,4899000000.0,6331000000.0,1432000000.0,58347480000.0,11.910079608083283
2012-07-12,30.81,4899000000.0,6331000000.0,1432000000.0,58046040000.0,11.848548683404777
2012-07-13,30.72,4899000000.0,6331000000.0,1432000000.0,57876480000.0,11.813937538273118
2012-07-16,28.25,4899000000.0,6331000000.0,1432000000.0,53223000000.0,10.864053888548684
2012-07-17,28.09,4899000000.0,6331000000.0,1432000000.0,52921560000.0,10.802522963870178
2012-07-18,29.11,4899000000.0,6331000000.0,1432000000.0,54843240000.0,11.194782608695652
2012-07-19,29.0,4899000000.0,6331000000.0,1432000000.0,54636000000.0,11.15248009797918
2012-07-20,28.76,4899000000.0,6331000000.0,1432000000.0,54183840000.0,11.06018371096142
2012-07-23,28.75,4899000000.0,6331000000.0,1432000000.0,54165000000.0,11.056338028169014
2012-07-24,28.45,4899000000.0,6331000000.0,1432000000.0,53599800000.0,10.940967544396816
2012-07-25,29.34,4899000000.0,6331000000.0,1432000000.0,55276560000.0,11.283233312921004
2012-07-26,26.85,4899000000.0,6331000000.0,1432000000.0,50585400000.0,10.325658297611758
2012-07-27,23.71,4899000000.0,6331000000.0,1432000000.0,44669640000.0,9.11811390079608
2012-07-30,23.15,4899000000.0,6331000000.0,1432000000.0,43614600000.0,8.90275566442131
2012-07-31,21.71,13309000000.0,14928000000.0,1619000000.0,40901640000.0,3.0732316477571566
2012-08-01,20.88,13309000000.0,14928000000.0,1619000000.0,39337920000.0,2.9557382222556163
2012-08-02,20.04,13309000000.0,14928000000.0,1619000000.0,37755360000.0,2.8368292133142985
2012-08-03,21.09,13309000000.0,14928000000.0,1619000000.0,39733560000.0,2.985465474490946
2012-08-06,21.92,13309000000.0,14928000000.0,1619000000.0,41297280000.0,3.1029588999924864
2012-08-07,20.72,13309000000.0,14928000000.0,1619000000.0,39036480000.0,2.933088887219175
2012-08-08,20.72,13309000000.0,14928000000.0,1619000000.0,39036480000.0,2.933088887219175
2012-08-09,21.01,13309000000.0,14928000000.0,1619000000.0,39582840000.0,2.9741408069727253
2012-08-10,21.81,13309000000.0,14928000000.0,1619000000.0,41090040000.0,3.087387482154933
2012-08-13,21.6,13309000000.0,14928000000.0,1619000000.0,40694400000.0,3.057660229919603
2012-08-14,20.38,13309000000.0,14928000000.0,1619000000.0,38395920000.0,2.884959050266737
2012-08-15,21.2,13309000000.0,14928000000.0,1619000000.0,39940800000.0,3.0010368923284996
2012-08-16,19.87,13309000000.0,14928000000.0,1619000000.0,37435080000.0,2.8127642948380793
2012-08-17,19.05,13309000000.0,14928000000.0,1619000000.0,35890200000.0,2.6966864527763166
2012-08-20,20.01,13309000000.0,14928000000.0,1619000000.0,37698840000.0,2.832582462994966
2012-08-21,19.16,13309000000.0,14928000000.0,1619000000.0,36097440000.0,2.7122578706138705
2012-08-22,19.44,13309000000.0,14928000000.0,1619000000.0,36624960000.0,2.751894206927643
2012-08-23,19.44,13309000000.0,14928000000.0,1619000000.0,36624960000.0,2.751894206927643
2012-08-24,19.41,13309000000.0,14928000000.0,1619000000.0,36568440000.0,2.74764745660831
2012-08-27,19.15,13309000000.0,14928000000.0,1619000000.0,36078600000.0,2.710842287174093
2012-08-28,19.34,13309000000.0,14928000000.0,1619000000.0,36436560000.0,2.737738372529867
2012-08-29,19.1,13309000000.0,14928000000.0,1619000000.0,35984400000.0,2.7037643699752048
2012-08-30,19.09,13309000000.0,14928000000.0,1619000000.0,35965560000.0,2.702348786535427
2012-08-31,18.06,13309000000.0,14928000000.0,1619000000.0,34025039999.999996,2.5565436922383347
2012-09-04,17.73,13309000000.0,14928000000.0,1619000000.0,33403320000.0,2.5098294387256743
2012-09-05,18.58,13309000000.0,14928000000.0,1619000000.0,35004720000.0,2.6301540311067697
2012-09-06,18.96,13309000000.0,14928000000.0,1619000000.0,35720640000.0,2.6839462018183182
2012-09-07,18.98,13309000000.0,14928000000.0,1619000000.0,35758320000.0,2.6867773686978738
2012-09-10,18.81,13309000000.0,14928000000.0,1619000000.0,35438040000.0,2.6627124502216546
2012-09-11,19.43,13309000000.0,14928000000.0,1619000000.0,36606120000.0,2.7504786234878655
2012-09-12,20.93,13309000000.0,14928000000.0,1619000000.0,39432120000.0,2.9628161394545045
2012-09-13,20.71,13309000000.0,14928000000.0,1619000000.0,39017640000.0,2.9316733037793976
2012-09-14,22.0,13309000000.0,14928000000.0,1619000000.0,41448000000.0,3.1142835675107072
