date,close price,CXO_SHE,CXO_TA,CXO_TL,market cap,PB Ratio
,,0.0,0.0,0.0,,
2007-08-03,12.9,0.0,0.0,0.0,,
2007-08-06,12.7,0.0,0.0,0.0,,
2007-08-07,12.6,0.0,0.0,0.0,,
2007-08-08,12.88,0.0,0.0,0.0,,
2007-08-09,12.94,0.0,0.0,0.0,,
2007-08-10,12.81,0.0,0.0,0.0,,
2007-08-13,13.07,0.0,0.0,0.0,,
2007-08-14,13.01,0.0,0.0,0.0,,
2007-08-15,12.88,0.0,0.0,0.0,,
2007-08-16,12.7,0.0,0.0,0.0,,
2007-08-17,13.0,0.0,0.0,0.0,,
2007-08-20,12.75,0.0,0.0,0.0,,
2007-08-21,12.9,0.0,0.0,0.0,,
2007-08-22,12.63,0.0,0.0,0.0,,
2007-08-23,12.9,0.0,0.0,0.0,,
2007-08-24,12.99,0.0,0.0,0.0,,
2007-08-27,13.1,0.0,0.0,0.0,,
2007-08-28,12.76,0.0,0.0,0.0,,
2007-08-29,12.77,0.0,0.0,0.0,,
2007-08-30,12.54,0.0,0.0,0.0,,
2007-08-31,12.69,0.0,0.0,0.0,,
2007-09-04,13.75,0.0,0.0,0.0,,
2007-09-05,14.55,0.0,0.0,0.0,,
2007-09-06,14.5,0.0,0.0,0.0,,
2007-09-07,14.5,0.0,0.0,0.0,,
2007-09-10,14.83,593905000.0,1398928000.0,1398928000.0,,
2007-09-11,15.2,593905000.0,1398928000.0,1398928000.0,,
2007-09-12,15.22,593905000.0,1398928000.0,1398928000.0,,
2007-09-13,15.55,593905000.0,1398928000.0,1398928000.0,,
2007-09-14,15.89,593905000.0,1398928000.0,1398928000.0,,
2007-09-17,15.7,593905000.0,1398928000.0,1398928000.0,,
2007-09-18,15.4,593905000.0,1398928000.0,1398928000.0,,
2007-09-19,15.7,593905000.0,1398928000.0,1398928000.0,,
2007-09-20,15.85,593905000.0,1398928000.0,1398928000.0,,
2007-09-21,16.13,593905000.0,1398928000.0,1398928000.0,,
2007-09-24,16.17,593905000.0,1398928000.0,1398928000.0,,
2007-09-25,15.65,593905000.0,1398928000.0,1398928000.0,,
2007-09-26,16.1,593905000.0,1398928000.0,1398928000.0,,
2007-09-27,15.42,593905000.0,1398928000.0,1398928000.0,,
2007-09-28,14.81,593905000.0,1398928000.0,1398928000.0,,
2007-10-01,15.8,593905000.0,1398928000.0,1398928000.0,974438661.4000001,1.6407315334944141
2007-10-02,16.03,593905000.0,1398928000.0,1398928000.0,988623527.9900001,1.6646156001212318
2007-10-03,16.42,593905000.0,1398928000.0,1398928000.0,1012676127.8600001,1.7051146696188786
2007-10-04,16.95,593905000.0,1398928000.0,1398928000.0,1045362994.3499999,1.760151866628501
2007-10-05,17.25,593905000.0,1398928000.0,1398928000.0,1063864994.25,1.7913049970113066
2007-10-08,16.7,593905000.0,1398928000.0,1398928000.0,1029944661.0999999,1.73419092464283
2007-10-09,17.07,593905000.0,1398928000.0,1398928000.0,1052763794.3100001,1.7726131187816234
2007-10-10,17.54,593905000.0,1398928000.0,1398928000.0,1081750260.82,1.8214196897146848
2007-10-11,18.6,593905000.0,1398928000.0,1398928000.0,1147123993.8000002,1.9314940837339307
2007-10-12,18.46,593905000.0,1398928000.0,1398928000.0,1138489727.18,1.9169559562219547
2007-10-15,18.03,593905000.0,1398928000.0,1398928000.0,1111970193.99,1.8723031360066005
2007-10-16,18.82,593905000.0,1398928000.0,1398928000.0,1160692127.06,1.954339712681321
2007-10-17,18.86,593905000.0,1398928000.0,1398928000.0,1163159060.3799999,1.9584934633990283
2007-10-18,19.73,593905000.0,1398928000.0,1398928000.0,1216814860.09,2.048837541509164
2007-10-19,19.65,593905000.0,1398928000.0,1398928000.0,1211880993.4499998,2.0405300400737487
