date,close price,ISRG_SHE,ISRG_TA,ISRG_TL,market cap,PB Ratio
,,22200000.0,34500000.0,12200000.0,,
2000-06-16,6.08,22200000.0,34500000.0,12200000.0,,
2000-06-19,6.0,22200000.0,34500000.0,12200000.0,,
2000-06-20,6.25,22200000.0,34500000.0,12200000.0,,
2000-06-21,7.33,22200000.0,34500000.0,12200000.0,,
2000-06-22,6.58,22200000.0,34500000.0,12200000.0,,
2000-06-23,6.92,22200000.0,34500000.0,12200000.0,,
2000-06-26,6.67,22200000.0,34500000.0,12200000.0,,
2000-06-27,6.33,22200000.0,34500000.0,12200000.0,,
2000-06-28,6.42,22200000.0,34500000.0,12200000.0,,
2000-06-29,6.0,22200000.0,34500000.0,12200000.0,,
2000-06-30,6.29,22200000.0,34500000.0,12200000.0,,
2000-07-03,6.42,22200000.0,34500000.0,12200000.0,,
2000-07-05,6.67,22200000.0,34500000.0,12200000.0,,
2000-07-06,6.5,22200000.0,34500000.0,12200000.0,,
2000-07-07,6.83,22200000.0,34500000.0,12200000.0,,
2000-07-10,8.38,22200000.0,34500000.0,12200000.0,,
2000-07-11,8.5,22200000.0,34500000.0,12200000.0,,
2000-07-12,10.0,22200000.0,34500000.0,12200000.0,,
2000-07-13,11.17,22200000.0,34500000.0,12200000.0,,
2000-07-14,10.33,22200000.0,34500000.0,12200000.0,,
2000-07-17,10.42,22200000.0,34500000.0,12200000.0,,
2000-07-18,9.67,22200000.0,34500000.0,12200000.0,,
2000-07-19,9.33,22200000.0,34500000.0,12200000.0,,
2000-07-20,10.58,22200000.0,34500000.0,12200000.0,,
2000-07-21,11.42,22200000.0,34500000.0,12200000.0,,
2000-07-24,11.17,22200000.0,34500000.0,12200000.0,,
2000-07-25,10.75,22200000.0,34500000.0,12200000.0,,
2000-07-26,11.58,22200000.0,34500000.0,12200000.0,,
2000-07-27,11.42,22200000.0,34500000.0,12200000.0,,
2000-07-28,10.83,22200000.0,34500000.0,12200000.0,,
2000-07-31,12.58,22200000.0,34500000.0,12200000.0,,
2000-08-01,11.63,22200000.0,34500000.0,12200000.0,,
2000-08-02,11.38,22200000.0,34500000.0,12200000.0,,
2000-08-03,11.71,22200000.0,34500000.0,12200000.0,,
2000-08-04,11.38,22200000.0,34500000.0,12200000.0,,
2000-08-07,10.67,22200000.0,34500000.0,12200000.0,,
2000-08-08,10.5,22200000.0,34500000.0,12200000.0,,
2000-08-09,9.79,22200000.0,34500000.0,12200000.0,,
2000-08-10,9.83,22200000.0,34500000.0,12200000.0,,
2000-08-11,9.33,22200000.0,34500000.0,12200000.0,,
2000-08-14,9.33,91300000.0,106600000.0,15300000.0,,
2000-08-15,8.42,91300000.0,106600000.0,15300000.0,,
2000-08-16,9.13,91300000.0,106600000.0,15300000.0,,
2000-08-17,9.67,91300000.0,106600000.0,15300000.0,,
2000-08-18,9.33,91300000.0,106600000.0,15300000.0,,
2000-08-21,9.04,91300000.0,106600000.0,15300000.0,,
2000-08-22,8.83,91300000.0,106600000.0,15300000.0,,
2000-08-23,8.71,91300000.0,106600000.0,15300000.0,,
2000-08-24,8.58,91300000.0,106600000.0,15300000.0,,
2000-08-25,10.08,91300000.0,106600000.0,15300000.0,,
2000-08-28,9.58,91300000.0,106600000.0,15300000.0,,
2000-08-29,9.58,91300000.0,106600000.0,15300000.0,,
2000-08-30,10.0,91300000.0,106600000.0,15300000.0,,
2000-08-31,9.67,91300000.0,106600000.0,15300000.0,,
2000-09-01,9.25,91300000.0,106600000.0,15300000.0,,
2000-09-05,9.29,91300000.0,106600000.0,15300000.0,,
2000-09-06,9.17,91300000.0,106600000.0,15300000.0,,
2000-09-07,9.25,91300000.0,106600000.0,15300000.0,,
2000-09-08,9.33,91300000.0,106600000.0,15300000.0,,
2000-09-11,9.46,91300000.0,106600000.0,15300000.0,,
2000-09-12,9.96,91300000.0,106600000.0,15300000.0,,
2000-09-13,9.38,91300000.0,106600000.0,15300000.0,,
2000-09-14,9.71,91300000.0,106600000.0,15300000.0,,
2000-09-15,9.0,91300000.0,106600000.0,15300000.0,,
2000-09-18,8.67,91300000.0,106600000.0,15300000.0,,
2000-09-19,8.5,91300000.0,106600000.0,15300000.0,,
2000-09-20,7.75,91300000.0,106600000.0,15300000.0,,
2000-09-21,7.33,91300000.0,106600000.0,15300000.0,,
2000-09-22,7.96,91300000.0,106600000.0,15300000.0,,
2000-09-25,7.92,91300000.0,106600000.0,15300000.0,,
2000-09-26,7.92,91300000.0,106600000.0,15300000.0,,
2000-09-27,7.75,91300000.0,106600000.0,15300000.0,,
2000-09-28,7.83,91300000.0,106600000.0,15300000.0,,
2000-09-29,7.83,91300000.0,106600000.0,15300000.0,,
2000-10-02,7.88,91300000.0,106600000.0,15300000.0,,
2000-10-03,7.75,91300000.0,106600000.0,15300000.0,,
2000-10-04,7.67,91300000.0,106600000.0,15300000.0,,
2000-10-05,7.38,91300000.0,106600000.0,15300000.0,,
2000-10-06,6.92,91300000.0,106600000.0,15300000.0,,
2000-10-09,6.75,91300000.0,106600000.0,15300000.0,,
2000-10-10,6.29,91300000.0,106600000.0,15300000.0,,
2000-10-11,6.5,91300000.0,106600000.0,15300000.0,,
2000-10-12,6.5,91300000.0,106600000.0,15300000.0,,
2000-10-13,6.33,91300000.0,106600000.0,15300000.0,,
2000-10-16,6.83,91300000.0,106600000.0,15300000.0,,
2000-10-17,7.0,91300000.0,106600000.0,15300000.0,,
2000-10-18,6.33,91300000.0,106600000.0,15300000.0,,
2000-10-19,6.33,91300000.0,106600000.0,15300000.0,,
2000-10-20,6.67,91300000.0,106600000.0,15300000.0,,
2000-10-23,6.75,91300000.0,106600000.0,15300000.0,,
2000-10-24,7.0,91300000.0,106600000.0,15300000.0,,
2000-10-25,7.75,91300000.0,106600000.0,15300000.0,,
2000-10-26,8.25,91300000.0,106600000.0,15300000.0,,
