date,close price,LYV_SHE,LYV_TA,LYV_TL,market cap,PB Ratio
,,234000000.0,1892000000.0,1658000000.0,,
2005-12-21,10.85,234000000.0,1892000000.0,1658000000.0,,
2005-12-22,10.6,234000000.0,1892000000.0,1658000000.0,,
2005-12-23,11.95,234000000.0,1892000000.0,1658000000.0,,
2005-12-27,12.5,234000000.0,1892000000.0,1658000000.0,,
2005-12-28,13.3,234000000.0,1892000000.0,1658000000.0,,
2005-12-29,13.21,234000000.0,1892000000.0,1658000000.0,,
2005-12-30,13.1,234000000.0,1892000000.0,1658000000.0,,
2006-01-03,13.5,234000000.0,1892000000.0,1658000000.0,,
2006-01-04,13.0,234000000.0,1892000000.0,1658000000.0,,
2006-01-05,13.0,234000000.0,1892000000.0,1658000000.0,,
2006-01-06,12.93,234000000.0,1892000000.0,1658000000.0,,
2006-01-09,13.75,234000000.0,1892000000.0,1658000000.0,,
2006-01-10,13.65,234000000.0,1892000000.0,1658000000.0,,
2006-01-11,14.32,234000000.0,1892000000.0,1658000000.0,,
2006-01-12,14.4,234000000.0,1892000000.0,1658000000.0,,
2006-01-13,14.77,234000000.0,1892000000.0,1658000000.0,,
2006-01-17,14.87,234000000.0,1892000000.0,1658000000.0,,
2006-01-18,14.49,234000000.0,1892000000.0,1658000000.0,,
2006-01-19,15.22,234000000.0,1892000000.0,1658000000.0,,
2006-01-20,16.56,234000000.0,1892000000.0,1658000000.0,,
2006-01-23,17.59,234000000.0,1892000000.0,1658000000.0,,
2006-01-24,17.59,234000000.0,1892000000.0,1658000000.0,,
2006-01-25,16.73,234000000.0,1892000000.0,1658000000.0,,
2006-01-26,16.57,234000000.0,1892000000.0,1658000000.0,,
2006-01-27,17.05,234000000.0,1892000000.0,1658000000.0,,
2006-01-30,17.24,234000000.0,1892000000.0,1658000000.0,,
2006-01-31,17.75,234000000.0,1892000000.0,1658000000.0,,
2006-02-01,17.51,234000000.0,1892000000.0,1658000000.0,,
2006-02-02,17.4,234000000.0,1892000000.0,1658000000.0,,
2006-02-03,17.65,234000000.0,1892000000.0,1658000000.0,,
2006-02-06,17.64,234000000.0,1892000000.0,1658000000.0,,
2006-02-07,17.76,234000000.0,1892000000.0,1658000000.0,,
2006-02-08,17.87,234000000.0,1892000000.0,1658000000.0,,
2006-02-09,18.95,234000000.0,1892000000.0,1658000000.0,,
2006-02-10,19.07,234000000.0,1892000000.0,1658000000.0,,
