date,PRGO,PRGO_SHE,PB Ratio
2013-09-30,11955522000.0,,
2013-10-01,12131880000.0,,
2013-10-02,12123159000.0,,
2013-10-03,12132849000.0,,
2013-10-04,12504945000.000002,,
2013-10-07,12519479999.999998,,
2013-10-08,12420642000.0,,
2013-10-09,12444867000.0,,
2013-10-10,12581496000.0,,
2013-10-11,12557271000.0,,
2013-10-14,12689054999.999998,,
2013-10-15,12658047000.0,,
2013-10-16,12784986000.0,,
2013-10-17,12809211000.0,,
2013-10-18,12853785000.0,,
2013-10-21,12718125000.0,,
2013-10-22,12695838000.000002,,
2013-10-23,12534015000.0,,
2013-10-24,12519479999.999998,,
2013-10-25,12656109000.000002,,
2013-10-28,12675489000.0,,
2013-10-29,12655140000.0,,
2013-10-30,12463278000.0,,
2013-10-31,13361540999.999998,,
2013-11-01,13796622000.0,,
2013-11-04,13927436999.999998,-16700925.0,-833.9320726247198
2013-11-05,13808250000.0,-16700925.0,-826.79552180493
2013-11-06,14077632000.0,-16700925.0,-842.9252870724226
2013-11-07,14068911000.0,-16700925.0,-842.4031004270721
2013-11-08,14413875000.0,-16700925.0,-863.0584832876024
2013-11-11,14497209000.000002,-16700925.0,-868.0482667876182
2013-11-12,14537907000.0,-16700925.0,-870.4851377992536
2013-11-13,14603799000.0,-16700925.0,-874.4305480085684
2013-11-14,14778219000.0,-16700925.0,-884.8742809155781
2013-11-15,14838297000.0,-16700925.0,-888.4715666946591
2013-11-18,14756901000.0,-16700925.0,-883.5978246713879
2013-11-19,14749149000.0,-16700925.0,-883.1336587644098
2013-11-20,14807289000.0,-16700925.0,-886.6149030667463
2013-11-21,15019500000.0,-16700925.0,-899.3214447702748
2013-11-22,15046632000.0,-16700925.0,-900.9460254446984
2013-11-25,15159036000.0,-16700925.0,-907.6764310958824
2013-11-26,15160004999.999998,-16700925.0,-907.7344518342546
2013-11-27,15097020000.000002,-16700925.0,-903.9631038400569
2013-11-29,15105740999.999998,-16700925.0,-904.4852904854072
2013-12-02,15201672000.0,-16700925.0,-910.2293435842626
2013-12-03,15041786999.999998,-16700925.0,-900.6559217528369
2013-12-04,15008840999.999998,-16700925.0,-898.6832166481795
2013-12-05,15079578000.0,-16700925.0,-902.9187305493558
2013-12-06,15080547000.0,-16700925.0,-902.9767512877281
2013-12-09,14972019000.0,-16700925.0,-896.4784285900332
2013-12-10,14961360000.0,-16700925.0,-895.8402004679382
2013-12-11,14642559000.000002,-16700925.0,-876.7513775434595
2013-12-12,14891592000.0,-16700925.0,-891.6627073051343
2013-12-13,14711358000.0,-16700925.0,-880.870849967891
2013-12-16,14635776000.0,-16700925.0,-876.3452323748535
2013-12-17,14849925000.0,-16700925.0,-889.1678155551265
2013-12-18,15084422999.999998,-16700925.0,-903.2088342412171
2013-12-19,14645465999.999998,-16700925.0,-876.9254397585761
2013-12-20,14753994000.0,-16700925.0,-883.4237624562711
2013-12-23,14709420000.000002,-16700925.0,-880.7548084911466
2013-12-24,14690040000.0,-16700925.0,-879.5943937237009
2013-12-26,14745272999.999998,-16700925.0,-882.9015758109206
2013-12-27,14740428000.0,-16700925.0,-882.6114721190593
2013-12-30,16750234000.000002,-16700925.0,-1002.9524711954579
2013-12-31,16788524000.0,-16700925.0,-1005.2451585765459
2014-01-02,16749140000.0,-16700925.0,-1002.8869658417124
2014-01-03,16872761999.999998,-16700925.0,-1010.2890708149398
2014-01-06,16730542000.0,-16700925.0,-1001.7733748280409
2014-01-07,16911052000.000002,-16700925.0,-1012.5817581960282
2014-01-08,17288482000.0,-16700925.0,-1035.181105238183
2014-01-09,17389130000.0,-16700925.0,-1041.2075977827576
2014-01-10,17689980000.0,-16700925.0,-1059.221570062736
2014-01-13,17600272000.0,-16700925.0,-1053.8501310556153
2014-01-14,17286294000.0,-16700925.0,-1035.0500945306921
2014-01-15,17252380000.0,-16700925.0,-1033.0194285645855
2014-01-16,17193304000.0,-16700925.0,-1029.4821394623352
2014-01-17,17069682000.0,-16700925.0,-1022.0800344891077
2014-01-21,16979974000.0,-16700925.0,-1016.7085954819868
2014-01-22,17183458000.0,-16700925.0,-1028.8925912786267
2014-01-23,16974504000.0,-16700925.0,-1016.3810687132599
2014-01-24,16715226000.0,-16700925.0,-1000.8562998756057
2014-01-27,16773208000.0,-16700925.0,-1004.3280836241106
2014-01-28,17181270000.0,-16700925.0,-1028.761580571136
2014-01-29,16812592000.0,-16700925.0,-1006.6862763589442
2014-01-30,17055460000.0,-16700925.0,-1021.2284648904177
2014-01-31,17029204000.0,-16700925.0,-1019.6563364005287
2014-02-03,16636458000.0,-16700925.0,-996.1399144059386
2014-02-04,17043426000.0,-16700925.0,-1020.5079059992186
2014-02-05,16768832000.0,-16700925.0,-1004.0660622091291
2014-02-06,16026006000.000002,8500500000.0,1.8853015704958533
2014-02-07,15943956000.000002,8500500000.0,1.8756491971060527
2014-02-10,16116808000.0,8500500000.0,1.8959835303805659
2014-02-11,16172602000.000002,8500500000.0,1.9025471442856305
2014-02-12,16286378000.0,8500500000.0,1.915931768719487
2014-02-13,16493143999.999998,8500500000.0,1.9402557496617843
2014-02-14,16331232000.0,8500500000.0,1.9212083995059115
2014-02-18,17081715999.999998,8500500000.0,2.0094954414446207
2014-02-19,16926368000.0,8500500000.0,1.9912202811599318
2014-02-20,17616682000.0,8500500000.0,2.0724289159461207
2014-02-21,17401164000.0,8500500000.0,2.047075348508911
2014-02-24,17559794000.0,8500500000.0,2.065736603729192
2014-02-25,17629810000.0,8500500000.0,2.073973295688489
2014-02-26,17827824000.0,8500500000.0,2.097267690135874
2014-02-27,18195408000.0,8500500000.0,2.140510322922181
2014-02-28,17989736000.0,8500500000.0,2.1163150402917474
2014-03-03,18045530000.0,8500500000.0,2.122878654196812
2014-03-04,18335440000.0,8500500000.0,2.1569837068407742
2014-03-05,18264330000.0,8500500000.0,2.1486183165696136
2014-03-06,17929566000.0,8500500000.0,2.109236633139227
2014-03-07,17994112000.0,8500500000.0,2.1168298335392035
2014-03-10,18086008000.0,8500500000.0,2.12764049173578
2014-03-11,17931754000.0,8500500000.0,2.109494029762955
2014-03-12,18143990000.0,8500500000.0,2.1344615022645725
2014-03-13,17812508000.0,8500500000.0,2.0954659137697784
2014-03-14,18104606000.0,8500500000.0,2.1298283630374684
2014-03-17,18067410000.0,8500500000.0,2.125452620434092
2014-03-18,18322312000.0,8500500000.0,2.155439327098406
2014-03-19,18177904000.0,8500500000.0,2.138451149932357
2014-03-20,17941600000.0,8500500000.0,2.110652314569731
2014-03-21,17395694000.0,8500500000.0,2.0464318569495914
2014-03-24,17059836000.0,8500500000.0,2.0069214752073408
2014-03-25,17290670000.0,8500500000.0,2.0340768190106466
2014-03-26,17017170000.000002,8500500000.0,2.0019022410446445
2014-03-27,16853070000.000002,8500500000.0,1.9825974942650435
2014-03-28,16755704000.0,8500500000.0,1.9711433445091464
2014-03-31,17878696000.0,8500500000.0,2.1032522792776898
2014-04-01,18016260000.0,8500500000.0,2.119435327333686
2014-04-02,18172320000.0,8500500000.0,2.137794247397212
2014-04-03,17660212000.0,8500500000.0,2.0775497911887535
2014-04-04,17459068000.0,8500500000.0,2.053887183106876
2014-04-07,16992044000.000002,8500500000.0,1.9989464149167697
2014-04-08,17140012000.000002,8500500000.0,2.0163533909770015
2014-04-09,17300696000.0,8500500000.0,2.035256279042409
2014-04-10,16675300000.0,8500500000.0,1.961684606787836
2014-04-11,16192092000.0,8500500000.0,1.9048399505911418
2014-04-14,16239487999.999998,8500500000.0,1.9104156226104345
2014-04-15,16283416000.000002,8500500000.0,1.9155833186283162
2014-04-16,16567792000.0,8500500000.0,1.949037350744074
2014-04-17,16414044000.000002,8500500000.0,1.9309504146814895
2014-04-21,16779340000.0,8500500000.0,1.9739238868301865
2014-04-22,17519180000.0,8500500000.0,2.0609587671313454
2014-04-23,17331908000.0,8500500000.0,2.0389280630551143
2014-04-24,17074119999.999998,8500500000.0,2.008601846950179
2014-04-25,16958519999.999998,8500500000.0,1.995002646903123
2014-04-28,16997824000.0,8500500000.0,1.9996263749191223
2014-04-29,16841764000.0,8500500000.0,1.9812674548555966
2014-04-30,16745816000.000002,8500500000.0,1.9699801188165404
2014-05-01,16879912000.000002,8500500000.0,1.9857551908711255
2014-05-02,16794368000.0,8500500000.0,1.9756917828363036
2014-05-05,16854480000.000002,8500500000.0,1.9827633668607731
2014-05-06,16529644000.000002,8500500000.0,1.9445496147285457
2014-05-07,15091580000.000002,8558100000.0,1.7634264614809365
2014-05-08,14666172000.0,8558100000.0,1.7137182318505275
2014-05-09,14971355999.999998,8558100000.0,1.7493784835419075
2014-05-12,15122792000.0,8558100000.0,1.7670735326766456
2014-05-13,15179436000.0,8558100000.0,1.773692291513303
2014-05-14,15173655999.999998,8558100000.0,1.773016907958542
2014-05-15,15301972000.0,8558100000.0,1.7880104228742362
2014-05-16,15351680000.000002,8558100000.0,1.7938187214451808
2014-05-19,15394451999.999998,8558100000.0,1.7988165597504118
2014-05-20,15363240000.0,8558100000.0,1.7951694885547025
2014-05-21,15390983999.999998,8558100000.0,1.798411329617555
2014-05-22,15817548000.000002,8558100000.0,1.8482546359589163
2014-05-23,16025628000.0,8558100000.0,1.8725684439303116
2014-05-27,15703104000.0,8558100000.0,1.8348820415746485
2014-05-28,15804832000.0,8558100000.0,1.846768792138442
2014-05-29,16045280000.000002,8558100000.0,1.8748647480164993
2014-05-30,15975919999.999998,8558100000.0,1.866760145359367
2014-06-02,16029096000.0,8558100000.0,1.8729736740631682
2014-06-03,15896155999.999998,8558100000.0,1.8574398523036653
2014-06-04,15784024000.0,8558100000.0,1.8443374113413025
2014-06-05,16107704000.0,8558100000.0,1.8821588904079176
2014-06-06,16062619999.999998,8558100000.0,1.8768908986807817
2014-06-09,16187468000.0,8558100000.0,1.8914791834636193
2014-06-10,16115796000.0,8558100000.0,1.883104427384583
2014-06-11,16319251999.999998,8558100000.0,1.9068779285121695
2014-06-12,16493808000.0,8558100000.0,1.9272745118659516
2014-06-13,16229083999.999998,8558100000.0,1.8963419450578982
2014-06-16,16378208000.0,8558100000.0,1.9137668407707318
2014-06-17,16357400000.0,8558100000.0,1.9113354599735923
2014-06-18,16602472000.0,8558100000.0,1.939971722695458
2014-06-19,16399016000.000002,8558100000.0,1.9161982215678717
2014-06-20,16635996000.0,8558100000.0,1.9438889473130718
2014-06-23,16681080000.000002,8558100000.0,1.9491569390402077
2014-06-24,16762000000.0,8558100000.0,1.9586123088068614
2014-06-25,17101864000.0,8558100000.0,1.9983248618268072
2014-06-26,17212840000.0,8558100000.0,2.0112922260782184
2014-06-27,16874132000.0,8558100000.0,1.9717147497692245
2014-06-30,19590144000.0,8558100000.0,2.289076313667753
2014-07-01,20216448000.0,8558100000.0,2.362258912609107
2014-07-02,20604864000.0,8558100000.0,2.4076446874890456
2014-07-03,20604864000.0,8558100000.0,2.4076446874890456
2014-07-07,20314560000.0,8558100000.0,2.3737231394818945
2014-07-08,20004096000.0,8558100000.0,2.337445928418691
2014-07-09,19899264000.0,8558100000.0,2.32519648052722
2014-07-10,19793088000.0,8558100000.0,2.312789988432012
2014-07-11,19642560000.0,8558100000.0,2.295201037613489
2014-07-14,21349440000.0,8558100000.0,2.494647176359239
2014-07-15,20622336000.0,8558100000.0,2.409686262137624
2014-07-16,20879040000.0,8558100000.0,2.439681705051355
2014-07-17,20409984000.0,8558100000.0,2.3848732779472077
2014-07-18,20806464000.0,8558100000.0,2.4312013180495673
2014-07-21,20306496000.0,8558100000.0,2.3727808742594734
2014-07-22,20876352000.0,8558100000.0,2.439367616643881
2014-07-23,21138432000.0,8558100000.0,2.469991236372559
2014-07-24,21110208000.0,8558100000.0,2.4666933080940865
2014-07-25,20830656000.0,8558100000.0,2.43402811371683
2014-07-28,20676096000.0,8558100000.0,2.4159680302870963
2014-07-29,20783616000.0,8558100000.0,2.428531566586041
2014-07-30,20682816000.0,8558100000.0,2.4167532513057806
2014-07-31,20220480000.0,8558100000.0,2.3627300452203177
2014-08-01,20373696000.0,8558100000.0,2.380633084446314
2014-08-04,20161344000.0,8558100000.0,2.355820100255898
2014-08-05,19904640000.0,8558100000.0,2.3258246573421673
2014-08-06,19195008000.0,8558100000.0,2.242905317769131
2014-08-07,19025664000.0,8558100000.0,2.223117748098293
2014-08-08,19256832000.0,8558100000.0,2.250129351141024
2014-08-11,19118400000.0,8558100000.0,2.233953798156133
2014-08-12,18681600000.0,8558100000.0,2.1829144319416693
2014-08-13,18701760000.0,8558100000.0,2.1852700949977213
2014-08-14,20064576000.0,8692900000.0,2.308156771618217
2014-08-15,19962432000.0,8692900000.0,2.2964064926549255
2014-08-18,19875072000.0,8692900000.0,2.286356911962636
2014-08-19,20272896000.0,8692900000.0,2.3321211563459836
2014-08-20,20083392000.0,8692900000.0,2.3103212966904025
2014-08-21,19857600000.0,8692900000.0,2.2843469958241784
2014-08-22,20055168000.0,8692900000.0,2.3070745090821245
2014-08-25,19889856000.0,8692900000.0,2.288057610233639
2014-08-26,19907328000.0,8692900000.0,2.2900675263720967
2014-08-27,20001408000.0,8692900000.0,2.3008901517330234
2014-08-28,20164032000.0,8692900000.0,2.319597832714054
2014-08-29,19990656000.0,8692900000.0,2.2996532802632035
2014-09-02,20018880000.0,8692900000.0,2.3029000678714815
2014-09-03,20151936000.0,8692900000.0,2.318206352310506
2014-09-04,19631808000.0,8692900000.0,2.2583726949579543
2014-09-05,19658688000.0,8692900000.0,2.2614648736325047
2014-09-08,19465152000.0,8692900000.0,2.239201187175741
2014-09-09,19243392000.0,8692900000.0,2.2136907131106995
2014-09-10,19607616000.0,8692900000.0,2.255589734150859
2014-09-11,19508160000.0,8692900000.0,2.244148673055022
2014-09-12,19420800000.0,8692900000.0,2.2340990923627326
2014-09-15,19310592000.0,8692900000.0,2.221421159797076
2014-09-16,19522944000.0,8692900000.0,2.245849371326025
2014-09-17,19622400000.0,8692900000.0,2.2572904324218617
2014-09-18,19708416000.0,8692900000.0,2.267185404180423
2014-09-19,19793088000.0,8692900000.0,2.276925767005257
