date,PXD,PXD_SHE,PB Ratio
,,3935391000.0,
2006-02-17,,2217102000.0,
2007-12-31,9056734044.6,2217102000.0,4.084942435936642
2008-01-02,9143889347.65,2217102000.0,4.12425289754373
2008-01-03,9197666024.0,2217102000.0,4.148508288748104
2008-01-04,8915802065.199999,2217102000.0,4.021376583125178
2008-01-07,8784141926.55,2217102000.0,3.9619926943144694
2008-01-08,8646918683.45,2217102000.0,3.9000996271033093
2008-01-09,8832355498.45,2217102000.0,3.9837389071183917
2008-01-10,8667316733.1,2217102000.0,3.909299947904968
2008-01-11,8795268135.45,2217102000.0,3.9670110511153753
2008-01-14,8930637010.4,2217102000.0,4.028067725526385
2008-01-15,8159219860.0,2217102000.0,3.6801283206636413
2008-01-16,7769802548.5,2217102000.0,3.5044858326319672
2008-01-17,7426744440.749999,2217102000.0,3.349753164604064
2008-01-18,7487938589.700001,2217102000.0,3.377354127009042
2008-01-22,7285812461.349999,2217102000.0,3.286187311792601
2008-01-23,7146734850.099999,2217102000.0,3.223457851781289
2008-01-24,7601055046.85,2217102000.0,3.4283740878182423
2008-01-25,7493501694.15,2217102000.0,3.379863305409494
2008-01-28,7625161832.799999,2217102000.0,3.4392471942202025
2008-01-29,7708608399.55,2217102000.0,3.47688487022699
2008-01-30,7736423921.8,2217102000.0,3.4894307622292526
2008-01-31,7769802548.5,2217102000.0,3.5044858326319672
2008-02-01,7931132577.55,2217102000.0,3.5772520062450894
2008-02-04,8053520875.45,2217102000.0,3.6324539310550437
2008-02-05,7697482190.65,2217102000.0,3.4718665134260847
2008-02-06,7497210430.45,2217102000.0,3.381536091009796
2008-02-07,7821724856.7,2217102000.0,3.5279048310361905
2008-02-08,8079482029.55,2217102000.0,3.6441634302571555
2008-02-11,8170346068.900001,2217102000.0,3.6851466774645463
2008-02-12,8174054805.2,2217102000.0,3.6868194630648476
2008-02-13,8192598486.7,2217102000.0,3.695183391066356
2008-02-14,8225977113.4,2217102000.0,3.710238461469071
2008-02-15,8148093651.099999,2217102000.0,3.675109963862736
2008-02-19,8346511043.15,2217102000.0,3.7646039934788744
2008-02-20,8437375082.5,2217102000.0,3.805587240686265
2008-02-21,8185181014.1,3042722000.0,2.6900850666278417
2008-02-22,8302006207.55,3042722000.0,2.7284800279322265
2008-02-25,8539365330.749999,3042722000.0,2.806488838201452
2008-02-26,8656190524.2,3042722000.0,2.8448837995058374
2008-02-27,8372472197.25,3042722000.0,2.751638893480903
2008-02-28,8646918683.45,3042722000.0,2.8418365803546957
2008-02-29,8305714943.849999,3042722000.0,2.729698915592683
2008-03-03,8398433351.349999,3042722000.0,2.7601711071040995
2008-03-04,8374326565.4,3042722000.0,2.7522483373111313
2008-03-05,8678442942.0,3042722000.0,2.852197125468577
2008-03-06,8656190524.2,3042722000.0,2.8448837995058374
