date,close price,SWKS_SHE,SWKS_TA,SWKS_TL,market cap,PB Ratio
1985-02-22,4.5,,,,,
1985-02-25,4.54,,,,,
1985-02-26,4.67,,,,,
1985-02-27,4.63,,,,,
1985-02-28,4.58,,,,,
1985-03-01,4.63,,,,,
1985-03-04,4.58,,,,,
1985-03-05,4.58,,,,,
1985-03-06,4.71,,,,,
1985-03-07,4.71,,,,,
1985-03-08,4.63,,,,,
1985-03-11,4.58,,,,,
1985-03-12,4.54,,,,,
1985-03-13,4.29,,,,,
1985-03-14,4.29,,,,,
1985-03-15,4.08,,,,,
1985-03-18,4.0,,,,,
1985-03-19,3.96,,,,,
1985-03-20,3.79,,,,,
1985-03-21,3.75,,,,,
1985-03-22,3.83,,,,,
1985-03-25,3.83,,,,,
1985-03-26,3.83,,,,,
1985-03-27,3.88,,,,,
1985-03-28,4.13,,,,,
1985-03-29,4.25,,,,,
1985-04-01,4.13,,,,,
1985-04-02,4.08,,,,,
1985-04-03,4.0,,,,,
1985-04-04,3.92,,,,,
1985-04-08,3.79,,,,,
1985-04-09,3.67,,,,,
1985-04-10,3.5,,,,,
1985-04-11,3.63,,,,,
1985-04-12,3.67,,,,,
1985-04-15,3.88,,,,,
1985-04-16,3.88,,,,,
1985-04-17,3.88,,,,,
1985-04-18,3.83,,,,,
1985-04-19,3.79,,,,,
1985-04-22,3.79,,,,,
1985-04-23,3.63,,,,,
1985-04-24,3.5,,,,,
1985-04-25,3.58,,,,,
