date,MRK,MRK_SHE,PB Ratio
2000-11-13,,5805000000.0,
2001-01-02,138031578918.0,5805000000.0,23.778049770542637
2001-01-03,132287684182.37999,5805000000.0,22.788576086542633
2001-01-04,126157894710.0,5805000000.0,21.732626134366924
2001-01-05,123649578921.06,5805000000.0,21.300530391224807
2001-01-08,123931578921.0,5805000000.0,21.34910920258398
2001-01-09,124673684184.0,5805000000.0,21.47694817984496
2001-01-10,123471473657.94,5805000000.0,21.26984903668217
2001-01-11,121156105237.37999,5805000000.0,20.870991427627906
2001-01-12,120874105237.44,5805000000.0,20.822412616268736
2001-01-16,123649578921.06,5805000000.0,21.300530391224807
2001-01-17,120592105237.5,5805000000.0,20.77383380490956
2001-01-18,123011368394.87999,5805000000.0,21.19058887078036
2001-01-19,122358315763.44,5805000000.0,21.0780905707907
2001-01-22,122165368395.06,5805000000.0,21.044852436702843
2001-01-23,118083789448.56,5805000000.0,20.34173806176744
2001-01-24,117163578922.44,5805000000.0,20.183217729963825
2001-01-25,121527157868.87999,5805000000.0,20.934910916258396
2001-01-26,122076315763.5,5805000000.0,21.029511759431525
2001-01-29,119196947343.06,5805000000.0,20.533496527658915
2001-01-30,120221052606.0,5805000000.0,20.709914316279068
2001-01-31,121972421026.68001,5805000000.0,21.011614302614987
2001-02-01,125386105236.48001,5805000000.0,21.599673598015507
2001-02-02,124629157868.22,5805000000.0,21.4692778412093
2001-02-05,125386105236.48001,5805000000.0,21.599673598015507
2001-02-06,125207999973.36,5805000000.0,21.56899224347287
2001-02-07,121482631553.09999,5805000000.0,20.927240577622737
2001-02-08,123144947342.22,5805000000.0,21.213599886687337
2001-02-09,122773894710.72,5805000000.0,21.149680398056848
2001-02-12,123159789447.48001,5805000000.0,21.21615666623256
2001-02-13,119849999974.5,5805000000.0,20.64599482764858
2001-02-14,118187684185.37999,5805000000.0,20.35963551858398
2001-02-15,115916842080.59999,5805000000.0,19.968448248165373
2001-02-16,114714631554.54001,5805000000.0,19.761349105002587
2001-02-20,115619999975.40001,5805000000.0,19.917312657260982
2001-02-21,116822210501.45999,5805000000.0,20.124411800423772
2001-02-22,115323157870.2,5805000000.0,19.866177066356588
2001-02-23,114402947344.08,5805000000.0,19.707656734552973
2001-02-26,117742421027.58,5805000000.0,20.28293213222739
2001-02-27,118603263132.65999,5805000000.0,20.431225345850127
2001-02-28,119033684185.2,5805000000.0,20.5053719526615
2001-03-01,118365789448.5,5805000000.0,20.390316873126615
2001-03-02,118959473658.90001,5805000000.0,20.492588054935403
2001-03-05,118039263132.78,5805000000.0,20.33406772313178
2001-03-06,114952105238.7,5805000000.0,19.8022575777261
2001-03-07,110425263134.40001,5805000000.0,19.02243981643411
