date,close price,C_SHE,C_TA,C_TL,market cap,PB Ratio
,,2648000000.0,19679000000.0,17031000000.0,,
1989-09-19,22.31,2648000000.0,19679000000.0,17031000000.0,,
1989-09-20,22.2,2648000000.0,19679000000.0,17031000000.0,,
1989-09-21,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-09-22,22.83,2648000000.0,19679000000.0,17031000000.0,,
1989-09-25,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-09-26,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-09-27,23.24,2648000000.0,19679000000.0,17031000000.0,,
1989-09-28,23.34,2648000000.0,19679000000.0,17031000000.0,,
1989-09-29,23.14,2648000000.0,19679000000.0,17031000000.0,,
1989-10-02,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-10-03,23.66,2648000000.0,19679000000.0,17031000000.0,,
1989-10-04,24.07,2648000000.0,19679000000.0,17031000000.0,,
1989-10-05,24.69,2648000000.0,19679000000.0,17031000000.0,,
1989-10-06,24.49,2648000000.0,19679000000.0,17031000000.0,,
1989-10-09,24.28,2648000000.0,19679000000.0,17031000000.0,,
1989-10-10,24.59,2648000000.0,19679000000.0,17031000000.0,,
1989-10-11,24.38,2648000000.0,19679000000.0,17031000000.0,,
1989-10-12,24.38,2648000000.0,19679000000.0,17031000000.0,,
1989-10-13,21.68,2648000000.0,19679000000.0,17031000000.0,,
1989-10-16,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-10-17,23.45,2648000000.0,19679000000.0,17031000000.0,,
1989-10-18,23.97,2648000000.0,19679000000.0,17031000000.0,,
1989-10-19,24.69,2648000000.0,19679000000.0,17031000000.0,,
1989-10-20,24.59,2648000000.0,19679000000.0,17031000000.0,,
1989-10-23,23.86,2648000000.0,19679000000.0,17031000000.0,,
1989-10-24,23.45,2648000000.0,19679000000.0,17031000000.0,,
1989-10-25,23.86,2648000000.0,19679000000.0,17031000000.0,,
1989-10-26,23.76,2648000000.0,19679000000.0,17031000000.0,,
1989-10-27,22.83,2648000000.0,19679000000.0,17031000000.0,,
1989-10-30,23.45,2648000000.0,19679000000.0,17031000000.0,,
1989-10-31,23.86,2648000000.0,19679000000.0,17031000000.0,,
1989-11-01,23.45,2648000000.0,19679000000.0,17031000000.0,,
1989-11-02,23.55,2648000000.0,19679000000.0,17031000000.0,,
1989-11-03,23.66,2648000000.0,19679000000.0,17031000000.0,,
1989-11-06,23.34,2648000000.0,19679000000.0,17031000000.0,,
1989-11-07,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-11-08,22.93,2648000000.0,19679000000.0,17031000000.0,,
1989-11-09,22.72,2648000000.0,19679000000.0,17031000000.0,,
1989-11-10,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-11-13,23.24,2648000000.0,19679000000.0,17031000000.0,,
1989-11-14,23.14,2648000000.0,19679000000.0,17031000000.0,,
1989-11-15,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-11-16,22.93,2648000000.0,19679000000.0,17031000000.0,,
1989-11-17,23.03,2648000000.0,19679000000.0,17031000000.0,,
1989-11-20,22.93,2648000000.0,19679000000.0,17031000000.0,,
1989-11-21,23.14,2648000000.0,19679000000.0,17031000000.0,,
1989-11-22,23.24,2648000000.0,19679000000.0,17031000000.0,,
1989-11-24,23.66,2648000000.0,19679000000.0,17031000000.0,,
1989-11-27,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-11-28,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-11-29,23.86,2648000000.0,19679000000.0,17031000000.0,,
1989-11-30,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-12-01,24.59,2648000000.0,19679000000.0,17031000000.0,,
1989-12-04,24.69,2648000000.0,19679000000.0,17031000000.0,,
1989-12-05,24.49,2648000000.0,19679000000.0,17031000000.0,,
1989-12-06,23.76,2648000000.0,19679000000.0,17031000000.0,,
1989-12-07,23.45,2648000000.0,19679000000.0,17031000000.0,,
1989-12-08,24.07,2648000000.0,19679000000.0,17031000000.0,,
1989-12-11,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-12-12,24.38,2648000000.0,19679000000.0,17031000000.0,,
1989-12-13,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-12-14,24.49,2648000000.0,19679000000.0,17031000000.0,,
1989-12-15,24.17,2648000000.0,19679000000.0,17031000000.0,,
1989-12-18,22.93,2648000000.0,19679000000.0,17031000000.0,,
1989-12-19,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-12-20,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-12-21,22.31,2648000000.0,19679000000.0,17031000000.0,,
1989-12-22,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-12-26,22.51,2648000000.0,19679000000.0,17031000000.0,,
1989-12-27,22.83,2648000000.0,19679000000.0,17031000000.0,,
1989-12-28,22.93,2648000000.0,19679000000.0,17031000000.0,,
1989-12-29,23.66,2648000000.0,19679000000.0,17031000000.0,,
1990-01-02,24.38,2648000000.0,19679000000.0,17031000000.0,,
1990-01-03,24.69,2648000000.0,19679000000.0,17031000000.0,,
1990-01-04,24.38,2648000000.0,19679000000.0,17031000000.0,,
1990-01-05,24.59,2648000000.0,19679000000.0,17031000000.0,,
1990-01-08,24.8,2648000000.0,19679000000.0,17031000000.0,,
1990-01-09,24.49,2648000000.0,19679000000.0,17031000000.0,,
1990-01-10,24.28,2648000000.0,19679000000.0,17031000000.0,,
1990-01-11,24.49,2648000000.0,19679000000.0,17031000000.0,,
1990-01-12,23.24,2648000000.0,19679000000.0,17031000000.0,,
1990-01-15,23.14,2648000000.0,19679000000.0,17031000000.0,,
1990-01-16,23.03,2648000000.0,19679000000.0,17031000000.0,,
1990-01-17,23.66,2648000000.0,19679000000.0,17031000000.0,,
1990-01-18,23.97,2648000000.0,19679000000.0,17031000000.0,,
1990-01-19,23.97,2648000000.0,19679000000.0,17031000000.0,,
1990-01-22,22.93,2648000000.0,19679000000.0,17031000000.0,,
1990-01-23,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-01-24,22.41,2648000000.0,19679000000.0,17031000000.0,,
1990-01-25,21.58,2648000000.0,19679000000.0,17031000000.0,,
1990-01-26,21.79,2648000000.0,19679000000.0,17031000000.0,,
1990-01-29,21.68,2648000000.0,19679000000.0,17031000000.0,,
1990-01-30,20.85,2648000000.0,19679000000.0,17031000000.0,,
1990-01-31,21.68,2648000000.0,19679000000.0,17031000000.0,,
1990-02-01,21.79,2648000000.0,19679000000.0,17031000000.0,,
1990-02-02,22.41,2648000000.0,19679000000.0,17031000000.0,,
1990-02-05,22.31,2648000000.0,19679000000.0,17031000000.0,,
1990-02-06,21.58,2648000000.0,19679000000.0,17031000000.0,,
1990-02-07,22.41,2648000000.0,19679000000.0,17031000000.0,,
1990-02-08,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-02-09,22.31,2648000000.0,19679000000.0,17031000000.0,,
1990-02-12,21.79,2648000000.0,19679000000.0,17031000000.0,,
1990-02-13,21.48,2648000000.0,19679000000.0,17031000000.0,,
1990-02-14,21.48,2648000000.0,19679000000.0,17031000000.0,,
1990-02-15,22.0,2648000000.0,19679000000.0,17031000000.0,,
1990-02-16,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-02-20,21.58,2648000000.0,19679000000.0,17031000000.0,,
1990-02-21,21.58,2648000000.0,19679000000.0,17031000000.0,,
1990-02-22,21.37,2648000000.0,19679000000.0,17031000000.0,,
1990-02-23,21.37,2648000000.0,19679000000.0,17031000000.0,,
1990-02-26,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-02-27,22.1,2648000000.0,19679000000.0,17031000000.0,,
1990-02-28,22.31,2648000000.0,19679000000.0,17031000000.0,,
1990-03-01,22.31,2648000000.0,19679000000.0,17031000000.0,,
1990-03-02,22.31,2648000000.0,19679000000.0,17031000000.0,,
1990-03-05,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-03-06,22.2,2648000000.0,19679000000.0,17031000000.0,,
1990-03-07,22.0,2648000000.0,19679000000.0,17031000000.0,,
