date,close price,BLL_SHE,BLL_TA,BLL_TL,market cap,PB Ratio
,,423000000.0,949000000.0,526000000.0,,
1989-09-19,1.93,423000000.0,949000000.0,526000000.0,,
1989-09-20,1.95,423000000.0,949000000.0,526000000.0,,
1989-09-21,1.96,423000000.0,949000000.0,526000000.0,,
1989-09-22,1.94,423000000.0,949000000.0,526000000.0,,
1989-09-25,1.87,423000000.0,949000000.0,526000000.0,,
1989-09-26,1.85,423000000.0,949000000.0,526000000.0,,
1989-09-27,1.85,423000000.0,949000000.0,526000000.0,,
1989-09-28,1.84,423000000.0,949000000.0,526000000.0,,
1989-09-29,1.84,423000000.0,949000000.0,526000000.0,,
1989-10-02,1.88,423000000.0,949000000.0,526000000.0,,
1989-10-03,1.89,423000000.0,949000000.0,526000000.0,,
1989-10-04,1.9,423000000.0,949000000.0,526000000.0,,
1989-10-05,1.9,423000000.0,949000000.0,526000000.0,,
1989-10-06,1.85,423000000.0,949000000.0,526000000.0,,
1989-10-09,1.86,423000000.0,949000000.0,526000000.0,,
1989-10-10,1.88,423000000.0,949000000.0,526000000.0,,
1989-10-11,1.88,423000000.0,949000000.0,526000000.0,,
1989-10-12,1.84,423000000.0,949000000.0,526000000.0,,
1989-10-13,1.83,423000000.0,949000000.0,526000000.0,,
1989-10-16,1.84,423000000.0,949000000.0,526000000.0,,
1989-10-17,1.81,423000000.0,949000000.0,526000000.0,,
1989-10-18,1.81,423000000.0,949000000.0,526000000.0,,
1989-10-19,1.82,423000000.0,949000000.0,526000000.0,,
1989-10-20,1.82,423000000.0,949000000.0,526000000.0,,
1989-10-23,1.8,423000000.0,949000000.0,526000000.0,,
1989-10-24,1.73,423000000.0,949000000.0,526000000.0,,
1989-10-25,1.77,423000000.0,949000000.0,526000000.0,,
1989-10-26,1.74,423000000.0,949000000.0,526000000.0,,
1989-10-27,1.71,423000000.0,949000000.0,526000000.0,,
1989-10-30,1.73,423000000.0,949000000.0,526000000.0,,
1989-10-31,1.84,423000000.0,949000000.0,526000000.0,,
1989-11-01,1.85,423000000.0,949000000.0,526000000.0,,
1989-11-02,1.85,423000000.0,949000000.0,526000000.0,,
1989-11-03,1.85,423000000.0,949000000.0,526000000.0,,
1989-11-06,1.84,423000000.0,949000000.0,526000000.0,,
1989-11-07,1.87,423000000.0,949000000.0,526000000.0,,
1989-11-08,1.87,423000000.0,949000000.0,526000000.0,,
1989-11-09,1.87,423000000.0,949000000.0,526000000.0,,
1989-11-10,1.88,423000000.0,949000000.0,526000000.0,,
1989-11-13,1.9,423000000.0,949000000.0,526000000.0,,
1989-11-14,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-15,1.91,423000000.0,949000000.0,526000000.0,,
1989-11-16,1.92,423000000.0,949000000.0,526000000.0,,
1989-11-17,1.91,423000000.0,949000000.0,526000000.0,,
1989-11-20,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-21,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-22,1.91,423000000.0,949000000.0,526000000.0,,
1989-11-24,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-27,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-28,1.89,423000000.0,949000000.0,526000000.0,,
1989-11-29,1.91,423000000.0,949000000.0,526000000.0,,
1989-11-30,1.91,423000000.0,949000000.0,526000000.0,,
1989-12-01,1.92,423000000.0,949000000.0,526000000.0,,
1989-12-04,1.86,423000000.0,949000000.0,526000000.0,,
1989-12-05,1.8,423000000.0,949000000.0,526000000.0,,
1989-12-06,1.84,423000000.0,949000000.0,526000000.0,,
1989-12-07,1.81,423000000.0,949000000.0,526000000.0,,
1989-12-08,1.84,423000000.0,949000000.0,526000000.0,,
1989-12-11,1.85,423000000.0,949000000.0,526000000.0,,
1989-12-12,1.9,423000000.0,949000000.0,526000000.0,,
1989-12-13,1.93,423000000.0,949000000.0,526000000.0,,
1989-12-14,1.94,423000000.0,949000000.0,526000000.0,,
1989-12-15,1.97,423000000.0,949000000.0,526000000.0,,
1989-12-18,1.98,423000000.0,949000000.0,526000000.0,,
1989-12-19,2.02,423000000.0,949000000.0,526000000.0,,
1989-12-20,2.02,423000000.0,949000000.0,526000000.0,,
1989-12-21,2.02,423000000.0,949000000.0,526000000.0,,
1989-12-22,2.02,423000000.0,949000000.0,526000000.0,,
1989-12-26,2.03,423000000.0,949000000.0,526000000.0,,
1989-12-27,2.05,423000000.0,949000000.0,526000000.0,,
1989-12-28,2.06,423000000.0,949000000.0,526000000.0,,
1989-12-29,2.1,423000000.0,949000000.0,526000000.0,,
