date,JKHY,JKHY_SHE,PB Ratio
2007-02-09,,578874000.0,
2007-04-02,2208768000.0,578874000.0,3.8156282714373075
2007-04-03,2226254080.0,578874000.0,3.8458353285861864
2007-04-04,2224413440.0,578874000.0,3.8426556383599886
2007-04-05,2227174400.0,578874000.0,3.847425173699285
2007-04-09,2224413440.0,578874000.0,3.8426556383599886
2007-04-10,2234536960.0,578874000.0,3.8601439346040762
2007-04-11,2219811840.0,578874000.0,3.8347064127944943
2007-04-12,2247421440.0,578874000.0,3.8824017661874604
2007-04-13,2245580800.0,578874000.0,3.8792220759612626
2007-04-16,2292517120.0,578874000.0,3.9603041767293057
2007-04-17,2279632640.0,578874000.0,3.938046345145921
2007-04-18,2252023040.0,578874000.0,3.890350991752955
2007-04-19,2206007040.0,578874000.0,3.810858736098011
2007-04-20,2229935360.0,578874000.0,3.852194709038582
2007-04-23,2219811840.0,578874000.0,3.8347064127944943
2007-04-24,2223493120.0,578874000.0,3.8410657932468895
2007-04-25,2209688320.0,578874000.0,3.8172181165504067
2007-04-26,2227174400.0,578874000.0,3.847425173699285
2007-04-27,2222572800.0,578874000.0,3.839475948133791
2007-04-30,2185760000.0,578874000.0,3.7758821436098358
2007-05-01,2181158400.0,578874000.0,3.767932918044341
2007-05-02,2217050880.0,578874000.0,3.8299368774551974
2007-05-03,2224413440.0,578874000.0,3.8426556383599886
2007-05-04,2224413440.0,578874000.0,3.8426556383599886
2007-05-07,2210608640.0,578874000.0,3.8188079616635053
2007-05-08,2217050880.0,578874000.0,3.8299368774551974
2007-05-09,2251102720.0,578874000.0,3.888761146639856
2007-05-10,2210608640.0,592033000.0,3.7339280749552812
2007-05-11,2255704320.0,592033000.0,3.810098964078016
2007-05-14,2239138560.0,592033000.0,3.7821178211349706
2007-05-15,2236377600.0,592033000.0,3.7774542973111296
2007-05-16,2270429440.0,592033000.0,3.8349710911385007
2007-05-17,2282393600.0,592033000.0,3.8551796943751446
2007-05-18,2359700480.0,592033000.0,3.9857583614426897
2007-05-21,2385469440.0,592033000.0,4.029284583798538
2007-05-22,2394672640.0,592033000.0,4.044829663211341
2007-05-23,2386389760.0,592033000.0,4.030839091739819
2007-05-24,2367983360.0,592033000.0,3.9997489329142124
2007-05-25,2386389760.0,592033000.0,4.030839091739819
2007-05-29,2402955520.0,592033000.0,4.058820234682864
2007-05-30,2413079040.0,592033000.0,4.075919822036948
2007-05-31,2434246400.0,592033000.0,4.111673504686395
2007-06-01,2436087040.0,592033000.0,4.114782520568955
2007-06-04,2440688640.0,592033000.0,4.1225550602753565
2007-06-05,2413999360.0,592033000.0,4.0774743299782275
2007-06-06,2399274240.0,592033000.0,4.052602202917742
2007-06-07,2360620800.0,592033000.0,3.9873128693839703
2007-06-08,2369824000.0,592033000.0,4.002857948796773
2007-06-11,2341294080.0,592033000.0,3.954668202617084
2007-06-12,2322887680.0,592033000.0,3.923578043791478
2007-06-13,2356939520.0,592033000.0,3.981094837618849
2007-06-14,2368903680.0,592033000.0,4.001303440855493
2007-06-15,2404796160.0,592033000.0,4.0619292505654245
2007-06-18,2383628800.0,592033000.0,4.026175567915978
2007-06-19,2381788160.0,592033000.0,4.023066552033417
2007-06-20,2337612800.0,592033000.0,3.9484501708519626
2007-06-21,2356019200.0,592033000.0,3.9795403296775684
2007-06-22,2320126720.0,592033000.0,3.918914519967637
2007-06-25,2301720320.0,592033000.0,3.887824361142031
