date,WELL,WELL_SHE,PB Ratio
2004-07-23,,1161085000.0,
2004-09-30,57692800000.00001,1161085000.0,49.68869634867388
2004-10-01,58708980000.0,1161085000.0,50.56389497754256
2004-10-04,58200890000.0,1161085000.0,50.126295663108216
2004-10-05,58036989999.99999,1161085000.0,49.98513459393584
2004-10-06,58086160000.0,1161085000.0,50.02748291468755
2004-10-07,58118940000.0,1161085000.0,50.05571512852203
2004-10-08,58627030000.00001,1161085000.0,50.49331444295638
2004-10-11,58250060000.0,1161085000.0,50.16864398385992
2004-10-12,59069560000.0,1161085000.0,50.87444932972177
2004-10-13,58495910000.0,1161085000.0,50.38038558761848
2004-10-14,59315410000.0,1161085000.0,51.086190933480324
2004-10-15,59807110000.0,1161085000.0,51.509674140997426
2004-10-18,59954620000.0,1161085000.0,51.63671910325256
2004-10-19,59331800000.00001,1161085000.0,51.10030704039757
2004-10-20,58856489999.99999,1161085000.0,50.69093993979768
2004-10-21,59823500000.0,1161085000.0,51.52379024791467
2004-10-22,58495910000.0,1161085000.0,50.38038558761848
2004-10-25,58381179999.99999,1161085000.0,50.281572839197814
2004-10-26,59331800000.00001,1334014000.0,44.47614492801426
2004-10-27,60282420000.0,1334014000.0,45.18874614509293
2004-10-28,59528480000.0,1334014000.0,44.62357966258225
2004-10-29,59004000000.0,1334014000.0,44.23042037040091
2004-11-01,58856489999.99999,1334014000.0,44.1198443194749
2004-11-02,58184500000.0,1334014000.0,43.61610897636756
2004-11-03,58643420000.0,1334014000.0,43.96012335702624
2004-11-04,59004000000.0,1334014000.0,44.23042037040091
2004-11-05,56873300000.00001,1334014000.0,42.63321074591422
2004-11-08,57266660000.0,1334014000.0,42.928080215050215
2004-11-09,57856699999.99999,1334014000.0,43.37038441875422
2004-11-10,58676199999.99999,1334014000.0,43.984695812787564
2004-11-11,58922050000.00001,1334014000.0,44.16898923099758
2004-11-12,59512090000.0,1334014000.0,44.61129343470159
2004-11-15,59397360000.0,1334014000.0,44.52528983953692
2004-11-16,58840100000.0,1334014000.0,44.10755809159424
2004-11-17,57365000000.0,1334014000.0,43.00179758233422
2004-11-18,57479730000.0,1334014000.0,43.08780117749889
2004-11-19,56529110000.0,1334014000.0,42.375199960420204
2004-11-22,57348610000.0,1334014000.0,42.989511354453555
2004-11-23,58053380000.0,1334014000.0,43.51781915332223
2004-11-24,58872880000.0,1334014000.0,44.13213054735557
2004-11-26,58118940000.0,1334014000.0,43.566964064844896
2004-11-29,57856699999.99999,1334014000.0,43.37038441875422
2004-11-30,58053380000.0,1334014000.0,43.51781915332223
2004-12-01,59151510000.00001,1334014000.0,44.34099642132692
2004-12-02,58758150000.0,1334014000.0,44.0461269521909
2004-12-03,59823500000.0,1334014000.0,44.84473176443426
2004-12-06,59905449999.99999,1334014000.0,44.90616290383758
2004-12-07,58889270000.0,1334014000.0,44.144416775236245
2004-12-08,59462920000.0,1334014000.0,44.574434751059584
2004-12-09,60446320000.00001,1334014000.0,45.31160842389961
2004-12-10,61314989999.99999,1334014000.0,45.96277850157494
2004-12-13,60561050000.00001,1334014000.0,45.397612019064276
2004-12-14,60528270000.0,1334014000.0,45.37303956330293
2004-12-15,60954410000.0,1334014000.0,45.69248148820027
2004-12-16,59921840000.0,1334014000.0,44.918449131718255
2004-12-17,60102130000.0,1334014000.0,45.05359763840559
2004-12-20,59594040000.0,1334014000.0,44.67272457410492
2004-12-21,59823500000.0,1334014000.0,44.84473176443426
2004-12-22,60528270000.0,1334014000.0,45.37303956330293
2004-12-23,60364370000.0,1334014000.0,45.25017728449627
2004-12-27,60741340000.0,1334014000.0,45.532760525751605
2004-12-28,60724949999.99999,1334014000.0,45.52047429787093
2004-12-29,60987190000.0,1334014000.0,45.71705394396161
2004-12-30,61134699999.99999,1334014000.0,45.8276299948876
2004-12-31,62527850000.0,1334014000.0,46.8719593647443
2005-01-03,16123100000.0,1334014000.0,12.08615501786338
2005-01-04,16031959999.999998,1334014000.0,12.017834895285954
2005-01-05,15333220000.0,1334014000.0,11.494047288859038
2005-01-06,15363600000.0,1334014000.0,11.516820663051512
2005-01-07,15385300000.000002,1334014000.0,11.53308735890328
2005-01-10,15320199999.999998,1334014000.0,11.484287271347975
2005-01-11,15098860000.0,1334014000.0,11.318366973659947
2005-01-12,14964319999.999998,1334014000.0,11.217513459378985
2005-01-13,14986020000.0,1334014000.0,11.233780155230754
2005-01-14,15033760000.0,1334014000.0,11.269566886104643
2005-01-18,15129240000.0,1334014000.0,11.341140347852422
2005-01-19,15276800000.000002,1334014000.0,11.451753879644443
2005-01-20,15190000000.0,1334014000.0,11.38668709623737
2005-01-21,15281140000.0,1334014000.0,11.455007218814796
2005-01-24,15137920000.000002,1334014000.0,11.34764702619313
2005-01-25,14855819999.999998,1334014000.0,11.136179980120147
