date,MGM,MGM_SHE,PB Ratio
2001-03-28,,2382445000.0,
2001-04-02,1970493950.1,2382445000.0,0.8270889569748724
2001-04-03,1946560825.1999998,2382445000.0,0.8170433421128294
2001-04-04,1948156366.8600001,2382445000.0,0.817713049770299
2001-04-05,2015169116.5800002,2382445000.0,0.8458407713840195
2001-04-06,1999213699.9799998,2382445000.0,0.8391436948093239
2001-04-09,2051866574.76,2382445000.0,0.8612440475058186
2001-04-10,2150790157.6800003,2382445000.0,0.9027659222689297
2001-04-11,2155576782.66,2382445000.0,0.9047750452413381
2001-04-12,2155576782.66,2382445000.0,0.9047750452413381
2001-04-16,2115688241.1599998,2382445000.0,0.8880323538045999
2001-04-17,2163554490.96,2382445000.0,0.9081235835286858
2001-04-18,2345446240.2,2382445000.0,0.9844702564802125
2001-04-19,2350232865.1800003,2382445000.0,0.9864793794526213
2001-04-20,2294388907.08,2382445000.0,0.9630396114411874
2001-04-23,2313535407.0,2382445000.0,0.971076103330822
2001-04-24,2361401656.8,2382445000.0,0.991167333054908
2001-04-25,2430009948.1800003,2382445000.0,1.019964762326098
2001-04-26,2377357073.4,2382445000.0,0.9978644096296032
2001-04-27,2356615031.8199997,2382445000.0,0.9891582100824992
2001-04-30,2399694656.64,2382445000.0,1.0072403168341766
2001-05-01,2437987656.48,2382445000.0,1.0233133006134454
2001-05-02,2485853906.28,2382445000.0,1.0434045303375314
2001-05-03,2471494031.34,2382445000.0,1.0373771614203058
2001-05-04,2422032239.88,2382445000.0,1.0166162240387502
2001-05-07,2390121406.6800003,2382445000.0,1.0032220708893596
2001-05-08,2394908031.66,2382445000.0,1.005231193861768
2001-05-09,2401290198.3,2382445000.0,1.0079100244916464
2001-05-10,2436392114.8199997,2382445000.0,1.0226435929559758
2001-05-11,2430009948.1800003,2382445000.0,1.019964762326098
2001-05-14,2477876197.98,2464113000.0,1.0055854573146605
2001-05-15,2525742447.78,2464113000.0,1.0250108042041903
2001-05-16,2552866656.0,2464113000.0,1.0360185007749239
2001-05-17,2611901697.42,2464113000.0,1.059976428605344
2001-05-18,2543293406.04,2464113000.0,1.0321334313970179
2001-05-21,2492236072.92,2464113000.0,1.0114130613815195
2001-05-22,2489044989.6,2464113000.0,1.0101180382555508
2001-05-23,2525742447.78,2464113000.0,1.0250108042041903
2001-05-24,2469898489.6800003,2464113000.0,1.002347899499739
2001-05-25,2505000406.2,2464113000.0,1.016593153885394
2001-05-29,2512978114.5,2464113000.0,1.0198307117003156
2001-05-30,2444369823.12,2464113000.0,0.9919877144919895
2001-05-31,2508191489.52,2464113000.0,1.0178881770113628
2001-06-01,2465111864.7,2464113000.0,1.0004053648107858
2001-06-04,2471494031.34,2464113000.0,1.0029954110627233
2001-06-05,2474685114.66,2464113000.0,1.0042904341886918
2001-06-06,2441178739.8,2464113000.0,0.990692691366021
2001-06-07,2398099114.98,2464113000.0,0.9732098791654441
2001-06-08,2402885739.96,2464113000.0,0.9751524138543971
2001-06-11,2398099114.98,2464113000.0,0.9732098791654441
2001-06-12,2355019490.16,2464113000.0,0.9557270669648672
2001-06-13,2359806115.14,2464113000.0,0.9576696016538202
2001-06-14,2353423948.5,2464113000.0,0.9550795554018829
2001-06-15,2340659615.22,2464113000.0,0.9498994628980082
2001-06-18,2355019490.16,2464113000.0,0.9557270669648672
2001-06-19,2388525865.02,2464113000.0,0.9693248097875381
2001-06-20,2353423948.5,2464113000.0,0.9550795554018829
2001-06-21,2329490823.6,2464113000.0,0.945366881957118
2001-06-22,2342255156.88,2464113000.0,0.9505469744609927
2001-06-25,2299175532.06,2464113000.0,0.9330641622604158
2001-06-26,2238544948.98,2464113000.0,0.9084587228670113
2001-06-27,2249713740.6,2464113000.0,0.9129913038079016
2001-06-28,2265669157.2,2464113000.0,0.9194664194377449
2001-06-29,2390121406.6800003,2464113000.0,0.9699723213505226
2001-07-02,2432036099.25,2464113000.0,0.9869823742864066
2001-07-03,2440009988.1,2464113000.0,0.990218382070952
2001-07-05,2454362988.03,2464113000.0,0.9960431960831343
2001-07-06,2293290433.26,2464113000.0,0.9306758388353132
2001-07-09,2298074766.57,2464113000.0,0.9326174435060406
2001-07-10,2321996433.12,2464113000.0,0.9423254668596772
2001-07-11,2385787543.92,2464113000.0,0.9682135291360421
2001-07-12,2436820432.56,2464113000.0,0.9889239789571338
2001-07-13,2449578654.72,2464113000.0,0.9941015914124067
2001-07-16,2449578654.72,2464113000.0,0.9941015914124067
2001-07-17,2491042876.74,2464113000.0,1.0109288318920437
2001-07-18,2548454876.46,2464113000.0,1.0342280879407721
2001-07-19,2556428765.3100004,2464113000.0,1.037464095725318
2001-07-20,2521343654.37,2464113000.0,1.023225661473317
