date,close price,FLT_SHE,FLT_TA,FLT_TL,market cap,PB Ratio
,,572000000.0,1504000000.0,932000000.0,,
2010-12-15,27.25,572000000.0,1504000000.0,932000000.0,,
2010-12-16,27.35,572000000.0,1504000000.0,932000000.0,,
2010-12-17,28.07,572000000.0,1504000000.0,932000000.0,,
2010-12-20,28.53,572000000.0,1504000000.0,932000000.0,,
2010-12-21,29.75,572000000.0,1504000000.0,932000000.0,,
2010-12-22,29.08,572000000.0,1504000000.0,932000000.0,,
2010-12-23,30.81,572000000.0,1504000000.0,932000000.0,,
2010-12-27,30.99,572000000.0,1504000000.0,932000000.0,,
2010-12-28,31.06,572000000.0,1504000000.0,932000000.0,,
2010-12-29,31.0,572000000.0,1504000000.0,932000000.0,,
2010-12-30,30.8,572000000.0,1504000000.0,932000000.0,,
2010-12-31,30.92,572000000.0,1504000000.0,932000000.0,,
2011-01-03,30.47,572000000.0,1504000000.0,932000000.0,,
2011-01-04,29.98,572000000.0,1504000000.0,932000000.0,,
2011-01-05,30.4,572000000.0,1504000000.0,932000000.0,,
2011-01-06,30.03,572000000.0,1504000000.0,932000000.0,,
2011-01-07,29.99,572000000.0,1504000000.0,932000000.0,,
2011-01-10,30.0,572000000.0,1504000000.0,932000000.0,,
2011-01-11,31.14,572000000.0,1504000000.0,932000000.0,,
2011-01-12,30.94,572000000.0,1504000000.0,932000000.0,,
2011-01-13,30.2,572000000.0,1504000000.0,932000000.0,,
2011-01-14,30.25,572000000.0,1504000000.0,932000000.0,,
2011-01-18,30.23,572000000.0,1504000000.0,932000000.0,,
2011-01-19,30.19,572000000.0,1504000000.0,932000000.0,,
2011-01-20,30.05,572000000.0,1504000000.0,932000000.0,,
2011-01-21,30.5,572000000.0,1504000000.0,932000000.0,,
2011-01-24,31.57,572000000.0,1504000000.0,932000000.0,,
2011-01-25,31.05,572000000.0,1504000000.0,932000000.0,,
2011-01-26,31.3,572000000.0,1504000000.0,932000000.0,,
2011-01-27,30.2,572000000.0,1504000000.0,932000000.0,,
2011-01-28,29.98,572000000.0,1504000000.0,932000000.0,,
2011-01-31,30.0,572000000.0,1504000000.0,932000000.0,,
2011-02-01,30.04,572000000.0,1504000000.0,932000000.0,,
2011-02-02,30.0,572000000.0,1504000000.0,932000000.0,,
2011-02-03,30.0,572000000.0,1504000000.0,932000000.0,,
2011-02-04,29.99,572000000.0,1504000000.0,932000000.0,,
2011-02-07,30.51,572000000.0,1504000000.0,932000000.0,,
2011-02-08,31.16,572000000.0,1504000000.0,932000000.0,,
2011-02-09,31.28,572000000.0,1504000000.0,932000000.0,,
2011-02-10,31.27,572000000.0,1504000000.0,932000000.0,,
2011-02-11,31.51,572000000.0,1504000000.0,932000000.0,,
2011-02-14,31.0,572000000.0,1504000000.0,932000000.0,,
2011-02-15,31.0,572000000.0,1504000000.0,932000000.0,,
2011-02-16,31.48,572000000.0,1504000000.0,932000000.0,,
2011-02-17,32.5,572000000.0,1504000000.0,932000000.0,,
2011-02-18,33.51,572000000.0,1504000000.0,932000000.0,,
2011-02-22,31.96,572000000.0,1504000000.0,932000000.0,,
2011-02-23,32.0,572000000.0,1504000000.0,932000000.0,,
2011-02-24,32.49,572000000.0,1504000000.0,932000000.0,,
2011-02-25,32.06,572000000.0,1504000000.0,932000000.0,,
2011-02-28,31.99,572000000.0,1504000000.0,932000000.0,,
2011-03-01,30.7,572000000.0,1504000000.0,932000000.0,,
2011-03-02,30.07,572000000.0,1504000000.0,932000000.0,,
2011-03-03,30.7,572000000.0,1504000000.0,932000000.0,,
2011-03-04,30.75,572000000.0,1504000000.0,932000000.0,,
2011-03-07,30.36,572000000.0,1504000000.0,932000000.0,,
2011-03-08,30.44,572000000.0,1504000000.0,932000000.0,,
2011-03-09,30.17,572000000.0,1504000000.0,932000000.0,,
2011-03-10,30.25,572000000.0,1504000000.0,932000000.0,,
2011-03-11,30.51,572000000.0,1504000000.0,932000000.0,,
2011-03-14,31.33,572000000.0,1504000000.0,932000000.0,,
2011-03-15,31.55,572000000.0,1504000000.0,932000000.0,,
2011-03-16,31.43,572000000.0,1504000000.0,932000000.0,,
2011-03-17,31.35,572000000.0,1504000000.0,932000000.0,,
2011-03-18,31.58,572000000.0,1504000000.0,932000000.0,,
2011-03-21,33.15,572000000.0,1504000000.0,932000000.0,,
2011-03-22,32.73,572000000.0,1504000000.0,932000000.0,,
2011-03-23,33.31,572000000.0,1504000000.0,932000000.0,,
2011-03-24,33.17,572000000.0,1504000000.0,932000000.0,,
2011-03-25,33.09,626000000.0,1484000000.0,858000000.0,,
2011-03-28,34.4,626000000.0,1484000000.0,858000000.0,,
2011-03-29,32.7,626000000.0,1484000000.0,858000000.0,,
2011-03-30,32.47,626000000.0,1484000000.0,858000000.0,,
2011-03-31,32.66,626000000.0,1484000000.0,858000000.0,2725934.2399999998,0.0043545275399361014
2011-04-01,34.08,626000000.0,1484000000.0,858000000.0,2844453.1199999996,0.004543854824281149
2011-04-04,34.0,626000000.0,1484000000.0,858000000.0,2837776.0,0.004533188498402556
2011-04-05,33.82,626000000.0,1484000000.0,858000000.0,2822752.48,0.0045091892651757184
2011-04-06,32.79,626000000.0,1484000000.0,858000000.0,2736784.56,0.004371860319488818
2011-04-07,33.33,626000000.0,1484000000.0,858000000.0,2781855.1199999996,0.004443858019169329
2011-04-08,33.09,626000000.0,1484000000.0,858000000.0,2761823.7600000002,0.004411859041533546
2011-04-11,33.37,626000000.0,1484000000.0,858000000.0,2785193.6799999997,0.004449191182108626
2011-04-12,33.29,626000000.0,1484000000.0,858000000.0,2778516.56,0.004438524856230032
2011-04-13,33.49,626000000.0,1484000000.0,858000000.0,2795209.3600000003,0.004465190670926518
2011-04-14,33.67,626000000.0,1484000000.0,858000000.0,2810232.8800000004,0.004489189904153355
2011-04-15,34.26,626000000.0,1484000000.0,858000000.0,2859476.6399999997,0.004567854057507987
2011-04-18,33.76,626000000.0,1484000000.0,858000000.0,2817744.6399999997,0.004501189520766773
2011-04-19,34.22,626000000.0,1484000000.0,858000000.0,2856138.08,0.00456252089456869
2011-04-20,34.82,626000000.0,1484000000.0,858000000.0,2906216.48,0.004642518338658147
