date,close price,GRMN_SHE,GRMN_TA,GRMN_TL,market cap,PB Ratio
,,220600000.0,327100000.0,106500000.0,,
2000-12-08,10.0,220600000.0,327100000.0,106500000.0,2010000000.0,9.111514052583862
2000-12-11,10.59,220600000.0,327100000.0,106500000.0,2128590000.0,9.64909338168631
2000-12-12,9.94,220600000.0,327100000.0,106500000.0,1997940000.0,9.05684496826836
2000-12-13,9.94,220600000.0,327100000.0,106500000.0,1997940000.0,9.05684496826836
2000-12-14,10.06,220600000.0,327100000.0,106500000.0,2022060000.0,9.166183136899365
2000-12-15,10.06,220600000.0,327100000.0,106500000.0,2022060000.0,9.166183136899365
2000-12-18,10.03,220600000.0,327100000.0,106500000.0,2016030000.0,9.138848594741614
2000-12-19,9.81,220600000.0,327100000.0,106500000.0,1971810000.0,8.938395285584768
2000-12-20,9.13,220600000.0,327100000.0,106500000.0,1835130000.0,8.318812330009067
2000-12-21,9.09,220600000.0,327100000.0,106500000.0,1827090000.0,8.282366273798731
2000-12-22,9.63,220600000.0,327100000.0,106500000.0,1935630000.0,8.77438803263826
2000-12-26,9.5,220600000.0,327100000.0,106500000.0,1909500000.0,8.655938349954669
2000-12-27,9.28,220600000.0,327100000.0,106500000.0,1865280000.0,8.455485040797823
2000-12-28,9.31,220600000.0,327100000.0,106500000.0,1871310000.0,8.482819582955576
2000-12-29,9.88,220600000.0,327100000.0,106500000.0,1985880000.0,9.002175883952855
2001-01-02,9.63,220600000.0,327100000.0,106500000.0,1935630000.0,8.77438803263826
2001-01-03,8.81,220600000.0,327100000.0,106500000.0,1770810000.0,8.027243880326383
2001-01-04,9.03,220600000.0,327100000.0,106500000.0,1815030000.0,8.227697189483228
2001-01-05,9.06,220600000.0,327100000.0,106500000.0,1821060000.0,8.25503173164098
2001-01-08,8.75,220600000.0,327100000.0,106500000.0,1758750000.0,7.972574796010879
2001-01-09,8.63,220600000.0,327100000.0,106500000.0,1734630000.0,7.863236627379873
2001-01-10,8.5,220600000.0,327100000.0,106500000.0,1708500000.0,7.7447869446962825
2001-01-11,9.09,220600000.0,327100000.0,106500000.0,1827090000.0,8.282366273798731
2001-01-12,9.56,220600000.0,327100000.0,106500000.0,1921560000.0,8.710607434270173
2001-01-16,9.5,220600000.0,327100000.0,106500000.0,1909500000.0,8.655938349954669
2001-01-17,9.69,220600000.0,327100000.0,106500000.0,1947690000.0,8.829057116953763
2001-01-18,9.5,220600000.0,327100000.0,106500000.0,1909500000.0,8.655938349954669
2001-01-19,9.19,220600000.0,327100000.0,106500000.0,1847190000.0,8.37348141432457
2001-01-22,8.94,220600000.0,327100000.0,106500000.0,1796940000.0,8.145693563009972
2001-01-23,8.94,220600000.0,327100000.0,106500000.0,1796940000.0,8.145693563009972
2001-01-24,8.5,220600000.0,327100000.0,106500000.0,1708500000.0,7.7447869446962825
2001-01-25,8.94,220600000.0,327100000.0,106500000.0,1796940000.0,8.145693563009972
2001-01-26,9.31,220600000.0,327100000.0,106500000.0,1871310000.0,8.482819582955576
2001-01-29,9.97,220600000.0,327100000.0,106500000.0,2003970000.0,9.084179510426111
2001-01-30,10.03,220600000.0,327100000.0,106500000.0,2016030000.0,9.138848594741614
2001-01-31,9.72,220600000.0,327100000.0,106500000.0,1953720000.0,8.856391659111514
2001-02-01,9.94,220600000.0,327100000.0,106500000.0,1997940000.0,9.05684496826836
2001-02-02,10.81,220600000.0,327100000.0,106500000.0,2172810000.0,9.849546690843155
2001-02-05,11.94,220600000.0,327100000.0,106500000.0,2399940000.0,10.879147778785132
2001-02-06,12.38,220600000.0,327100000.0,106500000.0,2488380000.0,11.280054397098821
2001-02-07,12.19,220600000.0,327100000.0,106500000.0,2450190000.0,11.106935630099729
2001-02-08,12.56,220600000.0,327100000.0,106500000.0,2524560000.0,11.444061650045331
2001-02-09,12.0,220600000.0,327100000.0,106500000.0,2412000000.0,10.933816863100635
2001-02-12,11.75,220600000.0,327100000.0,106500000.0,2361750000.0,10.706029011786038
2001-02-13,12.19,220600000.0,327100000.0,106500000.0,2450190000.0,11.106935630099729
2001-02-14,11.13,220600000.0,327100000.0,106500000.0,2417436000.0,10.958458748866727
