date,close price,DISCA_SHE,DISCA_TA,DISCA_TL,market cap,PB Ratio
,,4368000000.0,5584000000.0,1216000000.0,,
2005-07-08,7.82,4368000000.0,5584000000.0,1216000000.0,,
2005-07-11,7.84,4368000000.0,5584000000.0,1216000000.0,,
2005-07-12,8.25,4368000000.0,5584000000.0,1216000000.0,,
2005-07-13,8.12,4368000000.0,5584000000.0,1216000000.0,,
2005-07-14,8.12,4368000000.0,5584000000.0,1216000000.0,,
2005-07-15,8.02,4368000000.0,5584000000.0,1216000000.0,,
2005-07-18,7.61,4368000000.0,5584000000.0,1216000000.0,,
2005-07-19,7.63,4368000000.0,5584000000.0,1216000000.0,,
2005-07-20,7.59,4368000000.0,5584000000.0,1216000000.0,,
2005-07-21,7.71,4368000000.0,5584000000.0,1216000000.0,,
2005-07-22,7.66,4368000000.0,5584000000.0,1216000000.0,,
2005-07-25,7.18,4368000000.0,5584000000.0,1216000000.0,,
2005-07-26,7.15,4368000000.0,5584000000.0,1216000000.0,,
2005-07-27,7.15,4368000000.0,5584000000.0,1216000000.0,,
2005-07-28,7.28,4368000000.0,5584000000.0,1216000000.0,,
2005-07-29,7.29,4368000000.0,5584000000.0,1216000000.0,,
2005-08-01,7.17,4368000000.0,5584000000.0,1216000000.0,,
2005-08-02,7.14,4368000000.0,5584000000.0,1216000000.0,,
2005-08-03,7.27,4368000000.0,5584000000.0,1216000000.0,,
2005-08-04,7.24,4368000000.0,5584000000.0,1216000000.0,,
2005-08-05,7.2,4368000000.0,5584000000.0,1216000000.0,,
2005-08-08,7.18,4368000000.0,5584000000.0,1216000000.0,,
2005-08-09,7.14,4368000000.0,5584000000.0,1216000000.0,,
2005-08-10,7.21,4368000000.0,5584000000.0,1216000000.0,,
2005-08-11,7.46,4368000000.0,5584000000.0,1216000000.0,,
2005-08-12,7.51,4368000000.0,5584000000.0,1216000000.0,,
2005-08-15,7.74,4368000000.0,5584000000.0,1216000000.0,,
2005-08-16,7.77,4368000000.0,5584000000.0,1216000000.0,,
2005-08-17,7.72,4368000000.0,5584000000.0,1216000000.0,,
2005-08-18,7.68,4368000000.0,5584000000.0,1216000000.0,,
2005-08-19,7.77,4368000000.0,5584000000.0,1216000000.0,,
2005-08-22,7.92,4368000000.0,5584000000.0,1216000000.0,,
2005-08-23,8.01,4368000000.0,5584000000.0,1216000000.0,,
2005-08-24,8.09,4368000000.0,5584000000.0,1216000000.0,,
2005-08-25,8.05,4368000000.0,5584000000.0,1216000000.0,,
2005-08-26,7.96,4368000000.0,5584000000.0,1216000000.0,,
2005-08-29,7.86,4368000000.0,5584000000.0,1216000000.0,,
2005-08-30,7.83,4368000000.0,5584000000.0,1216000000.0,,
2005-08-31,7.74,4368000000.0,5584000000.0,1216000000.0,,
2005-09-01,7.75,4368000000.0,5584000000.0,1216000000.0,,
2005-09-02,7.74,4368000000.0,5584000000.0,1216000000.0,,
2005-09-06,7.77,4368000000.0,5584000000.0,1216000000.0,,
2005-09-07,7.78,4368000000.0,5584000000.0,1216000000.0,,
2005-09-08,7.72,4368000000.0,5584000000.0,1216000000.0,,
2005-09-09,7.66,4368000000.0,5584000000.0,1216000000.0,,
2005-09-12,7.65,4368000000.0,5584000000.0,1216000000.0,,
2005-09-13,7.58,4368000000.0,5584000000.0,1216000000.0,,
2005-09-14,7.62,4368000000.0,5584000000.0,1216000000.0,,
2005-09-15,7.66,4368000000.0,5584000000.0,1216000000.0,,
2005-09-16,7.66,4368000000.0,5584000000.0,1216000000.0,,
2005-09-19,7.69,4368000000.0,5584000000.0,1216000000.0,,
2005-09-20,7.69,4368000000.0,5584000000.0,1216000000.0,,
2005-09-21,7.56,4368000000.0,5584000000.0,1216000000.0,,
2005-09-22,7.51,4368000000.0,5584000000.0,1216000000.0,,
2005-09-23,7.48,4368000000.0,5584000000.0,1216000000.0,,
2005-09-26,7.45,4368000000.0,5584000000.0,1216000000.0,,
2005-09-27,7.45,4368000000.0,5584000000.0,1216000000.0,,
2005-09-28,7.36,4368000000.0,5584000000.0,1216000000.0,,
2005-09-29,7.28,4368000000.0,5584000000.0,1216000000.0,,
2005-09-30,7.37,4368000000.0,5584000000.0,1216000000.0,,
2005-10-03,7.42,4368000000.0,5584000000.0,1216000000.0,,
2005-10-04,7.16,4368000000.0,5584000000.0,1216000000.0,,
2005-10-05,7.1,4368000000.0,5584000000.0,1216000000.0,,
2005-10-06,7.06,4368000000.0,5584000000.0,1216000000.0,,
2005-10-07,7.14,4368000000.0,5584000000.0,1216000000.0,,
2005-10-10,7.14,4368000000.0,5584000000.0,1216000000.0,,
2005-10-11,7.18,4368000000.0,5584000000.0,1216000000.0,,
2005-10-12,7.16,4368000000.0,5584000000.0,1216000000.0,,
2005-10-13,7.28,4368000000.0,5584000000.0,1216000000.0,,
2005-10-14,7.4,4368000000.0,5584000000.0,1216000000.0,,
2005-10-17,7.27,4368000000.0,5584000000.0,1216000000.0,,
2005-10-18,7.24,4368000000.0,5584000000.0,1216000000.0,,
2005-10-19,7.16,4368000000.0,5584000000.0,1216000000.0,,
2005-10-20,7.09,4368000000.0,5584000000.0,1216000000.0,,
2005-10-21,7.19,4368000000.0,5584000000.0,1216000000.0,,
2005-10-24,7.28,4368000000.0,5584000000.0,1216000000.0,,
2005-10-25,7.17,4368000000.0,5584000000.0,1216000000.0,,
2005-10-26,7.14,4368000000.0,5584000000.0,1216000000.0,,
2005-10-27,7.02,4368000000.0,5584000000.0,1216000000.0,,
2005-10-28,7.25,4368000000.0,5584000000.0,1216000000.0,,
2005-10-31,7.2,4368000000.0,5584000000.0,1216000000.0,,
2005-11-01,7.27,4368000000.0,5584000000.0,1216000000.0,,
2005-11-02,7.35,4368000000.0,5584000000.0,1216000000.0,,
2005-11-03,7.26,4368000000.0,5584000000.0,1216000000.0,,
2005-11-04,7.21,4368000000.0,5584000000.0,1216000000.0,,
2005-11-07,7.23,4368000000.0,5584000000.0,1216000000.0,,
2005-11-08,7.33,4368000000.0,5584000000.0,1216000000.0,,
2005-11-09,7.33,4368000000.0,5584000000.0,1216000000.0,,
2005-11-10,7.56,4368000000.0,5584000000.0,1216000000.0,,
2005-11-11,7.8,4368000000.0,5584000000.0,1216000000.0,,
2005-11-14,7.82,4368000000.0,5584000000.0,1216000000.0,,
2005-11-15,7.82,4368000000.0,5584000000.0,1216000000.0,,
2005-11-16,7.66,4368000000.0,5584000000.0,1216000000.0,,
2005-11-17,7.61,4368000000.0,5584000000.0,1216000000.0,,
2005-11-18,7.79,4368000000.0,5584000000.0,1216000000.0,,
2005-11-21,7.97,4368000000.0,5584000000.0,1216000000.0,,
2005-11-22,8.05,4368000000.0,5584000000.0,1216000000.0,,
2005-11-23,8.08,4368000000.0,5584000000.0,1216000000.0,,
2005-11-25,8.09,4368000000.0,5584000000.0,1216000000.0,,
2005-11-28,8.05,4368000000.0,5584000000.0,1216000000.0,,
2005-11-29,8.05,4368000000.0,5584000000.0,1216000000.0,,
2005-11-30,7.98,4368000000.0,5584000000.0,1216000000.0,,
2005-12-01,7.99,4368000000.0,5584000000.0,1216000000.0,,
2005-12-02,7.97,4368000000.0,5584000000.0,1216000000.0,,
2005-12-05,7.92,4368000000.0,5584000000.0,1216000000.0,,
2005-12-06,7.72,4368000000.0,5584000000.0,1216000000.0,,
2005-12-07,7.81,4368000000.0,5584000000.0,1216000000.0,,
2005-12-08,7.92,4368000000.0,5584000000.0,1216000000.0,,
2005-12-09,7.91,4368000000.0,5584000000.0,1216000000.0,,
2005-12-12,8.07,4368000000.0,5584000000.0,1216000000.0,,
2005-12-13,8.17,4368000000.0,5584000000.0,1216000000.0,,
2005-12-14,8.18,4368000000.0,5584000000.0,1216000000.0,,
2005-12-15,7.95,4368000000.0,5584000000.0,1216000000.0,,
2005-12-16,8.2,4368000000.0,5584000000.0,1216000000.0,,
2005-12-19,7.99,4368000000.0,5584000000.0,1216000000.0,,
2005-12-20,7.92,4368000000.0,5584000000.0,1216000000.0,,
2005-12-21,7.84,4368000000.0,5584000000.0,1216000000.0,,
2005-12-22,7.81,4368000000.0,5584000000.0,1216000000.0,,
2005-12-23,7.88,4368000000.0,5584000000.0,1216000000.0,,
2005-12-27,7.82,4368000000.0,5584000000.0,1216000000.0,,
2005-12-28,7.77,4368000000.0,5584000000.0,1216000000.0,,
2005-12-29,7.79,4368000000.0,5584000000.0,1216000000.0,,
2005-12-30,7.74,4368000000.0,5584000000.0,1216000000.0,,
2006-01-03,7.72,4368000000.0,5584000000.0,1216000000.0,,
2006-01-04,7.82,4368000000.0,5584000000.0,1216000000.0,,
2006-01-05,7.82,4368000000.0,5584000000.0,1216000000.0,,
2006-01-06,7.84,4368000000.0,5584000000.0,1216000000.0,,
2006-01-09,7.82,4368000000.0,5584000000.0,1216000000.0,,
2006-01-10,7.83,4368000000.0,5584000000.0,1216000000.0,,
2006-01-11,7.81,4368000000.0,5584000000.0,1216000000.0,,
2006-01-12,7.8,4368000000.0,5584000000.0,1216000000.0,,
2006-01-13,7.78,4368000000.0,5584000000.0,1216000000.0,,
2006-01-17,7.9,4368000000.0,5584000000.0,1216000000.0,,
2006-01-18,7.9,4368000000.0,5584000000.0,1216000000.0,,
2006-01-19,7.93,4368000000.0,5584000000.0,1216000000.0,,
2006-01-20,7.83,4368000000.0,5584000000.0,1216000000.0,,
2006-01-23,7.87,4368000000.0,5584000000.0,1216000000.0,,
2006-01-24,7.87,4368000000.0,5584000000.0,1216000000.0,,
2006-01-25,7.83,4368000000.0,5584000000.0,1216000000.0,,
2006-01-26,7.87,4368000000.0,5584000000.0,1216000000.0,,
2006-01-27,7.93,4368000000.0,5584000000.0,1216000000.0,,
2006-01-30,7.84,4368000000.0,5584000000.0,1216000000.0,,
2006-01-31,7.75,4368000000.0,5584000000.0,1216000000.0,,
2006-02-01,7.66,4368000000.0,5584000000.0,1216000000.0,,
2006-02-02,7.45,4368000000.0,5584000000.0,1216000000.0,,
2006-02-03,7.45,4368000000.0,5584000000.0,1216000000.0,,
2006-02-06,7.43,4368000000.0,5584000000.0,1216000000.0,,
2006-02-07,7.38,4368000000.0,5584000000.0,1216000000.0,,
2006-02-08,7.64,4368000000.0,5584000000.0,1216000000.0,,
2006-02-09,7.56,4368000000.0,5584000000.0,1216000000.0,,
2006-02-10,7.41,4368000000.0,5584000000.0,1216000000.0,,
2006-02-13,7.4,4368000000.0,5584000000.0,1216000000.0,,
2006-02-14,7.38,4368000000.0,5584000000.0,1216000000.0,,
2006-02-15,7.4,4368000000.0,5584000000.0,1216000000.0,,
2006-02-16,7.49,4368000000.0,5584000000.0,1216000000.0,,
2006-02-17,7.41,4368000000.0,5584000000.0,1216000000.0,,
2006-02-21,7.39,4368000000.0,5584000000.0,1216000000.0,,
2006-02-22,7.42,4368000000.0,5584000000.0,1216000000.0,,
2006-02-23,7.42,4368000000.0,5584000000.0,1216000000.0,,
2006-02-24,7.37,4368000000.0,5584000000.0,1216000000.0,,
2006-02-27,7.58,4368000000.0,5584000000.0,1216000000.0,,
2006-02-28,7.46,4368000000.0,5584000000.0,1216000000.0,,
2006-03-01,7.53,4368000000.0,5584000000.0,1216000000.0,,
2006-03-02,7.41,4368000000.0,5584000000.0,1216000000.0,,
2006-03-03,7.39,4368000000.0,5584000000.0,1216000000.0,,
2006-03-06,7.39,4368000000.0,5584000000.0,1216000000.0,,
