date,close price,FIS_SHE,FIS_TA,FIS_TL,market cap,PB Ratio
,,324000000.0,502000000.0,179000000.0,,
2001-06-20,23.9,324000000.0,502000000.0,179000000.0,,
2001-06-21,25.5,324000000.0,502000000.0,179000000.0,,
2001-06-22,25.6,324000000.0,502000000.0,179000000.0,,
2001-06-25,26.5,324000000.0,502000000.0,179000000.0,,
2001-06-26,26.45,324000000.0,502000000.0,179000000.0,,
2001-06-27,26.6,324000000.0,502000000.0,179000000.0,,
2001-06-28,27.5,324000000.0,502000000.0,179000000.0,,
2001-06-29,28.0,324000000.0,502000000.0,179000000.0,,
2001-07-02,28.0,324000000.0,502000000.0,179000000.0,,
2001-07-03,28.05,324000000.0,502000000.0,179000000.0,,
2001-07-05,27.95,324000000.0,502000000.0,179000000.0,,
2001-07-06,30.0,324000000.0,502000000.0,179000000.0,,
2001-07-09,29.91,324000000.0,502000000.0,179000000.0,,
2001-07-10,28.55,324000000.0,502000000.0,179000000.0,,
2001-07-11,28.5,324000000.0,502000000.0,179000000.0,,
2001-07-12,29.45,324000000.0,502000000.0,179000000.0,,
2001-07-13,29.0,324000000.0,502000000.0,179000000.0,,
2001-07-16,28.75,324000000.0,502000000.0,179000000.0,,
2001-07-17,29.59,324000000.0,502000000.0,179000000.0,,
2001-07-18,29.49,324000000.0,502000000.0,179000000.0,,
2001-07-19,28.9,324000000.0,502000000.0,179000000.0,,
2001-07-20,28.96,324000000.0,502000000.0,179000000.0,,
2001-07-23,29.01,324000000.0,502000000.0,179000000.0,,
2001-07-24,28.98,324000000.0,502000000.0,179000000.0,,
2001-07-25,29.55,324000000.0,502000000.0,179000000.0,,
2001-07-26,29.93,324000000.0,502000000.0,179000000.0,,
2001-07-27,30.53,324000000.0,502000000.0,179000000.0,,
2001-07-30,31.62,324000000.0,502000000.0,179000000.0,,
2001-07-31,33.02,324000000.0,502000000.0,179000000.0,,
2001-08-01,34.0,324000000.0,502000000.0,179000000.0,,
2001-08-02,33.71,324000000.0,502000000.0,179000000.0,,
2001-08-03,32.65,324000000.0,502000000.0,179000000.0,,
2001-08-06,32.14,324000000.0,502000000.0,179000000.0,,
2001-08-07,32.45,324000000.0,502000000.0,179000000.0,,
2001-08-08,32.49,324000000.0,502000000.0,179000000.0,,
2001-08-09,32.51,324000000.0,502000000.0,179000000.0,,
2001-08-10,32.15,324000000.0,502000000.0,179000000.0,,
2001-08-13,32.0,324000000.0,502000000.0,179000000.0,,
2001-08-14,32.79,412000000.0,587000000.0,175000000.0,,
2001-08-15,32.0,412000000.0,587000000.0,175000000.0,,
2001-08-16,32.0,412000000.0,587000000.0,175000000.0,,
2001-08-17,32.24,412000000.0,587000000.0,175000000.0,,
2001-08-20,32.02,412000000.0,587000000.0,175000000.0,,
2001-08-21,32.3,412000000.0,587000000.0,175000000.0,,
2001-08-22,32.5,412000000.0,587000000.0,175000000.0,,
2001-08-23,32.4,412000000.0,587000000.0,175000000.0,,
2001-08-24,32.35,412000000.0,587000000.0,175000000.0,,
2001-08-27,32.65,412000000.0,587000000.0,175000000.0,,
2001-08-28,32.38,412000000.0,587000000.0,175000000.0,,
2001-08-29,32.73,412000000.0,587000000.0,175000000.0,,
2001-08-30,33.01,412000000.0,587000000.0,175000000.0,,
2001-08-31,34.36,412000000.0,587000000.0,175000000.0,,
2001-09-04,34.9,412000000.0,587000000.0,175000000.0,,
2001-09-05,33.72,412000000.0,587000000.0,175000000.0,,
2001-09-06,33.0,412000000.0,587000000.0,175000000.0,,
2001-09-07,32.64,412000000.0,587000000.0,175000000.0,,
2001-09-10,32.75,412000000.0,587000000.0,175000000.0,,
2001-09-17,30.09,412000000.0,587000000.0,175000000.0,,
2001-09-18,30.75,412000000.0,587000000.0,175000000.0,,
2001-09-19,30.82,412000000.0,587000000.0,175000000.0,,
2001-09-20,29.87,412000000.0,587000000.0,175000000.0,,
2001-09-21,29.64,412000000.0,587000000.0,175000000.0,,
2001-09-24,29.43,412000000.0,587000000.0,175000000.0,,
2001-09-25,28.73,412000000.0,587000000.0,175000000.0,,
2001-09-26,25.6,412000000.0,587000000.0,175000000.0,,
2001-09-27,24.98,412000000.0,587000000.0,175000000.0,,
2001-09-28,25.96,412000000.0,587000000.0,175000000.0,,
2001-10-01,28.23,412000000.0,587000000.0,175000000.0,,
2001-10-02,28.0,412000000.0,587000000.0,175000000.0,,
2001-10-03,29.22,412000000.0,587000000.0,175000000.0,,
2001-10-04,31.0,412000000.0,587000000.0,175000000.0,,
2001-10-05,30.19,412000000.0,587000000.0,175000000.0,,
2001-10-08,28.51,412000000.0,587000000.0,175000000.0,,
2001-10-09,29.89,412000000.0,587000000.0,175000000.0,,
2001-10-10,29.74,412000000.0,587000000.0,175000000.0,,
2001-10-11,28.79,412000000.0,587000000.0,175000000.0,,
2001-10-12,27.81,412000000.0,587000000.0,175000000.0,,
2001-10-15,29.0,412000000.0,587000000.0,175000000.0,,
2001-10-16,28.7,412000000.0,587000000.0,175000000.0,,
2001-10-17,28.66,412000000.0,587000000.0,175000000.0,,
2001-10-18,29.46,412000000.0,587000000.0,175000000.0,,
2001-10-19,29.4,412000000.0,587000000.0,175000000.0,,
2001-10-22,29.51,412000000.0,587000000.0,175000000.0,,
2001-10-23,29.85,412000000.0,587000000.0,175000000.0,,
2001-10-24,30.02,412000000.0,587000000.0,175000000.0,,
2001-10-25,30.0,412000000.0,587000000.0,175000000.0,,
2001-10-26,29.95,412000000.0,587000000.0,175000000.0,,
2001-10-29,29.49,412000000.0,587000000.0,175000000.0,,
2001-10-30,27.78,412000000.0,587000000.0,175000000.0,,
2001-10-31,28.5,412000000.0,587000000.0,175000000.0,,
2001-11-01,27.88,412000000.0,587000000.0,175000000.0,,
2001-11-02,27.78,412000000.0,587000000.0,175000000.0,,
2001-11-05,28.03,412000000.0,587000000.0,175000000.0,,
2001-11-06,27.94,412000000.0,587000000.0,175000000.0,,
2001-11-07,27.99,412000000.0,587000000.0,175000000.0,,
2001-11-08,28.58,412000000.0,587000000.0,175000000.0,,
2001-11-09,28.15,412000000.0,587000000.0,175000000.0,,
2001-11-12,28.74,412000000.0,587000000.0,175000000.0,,
2001-11-13,29.02,412000000.0,587000000.0,175000000.0,,
2001-11-14,29.4,160000000.0,619000000.0,459000000.0,,
2001-11-15,29.9,160000000.0,619000000.0,459000000.0,,
2001-11-16,30.04,160000000.0,619000000.0,459000000.0,,
2001-11-19,30.81,160000000.0,619000000.0,459000000.0,,
2001-11-20,30.36,160000000.0,619000000.0,459000000.0,,
2001-11-21,30.5,160000000.0,619000000.0,459000000.0,,
2001-11-23,30.49,160000000.0,619000000.0,459000000.0,,
2001-11-26,30.49,160000000.0,619000000.0,459000000.0,,
2001-11-27,30.5,160000000.0,619000000.0,459000000.0,,
2001-11-28,30.21,160000000.0,619000000.0,459000000.0,,
2001-11-29,29.99,160000000.0,619000000.0,459000000.0,,
2001-11-30,29.42,160000000.0,619000000.0,459000000.0,,
2001-12-03,29.11,160000000.0,619000000.0,459000000.0,,
2001-12-04,29.21,160000000.0,619000000.0,459000000.0,,
2001-12-05,30.68,160000000.0,619000000.0,459000000.0,,
2001-12-06,30.5,160000000.0,619000000.0,459000000.0,,
2001-12-07,30.72,160000000.0,619000000.0,459000000.0,,
2001-12-10,30.94,160000000.0,619000000.0,459000000.0,,
2001-12-11,31.47,160000000.0,619000000.0,459000000.0,,
2001-12-12,31.95,160000000.0,619000000.0,459000000.0,,
2001-12-13,32.21,160000000.0,619000000.0,459000000.0,,
2001-12-14,33.0,160000000.0,619000000.0,459000000.0,,
2001-12-17,33.18,160000000.0,619000000.0,459000000.0,,
2001-12-18,34.13,160000000.0,619000000.0,459000000.0,,
2001-12-19,33.11,160000000.0,619000000.0,459000000.0,,
2001-12-20,33.64,160000000.0,619000000.0,459000000.0,,
2001-12-21,34.85,160000000.0,619000000.0,459000000.0,,
2001-12-24,35.45,160000000.0,619000000.0,459000000.0,,
2001-12-26,35.07,160000000.0,619000000.0,459000000.0,,
2001-12-27,34.43,160000000.0,619000000.0,459000000.0,,
2001-12-28,34.7,160000000.0,619000000.0,459000000.0,,
2001-12-31,34.22,160000000.0,619000000.0,459000000.0,,
2002-01-02,35.2,160000000.0,619000000.0,459000000.0,,
2002-01-03,35.34,160000000.0,619000000.0,459000000.0,,
2002-01-04,35.0,160000000.0,619000000.0,459000000.0,,
2002-01-07,33.93,160000000.0,619000000.0,459000000.0,,
2002-01-08,33.74,160000000.0,619000000.0,459000000.0,,
2002-01-09,34.48,160000000.0,619000000.0,459000000.0,,
2002-01-10,33.84,160000000.0,619000000.0,459000000.0,,
2002-01-11,34.06,160000000.0,619000000.0,459000000.0,,
2002-01-14,34.96,160000000.0,619000000.0,459000000.0,,
2002-01-15,34.8,160000000.0,619000000.0,459000000.0,,
2002-01-16,34.55,160000000.0,619000000.0,459000000.0,,
2002-01-17,35.13,160000000.0,619000000.0,459000000.0,,
2002-01-18,34.85,160000000.0,619000000.0,459000000.0,,
2002-01-22,34.1,160000000.0,619000000.0,459000000.0,,
2002-01-23,33.97,160000000.0,619000000.0,459000000.0,,
2002-01-24,34.44,160000000.0,619000000.0,459000000.0,,
2002-01-25,34.1,160000000.0,619000000.0,459000000.0,,
2002-01-28,34.32,160000000.0,619000000.0,459000000.0,,
2002-01-29,34.1,160000000.0,619000000.0,459000000.0,,
2002-01-30,34.45,160000000.0,619000000.0,459000000.0,,
2002-01-31,34.69,160000000.0,619000000.0,459000000.0,,
2002-02-01,35.56,160000000.0,619000000.0,459000000.0,,
2002-02-04,35.2,160000000.0,619000000.0,459000000.0,,
2002-02-05,35.3,160000000.0,619000000.0,459000000.0,,
2002-02-06,35.24,160000000.0,619000000.0,459000000.0,,
2002-02-07,35.23,160000000.0,619000000.0,459000000.0,,
2002-02-08,35.24,160000000.0,619000000.0,459000000.0,,
2002-02-11,35.1,160000000.0,619000000.0,459000000.0,,
2002-02-12,34.96,160000000.0,619000000.0,459000000.0,,
2002-02-13,35.46,160000000.0,619000000.0,459000000.0,,
2002-02-14,35.12,160000000.0,619000000.0,459000000.0,,
2002-02-15,35.25,160000000.0,619000000.0,459000000.0,,
2002-02-19,35.47,160000000.0,619000000.0,459000000.0,,
2002-02-20,35.52,160000000.0,619000000.0,459000000.0,,
2002-02-21,34.62,160000000.0,619000000.0,459000000.0,,
2002-02-22,34.87,160000000.0,619000000.0,459000000.0,,
2002-02-25,34.85,160000000.0,619000000.0,459000000.0,,
2002-02-26,34.75,160000000.0,619000000.0,459000000.0,,
2002-02-27,35.11,160000000.0,619000000.0,459000000.0,,
2002-02-28,37.15,160000000.0,619000000.0,459000000.0,,
2002-03-01,38.94,160000000.0,619000000.0,459000000.0,,
2002-03-04,39.87,160000000.0,619000000.0,459000000.0,,
2002-03-05,39.94,160000000.0,619000000.0,459000000.0,,
2002-03-06,40.22,160000000.0,619000000.0,459000000.0,,
2002-03-07,40.45,160000000.0,619000000.0,459000000.0,,
2002-03-08,40.6,160000000.0,619000000.0,459000000.0,,
2002-03-11,41.1,160000000.0,619000000.0,459000000.0,,
2002-03-12,41.26,160000000.0,619000000.0,459000000.0,,
2002-03-13,40.92,160000000.0,619000000.0,459000000.0,,
2002-03-14,41.04,160000000.0,619000000.0,459000000.0,,
2002-03-15,40.44,160000000.0,619000000.0,459000000.0,,
2002-03-18,39.32,160000000.0,619000000.0,459000000.0,,
2002-03-19,38.51,160000000.0,619000000.0,459000000.0,,
2002-03-20,38.71,160000000.0,619000000.0,459000000.0,,
2002-03-21,39.5,160000000.0,619000000.0,459000000.0,,
2002-03-22,39.93,160000000.0,619000000.0,459000000.0,,
2002-03-25,39.82,160000000.0,619000000.0,459000000.0,,
2002-03-26,39.7,160000000.0,619000000.0,459000000.0,,
2002-03-27,39.77,160000000.0,619000000.0,459000000.0,,
2002-03-28,39.7,160000000.0,619000000.0,459000000.0,,
2002-04-01,40.79,160000000.0,619000000.0,459000000.0,,
2002-04-02,41.43,160000000.0,619000000.0,459000000.0,,
2002-04-03,40.74,160000000.0,619000000.0,459000000.0,,
2002-04-04,40.88,160000000.0,619000000.0,459000000.0,,
2002-04-05,41.5,160000000.0,619000000.0,459000000.0,,
2002-04-08,41.97,160000000.0,619000000.0,459000000.0,,
2002-04-09,42.56,160000000.0,619000000.0,459000000.0,,
2002-04-10,42.66,160000000.0,619000000.0,459000000.0,,
2002-04-11,41.86,160000000.0,619000000.0,459000000.0,,
2002-04-12,41.73,160000000.0,619000000.0,459000000.0,,
2002-04-15,41.91,160000000.0,619000000.0,459000000.0,,
2002-04-16,42.25,160000000.0,619000000.0,459000000.0,,
2002-04-17,41.34,160000000.0,619000000.0,459000000.0,,
2002-04-18,41.25,160000000.0,619000000.0,459000000.0,,
2002-04-19,42.12,160000000.0,619000000.0,459000000.0,,
2002-04-22,42.76,160000000.0,619000000.0,459000000.0,,
2002-04-23,42.8,160000000.0,619000000.0,459000000.0,,
2002-04-24,41.45,160000000.0,619000000.0,459000000.0,,
2002-04-25,40.67,160000000.0,619000000.0,459000000.0,,
2002-04-26,39.84,160000000.0,619000000.0,459000000.0,,
2002-04-29,38.96,160000000.0,619000000.0,459000000.0,,
2002-04-30,38.8,160000000.0,619000000.0,459000000.0,,
2002-05-01,39.0,160000000.0,619000000.0,459000000.0,,
2002-05-02,38.79,160000000.0,619000000.0,459000000.0,,
2002-05-03,38.76,160000000.0,619000000.0,459000000.0,,
2002-05-06,38.77,160000000.0,619000000.0,459000000.0,,
