date,close price,IEX_SHE,IEX_TA,IEX_TL,market cap,PB Ratio
,,-23300000.0,133700000.0,157000000.0,,
1989-06-02,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-05,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-06,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-07,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-08,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-09,2.91,-23300000.0,133700000.0,157000000.0,159177000.0,-6.831630901287554
1989-06-12,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-13,2.84,-23300000.0,133700000.0,157000000.0,155348000.0,-6.667296137339056
1989-06-14,2.81,-23300000.0,133700000.0,157000000.0,153707000.0,-6.5968669527897
1989-06-15,2.79,-23300000.0,133700000.0,157000000.0,152613000.0,-6.549914163090129
1989-06-16,2.81,-23300000.0,133700000.0,157000000.0,153707000.0,-6.5968669527897
1989-06-19,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-20,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-21,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-22,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-23,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-26,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-06-27,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-06-28,2.84,-23300000.0,133700000.0,157000000.0,155348000.0,-6.667296137339056
1989-06-29,2.84,-23300000.0,133700000.0,157000000.0,155348000.0,-6.667296137339056
1989-06-30,2.81,-23300000.0,133700000.0,157000000.0,153707000.0,-6.5968669527897
1989-07-03,2.84,-23300000.0,133700000.0,157000000.0,155348000.0,-6.667296137339056
1989-07-05,2.86,-23300000.0,133700000.0,157000000.0,156442000.0,-6.714248927038627
1989-07-06,2.79,-23300000.0,133700000.0,157000000.0,152613000.0,-6.549914163090129
1989-07-07,2.84,-23300000.0,133700000.0,157000000.0,155348000.0,-6.667296137339056
1989-07-10,2.91,-23300000.0,133700000.0,157000000.0,159177000.0,-6.831630901287554
1989-07-11,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-07-12,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-07-13,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-07-14,2.89,-23300000.0,133700000.0,157000000.0,158083000.0,-6.784678111587983
1989-07-17,2.91,-23300000.0,133700000.0,157000000.0,159177000.0,-6.831630901287554
1989-07-18,2.91,-23300000.0,133700000.0,157000000.0,159177000.0,-6.831630901287554
1989-07-19,2.96,-23300000.0,133700000.0,157000000.0,161912000.0,-6.94901287553648
1989-07-20,2.96,-23300000.0,133700000.0,157000000.0,161912000.0,-6.94901287553648
1989-07-21,2.96,-23300000.0,133700000.0,157000000.0,161912000.0,-6.94901287553648
1989-07-24,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-07-25,3.06,-23300000.0,133700000.0,157000000.0,167382000.0,-7.183776824034335
1989-07-26,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-07-27,3.14,-23300000.0,133700000.0,157000000.0,171758000.0,-7.371587982832618
1989-07-28,3.14,-23300000.0,133700000.0,157000000.0,171758000.0,-7.371587982832618
1989-07-31,3.19,-23300000.0,133700000.0,157000000.0,174493000.0,-7.488969957081545
1989-08-01,3.21,-23300000.0,133700000.0,157000000.0,175587000.0,-7.535922746781116
1989-08-02,3.21,-23300000.0,133700000.0,157000000.0,175587000.0,-7.535922746781116
1989-08-03,3.21,-23300000.0,133700000.0,157000000.0,175587000.0,-7.535922746781116
1989-08-04,3.16,-23300000.0,133700000.0,157000000.0,172852000.0,-7.418540772532189
1989-08-07,3.21,-23300000.0,133700000.0,157000000.0,175587000.0,-7.535922746781116
1989-08-08,3.19,-23300000.0,133700000.0,157000000.0,174493000.0,-7.488969957081545
1989-08-09,3.16,-23300000.0,133700000.0,157000000.0,172852000.0,-7.418540772532189
1989-08-10,3.16,-23300000.0,133700000.0,157000000.0,172852000.0,-7.418540772532189
1989-08-11,3.14,-23300000.0,133700000.0,157000000.0,171758000.0,-7.371587982832618
1989-08-14,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-08-15,3.14,-23300000.0,133700000.0,157000000.0,171758000.0,-7.371587982832618
1989-08-16,3.16,-23300000.0,133700000.0,157000000.0,172852000.0,-7.418540772532189
1989-08-17,3.16,-23300000.0,133700000.0,157000000.0,172852000.0,-7.418540772532189
1989-08-18,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-08-21,3.09,-23300000.0,133700000.0,157000000.0,169023000.0,-7.254206008583691
1989-08-22,3.09,-23300000.0,133700000.0,157000000.0,169023000.0,-7.254206008583691
1989-08-23,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-08-24,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-08-25,3.11,-23300000.0,133700000.0,157000000.0,170117000.0,-7.301158798283262
1989-08-28,3.09,-23300000.0,133700000.0,157000000.0,169023000.0,-7.254206008583691
