date,close price,DE_SHE,DE_TA,DE_TL,market cap,PB Ratio
,,2692000000.0,9313000000.0,6620000000.0,,
1972-06-01,2.68,2692000000.0,9313000000.0,6620000000.0,,
1972-06-02,2.73,2692000000.0,9313000000.0,6620000000.0,,
1972-06-05,2.72,2692000000.0,9313000000.0,6620000000.0,,
1972-06-06,2.69,2692000000.0,9313000000.0,6620000000.0,,
1972-06-07,2.66,2692000000.0,9313000000.0,6620000000.0,,
1972-06-08,2.69,2692000000.0,9313000000.0,6620000000.0,,
1972-06-09,2.67,2692000000.0,9313000000.0,6620000000.0,,
1972-06-12,2.63,2692000000.0,9313000000.0,6620000000.0,,
1972-06-13,2.59,2692000000.0,9313000000.0,6620000000.0,,
1972-06-14,2.64,2692000000.0,9313000000.0,6620000000.0,,
1972-06-15,2.65,2692000000.0,9313000000.0,6620000000.0,,
1972-06-16,2.66,2692000000.0,9313000000.0,6620000000.0,,
1972-06-19,2.66,2692000000.0,9313000000.0,6620000000.0,,
1972-06-20,2.66,2692000000.0,9313000000.0,6620000000.0,,
1972-06-21,2.64,2692000000.0,9313000000.0,6620000000.0,,
1972-06-22,2.6,2692000000.0,9313000000.0,6620000000.0,,
1972-06-23,2.55,2692000000.0,9313000000.0,6620000000.0,,
1972-06-26,2.48,2692000000.0,9313000000.0,6620000000.0,,
1972-06-27,2.5,2692000000.0,9313000000.0,6620000000.0,,
1972-06-28,2.49,2692000000.0,9313000000.0,6620000000.0,,
1972-06-29,2.47,2692000000.0,9313000000.0,6620000000.0,,
1972-06-30,2.47,2692000000.0,9313000000.0,6620000000.0,,
1972-07-03,2.47,2692000000.0,9313000000.0,6620000000.0,,
1972-07-05,2.49,2692000000.0,9313000000.0,6620000000.0,,
1972-07-06,2.51,2692000000.0,9313000000.0,6620000000.0,,
1972-07-07,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-10,2.57,2692000000.0,9313000000.0,6620000000.0,,
1972-07-11,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-12,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-13,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-14,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-17,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-18,2.59,2692000000.0,9313000000.0,6620000000.0,,
1972-07-19,2.6,2692000000.0,9313000000.0,6620000000.0,,
1972-07-20,2.59,2692000000.0,9313000000.0,6620000000.0,,
1972-07-21,2.58,2692000000.0,9313000000.0,6620000000.0,,
1972-07-24,2.56,2692000000.0,9313000000.0,6620000000.0,,
1972-07-25,2.55,2692000000.0,9313000000.0,6620000000.0,,
1972-07-26,2.59,2692000000.0,9313000000.0,6620000000.0,,
1972-07-27,2.55,2692000000.0,9313000000.0,6620000000.0,,
1972-07-28,2.53,2692000000.0,9313000000.0,6620000000.0,,
1972-07-31,2.53,2692000000.0,9313000000.0,6620000000.0,,
1972-08-01,2.51,2692000000.0,9313000000.0,6620000000.0,,
1972-08-02,2.51,2692000000.0,9313000000.0,6620000000.0,,
1972-08-03,2.53,2692000000.0,9313000000.0,6620000000.0,,
1972-08-04,2.55,2692000000.0,9313000000.0,6620000000.0,,
1972-08-07,2.63,2692000000.0,9313000000.0,6620000000.0,,
1972-08-08,2.67,2692000000.0,9313000000.0,6620000000.0,,
1972-08-09,2.68,2692000000.0,9313000000.0,6620000000.0,,
1972-08-10,2.72,2692000000.0,9313000000.0,6620000000.0,,
1972-08-11,2.81,2692000000.0,9313000000.0,6620000000.0,,
1972-08-14,2.85,2692000000.0,9313000000.0,6620000000.0,,
1972-08-15,2.91,2692000000.0,9313000000.0,6620000000.0,,
1972-08-16,2.9,2692000000.0,9313000000.0,6620000000.0,,
1972-08-17,3.02,2692000000.0,9313000000.0,6620000000.0,,
1972-08-18,3.08,2692000000.0,9313000000.0,6620000000.0,,
1972-08-21,3.09,2692000000.0,9313000000.0,6620000000.0,,
1972-08-22,3.21,2692000000.0,9313000000.0,6620000000.0,,
1972-08-23,3.23,2692000000.0,9313000000.0,6620000000.0,,
1972-08-24,3.21,2692000000.0,9313000000.0,6620000000.0,,
1972-08-25,3.21,2692000000.0,9313000000.0,6620000000.0,,
1972-08-28,3.16,2692000000.0,9313000000.0,6620000000.0,,
1972-08-29,3.14,2692000000.0,9313000000.0,6620000000.0,,
1972-08-30,3.22,2692000000.0,9313000000.0,6620000000.0,,
1972-08-31,3.26,2692000000.0,9313000000.0,6620000000.0,,
1972-09-01,3.26,2692000000.0,9313000000.0,6620000000.0,,
1972-09-05,3.24,2692000000.0,9313000000.0,6620000000.0,,
1972-09-06,3.24,2692000000.0,9313000000.0,6620000000.0,,
1972-09-07,3.23,2692000000.0,9313000000.0,6620000000.0,,
1972-09-08,3.25,2692000000.0,9313000000.0,6620000000.0,,
1972-09-11,3.22,2692000000.0,9313000000.0,6620000000.0,,
1972-09-12,3.09,2692000000.0,9313000000.0,6620000000.0,,
1972-09-13,3.12,2692000000.0,9313000000.0,6620000000.0,,
1972-09-14,3.14,2692000000.0,9313000000.0,6620000000.0,,
1972-09-15,3.12,2692000000.0,9313000000.0,6620000000.0,,
1972-09-18,3.08,2692000000.0,9313000000.0,6620000000.0,,
1972-09-19,3.1,2692000000.0,9313000000.0,6620000000.0,,
1972-09-20,3.1,2692000000.0,9313000000.0,6620000000.0,,
1972-09-21,3.08,2692000000.0,9313000000.0,6620000000.0,,
1972-09-22,3.0,2692000000.0,9313000000.0,6620000000.0,,
1972-09-25,3.02,2692000000.0,9313000000.0,6620000000.0,,
1972-09-26,3.13,2692000000.0,9313000000.0,6620000000.0,,
1972-09-27,3.25,2692000000.0,9313000000.0,6620000000.0,,
1972-09-28,3.33,2692000000.0,9313000000.0,6620000000.0,,
1972-09-29,3.39,2692000000.0,9313000000.0,6620000000.0,,
1972-10-02,3.29,2692000000.0,9313000000.0,6620000000.0,,
1972-10-03,3.33,2692000000.0,9313000000.0,6620000000.0,,
1972-10-04,3.36,2692000000.0,9313000000.0,6620000000.0,,
1972-10-05,3.27,2692000000.0,9313000000.0,6620000000.0,,
1972-10-06,3.3,2692000000.0,9313000000.0,6620000000.0,,
1972-10-09,3.38,2692000000.0,9313000000.0,6620000000.0,,
1972-10-10,3.4,2692000000.0,9313000000.0,6620000000.0,,
1972-10-11,3.36,2692000000.0,9313000000.0,6620000000.0,,
1972-10-12,3.35,2692000000.0,9313000000.0,6620000000.0,,
1972-10-13,3.31,2692000000.0,9313000000.0,6620000000.0,,
1972-10-16,3.27,2692000000.0,9313000000.0,6620000000.0,,
1972-10-17,3.31,2692000000.0,9313000000.0,6620000000.0,,
1972-10-18,3.27,2692000000.0,9313000000.0,6620000000.0,,
1972-10-19,3.23,2692000000.0,9313000000.0,6620000000.0,,
1972-10-20,3.31,2692000000.0,9313000000.0,6620000000.0,,
1972-10-23,3.36,2692000000.0,9313000000.0,6620000000.0,,
1972-10-24,3.33,2692000000.0,9313000000.0,6620000000.0,,
1972-10-25,3.38,2692000000.0,9313000000.0,6620000000.0,,
1972-10-26,3.33,2692000000.0,9313000000.0,6620000000.0,,
1972-10-27,3.16,2692000000.0,9313000000.0,6620000000.0,,
1972-10-30,3.25,2692000000.0,9313000000.0,6620000000.0,,
1972-10-31,3.44,2692000000.0,9313000000.0,6620000000.0,,
1972-11-01,3.5,2692000000.0,9313000000.0,6620000000.0,,
1972-11-02,3.65,2692000000.0,9313000000.0,6620000000.0,,
1972-11-03,3.6,2692000000.0,9313000000.0,6620000000.0,,
1972-11-06,3.66,2692000000.0,9313000000.0,6620000000.0,,
1972-11-08,3.65,2692000000.0,9313000000.0,6620000000.0,,
