date,FAST,FAST_SHE,PB Ratio
2003-02-26,,499871000.0,
2003-03-31,267087040.0,499871000.0,0.5343119324785794
2003-04-01,268604580.0,499871000.0,0.5373477957312986
2003-04-02,282262440.0,499871000.0,0.5646705650057715
2003-04-03,303508000.0,499871000.0,0.6071726505438403
2003-04-04,307301850.0,499871000.0,0.6147623086756383
2003-04-07,312613240.0,499871000.0,0.6253878300601555
2003-04-08,303508000.0,499871000.0,0.6071726505438403
2003-04-09,299714150.0,499871000.0,0.5995829924120423
2003-04-10,310336930.0,499871000.0,0.6208340351810767
2003-04-11,313372010.0,499871000.0,0.6269057616865151
2003-04-14,325512330.0,499871000.0,0.6511926677082688
2003-04-15,323236020.0,499871000.0,0.64663887282919
2003-04-16,315648320.0,499871000.0,0.6314595565655939
2003-04-17,325512330.0,516641000.0,0.6300551640307293
2003-04-21,324753560.0,516641000.0,0.6285865039747136
2003-04-22,330823720.0,516641000.0,0.6403357844228391
2003-04-23,327029870.0,516641000.0,0.6329924841427607
2003-04-24,321718480.0,516641000.0,0.6227118637506508
2003-04-25,317165860.0,516641000.0,0.6138999034145567
2003-04-28,329306180.0,516641000.0,0.6373984643108077
2003-04-29,326271100.0,516641000.0,0.6315238240867449
2003-04-30,327788640.0,516641000.0,0.6344611441987763
2003-05-01,319442170.0,516641000.0,0.6183058835826037
2003-05-02,323994789.99999994,516641000.0,0.6271178439186977
2003-05-05,333100030.0,516641000.0,0.6447417645908862
2003-05-06,336893880.0,516641000.0,0.6520850648709645
2003-05-07,327788640.0,516641000.0,0.6344611441987763
2003-05-08,323236020.0,516641000.0,0.6256491838626822
2003-05-09,331582490.0,516641000.0,0.6418044444788548
2003-05-12,341446500.0,516641000.0,0.6608970252070586
2003-05-13,332341260.0,516641000.0,0.6432731045348704
2003-05-14,327029870.0,516641000.0,0.6329924841427607
2003-05-15,331582490.0,516641000.0,0.6418044444788548
2003-05-16,325512330.0,516641000.0,0.6300551640307293
2003-05-19,314130780.0,516641000.0,0.608025263190494
2003-05-20,306543080.0,516641000.0,0.5933386626303371
2003-05-21,299714150.0,516641000.0,0.5801207221261959
2003-05-22,301231690.0,516641000.0,0.5830580422382273
2003-05-23,301990460.0,516641000.0,0.584526702294243
2003-05-27,306543080.0,516641000.0,0.5933386626303371
2003-05-28,313372010.0,516641000.0,0.6065566031344783
2003-05-29,309578160.0,516641000.0,0.5992133028543999
2003-05-30,317165860.0,516641000.0,0.6138999034145567
2003-06-02,324753560.0,516641000.0,0.6285865039747136
2003-06-03,325512330.0,516641000.0,0.6300551640307293
2003-06-04,329306180.0,516641000.0,0.6373984643108077
2003-06-05,325512330.0,516641000.0,0.6300551640307293
2003-06-06,321718480.0,516641000.0,0.6227118637506508
2003-06-09,314130780.0,516641000.0,0.608025263190494
2003-06-10,326271100.0,516641000.0,0.6315238240867449
2003-06-11,334617570.0,516641000.0,0.6476790847029175
2003-06-12,337652650.0,516641000.0,0.6535537249269803
2003-06-13,330823720.0,516641000.0,0.6403357844228391
2003-06-16,345999120.0,516641000.0,0.6697089855431528
2003-06-17,347516660.0,516641000.0,0.6726463056551841
2003-06-18,339928960.00000006,516641000.0,0.6579597050950274
2003-06-19,331582490.0,516641000.0,0.6418044444788548
2003-06-20,334617570.0,516641000.0,0.6476790847029175
2003-06-23,330823720.0,516641000.0,0.6403357844228391
2003-06-24,330823720.0,516641000.0,0.6403357844228391
2003-06-25,330823720.0,516641000.0,0.6403357844228391
2003-06-26,327788640.0,516641000.0,0.6344611441987763
2003-06-27,324753560.0,516641000.0,0.6285865039747136
2003-06-30,321718480.0,516641000.0,0.6227118637506508
2003-07-01,325512330.0,516641000.0,0.6300551640307293
2003-07-02,338411420.0,516641000.0,0.6550223849829959
2003-07-03,332341260.0,516641000.0,0.6432731045348704
2003-07-07,339928960.00000006,516641000.0,0.6579597050950274
2003-07-08,341446500.0,516641000.0,0.6608970252070586
2003-07-09,337652650.0,516641000.0,0.6535537249269803
2003-07-10,335376340.0,516641000.0,0.6491477447589332
2003-07-11,336135110.0,516641000.0,0.6506164048149489
2003-07-14,339170190.0,516641000.0,0.6564910450390116
2003-07-15,333100030.0,516641000.0,0.6447417645908862
2003-07-16,328547410.0,516641000.0,0.6359298042547921
2003-07-17,323236020.0,516641000.0,0.6256491838626822
2003-07-18,329306180.0,516641000.0,0.6373984643108077
2003-07-21,327788640.0,516641000.0,0.6344611441987763
2003-07-22,332341260.0,516641000.0,0.6432731045348704
2003-07-23,329306180.0,516641000.0,0.6373984643108077
2003-07-24,325512330.0,516641000.0,0.6300551640307293
2003-07-25,343722810.0,516641000.0,0.6653030053751058
2003-07-28,351310510.0,516641000.0,0.6799896059352626
2003-07-29,355863130.0,516641000.0,0.6888015662713567
2003-07-30,352828050.0,516641000.0,0.682926926047294
2003-07-31,359656980.0,516641000.0,0.6961448665514351
