date,close price,CDW_SHE,CDW_TA,CDW_TL,market cap,PB Ratio
2010-11-15,,-37000000.0,5974000000.0,5005000000.0,,
2011-03-04,,-43000000.0,5943000000.0,4960000000.0,,
2011-05-13,,-39000000.0,5924000000.0,4920000000.0,,
2011-08-15,,-69300000.0,6021900000.0,6091200000.0,,
2011-11-14,,-35500000.0,5965000000.0,6000500000.0,,
2012-03-09,,-7300000.0,5949600000.0,5956900000.0,,
2012-05-15,,10600000.0,5721400000.0,5710800000.0,,
2012-08-10,,51100000.0,5935500000.0,5884400000.0,,
2012-11-09,,98200000.0,5985100000.0,5886900000.0,,
2013-03-08,,136500000.0,5720000000.0,5583500000.0,,
2013-05-09,,163800000.0,5822700000.0,5658900000.0,,
2013-06-27,18.37,163800000.0,5822700000.0,5658900000.0,2691205000.0,16.429822954822956
2013-06-28,18.62,163800000.0,5822700000.0,5658900000.0,2727830000.0,16.653418803418802
2013-07-01,18.34,163800000.0,5822700000.0,5658900000.0,2829862000.0,17.276324786324786
2013-07-02,19.22,163800000.0,5822700000.0,5658900000.0,2965646000.0,18.105286935286934
2013-07-03,19.08,163800000.0,5822700000.0,5658900000.0,2944043999.9999995,17.97340659340659
2013-07-05,19.22,163800000.0,5822700000.0,5658900000.0,2965646000.0,18.105286935286934
2013-07-08,19.23,163800000.0,5822700000.0,5658900000.0,2967189000.0,18.11470695970696
2013-07-09,19.5,163800000.0,5822700000.0,5658900000.0,3008850000.0,18.36904761904762
2013-07-10,19.1,163800000.0,5822700000.0,5658900000.0,2947130000.0,17.99224664224664
2013-07-11,19.58,163800000.0,5822700000.0,5658900000.0,3021193999.9999995,18.44440781440781
2013-07-12,19.51,163800000.0,5822700000.0,5658900000.0,3010393000.0000005,18.378467643467648
2013-07-15,19.56,163800000.0,5822700000.0,5658900000.0,3018108000.0,18.425567765567767
2013-07-16,20.1,163800000.0,5822700000.0,5658900000.0,3101430000.0,18.934249084249085
2013-07-17,20.37,163800000.0,5822700000.0,5658900000.0,3143091000.0,19.188589743589745
2013-07-18,20.83,163800000.0,5822700000.0,5658900000.0,3214068999.9999995,19.621910866910863
2013-07-19,20.84,163800000.0,5822700000.0,5658900000.0,3215612000.0,19.63133089133089
2013-07-22,20.34,163800000.0,5822700000.0,5658900000.0,3138462000.0,19.16032967032967
2013-07-23,20.22,163800000.0,5822700000.0,5658900000.0,3119946000.0,19.047289377289378
2013-07-24,20.57,163800000.0,5822700000.0,5658900000.0,3173951000.0,19.37699023199023
2013-07-25,21.98,163800000.0,5822700000.0,5658900000.0,3391514000.0,20.705213675213674
2013-07-26,21.59,163800000.0,5822700000.0,5658900000.0,3331337000.0,20.337832722832722
2013-07-29,21.7,163800000.0,5822700000.0,5658900000.0,3348310000.0,20.44145299145299
2013-07-30,21.6,163800000.0,5822700000.0,5658900000.0,3332880000.0,20.347252747252746
2013-07-31,21.5,163800000.0,5822700000.0,5658900000.0,3317450000.0,20.253052503052505
2013-08-01,21.66,163800000.0,5822700000.0,5658900000.0,3342138000.0,20.403772893772892
2013-08-02,22.43,163800000.0,5822700000.0,5658900000.0,3460949000.0,21.129114774114775
2013-08-05,22.79,163800000.0,5822700000.0,5658900000.0,3516497000.0,21.468235653235652
2013-08-06,22.81,163800000.0,5822700000.0,5658900000.0,3519583000.0,21.487075702075703
2013-08-07,22.95,163800000.0,5822700000.0,5658900000.0,3541185000.0,21.618956043956043
2013-08-08,23.07,163800000.0,5822700000.0,5658900000.0,3559701000.0,21.731996336996335
2013-08-09,23.05,163800000.0,5822700000.0,5658900000.0,3556615000.0,21.713156288156288
2013-08-12,23.16,209000000.0,6020500000.0,5811500000.0,3573588000.0,17.098507177033493
2013-08-13,23.4,209000000.0,6020500000.0,5811500000.0,3610620000.0,17.275693779904305
2013-08-14,23.36,209000000.0,6020500000.0,5811500000.0,3604448000.0,17.246162679425836
2013-08-15,23.0,209000000.0,6020500000.0,5811500000.0,3548900000.0,16.98038277511962
2013-08-16,23.05,209000000.0,6020500000.0,5811500000.0,3556615000.0,17.017296650717704
2013-08-19,23.09,209000000.0,6020500000.0,5811500000.0,3562787000.0,17.046827751196172
2013-08-20,23.11,209000000.0,6020500000.0,5811500000.0,3565873000.0,17.06159330143541
2013-08-21,23.03,209000000.0,6020500000.0,5811500000.0,3553529000.0,17.002531100478468
2013-08-22,23.01,209000000.0,6020500000.0,5811500000.0,3550443000.0000005,16.987765550239235
2013-08-23,23.27,209000000.0,6020500000.0,5811500000.0,3590561000.0,17.179717703349283
2013-08-26,22.98,209000000.0,6020500000.0,5811500000.0,3545814000.0,16.965617224880383
2013-08-27,22.22,209000000.0,6020500000.0,5811500000.0,3428546000.0,16.404526315789475
2013-08-28,21.98,209000000.0,6020500000.0,5811500000.0,3391514000.0,16.22733971291866
2013-08-29,22.08,209000000.0,6020500000.0,5811500000.0,3406943999.9999995,16.30116746411483
2013-08-30,21.93,209000000.0,6020500000.0,5811500000.0,3383799000.0,16.190425837320575
2013-09-03,22.53,209000000.0,6020500000.0,5811500000.0,3476379000.0,16.633392344497608
2013-09-04,23.01,209000000.0,6020500000.0,5811500000.0,3550443000.0000005,16.987765550239235
2013-09-05,23.32,209000000.0,6020500000.0,5811500000.0,3598276000.0,17.216631578947368
2013-09-06,23.24,209000000.0,6020500000.0,5811500000.0,3585931999.9999995,17.157569377990427
2013-09-09,22.96,209000000.0,6020500000.0,5811500000.0,3542728000.0,16.950851674641147
2013-09-10,23.03,209000000.0,6020500000.0,5811500000.0,3553529000.0,17.002531100478468
2013-09-11,23.42,209000000.0,6020500000.0,5811500000.0,3613706000.0000005,17.29045933014354
2013-09-12,23.09,209000000.0,6020500000.0,5811500000.0,3562787000.0,17.046827751196172
2013-09-13,23.5,209000000.0,6020500000.0,5811500000.0,3626050000.0,17.34952153110048
2013-09-16,23.87,209000000.0,6020500000.0,5811500000.0,3683141000.0,17.622684210526316
2013-09-17,23.23,209000000.0,6020500000.0,5811500000.0,3584389000.0,17.150186602870814
2013-09-18,23.79,209000000.0,6020500000.0,5811500000.0,3670797000.0,17.56362200956938
2013-09-19,23.46,209000000.0,6020500000.0,5811500000.0,3619878000.0,17.31999043062201
2013-09-20,22.89,209000000.0,6020500000.0,5811500000.0,3531927000.0,16.89917224880383
2013-09-23,23.86,209000000.0,6020500000.0,5811500000.0,3681598000.0,17.6153014354067
2013-09-24,24.3,209000000.0,6020500000.0,5811500000.0,3749490000.0,17.940143540669858
