date,NCLH,NCLH_SHE,PB Ratio
2013-02-20,,5938427000.0,
2013-04-01,6021603590.66,5938427000.0,1.0140065021696822
2013-04-02,6019591695.04,5938427000.0,1.0136677094860305
2013-04-03,5872723314.780001,5938427000.0,0.9889358435794531
2013-04-04,5888818479.74,5938427000.0,0.9916461850486669
2013-04-05,5894854166.6,5938427000.0,0.9926625630996222
2013-04-08,6033674964.38,5938427000.0,1.016039258271593
2013-04-09,6104091311.08,5938427000.0,1.027897002199404
2013-04-10,6142317327.860001,5938427000.0,1.0343340631887874
2013-04-11,6164448179.68,5938427000.0,1.0380607827089565
2013-04-12,6136281641.0,5938427000.0,1.033317685137832
2013-04-15,6049770129.34,5938427000.0,1.0187495997408067
2013-04-16,6035686860.0,5938427000.0,1.0163780509552445
2013-04-17,5945151557.1,5938427000.0,1.001132380190916
2013-04-18,5902901749.08,5938427000.0,0.9940177338342292
2013-04-19,5921008809.66,5938427000.0,0.9970668679870949
2013-04-22,5910949331.559999,5938427000.0,0.9953729045688361
2013-04-23,5902901749.08,5938427000.0,0.9940177338342292
2013-04-24,5814378341.8,5938427000.0,0.9791108557535523
2013-04-25,6047758233.719999,5938427000.0,1.018410807057155
2013-04-26,6114150789.18,5938427000.0,1.0295909656176627
2013-04-29,6108115102.32,5938427000.0,1.0285745875667074
2013-04-30,6238888317.62,5938427000.0,1.050596112004071
2013-05-01,6254983482.58,5938427000.0,1.053306453473285
2013-05-02,6309304664.32,5938427000.0,1.0624538559318824
2013-05-03,6343506889.860001,5938427000.0,1.0682133315539621
2013-05-06,6401851862.84,5938427000.0,1.0780383193798628
2013-05-07,6369661532.92,5938427000.0,1.0726176364414348
2013-05-08,6417947027.8,2372715000.0,2.7048958799518696
2013-05-09,6379721011.02,2372715000.0,2.688785214836169
2013-05-10,6238888317.62,2372715000.0,2.6294301328309553
2013-05-13,6128234058.52,2372715000.0,2.5827939969697162
2013-05-14,6188590927.12,2372715000.0,2.608231889257665
2013-05-15,6309304664.32,2372715000.0,2.659107673833562
2013-05-16,6321376038.04,2372715000.0,2.664195252291152
2013-05-17,6349542576.719999,2372715000.0,2.676066268692194
2013-05-20,6444101670.860001,2372715000.0,2.715918966609981
