date,EQR,EQR_SHE,PB Ratio
2002-03-07,,5413950000.0,
2002-04-01,7886211480.0,5413950000.0,1.4566465297980218
2002-04-02,7981455580.0,5413950000.0,1.4742388791917176
2002-04-03,7986898100.0,5413950000.0,1.4752441562999288
2002-04-04,8022274480.0,5413950000.0,1.4817784575033017
2002-04-05,8073978420.0,5413950000.0,1.491328590031308
2002-04-08,8174665040.0,5413950000.0,1.509926216533215
2002-04-09,8237254020.0,5413950000.0,1.521486903277644
2002-04-10,8359710720.0,5413950000.0,1.5441056382123957
2002-04-11,8291679220.0,5413950000.0,1.5315396743597558
2002-04-12,8408693400.0,5413950000.0,1.5531531321862966
2002-04-15,8272630400.0,5413950000.0,1.5280212044810166
2002-04-16,8087584720.0,5413950000.0,1.493841782801836
2002-04-17,8054929600.0,5413950000.0,1.4878101201525689
2002-04-18,8087584720.0,5413950000.0,1.493841782801836
2002-04-19,8000504400.0,5413950000.0,1.477757349070457
2002-04-22,7880768960.0,5413950000.0,1.4556412526898106
2002-04-23,7684838240.0,5413950000.0,1.4194512767942076
2002-04-24,7668510680.0,5413950000.0,1.416435445469574
2002-04-25,7673953200.0,5413950000.0,1.4174407225777852
2002-04-26,7682116980.0,5413950000.0,1.418948638240102
2002-04-29,7646740600.0,5413950000.0,1.4124143370367293
2002-04-30,7673953200.0,5413950000.0,1.4174407225777852
2002-05-01,7837228800.0,5413950000.0,1.447599035824121
2002-05-02,7951521720.0,5413950000.0,1.468709855096556
2002-05-03,7921587860.0,5413950000.0,1.4631808310013945
2002-05-06,7829065020.0,5413950000.0,1.4460911201618043
2002-05-07,7782803600.0,5413950000.0,1.437546264742009
2002-05-08,7755591000.0,5413950000.0,1.432519879200953
2002-05-09,7665789420.0,5413950000.0,1.4159328069154684
2002-05-10,7671231940.0,5413950000.0,1.4169380840236796
2002-05-13,7701165800.0,5406401000.0,1.4244533100670853
2002-05-14,7820901240.0,5406401000.0,1.4466002873260788
2002-05-15,7907981560.0,5406401000.0,1.4627071798780742
2002-05-16,7907981560.0,5406401000.0,1.4627071798780742
2002-05-17,7943357940.0,5406401000.0,1.4692506049773222
2002-05-20,7878047700.0,5406401000.0,1.4571704355633257
2002-05-21,7818179980.0,5406401000.0,1.446096946933829
2002-05-22,7837228800.0,5406401000.0,1.449620329679578
2002-05-23,8024995740.0,5406401000.0,1.4843508167448178
2002-05-24,7995061880.0,5406401000.0,1.4788140724300696
2002-05-28,8027717000.0,5406401000.0,1.4848541571370677
2002-05-29,8122961100.0,5406401000.0,1.5024710708658127
2002-05-30,8022274480.0,5406401000.0,1.483847476352568
2002-05-31,7875326440.0,5406401000.0,1.4566670951710758
2002-06-03,7818179980.0,5406401000.0,1.446096946933829
2002-06-04,7839950060.0,5406401000.0,1.4501236700718279
2002-06-05,7831786280.0,5406401000.0,1.4486136488950783
