date,LH,LH_SHE,PB Ratio
2004-11-01,,1974000000.0,
2005-03-03,6355999984.110001,3600000000.0,1.7655555511416667
2005-03-04,6341333317.4800005,3600000000.0,1.761481477077778
2005-03-07,6318666650.87,3600000000.0,1.7551851807972223
2005-03-08,6239999984.4,3600000000.0,1.733333329
2005-03-09,6114666651.38,3600000000.0,1.6985185142722223
2005-03-10,6171999984.57,3600000000.0,1.7144444401583332
2005-03-11,6143999984.639999,3600000000.0,1.7066666623999998
2005-03-14,6213333317.8,3600000000.0,1.7259259216111111
2005-03-15,6093333318.1,3600000000.0,1.6925925883611113
2005-03-16,5990666651.69,3600000000.0,1.6640740699138887
2005-03-17,6087999984.78,3600000000.0,1.6911111068833333
2005-03-18,6053333318.2,3600000000.0,1.6814814772777777
2005-03-21,6027999984.93,3600000000.0,1.6744444402583334
2005-03-22,6101333318.08,3600000000.0,1.6948148105777778
2005-03-23,6053333318.2,3600000000.0,1.6814814772777777
2005-03-24,6126666651.35,3600000000.0,1.7018518475972224
2005-03-28,6166666651.25,3600000000.0,1.7129629586805555
2005-03-29,6189333317.860001,3600000000.0,1.7192592549611112
2005-03-30,6374666650.7300005,3600000000.0,1.770740736313889
2005-03-31,6426666650.6,3600000000.0,1.7851851807222223
2005-04-01,6407999983.9800005,3600000000.0,1.77999999555
2005-04-04,6467999983.83,3600000000.0,1.796666662175
2005-04-05,6539999983.65,3600000000.0,1.8166666621249998
2005-04-06,6590666650.19,3600000000.0,1.8307407361638888
2005-04-07,6618666650.12,3600000000.0,1.8385185139222222
2005-04-08,6597333316.839999,3600000000.0,1.832592588011111
2005-04-11,6578666650.22,3600000000.0,1.827407402838889
2005-04-12,6629333316.76,3600000000.0,1.8414814768777779
2005-04-13,6627999983.43,3600000000.0,1.8411111065083334
2005-04-14,6475999983.81,3600000000.0,1.7988888843916668
2005-04-15,6382666650.71,3600000000.0,1.7729629585305555
2005-04-18,6350666650.79,3600000000.0,1.7640740696638888
2005-04-19,6535999983.660001,3600000000.0,1.815555551016667
2005-04-20,6443999983.889999,3600000000.0,1.7899999955249999
2005-04-21,6562666650.26,3600000000.0,1.8229629584055556
2005-04-22,6507999983.7300005,3600000000.0,1.8077777732583336
2005-04-25,6573333316.9,3600000000.0,1.825925921361111
2005-04-26,6482666650.46,3600000000.0,1.800740736238889
2005-04-27,6565333316.92,3600000000.0,1.8237036991444444
2005-04-28,6503999983.74,3600000000.0,1.80666666215
2005-04-29,6599999983.5,3600000000.0,1.83333332875
2005-05-02,6551999983.62,3600000000.0,1.81999999545
2005-05-03,6535999983.660001,3600000000.0,1.815555551016667
2005-05-04,6773333316.4,3690000000.0,1.8355916846612466
2005-05-05,6835894017.400001,3690000000.0,1.852545804173442
2005-05-06,6781046335.46,3690000000.0,1.8376819337289974
2005-05-09,6789072825.5,3690000000.0,1.8398571342818428
2005-05-10,6773019845.42,3690000000.0,1.8355067331761519
2005-05-11,6748940375.3,3690000000.0,1.8289811315176152
2005-05-12,6625867528.02,3690000000.0,1.795628056373984
2005-05-13,6517509912.48,3690000000.0,1.766262848910569
2005-05-16,6670013223.24,3690000000.0,1.8075916594146342
2005-05-17,6679377461.62,3690000000.0,1.8101293933929539
2005-05-18,6651284746.48,3690000000.0,1.8025161914579944
2005-05-19,6655297991.5,3690000000.0,1.8036037917344174
2005-05-20,6690079448.34,3690000000.0,1.813029660796748
2005-05-23,6692754945.02,3690000000.0,1.8137547276476966
2005-05-24,6665999978.219999,3690000000.0,1.806504059138211
2005-05-25,6595099316.2,3690000000.0,1.7872897875880758
2005-05-26,6554966866.0,3690000000.0,1.7764137848238482
2005-05-27,6512158919.12,3690000000.0,1.7648127152086721
2005-05-31,6481390707.3,3690000000.0,1.7564744464227642
2005-06-01,6481390707.3,3690000000.0,1.7564744464227642
