date,MLM,MLM_SHE,PB Ratio
2000-11-14,,848600000.0,
2002-04-01,3252193178.02,848600000.0,3.832421845415979
2002-04-02,3233511359.86,848600000.0,3.81040697603111
2002-04-03,3214829541.7,848600000.0,3.7883921066462407
2002-04-04,3221835223.51,848600000.0,3.7966476826655673
2002-04-05,3209380678.0699997,848600000.0,3.7819711030756538
2002-04-08,3257642041.65,848600000.0,3.838842848986566
2002-04-09,3316022723.4,848600000.0,3.9076393158142824
2002-04-10,3372068177.88,848600000.0,3.97368392396889
2002-04-11,3347159087.0,848600000.0,3.9443307647890644
2002-04-12,3378295450.6,848600000.0,3.981022213763846
2002-04-15,3377517041.51,848600000.0,3.980104927539477
2002-04-16,3187585223.55,848600000.0,3.756287088793307
2002-04-17,3113636360.0,848600000.0,3.6691448974781995
2002-04-18,3140880678.15,848600000.0,3.701249915331134
2002-04-19,3100403405.47,848600000.0,3.6535510316639166
2002-04-22,3017113632.8399997,848600000.0,3.555401405656375
2002-04-23,2947056814.74,848600000.0,3.4728456454631154
2002-04-24,2942386360.2,848600000.0,3.4673419281168982
2002-04-25,2936159087.48,848600000.0,3.460003638321942
2002-04-26,3070823860.05,848600000.0,3.618694155137874
2002-04-29,3055255678.25,848600000.0,3.600348430650483
2002-04-30,3032681814.64,848600000.0,3.573747130143766
2002-05-01,3080943178.22,848600000.0,3.6306188760546783
2002-05-02,3082499996.4,848600000.0,3.6324534485034174
2002-05-03,3052142041.89,848600000.0,3.5966792857530048
2002-05-06,3007772723.76,848600000.0,3.5443939709639407
2002-05-07,3038130678.27,848600000.0,3.580168133714353
2002-05-08,3076272723.6800003,848600000.0,3.6251151587084616
2002-05-09,3126869314.53,848600000.0,3.684738763292482
2002-05-10,3121420450.9,848600000.0,3.678317759721895
2002-05-13,3140880678.15,848600000.0,3.701249915331134
2002-05-14,3200818178.08,848600000.0,3.771880954607589
2002-05-15,3207045450.8,1003672000.0,3.195312264165983
2002-05-16,3203931814.4399996,1003672000.0,3.192210019249316
2002-05-17,3190698859.9100003,1003672000.0,3.1790254783534864
2002-05-20,3189920450.8199997,1003672000.0,3.1782499171243193
2002-05-21,3166568178.12,1003672000.0,3.154983080249324
2002-05-22,3133096587.25,1003672000.0,3.121633947395165
2002-05-23,3147107950.87,1003672000.0,3.135594049520162
2002-05-24,3161119314.49,1003672000.0,3.149554151645159
2002-05-28,3161119314.49,1003672000.0,3.149554151645159
2002-05-29,3119085223.63,1003672000.0,3.107673845270168
2002-05-30,3102738632.74,1003672000.0,3.0913870594576713
2002-05-31,3113636360.0,1003672000.0,3.1022449166660024
2002-06-03,3074715905.5,1003672000.0,3.0634668552076776
2002-06-04,3055255678.25,1003672000.0,3.044077824478515
2002-06-05,3078607950.95,1003672000.0,3.0673446613535096
2002-06-06,3063818178.24,1003672000.0,3.052608997999346
2002-06-07,3052920450.98,1003672000.0,3.0417511407910154
2002-06-10,3061482950.97,1003672000.0,3.0502823143118465
2002-06-11,3036573860.0899997,1003672000.0,3.0254643549785185
2002-06-12,3061482950.97,1003672000.0,3.0502823143118465
2002-06-13,3005437496.49,1003672000.0,2.9944419058118585
2002-06-14,3031903405.55,1003672000.0,3.02081098760352
2002-06-17,3133874996.3399997,1003672000.0,3.1224095086243313
2002-06-18,3189920450.8199997,1003672000.0,3.1782499171243193
