date,close price,CME_SHE,CME_TA,CME_TL,market cap,PB Ratio
2002-03-28,,248000000.0,2067000000.0,1819000000.0,,
2002-05-08,,271000000.0,2090000000.0,1819000000.0,,
2002-08-13,,276619000.0,3094362000.0,2817743000.0,,
2002-10-29,,300000000.0,2864000000.0,2564000000.0,,
2002-12-06,8.58,300000000.0,2864000000.0,2564000000.0,256744059.0,0.85581353
2002-12-09,8.4,300000000.0,2864000000.0,2564000000.0,251357820.0,0.8378594
2002-12-10,8.55,300000000.0,2864000000.0,2564000000.0,255846352.50000003,0.8528211750000001
2002-12-11,9.01,300000000.0,2864000000.0,2564000000.0,269611185.5,0.8987039516666666
2002-12-12,8.78,300000000.0,2864000000.0,2564000000.0,262728768.99999997,0.8757625633333332
2002-12-13,8.73,300000000.0,2864000000.0,2564000000.0,261232591.5,0.870775305
2002-12-16,8.62,300000000.0,2864000000.0,2564000000.0,257941000.99999997,0.8598033366666665
2002-12-17,8.65,300000000.0,2864000000.0,2564000000.0,258838707.5,0.8627956916666667
2002-12-18,8.53,300000000.0,2864000000.0,2564000000.0,255247881.49999997,0.8508262716666666
2002-12-19,8.46,300000000.0,2864000000.0,2564000000.0,253153233.00000003,0.8438441100000001
2002-12-20,8.89,300000000.0,2864000000.0,2564000000.0,266020359.50000003,0.8867345316666667
2002-12-23,8.68,300000000.0,2864000000.0,2564000000.0,259736414.0,0.8657880466666666
2002-12-24,8.61,300000000.0,2864000000.0,2564000000.0,257641765.49999997,0.8588058849999999
2002-12-26,8.52,300000000.0,2864000000.0,2564000000.0,254948646.0,0.84982882
2002-12-27,8.4,300000000.0,2864000000.0,2564000000.0,251357820.0,0.8378594
2002-12-30,8.46,300000000.0,2864000000.0,2564000000.0,253153233.00000003,0.8438441100000001
2002-12-31,8.73,300000000.0,2864000000.0,2564000000.0,261232591.5,0.870775305
2003-01-02,8.74,300000000.0,2864000000.0,2564000000.0,295967785.34000003,0.9865592844666667
2003-01-03,9.16,300000000.0,2864000000.0,2564000000.0,310190493.56,1.0339683118666667
2003-01-06,9.62,300000000.0,2864000000.0,2564000000.0,325767745.41999996,1.085892484733333
2003-01-07,9.6,300000000.0,2864000000.0,2564000000.0,325090473.59999996,1.083634912
2003-01-08,9.6,300000000.0,2864000000.0,2564000000.0,325090473.59999996,1.083634912
2003-01-09,9.81,300000000.0,2864000000.0,2564000000.0,332201827.71000004,1.1073394257000002
2003-01-10,9.8,300000000.0,2864000000.0,2564000000.0,331863191.8,1.1062106393333333
2003-01-13,9.92,300000000.0,2864000000.0,2564000000.0,335926822.71999997,1.1197560757333331
2003-01-14,9.82,300000000.0,2864000000.0,2564000000.0,332540463.62,1.1084682120666667
2003-01-15,9.41,300000000.0,2864000000.0,2564000000.0,318656391.31,1.0621879710333333
2003-01-16,9.08,300000000.0,2864000000.0,2564000000.0,307481406.28000003,1.0249380209333334
2003-01-17,9.0,300000000.0,2864000000.0,2564000000.0,304772319.0,1.01590773
2003-01-21,8.89,300000000.0,2864000000.0,2564000000.0,301047323.99,1.0034910799666668
2003-01-22,8.83,300000000.0,2864000000.0,2564000000.0,299015508.53000003,0.9967183617666667
2003-01-23,9.09,300000000.0,2864000000.0,2564000000.0,307820042.19,1.0260668072999999
2003-01-24,9.4,300000000.0,2864000000.0,2564000000.0,318317755.40000004,1.0610591846666668
2003-01-27,9.25,300000000.0,2864000000.0,2564000000.0,313238216.75,1.0441273891666667
2003-01-28,9.2,300000000.0,2864000000.0,2564000000.0,311545037.2,1.0384834573333332
2003-01-29,9.3,300000000.0,2864000000.0,2564000000.0,314931396.3,1.0497713210000001
2003-01-30,8.84,300000000.0,2864000000.0,2564000000.0,299354144.44,0.9978471481333333
2003-01-31,8.5,300000000.0,2864000000.0,2564000000.0,287840523.5,0.9594684116666666
2003-02-03,8.47,300000000.0,2864000000.0,2564000000.0,286824615.77000004,0.9560820525666668
2003-02-04,8.4,300000000.0,2864000000.0,2564000000.0,284454164.40000004,0.9481805480000001
2003-02-05,8.35,300000000.0,2864000000.0,2564000000.0,282760984.84999996,0.9425366161666665
2003-02-06,8.3,300000000.0,2864000000.0,2564000000.0,281067805.3,0.9368926843333334
2003-02-07,8.42,300000000.0,2864000000.0,2564000000.0,285131436.21999997,0.9504381207333332
2003-02-10,8.6,300000000.0,2864000000.0,2564000000.0,291226882.59999996,0.9707562753333332
