date,close price,AMD_SHE,AMD_TA,AMD_TL,market cap,PB Ratio
,,691000000.0,1122000000.0,432000000.0,,
1980-03-17,3.15,691000000.0,1122000000.0,432000000.0,,
1980-03-18,3.03,691000000.0,1122000000.0,432000000.0,,
1980-03-19,3.04,691000000.0,1122000000.0,432000000.0,,
1980-03-20,3.01,691000000.0,1122000000.0,432000000.0,,
1980-03-21,2.92,691000000.0,1122000000.0,432000000.0,,
1980-03-24,2.67,691000000.0,1122000000.0,432000000.0,,
1980-03-25,2.6,691000000.0,1122000000.0,432000000.0,,
1980-03-26,2.45,691000000.0,1122000000.0,432000000.0,,
1980-03-27,2.38,691000000.0,1122000000.0,432000000.0,,
1980-03-28,2.54,691000000.0,1122000000.0,432000000.0,,
1980-03-31,2.54,691000000.0,1122000000.0,432000000.0,,
1980-04-01,2.74,691000000.0,1122000000.0,432000000.0,,
1980-04-02,2.63,691000000.0,1122000000.0,432000000.0,,
1980-04-03,2.64,691000000.0,1122000000.0,432000000.0,,
1980-04-07,2.54,691000000.0,1122000000.0,432000000.0,,
1980-04-08,2.59,691000000.0,1122000000.0,432000000.0,,
1980-04-09,2.67,691000000.0,1122000000.0,432000000.0,,
1980-04-10,2.74,691000000.0,1122000000.0,432000000.0,,
1980-04-11,2.64,691000000.0,1122000000.0,432000000.0,,
1980-04-14,2.56,691000000.0,1122000000.0,432000000.0,,
1980-04-15,2.56,691000000.0,1122000000.0,432000000.0,,
1980-04-16,2.35,691000000.0,1122000000.0,432000000.0,,
1980-04-17,2.43,691000000.0,1122000000.0,432000000.0,,
1980-04-18,2.32,691000000.0,1122000000.0,432000000.0,,
1980-04-21,2.29,691000000.0,1122000000.0,432000000.0,,
1980-04-22,2.56,691000000.0,1122000000.0,432000000.0,,
1980-04-23,2.61,691000000.0,1122000000.0,432000000.0,,
1980-04-24,2.78,691000000.0,1122000000.0,432000000.0,,
1980-04-25,2.71,691000000.0,1122000000.0,432000000.0,,
1980-04-28,2.73,691000000.0,1122000000.0,432000000.0,,
1980-04-29,2.67,691000000.0,1122000000.0,432000000.0,,
1980-04-30,2.55,691000000.0,1122000000.0,432000000.0,,
1980-05-01,2.46,691000000.0,1122000000.0,432000000.0,,
1980-05-02,2.47,691000000.0,1122000000.0,432000000.0,,
1980-05-05,2.6,691000000.0,1122000000.0,432000000.0,,
1980-05-06,2.69,691000000.0,1122000000.0,432000000.0,,
1980-05-07,2.69,691000000.0,1122000000.0,432000000.0,,
1980-05-08,2.6,691000000.0,1122000000.0,432000000.0,,
1980-05-09,2.54,691000000.0,1122000000.0,432000000.0,,
1980-05-12,2.61,691000000.0,1122000000.0,432000000.0,,
1980-05-13,2.69,691000000.0,1122000000.0,432000000.0,,
1980-05-14,2.77,691000000.0,1122000000.0,432000000.0,,
1980-05-15,2.73,691000000.0,1122000000.0,432000000.0,,
1980-05-16,2.67,691000000.0,1122000000.0,432000000.0,,
1980-05-19,2.69,691000000.0,1122000000.0,432000000.0,,
1980-05-20,2.75,691000000.0,1122000000.0,432000000.0,,
1980-05-21,2.78,691000000.0,1122000000.0,432000000.0,,
1980-05-22,2.92,691000000.0,1122000000.0,432000000.0,,
1980-05-23,2.99,691000000.0,1122000000.0,432000000.0,,
1980-05-27,3.01,691000000.0,1122000000.0,432000000.0,,
1980-05-28,3.15,691000000.0,1122000000.0,432000000.0,,
1980-05-29,3.08,691000000.0,1122000000.0,432000000.0,,
1980-05-30,3.17,691000000.0,1122000000.0,432000000.0,,
1980-06-02,3.1,691000000.0,1122000000.0,432000000.0,,
1980-06-03,3.02,691000000.0,1122000000.0,432000000.0,,
1980-06-04,3.07,691000000.0,1122000000.0,432000000.0,,
1980-06-05,3.02,691000000.0,1122000000.0,432000000.0,,
1980-06-06,3.0,691000000.0,1122000000.0,432000000.0,,
1980-06-09,2.86,691000000.0,1122000000.0,432000000.0,,
1980-06-10,2.97,691000000.0,1122000000.0,432000000.0,,
1980-06-11,3.05,691000000.0,1122000000.0,432000000.0,,
1980-06-12,3.09,691000000.0,1122000000.0,432000000.0,,
1980-06-13,3.09,691000000.0,1122000000.0,432000000.0,,
1980-06-16,3.03,691000000.0,1122000000.0,432000000.0,,
1980-06-17,3.06,691000000.0,1122000000.0,432000000.0,,
1980-06-18,3.02,691000000.0,1122000000.0,432000000.0,,
1980-06-19,2.97,691000000.0,1122000000.0,432000000.0,,
1980-06-20,2.93,691000000.0,1122000000.0,432000000.0,,
1980-06-23,2.94,691000000.0,1122000000.0,432000000.0,,
1980-06-24,2.94,691000000.0,1122000000.0,432000000.0,,
1980-06-25,3.07,691000000.0,1122000000.0,432000000.0,,
1980-06-26,3.02,691000000.0,1122000000.0,432000000.0,,
1980-06-27,3.04,691000000.0,1122000000.0,432000000.0,,
1980-06-30,3.04,691000000.0,1122000000.0,432000000.0,,
1980-07-01,3.07,691000000.0,1122000000.0,432000000.0,,
1980-07-02,3.18,691000000.0,1122000000.0,432000000.0,,
1980-07-03,3.34,691000000.0,1122000000.0,432000000.0,,
1980-07-07,3.46,691000000.0,1122000000.0,432000000.0,,
1980-07-08,3.39,691000000.0,1122000000.0,432000000.0,,
1980-07-09,3.44,691000000.0,1122000000.0,432000000.0,,
1980-07-10,3.5,691000000.0,1122000000.0,432000000.0,,
1980-07-11,3.61,691000000.0,1122000000.0,432000000.0,,
1980-07-14,3.73,691000000.0,1122000000.0,432000000.0,,
1980-07-15,3.71,691000000.0,1122000000.0,432000000.0,,
1980-07-16,3.61,691000000.0,1122000000.0,432000000.0,,
1980-07-17,3.65,691000000.0,1122000000.0,432000000.0,,
1980-07-18,3.61,691000000.0,1122000000.0,432000000.0,,
1980-07-21,3.57,691000000.0,1122000000.0,432000000.0,,
1980-07-22,3.57,691000000.0,1122000000.0,432000000.0,,
1980-07-23,3.56,691000000.0,1122000000.0,432000000.0,,
1980-07-24,3.58,691000000.0,1122000000.0,432000000.0,,
1980-07-25,3.51,691000000.0,1122000000.0,432000000.0,,
1980-07-28,3.52,691000000.0,1122000000.0,432000000.0,,
1980-07-29,3.74,691000000.0,1122000000.0,432000000.0,,
1980-07-30,4.03,691000000.0,1122000000.0,432000000.0,,
1980-07-31,4.14,691000000.0,1122000000.0,432000000.0,,
1980-08-01,4.26,691000000.0,1122000000.0,432000000.0,,
1980-08-04,4.31,691000000.0,1122000000.0,432000000.0,,
