date,close price,CFG_SHE,CFG_TA,CFG_TL,market cap,PB Ratio
2014-12-16,24.25,19383000000.0,131341000000.0,111958000000.0,13524829698.0,0.6977676158489398
2014-12-17,24.56,19383000000.0,131341000000.0,111958000000.0,13697724428.16,0.706687531762885
2014-12-18,25.08,19383000000.0,131341000000.0,111958000000.0,13987741394.88,0.7216499713604705
2014-12-19,25.0,19383000000.0,131341000000.0,111958000000.0,13943123400.0,0.7193480575762266
2014-12-22,25.1,19383000000.0,131341000000.0,111958000000.0,13998895893.6,0.7222254498065315
2014-12-23,25.44,19383000000.0,131341000000.0,111958000000.0,14188522371.84,0.7320085833895682
2014-12-24,25.51,19383000000.0,131341000000.0,111958000000.0,14227563117.36,0.7340227579507816
2014-12-26,25.31,19383000000.0,131341000000.0,111958000000.0,14116018130.16,0.7282679734901718
2014-12-29,25.37,19383000000.0,131341000000.0,111958000000.0,14149481626.32,0.7299944088283548
2014-12-30,25.19,19383000000.0,131341000000.0,111958000000.0,14049091137.84,0.7248151028138059
2014-12-31,24.86,19383000000.0,131341000000.0,111958000000.0,13865041908.96,0.7153197084537997
2015-01-02,24.76,19383000000.0,131341000000.0,111958000000.0,13613016232.92,0.702317300362173
2015-01-05,24.18,19383000000.0,131341000000.0,111958000000.0,13294132977.06,0.685865602696177
2015-01-06,23.91,19383000000.0,131341000000.0,111958000000.0,13145687323.47,0.6782070537826962
2015-01-07,24.0,19383000000.0,131341000000.0,111958000000.0,13195169208.0,0.6807599034205232
2015-01-08,24.18,19383000000.0,131341000000.0,111958000000.0,13294132977.06,0.685865602696177
2015-01-09,23.89,19383000000.0,131341000000.0,111958000000.0,13134691349.130001,0.6776397538631791
2015-01-12,23.88,19383000000.0,131341000000.0,111958000000.0,13129193361.96,0.6773561039034205
2015-01-13,23.87,19383000000.0,131341000000.0,111958000000.0,13123695374.79,0.677072453943662
2015-01-14,23.44,19383000000.0,131341000000.0,111958000000.0,12887281926.480001,0.6648755056740443
2015-01-15,22.96,19383000000.0,131341000000.0,111958000000.0,12623378542.32,0.6512603076056338
2015-01-16,23.19,19383000000.0,131341000000.0,111958000000.0,12749832247.230001,0.6577842566800806
2015-01-20,23.1,19383000000.0,131341000000.0,111958000000.0,12700350362.7,0.6552314070422536
2015-01-21,23.28,19383000000.0,131341000000.0,111958000000.0,12799314131.76,0.6603371063179074
2015-01-22,24.14,19383000000.0,131341000000.0,111958000000.0,13272141028.380001,0.684731002857143
2015-01-23,23.71,19383000000.0,131341000000.0,111958000000.0,13035727580.07,0.6725340545875251
2015-01-26,24.09,19383000000.0,131341000000.0,111958000000.0,13244651092.53,0.6833127530583502
2015-01-27,24.15,19383000000.0,131341000000.0,111958000000.0,13277639015.55,0.6850146528169013
2015-01-28,23.86,19383000000.0,131341000000.0,111958000000.0,13118197387.619999,0.6767888039839034
2015-01-29,24.24,19383000000.0,131341000000.0,111958000000.0,13327120900.08,0.6875675024547284
2015-01-30,23.9,19383000000.0,131341000000.0,111958000000.0,13140189336.3,0.6779234038229376
2015-02-02,24.0,19383000000.0,131341000000.0,111958000000.0,13195169208.0,0.6807599034205232
2015-02-03,24.29,19383000000.0,131341000000.0,111958000000.0,13354610835.93,0.6889857522535211
2015-02-04,24.01,19383000000.0,131341000000.0,111958000000.0,13200667195.17,0.6810435533802817
2015-02-05,24.35,19383000000.0,131341000000.0,111958000000.0,13387598758.95,0.6906876520120725
2015-02-06,24.5,19383000000.0,131341000000.0,111958000000.0,13470068566.5,0.6949424014084506
2015-02-09,24.26,19383000000.0,131341000000.0,111958000000.0,13338116874.42,0.6881348023742455
2015-02-10,24.82,19383000000.0,131341000000.0,111958000000.0,13646004155.94,0.7040192001207244
2015-02-11,24.97,19383000000.0,131341000000.0,111958000000.0,13728473963.49,0.7082739495171027
2015-02-12,25.33,19383000000.0,131341000000.0,111958000000.0,13926401501.609999,0.7184853480684104
2015-02-13,25.45,19383000000.0,131341000000.0,111958000000.0,13992377347.65,0.721889147585513
2015-02-17,25.56,19383000000.0,131341000000.0,111958000000.0,14052855206.519999,0.7250092971428571
2015-02-18,25.21,19383000000.0,131341000000.0,111958000000.0,13860425655.57,0.7150815485513078
2015-02-19,25.02,19383000000.0,131341000000.0,111958000000.0,13755963899.34,0.7096921993158953
2015-02-20,25.25,19383000000.0,131341000000.0,111958000000.0,13882417604.25,0.7162161483903421
2015-02-23,24.91,19383000000.0,131341000000.0,111958000000.0,13695486040.47,0.7065720497585513
2015-02-24,24.93,19383000000.0,131341000000.0,111958000000.0,13706482014.81,0.7071393496780684
2015-02-25,24.96,19383000000.0,131341000000.0,111958000000.0,13722975976.32,0.707990299557344
2015-02-26,24.85,19383000000.0,131341000000.0,111958000000.0,13662498117.45,0.7048701500000001
2015-02-27,24.84,19383000000.0,131341000000.0,111958000000.0,13657000130.28,0.7045865000402415
2015-03-02,24.85,19383000000.0,131341000000.0,111958000000.0,13662498117.45,0.7048701500000001
2015-03-03,25.04,19268000000.0,132857000000.0,113589000000.0,13766959873.68,0.7144986440564667
2015-03-04,24.9,19268000000.0,132857000000.0,113589000000.0,13689988053.3,0.7105038433309113
2015-03-05,25.3,19268000000.0,132857000000.0,113589000000.0,13909907540.1,0.7219175596896409
2015-03-06,25.5,19268000000.0,132857000000.0,113589000000.0,14019867283.5,0.7276244178690056
2015-03-09,25.23,19268000000.0,132857000000.0,113589000000.0,13871421629.91,0.7199201593268632
2015-03-10,25.0,19268000000.0,132857000000.0,113589000000.0,13744967925.0,0.7133572724205938
2015-03-11,25.11,19268000000.0,132857000000.0,113589000000.0,13805445783.869999,0.7164960444192443
2015-03-12,25.49,19268000000.0,132857000000.0,113589000000.0,14014369296.33,0.7273390749600374
2015-03-13,24.77,19268000000.0,132857000000.0,113589000000.0,13618514220.09,0.7067943855143243
2015-03-16,25.31,19268000000.0,132857000000.0,113589000000.0,13915405527.269999,0.722202902598609
2015-03-17,25.6,19268000000.0,132857000000.0,113589000000.0,14074847155.2,0.730477846958688
2015-03-18,25.19,19268000000.0,132857000000.0,113589000000.0,13849429681.230001,0.7187787876909904
2015-03-19,24.8,19268000000.0,132857000000.0,113589000000.0,13635008181.6,0.707650414241229
2015-03-20,24.8,19268000000.0,132857000000.0,113589000000.0,13635008181.6,0.707650414241229
2015-03-23,24.76,19268000000.0,132857000000.0,113589000000.0,13613016232.92,0.7065090426053561
2015-03-24,24.32,19268000000.0,132857000000.0,113589000000.0,13371104797.44,0.6939539546107536
2015-03-25,24.0,19268000000.0,132857000000.0,113589000000.0,13195169208.0,0.68482298152377
2015-03-26,24.12,19268000000.0,132857000000.0,113589000000.0,13261145054.04,0.6882470964313889
2015-03-27,24.48,19268000000.0,132857000000.0,113589000000.0,13459072592.16,0.6985194411542454
2015-03-30,24.32,19268000000.0,132857000000.0,113589000000.0,13371104797.44,0.6939539546107536
2015-03-31,24.13,19268000000.0,132857000000.0,113589000000.0,13266643041.21,0.688532439340357
2015-04-01,24.36,19268000000.0,132857000000.0,113589000000.0,13271431968.48,0.688780982379074
2015-04-02,24.62,19268000000.0,132857000000.0,113589000000.0,13413081078.16,0.6961325035374715
2015-04-06,24.75,19268000000.0,132857000000.0,113589000000.0,13483905633.0,0.6998082641166701
2015-04-07,24.9,19268000000.0,132857000000.0,113589000000.0,13565626273.199999,0.7040495263234378
2015-04-08,25.0,19268000000.0,132857000000.0,113589000000.0,13620106700.0,0.7068770344612829
2015-04-09,25.04,19268000000.0,132857000000.0,113589000000.0,13641898870.72,0.708008037716421
2015-04-10,25.11,19268000000.0,132857000000.0,113589000000.0,13680035169.48,0.7099872934129126
2015-04-13,25.45,19268000000.0,132857000000.0,113589000000.0,13865268620.6,0.7196008210815861
2015-04-14,25.14,19268000000.0,132857000000.0,113589000000.0,13696379297.52,0.7108355458542661
2015-04-15,25.6,19268000000.0,132857000000.0,113589000000.0,13946989260.800001,0.7238420832883538
2015-04-16,25.49,19268000000.0,132857000000.0,113589000000.0,13887060791.32,0.7207318243367241
2015-04-17,25.12,19268000000.0,132857000000.0,113589000000.0,13685483212.16,0.7102700442266972
2015-04-20,25.11,19268000000.0,132857000000.0,113589000000.0,13680035169.48,0.7099872934129126
2015-04-21,25.04,19268000000.0,132857000000.0,113589000000.0,13641898870.72,0.708008037716421
2015-04-22,25.49,19268000000.0,132857000000.0,113589000000.0,13887060791.32,0.7207318243367241
2015-04-23,25.64,19268000000.0,132857000000.0,113589000000.0,13968781431.52,0.7249730865434918
2015-04-24,25.57,19268000000.0,132857000000.0,113589000000.0,13930645132.76,0.7229938308470002
2015-04-27,25.48,19268000000.0,132857000000.0,113589000000.0,13881612748.64,0.7204490735229395
2015-04-28,25.78,19268000000.0,132857000000.0,113589000000.0,14045054029.04,0.728931597936475
2015-04-29,26.09,19268000000.0,132857000000.0,113589000000.0,14213943352.12,0.737696873163795
2015-04-30,26.05,19268000000.0,132857000000.0,113589000000.0,14192151181.4,0.7365658699086568
2015-05-01,25.98,19268000000.0,132857000000.0,113589000000.0,14154014882.64,0.7345866142121652
2015-05-04,26.3,19268000000.0,132857000000.0,113589000000.0,14328352248.4,0.7436346402532696
2015-05-05,26.24,19268000000.0,132857000000.0,113589000000.0,14295663992.32,0.7419381353705625
2015-05-06,25.85,19268000000.0,132857000000.0,113589000000.0,14083190327.800001,0.7309108536329666
2015-05-07,25.95,19268000000.0,132857000000.0,113589000000.0,14137670754.6,0.7337383617708118
2015-05-08,25.81,19564000000.0,136535000000.0,116971000000.0,14061398157.08,0.7187384050848498
2015-05-11,26.07,19564000000.0,136535000000.0,116971000000.0,14203047266.76,0.7259786989756696
2015-05-12,26.15,19564000000.0,136535000000.0,116971000000.0,14246631608.199999,0.7282064817113064
2015-05-13,26.23,19564000000.0,136535000000.0,116971000000.0,14290215949.64,0.7304342644469434
2015-05-14,26.48,19564000000.0,136535000000.0,116971000000.0,14426417016.64,0.7373960854958086
2015-05-15,25.93,19564000000.0,136535000000.0,116971000000.0,14126774669.24,0.7220800791883051
2015-05-18,26.3,19564000000.0,136535000000.0,116971000000.0,14328352248.4,0.7323835743406256
2015-05-19,26.86,19564000000.0,136535000000.0,116971000000.0,14633442638.48,0.7479780534900838
2015-05-20,26.75,19564000000.0,136535000000.0,116971000000.0,14573514169.0,0.7449148522285831
2015-05-21,26.84,19564000000.0,136535000000.0,116971000000.0,14622546553.12,0.7474211078061747
2015-05-22,26.92,19564000000.0,136535000000.0,116971000000.0,14666130894.560001,0.7496488905418116
2015-05-26,26.7,19564000000.0,136535000000.0,116971000000.0,14546273955.6,0.74352248801881
2015-05-27,26.77,19564000000.0,136535000000.0,116971000000.0,14584410254.36,0.7454717979124924
2015-05-28,26.83,19564000000.0,136535000000.0,116971000000.0,14617098510.439999,0.74714263496422
2015-05-29,26.84,19564000000.0,136535000000.0,116971000000.0,14622546553.12,0.7474211078061747
2015-06-01,26.95,19564000000.0,136535000000.0,116971000000.0,14682475022.6,0.7504843090676754
2015-06-02,27.19,19564000000.0,136535000000.0,116971000000.0,14813228046.92,0.757167657274586
2015-06-03,27.62,19564000000.0,136535000000.0,116971000000.0,15047493882.16,0.7691419894786342
2015-06-04,27.75,19564000000.0,136535000000.0,116971000000.0,15118318437.0,0.7727621364240441
2015-06-05,28.32,19564000000.0,136535000000.0,116971000000.0,15428856869.76,0.7886350884154569
2015-06-08,28.04,19564000000.0,136535000000.0,116971000000.0,15276311674.72,0.7808378488407278
2015-06-09,28.08,19564000000.0,136535000000.0,116971000000.0,15298103845.439999,0.7819517402085462
2015-06-10,28.0,19564000000.0,136535000000.0,116971000000.0,15254519504.0,0.7797239574729095
2015-06-11,27.52,19564000000.0,136535000000.0,116971000000.0,14993013455.36,0.7663572610590882
2015-06-12,27.54,19564000000.0,136535000000.0,116971000000.0,15003909540.72,0.7669142067429973
2015-06-15,27.91,19564000000.0,136535000000.0,116971000000.0,15205487119.88,0.7772177018953179
2015-06-16,28.25,19564000000.0,136535000000.0,116971000000.0,15390720571.0,0.7866857785217747
2015-06-17,27.91,19564000000.0,136535000000.0,116971000000.0,15205487119.88,0.7772177018953179
2015-06-18,28.07,19564000000.0,136535000000.0,116971000000.0,15292655802.76,0.7816732673665917
2015-06-19,28.19,19564000000.0,136535000000.0,116971000000.0,15358032314.92,0.785014941470047
2015-06-22,28.27,19564000000.0,136535000000.0,116971000000.0,15401616656.36,0.787242724205684
2015-06-23,28.19,19564000000.0,136535000000.0,116971000000.0,15358032314.92,0.785014941470047
2015-06-24,28.05,19564000000.0,136535000000.0,116971000000.0,15281759717.4,0.7811163216826824
2015-06-25,27.38,19564000000.0,136535000000.0,116971000000.0,14916740857.84,0.7624586412717236
2015-06-26,27.54,19564000000.0,136535000000.0,116971000000.0,15003909540.72,0.7669142067429973
2015-06-29,26.93,19564000000.0,136535000000.0,116971000000.0,14671578937.24,0.7499273633837661
2015-06-30,27.31,19564000000.0,136535000000.0,116971000000.0,14878604559.08,0.7605093313780413
2015-07-01,27.44,19564000000.0,136535000000.0,116971000000.0,14843019345.84,0.7586904184134124
2015-07-02,27.15,19564000000.0,136535000000.0,116971000000.0,14686150701.15,0.7506721887727459
2015-07-06,27.01,19564000000.0,136535000000.0,116971000000.0,14610421010.61,0.7468013192910448
2015-07-07,26.74,19564000000.0,136535000000.0,116971000000.0,14464370893.14,0.739336071004907
2015-07-08,26.64,19564000000.0,136535000000.0,116971000000.0,14410278257.04,0.7365711642322634
2015-07-09,26.98,19564000000.0,136535000000.0,116971000000.0,14594193219.78,0.7459718472592517
2015-07-10,27.3,19564000000.0,136535000000.0,116971000000.0,14767289655.300001,0.7548195489317113
2015-07-13,27.25,19564000000.0,136535000000.0,116971000000.0,14740243337.25,0.7534370955453895
2015-07-14,27.55,19564000000.0,136535000000.0,116971000000.0,14902521245.550001,0.7617318158633204
2015-07-15,27.8,19564000000.0,136535000000.0,116971000000.0,15037752835.800001,0.7686440827949296
2015-07-16,28.11,19564000000.0,136535000000.0,116971000000.0,15205440007.71,0.7772152937901247
2015-07-17,27.91,19564000000.0,136535000000.0,116971000000.0,15097254735.51,0.7716854802448375
2015-07-20,27.96,19564000000.0,136535000000.0,116971000000.0,15124301053.560001,0.7730679336311593
2015-07-21,26.72,19564000000.0,136535000000.0,116971000000.0,14453552365.92,0.7387830896503782
2015-07-22,27.04,19564000000.0,136535000000.0,116971000000.0,14626648801.439999,0.7476307913228378
2015-07-23,26.45,19564000000.0,136535000000.0,116971000000.0,14307502248.449999,0.7313178413642404
2015-07-24,26.15,19564000000.0,136535000000.0,116971000000.0,14145224340.15,0.7230231210463095
2015-07-27,25.94,19564000000.0,136535000000.0,116971000000.0,14031629804.34,0.7172168168237579
2015-07-28,26.17,19564000000.0,136535000000.0,116971000000.0,14156042867.37,0.7235761024008384
2015-07-29,26.0,19564000000.0,136535000000.0,116971000000.0,14064085386.0,0.7188757608873441
2015-07-30,26.49,19564000000.0,136535000000.0,116971000000.0,14329139302.89,0.7324238040732979
2015-07-31,26.07,19564000000.0,136535000000.0,116971000000.0,14101950231.27,0.7208111956281946
2015-08-03,26.03,19564000000.0,136535000000.0,116971000000.0,14080313176.83,0.7197052329191372
2015-08-04,26.27,19564000000.0,136535000000.0,116971000000.0,14210135503.47,0.7263410091734819
2015-08-05,26.66,19564000000.0,136535000000.0,116971000000.0,14421096784.26,0.7371241455867921
2015-08-06,26.65,19564000000.0,136535000000.0,116971000000.0,14415687520.65,0.7368476549095276
2015-08-07,26.7,19586000000.0,137251000000.0,117665000000.0,14442733838.699999,0.7374008903655672
2015-08-10,27.19,19586000000.0,137251000000.0,117665000000.0,14707787755.59,0.7509337156943735
2015-08-11,26.84,19586000000.0,137251000000.0,117665000000.0,14518463529.24,0.7412674118880833
2015-08-12,26.03,19586000000.0,137251000000.0,117665000000.0,14080313176.83,0.7188968230792403
2015-08-13,26.2,19586000000.0,137251000000.0,117665000000.0,14172270658.199999,0.7235918849280097
2015-08-14,26.38,19586000000.0,137251000000.0,117665000000.0,14269637403.18,0.7285631268855305
2015-08-17,26.28,19586000000.0,137251000000.0,117665000000.0,14215544767.08,0.725801325798019
2015-08-18,26.56,19586000000.0,137251000000.0,117665000000.0,14367004148.16,0.7335343688430511
2015-08-19,26.26,19586000000.0,137251000000.0,117665000000.0,14204726239.86,0.7252489655805168
2015-08-20,25.33,19586000000.0,137251000000.0,117665000000.0,13701664724.13,0.6995642154666598
2015-08-21,24.57,19586000000.0,137251000000.0,117665000000.0,13290560689.77,0.6785745272015726
2015-08-24,23.03,19586000000.0,137251000000.0,117665000000.0,12457534093.83,0.6360427904538957
2015-08-25,23.1,19586000000.0,137251000000.0,117665000000.0,12495398939.1,0.6379760512151537
2015-08-26,24.19,19586000000.0,137251000000.0,117665000000.0,13085008672.59,0.6680796830690289
2015-08-27,24.48,19586000000.0,137251000000.0,117665000000.0,13241877317.28,0.6760889062228123
2015-08-28,24.69,19586000000.0,137251000000.0,117665000000.0,13355471853.09,0.6818886885065863
2015-08-31,24.82,19586000000.0,137251000000.0,117665000000.0,13425792280.02,0.6854790299203513
2015-09-01,23.69,19586000000.0,137251000000.0,117665000000.0,12814545492.09,0.6542706776314715
2015-09-02,24.13,19586000000.0,137251000000.0,117665000000.0,13052553090.93,0.6664226024165221
2015-09-03,24.5,19586000000.0,137251000000.0,117665000000.0,13252695844.5,0.6766412664403145
2015-09-04,24.09,19586000000.0,137251000000.0,117665000000.0,13030916036.49,0.6653178819815174
2015-09-08,24.63,19586000000.0,137251000000.0,117665000000.0,13323016271.43,0.6802316078540794
2015-09-09,24.4,19586000000.0,137251000000.0,117665000000.0,13198603208.4,0.673879465352803
2015-09-10,24.44,19586000000.0,137251000000.0,117665000000.0,13220240262.84,0.6749841857878076
2015-09-11,24.32,19586000000.0,137251000000.0,117665000000.0,13155329099.52,0.6716700244827939
2015-09-14,24.41,19586000000.0,137251000000.0,117665000000.0,13204012472.01,0.6741556454615542
2015-09-15,25.03,19586000000.0,137251000000.0,117665000000.0,13539386815.83,0.6912788122041253
2015-09-16,24.88,19586000000.0,137251000000.0,117665000000.0,13458247861.68,0.6871361105728582
2015-09-17,24.04,19586000000.0,137251000000.0,117665000000.0,13003869718.439999,0.6639369814377616
2015-09-18,23.75,19586000000.0,137251000000.0,117665000000.0,12847001073.75,0.6559277582839783
2015-09-21,23.9,19586000000.0,137251000000.0,117665000000.0,12928140027.9,0.6600704599152456
2015-09-22,23.6,19586000000.0,137251000000.0,117665000000.0,12765862119.6,0.6517850566527111
2015-09-23,23.34,19586000000.0,137251000000.0,117665000000.0,12625221265.74,0.6446043738251812
2015-09-24,23.24,19586000000.0,137251000000.0,117665000000.0,12571128629.64,0.6418425727376698
2015-09-25,23.61,19586000000.0,137251000000.0,117665000000.0,12771271383.21,0.6520612367614622
2015-09-28,22.63,19586000000.0,137251000000.0,117665000000.0,12241163549.43,0.6249955861038498
2015-09-29,23.22,19586000000.0,137251000000.0,117665000000.0,12560310102.42,0.6412902125201675
2015-09-30,23.86,19586000000.0,137251000000.0,117665000000.0,12906502973.46,0.658965739480241
2015-10-01,23.5,19586000000.0,137251000000.0,117665000000.0,12648191103.0,0.6457771419891759
2015-10-02,23.41,19586000000.0,137251000000.0,117665000000.0,12599751222.18,0.6433039529347493
2015-10-05,23.72,19586000000.0,137251000000.0,117665000000.0,12766599700.56,0.6518227152333299
2015-10-06,23.36,19586000000.0,137251000000.0,117665000000.0,12572840177.279999,0.6419299590156233
2015-10-07,23.44,19586000000.0,137251000000.0,117665000000.0,12615897849.12,0.6441283492862249
2015-10-08,23.52,19586000000.0,137251000000.0,117665000000.0,12658955520.96,0.6463267395568263
2015-10-09,23.46,19586000000.0,137251000000.0,117665000000.0,12626662267.08,0.6446779468538752
2015-10-12,23.56,19586000000.0,137251000000.0,117665000000.0,12680484356.88,0.647425934692127
2015-10-13,23.46,19586000000.0,137251000000.0,117665000000.0,12626662267.08,0.6446779468538752
2015-10-14,22.91,19586000000.0,137251000000.0,117665000000.0,12330640773.18,0.6295640137434902
2015-10-15,23.52,19586000000.0,137251000000.0,117665000000.0,12658955520.96,0.6463267395568263
2015-10-16,23.22,19586000000.0,137251000000.0,117665000000.0,12497489251.56,0.6380827760420709
2015-10-19,23.23,19586000000.0,137251000000.0,117665000000.0,12502871460.54,0.6383575748258961
2015-10-20,23.39,19586000000.0,137251000000.0,117665000000.0,12588986804.220001,0.642754355367099
2015-10-21,23.17,19586000000.0,137251000000.0,117665000000.0,12470578206.660002,0.636708782122945
2015-10-22,22.87,19586000000.0,137251000000.0,117665000000.0,12309111937.26,0.6284648186081895
2015-10-23,24.22,19586000000.0,137251000000.0,117665000000.0,13035710149.56,0.665562654424589
2015-10-26,23.6,19586000000.0,137251000000.0,117665000000.0,12702013192.800001,0.6485251298274278
2015-10-27,23.53,19586000000.0,137251000000.0,117665000000.0,12664337729.94,0.6466015383406515
2015-10-28,24.18,19586000000.0,137251000000.0,117665000000.0,13014181313.64,0.6644634592892882
2015-10-29,24.11,19586000000.0,137251000000.0,117665000000.0,12976505850.779999,0.662539867802512
2015-10-30,24.3,19586000000.0,137251000000.0,117665000000.0,13078767821.4,0.6677610446951904
2015-11-02,24.45,19586000000.0,137251000000.0,117665000000.0,13159500956.1,0.6718830264525681
2015-11-03,24.42,19586000000.0,137251000000.0,117665000000.0,13143354329.160002,0.6710586301010927
2015-11-04,24.53,19586000000.0,137251000000.0,117665000000.0,13202558627.94,0.6740814167231697
2015-11-05,24.61,19586000000.0,137251000000.0,117665000000.0,13245616299.779999,0.676279806993771
2015-11-06,25.73,19600000000.0,135447000000.0,115847000000.0,13848423705.54,0.7065522298744898
2015-11-09,25.87,19600000000.0,135447000000.0,115847000000.0,13923774631.26,0.7103966648602041
2015-11-10,26.0,19600000000.0,135447000000.0,115847000000.0,13993743348.0,0.7139664973469387
2015-11-11,26.09,19600000000.0,135447000000.0,115847000000.0,14042183228.82,0.7164379198377551
2015-11-12,25.51,19600000000.0,135447000000.0,115847000000.0,13730015107.980001,0.7005109748969388
2015-11-13,25.53,19600000000.0,135447000000.0,115847000000.0,13740779525.94,0.701060179894898
2015-11-16,25.68,19600000000.0,135447000000.0,115847000000.0,13821512660.64,0.7051792173795918
2015-11-17,25.6,19600000000.0,135447000000.0,115847000000.0,13778454988.800001,0.7029823973877551
2015-11-18,26.2,19600000000.0,135447000000.0,115847000000.0,14101387527.6,0.7194585473265306
2015-11-19,26.12,19600000000.0,135447000000.0,115847000000.0,14058329855.76,0.7172617273346938
2015-11-20,26.02,19600000000.0,135447000000.0,115847000000.0,14004507765.96,0.7145157023448979
2015-11-23,25.74,19600000000.0,135447000000.0,115847000000.0,13853805914.519999,0.7068268323734693
2015-11-24,26.13,19600000000.0,135447000000.0,115847000000.0,14063712064.74,0.7175363298336734
2015-11-25,26.26,19600000000.0,135447000000.0,115847000000.0,14133680781.480001,0.7211061623204083
2015-11-27,26.39,19600000000.0,135447000000.0,115847000000.0,14203649498.220001,0.724675994807143
2015-11-30,26.63,19600000000.0,135447000000.0,115847000000.0,14332822513.74,0.7312664547826531
2015-12-01,26.5,19600000000.0,135447000000.0,115847000000.0,14262853797.0,0.7276966222959184
2015-12-02,26.64,19600000000.0,135447000000.0,115847000000.0,14338204722.720001,0.7315410572816328
2015-12-03,26.47,19600000000.0,135447000000.0,115847000000.0,14246707170.06,0.7268728147989796
2015-12-04,27.12,19600000000.0,135447000000.0,115847000000.0,14596550753.76,0.7447219772326531
2015-12-07,26.51,19600000000.0,135447000000.0,115847000000.0,14268236005.980001,0.7279712247948981
2015-12-08,26.41,19600000000.0,135447000000.0,115847000000.0,14214413916.18,0.725225199805102
2015-12-09,26.1,19600000000.0,135447000000.0,115847000000.0,14047565437.800001,0.7167125223367348
2015-12-10,26.3,19600000000.0,135447000000.0,115847000000.0,14155209617.4,0.7222045723163265
2015-12-11,25.61,19600000000.0,135447000000.0,115847000000.0,13783837197.779999,0.7032569998867346
2015-12-14,25.72,19600000000.0,135447000000.0,115847000000.0,13843041496.56,0.7062776273755101
2015-12-15,26.54,19600000000.0,135447000000.0,115847000000.0,14284382632.92,0.7287950322918367
