date,LYB,LYB_SHE,PB Ratio
2010-11-10,,10882000000.0,
2010-12-31,0.0,10882000000.0,0.0
2011-01-03,0.0,10882000000.0,0.0
2011-01-04,0.0,10882000000.0,0.0
2011-01-05,0.0,10882000000.0,0.0
2011-01-06,0.0,10882000000.0,0.0
2011-01-07,0.0,10882000000.0,0.0
2011-01-10,0.0,10882000000.0,0.0
2011-01-11,0.0,10882000000.0,0.0
2011-01-12,0.0,10882000000.0,0.0
2011-01-13,0.0,10882000000.0,0.0
2011-01-14,0.0,10882000000.0,0.0
2011-01-18,0.0,10882000000.0,0.0
2011-01-19,0.0,10882000000.0,0.0
2011-01-20,0.0,10882000000.0,0.0
2011-01-21,0.0,10882000000.0,0.0
2011-01-24,0.0,10882000000.0,0.0
2011-01-25,0.0,10882000000.0,0.0
2011-01-26,0.0,10882000000.0,0.0
2011-01-27,0.0,10882000000.0,0.0
2011-01-28,0.0,10882000000.0,0.0
2011-01-31,0.0,10882000000.0,0.0
2011-02-01,0.0,10882000000.0,0.0
2011-02-02,0.0,10882000000.0,0.0
2011-02-03,0.0,10882000000.0,0.0
2011-02-04,0.0,10882000000.0,0.0
2011-02-07,0.0,10882000000.0,0.0
2011-02-08,0.0,10882000000.0,0.0
2011-02-09,0.0,10882000000.0,0.0
2011-02-10,0.0,10882000000.0,0.0
2011-02-11,0.0,10882000000.0,0.0
2011-02-14,0.0,10882000000.0,0.0
2011-02-15,0.0,10882000000.0,0.0
2011-02-16,0.0,10882000000.0,0.0
2011-02-17,0.0,10882000000.0,0.0
2011-02-18,0.0,10882000000.0,0.0
2011-02-22,0.0,10882000000.0,0.0
2011-02-23,0.0,10882000000.0,0.0
2011-02-24,0.0,10882000000.0,0.0
2011-02-25,0.0,10882000000.0,0.0
2011-02-28,0.0,10882000000.0,0.0
2011-03-01,0.0,10882000000.0,0.0
2011-03-02,0.0,10882000000.0,0.0
2011-03-03,0.0,10882000000.0,0.0
2011-03-04,0.0,10882000000.0,0.0
2011-03-07,0.0,10882000000.0,0.0
2011-03-08,0.0,10882000000.0,0.0
2011-03-09,0.0,10882000000.0,0.0
2011-03-10,0.0,10882000000.0,0.0
2011-03-11,0.0,10882000000.0,0.0
2011-03-14,0.0,10882000000.0,0.0
2011-03-15,0.0,10882000000.0,0.0
2011-03-16,0.0,10882000000.0,0.0
2011-03-17,0.0,10882000000.0,0.0
2011-03-18,0.0,11535000000.0,0.0
2011-03-21,0.0,11535000000.0,0.0
2011-03-22,0.0,11535000000.0,0.0
2011-03-23,0.0,11535000000.0,0.0
2011-03-24,0.0,11535000000.0,0.0
2011-03-25,0.0,11535000000.0,0.0
2011-03-28,0.0,11535000000.0,0.0
2011-03-29,0.0,11535000000.0,0.0
2011-03-30,0.0,11535000000.0,0.0
2011-03-31,0.0,11535000000.0,0.0
2011-04-01,23034440000.0,11535000000.0,1.9969172084958822
2011-04-04,23251800000.0,11535000000.0,2.0157607282184657
2011-04-05,23646480000.000004,11535000000.0,2.049976592977894
2011-04-06,23800920000.0,11535000000.0,2.063365409622887
2011-04-07,23738000000.0,11535000000.0,2.057910706545297
2011-04-08,24355760000.0,11535000000.0,2.111465973125271
2011-04-11,24304280000.0,11535000000.0,2.1070030342436064
2011-04-12,23183160000.0,11535000000.0,2.009810143042913
2011-04-13,23240360000.0,11535000000.0,2.01476896402254
2011-04-14,23120240000.0,11535000000.0,2.0043554399653227
2011-04-15,23457720000.0,11535000000.0,2.0336124837451237
2011-04-18,22914320000.0,11535000000.0,1.986503684438665
2011-04-19,23326160000.0,11535000000.0,2.022207195491981
2011-04-20,24024000000.0,11535000000.0,2.082704811443433
2011-04-21,24441560000.0,11535000000.0,2.118904204594712
2011-04-25,24744720000.0,11535000000.0,2.145185955786736
2011-04-26,25047880000.0,11535000000.0,2.1714677069787602
2011-04-27,24996400000.0,11535000000.0,2.1670047680970956
2011-04-28,25419680000.0,11535000000.0,2.203700043346337
2011-04-29,25454000000.0,11535000000.0,2.2066753359341136
2011-05-02,26094640000.0,11535000000.0,2.2622141309059383
2011-05-03,25494040000.0,11535000000.0,2.2101465106198526
2011-05-04,24498760000.0,11535000000.0,2.123863025574339
2011-05-05,23823800000.0,12671000000.0,1.8801830952568859
2011-05-06,23497760000.0,12671000000.0,1.8544518980348828
2011-05-09,23738000000.0,12671000000.0,1.8734117275668851
2011-05-10,24161280000.0,12671000000.0,1.9068171415042223
2011-05-11,24149840000.0,12671000000.0,1.9059142924788888
2011-05-12,23640760000.0,12671000000.0,1.8657375108515508
2011-05-13,22696960000.0,12671000000.0,1.791252466261542
2011-05-16,21793200000.0,12671000000.0,1.7199273932602004
2011-05-17,22279400000.0,12671000000.0,1.7582984768368717
2011-05-18,23452000000.0,12671000000.0,1.850840501933549
2011-05-19,23452000000.0,12671000000.0,1.850840501933549
2011-05-20,22880000000.0,12671000000.0,1.8056980506668772
2011-05-23,22250800000.0,12671000000.0,1.756041354273538
2011-05-24,22737000000.0,12671000000.0,1.794412437850209
2011-05-25,23789480000.000004,12671000000.0,1.8774745481808859
2011-05-26,23886720000.0,12671000000.0,1.8851487648962197
2011-05-27,24447280000.0,12671000000.0,1.9293883671375582
2011-05-31,25059320000.0,12671000000.0,1.9776907899928973
2011-06-01,24184160000.0,12671000000.0,1.9086228395548892
2011-06-02,23852400000.0,12671000000.0,1.8824402178202193
2011-06-03,22817080000.0,12671000000.0,1.8007323810275433
2011-06-06,21873280000.0,12671000000.0,1.7262473364375346
2011-06-07,22239360000.0,12671000000.0,1.7551385052482045
2011-06-08,22433840000.0,12671000000.0,1.770486938678873
2011-06-09,22880000000.0,12671000000.0,1.8056980506668772
2011-06-10,22479600000.0,12671000000.0,1.7740983347802068
2011-06-13,21907600000.0,12671000000.0,1.7289558835135348
2011-06-14,22811360000.0,12671000000.0,1.8002809565148765
2011-06-15,21941920000.0,12671000000.0,1.7316644305895352
2011-06-16,21169720000.0,12671000000.0,1.670722121379528
2011-06-17,21095360000.0,12671000000.0,1.6648536027148606
2011-06-20,20912320000.0,12671000000.0,1.6504080183095258
2011-06-21,22084920000.0,12671000000.0,1.742950043406203
2011-06-22,22136400000.0,12671000000.0,1.7470128640202036
2011-06-23,21770320000.0,12671000000.0,1.7181216952095335
2011-06-24,21495760000.0,12671000000.0,1.6964533186015311
2011-06-27,21312720000.0,12671000000.0,1.682007734196196
2011-06-28,21438560000.0,12671000000.0,1.6919390734748638
2011-06-29,21901880000.0,12671000000.0,1.728504459000868
2011-06-30,22033440000.0,12671000000.0,1.7388872227922028
2011-07-01,22262240000.0,12671000000.0,1.7569442032988714
2011-07-05,22817080000.0,12671000000.0,1.8007323810275433
2011-07-06,22565400000.0,12671000000.0,1.7808697024702076
2011-07-07,23583560000.0,12671000000.0,1.8612232657248835
2011-07-08,23383360000.0,12671000000.0,1.8454234077815483
2011-07-11,22010560000.0,12671000000.0,1.7370815247415359
2011-07-12,21964800000.0,12671000000.0,1.7334701286402021
2011-07-13,22004840000.0,12671000000.0,1.736630100228869
2011-07-14,21690240000.0,12671000000.0,1.7118017520321995
2011-07-15,21787480000.000004,12671000000.0,1.719475968747534
2011-07-18,21072480000.000004,12671000000.0,1.6630479046641942
2011-07-19,21209760000.0,12671000000.0,1.673882092968195
2011-07-20,21507200000.0,12671000000.0,1.6973561676268645
2011-07-21,22359480000.000004,12671000000.0,1.7646184200142059
2011-07-22,22616880000.0,12671000000.0,1.7849325230842081
2011-07-25,21913320000.0,12671000000.0,1.7294073080262016
2011-07-26,22273680000.0,12671000000.0,1.757847052324205
2011-07-27,21736000000.0,12671000000.0,1.7154131481335333
2011-07-28,21478600000.0,12671000000.0,1.6950990450635308
2011-07-29,22571120000.0,12671000000.0,1.7813211269828744
2011-08-01,23068760000.0,12671000000.0,1.8205950595848788
2011-08-02,21387080000.0,12671000000.0,1.6878762528608633
2011-08-03,21329880000.0,12671000000.0,1.6833620077341962
2011-08-04,19167720000.0,12671000000.0,1.5127235419461762
2011-08-05,18938920000.0,12671000000.0,1.4946665614395076
2011-08-08,16284840000.0,12671000000.0,1.2852055875621498
2011-08-09,18212480000.0,12671000000.0,1.4373356483308342
2011-08-10,17806360000.0,12671000000.0,1.405284507931497
2011-08-11,19459440000.0,12671000000.0,1.5357461920921789
2011-08-12,19390800000.0,12671000000.0,1.5303290979401785
