date,BEN,BEN_SHE,PB Ratio
2005-12-14,,5684384000.0,
2006-01-03,8434915598.17,5684384000.0,1.4838750510468681
2006-01-04,8445469136.61,5684384000.0,1.4857316354085157
2006-01-05,8345210521.429999,5684384000.0,1.4680940839728631
2006-01-06,8429638828.95,5684384000.0,1.482946758866044
2006-01-09,8598495443.990002,5684384000.0,1.5126521086524065
2006-01-10,8601133828.6,5684384000.0,1.5131162547428183
2006-01-11,8756798520.59,5684384000.0,1.5405008740771209
2006-01-12,8682923751.509998,5684384000.0,1.527504783545587
2006-01-13,8622240905.48,5684384000.0,1.5168294234661135
2006-01-17,8521982290.299999,5684384000.0,1.499191872030461
2006-01-18,8461299444.27,5684384000.0,1.488516511950987
2006-01-19,8609048982.43,5684384000.0,1.5145086930140539
2006-01-20,8527259059.52,5684384000.0,1.500120164211285
2006-01-23,8556281290.23,5684384000.0,1.5052257712058157
2006-01-24,8611687367.04,5684384000.0,1.5149728391044661
2006-01-25,8556281290.23,5684384000.0,1.5052257712058157
2006-01-26,8864972289.6,5684384000.0,1.559530863784009
2006-01-27,8872887443.43,5684384000.0,1.5609233020552447
2006-01-30,8785820751.3,5684384000.0,1.5456064810716517
2006-01-31,8661816674.63,5684384000.0,1.5237916148222919
2006-02-01,8701392443.779999,5684384000.0,1.5307538061784705
2006-02-02,8630156059.31,5684384000.0,1.518221861737349
2006-02-03,8448107521.220001,5684384000.0,1.4861957814989277
2006-02-06,8521982290.299999,5684384000.0,1.499191872030461
2006-02-07,8318826675.33,5684384000.0,1.4634526230687441
2006-02-08,8371594367.53,5684384000.0,1.4727355448769823
2006-02-09,8281889290.79,6293114000.0,1.3160240368742724
2006-02-10,8324103444.55,6293114000.0,1.3227320281421884
2006-02-13,8366317598.31,6293114000.0,1.3294400194101046
2006-02-14,8503513598.029999,6293114000.0,1.3512409910308312
2006-02-15,8667093443.85,6293114000.0,1.377234457194006
2006-02-16,8738329828.32,6293114000.0,1.3885541924586142
2006-02-17,8667093443.85,6293114000.0,1.377234457194006
2006-02-21,8614325751.65,6293114000.0,1.368849468109111
2006-02-22,8804289443.57,6293114000.0,1.399035428814733
2006-02-23,8875525828.04,6293114000.0,1.4103551640793415
2006-02-24,8975784443.220001,6293114000.0,1.426286643340642
2006-02-27,9105065289.109999,6293114000.0,1.4468298665986343
2006-02-28,9031190520.029999,6293114000.0,1.4350908818797814
2006-03-01,9091873366.06,6293114000.0,1.4447336193274107
2006-03-02,9091873366.06,6293114000.0,1.4447336193274107
