date,MET,dcf,Deviation
2009-10-23,32.93,46.10396375421975,-0.2857447100307938
2009-10-26,32.07,45.20396375421975,-0.2905489400361203
2009-10-27,31.17,44.483963754219744,-0.299298053289075
2009-10-28,30.45,46.86396375421974,-0.35024702221740234
2009-10-29,32.83,44.363963754219746,-0.25998496928991555
2009-10-30,30.33,43.64396375421975,-0.30505853751499556
2009-11-02,29.61,43.85396375421975,-0.32480447683247693
2009-11-03,29.82,43.83396375421975,-0.319705601637969
2009-11-04,29.8,44.16396375421974,-0.32524172499909065
2009-11-05,30.13,43.91396375421974,-0.31388566587536126
2009-11-06,29.88,45.31396375421974,-0.3406006112802811
2009-11-09,31.28,44.983963754219744,-0.30464109008033413
2009-11-10,30.95,45.693963754219745,-0.32266764672736825
2009-11-11,31.66,44.64396375421975,-0.29083357888427863
2009-11-12,30.61,44.53396375421975,-0.31265943070024627
2009-11-13,30.5,45.48396375421975,-0.32943399205900614
2009-11-16,31.45,45.74396375421974,-0.3124775944432924
2009-11-17,31.71,45.16396375421975,-0.29789156300442565
2009-11-18,31.13,44.513963754219745,-0.30066888287275917
2009-11-19,30.48,44.24396375421974,-0.3110924651932211
2009-11-20,30.21,44.77396375421974,-0.32527751695531215
2009-11-23,30.74,44.71396375421975,-0.3125190115336397
2009-11-24,30.68,44.863963754219746,-0.316154939673284
2009-11-25,30.83,43.693963754219745,-0.29441054665079247
2009-11-27,29.66,44.50396375421975,-0.3335425095211274
2009-11-30,30.47,44.50396375421975,-0.3153418835168156
2009-12-01,30.47,45.303963754219744,-0.32743191820247886
2009-12-02,31.27,44.43396375421975,-0.29625904695413563
2009-12-03,30.4,45.52396375421974,-0.3322198355985173
2009-12-04,31.49,45.833963754219745,-0.31295490460170283
2009-12-07,31.8,45.93396375421974,-0.3077018092722581
2009-12-08,31.9,46.18396375421974,-0.3092840586450236
2009-12-09,32.15,46.06396375421974,-0.30205745707120435
2009-12-10,32.03,46.18396375421974,-0.30646922878997185
2009-12-11,32.15,46.98396375421975,-0.31572397407375996
2009-12-14,32.95,46.59396375421975,-0.2928268525552109
2009-12-15,32.56,46.61396375421974,-0.3014968610762585
2009-12-16,32.58,45.78396375421975,-0.28839713016334867
2009-12-17,31.75,45.60396375421975,-0.3037885879588227
2009-12-18,31.57,45.71396375421975,-0.30940138619929125
2009-12-21,31.68,45.77396375421974,-0.30790350230310715
2009-12-22,31.74,45.67396375421974,-0.3050745459535994
2009-12-23,31.64,45.57396375421975,-0.30574395129125853
2009-12-24,31.54,45.303963754219744,-0.30381367575012086
2009-12-28,31.27,45.46396375421975,-0.3122025134225639
2009-12-29,31.43,45.63396375421975,-0.31125860183263865
2009-12-30,31.6,45.54396375421975,-0.30616491417982505
2009-12-31,31.51,41.469100467977775,-0.2401571376178786
2010-01-04,32.35,42.219100467977775,-0.2337591364710212
2010-01-05,33.1,42.55910046797777,-0.22225799803017376
2010-01-06,33.44,43.02910046797777,-0.22285152056836455
2010-01-07,33.91,43.20910046797777,-0.21521161901690888
2010-01-08,34.09,43.429100467977776,-0.2150424569549606
2010-01-11,34.31,43.439100467977774,-0.21015859835098372
2010-01-12,34.32,42.91910046797777,-0.20035602736813218
2010-01-13,33.8,43.23910046797777,-0.21830011183901088
2010-01-14,34.12,42.84910046797777,-0.20371723963029875
2010-01-15,33.73,44.189100467977774,-0.23668959895567698
2010-01-19,35.07,43.609100467977775,-0.19581005745000513
2010-01-20,34.49,42.40910046797777,-0.18673115865679157
2010-01-21,33.29,41.30910046797777,-0.19412430619722798
2010-01-22,32.19,41.56910046797777,-0.2256267362629808
2010-01-25,32.45,40.95910046797777,-0.20774627300788173
2010-01-26,31.84,41.55910046797777,-0.23386214712386666
2010-01-27,32.44,40.87910046797777,-0.20644046398693283
2010-01-28,31.76,40.59910046797777,-0.2177166579084564
2010-01-29,31.48,41.14910046797777,-0.23497720139720335
2010-02-01,32.03,41.539100467977775,-0.2289192678909424
2010-02-02,32.42,40.13910046797777,-0.19230875575141304
2010-02-03,31.02,40.06910046797776,-0.22583737499197365
2010-02-04,30.95,40.02910046797777,-0.2268125029499679
2010-02-05,30.91,39.09910046797777,-0.20944472813855797
2010-02-08,29.98,40.449100467977765,-0.25882158927775933
2010-02-09,31.33,40.249100467977776,-0.22159751060955568
2010-02-10,31.13,39.89910046797777,-0.21978190899355432
2010-02-11,30.78,39.98910046797778,-0.2302902631018715
2010-02-12,30.87,40.36910046797777,-0.23530622079411456
2010-02-16,31.25,40.199100467977765,-0.22261942092725517
2010-02-17,31.08,40.17910046797777,-0.22646351864521297
2010-02-18,31.06,40.33910046797777,-0.2300274512899405
2010-02-19,31.22,40.54910046797777,-0.23006923360347054
2010-02-22,31.43,40.16910046797777,-0.21755778362386924
2010-02-23,31.05,40.83910046797777,-0.2396992185382113
2010-02-24,31.72,41.05910046797778,-0.22745506748890898
2010-02-25,31.94,41.54910046797777,-0.23127096278254167
2010-02-26,32.43,41.689100467977774,-0.22209883072650782
2010-03-01,32.57,41.90910046797777,-0.2228418258491056
2010-03-02,32.79,41.86910046797777,-0.2168448895844235
2010-03-03,32.75,43.08910046797777,-0.239947001809922
2010-03-04,33.97,43.80910046797777,-0.22459033312427068
2010-03-05,34.69,45.56910046797777,-0.2387385389716593
2010-03-08,36.45,45.48910046797777,-0.1987091495542076
2010-03-09,36.37,46.359100467977775,-0.21547226687190968
2010-03-10,37.24,46.83910046797777,-0.20493776293890043
2010-03-11,37.72,46.64910046797777,-0.19140991741324442
2010-03-12,37.53,46.77910046797777,-0.1977186473328867
2010-03-15,37.66,47.16910046797777,-0.2015959679882665
2010-03-16,38.05,47.469100467977775,-0.19842593129254293
2010-03-17,38.35,46.949100467977765,-0.1831579387520511
2010-03-18,37.83,46.39910046797777,-0.18468246973649227
2010-03-19,37.28,46.29910046797777,-0.1948007710045193
2010-03-22,37.18,46.699100467977765,-0.2038390541270736
2010-03-23,37.58,46.47910046797777,-0.191464558874346
2010-03-24,37.36,46.64910046797777,-0.1991271080211774
2010-03-25,37.53,46.77910046797777,-0.1977186473328867
2010-03-26,37.66,47.439100467977774,-0.20614009059001537
2010-03-29,38.32,47.32910046797777,-0.19035013086870733
2010-03-30,38.21,47.749100467977776,-0.19977550099346963
2010-03-31,38.63,0.0,inf
2010-04-01,39.22,0.0,inf
2010-04-05,40.06,0.0,inf
2010-04-06,39.96,0.0,inf
2010-04-07,39.29,0.0,inf
2010-04-08,40.55,0.0,inf
2010-04-09,40.35,0.0,inf
2010-04-12,40.67,0.0,inf
2010-04-13,40.52,0.0,inf
2010-04-14,41.38,0.0,inf
2010-04-15,41.24,0.0,inf
2010-04-16,40.44,0.0,inf
2010-04-19,40.98,0.0,inf
2010-04-20,41.84,0.0,inf
2010-04-21,41.26,0.0,inf
2010-04-22,41.6,0.0,inf
2010-04-23,41.98,0.0,inf
2010-04-26,41.75,0.0,inf
2010-04-27,39.48,0.0,inf
2010-04-28,39.14,0.0,inf
2010-04-29,40.66,0.0,inf
2010-04-30,40.62,0.0,inf
2010-05-03,40.78,0.0,inf
2010-05-04,39.64,0.0,inf
2010-05-05,39.12,0.0,inf
2010-05-06,37.57,0.0,inf
2010-05-07,36.28,0.0,inf
2010-05-10,39.31,0.0,inf
2010-05-11,38.53,0.0,inf
2010-05-12,39.07,0.0,inf
2010-05-13,38.39,0.0,inf
2010-05-14,36.83,0.0,inf
2010-05-17,37.25,0.0,inf
2010-05-18,36.46,0.0,inf
2010-05-19,36.11,0.0,inf
2010-05-20,33.76,0.0,inf
2010-05-21,35.19,0.0,inf
2010-05-24,34.41,0.0,inf
2010-05-25,34.95,0.0,inf
2010-05-26,34.98,0.0,inf
2010-05-27,36.9,0.0,inf
2010-05-28,36.09,0.0,inf
2010-06-01,35.51,0.0,inf
2010-06-02,37.06,0.0,inf
2010-06-03,36.87,0.0,inf
2010-06-04,34.3,0.0,inf
2010-06-07,33.75,0.0,inf
2010-06-08,34.67,0.0,inf
2010-06-09,34.64,0.0,inf
2010-06-10,36.26,0.0,inf
2010-06-11,36.63,0.0,inf
2010-06-14,36.59,0.0,inf
2010-06-15,37.15,0.0,inf
2010-06-16,36.54,0.0,inf
2010-06-17,36.57,0.0,inf
2010-06-18,36.53,0.0,inf
2010-06-21,36.74,0.0,inf
2010-06-22,36.15,0.0,inf
2010-06-23,35.78,0.0,inf
2010-06-24,35.12,0.0,inf
2010-06-25,36.55,0.0,inf
2010-06-28,35.69,0.0,inf
2010-06-29,34.03,43.30116823658011,-0.21410896320224404
2010-06-30,33.65,42.97116823658011,-0.2169167983812289
2010-07-01,33.32,42.811168236580116,-0.22169841720110695
2010-07-02,33.16,42.93116823658011,-0.22760080002329064
2010-07-06,33.28,44.05116823658011,-0.24451492815656417
2010-07-07,34.4,44.80116823658011,-0.23216287980828965
2010-07-08,35.15,45.391168236580114,-0.22562028329394046
2010-07-09,35.74,44.921168236580115,-0.20438400417876312
2010-07-12,35.27,46.13116823658011,-0.23544099687394537
2010-07-13,36.48,45.281168236580115,-0.1943670753059359
2010-07-14,35.63,44.491168236580116,-0.1991669040799554
2010-07-15,34.84,43.34116823658011,-0.1961453413109684
2010-07-16,33.69,43.00116823658012,-0.21653291336999825
2010-07-19,33.35,43.351168236580115,-0.23070123928381325
2010-07-20,33.7,42.531168236580115,-0.20763991685948147
2010-07-21,32.88,44.671168236580115,-0.26395477669475
2010-07-22,35.02,44.891168236580114,-0.21989109716544353
2010-07-23,35.24,45.16116823658011,-0.219683604830755
2010-07-26,35.51,44.97116823658011,-0.21038297663978145
2010-07-27,35.32,44.68116823658011,-0.20951037329673483
2010-07-28,35.03,45.48116823658011,-0.22979111227346016
2010-07-29,35.83,47.141168236580114,-0.23994246769224092
2010-07-30,37.49,47.73116823658011,-0.2145593459145947
2010-08-02,38.08,46.80116823658011,-0.1863450970389151
2010-08-03,37.15,46.80116823658011,-0.2062163958769878
2010-08-04,37.15,46.95116823658011,-0.20875238262855245
2010-08-05,37.3,46.571168236580114,-0.19907527742234987
2010-08-06,36.92,47.37116823658012,-0.22062297860979707
2010-08-09,37.72,47.461168236580114,-0.2052450160523489
2010-08-10,37.81,45.88116823658011,-0.17591461915185347
2010-08-11,36.23,45.18116823658011,-0.19811723746737842
2010-08-12,35.53,44.91116823658011,-0.20888274798737383
2010-08-13,35.26,44.26116823658011,-0.20336490416312603
2010-08-16,34.61,44.62116823658012,-0.22435916925126653
2010-08-17,34.97,44.821168236580114,-0.2197882970069538
2010-08-18,35.17,43.47116823658011,-0.19095802052991173
2010-08-19,33.82,42.88116823658011,-0.21130880079079584
2010-08-20,33.23,42.75116823658012,-0.22271129958112623
2010-08-23,33.1,42.171168236580115,-0.21510355572060247
2010-08-24,32.52,42.58116823658011,-0.2362821090459628
2010-08-25,32.93,42.20116823658011,-0.21968984802993752
2010-08-26,32.55,43.36116823658011,-0.24932834322161224
2010-08-27,33.71,42.69116823658012,-0.21037532135006232
2010-08-30,33.04,43.211168236580114,-0.23538285706355389
2010-08-31,33.56,44.891168236580114,-0.2524141981973811
2010-09-01,35.24,45.421168236580115,-0.22415029449596302
2010-09-02,35.77,46.601168236580115,-0.23242267622119528
2010-09-03,36.95,45.40116823658011,-0.1861442902205087
2010-09-07,35.75,45.851168236580115,-0.22030339956575828
2010-09-08,36.2,46.071168236580114,-0.2142591259221095
2010-09-09,36.42,45.741168236580116,-0.20378072086767984
2010-09-10,36.09,46.461168236580114,-0.22322228713170011
2010-09-13,36.81,46.16116823658011,-0.2025765073503889
2010-09-14,36.51,45.91116823658011,-0.20476865646580633
2010-09-15,36.26,45.65116823658011,-0.20571583596528875
2010-09-16,36.0,45.44116823658012,-0.20776684673744772
2010-09-17,35.79,46.62116823658012,-0.2323229692919131
2010-09-20,36.97,46.281168236580115,-0.20118697499128113
2010-09-21,36.63,44.76116823658011,-0.1816567475094425
2010-09-22,35.11,43.391168236580114,-0.19084916523632178
2010-09-23,33.74,44.54116823658011,-0.2424985393110881
2010-09-24,34.89,44.211168236580114,-0.21083288699138747
2010-09-27,34.56,44.68116823658011,-0.22651977636283005
2010-09-28,35.03,44.22116823658011,-0.20784544151814388
2010-09-29,34.57,43.921168236580115,-0.2129080034076124
2010-09-30,34.27,47.83764492804118,-0.28361858006283613
2010-10-01,34.71,47.747644928041176,-0.27305315157825605
2010-10-04,34.62,48.597644928041184,-0.28761980027505385
2010-10-05,35.47,48.29764492804118,-0.26559566097173337
2010-10-06,35.17,48.327644928041174,-0.2722591789364581
2010-10-07,35.2,48.04764492804119,-0.26739385348194544
2010-10-08,34.92,47.77764492804118,-0.2691142467864692
2010-10-11,34.65,48.05764492804118,-0.2789908858021868
2010-10-12,34.93,48.56764492804118,-0.28079691630605097
2010-10-13,35.44,48.457644928041184,-0.2686396531934677
2010-10-14,35.33,48.08764492804118,-0.2652998487892648
2010-10-15,34.96,49.207644928041184,-0.2895412887342248
2010-10-18,36.08,48.717644928041175,-0.2594059082024125
2010-10-19,35.59,49.077644928041174,-0.27482257854501946
2010-10-20,35.95,49.167644928041184,-0.26882810733330287
2010-10-21,36.04,49.077644928041174,-0.26565343441310774
2010-10-22,35.95,48.917644928041184,-0.26509135807982664
2010-10-25,35.79,49.23764492804118,-0.27311714335026316
2010-10-26,36.11,49.11764492804119,-0.26482631541267454
2010-10-27,35.99,49.18764492804117,-0.2683121939940122
2010-10-28,36.06,49.06764492804118,-0.26509617380490114
2010-10-29,35.94,48.73764492804118,-0.2625823415746964
2010-11-01,35.61,48.967644928041175,-0.2727851206173071
2010-11-02,35.84,49.967644928041175,-0.2827358573410156
2010-11-03,36.84,51.36764492804119,-0.28281703294734184
2010-11-04,38.24,50.64764492804119,-0.24497970133990699
2010-11-05,37.52,50.19764492804118,-0.2525545759410567
2010-11-08,37.07,49.24764492804117,-0.24727365025951376
2010-11-09,36.12,49.597644928041184,-0.271739614806212
2010-11-10,36.47,48.89764492804119,-0.25415630847518267
2010-11-11,35.77,48.457644928041184,-0.26182958224408404
2010-11-12,35.33,48.53764492804119,-0.2721113673236928
2010-11-15,35.41,47.76764492804118,-0.2587032487504285
2010-11-16,34.64,47.54764492804119,-0.2714675973452665
2010-11-17,34.42,48.03764492804118,-0.28347861241823924
2010-11-18,34.91,47.75764492804118,-0.26901755619229906
2010-11-19,34.63,47.64764492804118,-0.27320647112151697
2010-11-22,34.52,46.85764492804118,-0.2633005766078935
2010-11-23,33.73,47.19764492804118,-0.2853456978324729
2010-11-24,34.07,46.76764492804118,-0.2715049036054381
2010-11-26,33.64,47.04764492804119,-0.2849801504102495
2010-11-29,33.92,47.12764492804118,-0.28025259798591295
2010-11-30,34.0,48.15764492804118,-0.2939854087382392
2010-12-01,35.03,49.19764492804118,-0.287974047309855
2010-12-02,36.07,48.90764492804118,-0.2624874893675512
2010-12-03,35.78,49.44764492804118,-0.2764063879671328
2010-12-06,36.32,49.81764492804118,-0.2709410480470882
2010-12-07,36.69,51.26764492804118,-0.28434395511052313
2010-12-08,38.14,52.417644928041184,-0.27238241908123684
2010-12-09,39.29,52.31764492804118,-0.24901053833672537
2010-12-10,39.19,52.26764492804118,-0.25020536023855033
2010-12-13,39.14,52.12764492804118,-0.24915080944036083
2010-12-14,39.0,52.00764492804119,-0.2501102471769069
2010-12-15,38.88,51.967644928041175,-0.25184217884345994
2010-12-16,38.84,52.27764492804117,-0.2570438080471631
2010-12-17,39.15,52.51764492804118,-0.2545362600771095
2010-12-20,39.39,52.827644928041174,-0.25436766954773726
2010-12-21,39.7,52.99764492804117,-0.25091011017746856
2010-12-22,39.87,52.917644928041184,-0.24656510972443535
2010-12-23,39.79,53.01764492804118,-0.24949514347524404
2010-12-27,39.89,53.167644928041184,-0.24973167320109024
2010-12-28,40.04,53.00764492804119,-0.24463725837367412
2010-12-29,39.88,52.74764492804117,-0.24394728798973542
2010-12-30,39.62,52.73764492804118,-0.24873399155270937
2010-12-31,39.61,41.1,-0.03625304136253049
2011-01-03,41.1,40.85,0.006119951040391758
2011-01-04,40.85,41.37,-0.012569494802997294
2011-01-05,41.37,41.34,0.0007256894049345597
2011-01-06,41.34,41.06,0.006819288845591798
2011-01-07,41.06,40.5,0.01382716049382715
2011-01-10,40.5,40.87,-0.009053095179838433
2011-01-11,40.87,41.52,-0.01565510597302522
2011-01-12,41.52,40.67,0.020899926235554478
2011-01-13,40.67,41.55,-0.021179302045727932
2011-01-14,41.55,41.66,-0.002640422467594772
2011-01-18,41.66,40.63,0.025350726064484297
2011-01-19,40.63,40.56,0.0017258382642997283
2011-01-20,40.56,41.19,-0.015294974508375692
2011-01-21,41.19,41.06,0.003166098392596073
2011-01-24,41.06,41.34,-0.006773101112723778
2011-01-25,41.34,41.5,-0.003855421686746907
2011-01-26,41.5,42.03,-0.01261004044729952
2011-01-27,42.03,40.55,0.03649815043156601
2011-01-28,40.55,40.79,-0.005883795047805895
2011-01-31,40.79,41.85,-0.025328554360812494
2011-02-01,41.85,41.16,0.01676384839650158
2011-02-02,41.16,41.47,-0.0074752833373523675
2011-02-03,41.47,42.19,-0.017065655368570742
2011-02-04,42.19,43.34,-0.026534379326257573
2011-02-07,43.34,43.2,0.003240740740740655
2011-02-08,43.2,42.42,0.018387553041018467
2011-02-09,42.42,42.13,0.006883455969617813
2011-02-10,42.13,42.99,-0.020004652244708043
2011-02-11,42.99,41.8,0.0284688995215312
2011-02-14,41.8,41.78,0.0004786979415987158
2011-02-15,41.78,42.35,-0.013459268004722524
2011-02-16,42.35,42.53,-0.004232306607100833
2011-02-17,42.53,42.47,0.0014127619496115962
2011-02-18,42.47,41.24,0.029825412221144543
2011-02-22,41.24,40.81,0.010536633178142685
2011-02-23,40.81,41.19,-0.009225540179655156
2011-02-24,41.19,41.69,-0.011993283761093765
2011-02-25,41.69,42.21,-0.012319355602937732
2011-02-28,42.21,41.03,0.028759444309042204
2011-03-01,41.03,38.69,0.06048074437839235
2011-03-02,38.69,40.33,-0.040664517728737914
2011-03-03,40.33,40.61,-0.006894853484363472
2011-03-04,40.61,40.58,0.0007392804337111869
2011-03-07,40.58,41.27,-0.016719166464744473
2011-03-08,41.27,41.27,0.0
2011-03-09,41.27,40.7,0.014004914004914104
2011-03-10,40.7,40.86,-0.003915810083210847
2011-03-11,40.86,39.88,0.024573721163490436
2011-03-14,39.88,38.68,0.031023784901758056
2011-03-15,38.68,37.68,0.026539278131634925
2011-03-16,37.68,38.31,-0.01644479248238062
2011-03-17,38.31,39.23,-0.023451440224318
2011-03-18,39.23,39.74,-0.012833417211877363
2011-03-21,39.74,39.73,0.0002516989680343418
2011-03-22,39.73,39.53,0.005059448520111198
2011-03-23,39.53,39.82,-0.007282772476142618
2011-03-24,39.82,40.15,-0.008219178082191747
2011-03-25,40.15,39.95,0.005006257822277815
2011-03-28,39.95,39.58,0.009348155634158806
2011-03-29,39.58,39.97,-0.009757317988491332
2011-03-30,39.97,39.87,0.0025081514923501746
2011-03-31,39.87,49.982150138807185,-0.20231522875115182
2011-04-01,40.34,50.40215013880718,-0.1996373192630886
2011-04-04,40.76,49.732150138807185,-0.18040945572964484
2011-04-05,40.09,50.1921501388072,-0.20126952343881543
2011-04-06,40.55,49.742150138807204,-0.184795995210424
2011-04-07,40.1,49.332150138807194,-0.18714266685782888
2011-04-08,39.69,49.372150138807186,-0.19610549898244933
2011-04-11,39.73,49.54215013880718,-0.1980566065726963
2011-04-12,39.9,49.012150138807186,-0.1859161475879081
2011-04-13,39.37,48.972150138807194,-0.1960736890577759
2011-04-14,39.33,48.822150138807196,-0.19442302544684908
2011-04-15,39.18,48.29215013880718,-0.18868801891437692
2011-04-18,38.65,48.21215013880719,-0.1983348618818469
2011-04-19,38.57,48.71215013880719,-0.20820575790448037
2011-04-20,39.07,49.1921501388072,-0.2057675891426819
2011-04-21,39.55,49.132150138807205,-0.1950281050541428
2011-04-25,39.49,49.5221501388072,-0.20257905019648315
2011-04-26,39.88,50.082150138807194,-0.20370830945818041
2011-04-27,40.44,51.04215013880718,-0.20771362707047092
2011-04-28,41.4,51.342150138807185,-0.19364498977794797
2011-04-29,41.7,51.072150138807196,-0.18350803937831006
2011-05-02,41.43,51.0221501388072,-0.18799972389857122
2011-05-03,41.38,50.7721501388072,-0.1849862594577888
2011-05-04,41.13,49.5221501388072,-0.1694625559529337
2011-05-05,39.88,49.60215013880719,-0.19600259487946825
2011-05-06,39.96,49.372150138807186,-0.1906368289074999
2011-05-09,39.73,49.992150138807204,-0.2052752304174461
2011-05-10,40.35,49.872150138807186,-0.19093121335864927
2011-05-11,40.23,49.81215013880719,-0.19236572025309984
2011-05-12,40.17,49.222150138807194,-0.18390399674292968
2011-05-13,39.58,48.972150138807194,-0.19178553753890704
2011-05-16,39.33,49.15215013880718,-0.1998315457425388
2011-05-17,39.51,49.502150138807195,-0.2018528510537132
2011-05-18,39.86,49.92215013880719,-0.2015568261949786
2011-05-19,40.28,49.0521501388072,-0.1788331421555196
2011-05-20,39.41,48.362150138807195,-0.18510653709798008
2011-05-23,38.72,48.342150138807185,-0.19904265969094537
2011-05-24,38.7,48.322150138807196,-0.19912504123196517
2011-05-25,38.68,48.372150138807186,-0.20036632878618998
2011-05-26,38.73,48.64215013880719,-0.20377697347920443
2011-05-27,39.0,48.9421501388072,-0.2031408532442851
2011-05-31,39.3,47.632150138807205,-0.1749270212351548
2011-06-01,37.99,47.682150138807195,-0.20326579465465455
2011-06-02,38.04,46.872150138807186,-0.18843065898730182
2011-06-03,37.23,46.5521501388072,-0.20025176304447412
2011-06-06,36.91,46.53215013880719,-0.20678498866061312
2011-06-07,36.89,46.40215013880718,-0.20499373650472175
2011-06-08,36.76,46.7721501388072,-0.21406221670574954
2011-06-09,37.13,46.10215013880719,-0.19461457029212925
2011-06-10,36.46,46.28215013880719,-0.2122232893102215
2011-06-13,36.64,46.432150138807195,-0.210891593637898
2011-06-14,36.79,44.612150138807195,-0.17533676620537664
2011-06-15,34.97,45.17215013880719,-0.22585044341386284
2011-06-16,35.53,45.622150138807186,-0.22121162873957978
2011-06-17,35.98,45.752150138807195,-0.213588871979995
2011-06-20,36.11,46.732150138807185,-0.2272985537206509
2011-06-21,37.09,46.722150138807194,-0.20615810938047507
2011-06-22,37.08,46.40215013880718,-0.2008990986607505
2011-06-23,36.76,46.17215013880719,-0.20384907591505863
2011-06-24,36.53,46.502150138807195,-0.21444492585914188
2011-06-27,36.86,47.10215013880719,-0.21744549046326322
2011-06-28,37.46,48.372150138807186,-0.225587452852396
2011-06-29,38.73,48.742150138807204,-0.2054105145196662
2011-06-30,39.1,48.232624535768394,-0.189345378230368
2011-07-01,39.55,47.652624535768396,-0.17003522082370326
2011-07-05,38.97,47.29262453576839,-0.17598144779370017
2011-07-06,38.61,48.14262453576839,-0.19800799453062568
2011-07-07,39.46,47.4726245357684,-0.16878410692737789
2011-07-08,38.79,46.11262453576839,-0.15879869362214283
2011-07-11,37.43,45.6726245357684,-0.18047188265507297
2011-07-12,36.99,45.9726245357684,-0.19539072712238958
2011-07-13,37.29,45.93262453576839,-0.1881587351717352
2011-07-14,37.25,45.732624535768394,-0.1854830030394159
2011-07-15,37.05,44.762624535768396,-0.17230054349484103
2011-07-18,36.08,44.77262453576839,-0.19415043513528984
2011-07-19,36.09,45.122624535768395,-0.20017950260424888
2011-07-20,36.44,46.152624535768396,-0.21044576843600937
2011-07-21,37.47,45.882624535768386,-0.183350987893254
2011-07-22,37.2,45.4726245357684,-0.1819253808247029
2011-07-25,36.79,45.3126245357684,-0.18808499006807478
2011-07-26,36.63,43.9726245357684,-0.16698172131608213
2011-07-27,35.29,44.16262453576839,-0.20090799921961688
2011-07-28,35.48,45.41262453576839,-0.2187194560390393
2011-07-29,36.73,45.2226245357684,-0.18779592345533247
2011-08-01,36.54,43.9726245357684,-0.16902844927353655
2011-08-02,35.29,43.8426245357684,-0.1950755600589299
2011-08-03,35.16,41.57262453576839,-0.15425113538961388
2011-08-04,32.89,41.08262453576839,-0.1994182365013102
2011-08-05,32.4,37.86262453576839,-0.1442748515916511
2011-08-08,29.18,39.772624535768394,-0.26632953342674714
2011-08-09,31.09,37.052624535768395,-0.1609231359579517
2011-08-10,28.37,38.54262453576839,-0.26393180688377804
2011-08-11,29.86,38.32262453576839,-0.22082580820814623
2011-08-12,29.64,39.36262453576839,-0.2470014296667019
2011-08-15,30.68,38.64262453576839,-0.20605806752069922
2011-08-16,29.96,38.802624535768395,-0.22788727931579045
2011-08-17,30.12,37.082624535768396,-0.18775975602947226
2011-08-18,28.4,36.43262453576839,-0.22047888775847635
2011-08-19,27.75,35.922624535768385,-0.22750633177235846
2011-08-22,27.24,36.872624535768395,-0.26124054517530315
2011-08-23,28.19,37.742624535768385,-0.2530991062032646
2011-08-24,29.06,36.78262453576839,-0.20995305890308913
2011-08-25,28.1,36.7226245357684,-0.23480414716464038
2011-08-26,28.04,38.372624535768395,-0.2692707277850389
2011-08-29,29.69,38.07262453576839,-0.22017459100811654
2011-08-30,29.39,38.632624535768386,-0.23924402358972563
2011-08-31,29.95,37.53262453576839,-0.20202755947807993
2011-09-01,28.85,36.10262453576839,-0.20088912174744833
2011-09-02,27.42,34.9726245357684,-0.21595818546714785
2011-09-06,26.29,36.672624535768385,-0.28311648449490623
2011-09-07,27.99,35.45262453576839,-0.2104956863839319
2011-09-08,26.77,35.312624535768386,-0.2419141779483286
2011-09-09,26.63,35.692624535768395,-0.2539074851916965
2011-09-12,27.01,35.912624535768394,-0.24789679537070652
2011-09-13,27.23,36.482624535768394,-0.2536172946301303
2011-09-14,27.8,37.662624535768394,-0.26186769130764653
2011-09-15,28.98,38.132624535768386,-0.24002083903727178
2011-09-16,29.45,36.762624535768396,-0.19891464845371798
2011-09-19,28.08,36.372624535768395,-0.22799082116313962
2011-09-20,27.69,34.552624535768395,-0.19861369803223772
2011-09-21,25.87,32.70262453576839,-0.2089319934641708
2011-09-22,24.02,32.582624535768396,-0.2627972625829623
2011-09-23,23.9,34.14262453576839,-0.29999523103556514
2011-09-26,25.46,34.732624535768394,-0.2669716055064957
2011-09-27,26.05,33.802624535768395,-0.22934978103741388
2011-09-28,25.12,34.79262453576839,-0.27800790152592525
2011-09-29,26.11,33.64262453576839,-0.22390121578534417
2011-09-30,24.96,32.72899958269834,-0.23737357333724607
2011-10-03,23.71,33.51899958269835,-0.29263998642016464
2011-10-04,24.5,35.038999582698345,-0.3007791234970739
2011-10-05,26.02,36.36899958269834,-0.2845555198505275
2011-10-06,27.35,34.688999582698344,-0.21156561650624184
2011-10-07,25.67,36.108999582698345,-0.2890968928338906
2011-10-10,27.09,36.26899958269835,-0.25308113508256436
2011-10-11,27.25,37.31899958269835,-0.26980893634047176
2011-10-12,28.3,36.858999582698345,-0.23220922107489728
2011-10-13,27.84,37.688999582698344,-0.26132292424179027
2011-10-14,28.67,36.508999582698344,-0.21471417108929092
2011-10-17,27.49,37.91899958269835,-0.275033616326125
2011-10-18,28.9,36.98899958269835,-0.21868662775302494
2011-10-19,27.97,37.62899958269835,-0.25669031039399504
2011-10-20,28.61,38.888999582698354,-0.2643163797731496
2011-10-21,29.87,39.938999582698344,-0.25210945912276317
2011-10-24,30.92,38.278999582698354,-0.1922463926153528
2011-10-25,29.26,38.59899958269835,-0.2419492651017947
2011-10-26,29.58,40.80899958269835,-0.27515988378845413
2011-10-27,31.79,41.83899958269835,-0.24018259716835832
2011-10-28,32.82,40.358999582698345,-0.18679847520130965
2011-10-31,31.34,38.398999582698345,-0.1838329034457179
2011-11-01,29.38,39.778999582698354,-0.26141933411571616
2011-11-02,30.76,40.16899958269834,-0.23423534766723442
2011-11-03,31.15,40.008999582698344,-0.22142517121396277
2011-11-04,30.99,39.178999582698346,-0.2090150251389944
2011-11-07,30.16,39.538999582698345,-0.2372088237357035
