date,SLG,dcf,Deviation
2005-07-07,65.5,66.78760873227911,-0.019279156069811454
2005-07-08,66.74,67.39760873227911,-0.009757152288463411
2005-07-11,67.35,67.5476087322791,-0.0029254733955470513
2005-07-12,67.5,66.94760873227911,0.008251097808883445
2005-07-13,66.9,66.3276087322791,0.008629758838906376
2005-07-14,66.28,66.4676087322791,-0.0028225587749780567
2005-07-15,66.42,67.28760873227911,-0.012894034260172771
2005-07-18,67.24,67.7576087322791,-0.00763912336877548
2005-07-19,67.71,67.8476087322791,-0.002028203128309203
2005-07-20,67.8,66.7776087322791,0.01531039052056804
2005-07-21,66.73,67.3476087322791,-0.009170462677215774
2005-07-22,67.3,67.3276087322791,-0.0004100655407039966
2005-07-25,67.28,68.56760873227911,-0.018778673430286164
2005-07-26,68.52,68.70760873227911,-0.0027305379380926365
2005-07-27,68.66,69.2676087322791,-0.008771902818639599
2005-07-28,69.22,69.7476087322791,-0.0075645422383481264
2005-07-29,69.7,69.4376087322791,0.003778806219156605
2005-08-01,69.39,70.14760873227911,-0.010800207533382178
2005-08-02,70.1,70.0576087322791,0.0006050915594748574
2005-08-03,70.01,68.6576087322791,0.01969761680740101
2005-08-04,68.61,66.8276087322791,0.026671480568179584
2005-08-05,66.78,64.94760873227911,0.028213375418858044
2005-08-08,64.9,64.8076087322791,0.0014256237736307575
2005-08-09,64.76,65.1376087322791,-0.005797092334646536
2005-08-10,65.09,65.7476087322791,-0.010002017487158343
2005-08-11,65.7,65.8776087322791,-0.002696040971992275
2005-08-12,65.83,66.2676087322791,-0.006603659625731173
2005-08-15,66.22,66.81760873227911,-0.00894388086639819
2005-08-16,66.77,66.1676087322791,0.009104020520950495
2005-08-17,66.12,65.7476087322791,0.0056639515094345505
2005-08-18,65.7,66.0476087322791,-0.005263002536369132
2005-08-19,66.0,66.44760873227911,-0.0067362654701773605
2005-08-22,66.4,65.94760873227911,0.006859858551618192
2005-08-23,65.9,65.64760873227911,0.0038446376432412777
2005-08-24,65.6,65.7776087322791,-0.002700139693463055
2005-08-25,65.73,65.1276087322791,0.009249399439754669
2005-08-26,65.08,65.28760873227911,-0.0031799101898560833
2005-08-29,65.24,65.0476087322791,0.0029576993139399654
2005-08-30,65.0,66.17760873227911,-0.01779467035509119
2005-08-31,66.13,66.89760873227911,-0.011474382221209778
2005-09-01,66.85,67.03760873227911,-0.002798559432934833
2005-09-02,66.99,67.58760873227912,-0.008841986622818876
2005-09-06,67.54,67.19760873227911,0.005095289463126873
2005-09-07,67.15,66.9176087322791,0.003472796953200241
2005-09-08,66.87,67.3876087322791,-0.007681066920410928
2005-09-09,67.34,67.42760873227911,-0.0012993005969847982
2005-09-12,67.38,67.0176087322791,0.005407403734271732
2005-09-13,66.97,67.0776087322791,-0.0016042422249814559
2005-09-14,67.03,67.20760873227911,-0.002642687868669946
2005-09-15,67.16,67.44760873227911,-0.0042641798231976
2005-09-16,67.4,67.2576087322791,0.0021171027398207976
2005-09-19,67.21,67.08760873227912,0.0018243498320127394
2005-09-20,67.04,66.0176087322791,0.015486644962664498
2005-09-21,65.97,66.5476087322791,-0.008679631669453736
2005-09-22,66.5,67.33760873227912,-0.012438943824234827
2005-09-23,67.29,67.4076087322791,-0.0017447397184225943
2005-09-26,67.36,67.1376087322791,0.003312469298805576
2005-09-27,67.09,65.56760873227911,0.023218648615614512
2005-09-28,65.52,67.03760873227911,-0.02263816924526385
2005-09-29,66.99,68.22760873227912,-0.01813941240613348
2005-09-30,68.18,69.22057205931756,-0.015032699504792468
2005-10-03,68.88,68.92057205931756,-0.0005886785049121768
2005-10-04,68.58,67.71057205931756,0.012840357336233676
2005-10-05,67.37,67.48057205931757,-0.0016385761996855486
2005-10-06,67.14,66.54057205931755,0.009008457879623899
2005-10-07,66.2,65.74057205931756,0.006988499282724492
2005-10-10,65.4,65.38057205931757,0.00029715158602172664
2005-10-11,65.04,64.14057205931756,0.01402276144108372
2005-10-12,63.8,64.20057205931757,-0.006239384579742713
2005-10-13,63.86,65.94057205931756,-0.031552229444505864
2005-10-14,65.6,66.34057205931757,-0.011163184704759521
2005-10-17,66.0,65.74057205931756,0.003946237955586351
2005-10-18,65.4,67.03057205931756,-0.024325796561524338
2005-10-19,66.69,66.39057205931756,0.004510097313439321
2005-10-20,66.05,67.24057205931756,-0.017706156013474583
2005-10-21,66.9,68.93057205931756,-0.02945822149234678
2005-10-24,68.59,67.63057205931757,0.01418630526799225
2005-10-25,67.29,67.28057205931756,0.00014012872355073647
2005-10-26,66.94,66.66057205931754,0.004191802321075189
2005-10-27,66.32,68.34057205931757,-0.029566215184206768
2005-10-28,68.0,68.37057205931757,-0.005420052050991497
2005-10-31,68.03,67.49057205931756,0.007992641404911183
2005-11-01,67.15,67.92057205931756,-0.011345193892722039
2005-11-02,67.58,67.64057205931756,-0.0008954989213344478
2005-11-03,67.3,67.44057205931756,-0.002084384147778562
2005-11-04,67.1,67.69057205931756,-0.008724583665802754
2005-11-07,67.35,67.84057205931757,-0.007231248859290718
2005-11-08,67.5,69.06057205931756,-0.02259714932533652
2005-11-09,68.72,70.14057205931756,-0.020253214617585336
2005-11-10,69.8,70.53057205931756,-0.010358232437178372
2005-11-11,70.19,70.50057205931756,-0.004405241691602946
2005-11-14,70.16,70.34057205931757,-0.002567111043187076
2005-11-15,70.0,70.24057205931756,-0.0034249729503113002
2005-11-16,69.9,71.08057205931756,-0.016608927377967042
2005-11-17,70.74,71.27057205931757,-0.0074444759454994625
2005-11-18,70.93,71.95057205931757,-0.014184349479197667
2005-11-21,71.61,72.87057205931757,-0.017298780889100862
2005-11-22,72.53,73.13057205931757,-0.008212325466706805
2005-11-23,72.79,73.59057205931757,-0.010878731295528743
2005-11-25,73.25,73.14057205931756,0.001496131867736672
2005-11-28,72.8,73.54057205931755,-0.010070251543871755
2005-11-29,73.2,74.19057205931756,-0.01335172423964548
2005-11-30,73.85,75.47057205931756,-0.021472900166224385
2005-12-01,75.13,75.36057205931756,-0.0030595847804349985
2005-12-02,75.02,75.40057205931755,-0.0050473364979003454
2005-12-05,75.06,75.17057205931756,-0.0014709487541255672
2005-12-06,74.83,74.86057205931756,-0.0004083866643891376
2005-12-07,74.52,76.17057205931756,-0.021669419234926934
2005-12-08,75.83,76.92057205931756,-0.014177898449280524
2005-12-09,76.58,76.14057205931756,0.005771271856745308
2005-12-12,75.8,76.84057205931757,-0.013541961380952428
2005-12-13,76.5,77.48057205931757,-0.012655715274880297
2005-12-14,77.14,76.48057205931757,0.008622162765348884
2005-12-15,76.14,77.04057205931755,-0.011689581674239835
2005-12-16,76.7,75.69057205931756,0.013336244042274847
2005-12-19,75.35,75.42057205931756,-0.0009357136573038272
2005-12-20,75.08,75.51057205931755,-0.005702142727502024
2005-12-21,75.17,75.94057205931756,-0.010147040487338721
2005-12-22,75.6,76.19057205931756,-0.007751248525313392
2005-12-23,75.85,76.24057205931756,-0.005122889936000075
2005-12-27,75.9,76.04057205931755,-0.0018486454732072888
2005-12-28,75.7,75.79057205931755,-0.0011950306859627169
2005-12-29,75.45,76.73057205931757,-0.01668920255576356
2005-12-30,76.39,78.43052903596296,-0.026017025016206508
2006-01-03,77.7,79.48052903596296,-0.02240207831476959
2006-01-04,78.75,80.72052903596295,-0.0244117458036609
2006-01-05,79.99,81.83052903596295,-0.022491960612329387
2006-01-06,81.1,82.37052903596296,-0.015424558404963706
2006-01-09,81.64,83.14052903596296,-0.018048105459058217
2006-01-10,82.41,82.92052903596296,-0.00615684730787891
2006-01-11,82.19,82.51052903596296,-0.003884704651733073
2006-01-12,81.78,81.41052903596297,0.0045383682972237605
2006-01-13,80.68,82.23052903596296,-0.018855880585236684
2006-01-17,81.5,82.13052903596297,-0.007677157853042349
2006-01-18,81.4,83.47052903596295,-0.024805509919205937
2006-01-19,82.74,82.13052903596297,0.0074207602360647495
2006-01-20,81.4,82.96052903596296,-0.018810500054628143
2006-01-23,82.23,84.72052903596295,-0.029396995796682868
2006-01-24,83.99,85.03052903596296,-0.01223712292231982
2006-01-25,84.3,85.38052903596297,-0.012655450231607746
2006-01-26,84.65,86.00052903596296,-0.01570372939680631
2006-01-27,85.27,85.49052903596296,-0.0025795727134897417
2006-01-30,84.76,84.77052903596297,-0.0001242063259803139
2006-01-31,84.04,84.53052903596296,-0.005802980787618872
2006-02-01,83.8,84.12052903596296,-0.0038103544953448365
2006-02-02,83.39,83.53052903596296,-0.0016823673641819248
2006-02-03,82.8,83.23052903596296,-0.005172729777759066
2006-02-06,82.5,82.48052903596296,0.000236067399962403
2006-02-07,81.75,82.33052903596295,-0.007051200116901635
2006-02-08,81.6,83.05052903596295,-0.017465620662510672
2006-02-09,82.32,83.83052903596295,-0.01801884174338142
2006-02-10,83.1,84.08052903596295,-0.011661784805654163
2006-02-13,83.35,85.03052903596296,-0.019763831355820383
2006-02-14,84.3,85.17052903596296,-0.01022101243019613
2006-02-15,84.44,86.03052903596296,-0.01848796065520042
2006-02-16,85.3,87.17052903596296,-0.021458273302336628
2006-02-17,86.44,87.28052903596296,-0.009630200976630476
2006-02-21,86.55,87.61052903596295,-0.012105040885298401
2006-02-22,86.88,87.72052903596295,-0.009581896566291381
2006-02-23,86.99,87.45052903596296,-0.005266166380463844
2006-02-24,86.72,86.88052903596297,-0.0018476986471447354
2006-02-27,86.15,87.64052903596296,-0.017007303040712074
2006-02-28,86.91,87.96052903596296,-0.011943186875711609
2006-03-01,87.23,88.52052903596297,-0.01457886718501944
2006-03-02,87.79,88.63052903596297,-0.009483515952182886
2006-03-03,87.9,92.43052903596296,-0.04901550476033967
2006-03-06,91.7,91.99052903596296,-0.003158249430758042
2006-03-07,91.26,93.13052903596297,-0.02008502534373713
2006-03-08,92.4,93.83052903596295,-0.015245880532280265
2006-03-09,93.1,94.28052903596296,-0.01252145112075742
2006-03-10,93.55,94.04052903596296,-0.00521614500674894
2006-03-13,93.31,94.88052903596297,-0.016552701085463806
2006-03-14,94.15,98.85052903596296,-0.04755188547602873
2006-03-15,98.12,101.13052903596297,-0.029768746041982874
2006-03-16,100.4,103.82052903596296,-0.032946557561637
2006-03-17,103.09,100.02052903596297,0.030688409605726052
2006-03-20,99.29,99.20052903596296,0.000901920230733877
2006-03-21,98.47,98.90052903596296,-0.004353152001910998
2006-03-22,98.17,99.88052903596297,-0.01712575065904054
2006-03-23,99.15,99.33052903596295,-0.0018174577112902712
2006-03-24,98.6,99.37052903596296,-0.007754100168714029
2006-03-27,98.64,101.92052903596296,-0.032187127235234536
2006-03-28,101.19,103.80052903596297,-0.02514947717712035
2006-03-29,103.07,101.23052903596296,0.018171108869573738
2006-03-30,100.5,102.23052903596296,-0.016927712810272055
2006-03-31,101.5,98.32914041719165,0.0322474046793757
2006-04-03,97.85,98.17914041719166,-0.0033524475340999116
2006-04-04,97.7,99.94914041719166,-0.022502849027051686
2006-04-05,99.47,99.98914041719165,-0.005191967997980607
2006-04-06,99.51,99.62914041719165,-0.0011958390556492393
2006-04-07,99.15,98.22914041719166,0.009374606953673315
2006-04-10,97.75,98.07914041719165,-0.003355865638622224
2006-04-11,97.6,97.51914041719165,0.0008291662791777288
2006-04-12,97.04,95.78914041719166,0.01305846964865176
2006-04-13,95.31,96.17914041719166,-0.009036683145863367
2006-04-17,95.7,97.91914041719166,-0.022662989153467317
2006-04-18,97.44,101.45914041719166,-0.039613389199487536
2006-04-19,100.98,101.02914041719166,-0.00048639844889042383
2006-04-20,100.55,102.34914041719166,-0.017578461429749948
2006-04-21,101.87,101.72914041719166,0.001384653229455024
2006-04-24,101.25,100.61914041719166,0.006269777103965035
2006-04-25,100.14,100.17914041719166,-0.00039070426267051594
2006-04-26,99.7,100.20914041719166,-0.005080778211169146
2006-04-27,99.73,99.47914041719166,0.002521730503061148
2006-04-28,99.0,98.72914041719166,0.0027434613698023025
2006-05-01,98.25,98.93914041719165,-0.006965296183955028
2006-05-02,98.46,99.19914041719166,-0.007451076834770309
2006-05-03,98.72,99.80914041719166,-0.010912231210880696
2006-05-04,99.33,101.84914041719166,-0.0247340370951864
2006-05-05,101.37,102.72914041719166,-0.013230329891519288
2006-05-08,102.25,103.00914041719166,-0.007369641316460895
2006-05-09,102.53,104.36914041719166,-0.017621496256844837
2006-05-10,103.89,102.91914041719166,0.009433226694984809
2006-05-11,102.44,101.37914041719165,0.010464278730740295
2006-05-12,100.9,101.62914041719165,-0.00717452114815198
2006-05-15,101.15,101.99914041719165,-0.008324976207824242
2006-05-16,101.52,99.30914041719166,0.022262397736206863
2006-05-17,98.83,100.29914041719165,-0.014647587318104671
2006-05-18,99.82,99.62914041719165,0.0019157003865448718
2006-05-19,99.15,98.89914041719166,0.0025365193443556144
2006-05-22,98.42,98.41914041719166,8.73389875888364e-06
2006-05-23,97.94,97.85914041719165,0.0008262854390874708
2006-05-24,97.38,99.47914041719166,-0.021101312379543824
2006-05-25,99.0,101.81914041719166,-0.027687725565552546
2006-05-26,101.34,100.88914041719165,0.004468861375406474
2006-05-30,100.41,99.68914041719165,0.00723107431553327
2006-05-31,99.21,101.23914041719165,-0.02004304272863111
2006-06-01,100.76,102.27914041719166,-0.014852886042991287
2006-06-02,101.8,103.61914041719166,-0.017556026906490718
2006-06-05,103.14,102.32914041719165,0.007924033950666542
2006-06-06,101.85,102.95914041719166,-0.010772627012010982
2006-06-07,102.48,102.18914041719165,0.002846286617353977
2006-06-08,101.71,103.33914041719166,-0.01576498905075696
2006-06-09,102.86,103.07914041719165,-0.0021259433897559132
2006-06-12,102.6,102.07914041719165,0.0051025075317014945
2006-06-13,101.6,100.77914041719166,0.008145133798624027
2006-06-14,100.3,101.71914041719165,-0.01395155731134945
2006-06-15,101.24,101.95914041719166,-0.007053221655744846
2006-06-16,101.48,101.21914041719165,0.002577176428619765
2006-06-19,100.74,101.57914041719165,-0.00826095213786271
2006-06-20,101.1,103.65914041719165,-0.024688034329553687
2006-06-21,103.18,103.26914041719165,-0.0008631854282076246
2006-06-22,102.79,102.77914041719166,0.00010565940485851577
2006-06-23,102.3,103.71914041719165,-0.013682531608760096
2006-06-26,103.24,103.98914041719165,-0.007204025479835674
2006-06-27,103.51,104.02914041719166,-0.004990336506768389
2006-06-28,103.55,107.62914041719165,-0.03789996279241947
2006-06-29,107.15,109.94914041719166,-0.025458502054409693
2006-06-30,109.47,110.2796611351276,-0.007341889944107671
2006-07-03,109.95,109.5496611351276,0.0036544053237974605
2006-07-05,109.22,110.1696611351276,-0.008619987801930296
2006-07-06,109.84,110.6196611351276,-0.007048124421346724
2006-07-07,110.29,111.5796611351276,-0.011558209820746401
2006-07-10,111.25,111.6496611351276,-0.0035796000728017807
2006-07-11,111.32,112.3396611351276,-0.00907659080350176
2006-07-12,112.01,111.4696611351276,0.00484740744136114
2006-07-13,111.14,109.8296611351276,0.01193064652416842
2006-07-14,109.5,109.9296611351276,-0.003908509593233966
2006-07-17,109.6,111.7496611351276,-0.01923639958539325
2006-07-18,111.42,114.0896611351276,-0.023399676259583724
2006-07-19,113.76,114.4696611351276,-0.006199556529566941
2006-07-20,114.14,110.5096611351276,0.03285087319590407
2006-07-21,110.18,112.5496611351276,-0.021054360459446975
2006-07-24,112.22,111.1396611351276,0.009720552085892065
2006-07-25,110.81,111.7996611351276,-0.008852094228903096
2006-07-26,111.47,111.9196611351276,-0.004017713514917642
2006-07-27,111.59,114.12966113512759,-0.02225241983432047
2006-07-28,113.8,114.62966113512759,-0.0072377526628956135
2006-07-31,114.3,114.23966113512759,0.0005281779048786905
2006-08-01,113.91,112.3296611351276,0.01406875841075772
2006-08-02,112.0,112.3296611351276,-0.0029347647967264967
2006-08-03,112.0,114.3996611351276,-0.02097612100697699
2006-08-04,114.07,112.01966113512759,0.018303383924712202
2006-08-07,111.69,109.9196611351276,0.016105752570471088
2006-08-08,109.59,109.1896611351276,0.0036664539546191754
2006-08-09,108.86,107.5296611351276,0.01237183164932154
2006-08-10,107.2,107.4996611351276,-0.0027875542300632716
2006-08-11,107.17,108.90966113512759,-0.015973432632107265
2006-08-14,108.58,109.7096611351276,-0.01029682457715575
2006-08-15,109.38,109.2296611351276,0.0013763556831547508
2006-08-16,108.9,110.3096611351276,-0.012779126693180376
2006-08-17,109.98,110.1196611351276,-0.001268267025960279
2006-08-18,109.79,110.4796611351276,-0.006242426235215093
2006-08-21,110.15,112.48966113512759,-0.0207988993078847
2006-08-22,112.16,110.1096611351276,0.018620880708698273
2006-08-23,109.78,110.2796611351276,-0.004530854828392661
2006-08-24,109.95,110.0296611351276,-0.0007239969141571434
2006-08-25,109.7,111.3596611351276,-0.014903611579005327
2006-08-28,111.03,111.48966113512759,-0.0041229036885355175
2006-08-29,111.16,112.2996611351276,-0.01014839335762796
2006-08-30,111.97,111.8896611351276,0.0007180186628268359
2006-08-31,111.56,110.7496611351276,0.007316851867236851
2006-09-01,110.42,112.90966113512759,-0.02205002751844254
2006-09-05,112.58,112.5496611351276,0.00026955980645726463
2006-09-06,112.22,111.59966113512759,0.005558608857434422
2006-09-07,111.27,112.2796611351276,-0.008992377826225195
2006-09-08,111.95,112.15966113512759,-0.0018693096341918514
2006-09-11,111.83,112.37966113512759,-0.004891108671939093
2006-09-12,112.05,114.4296611351276,-0.020795841843117224
2006-09-13,114.1,114.1096611351276,-8.466535639051198e-05
2006-09-14,113.78,115.1496611351276,-0.011894617158450083
2006-09-15,114.82,113.5596611351276,0.011098473280689802
2006-09-18,113.23,116.2296611351276,-0.025808051970832246
2006-09-19,115.9,115.0296611351276,0.00756621254278067
2006-09-20,114.7,112.0296611351276,0.0238359987686787
2006-09-21,111.7,112.8096611351276,-0.009836578923842376
2006-09-22,112.48,111.98966113512759,0.004378429757732505
2006-09-25,111.66,111.9196611351276,-0.0023200672026167934
2006-09-26,111.59,113.0796611351276,-0.013173554998077708
2006-09-27,112.75,110.87966113512759,0.016868187057255346
2006-09-28,110.55,112.0296611351276,-0.013207762302725023
2006-09-29,111.7,116.39987392654851,-0.040376967500104444
2006-10-02,112.37,116.89987392654851,-0.03875003260820242
2006-10-03,112.87,118.93987392654851,-0.0510331289765531
2006-10-04,114.91,121.0598739265485,-0.050800267066855365
2006-10-05,117.03,120.07987392654852,-0.025398710265252977
2006-10-06,116.05,120.42987392654851,-0.03636866654215587
2006-10-09,116.4,120.21987392654852,-0.03177406365342195
2006-10-10,116.19,120.20987392654851,-0.033440463709368595
2006-10-11,116.18,121.78987392654851,-0.04606190765852847
2006-10-12,117.76,123.71987392654852,-0.04817232460232568
2006-10-13,119.69,124.70987392654851,-0.04025241761935472
2006-10-16,120.68,123.45987392654851,-0.022516416371868075
2006-10-17,119.43,123.85987392654852,-0.035765206164956376
2006-10-18,119.83,122.59987392654851,-0.022592795880100103
2006-10-19,118.57,122.89987392654851,-0.035230906169491094
2006-10-20,118.87,124.59987392654851,-0.045986193613055004
2006-10-23,120.57,123.50987392654851,-0.0238027441295654
2006-10-24,119.48,123.15987392654851,-0.029878838043818967
2006-10-25,119.13,125.21987392654852,-0.048633445599224334
2006-10-26,121.19,123.9198739265485,-0.022029347190641868
2006-10-27,119.89,123.92987392654851,-0.03259806371579854
2006-10-30,119.9,125.07987392654852,-0.04141252916188831
2006-10-31,121.05,124.24987392654852,-0.02575353861880103
2006-11-01,120.22,121.12987392654851,-0.007511556786563234
2006-11-02,117.1,120.25987392654851,-0.026275380335742615
2006-11-03,116.23,122.01987392654851,-0.04745025330901265
2006-11-06,117.99,119.45987392654851,-0.012304331808120628
2006-11-07,115.43,120.32987392654852,-0.040720344554997845
2006-11-08,116.3,123.3098739265485,-0.05684762868806481
2006-11-09,119.28,124.64987392654851,-0.04307965790412893
2006-11-10,120.62,126.87987392654851,-0.04933701250501232
2006-11-13,122.85,129.88987392654852,-0.05419878943395928
2006-11-14,125.86,131.16987392654852,-0.04048089525131282
2006-11-15,127.14,129.91987392654852,-0.02139683362162237
2006-11-16,125.89,130.32987392654852,-0.03406643306545931
2006-11-17,126.3,138.03987392654852,-0.08504697659167204
2006-11-20,134.01,143.5298739265485,-0.0663267769009559
2006-11-21,139.5,142.4398739265485,-0.020639402756453595
2006-11-22,138.41,143.1498739265485,-0.033111268606359934
2006-11-24,139.12,138.9298739265485,0.0013685038939286187
2006-11-27,134.9,141.7298739265485,-0.04818937417589231
2006-11-28,137.7,140.8398739265485,-0.02229392741565528
2006-11-29,136.81,139.2698739265485,-0.017662642014351637
2006-11-30,135.24,138.9798739265485,-0.026909464089203472
2006-12-01,134.95,138.0298739265485,-0.02231309671547943
2006-12-04,134.0,137.6898739265485,-0.026798440737311524
2006-12-05,133.66,136.5998739265485,-0.021521790921485873
2006-12-06,132.57,138.2698739265485,-0.04122281856983823
2006-12-07,134.24,137.0298739265485,-0.02035960368790779
2006-12-08,133.0,140.0298739265485,-0.05020267268280176
2006-12-11,136.0,139.32987392654854,-0.023899210073957122
2006-12-12,135.3,138.8498739265485,-0.02556627403512346
2006-12-13,134.82,138.9198739265485,-0.02951250825865448
2006-12-14,134.89,136.4798739265485,-0.011649145627172452
2006-12-15,132.45,135.6998739265485,-0.023948982652022166
2006-12-18,131.67,134.4698739265485,-0.020821570250581845
2006-12-19,130.44,136.2198739265485,-0.04243047479008155
2006-12-20,132.19,133.2498739265485,-0.007954033240832437
2006-12-21,129.22,132.0298739265485,-0.021282107170015996
2006-12-22,128.0,133.2398739265485,-0.03932662026862255
2006-12-26,129.21,133.7498739265485,-0.033943014623263545
2006-12-27,129.72,135.1798739265485,-0.04038969535890524
2006-12-28,131.15,136.8098739265485,-0.04137036139355854
2006-12-29,132.78,134.21238423070884,-0.010672519074294895
2007-01-03,133.45,134.64238423070884,-0.008855935205854037
2007-01-04,133.88,132.76238423070885,0.00841816585147348
2007-01-05,132.0,132.57238423070885,-0.004317522340948177
2007-01-08,131.81,134.5623842307089,-0.02045433607946401
2007-01-09,133.8,136.5623842307089,-0.020228002361485586
2007-01-10,135.8,137.95238423070884,-0.015602370649203334
2007-01-11,137.19,139.02238423070887,-0.013180497808669478
2007-01-12,138.26,140.36238423070887,-0.014978259611586942
2007-01-16,139.6,140.07238423070885,-0.0033724294285646383
2007-01-17,139.31,141.10238423070885,-0.012702721080731116
2007-01-18,140.34,143.76238423070885,-0.02380583939966263
2007-01-19,143.0,143.21238423070884,-0.0014830018496633235
2007-01-22,142.45,143.89238423070884,-0.010024048447179967
2007-01-23,143.13,146.46238423070884,-0.02275249203549523
2007-01-24,145.7,147.19238423070885,-0.010139004395565143
2007-01-25,146.43,148.77238423070887,-0.015744751573493643
2007-01-26,148.01,147.63238423070885,0.002557811223186768
2007-01-29,146.87,145.66238423070885,0.008290512170791242
2007-01-30,144.9,147.3423842307089,-0.016576250231464917
2007-01-31,146.58,149.60238423070885,-0.020202781167229733
2007-02-01,148.84,151.73238423070885,-0.019062405467187404
2007-02-02,150.97,153.14238423070884,-0.01418538859520524
2007-02-05,152.38,153.52238423070887,-0.007441157434033396
2007-02-06,152.76,156.86238423070887,-0.02615275963595709
2007-02-07,156.1,155.80238423070887,0.0019102131893593555
2007-02-08,155.04,153.24238423070886,0.01173053903014698
2007-02-09,152.48,148.8423842307089,0.024439381215855205
2007-02-12,148.08,151.96238423070884,-0.025548324016913315
2007-02-13,151.2,150.28238423070886,0.006105943647277012
2007-02-14,149.52,151.66238423070885,-0.0141260091721217
2007-02-15,150.9,152.40238423070883,-0.009858010019282215
2007-02-16,151.64,152.97238423070885,-0.008709965771988015
2007-02-20,152.21,152.5623842307089,-0.002309771392769999
2007-02-21,151.8,151.76238423070885,0.00024785963585016724
2007-02-22,151.0,148.01238423070885,0.020184904018803795
2007-02-23,147.25,147.47238423070885,-0.0015079720306206967
2007-02-26,146.71,144.16238423070885,0.017671848193174355
2007-02-27,143.4,146.64238423070884,-0.022110825923340682
2007-02-28,145.88,146.15238423070883,-0.0018637002204415776
2007-03-01,145.39,142.6223842307089,0.019405199150325236
2007-03-02,141.86,137.91238423070885,0.028624084713721798
2007-03-05,137.15,142.38238423070885,-0.03674881734127
2007-03-06,141.62,139.27238423070887,0.016856290514867922
2007-03-07,138.51,141.65238423070883,-0.022183772251872957
2007-03-08,140.89,142.3423842307089,-0.010203455833329822
2007-03-09,141.58,143.16238423070885,-0.011053072629461091
2007-03-12,142.4,140.23238423070885,0.015457312383172717
2007-03-13,139.47,140.1223842307089,-0.0046558173720107066
2007-03-14,139.36,140.3723842307089,-0.0072121324736137415
2007-03-15,139.61,139.22238423070885,0.002784148335290837
2007-03-16,138.46,139.41238423070885,-0.006831417710587151
2007-03-19,138.65,139.40238423070883,-0.005397212069656154
2007-03-20,138.64,137.8723842307089,0.005567581742886185
2007-03-21,137.11,139.14238423070884,-0.01460650715413192
2007-03-22,138.38,139.38238423070885,-0.007191613461351665
2007-03-23,138.62,138.00238423070886,0.00447539926744045
2007-03-26,137.24,135.71238423070884,0.011256273905660974
2007-03-27,134.95,133.98238423070885,0.007221962609838206
2007-03-28,133.22,134.51238423070885,-0.009607920029818362
2007-03-29,133.75,137.94238423070885,-0.03039228482303946
2007-03-30,137.18,147.90147963776943,-0.07249068544836579
2007-04-02,139.08,148.09147963776942,-0.06085076372936116
2007-04-03,139.27,146.55147963776943,-0.04968547336244589
2007-04-04,137.73,145.66147963776942,-0.05445145592021594
2007-04-05,136.84,148.05147963776943,-0.07572690029981477
2007-04-09,139.23,148.72147963776942,-0.06382050300257347
2007-04-10,139.9,146.31147963776942,-0.04382075592183632
2007-04-11,137.49,146.21147963776943,-0.0596497597820389
2007-04-12,137.39,147.97147963776942,-0.07151026443523201
2007-04-13,139.15,148.0114796377694,-0.05987021857666874
2007-04-16,139.19,150.24147963776943,-0.07355811234297227
2007-04-17,141.42,148.43147963776943,-0.047237147098985854
2007-04-18,139.61,148.64147963776944,-0.060760156988336034
2007-04-19,139.82,148.85147963776942,-0.06067443642312165
2007-04-20,140.03,151.43147963776943,-0.07529134407880222
2007-04-23,142.61,150.89147963776944,-0.054883679699145205
2007-04-24,142.07,150.36147963776943,-0.05514364222634782
2007-04-25,141.54,150.27147963776943,-0.05810470262764922
2007-04-26,141.45,152.2914796377694,-0.07118900980905996
2007-04-27,143.47,149.72147963776942,-0.04175405995782311
2007-04-30,140.9,148.46147963776943,-0.05093226644526683
2007-05-01,139.64,149.4214796377694,-0.06546233956109848
2007-05-02,140.6,149.38147963776942,-0.058785598181671284
2007-05-03,140.56,147.55147963776943,-0.047383324483991074
2007-05-04,138.73,147.32147963776941,-0.05831790217484889
2007-05-07,138.5,145.58147963776943,-0.04864272334220887
2007-05-08,136.76,148.1714796377694,-0.07701535859442543
2007-05-09,139.35,146.5114796377694,-0.048879989851138284
2007-05-10,137.69,147.96147963776943,-0.06941995756541142
2007-05-11,139.14,146.89147963776944,-0.052770110675475546
2007-05-14,138.07,145.27147963776943,-0.04957256342212624
2007-05-15,136.45,143.35147963776942,-0.0481437628352952
2007-05-16,134.53,140.82147963776941,-0.044676988581236254
2007-05-17,132.0,139.71147963776943,-0.05519574810719219
2007-05-18,130.89,141.43147963776943,-0.07453418195700134
2007-05-21,132.61,142.64147963776944,-0.07032652537847928
2007-05-22,133.82,141.02147963776943,-0.051066544304224415
2007-05-23,132.2,138.75147963776942,-0.04721736773454965
2007-05-24,129.93,139.10147963776942,-0.065933731701867
2007-05-25,130.28,144.57147963776941,-0.09885407324859219
2007-05-29,135.75,148.14147963776944,-0.08364625267729653
2007-05-30,139.32,148.90147963776943,-0.06434777989498941
2007-05-31,140.08,148.63147963776942,-0.05753478104779863
2007-06-01,139.81,151.63147963776942,-0.07796190913660939
2007-06-04,142.81,150.46147963776943,-0.05085341215698591
2007-06-05,141.64,149.49147963776943,-0.05252125175825573
2007-06-06,140.67,144.71147963776943,-0.027927844065209984
2007-06-07,135.89,146.30147963776943,-0.0711645546138523
