date,ANTM,dcf,Deviation
2007-03-06,80.08,386930664640.0,-0.9999999997930379
2007-03-07,79.76,385726023640.0,-0.9999999997932211
2007-03-08,79.51,379991932479.99994,-0.9999999997907587
2007-03-09,78.32,383268556000.0,-0.9999999997956525
2007-03-12,79.0,377968135600.0,-0.9999999997909876
2007-03-13,77.9,378883662760.0,-0.999999999794396
2007-03-14,78.09,379943746840.0,-0.9999999997944696
2007-03-15,78.31,382304843200.0,-0.9999999997951635
2007-03-16,78.8,383220370360.0,-0.9999999997943742
2007-03-19,78.99,383364927280.0,-0.9999999997939562
2007-03-20,79.02,387364335400.0,-0.999999999796006
2007-03-21,79.85,392472013240.0,-0.999999999796546
2007-03-22,80.91,396134121880.0,-0.999999999795751
2007-03-23,81.67,397194205960.0,-0.9999999997943827
2007-03-26,81.89,395025852160.0,-0.9999999997926972
2007-03-27,81.44,395893193680.0,-0.999999999794288
2007-03-28,81.62,390062731240.0,-0.9999999997907516
2007-03-29,80.41,393387540400.0,-0.999999999795596
2007-03-30,81.1,105242205630.0,-0.9999999992293966
2007-04-02,81.03,106687549780.00002,-0.9999999992404924
2007-04-03,82.18,107165141760.0,-0.9999999992331462
2007-04-04,82.56,106360776320.0,-0.999999999223774
2007-04-05,81.92,106775527250.0,-0.999999999232783
2007-04-09,82.25,106385912740.0,-0.9999999992268713
2007-04-10,81.94,105141659950.0,-0.9999999992206705
2007-04-11,80.95,106285367060.0,-0.9999999992383711
2007-04-12,81.86,106762959040.0,-0.9999999992332547
2007-04-13,82.24,108409394550.0,-0.9999999992413942
2007-04-16,83.55,109050373260.0,-0.9999999992338403
2007-04-17,84.06,109729056600.0,-0.9999999992339312
2007-04-18,84.6,107780984050.0,-0.9999999992150749
2007-04-19,83.05,107529619850.0,-0.9999999992276547
2007-04-20,82.85,107667870159.99998,-0.999999999230504
2007-04-23,82.96,106762959040.0,-0.9999999992229515
2007-04-24,82.24,102489767640.0,-0.9999999991975784
2007-04-25,78.84,102715995420.0,-0.9999999992324468
2007-04-26,79.02,102929654990.0,-0.9999999992322912
2007-04-27,79.19,102653154370.0,-0.9999999992285673
2007-04-30,78.97,103595770120.0,-0.9999999992377102
2007-05-01,79.72,105317614890.0,-0.9999999992430516
2007-05-02,81.09,105468433409.99998,-0.9999999992311444
2007-05-03,81.21,105744934030.00002,-0.99999999923202
2007-05-04,81.43,106536731260.0,-0.9999999992356626
2007-05-07,82.06,106423617370.0,-0.9999999992289306
2007-05-08,81.97,106649845150.0,-0.99999999923141
2007-05-09,82.15,106649845150.0,-0.9999999992297223
2007-05-10,82.15,108346553500.0,-0.9999999992417848
2007-05-11,83.5,108346553500.0,-0.9999999992293248
2007-05-14,83.5,108409394550.0,-0.9999999992297716
2007-05-15,83.55,110055830060.0,-0.9999999992408398
2007-05-16,84.86,110231785000.0,-0.9999999992301676
2007-05-17,85.0,110319762469.99998,-0.9999999992295124
2007-05-18,85.07,109515397030.00002,-0.9999999992232143
2007-05-21,84.43,109716488390.0,-0.9999999992304712
2007-05-22,84.59,109565669870.0,-0.9999999992279516
2007-05-23,84.47,109578238080.0,-0.9999999992291353
2007-05-24,84.48,108949827580.0,-0.9999999992245973
2007-05-25,83.98,109238896409.99998,-0.9999999992312262
2007-05-29,84.21,109477692400.0,-0.9999999992308022
2007-05-30,84.4,105719797610.0,-0.9999999992016633
2007-05-31,81.41,106184821380.0,-0.999999999233318
2007-06-01,81.78,105481001620.0,-0.9999999992246945
2007-06-04,81.22,105757502240.0,-0.9999999992320167
2007-06-05,81.44,105770070450.0,-0.9999999992300279
2007-06-06,81.45,105242205630.0,-0.999999999226071
2007-06-07,81.03,105908320760.0,-0.9999999992349043
2007-06-08,81.56,105594115510.0,-0.9999999992276085
2007-06-11,81.31,105116523530.00002,-0.9999999992264774
2007-06-12,80.93,105669524770.0,-0.9999999992341216
2007-06-13,81.37,105493569830.0,-0.9999999992286733
2007-06-14,81.23,105254773840.00002,-0.9999999992282536
2007-06-15,81.04,105204501000.0,-0.9999999992296907
2007-06-18,81.0,105191932790.0,-0.999999999229979
2007-06-19,80.99,104374999140.0,-0.9999999992240479
2007-06-20,80.34,104236748830.0,-0.9999999992292545
2007-06-21,80.23,103331837710.0,-0.9999999992235694
2007-06-22,79.51,104048225680.0,-0.9999999992358352
2007-06-25,80.08,104902863960.0,-0.9999999992366271
2007-06-26,80.76,104701772600.0,-0.9999999992286663
2007-06-27,80.6,104412703770.0,-0.9999999992280633
2007-06-28,80.37,103734020430.0,-0.9999999992252301
2007-06-29,79.83,215601024179.99997,-0.9999999996297327
2007-07-02,81.07,215522796960.00003,-0.9999999996238449
2007-07-03,81.04,217243795800.0,-0.9999999996269628
2007-07-05,81.7,218625810020.0,-0.9999999996263021
2007-07-06,82.23,216774432480.0,-0.9999999996206655
2007-07-09,81.52,213958252560.0,-0.9999999996189911
2007-07-10,80.44,215418494000.0,-0.9999999996265873
2007-07-11,81.0,218625810020.0,-0.9999999996295039
2007-07-12,82.23,217452401720.0,-0.9999999996218483
2007-07-13,81.78,218052143740.0,-0.9999999996249521
2007-07-16,82.01,217895689300.0,-0.9999999996236273
2007-07-17,81.95,220816172179.99997,-0.9999999996288769
2007-07-18,83.07,217634931900.0,-0.9999999996183058
2007-07-19,81.85,215940008800.0,-0.9999999996209595
2007-07-20,81.2,216956962660.0,-0.9999999996257323
2007-07-23,81.59,218469355580.0,-0.999999999626538
2007-07-24,82.17,212784844260.0,-0.9999999996138352
2007-07-25,79.99,207986908100.0,-0.9999999996154085
2007-07-26,78.15,202198093820.00003,-0.9999999996134978
2007-07-27,75.93,201076837000.0,-0.9999999996223832
2007-07-30,75.5,200085958880.0,-0.9999999996226622
2007-07-31,75.12,198338884300.0,-0.9999999996212543
2007-08-01,74.45,201963412160.0,-0.9999999996313689
2007-08-02,75.84,199903428700.0,-0.9999999996206168
2007-08-03,75.05,203162896200.0,-0.999999999630592
2007-08-06,76.3,204701364860.0,-0.9999999996272619
2007-08-07,76.89,205796545940.0,-0.9999999996263785
2007-08-08,77.31,201806957720.0,-0.9999999996169111
2007-08-09,75.78,205040349480.0,-0.9999999996304142
2007-08-10,77.02,206996029980.0,-0.9999999996279155
2007-08-13,77.77,204909970780.0,-0.9999999996204675
2007-08-14,76.97,208612725860.0,-0.9999999996310388
2007-08-15,78.39,207700074960.00003,-0.9999999996225808
2007-08-16,78.04,211637511700.0,-0.9999999996312563
2007-08-17,79.55,210333724700.0,-0.9999999996217915
2007-08-20,79.05,206604893880.0,-0.9999999996173856
2007-08-21,77.62,206135530560.0,-0.9999999996234517
2007-08-22,77.44,205953000380.0,-0.9999999996239919
2007-08-23,77.37,208065135320.00003,-0.9999999996281453
2007-08-24,78.18,207830453660.0,-0.999999999623828
2007-08-27,78.09,207595772000.0,-0.9999999996238362
2007-08-28,78.0,210594482100.0,-0.9999999996296199
2007-08-29,79.15,211950420580.0,-0.9999999996265636
2007-08-30,79.67,214349388660.0,-0.9999999996283171
2007-08-31,80.59,217191644320.00003,-0.9999999996289453
2007-09-04,81.68,215418494000.0,-0.9999999996208311
2007-09-05,81.0,212185102240.0,-0.9999999996182578
2007-09-06,79.76,210359800440.0,-0.9999999996208401
2007-09-07,79.06,210829163760.0,-0.9999999996250044
2007-09-10,79.24,212080799280.0,-0.9999999996263688
2007-09-11,79.72,210803088020.0,-0.9999999996218272
2007-09-12,79.23,211715738920.0,-0.9999999996257718
2007-09-13,79.58,211037769679.99997,-0.9999999996229111
2007-09-14,79.32,210359800440.0,-0.9999999996229317
2007-09-17,79.06,214557994580.0,-0.9999999996315215
2007-09-18,80.67,212602314080.0,-0.9999999996205592
2007-09-19,79.92,210646633580.0,-0.9999999996205968
2007-09-20,79.17,212524086860.0,-0.9999999996274775
2007-09-21,79.89,214714449020.0,-0.9999999996279244
2007-09-24,80.73,214531918840.0,-0.9999999996236923
2007-09-25,80.66,211663587440.0,-0.9999999996189236
2007-09-26,79.56,211898269100.0,-0.9999999996245368
2007-09-27,79.65,209994740080.0,-0.9999999996207047
2007-09-28,78.92,323211942400.0,-0.9999999997558259
2007-10-01,78.95,317043612160.0,-0.9999999997509806
2007-10-02,77.43,313513054720.0,-0.9999999997530247
2007-10-03,76.56,320655331840.0,-0.999999999761239
2007-10-04,78.32,321223467520.0,-0.9999999997561821
2007-10-05,78.46,323049617920.0,-0.9999999997571271
2007-10-08,78.91,326052620800.0,-0.9999999997579838
2007-10-09,79.65,328041095680.0,-0.999999999757195
2007-10-10,80.14,321629278720.0,-0.9999999997508311
2007-10-11,78.56,325809134080.0,-0.9999999997588772
2007-10-12,79.59,323252523520.0,-0.9999999997537838
2007-10-15,78.96,321345210880.0,-0.9999999997542829
2007-10-16,78.49,322968455680.0,-0.9999999997569732
2007-10-17,78.89,326093201920.0,-0.9999999997580753
2007-10-18,79.66,322522063360.0,-0.9999999997530091
2007-10-19,78.78,322156833280.0,-0.9999999997554607
2007-10-22,78.69,325362741760.0,-0.9999999997581469
2007-10-23,79.48,320736494080.0,-0.9999999997521953
2007-10-24,78.34,321953927680.0,-0.9999999997566733
2007-10-25,78.64,322197414400.0,-0.999999999755926
2007-10-26,78.7,323739496960.0,-0.9999999997569033
2007-10-29,79.08,323496010240.0,-0.9999999997555457
2007-10-30,79.02,324348213760.0,-0.999999999756373
2007-10-31,79.23,319600222720.0,-0.9999999997520965
2007-11-01,78.06,320614750720.0,-0.9999999997565302
2007-11-02,78.31,322278576640.0,-0.9999999997570115
2007-11-05,78.72,323455429120.0,-0.999999999756628
2007-11-06,79.01,319559641600.0,-0.9999999997527536
2007-11-07,78.05,323536591360.0,-0.9999999997587599
2007-11-08,79.03,327067148800.0,-0.9999999997583676
2007-11-09,79.9,331125260800.0,-0.9999999997587016
2007-11-12,80.9,333925358080.0,-0.9999999997577302
2007-11-13,81.59,333965939200.0,-0.9999999997556936
2007-11-14,81.6,332180369920.0,-0.9999999997543503
2007-11-15,81.16,334087682560.0,-0.9999999997570698
2007-11-16,81.63,335548602880.0,-0.9999999997567267
2007-11-19,81.99,336441387520.0,-0.9999999997563023
2007-11-20,82.21,332626762240.0,-0.9999999997528461
2007-11-21,81.27,334615237120.0,-0.9999999997571241
2007-11-23,81.76,336197900800.0,-0.9999999997568099
2007-11-26,82.15,342203906560.0,-0.9999999997599385
2007-11-27,83.63,342812623360.0,-0.9999999997560475
2007-11-28,83.78,344922841600.0,-0.9999999997571051
2007-11-29,84.3,344557611520.0,-0.9999999997553385
2007-11-30,84.21,344679354880.0,-0.999999999755686
2007-12-03,84.24,343137272320.0,-0.9999999997545006
2007-12-04,83.86,345612720640.0,-0.9999999997573584
2007-12-05,84.47,352268024320.0,-0.999999999760211
2007-12-06,86.11,351699888640.0,-0.9999999997551605
2007-12-07,85.97,350928847360.0,-0.9999999997550215
2007-12-10,85.78,347438871040.0,-0.9999999997531076
2007-12-11,84.92,346748992000.0,-0.9999999997550966
2007-12-12,84.75,354378242560.0,-0.9999999997608487
2007-12-13,86.63,352470929920.0,-0.9999999997542208
2007-12-14,86.16,347601195520.0,-0.9999999997521297
2007-12-17,84.96,352349186560.0,-0.9999999997588755
2007-12-18,86.13,354134755840.0,-0.9999999997567875
2007-12-19,86.57,361926330880.0,-0.9999999997608077
2007-12-20,88.49,365862699520.0,-0.9999999997581334
2007-12-21,89.46,366917808640.0,-0.9999999997561851
2007-12-24,89.72,366309091840.0,-0.9999999997550703
2007-12-26,89.57,358882746880.0,-0.9999999997504199
2007-12-27,87.74,360343667200.0,-0.9999999997565102
2007-12-28,88.1,358842165760.0,-0.9999999997544882
2007-12-31,87.73,486180586000.0,-0.9999999998195527
2008-01-02,87.0,491737064000.0,-0.9999999998230762
2008-01-03,88.0,489347778459.99994,-0.9999999998201689
2008-01-04,87.57,498849355840.0,-0.999999999824456
2008-01-07,89.28,494404173440.0,-0.999999999819419
2008-01-08,88.48,493015053940.0,-0.9999999998205329
2008-01-09,88.23,493792960860.0,-0.9999999998213219
2008-01-10,88.37,489681167140.0,-0.9999999998195357
2008-01-11,87.63,482457745740.0,-0.9999999998183675
2008-01-14,86.33,468177597280.0,-0.9999999998156042
2008-01-15,83.76,466510653879.99994,-0.9999999998204543
2008-01-16,83.46,460676351980.0,-0.9999999998188316
2008-01-17,82.41,463287896640.0,-0.9999999998221193
2008-01-18,82.88,440339642500.0,-0.9999999998117817
2008-01-22,78.75,424225856299.99994,-0.9999999998143677
2008-01-23,75.85,428504344360.0,-0.9999999998229889
2008-01-24,76.62,417780341820.0,-0.9999999998166021
2008-01-25,74.69,425170457560.0,-0.9999999998243293
2008-01-28,76.02,427726437440.0,-0.9999999998222696
2008-01-29,76.48,433227350660.0,-0.9999999998234645
2008-01-30,77.47,437283579600.0,-0.999999999822838
2008-01-31,78.2,441284243760.0,-0.99999999982279
2008-02-01,78.92,440617466400.0,-0.9999999998208877
2008-02-04,78.8,439283911680.0,-0.9999999998206172
2008-02-05,78.56,441284243760.0,-0.9999999998219742
2008-02-06,78.92,434060822360.0,-0.9999999998181822
2008-02-07,77.62,428559909140.0,-0.9999999998188818
2008-02-08,76.63,423058995920.0,-0.9999999998188669
2008-02-11,75.64,424392550640.0,-0.9999999998217688
2008-02-12,75.88,416280092760.0,-0.9999999998177189
2008-02-13,74.42,412334993379.99994,-0.9999999998195157
2008-02-14,73.71,419891803459.99994,-0.9999999998244548
2008-02-15,75.07,419558414780.0,-0.9999999998210738
2008-02-19,75.01,419447285220.0,-0.9999999998211694
2008-02-20,74.99,415224361940.0,-0.9999999998193988
2008-02-21,74.23,413557418540.00006,-0.9999999998205086
2008-02-22,73.93,417169129240.0,-0.9999999998227818
2008-02-25,74.58,416557916660.0,-0.9999999998209612
2008-02-26,74.47,412557252500.0,-0.9999999998194917
2008-02-27,73.75,406445126700.00006,-0.9999999998185487
2008-02-28,72.65,392164978240.0,-0.9999999998147463
2008-02-29,70.08,396165642400.0,-0.9999999998231043
2008-03-03,70.8,395665559379.99994,-0.999999999821061
2008-03-04,70.71,399721788320.0,-0.999999999823102
2008-03-05,71.44,387219712820.0,-0.9999999998155052
2008-03-06,69.19,375717803360.0,-0.9999999998158459
2008-03-07,67.12,369050029760.0,-0.9999999998181276
2008-03-10,65.92,265366150280.0,-0.9999999997515885
2008-03-11,47.26,260865403100.0,-0.9999999998188338
2008-03-12,46.45,266477445880.0,-0.9999999998256888
2008-03-13,47.46,264421549020.0,-0.9999999998205139
2008-03-14,47.09,271311581740.0,-0.9999999998264357
2008-03-17,48.33,264699372920.0,-0.9999999998174155
2008-03-18,47.14,252586250880.0,-0.9999999998133707
2008-03-19,44.96,257475951520.00003,-0.9999999998253818
2008-03-20,45.84,258142728880.0,-0.9999999998224238
2008-03-24,45.96,257253692399.99997,-0.9999999998213437
2008-03-25,45.8,255920137680.0,-0.9999999998210379
2008-03-26,45.56,251975038300.0,-0.9999999998191884
2008-03-27,44.85,242973543939.99997,-0.999999999815412
2008-03-28,43.23,247974374140.0,-0.9999999998256675
2008-03-31,44.13,52385944160.0,-0.9999999991575984
2008-04-01,46.41,51924220480.0,-0.9999999991061974
2008-04-02,45.98,52192664480.0,-0.9999999991190333
2008-04-03,46.23,52160451200.0,-0.9999999991136963
2008-04-04,46.2,51730940800.0,-0.9999999991069175
2008-04-07,45.8,52557748320.0,-0.9999999991285776
2008-04-08,46.57,52063811360.0,-0.9999999991055207
2008-04-09,46.11,52310779840.0,-0.9999999991185373
2008-04-10,46.34,51945696000.0,-0.9999999991079146
2008-04-11,46.0,53416769120.0,-0.9999999991388472
2008-04-14,47.37,55048908640.0,-0.9999999991394924
2008-04-15,48.89,54329478720.0,-0.9999999991001202
2008-04-16,48.22,54458331840.0,-0.9999999991145524
2008-04-17,48.34,54565709440.0,-0.9999999991140957
2008-04-18,48.44,54447594080.0,-0.9999999991103372
2008-04-21,48.33,52536272800.0,-0.9999999990800642
2008-04-22,46.55,56176373440.0,-0.9999999991713598
2008-04-23,49.94,55167024000.0,-0.999999999094749
2008-04-24,49.0,57389740320.0,-0.9999999991461889
2008-04-25,51.07,56348177600.0,-0.9999999990936708
2008-04-28,50.1,56090471360.0,-0.9999999991068002
2008-04-29,49.86,55972356000.0,-0.9999999991092031
2008-04-30,49.75,57250149440.0,-0.9999999991310067
2008-05-01,50.94,57668922080.0,-0.9999999991166819
2008-05-02,51.33,58420565280.0,-0.999999999121371
2008-05-05,52.03,58205810080.0,-0.9999999991061029
2008-05-06,51.83,58495729600.0,-0.9999999991139524
2008-05-07,52.1,58935977760.0,-0.9999999991159899
2008-05-08,52.51,59172208480.0,-0.9999999991125902
2008-05-09,52.73,58946715520.0,-0.9999999991054633
2008-05-12,52.52,57518593440.0,-0.999999999086904
2008-05-13,51.19,57250149440.0,-0.9999999991058539
2008-05-14,50.94,56111946880.0,-0.999999999092172
2008-05-15,49.88,57883677280.0,-0.9999999991382718
2008-05-16,51.53,57958841600.0,-0.9999999991109209
2008-05-19,51.6,58860813440.0,-0.9999999991233557
2008-05-20,52.44,60203033440.0,-0.9999999991289475
2008-05-21,53.69,62092879200.0,-0.9999999991353276
2008-05-22,55.45,60471477440.0,-0.9999999990830388
2008-05-23,53.94,61598942240.0,-0.9999999991243356
2008-05-27,54.99,62125092480.0,-0.9999999991148504
2008-05-28,55.48,63392148160.0,-0.9999999991248127
2008-05-29,56.66,62490176320.0,-0.9999999990932975
2008-05-30,55.82,61867386240.0,-0.9999999990977476
2008-06-02,55.24,61126480800.0,-0.9999999990963
2008-06-03,54.55,61577466720.0,-0.999999999114124
2008-06-04,54.97,63198868480.0,-0.999999999130206
2008-06-05,56.48,62082141440.0,-0.9999999990902375
2008-06-06,55.44,61910337280.0,-0.9999999991045114
2008-06-09,55.28,61158694080.0,-0.9999999990961219
2008-06-10,54.58,60052704800.0,-0.9999999990911317
2008-06-11,53.55,58882288960.0,-0.9999999990905585
2008-06-12,52.46,60331886560.0,-0.9999999991304764
2008-06-13,53.81,59612456640.0,-0.9999999990973363
2008-06-16,53.14,59494341280.0,-0.9999999991068058
2008-06-17,53.03,58345400960.0,-0.9999999990911023
2008-06-18,51.96,55467681280.0,-0.9999999990632383
2008-06-19,49.28,54415380800.0,-0.9999999990943736
2008-06-20,48.3,55274401600.0,-0.9999999991261778
2008-06-23,49.1,55167024000.0,-0.9999999991099755
2008-06-24,49.0,55113335200.0,-0.999999999110923
2008-06-25,48.95,53857017280.0,-0.9999999990911119
2008-06-26,47.78,54179150080.0,-0.9999999991181109
2008-06-27,48.08,53728164160.0,-0.9999999991051248
2008-06-30,47.66,118794762200.0,-0.9999999995988038
2008-07-01,46.6,120170019050.0,-0.9999999996122161
2008-07-02,47.15,114744005659.99998,-0.9999999995890853
2008-07-03,44.98,116794388600.0,-0.9999999996148787
2008-07-07,45.8,119244846260.0,-0.9999999996159163
2008-07-08,46.78,121170205850.0,-0.9999999996139315
2008-07-09,47.55,117094444640.0,-0.9999999995939175
2008-07-10,45.92,114468954290.0,-0.9999999995988432
2008-07-11,44.87,114643986980.0,-0.9999999996086144
2008-07-14,44.94,113293734800.0,-0.999999999603332
2008-07-15,44.4,114618982310.0,-0.9999999996126296
2008-07-16,44.93,117469514690.0,-0.9999999996175177
2008-07-17,46.07,117919598750.0,-0.9999999996093101
2008-07-18,46.25,116444323219.99998,-0.9999999996028145
2008-07-21,45.66,124170766250.0,-0.9999999996322806
2008-07-22,48.75,135222830390.0,-0.9999999996394839
2008-07-23,53.17,133122438110.0,-0.9999999996005933
2008-07-24,52.33,134547704300.0,-0.9999999996110673
2008-07-25,52.9,134197638920.0,-0.9999999996058053
2008-07-28,52.76,134797751000.0,-0.9999999996085989
2008-07-29,53.0,134572708970.0,-0.9999999996061608
2008-07-30,52.91,133422494150.0,-0.9999999996034402
2008-07-31,52.45,131222083190.0,-0.999999999600296
2008-08-01,51.57,136148003180.0,-0.999999999621221
2008-08-04,53.54,139848694340.0,-0.9999999996171577
2008-08-05,55.02,136773119930.0,-0.999999999597728
2008-08-06,53.79,137148189980.0,-0.9999999996077965
2008-08-07,53.94,141874072610.0,-0.9999999996198037
2008-08-08,55.83,143024287430.0,-0.9999999996096467
2008-08-11,56.29,142524194030.0,-0.9999999996050495
2008-08-12,56.09,141624025910.0,-0.9999999996039514
2008-08-13,55.73,142549198700.0,-0.9999999996090473
2008-08-14,56.1,146224885190.0,-0.9999999996163443
2008-08-15,57.57,142199133320.0,-0.9999999995951452
2008-08-18,55.96,138473437490.0,-0.9999999995958792
2008-08-19,54.47,135422867750.0,-0.9999999995977784
2008-08-20,53.25,136423054550.0,-0.9999999996096701
2008-08-21,53.65,138523446830.0,-0.9999999996127009
2008-08-22,54.49,133697545520.0,-0.9999999995924382
2008-08-25,52.56,133522512830.0,-0.9999999996063585
2008-08-26,52.49,133372484810.0,-0.9999999996064406
2008-08-27,52.43,134947779020.0,-0.9999999996114793
2008-08-28,53.06,134272652930.0,-0.9999999996048339
2008-08-29,52.79,132972410090.0,-0.9999999996030003
2008-09-02,52.27,134297657600.0,-0.9999999996107899
2008-09-03,52.8,127896462080.0,-0.999999999587166
2008-09-04,50.24,124845892340.00002,-0.9999999995975839
2008-09-05,49.02,129646788980.0,-0.9999999996218958
2008-09-08,50.94,126171139850.0,-0.9999999995962626
2008-09-09,49.55,125220962390.0,-0.9999999996042995
2008-09-10,49.17,127546396700.0,-0.9999999996144933
2008-09-11,50.1,130146882380.0,-0.9999999996150504
2008-09-12,51.14,127496387360.0,-0.9999999995988906
2008-09-15,50.08,125370990409.99998,-0.9999999996005455
2008-09-16,49.23,121545275900.0,-0.9999999995949658
2008-09-17,47.7,121345238540.0,-0.9999999996069067
2008-09-18,47.62,122345425340.00002,-0.9999999996107741
2008-09-19,48.02,117594538040.0,-0.9999999995916476
2008-09-22,46.12,115694183120.0,-0.9999999996013629
2008-09-23,45.36,116394313880.0,-0.9999999996102903
2008-09-24,45.64,120695117120.0,-0.9999999996218571
2008-09-25,47.36,119019804230.0,-0.9999999996020831
2008-09-26,46.69,113443762820.0,-0.9999999995884304
2008-09-29,44.46,119219841590.00002,-0.9999999996270755
2008-09-30,46.77,196534977500.0,-0.9999999997620271
2008-10-01,47.5,188396297390.0,-0.9999999997478719
2008-10-02,45.51,184102018940.0,-0.9999999997528001
2008-10-03,44.46,174082035890.0,-0.9999999997446032
2008-10-06,42.01,163203197150.0,-0.9999999997425908
2008-10-07,39.35,167661067160.0,-0.9999999997653003
2008-10-08,40.44,151547298500.0,-0.9999999997331526
2008-10-09,36.5,146639551700.0,-0.9999999997510903
2008-10-10,35.3,173223180200.0,-0.9999999997962167
2008-10-13,41.8,182507001230.0,-0.9999999997709677
2008-10-14,44.07,165166295870.0,-0.999999999733178
2008-10-15,39.83,165534376880.0,-0.9999999997593854
2008-10-16,39.92,167088496700.0,-0.9999999997610847
2008-10-17,40.3,173959342220.0,-0.9999999997683366
2008-10-20,41.98,173427669650.0,-0.9999999997579394
2008-10-21,41.85,165043602200.0,-0.9999999997464306
2008-10-22,39.8,170564817350.0,-0.9999999997666577
2008-10-23,41.15,167497475600.0,-0.9999999997543246
2008-10-24,40.4,159767774390.0,-0.9999999997471329
2008-10-27,38.51,167211190370.0,-0.9999999997696924
2008-10-28,40.33,153469499330.0,-0.9999999997372117
2008-10-29,36.97,154164763460.0,-0.9999999997601916
2008-10-30,37.14,161240098430.0,-0.9999999997696603
2008-10-31,38.87,164839112750.0,-0.9999999997641943
2008-11-03,39.75,164184746510.0,-0.9999999997578947
2008-11-04,39.59,159767774390.0,-0.9999999997522029
2008-11-05,38.51,157763777780.0,-0.9999999997559009
2008-11-06,38.02,160585732190.0,-0.9999999997632417
2008-11-07,38.71,157232105210.0,-0.9999999997538035
2008-11-10,37.89,150483953360.0,-0.9999999997482124
2008-11-11,36.24,142099885910.0,-0.9999999997449681
2008-11-12,34.19,147457509500.0,-0.9999999997681366
2008-11-13,35.5,146394164360.0,-0.999999999757504
2008-11-14,35.24,141568213340.0,-0.999999999751074
2008-11-17,34.06,141241030220.0,-0.9999999997588519
2008-11-18,33.98,133593124790.0,-0.9999999997456456
2008-11-19,32.11,122673388160.0,-0.999999999738248
2008-11-20,29.44,125290853120.0,-0.9999999997650267
2008-11-21,30.08,132570677540.0,-0.9999999997731022
2008-11-24,31.86,141036540770.0,-0.9999999997741011
2008-11-25,33.93,143858495180.0,-0.9999999997641432
2008-11-26,34.62,147866488400.0,-0.9999999997658698
2008-11-28,35.6,142713354260.0,-0.9999999997505489
2008-12-01,34.34,140136787190.0,-0.9999999997549537
2008-12-02,33.71,141895396460.0,-0.9999999997624306
2008-12-03,34.14,142018090130.0,-0.9999999997596081
2008-12-04,34.17,149502404000.0,-0.9999999997714418
2008-12-05,36.0,152651541530.0,-0.9999999997641688
2008-12-08,36.77,147539305280.0,-0.9999999997507782
2008-12-09,35.52,147948284180.0,-0.9999999997599162
2008-12-10,35.62,152201664740.0,-0.9999999997659684
2008-12-11,36.66,152038073180.0,-0.9999999997588762
2008-12-12,36.62,154001171900.0,-0.9999999997622097
2008-12-15,37.1,163734869720.0,-0.9999999997734141
2008-12-16,39.48,160994711090.0,-0.9999999997547746
2008-12-17,38.81,167374781930.0,-0.9999999997681251
2008-12-18,40.37,175104483140.0,-0.999999999769452
2008-12-19,42.26,167865556610.0,-0.9999999997482509
2008-12-22,40.49,166556824130.0,-0.9999999997568998
2008-12-23,40.17,167906454500.0,-0.9999999997607596
2008-12-24,40.5,168724412300.0,-0.9999999997599636
2008-12-26,40.7,167742862940.0,-0.9999999997573668
2008-12-29,40.46,178580803790.0,-0.9999999997734359
2008-12-30,43.11,174572810570.0,-0.9999999997530543
2008-12-31,42.13,210952586900.0,-0.9999999998002869
2009-01-02,43.85,213904403180.0,-0.9999999997950019
2009-01-05,44.47,211571516120.0,-0.999999999789811
2009-01-06,43.98,211904785700.0,-0.9999999997924539
2009-01-07,44.05,210095607980.0,-0.9999999997903336
2009-01-08,43.67,204810904640.0,-0.9999999997867789
2009-01-09,42.56,197193314240.0,-0.9999999997841712
2009-01-12,40.96,186957177140.0,-0.9999999997809124
2009-01-13,38.81,177768458720.0,-0.9999999997816823
2009-01-14,36.88,182386622900.0,-0.9999999997977922
2009-01-15,37.85,182577062660.0,-0.9999999997926903
2009-01-16,37.89,175387961720.0,-0.9999999997839647
2009-01-20,36.38,181815303620.0,-0.9999999997999068
2009-01-21,37.73,188956794620.0,-0.9999999998003247
2009-01-22,39.23,193241689220.0,-0.99999999979699
2009-01-23,40.13,198383562740.0,-0.9999999997977151
2009-01-26,41.21,205096564280.0,-0.9999999997990703
2009-01-27,42.62,214047233000.0,-0.999999999800885
2009-01-28,44.5,205429833860.0,-0.999999999783381
2009-01-29,42.69,199526201300.0,-0.9999999997860431
2009-01-30,41.45,206143982960.00003,-0.999999999798927
2009-02-02,42.84,212952204380.0,-0.9999999997988281
2009-02-03,44.27,209000579360.0,-0.9999999997881824
2009-02-04,43.44,215047041740.0,-0.9999999997979977
2009-02-05,44.71,219808035740.0,-0.9999999997965953
2009-02-06,45.71,221664823400.0,-0.9999999997937877
2009-02-09,46.1,209000579360.0,-0.9999999997794264
2009-02-10,43.44,210666927260.0,-0.9999999997937977
2009-02-11,43.79,209714728460.00003,-0.9999999997911926
2009-02-12,43.59,210476487500.0,-0.9999999997928984
2009-02-13,43.75,201621038660.0,-0.9999999997830088
2009-02-17,41.89,196383945260.0,-0.9999999997866934
2009-02-18,40.79,198621612440.0,-0.9999999997946346
2009-02-19,41.26,199526201300.0,-0.9999999997932101
2009-02-20,41.45,189385284080.0,-0.999999999781134
2009-02-23,39.32,196621994960.00003,-0.9999999998000224
2009-02-24,40.84,188433085280.0,-0.9999999997832653
2009-02-25,39.12,170436527960.00003,-0.9999999997704717
2009-02-26,35.34,163675916480.0,-0.9999999997840855
