date,ANTM,dcf,Deviation
2002-03-26,27.99,,
2002-03-27,29.0,,
2002-03-28,28.79,,
2002-04-01,29.13,,
2002-04-02,30.0,,
2002-04-03,29.67,,
2002-04-04,30.38,,
2002-04-05,30.96,,
2002-04-08,30.68,,
2002-04-09,30.42,,
2002-04-10,30.6,,
2002-04-11,30.42,,
2002-04-12,30.32,,
2002-04-15,30.48,,
2002-04-16,31.11,,
2002-04-17,32.33,,
2002-04-18,34.13,,
2002-04-19,34.18,,
2002-04-22,33.67,,
2002-04-23,32.97,,
2002-04-24,33.88,,
2002-04-25,35.6,,
2002-04-26,35.35,,
2002-04-29,33.33,,
2002-04-30,34.1,,
2002-05-01,35.38,,
2002-05-02,35.55,,
2002-05-03,35.93,,
2002-05-06,34.75,,
2002-05-07,33.79,,
2002-05-08,34.25,,
2002-05-09,34.08,,
2002-05-10,34.08,,
2002-05-13,33.0,,
2002-05-14,32.47,,
2002-05-15,32.21,,
2002-05-16,33.67,,
2002-05-17,34.95,,
2002-05-20,33.24,,
2002-05-21,33.67,,
2002-05-22,32.85,,
2002-05-23,32.94,,
2002-05-24,33.58,,
2002-05-28,33.25,,
2002-05-29,33.9,,
2002-05-30,35.38,,
2002-05-31,35.45,,
2002-06-03,35.13,,
2002-06-04,34.65,,
2002-06-05,36.0,,
2002-06-06,35.22,,
2002-06-07,35.95,,
2002-06-10,36.35,,
2002-06-11,36.63,,
2002-06-12,37.3,,
2002-06-13,36.2,,
2002-06-14,35.7,,
2002-06-17,36.75,,
2002-06-18,36.88,,
2002-06-19,36.72,,
2002-06-20,36.27,,
2002-06-21,36.25,,
2002-06-24,34.6,,
2002-06-25,33.18,,
2002-06-26,33.0,,
2002-06-27,33.45,,
2002-06-28,33.74,,
2002-07-01,32.13,,
2002-07-02,31.88,,
2002-07-03,32.38,,
2002-07-05,32.95,,
2002-07-08,33.35,,
2002-07-09,31.76,,
2002-07-10,30.28,,
2002-07-11,31.03,,
2002-07-12,32.17,,
2002-07-15,31.75,,
2002-07-16,30.9,,
2002-07-17,32.42,,
2002-07-18,32.75,,
2002-07-19,31.4,,
2002-07-22,29.3,,
2002-07-23,28.88,,
2002-07-24,31.5,,
2002-07-25,32.32,,
2002-07-26,32.0,,
2002-07-29,34.3,,
2002-07-30,32.96,,
2002-07-31,33.94,,
2002-08-01,34.45,,
2002-08-02,33.35,,
2002-08-05,30.25,,
2002-08-06,30.75,,
2002-08-07,30.8,,
2002-08-08,32.1,,
2002-08-09,31.68,,
2002-08-12,30.63,,
2002-08-13,30.66,,
2002-08-14,30.94,,
2002-08-15,29.83,,
2002-08-16,29.35,,
2002-08-19,31.0,,
2002-08-20,31.26,,
2002-08-21,30.8,,
2002-08-22,32.42,,
2002-08-23,32.25,,
2002-08-26,32.19,,
2002-08-27,31.16,,
2002-08-28,30.59,,
2002-08-29,31.95,,
2002-08-30,31.56,,
2002-09-03,30.11,,
2002-09-04,30.46,,
2002-09-05,31.0,,
2002-09-06,31.5,,
2002-09-09,31.95,,
2002-09-10,32.24,,
2002-09-11,32.71,,
2002-09-12,32.88,,
2002-09-13,34.0,,
2002-09-16,34.45,,
2002-09-17,34.53,,
2002-09-18,34.62,,
2002-09-19,32.85,,
2002-09-20,32.65,,
2002-09-23,32.42,,
2002-09-24,31.71,,
2002-09-25,32.95,,
2002-09-26,32.32,,
2002-09-27,32.13,,
2002-09-30,32.5,4586036355.84,-0.9999999929132704
2002-10-01,32.16,4624878780.0,-0.9999999930463043
2002-10-02,32.5,4725412113.120001,-0.999999993122293
2002-10-03,33.38,4719699991.92,-0.9999999929275165
2002-10-04,33.33,4580324234.639999,-0.9999999927232226
2002-10-07,32.11,4613454537.6,-0.9999999930399227
2002-10-08,32.4,4644299992.08,-0.9999999930237065
2002-10-09,32.67,4707133325.28,-0.99999999305947
2002-10-10,33.22,4784818173.6,-0.9999999930572074
2002-10-11,33.9,4833942415.92,-0.9999999929870906
2002-10-14,34.33,5001878779.2,-0.999999993136579
2002-10-15,35.8,5110409082.0,-0.99999999299469
2002-10-16,36.75,4904772718.8,-0.9999999925072981
2002-10-17,34.95,4942472718.72,-0.9999999929286408
2002-10-18,35.28,5033866657.92,-0.9999999929914711
2002-10-21,36.08,4982457567.120001,-0.9999999927585936
2002-10-22,35.63,5032724233.68,-0.9999999929203354
2002-10-23,36.07,4868215143.120001,-0.9999999925907137
2002-10-24,34.63,4857933324.96,-0.9999999928714542
2002-10-25,34.54,4763112113.04,-0.9999999927484385
2002-10-28,33.71,4658009082.96,-0.9999999927630026
2002-10-29,32.79,4675145446.559999,-0.9999999929863145
2002-10-30,32.94,4510636356.0,-0.999999992697261
2002-10-31,31.5,4536912113.52,-0.9999999930569516
2002-11-01,31.73,4567757568.0,-0.9999999930534842
2002-11-04,32.0,4444375750.08,-0.9999999927998887
2002-11-05,30.92,4574612113.440001,-0.999999993240957
2002-11-06,32.06,4662578779.92,-0.9999999931239768
2002-11-07,32.83,4432951507.68,-0.999999992594099
2002-11-08,30.82,4413530295.6,-0.999999993016928
2002-11-11,30.65,4459227265.200001,-0.9999999931266118
2002-11-12,31.05,4508351507.52,-0.9999999931127819
2002-11-13,31.48,4530057568.08,-0.999999993050861
2002-11-14,31.67,4606599992.16,-0.9999999931250814
2002-11-15,32.34,4591748477.04,-0.9999999929569313
2002-11-18,32.21,4482075750.0,-0.9999999928135976
2002-11-19,31.25,4468366659.12,-0.9999999930063931
2002-11-20,31.13,4268442417.12,-0.9999999927069415
2002-11-21,29.38,4307284841.28,-0.9999999931789977
2002-11-22,29.72,4052524235.76,-0.9999999926662992
2002-11-25,27.49,4145060599.200001,-0.9999999933680102
2002-11-26,28.3,4237596962.6399994,-0.9999999933216868
2002-11-27,29.11,4297003023.12,-0.9999999932255109
2002-11-29,29.63,4174763629.4400005,-0.9999999929025922
2002-12-02,28.56,4292433326.16,-0.9999999933464313
2002-12-03,29.59,4453515144.0,-0.9999999933558101
2002-12-04,31.0,4424954538.0,-0.9999999929942783
2002-12-05,30.75,4437521204.639999,-0.9999999930704556
2002-12-06,30.86,4434093931.92,-0.9999999930402917
2002-12-09,30.83,4501496962.08,-0.9999999931511672
2002-12-10,31.42,4542624234.72,-0.9999999930832932
2002-12-11,31.78,4527772719.6,-0.9999999929810964
2002-12-12,31.65,4478648477.28,-0.9999999929331359
2002-12-13,31.22,4533484840.799999,-0.9999999931134654
2002-12-16,31.7,4501496962.08,-0.9999999929578982
2002-12-17,31.42,4436378780.4,-0.9999999929176471
2002-12-18,30.85,4383827265.360001,-0.9999999929627702
2002-12-19,30.39,4451230295.52,-0.9999999931726741
2002-12-20,30.98,4523203022.639999,-0.9999999931508712
2002-12-23,31.61,4517490901.440001,-0.9999999930027529
2002-12-24,31.56,4485503022.72,-0.9999999929639999
2002-12-26,31.28,4415815144.08,-0.9999999929163701
2002-12-27,30.67,4419242416.799999,-0.9999999930598964
2002-12-30,30.7,4504924234.799999,-0.999999993185235
2002-12-31,31.45,4549172948.3,-0.9999999930866554
2003-01-02,31.67,4504133037.0,-0.9999999929686801
2003-01-03,31.3,4481004433.9,-0.9999999930149589
2003-01-06,31.11,4418922394.0,-0.999999992959822
2003-01-07,30.6,4416487804.2,-0.9999999930714175
2003-01-08,30.58,4412835919.5,-0.9999999930702159
2003-01-09,30.55,4367796008.2,-0.9999999930056257
2003-01-10,30.18,4384838136.8,-0.9999999931171918
2003-01-13,30.32,4321538802.0,-0.9999999929839806
2003-01-14,29.8,4313017737.700001,-0.9999999930906845
2003-01-15,29.73,4328842571.4,-0.9999999931321134
2003-01-16,29.86,4405532150.1,-0.9999999932221582
2003-01-17,30.49,4364144123.5,-0.9999999930135213
2003-01-21,30.15,4406749445.0,-0.9999999931582223
2003-01-22,30.5,4498046562.5,-0.9999999932192787
2003-01-23,31.25,4422574278.7,-0.9999999929339796
2003-01-24,30.63,4351971174.5,-0.99999999296181
2003-01-27,30.05,4392141906.2,-0.9999999931582356
2003-01-28,30.38,4442050997.1,-0.9999999931608169
2003-01-29,30.79,4422574278.7,-0.9999999930379915
2003-01-30,30.63,4472483369.6,-0.9999999931514558
2003-01-31,31.04,4331277161.2,-0.9999999928335226
2003-02-03,29.88,4229024389.6000004,-0.9999999929345407
2003-02-04,29.04,4239980043.7,-0.9999999931509111
2003-02-05,29.13,4224155210.0,-0.9999999931039466
2003-02-06,29.0,4213199555.8999996,-0.99999999311687
2003-02-07,28.91,4218068735.5,-0.9999999931461525
2003-02-10,28.95,4112164079.2,-0.9999999929599113
2003-02-11,28.08,3994086473.8999996,-0.9999999929696064
2003-02-12,27.11,4041560975.0,-0.9999999932921957
2003-02-13,27.5,4003824833.1000004,-0.9999999931315676
2003-02-14,27.19,4109729489.3999996,-0.9999999933839928
2003-02-18,28.06,4140161861.8999996,-0.9999999932224872
2003-02-19,28.31,4109729489.3999996,-0.9999999931114687
2003-02-20,28.06,4219286030.3999996,-0.9999999933495858
2003-02-21,28.96,4103643014.8999996,-0.9999999929428559
2003-02-24,28.01,4164507759.8999996,-0.999999993274115
2003-02-25,28.51,4246066518.2,-0.9999999932855503
2003-02-26,29.18,4282585365.200001,-0.9999999931863588
2003-02-27,29.48,4322756096.9,-0.9999999931802768
2003-02-28,29.81,4285019955.0,-0.9999999930432063
2003-03-03,29.5,4230241684.5,-0.9999999930264032
2003-03-04,29.05,4320321507.1,-0.9999999932759633
2003-03-05,29.79,4341015520.4,-0.9999999931375505
2003-03-06,29.96,4376317072.5,-0.999999993154061
2003-03-07,30.25,4282585365.200001,-0.9999999929365098
2003-03-10,29.48,4264325941.7,-0.9999999930868324
2003-03-11,29.33,4248501108.0,-0.9999999930963888
2003-03-12,29.2,4375099777.6,-0.9999999933258665
2003-03-13,30.24,4285019955.0,-0.9999999929428567
2003-03-14,29.5,4425008868.5,-0.9999999933333467
2003-03-17,30.65,4459093125.7,-0.9999999931264051
2003-03-18,30.93,4509002216.6,-0.9999999931403892
2003-03-19,31.34,4530913524.799999,-0.9999999930830725
2003-03-20,31.52,4496829267.6,-0.9999999929906167
2003-03-21,31.24,4487090908.4,-0.9999999930378054
2003-03-24,31.16,4546738358.5,-0.9999999931467356
2003-03-25,31.65,4522392460.5,-0.999999993001492
2003-03-26,31.45,4539434589.1,-0.9999999930718244
2003-03-27,31.59,4646556540.299999,-0.9999999932014171
2003-03-28,32.47,4726898003.700001,-0.9999999931308017
2003-03-31,33.13,5163566160.72,-0.9999999935838917
2003-04-01,33.47,5163566160.72,-0.9999999935180457
2003-04-02,33.47,5208507337.04,-0.9999999935739747
2003-04-03,33.79,5118624984.4,-0.9999999933986178
2003-04-04,33.15,5134073513.759999,-0.9999999935431388
2003-04-07,33.26,5101772043.28,-0.9999999934806966
2003-04-08,33.03,5055426455.200001,-0.9999999934664265
2003-04-09,32.7,5059639690.48,-0.9999999935370892
2003-04-10,32.73,5150926454.88,-0.9999999936458033
2003-04-11,33.38,5243617631.04,-0.9999999936341659
2003-04-14,34.04,5222551454.64,-0.999999993482113
2003-04-15,33.89,5009080867.12,-0.9999999932342877
2003-04-16,32.37,5163566160.72,-0.9999999937310767
2003-04-17,33.47,5098963219.759999,-0.9999999934359205
2003-04-21,33.01,5252044101.6,-0.9999999937148281
2003-04-22,34.1,5232382336.96,-0.9999999934828921
2003-04-23,33.96,5195867631.200001,-0.9999999934640367
2003-04-24,33.7,5188845572.4,-0.9999999935052991
2003-04-25,33.65,5223955866.4,-0.9999999935585214
2003-04-28,33.9,5181823513.6,-0.9999999934579015
2003-04-29,33.6,5282941160.32,-0.9999999936399064
2003-04-30,34.32,5353161748.32,-0.9999999935888356
2003-05-01,34.82,5360183807.12,-0.9999999935039541
2003-05-02,34.87,5448661748.0,-0.9999999936002634
2003-05-05,35.5,5527308806.56,-0.9999999935773446
2003-05-06,36.06,5459897042.08,-0.9999999933954798
2003-05-07,35.58,5416360277.52,-0.9999999934310131
2003-05-08,35.27,5427595571.6,-0.9999999935017266
2003-05-09,35.35,5497816159.6,-0.9999999935701742
2003-05-12,35.85,5445852924.48,-0.9999999934170092
2003-05-13,35.48,5452874983.28,-0.9999999934933407
2003-05-14,35.53,5495007336.08,-0.9999999935341306
2003-05-15,35.83,5631235276.799999,-0.9999999936372752
2003-05-16,36.8,5582080865.200001,-0.9999999934074764
2003-05-19,36.45,5705669100.08,-0.999999993611617
2003-05-20,37.33,5730948511.759999,-0.999999993486244
2003-05-21,37.51,5729544100.0,-0.9999999934532313
2003-05-22,37.5,5705669100.08,-0.9999999934275894
2003-05-23,37.33,5718308805.92,-0.9999999934718461
2003-05-27,37.42,5676176453.12,-0.9999999934075341
2003-05-28,37.12,5629830865.04,-0.9999999934065514
2003-05-29,36.79,5612977923.92,-0.999999993445547
2003-05-30,36.67,5552588218.240001,-0.9999999933958726
2003-06-02,36.24,5545566159.44,-0.9999999934650495
2003-06-03,36.19,5575058806.4,-0.9999999935085887
2003-06-04,36.4,5663536747.28,-0.9999999935729207
2003-06-05,37.03,5670558806.08,-0.9999999934697794
2003-06-06,37.08,5600338218.08,-0.9999999933789713
2003-06-09,36.58,5686007335.44,-0.9999999935666632
2003-06-10,37.19,5864367628.96,-0.9999999936583103
2003-06-11,38.46,5823639687.92,-0.9999999933958826
2003-06-12,38.17,5829257334.96,-0.9999999934519961
2003-06-13,38.21,6013235275.52,-0.9999999936456835
2003-06-16,39.52,6141036745.68,-0.9999999935646046
2003-06-17,40.43,6222492627.759999,-0.9999999935026038
2003-06-18,41.01,6021661746.08,-0.9999999931895875
2003-06-19,39.58,6031492628.4,-0.9999999934377769
2003-06-20,39.65,5931779393.44,-0.9999999933156651
2003-06-23,38.94,5997786746.16,-0.9999999935076052
2003-06-24,39.41,5914926452.32,-0.9999999933371952
2003-06-25,38.82,6003404393.200001,-0.999999993533669
2003-06-26,39.45,5933183805.200001,-0.999999993350956
2003-06-27,38.95,5881220570.08,-0.9999999933772251
2003-06-30,38.58,5875689642.0,-0.9999999934339623
2003-07-01,38.2,5959103434.9,-0.9999999935896398
2003-07-02,38.79,5906793090.2,-0.9999999934329848
2003-07-03,38.42,5997275848.6,-0.999999993593758
2003-07-07,39.06,6058068951.900001,-0.9999999935524009
2003-07-08,39.49,6113206882.8,-0.9999999935402153
2003-07-09,39.88,6007172400.3,-0.9999999933612693
2003-07-10,39.13,6094827572.5,-0.999999993579802
2003-07-11,39.75,6000103434.8,-0.9999999933751142
2003-07-14,39.08,5926586193.6,-0.9999999934059847
2003-07-15,38.56,5800758607.7,-0.9999999933525936
2003-07-16,37.67,5875689642.0,-0.9999999935888377
2003-07-17,38.2,5977482745.2,-0.99999999360935
2003-07-18,38.92,5964758607.3,-0.9999999934750083
2003-07-21,38.83,5987379296.900001,-0.9999999935146918
2003-07-22,38.99,6138655158.6,-0.9999999936484459
2003-07-23,40.06,6058068951.900001,-0.9999999933873318
2003-07-24,39.49,6144310331.0,-0.9999999935729158
2003-07-25,40.1,6202275848.099999,-0.9999999935346313
2003-07-28,40.51,6205103434.3,-0.9999999934715028
2003-07-29,40.53,6058068951.900001,-0.9999999933097493
2003-07-30,39.49,5813482745.599999,-0.99999999320717
2003-07-31,37.76,5739965504.400001,-0.9999999934215632
2003-08-01,37.24,5724413780.3,-0.9999999934945304
2003-08-04,37.13,5583034470.3,-0.9999999933494947
2003-08-05,36.13,5310172402.0,-0.9999999931960778
2003-08-06,34.2,5472758608.5,-0.9999999937508663
2003-08-07,35.35,5530724125.599999,-0.9999999936084318
2003-08-08,35.76,5608482746.1,-0.999999993623944
2003-08-11,36.31,5633931021.900001,-0.9999999935551217
2003-08-12,36.49,5588689642.7,-0.9999999934707414
2003-08-13,36.17,5621206884.0,-0.9999999935654388
2003-08-14,36.4,5615551711.6,-0.9999999935180011
2003-08-15,36.36,5652310332.2,-0.9999999935672322
2003-08-18,36.62,5632517228.799999,-0.9999999934984664
2003-08-19,36.48,5570310332.4,-0.9999999934509932
2003-08-20,36.04,5515172401.5,-0.9999999934652994
2003-08-21,35.65,5475586194.7,-0.9999999934892816
2003-08-22,35.37,5488310332.6,-0.9999999935553936
2003-08-25,35.46,5537793091.1,-0.9999999935967272
2003-08-26,35.81,5547689642.8,-0.9999999935450606
2003-08-27,35.88,5557586194.5,-0.9999999935439597
2003-08-28,35.95,5649482746.0,-0.9999999936365855
2003-08-29,36.6,5714517228.6,-0.9999999935952595
2003-09-02,37.06,5755517228.5,-0.999999993560961
2003-09-03,37.35,5670689642.5,-0.9999999934134995
2003-09-04,36.75,5592931022.0,-0.9999999934292055
2003-09-05,36.2,5657965504.599999,-0.9999999936019405
2003-09-08,36.66,5670689642.5,-0.9999999935351779
2003-09-09,36.75,5681999987.3,-0.9999999935322069
2003-09-10,36.83,5669275849.400001,-0.9999999935035795
2003-09-11,36.74,5762586194.0,-0.9999999936243904
2003-09-12,37.4,5711689642.4,-0.9999999934520252
2003-09-15,37.04,5707448263.099999,-0.9999999935102346
2003-09-16,37.01,5698965504.5,-0.9999999935058389
2003-09-17,36.95,5778137918.099999,-0.9999999936052063
2003-09-18,37.51,5755517228.5,-0.9999999934827751
2003-09-19,37.35,5745620676.8,-0.9999999934993968
2003-09-22,37.28,5691896539.0,-0.9999999934503377
2003-09-23,36.9,5543448263.5,-0.9999999933434934
2003-09-24,35.85,5454379298.2,-0.9999999934272997
2003-09-25,35.22,5365310332.900001,-0.9999999934356081
2003-09-26,34.59,5451551712.0,-0.9999999936550176
2003-09-29,35.2,5517999987.7,-0.9999999936208771
2003-09-30,35.67,148615052560.0,-0.9999999997599839
2003-10-01,36.24,149145760530.0,-0.9999999997570163
2003-10-02,36.37,149635644810.0,-0.999999999756943
2003-10-03,36.49,148492581490.0,-0.9999999997542638
2003-10-06,36.21,148165991970.0,-0.9999999997556119
2003-10-07,36.13,148125168280.0,-0.9999999997560847
2003-10-08,36.12,150370471230.0,-0.9999999997597933
2003-10-09,36.67,150860355510.0,-0.9999999997569275
2003-10-10,36.79,150370471230.0,-0.9999999997553376
2003-10-13,36.67,149186584220.0,-0.9999999997542004
2003-10-14,36.38,146124807470.0,-0.9999999997510347
2003-10-15,35.63,147512812930.0,-0.9999999997584617
2003-10-16,35.97,149717292190.0,-0.9999999997597472
2003-10-17,36.51,157637088050.0,-0.999999999768392
2003-10-20,38.45,158943446130.0,-0.9999999997580901
2003-10-21,38.77,158698503990.0,-0.9999999997557003
2003-10-22,38.71,157637088050.0,-0.999999999754436
2003-10-23,38.45,158371914470.0,-0.9999999997572171
2003-10-24,38.63,145716570570.0,-0.9999999997348963
2003-10-27,35.53,141634201570.0,-0.9999999997491426
2003-10-28,34.53,142001614780.0,-0.9999999997568337
2003-10-29,34.62,137837598400.0,-0.9999999997488349
2003-10-30,33.6,140368667180.0,-0.9999999997606304
2003-10-31,34.22,140491138250.0,-0.999999999756426
2003-11-03,34.25,139266427550.0,-0.9999999997540685
2003-11-04,33.95,140736080390.0,-0.9999999997587683
2003-11-05,34.31,137878422090.0,-0.9999999997511576
2003-11-06,33.61,136531240320.0,-0.9999999997538292
2003-11-07,33.28,133796053090.0,-0.9999999997512632
2003-11-10,32.61,135143234859.99998,-0.9999999997587005
2003-11-11,32.94,137266066740.0,-0.9999999997600281
2003-11-12,33.46,139919606590.0,-0.9999999997608626
2003-11-13,34.11,140940198840.0,-0.9999999997579825
2003-11-14,34.36,139225603860.0,-0.9999999997532063
2003-11-17,33.94,139021485410.0,-0.9999999997558651
2003-11-18,33.89,141675025260.0,-0.9999999997607906
2003-11-19,34.54,140695256700.0,-0.9999999997545048
2003-11-20,34.3,139837959210.0,-0.9999999997547161
2003-11-21,34.09,141797496330.0,-0.9999999997595868
2003-11-24,34.57,144818449390.0,-0.9999999997612873
2003-11-25,35.31,148043520900.0,-0.999999999761489
2003-11-26,36.1,147880226140.0,-0.9999999997558835
2003-11-28,36.06,149431526360.0,-0.9999999997586855
2003-12-01,36.44,152983187390.0,-0.9999999997618039
2003-12-02,37.31,152125889900.0,-0.9999999997547426
2003-12-03,37.1,152248360970.0,-0.9999999997563193
2003-12-04,37.13,149064113150.0,-0.9999999997509126
2003-12-05,36.35,149472350050.0,-0.9999999997568112
2003-12-08,36.45,147227047100.0,-0.9999999997524233
2003-12-09,35.9,147635284000.0,-0.9999999997568332
2003-12-10,36.0,150574589680.0,-0.9999999997609158
2003-12-11,36.72,150492942300.0,-0.9999999997560018
2003-12-12,36.7,148655876250.0,-0.9999999997531211
2003-12-15,36.25,149717292190.0,-0.999999999757877
2003-12-16,36.51,150574589680.0,-0.9999999997575288
2003-12-17,36.72,151717653000.0,-0.9999999997579715
2003-12-18,37.0,149676468500.0,-0.9999999997528002
2003-12-19,36.5,149431526360.0,-0.9999999997557409
2003-12-22,36.44,149390702670.0,-0.9999999997560759
2003-12-23,36.43,149676468500.0,-0.9999999997566084
2003-12-24,36.5,151595181930.0,-0.9999999997592272
2003-12-26,36.97,152248360970.0,-0.9999999997571731
2003-12-29,37.13,152370832040.0,-0.9999999997563181
2003-12-30,37.16,153758837500.0,-0.9999999997583229
2003-12-31,37.5,213915616060.0,-0.9999999998246972
2004-01-02,38.14,206752058940.0,-0.9999999998155278
2004-01-05,36.86,207871364740.0,-0.9999999998226788
2004-01-06,37.06,208934705250.0,-0.999999999822624
2004-01-07,37.25,208263121770.0,-0.9999999998211397
2004-01-08,37.13,206192406040.0,-0.9999999998199255
2004-01-09,36.76,204793273790.0,-0.9999999998205019
2004-01-12,36.51,205968544880.0,-0.9999999998227399
2004-01-13,36.72,213299997870.0,-0.9999999998278482
2004-01-14,38.03,215482644180.0,-0.9999999998235125
2004-01-15,38.42,219680040930.0,-0.9999999998251092
2004-01-16,39.17,217049672300.00003,-0.9999999998195344
2004-01-20,38.7,219288283900.0,-0.99999999982352
2004-01-21,39.1,226675702180.0,-0.9999999998275069
2004-01-22,40.42,222870062460.0,-0.9999999998186387
2004-01-23,39.74,224157264130.0,-0.9999999998227137
2004-01-26,39.97,220127763250.0,-0.9999999998184236
2004-01-27,39.25,221247069050.00003,-0.9999999998225966
2004-01-28,39.45,229921689000.0,-0.9999999998284198
2004-01-29,41.0,229306070810.0,-0.9999999998211997
2004-01-30,40.89,233671363430.0,-0.9999999998250106
2004-02-02,41.67,236581558510.0,-0.9999999998238662
2004-02-03,42.19,234286981620.0,-0.9999999998199217
2004-02-04,41.78,231768543570.0,-0.999999999819734
2004-02-05,41.33,233559432850.0,-0.9999999998230429
2004-02-06,41.65,232104335310.0,-0.9999999998205549
2004-02-09,41.39,235574183290.0,-0.9999999998243017
2004-02-10,42.01,232272231180.0,-0.9999999998191347
2004-02-11,41.42,236973315540.0,-0.9999999998252124
2004-02-12,42.26,236077870900.0,-0.9999999998209913
2004-02-13,42.1,235462252710.0,-0.9999999998212028
2004-02-17,41.99,232272231180.0,-0.9999999998192207
2004-02-18,41.42,231600647699.99997,-0.9999999998211576
2004-02-19,41.3,230537307190.0,-0.9999999998208533
2004-02-20,41.11,229697827840.0,-0.9999999998210257
2004-02-23,40.96,234063120460.0,-0.9999999998250044
2004-02-24,41.74,236581558510.0,-0.9999999998235704
2004-02-25,42.19,239379823010.0,-0.9999999998237529
2004-02-26,42.69,240946851130.0,-0.999999999822824
2004-02-27,42.97,243465289180.0,-0.9999999998235066
2004-03-01,43.42,241954226350.0,-0.9999999998205445
2004-03-02,43.15,244752490850.0,-0.9999999998236995
2004-03-03,43.65,247550755350.0,-0.9999999998236725
2004-03-04,44.15,251748152100.0,-0.9999999998246263
2004-03-05,44.9,248837957020.0,-0.9999999998195613
2004-03-08,44.38,245647935490.0,-0.999999999819335
2004-03-09,43.81,246991102449.99997,-0.9999999998226252
2004-03-10,44.05,243185462730.0,-0.9999999998188626
2004-03-11,43.37,246375484260.0,-0.9999999998239679
2004-03-12,43.94,249509540500.0,-0.9999999998238945
2004-03-15,44.5,252027978550.00003,-0.9999999998234324
2004-03-16,44.95,252139909130.0,-0.9999999998217259
2004-03-17,44.97,252475700870.0,-0.9999999998218838
2004-03-18,45.03,250908672750.0,-0.9999999998205323
2004-03-19,44.75,246935137160.0,-0.9999999998187783
2004-03-22,44.04,249509540500.0,-0.9999999998234937
2004-03-23,44.5,245256178460.0,-0.999999999818557
2004-03-24,43.74,247047067740.0,-0.9999999998229487
2004-03-25,44.06,247270928900.0,-0.9999999998218149
2004-03-26,44.1,251356395070.0,-0.9999999998245519
2004-03-29,44.83,253930798410.0,-0.9999999998234559
2004-03-30,45.29,254098694280.0,-0.9999999998217621
2004-03-31,45.32,98234933600.0,-0.999999999538657
2004-04-01,45.6,98534425940.0,-0.9999999995372176
2004-04-02,45.74,100823403110.0,-0.9999999995463354
2004-04-05,46.81,100288595360.0,-0.999999999533247
2004-04-06,46.56,100866187730.0,-0.9999999995383984
2004-04-07,46.83,100930364660.0,-0.9999999995360167
2004-04-08,46.86,102128334020.0,-0.9999999995411656
2004-04-12,47.42,99325941410.0,-0.9999999995225819
2004-04-13,46.11,98234933600.0,-0.999999999530615
2004-04-14,45.6,95667856400.0,-0.9999999995233508
2004-04-15,44.4,94106217770.0,-0.9999999995281927
2004-04-16,43.67,95240010200.0,-0.9999999995414742
