date,WAT,dcf,Deviation
2004-06-16,44.25,5898749360.0,-0.9999999924984099
2004-06-17,44.28,5880151310.0,-0.9999999924695815
2004-06-18,44.13,5876431700.0,-0.9999999924903407
2004-06-21,44.1,5981820650.0,-0.9999999926276626
2004-06-22,44.95,6110767130.0,-0.9999999926441314
2004-06-23,45.99,6124405700.0,-0.9999999924906999
2004-06-24,46.1,6143003750.0,-0.999999992495528
2004-06-25,46.25,6001658570.0,-0.9999999922937969
2004-06-28,45.11,6123165830.0,-0.999999992632896
2004-06-29,46.09,6332703860.0,-0.9999999927219082
2004-06-30,47.78,6222355430.0,-0.9999999923212358
2004-07-01,46.89,6198797900.0,-0.9999999924356301
2004-07-02,46.7,5916561780.0,-0.9999999921069024
2004-07-06,46.02,6093331500.0,-0.9999999924474813
2004-07-07,47.5,6030028830.0,-0.9999999921227574
2004-07-08,46.97,5979864450.0,-0.9999999921453069
2004-07-09,46.55,5954782260.0,-0.9999999921827536
2004-07-12,46.34,6057499800.0,-0.9999999923499792
2004-07-13,47.2,6258157320.0,-0.9999999924578438
2004-07-14,48.88,6231880740.0,-0.999999992156461
2004-07-15,48.66,6176938800.0,-0.9999999921223115
2004-07-16,48.2,6063471750.0,-0.9999999920507587
2004-07-19,47.25,6107664180.0,-0.9999999922638183
2004-07-20,47.62,5902229100.0,-0.9999999919318618
2004-07-21,45.9,5862814230.0,-0.9999999921709953
2004-07-22,45.57,5879535690.0,-0.999999992249388
2004-07-23,45.71,5615575500.0,-0.9999999918601397
2004-07-26,43.5,5508080400.0,-0.9999999921025118
2004-07-27,42.6,5466276750.0,-0.9999999922067612
2004-07-28,42.25,5586910140.0,-0.9999999924376805
2004-07-29,43.26,5660962320.0,-0.9999999923581897
2004-07-30,43.88,5597659650.0,-0.9999999921610097
2004-08-02,43.35,5493747720.0,-0.9999999921092118
2004-08-03,42.48,5424473100.0,-0.9999999921688246
2004-08-04,41.9,5306228490.0,-0.9999999921036193
2004-08-05,40.91,5171262420.0,-0.9999999920889724
2004-08-06,39.78,5173651200.0,-0.9999999923110394
2004-08-09,39.8,5294284590.0,-0.9999999924824593
2004-08-10,40.81,5269202400.0,-0.9999999922549948
2004-08-11,40.6,5245314600.0,-0.9999999922597589
2004-08-12,40.4,5252480940.0,-0.9999999923083966
2004-08-13,40.46,5289507030.0,-0.999999992350894
2004-08-16,40.77,5369531160.0,-0.9999999924071583
2004-08-17,41.44,5472248700.0,-0.9999999924272448
2004-08-18,42.3,5419695540.0,-0.9999999921951336
2004-08-19,41.86,5549884050.0,-0.9999999924575
2004-08-20,42.95,5508080400.0,-0.9999999922023651
2004-08-23,42.6,5549884050.0,-0.9999999923241639
2004-08-24,42.95,5522413080.0,-0.9999999922226028
2004-08-25,42.72,5482998210.0,-0.9999999922086423
2004-08-26,42.39,5592882090.0,-0.9999999924207235
2004-08-27,43.31,5520024300.0,-0.99999999215402
2004-08-30,42.7,5592882090.0,-0.9999999923652959
2004-08-31,43.31,5640657690.0,-0.9999999923218174
2004-09-01,43.71,5701571580.0,-0.9999999923336926
2004-09-02,44.22,5693210850.0,-0.999999992232854
2004-09-03,44.15,5737403280.0,-0.9999999923048811
2004-09-07,44.52,5742180840.0,-0.9999999922468481
2004-09-08,44.56,5751735960.0,-0.9999999922527737
2004-09-09,44.64,5782790100.0,-0.9999999922805429
2004-09-10,44.9,5794734000.0,-0.9999999922515856
2004-09-13,45.0,5826982530.0,-0.9999999922773065
2004-09-14,45.27,5742180840.0,-0.9999999921162358
2004-09-15,44.56,5788762050.0,-0.9999999923023265
2004-09-16,44.95,5897451540.0,-0.9999999923780637
2004-09-17,45.86,5886702030.0,-0.9999999922095598
2004-09-20,45.77,5889090810.0,-0.9999999922280023
2004-09-21,45.79,5812649850.0,-0.9999999921223536
2004-09-22,45.15,5794734000.0,-0.999999992208443
2004-09-23,45.0,5778012540.0,-0.9999999922118549
2004-09-24,44.86,5674100610.0,-0.9999999920939012
2004-09-27,43.99,5594076480.0,-0.9999999921363248
2004-09-28,43.32,5611992330.0,-0.9999999922808163
2004-09-29,43.47,5687238900.0,-0.9999999923565722
2004-09-30,44.1,5738597670.0,-0.9999999923151958
2004-10-01,44.53,5842927440.0,-0.9999999923788203
2004-10-04,44.97,5766478160.0,-0.9999999922014792
2004-10-05,44.33,5796341160.0,-0.9999999923520719
2004-10-06,44.58,5656582320.0,-0.9999999921189161
2004-10-07,43.41,5606412480.0,-0.9999999922570806
2004-10-08,42.99,5576549480.0,-0.9999999922909318
2004-10-11,42.74,5526379640.0,-0.9999999922661846
2004-10-12,42.32,5461875560.0,-0.9999999922517459
2004-10-13,41.78,5501294720.0,-0.9999999924054241
2004-10-14,42.11,5525185120.0,-0.9999999923785359
2004-10-15,42.31,5583716600.0,-0.9999999924226097
2004-10-18,42.8,5506072800.0,-0.9999999922267646
2004-10-19,42.15,5392593400.0,-0.9999999921837237
2004-10-20,41.2,5375870120.0,-0.9999999923361244
2004-10-21,41.06,5338840000.0,-0.9999999923091908
2004-10-22,40.75,5260001680.0,-0.9999999922528542
2004-10-25,40.09,5152494880.0,-0.9999999922193032
2004-10-26,39.19,5287475640.0,-0.9999999925881455
2004-10-27,40.32,5252834560.0,-0.9999999923241443
2004-10-28,40.03,5403344080.0,-0.9999999925916249
2004-10-29,41.29,5426039960.0,-0.9999999923903988
2004-11-01,41.48,5494127600.0,-0.9999999924501207
2004-11-02,42.05,5649415200.0,-0.9999999925567518
2004-11-03,43.35,5686445320.0,-0.9999999923766083
2004-11-04,43.66,5740198720.0,-0.9999999923939915
2004-11-05,44.11,5747365840.0,-0.9999999923251797
2004-11-08,44.17,5785590480.0,-0.9999999923655156
2004-11-09,44.49,5784395960.0,-0.9999999923086178
2004-11-10,44.48,5879957560.0,-0.9999999924353196
2004-11-11,45.28,5921765760.0,-0.999999992353632
2004-11-12,45.63,6025689000.0,-0.999999992427422
2004-11-15,46.5,5948045200.0,-0.9999999921823055
2004-11-16,45.85,5967157520.0,-0.9999999923162746
2004-11-17,46.01,5965963000.0,-0.9999999922879174
2004-11-18,46.0,5958795880.0,-0.9999999922803195
2004-11-19,45.94,6014938320.0,-0.9999999923623489
2004-11-22,46.41,6013743800.0,-0.9999999922826776
2004-11-23,46.4,6109305400.0,-0.9999999924050286
2004-11-24,47.2,6103332800.0,-0.9999999922665204
2004-11-26,47.15,6110499920.0,-0.9999999922837737
2004-11-29,47.21,6044801320.0,-0.9999999921899831
2004-11-30,46.66,6145141000.0,-0.9999999924070091
2004-12-01,47.5,6157086200.0,-0.9999999922853119
2004-12-02,47.6,6133195800.0,-0.9999999922389564
2004-12-03,47.4,6157086200.0,-0.9999999923015533
2004-12-06,47.6,6083025960.0,-0.9999999921749471
2004-12-07,46.98,6099749240.0,-0.999999992298044
2004-12-08,47.12,6120056080.0,-0.9999999923007241
2004-12-09,47.29,6103332800.0,-0.9999999922517743
2004-12-10,47.15,6091387600.0,-0.9999999922595634
2004-12-13,47.05,6105721840.0,-0.9999999922941134
2004-12-14,47.17,6092582120.0,-0.9999999922577982
2004-12-15,47.06,6067497200.0,-0.999999992243919
2004-12-16,46.85,6073469800.0,-0.9999999922861228
2004-12-17,46.9,6017327360.0,-0.999999992205842
2004-12-20,46.43,6010160240.0,-0.9999999922747485
2004-12-21,46.37,6005382160.0,-0.9999999922785929
2004-12-22,46.33,5958795880.0,-0.9999999922249393
2004-12-23,45.94,5944461640.0,-0.999999992271798
2004-12-27,45.82,6079442400.0,-0.9999999924631245
2004-12-28,46.95,6083025960.0,-0.9999999922818018
2004-12-29,46.98,6106916360.0,-0.9999999923070831
2004-12-30,47.18,6060330080.0,-0.9999999922149455
2004-12-31,46.79,6014999800.0,-0.9999999922211136
2005-01-03,45.77,5922877000.0,-0.9999999922723366
2005-01-04,45.0,5962358200.0,-0.9999999924526507
2005-01-05,45.33,6006625000.0,-0.9999999924533328
2005-01-06,45.7,6003035800.0,-0.9999999923871852
2005-01-07,45.67,6054481000.0,-0.9999999924568266
2005-01-10,46.1,6181299400.0,-0.9999999925420212
2005-01-11,47.16,6341617000.0,-0.9999999925634109
2005-01-12,48.5,6341617000.0,-0.9999999923521083
2005-01-13,48.5,6360759400.0,-0.9999999923751243
2005-01-14,48.66,6303332200.0,-0.9999999922802736
2005-01-18,48.18,6215995000.0,-0.9999999922490285
2005-01-19,47.45,6260261800.0,-0.9999999924204448
2005-01-20,47.82,6244708600.0,-0.9999999923423168
2005-01-21,47.69,6221977000.0,-0.9999999923352336
2005-01-24,47.5,6169335400.0,-0.9999999923006293
2005-01-25,47.06,6237530200.0,-0.9999999924553471
2005-01-26,47.63,6371527000.0,-0.999999992524555
2005-01-27,48.75,6324867400.0,-0.9999999922923285
2005-01-28,48.36,6411008200.0,-0.9999999924567247
2005-01-31,49.08,6486381400.0,-0.9999999924333774
2005-02-01,49.71,6545005000.0,-0.999999992404895
2005-02-02,50.2,6479203000.0,-0.9999999922521334
2005-02-03,49.65,6589271800.0,-0.9999999924650247
2005-02-04,50.57,6592861000.0,-0.9999999923295819
2005-02-07,50.6,6653877400.0,-0.9999999923954115
2005-02-08,51.11,6521077000.0,-0.9999999921623376
2005-02-09,50.0,6461257000.0,-0.9999999922615677
2005-02-10,49.5,6536630200.0,-0.9999999924272908
2005-02-11,50.13,6486381400.0,-0.9999999922714998
2005-02-14,49.71,6510309400.0,-0.9999999923644182
2005-02-15,49.91,6430150600.0,-0.999999992238129
2005-02-16,49.24,6381098200.0,-0.9999999922834599
2005-02-17,48.83,6353581000.0,-0.9999999923145704
2005-02-18,48.6,6285386200.0,-0.9999999922677782
2005-02-22,48.03,6318885400.0,-0.999999992398976
2005-02-23,48.31,6399044200.0,-0.999999992450435
2005-02-24,48.98,6449293000.0,-0.9999999924053691
2005-02-25,49.4,6383491000.0,-0.9999999922612878
2005-02-28,48.85,6341617000.0,-0.9999999922969174
2005-03-01,48.5,6387080200.0,-0.9999999924065459
2005-03-02,48.88,6434936200.0,-0.9999999924039651
2005-03-03,49.28,6510309400.0,-0.9999999924304673
2005-03-04,49.91,6529451800.0,-0.999999992356173
2005-03-07,50.07,6439721800.0,-0.9999999922248194
2005-03-08,49.32,6353581000.0,-0.9999999922374485
2005-03-09,48.6,6411008200.0,-0.999999992419289
2005-03-10,49.08,6342813400.0,-0.9999999922621088
2005-03-11,48.51,6365545000.0,-0.9999999923792857
2005-03-14,48.7,6263851000.0,-0.9999999922252302
2005-03-15,47.85,6164549800.0,-0.999999992237876
2005-03-16,47.02,6141818200.0,-0.9999999923442866
2005-03-17,46.83,6134639800.0,-0.9999999923663
2005-03-18,46.77,6135836200.0,-0.9999999923775671
2005-03-21,46.78,6122675800.0,-0.9999999923595497
2005-03-22,46.67,6160960600.0,-0.9999999924248826
2005-03-23,46.99,6162157000.0,-0.9999999923744234
2005-03-24,47.0,6150193000.0,-0.9999999923579634
2005-03-28,46.9,6073623400.0,-0.9999999922780856
2005-03-29,46.26,4934650600.0,-0.9999999906254761
2005-03-30,36.74,4820992600.0,-0.9999999923791627
2005-03-31,35.79,4826974600.0,-0.9999999925854178
2005-04-01,35.84,4801436500.0,-0.9999999925355673
2005-04-04,35.5,4825180300.0,-0.999999992642762
2005-04-05,35.7,4878603850.0,-0.9999999926823326
2005-04-06,36.15,4939150540.0,-0.9999999926809277
2005-04-07,36.66,4861983190.0,-0.9999999924598669
2005-04-08,36.01,4835865010.0,-0.9999999925535555
2005-04-11,35.79,4879791040.0,-0.9999999926656695
2005-04-12,36.16,4783628650.0,-0.9999999924408848
2005-04-13,35.35,4674407170.0,-0.9999999924375437
2005-04-14,34.43,4700525350.0,-0.9999999926752868
2005-04-15,34.65,4693402210.0,-0.9999999926172959
2005-04-18,34.59,4726643530.0,-0.9999999926819105
2005-04-19,34.87,4750387330.0,-0.999999992659546
2005-04-20,35.07,4861983190.0,-0.999999992786894
2005-04-21,36.01,4942712110.0,-0.9999999927145261
2005-04-22,36.69,4949835250.0,-0.9999999925876321
2005-04-25,36.75,5216953000.0,-0.9999999929556582
2005-04-26,39.0,5183711680.0,-0.9999999924764335
2005-04-27,38.72,5202706720.0,-0.99999999255772
2005-04-28,38.88,5291745970.0,-0.9999999926527086
2005-04-29,39.63,5322612910.0,-0.9999999925544087
2005-05-02,39.89,5315489770.0,-0.9999999924955175
2005-05-03,39.83,5333297620.0,-0.999999992531825
2005-05-04,39.98,5347543900.0,-0.9999999925236706
2005-05-05,40.1,5370100510.0,-0.9999999925327282
2005-05-06,40.29,5377223650.0,-0.9999999925072858
2005-05-09,40.35,5339233570.0,-0.9999999924427355
2005-05-10,40.03,5371287700.0,-0.9999999925474109
2005-05-11,40.3,5345169520.0,-0.9999999924604823
2005-05-12,40.08,5258504650.0,-0.9999999923780614
2005-05-13,39.35,5216953000.0,-0.999999992457283
2005-05-16,39.0,5193209200.0,-0.9999999924901928
2005-05-17,38.8,5183711680.0,-0.9999999925150158
2005-05-18,38.72,5173026970.0,-0.9999999925150207
2005-05-19,38.63,5157593500.0,-0.9999999925100728
2005-05-20,38.5,5205081100.0,-0.9999999926033813
2005-05-23,38.9,5241883990.0,-0.9999999925790041
2005-05-24,39.21,5165903830.0,-0.999999992409847
2005-05-25,38.57,5158780690.0,-0.9999999925234271
2005-05-26,38.51,5194396390.0,-0.9999999925862416
2005-05-27,38.81,5199145150.0,-0.9999999925353114
2005-05-31,38.85,5270376550.0,-0.9999999926286102
2005-06-01,39.45,5208642670.0,-0.9999999924260499
2005-06-02,38.93,5145721600.0,-0.9999999924344916
2005-06-03,38.4,5112480280.0,-0.9999999924889685
2005-06-06,38.12,5135036890.0,-0.9999999925764895
2005-06-07,38.31,5092298050.0,-0.999999992476874
2005-06-08,37.95,5133849700.0,-0.9999999926078864
2005-06-09,38.3,5101795570.0,-0.9999999924928391
2005-06-10,38.03,5116041850.0,-0.999999992566519
2005-06-13,38.15,5161155070.0,-0.9999999926082438
2005-06-14,38.53,5182524490.0,-0.9999999925653993
2005-06-15,38.71,5187273250.0,-0.9999999925375052
2005-06-16,38.75,5289371590.0,-0.999999992673988
2005-06-17,39.61,5277499690.0,-0.999999992494552
2005-06-20,39.51,5264440600.0,-0.9999999924949291
2005-06-21,39.4,5276312500.0,-0.9999999925326637
2005-06-22,39.5,5247819940.0,-0.9999999924730649
2005-06-23,39.26,5270376550.0,-0.9999999925508168
2005-06-24,39.45,5129100940.0,-0.9999999923085936
2005-06-27,38.26,5079238960.0,-0.9999999924673755
2005-06-28,37.84,5032938550.0,-0.9999999924815295
2005-06-29,37.45,4999697230.0,-0.9999999925095464
2005-06-30,37.17,5005633180.0,-0.999999992574366
2005-07-01,37.22,5134152450.0,-0.9999999927505074
2005-07-05,38.49,5110671450.0,-0.9999999924687
2005-07-06,38.29,5105975250.0,-0.9999999925009428
2005-07-07,38.25,5192854950.0,-0.9999999926341097
2005-07-08,38.99,5196377100.0,-0.9999999924966955
2005-07-11,39.02,5182288500.0,-0.999999992470508
2005-07-12,38.9,5206943550.0,-0.9999999925292065
2005-07-13,39.11,5199899250.0,-0.9999999924787004
2005-07-14,39.05,5253905550.0,-0.999999992567434
2005-07-15,39.51,5183462550.0,-0.999999992377682
2005-07-18,38.91,5258601750.0,-0.9999999926006946
2005-07-19,39.55,5508674400.0,-0.9999999928204143
2005-07-20,41.68,5575595250.0,-0.999999992524565
2005-07-21,42.25,5475801000.0,-0.9999999922842339
2005-07-22,41.4,5393617500.0,-0.9999999923242611
2005-07-25,40.7,5839756500.0,-0.9999999930305313
2005-07-26,44.5,5843278650.0,-0.9999999923844125
2005-07-27,44.53,5982990600.0,-0.9999999925572338
2005-07-28,45.72,5931332400.0,-0.9999999922917825
2005-07-29,45.28,5904329250.0,-0.999999992331051
2005-08-01,45.05,5906677350.0,-0.9999999923730386
2005-08-02,45.07,5886718500.0,-0.999999992343782
2005-08-03,44.9,5840930550.0,-0.9999999923128687
2005-08-04,44.51,5797490700.0,-0.9999999923225406
2005-08-05,44.14,5777531850.0,-0.9999999923600594
2005-08-08,43.97,5887892550.0,-0.9999999925321328
2005-08-09,44.91,5905503300.0,-0.9999999923952291
2005-08-10,45.06,5939550750.0,-0.9999999924135676
2005-08-11,45.35,5842104600.0,-0.9999999922373866
2005-08-12,44.52,5928984300.0,-0.9999999924911254
2005-08-15,45.26,5838582450.0,-0.9999999922481184
2005-08-16,44.49,5853845100.0,-0.9999999923998673
2005-08-17,44.62,5828016000.0,-0.9999999923438783
2005-08-18,44.4,5851497000.0,-0.9999999924121981
2005-08-19,44.6,5825667900.0,-0.9999999923442254
2005-08-22,44.38,5803360950.0,-0.9999999923527073
2005-08-23,44.19,5829190050.0,-0.9999999924191869
2005-08-24,44.41,5916069750.0,-0.9999999924933272
2005-08-25,45.15,5891414700.0,-0.9999999923363059
2005-08-26,44.94,5873803950.0,-0.9999999923490807
2005-08-29,44.79,5893762800.0,-0.9999999924004407
2005-08-30,44.96,5953639350.0,-0.9999999924483165
2005-08-31,45.47,5985338700.0,-0.9999999924031032
2005-09-01,45.74,5966553900.0,-0.9999999923339333
2005-09-02,45.58,6027604500.0,-0.9999999924381237
2005-09-06,46.1,6011167800.0,-0.9999999923309411
2005-09-07,45.96,5940724800.0,-0.9999999922635703
2005-09-08,45.36,6048737400.0,-0.9999999925009143
2005-09-09,46.28,6013515900.0,-0.999999992304003
2005-09-12,45.98,5921940000.0,-0.9999999922356525
2005-09-13,45.2,5766965400.0,-0.9999999921622558
2005-09-14,43.88,5747006550.0,-0.9999999923647207
2005-09-15,43.71,5663649000.0,-0.9999999922823607
2005-09-16,43.0,5619035100.0,-0.9999999923474405
2005-09-19,42.62,5597902200.0,-0.9999999923864337
2005-09-20,42.44,5541547800.0,-0.9999999923414898
2005-09-21,41.96,5563854750.0,-0.9999999924584659
2005-09-22,42.15,5616687000.0,-0.9999999924955761
2005-09-23,42.6,5505152250.0,-0.9999999922617944
2005-09-26,41.65,5561506650.0,-0.9999999925110221
2005-09-27,42.13,5516892750.0,-0.9999999923634549
2005-09-28,41.75,5525111100.0,-0.9999999924435908
2005-09-29,41.82,5499282000.0,-0.9999999923953709
2005-09-30,41.6,5359987460.0,-0.9999999922387878
2005-10-03,42.02,5508368900.0,-0.9999999923716075
2005-10-04,43.3,5509528130.0,-0.9999999921408878
2005-10-05,43.31,5380853600.0,-0.9999999919510911
2005-10-06,42.2,5412152810.0,-0.9999999922027331
2005-10-07,42.47,5415630500.0,-0.9999999921578845
2005-10-10,42.5,5270726750.0,-0.9999999919365958
2005-10-11,41.25,5203491410.0,-0.9999999920726304
2005-10-12,40.67,5285796740.0,-0.9999999923057957
2005-10-13,41.38,4729366340.0,-0.9999999912504135
2005-10-14,36.58,4703863280.0,-0.9999999922234134
2005-10-17,36.36,4662131000.0,-0.9999999922009913
2005-10-18,36.0,4696907900.0,-0.9999999923353831
2005-10-19,36.3,4721251730.0,-0.999999992311361
2005-10-20,36.51,4685315600.0,-0.9999999922075686
2005-10-21,36.2,4694589440.0,-0.9999999922889956
2005-10-24,36.28,4633150250.0,-0.9999999921694748
2005-10-25,35.75,4591417970.0,-0.9999999922137344
2005-10-26,35.39,4622717180.0,-0.9999999923443293
2005-10-27,35.66,4596054890.0,-0.9999999922411719
2005-10-28,35.43,4685315600.0,-0.9999999924380761
2005-10-31,36.2,4721251730.0,-0.9999999923325419
2005-11-01,36.51,4867314710.0,-0.999999992498944
2005-11-02,37.77,5004103850.0,-0.9999999924521951
2005-11-03,38.95,4938027740.0,-0.9999999921122354
2005-11-04,38.38,4934550050.0,-0.9999999922221885
2005-11-07,38.35,4978600790.0,-0.9999999922970325
2005-11-08,38.73,5037721520.0,-0.9999999923120007
2005-11-09,39.24,5129300690.0,-0.9999999923498344
2005-11-10,40.03,5168714510.0,-0.9999999922553278
2005-11-11,40.37,5136256070.0,-0.9999999921401894
2005-11-14,40.09,5131619150.0,-0.9999999921876509
2005-11-15,40.05,5065543040.0,-0.9999999920936413
2005-11-16,39.48,5114230700.0,-0.9999999922803638
2005-11-17,39.9,5131619150.0,-0.9999999922246763
2005-11-18,40.05,5173351430.0,-0.9999999922584034
2005-11-21,40.41,5183784500.0,-0.9999999922045371
2005-11-22,40.5,5219720630.0,-0.999999992240964
2005-11-23,40.81,5144370680.0,-0.9999999920670569
2005-11-25,40.16,5125823000.0,-0.9999999921651606
2005-11-28,40.0,5081772260.0,-0.9999999921287303
2005-11-29,39.62,5036562290.0,-0.9999999921335233
2005-11-30,39.23,5052791510.0,-0.9999999922359749
2005-12-01,39.37,5008740770.0,-0.9999999921397409
2005-12-02,38.99,4916002370.0,-0.9999999920687589
2005-12-05,38.19,4957734650.0,-0.9999999922968851
2005-12-06,38.55,4965849260.0,-0.9999999922369774
2005-12-07,38.62,4961212340.0,-0.9999999922156123
2005-12-08,38.58,5004103850.0,-0.9999999922903279
2005-12-09,38.95,5031925370.0,-0.9999999922594242
2005-12-12,39.19,5043517670.0,-0.9999999922296297
2005-12-13,39.29,5071339190.0,-0.9999999922525395
2005-12-14,39.53,5006422310.0,-0.9999999921041419
2005-12-15,38.97,4963530800.0,-0.9999999921487341
2005-12-16,38.6,4878907010.0,-0.999999992088392
2005-12-19,37.87,4883543930.0,-0.9999999922453856
2005-12-20,37.91,4884703160.0,-0.9999999922390371
2005-12-21,37.92,4897454690.0,-0.9999999922572025
2005-12-22,38.03,4903250840.0,-0.9999999922439212
2005-12-23,38.08,4882384700.0,-0.9999999922005327
2005-12-27,37.9,4920639290.0,-0.9999999922977488
2005-12-28,38.23,4907887760.0,-0.9999999922104983
2005-12-29,38.12,4870792400.0,-0.999999992173758
2005-12-30,37.8,4837864300.0,-0.9999999921866349
2006-01-03,38.1,4807078090.0,-0.9999999920741874
2006-01-04,37.83,4742084980.0,-0.9999999920224965
2006-01-05,37.26,4752347050.0,-0.9999999921596635
2006-01-06,37.35,4865229820.0,-0.9999999923230759
2006-01-09,38.34,4935924080.0,-0.9999999922324575
2006-01-10,38.96,4957588450.0,-0.9999999921413404
2006-01-11,39.15,4906278100.0,-0.9999999920204279
2006-01-12,38.7,4917680400.0,-0.9999999921304361
2006-01-13,38.8,4865229820.0,-0.9999999920250427
2006-01-17,38.34,4872071200.0,-0.9999999921306568
2006-01-18,38.4,4883473500.0,-0.9999999921367445
2006-01-19,38.5,4837864300.0,-0.999999992041943
2006-01-20,38.1,4799096480.0,-0.9999999920610056
2006-01-23,37.76,5405698840.0,-0.9999999930147792
2006-01-24,43.08,5178793070.0,-0.9999999916814595
2006-01-25,41.09,5220981580.0,-0.9999999921298324
2006-01-26,41.46,5271151700.0,-0.9999999921345463
2006-01-27,41.9,5263170090.0,-0.9999999920390185
2006-01-30,41.83,5276852850.0,-0.9999999920729266
2006-01-31,41.95,5191335600.0,-0.9999999919192278
2006-02-01,41.2,5133183870.0,-0.9999999919737923
2006-02-02,40.69,5149147090.0,-0.9999999920977204
2006-02-03,40.83,5083013750.0,-0.9999999919673639
2006-02-06,40.25,5114940190.0,-0.9999999921308953
2006-02-07,40.53,5206158590.0,-0.9999999922149894
2006-02-08,41.33,5166250540.0,-0.9999999920000008
2006-02-09,40.98,5148006860.0,-0.9999999920396376
2006-02-10,40.82,5195896520.0,-0.9999999921438004
2006-02-13,41.24,5289395380.0,-0.9999999922032676
2006-02-14,42.06,5344126420.0,-0.9999999921296772
2006-02-15,42.54,5407979300.0,-0.9999999921338456
2006-02-16,43.1,5317901130.0,-0.9999999918952988
2006-02-17,42.31,5314480440.0,-0.9999999920387326
2006-02-21,42.28,5421662060.0,-0.9999999922016534
2006-02-22,43.22,5495777010.0,-0.99999999213578
2006-02-23,43.87,5482094250.0,-0.9999999919975837
2006-02-24,43.75,5469551720.0,-0.9999999920011726
2006-02-27,43.64,5365790790.0,-0.9999999918669956
2006-02-28,42.73,5441045970.0,-0.9999999921467305
2006-03-01,43.39,5387455160.0,-0.9999999919461047
2006-03-02,42.92,5345266650.0,-0.9999999919704661
2006-03-03,42.55,5276852850.0,-0.9999999919364816
2006-03-06,41.95,5256328710.0,-0.9999999920191445
2006-03-07,41.77,5273432160.0,-0.9999999920791623
2006-03-08,41.92,5216420660.0,-0.9999999919638383
2006-03-09,41.42,5256328710.0,-0.9999999921199754
2006-03-10,41.77,5271151700.0,-0.9999999920757355
2006-03-13,41.9,5427363210.0,-0.9999999922798607
2006-03-14,43.27,5515160920.0,-0.9999999921543541
2006-03-15,44.04,5533404600.0,-0.9999999920410664
2006-03-16,44.2,5555068970.0,-0.9999999920433031
2006-03-17,44.39,5496917240.0,-0.9999999919245646
2006-03-20,43.88,5450167810.0,-0.9999999919488718
2006-03-21,43.47,5529983910.0,-0.9999999921392176
2006-03-22,44.17,5450167810.0,-0.9999999918956624
2006-03-23,43.47,5445606890.0,-0.9999999920174186
2006-03-24,43.43,5377193090.0,-0.9999999919232955
2006-03-27,42.83,5372632170.0,-0.9999999920281161
2006-03-28,42.79,5427363210.0,-0.9999999921158769
2006-03-29,43.27,5405698840.0,-0.9999999919954845
2006-03-30,43.08,5413680450.0,-0.9999999920423822
2006-03-31,43.15,4998249150.0,-0.9999999913669769
2006-04-03,43.19,5077733750.0,-0.999999991494237
2006-04-04,43.95,5086100550.0,-0.9999999913588024
2006-04-05,44.03,5082963000.0,-0.9999999913377295
2006-04-06,44.0,5018120300.0,-0.9999999912317765
2006-04-07,43.38,5030670500.0,-0.999999991376895
2006-04-10,43.5,4912489450.0,-0.9999999911450191
2006-04-11,42.37,4977332150.0,-0.9999999914874076
2006-04-12,42.99,4998249150.0,-0.9999999913989882
2006-04-13,43.19,4922947950.0,-0.9999999912268014
2006-04-17,42.47,5004524250.0,-0.9999999915136788
2006-04-18,43.25,5004524250.0,-0.9999999913578199
2006-04-19,43.25,5029624650.0,-0.9999999914009488
2006-04-20,43.49,5019166150.0,-0.9999999913352141
2006-04-21,43.39,5081917150.0,-0.9999999914618837
2006-04-24,43.99,5035899750.0,-0.9999999912647188
2006-04-25,43.55,5232519550.0,-0.9999999916770498
2006-04-26,45.43,5188593850.0,-0.9999999912442559
2006-04-27,45.01,5221015200.0,-0.9999999913790713
2006-04-28,45.32,5180227050.0,-0.9999999912513488
2006-05-01,44.93,5291087150.0,-0.9999999915083614
2006-05-02,45.99,5250299000.0,-0.9999999912404989
2006-05-03,45.6,5260757500.0,-0.9999999913320468
2006-05-04,45.7,5247161450.0,-0.9999999912905291
2006-05-05,45.57,5274353550.0,-0.9999999913600787
2006-05-08,45.83,5168722700.0,-0.9999999911332059
2006-05-09,44.82,5192777250.0,-0.9999999913687806
2006-05-10,45.05,5109109250.0,-0.999999991182416
2006-05-11,44.25,5107017550.0,-0.9999999913354517
2006-05-12,44.23,5082963000.0,-0.9999999912983825
2006-05-15,44.0,5050541650.0,-0.9999999912880632
2006-05-16,43.69,4966873650.0,-0.9999999912037223
2006-05-17,42.89,4912489450.0,-0.9999999912691925
2006-05-18,42.37,4988836500.0,-0.9999999915070378
2006-05-19,43.1,4865426200.0,-0.9999999911415777
2006-05-22,41.92,4822546350.0,-0.9999999913074967
2006-05-23,41.51,4809996150.0,-0.9999999913700555
2006-05-24,41.39,4756657800.0,-0.9999999912985121
2006-05-25,40.88,4892618300.0,-0.9999999916445557
2006-05-26,42.18,4850784300.0,-0.9999999913044989
2006-05-30,41.78,4837188250.0,-0.9999999913627509
2006-05-31,41.65,4932360600.0,-0.9999999915557675
2006-06-01,42.56,4989882350.0,-0.9999999914707408
2006-06-02,43.11,4939681550.0,-0.9999999912727168
2006-06-05,42.63,5034853900.0,-0.9999999915330214
2006-06-06,43.54,4994065750.0,-0.9999999912816526
2006-06-07,43.15,4973148750.0,-0.9999999913234046
2006-06-08,42.95,4978378000.0,-0.999999991372692
2006-06-09,43.0,4953277600.0,-0.9999999913188794
