date,SPG,dcf,Deviation
2008-08-25,86.04,2051.377833831835,-0.9580574584647417
2008-08-26,86.47,2051.6778338318227,-0.9578540068162144
2008-08-27,86.77,2054.517833831831,-0.957766246380949
2008-08-28,89.61,2052.967833831828,-0.9563509965800367
2008-08-29,88.06,2053.8578338318243,-0.9571245883967981
2008-09-02,88.95,2055.817833831834,-0.9567325477305515
2008-09-03,90.91,2052.347833831827,-0.9557043896256772
2008-09-04,87.44,2051.9278338318227,-0.9573864155657403
2008-09-05,87.02,2056.9278338318227,-0.957694189086891
2008-09-08,92.02,2052.5778338318314,-0.9551685697451904
2008-09-09,87.67,2053.097833831827,-0.9572986739573068
2008-09-10,88.19,2054.167833831825,-0.9570677728725353
2008-09-11,89.26,2055.9078338318272,-0.9565836568492294
2008-09-12,91.0,2041.9578338318304,-0.9554349269645621
2008-09-15,77.05,2054.767833831831,-0.9625018463247434
2008-09-16,89.86,2048.43783383182,-0.9561324251505805
2008-09-17,83.53,2052.1578338318272,-0.9592965031134905
2008-09-18,87.25,2058.6378338318323,-0.9576176058915629
2008-09-19,93.73,2051.2278338318256,-0.954305417246164
2008-09-22,86.32,2051.6978338318327,-0.9579275278373788
2008-09-23,86.79,2051.8678338318223,-0.9577019540103997
2008-09-24,86.96,2053.6378338318323,-0.9576556301372071
2008-09-25,88.73,2057.4478338318327,-0.9568737546872587
2008-09-26,92.54,2048.8678338318223,-0.9548335922542498
2008-09-29,83.96,2054.93783383182,-0.9591423163184257
2008-09-30,90.03,2639.930555230672,-0.9658968301944089
2008-10-01,86.96,2634.580555230681,-0.9669928483198776
2008-10-02,81.61,2630.920555230671,-0.9689804392467317
2008-10-03,77.95,2628.460555230674,-0.9703438577973413
2008-10-06,75.49,2620.730555230675,-0.9711950548104494
2008-10-07,67.76,2621.880555230669,-0.9741559546391927
2008-10-08,68.91,2615.4905552306755,-0.9736531260408537
2008-10-09,62.52,2625.8405552306817,-0.97619048122497
2008-10-10,72.87,2626.100555230667,-0.9722516337560427
2008-10-13,73.13,2619.8605552306676,-0.9720863006032925
2008-10-14,66.89,2609.3105552306797,-0.9743648758612076
2008-10-15,56.34,2614.6105552306676,-0.9784518578159609
2008-10-16,61.64,2615.290555230679,-0.9764309170632236
2008-10-17,62.32,2614.800555230679,-0.9761664422644648
2008-10-20,61.83,2611.3405552306817,-0.9763225061257711
2008-10-21,58.37,2608.050555230679,-0.9776192988732777
2008-10-22,55.08,2606.2405552306755,-0.97886611046342
2008-10-23,53.27,2603.1905552306725,-0.9795366497880983
2008-10-24,50.22,2601.0605552306797,-0.9806924910306265
2008-10-27,48.09,2612.3205552306804,-0.9815910800442508
2008-10-28,59.35,2607.930555230672,-0.9772424921817942
2008-10-29,54.96,2610.350555230667,-0.9789453566342382
2008-10-30,57.38,2615.180555230672,-0.9780588763230007
2008-10-31,62.21,2614.480555230675,-0.9762055985172506
2008-11-03,61.51,2619.9905552306755,-0.9765228161310741
2008-11-04,67.02,2613.0205552306775,-0.9743515220858707
2008-11-05,60.05,2611.4405552306725,-0.977005028937105
2008-11-06,58.47,2616.040555230679,-0.9776494290644343
2008-11-07,63.07,2609.600555230667,-0.9758315502065698
2008-11-10,56.63,2607.300555230679,-0.9782802178726995
2008-11-11,54.33,2600.5905552306817,-0.9791085913579423
2008-11-12,47.62,2606.580555230681,-0.9817308542778622
2008-11-13,53.61,2601.420555230671,-0.979392028754364
2008-11-14,48.45,2598.3205552306804,-0.9813533399862979
2008-11-17,45.35,2596.8105552306797,-0.9825362693829733
2008-11-18,43.84,2591.0905552306817,-0.983080483269294
2008-11-19,38.12,2588.8405552306817,-0.9852752615749241
2008-11-20,35.87,2588.5905552306817,-0.9861430383698501
2008-11-21,35.62,2597.6205552306683,-0.9862874506716255
2008-11-24,44.65,2597.5205552306775,-0.9828105306385017
2008-11-25,44.55,2600.260555230677,-0.9828671015639632
2008-11-26,47.29,2597.0605552306797,-0.98179095211902
2008-11-28,44.09,2588.2405552306755,-0.9829652618992865
2008-12-01,35.27,2594.430555230672,-0.9864054946743933
2008-12-02,41.46,2597.050555230679,-0.9840357362637797
2008-12-03,44.08,2595.750555230676,-0.9830183990864705
2008-12-04,42.78,2601.430555230672,-0.9835552019968464
2008-12-05,48.46,2605.290555230679,-0.981399387526007
2008-12-08,52.32,2601.100555230667,-0.9798854373796555
2008-12-09,48.13,2604.630555230669,-0.9815213716573568
2008-12-10,51.66,2596.6105552306676,-0.9801048332427306
2008-12-11,43.64,2601.230555230675,-0.9832233248559046
2008-12-12,48.26,2599.050555230679,-0.9814316809256076
2008-12-15,46.08,2605.5205552306775,-0.9823144745845537
2008-12-16,52.55,2605.4705552306746,-0.9798308985321281
2008-12-17,52.5,2600.3105552306797,-0.9798101038760955
2008-12-18,47.34,2603.700555230673,-0.9818181856953954
2008-12-19,50.73,2601.230555230675,-0.980497691795143
2008-12-22,48.26,2601.230555230675,-0.9814472423818963
2008-12-23,48.26,2600.5905552306817,-0.9814426765863113
2008-12-24,47.62,2601.200555230673,-0.9816930686469975
2008-12-26,48.23,2598.410555230671,-0.9814386529861835
2008-12-29,45.44,2600.540555230679,-0.9825267097224833
2008-12-30,47.57,2602.280555230678,-0.9817198803163699
2008-12-31,49.31,50.92664755031644,-0.03174462934594624
2009-01-02,47.79,50.156647550316436,-0.04718512232984173
2009-01-05,47.02,52.72664755031645,-0.10823080577748956
2009-01-06,49.59,50.626647550316434,-0.020476322262621416
2009-01-07,47.49,49.866647550316436,-0.04766006272866752
2009-01-08,46.73,46.69664755031644,0.0007142364909089594
2009-01-09,43.56,43.72664755031645,-0.0038111211275615453
2009-01-12,40.59,45.32664755031643,-0.10450028418842017
2009-01-13,42.19,42.66664755031644,-0.011171431965783962
2009-01-14,39.53,44.536647550316424,-0.11241635429923269
2009-01-15,41.4,45.47664755031645,-0.089642657713631
2009-01-16,42.34,41.30664755031643,0.025016613813184208
2009-01-20,38.17,46.20664755031645,-0.1739283842560746
2009-01-21,43.07,43.20664755031645,-0.003162651074867906
2009-01-22,40.07,44.66664755031644,-0.10291006382644619
2009-01-23,41.53,43.966647550316445,-0.05542036261754746
2009-01-26,40.83,43.786647550316424,-0.06752395343623563
2009-01-27,40.65,48.58664755031643,-0.16335038432312543
2009-01-28,45.45,44.38664755031644,0.02395658398121081
2009-01-29,41.25,43.026647550316454,-0.04129179593271348
2009-01-30,39.89,43.80664755031643,-0.08940760750563614
2009-02-02,40.67,43.01664755031642,-0.05455207887996283
2009-02-03,39.88,43.036647550316424,-0.07334789603734393
2009-02-04,39.9,43.25664755031645,-0.07759842106145598
2009-02-05,40.12,45.69664755031644,-0.12203625100016391
2009-02-06,42.56,46.626647550316434,-0.08721724086913973
2009-02-09,43.49,42.026647550316454,0.03481963313708403
2009-02-10,38.89,43.026647550316454,-0.09614152591086611
2009-02-11,39.89,41.41664755031644,-0.036860722453736505
2009-02-12,38.28,38.45664755031645,-0.004593420424526595
2009-02-13,35.32,35.75664755031642,-0.012211646791047026
2009-02-17,32.62,36.49664755031642,-0.10621927794797714
2009-02-18,33.36,35.13664755031644,-0.050563946027356255
2009-02-19,32.0,36.75664755031642,-0.1294091781304325
2009-02-20,33.62,33.536647550316424,0.0024854138911325485
2009-02-23,30.4,35.936647550316444,-0.15406689070159774
2009-02-24,32.8,35.23664755031645,-0.06915094708817071
2009-02-25,32.1,34.156647550316436,-0.06021221922575304
2009-02-26,31.02,33.85664755031643,-0.08378406474240296
2009-02-27,30.72,30.94664755031644,-0.007323815930237232
2009-03-02,27.81,30.876647550316434,-0.09931931714150777
2009-03-03,27.74,30.386647550316436,-0.0870990307810009
2009-03-04,27.25,28.90664755031644,-0.057310262196015316
2009-03-05,25.77,27.44664755031644,-0.06108751705441384
2009-03-06,24.31,29.776647550316454,-0.1835884157569766
2009-03-09,26.64,34.276647550316454,-0.2227944707575683
2009-03-10,31.14,33.20664755031645,-0.06223595884483535
2009-03-11,30.07,36.22664755031645,-0.16994803457221008
2009-03-12,33.09,35.366647550316436,-0.06437272707506203
2009-03-13,32.23,32.376647550316434,-0.004529423563342516
2009-03-16,29.24,34.536647550316424,-0.15336310632350003
2009-03-17,31.4,35.97664755031645,-0.12721161814523196
2009-03-18,32.84,35.04664755031642,-0.0629631563803168
2009-03-19,31.91,33.57664755031643,-0.0496371041158552
2009-03-20,30.44,39.42664755031644,-0.22793334226166817
2009-03-23,36.29,35.80664755031643,0.013498958510548942
2009-03-24,32.67,35.57664755031643,-0.08170099631241323
2009-03-25,32.44,37.276647550316454,-0.12975006788869337
2009-03-26,34.14,34.366647550316436,-0.006594985733903713
2009-03-27,31.23,31.776647550316454,-0.01720280748467473
2009-03-30,28.64,35.286647550316424,-0.18836154783020242
2009-03-31,32.15,3673.5080248485524,-0.9912481476064489
2009-04-01,30.86,3676.9580248485495,-0.9916071927415404
2009-04-02,34.31,3680.9780248485445,-0.9906791076261826
2009-04-03,38.33,3680.0680248485533,-0.9895844316623529
2009-04-06,37.42,3675.968024848547,-0.9898203684724538
2009-04-07,33.32,3676.928024848541,-0.9909380875081523
2009-04-08,34.28,3682.5480248485424,-0.9906912279843493
2009-04-09,39.9,3682.238024848542,-0.9891641985850056
2009-04-13,39.59,3678.448024848552,-0.9892373088507537
2009-04-14,35.8,3683.488024848542,-0.990280951164088
2009-04-15,40.84,3686.498024848555,-0.9889217355537094
2009-04-16,43.85,3688.4380248485545,-0.9881114987686962
2009-04-17,45.79,3682.948024848552,-0.9875670251952896
2009-04-20,40.3,3688.1280248485537,-0.9890730474298937
2009-04-21,45.48,3685.2080248485495,-0.9876587699545485
2009-04-22,42.56,3687.5780248485507,-0.9884585492935439
2009-04-23,44.93,3689.658024848546,-0.987822719694505
2009-04-24,47.01,3685.0980248485457,-0.9872432158702394
2009-04-27,42.45,3686.428024848541,-0.9884847880620851
2009-04-28,43.78,3688.76802484855,-0.9881315388484486
2009-04-29,46.12,3690.538024848545,-0.9875031771277054
2009-04-30,47.89,3686.698024848552,-0.9870100562407828
2009-05-01,44.05,3690.7980248485424,-0.9880649117877949
2009-05-04,48.15,3689.1680248485436,-0.986948276772518
2009-05-05,46.52,3693.5480248485424,-0.9874050642669232
2009-05-06,50.9,3690.9580248485495,-0.9862095424392997
2009-05-07,48.31,3692.698024848552,-0.9869174246919415
2009-05-08,50.05,3690.888024848551,-0.9864395777755806
2009-05-11,48.24,3690.368024848556,-0.9869281330005075
2009-05-12,47.72,3687.2780248485474,-0.9870582039980671
2009-05-13,44.63,3689.0980248485457,-0.9879021918909753
2009-05-14,46.45,3686.198024848552,-0.9873989406735932
2009-05-15,43.55,3690.4380248485545,-0.988199232799259
2009-05-18,47.79,3689.5080248485524,-0.987047053515499
2009-05-19,46.86,3689.01802484855,-0.9872974326272305
2009-05-20,46.37,3688.6880248485545,-0.9874291347797287
2009-05-21,46.04,3687.618024848556,-0.9875149758760898
2009-05-22,44.97,3690.2780248485474,-0.9878139262957442
2009-05-26,47.63,3689.0280248485474,-0.987088739993523
2009-05-27,46.38,3690.718024848547,-0.9874333396136641
2009-05-28,48.07,3692.2780248485474,-0.9869809370593181
2009-05-29,49.63,3694.988024848542,-0.9865682920577167
2009-06-01,52.34,3692.988024848542,-0.9858271947680777
2009-06-02,50.34,3692.7580248485524,-0.986367912638396
2009-06-03,50.11,3693.3180248485533,-0.9864322542324108
2009-06-04,50.67,3692.3080248485558,-0.9862768762359477
2009-06-05,49.66,3692.6480248485486,-0.9865516562461875
2009-06-08,50.0,3692.178024848541,-0.9864578577567231
2009-06-09,49.53,3691.468024848547,-0.9865825737439424
2009-06-10,48.82,3691.038024848545,-0.9867733684477544
2009-06-11,48.39,3692.888024848551,-0.9868964345318907
2009-06-12,50.24,3690.8380248485482,-0.9863879152480387
2009-06-15,48.19,3690.3080248485558,-0.9869414694720564
2009-06-16,47.66,3689.368024848556,-0.9870817983787463
2009-06-17,46.72,3690.1880248485545,-0.9873393985115657
2009-06-18,47.54,3691.76802484855,-0.9871227011881522
2009-06-19,49.12,3688.238024848542,-0.9866819875319687
2009-06-22,45.59,3689.0080248485524,-0.9876416641837282
2009-06-23,46.36,3689.5980248485457,-0.9874349455719087
2009-06-24,46.95,3690.4780248485445,-0.9872780708396369
2009-06-25,47.83,3690.8380248485482,-0.9870408834855432
2009-06-26,48.19,3690.3780248485537,-0.9869417171694822
2009-06-29,47.73,3690.3780248485537,-0.987066365646387
2009-06-30,47.73,56.737820685896196,-0.15876219031682604
2009-07-01,47.66,53.927820685896215,-0.11622610752997564
2009-07-02,44.85,55.527820685896216,-0.1922967722125699
2009-07-06,46.45,53.217820685896214,-0.1271720750430846
2009-07-07,44.14,53.227820685896205,-0.17073441235786324
2009-07-08,44.15,52.157820685896205,-0.15353058430337319
2009-07-09,43.08,51.997820685896215,-0.1715037393541201
2009-07-10,42.92,54.267820685896204,-0.20910772797709587
2009-07-13,45.19,55.227820685896205,-0.1817529745195905
2009-07-14,46.15,56.137820685896216,-0.1779160744728644
2009-07-15,47.06,56.9478206858962,-0.17362948339031048
2009-07-16,47.87,55.4478206858962,-0.13666579844180793
2009-07-17,46.37,57.287820685896214,-0.19057839092461926
2009-07-20,48.21,57.167820685896224,-0.15669340860681424
2009-07-21,48.09,57.537820685896214,-0.1642019209846799
2009-07-22,48.46,59.177820685896215,-0.18111212210372218
2009-07-23,50.1,58.887820685896216,-0.14922985064721406
2009-07-24,49.81,60.167820685896224,-0.1721488424845703
2009-07-27,51.09,59.727820685896205,-0.14461971970016796
2009-07-28,50.65,59.277820685896216,-0.14554888465980675
2009-07-29,50.2,61.177820685896215,-0.17944118575683443
2009-07-30,52.1,60.797820685896205,-0.1430613891710416
2009-07-31,51.72,61.977820685896205,-0.16550792803578673
2009-08-03,52.9,65.60782068589621,-0.19369368701844458
2009-08-04,56.53,67.53782068589621,-0.16298750202632684
2009-08-05,58.46,67.45782068589622,-0.13338439627026744
2009-08-06,58.38,70.9578206858962,-0.17725770837260513
2009-08-07,61.88,68.94782068589623,-0.10250970394111392
2009-08-10,59.87,67.02782068589622,-0.1067888022115322
2009-08-11,57.95,67.6478206858962,-0.14335747386342768
2009-08-12,58.57,68.18782068589621,-0.14104895257175354
2009-08-13,59.11,67.68782068589621,-0.1267262056744506
2009-08-14,58.61,63.407820685896205,-0.07566607137727077
2009-08-17,54.33,64.5178206858962,-0.1579070802080469
2009-08-18,55.44,63.667820685896224,-0.12923044321695876
2009-08-19,54.59,66.13782068589622,-0.17460237676623003
2009-08-20,57.06,67.2378206858962,-0.15137047248217983
2009-08-21,58.16,66.3978206858962,-0.1240676365699761
2009-08-24,57.32,67.20782068589622,-0.1471230667054082
2009-08-25,58.13,68.2978206858962,-0.14887474569149606
2009-08-26,59.22,68.78782068589621,-0.139091783843327
2009-08-27,59.71,69.6278206858962,-0.1424404869805892
2009-08-28,60.55,68.5478206858962,-0.11667505408442203
2009-08-31,59.47,65.32782068589621,-0.08966808664965731
2009-09-01,56.25,64.1178206858962,-0.12270879767482279
2009-09-02,55.04,64.96782068589621,-0.15281135462269602
2009-09-03,55.89,66.2578206858962,-0.15647693477644253
2009-09-04,57.18,69.3978206858962,-0.17605481793435118
2009-09-08,60.32,70.81782068589622,-0.14823699153999703
2009-09-09,61.74,72.1178206858962,-0.14390091917913084
2009-09-10,63.04,72.0178206858962,-0.12466109916117463
2009-09-11,62.94,73.69782068589623,-0.14597203262965674
2009-09-14,64.62,74.74782068589622,-0.1354931902089177
2009-09-15,65.67,77.6578206858962,-0.15436720448779429
2009-09-16,68.58,77.1778206858962,-0.11140273992560923
2009-09-17,68.1,78.22782068589623,-0.12946571433405907
2009-09-18,69.15,76.18782068589621,-0.09237461608084874
2009-09-21,67.11,77.7078206858962,-0.13638036162066347
2009-09-22,68.63,74.49782068589622,-0.07876499784653568
2009-09-23,65.42,71.9878206858962,-0.0912351648281382
2009-09-24,62.91,72.67782068589621,-0.13439892106990137
2009-09-25,63.6,76.05782068589622,-0.16379407894612907
2009-09-28,66.98,73.8778206858962,-0.09336795024346234
2009-09-29,64.8,73.9878206858962,-0.12418017723351615
2009-09-30,64.91,74.70651208588568,-0.13113330836036363
2009-10-01,61.77,74.66651208588571,-0.17272150158897737
2009-10-02,61.73,76.13651208588571,-0.18921949129524696
2009-10-05,63.2,76.74651208588571,-0.17650980764736302
2009-10-06,63.81,76.56651208588568,-0.1666069373981216
2009-10-07,63.63,77.3265120858857,-0.17712569358712482
2009-10-08,64.39,77.81651208588568,-0.17254065655200412
2009-10-09,64.88,77.50651208588567,-0.16290904784741345
2009-10-12,64.57,75.8965120858857,-0.14923626626041064
2009-10-13,62.96,78.73651208588569,-0.20037097996767617
2009-10-14,65.8,78.4365120858857,-0.16110497203201857
2009-10-15,65.5,75.99651208588571,-0.1381183398788529
2009-10-16,63.06,77.6065120858857,-0.18743932300149424
2009-10-19,64.67,76.99651208588571,-0.1600918243171341
2009-10-20,64.06,76.69651208588569,-0.16475993160856084
2009-10-21,63.76,78.36651208588572,-0.1863871658582651
2009-10-22,65.43,77.28651208588568,-0.1534098481855406
2009-10-23,64.35,77.25651208588567,-0.16706050710052212
2009-10-26,64.32,75.8965120858857,-0.15253022527287607
2009-10-27,62.96,73.13651208588571,-0.13914407175905819
2009-10-28,60.2,76.66651208588571,-0.21478102548136124
2009-10-29,63.73,76.4065120858857,-0.16590879153908378
2009-10-30,63.47,76.8565120858857,-0.1741753785408129
2009-11-02,63.92,77.5465120858857,-0.175720502693839
2009-11-03,64.61,76.09651208588569,-0.15094663041745637
2009-11-04,63.16,77.7665120858857,-0.18782521800327368
2009-11-05,64.83,76.7165120858857,-0.15494072609268927
2009-11-06,63.78,79.98651208588569,-0.20261556183977514
2009-11-09,67.05,78.9665120858857,-0.15090589379109265
2009-11-10,66.03,80.86651208588572,-0.18346917287749887
2009-11-11,67.93,80.39651208588567,-0.15506284741019594
2009-11-12,67.46,80.94651208588571,-0.1666101693372074
2009-11-13,68.01,82.23651208588569,-0.17299508119979468
2009-11-16,69.3,80.83651208588572,-0.14271412494429014
2009-11-17,67.9,84.03651208588568,-0.19201787039178975
2009-11-18,71.1,82.4665120858857,-0.13783185196492753
2009-11-19,69.53,81.19651208588571,-0.14368242903765926
2009-11-20,68.26,82.80651208588571,-0.17566869705607546
2009-11-23,69.87,80.8265120858857,-0.13555591851153215
2009-11-24,67.89,80.8765120858857,-0.16057210864997296
2009-11-25,67.94,78.53651208588568,-0.13492465866446401
2009-11-27,65.6,81.28651208588568,-0.19297804375357663
2009-11-30,68.35,82.38651208588571,-0.17037390867151936
2009-12-01,69.45,83.6065120858857,-0.1693230794192594
2009-12-02,70.67,82.7165120858857,-0.14563612248758306
2009-12-03,69.78,84.24651208588571,-0.1717164512536462
2009-12-04,71.31,82.45651208588568,-0.13518049458938552
2009-12-07,69.52,83.1865120858857,-0.1642875959479554
2009-12-08,70.25,83.56651208588568,-0.1593522543121053
2009-12-09,70.63,83.99651208588571,-0.15913175147342518
2009-12-10,71.06,85.13651208588571,-0.16534048366563714
2009-12-11,72.2,86.17651208588568,-0.16218470378513727
2009-12-14,73.24,85.20651208588568,-0.14044128544803935
2009-12-15,72.27,85.20651208588568,-0.15182539185321953
2009-12-16,72.27,85.09651208588569,-0.15072899900926884
2009-12-17,72.16,86.1065120858857,-0.16196814559129924
2009-12-18,73.17,87.6265120858857,-0.16497874606393526
2009-12-21,74.69,88.05651208588571,-0.1517947028477431
2009-12-22,75.12,89.28651208588568,-0.15866351764596587
2009-12-23,76.35,90.77651208588571,-0.15892340159794272
2009-12-24,77.84,91.05651208588571,-0.1451462589893595
2009-12-28,78.12,90.11651208588572,-0.13312224150944074
2009-12-29,77.18,89.5765120858857,-0.13839020740168972
2009-12-30,76.64,88.00651208588567,-0.12915535244474952
2009-12-31,75.07,87.90878351736977,-0.1460466520371423
2010-01-04,74.24,87.3987835173698,-0.15056025939714135
2010-01-05,73.73,86.57878351736977,-0.14840568318671277
2010-01-06,72.91,87.52878351736977,-0.1670168706785321
2010-01-07,73.86,85.75878351736979,-0.13874711171666498
2010-01-08,72.09,85.81878351736981,-0.1599741100337444
2010-01-11,72.15,84.3987835173698,-0.1451298585938613
2010-01-12,70.73,85.11878351736979,-0.16904357561023575
2010-01-13,71.45,85.43878351736977,-0.16372872999210997
2010-01-14,71.77,84.11878351736979,-0.14680173679425457
2010-01-15,70.45,85.7887835173698,-0.17879707449475746
2010-01-19,72.12,84.10878351736977,-0.14253901930342272
2010-01-20,70.44,81.87878351736975,-0.13970387719479416
2010-01-21,68.21,80.07878351736977,-0.1482138338776754
2010-01-22,66.41,81.49878351736977,-0.1851412115145733
2010-01-25,67.83,81.21878351736977,-0.16484836311918405
2010-01-26,67.55,81.77878351736977,-0.17399113688634893
2010-01-27,68.11,81.47878351736979,-0.1640768668879281
2010-01-28,67.81,81.3987835173698,-0.16694086729772883
2010-01-29,67.73,82.87878351736975,-0.18278240672047108
2010-02-01,69.21,83.72878351736979,-0.17340253742439515
2010-02-02,70.06,82.15878351736977,-0.14726098658473785
2010-02-03,68.49,78.99878351736977,-0.13302462455082198
2010-02-04,65.33,82.6787835173698,-0.2098335604287771
2010-02-05,69.01,80.19878351736979,-0.13951313257696074
2010-02-08,66.53,80.07878351736977,-0.16919317355053132
2010-02-09,66.41,79.77878351736977,-0.16757316830306235
2010-02-10,66.11,80.71878351736977,-0.1809836927761198
2010-02-11,67.05,81.3987835173698,-0.17627761616741966
2010-02-12,67.73,84.05878351736979,-0.19425434004758857
2010-02-16,70.39,85.01878351736976,-0.17206531206578624
2010-02-17,71.35,86.30878351736979,-0.17331704732415
2010-02-18,72.64,86.77878351736977,-0.16292903569614725
2010-02-19,73.11,87.6487835173698,-0.16587547406734482
2010-02-22,73.98,86.95878351736981,-0.1492521283347682
2010-02-23,73.29,86.60878351736977,-0.15378097897771104
2010-02-24,72.94,87.52878351736977,-0.16667412628298073
2010-02-25,73.86,87.31878351736981,-0.15413388706557662
2010-02-26,73.65,87.41878351736979,-0.15750371903349558
2010-03-01,73.75,87.05878351736979,-0.15287123228312105
2010-03-02,73.39,86.5387835173698,-0.15194093310464218
2010-03-03,72.87,86.6787835173698,-0.15930984442810747
2010-03-04,73.01,88.38878351736977,-0.17399021578736396
2010-03-05,74.72,88.72878351736979,-0.15788319147447116
2010-03-08,75.06,89.69878351736979,-0.16319935391916496
2010-03-09,76.03,89.6487835173698,-0.15191264156675477
2010-03-10,75.98,89.80878351736979,-0.15398030098798943
2010-03-11,76.14,90.88878351736977,-0.1622728674165953
2010-03-12,77.22,90.69878351736979,-0.1486104112387402
2010-03-15,77.03,92.85878351736977,-0.17046081068258778
2010-03-16,79.19,94.23878351736975,-0.15968779472409067
2010-03-17,80.57,93.21878351736977,-0.13568921455634408
2010-03-18,79.55,92.25878351736979,-0.13775147506662144
2010-03-19,78.59,93.59878351736981,-0.16035233529060255
2010-03-22,79.93,93.09878351736981,-0.14144957667371505
2010-03-23,79.43,93.16878351736979,-0.1474612310979504
2010-03-24,79.5,94.12878351736975,-0.15541243571548202
2010-03-25,80.46,93.63878351736977,-0.14074065277583558
2010-03-26,79.97,93.76878351736976,-0.14715754006570503
2010-03-29,80.1,93.77878351736977,-0.14586224094958733
2010-03-30,80.11,92.59878351736981,-0.1348698443217361
2010-03-31,78.93,90.94923428546198,-0.1321532212985681
2010-04-01,79.46,92.51923428546199,-0.14115156038979515
2010-04-05,81.03,93.999234285462,-0.13797170140850634
2010-04-06,82.51,91.00923428546199,-0.09338870228050766
2010-04-07,79.52,91.19923428546198,-0.12806285466065326
2010-04-08,79.71,92.47923428546198,-0.13807677349540248
2010-04-09,80.99,91.47923428546198,-0.11466246266043523
2010-04-12,79.99,94.43923428546198,-0.15300033291022042
2010-04-13,82.95,94.22923428546198,-0.11969994631700176
2010-04-14,82.74,91.47923428546198,-0.09553243808525014
2010-04-15,79.99,88.87923428546199,-0.10001474874222682
2010-04-16,77.39,89.47923428546198,-0.1351065907302491
2010-04-19,77.99,91.12923428546199,-0.14418242826778715
2010-04-20,79.64,93.31923428546199,-0.14658536785264908
2010-04-21,81.83,94.639234285462,-0.13534803384847005
2010-04-22,83.15,95.73923428546199,-0.13149503836562082
2010-04-23,84.25,96.70923428546199,-0.1288318988100493
2010-04-26,85.22,93.78923428546199,-0.09136692873917918
2010-04-27,82.3,93.92923428546197,-0.12380846468011619
2010-04-28,82.44,98.42923428546197,-0.16244395683390567
2010-04-29,86.94,95.22923428546198,-0.08704505866984014
2010-04-30,83.74,98.76923428546199,-0.15216513921758912
2010-05-03,87.28,96.23923428546199,-0.09309336625525688
2010-05-04,84.75,94.72923428546198,-0.10534482159319525
2010-05-05,83.24,91.33923428546198,-0.08867201864370244
2010-05-06,79.85,92.08923428546198,-0.13290624447503074
2010-05-07,80.6,96.469234285462,-0.1645004690148506
2010-05-10,84.98,96.73923428546199,-0.1215559992005143
2010-05-11,85.25,97.389234285462,-0.12464657284274494
2010-05-12,85.9,95.859234285462,-0.10389436510419114
2010-05-13,84.37,93.04923428546199,-0.09327571959200986
2010-05-14,81.56,93.03923428546199,-0.12338057566382721
2010-05-17,81.55,90.669234285462,-0.10057694164209108
2010-05-18,79.18,89.83923428546198,-0.11864787551052047
2010-05-19,78.35,87.76923428546199,-0.10731817774354435
2010-05-20,76.28,90.54923428546199,-0.15758536665784895
2010-05-21,79.06,88.389234285462,-0.10554717846443029
2010-05-24,76.9,89.249234285462,-0.13836795782430134
2010-05-25,77.76,88.609234285462,-0.12243909309170065
2010-05-26,77.12,92.79923428546199,-0.16895866012461602
2010-05-27,81.31,91.47923428546198,-0.11116440102382985
2010-05-28,79.99,91.26923428546199,-0.1235819975237662
2010-06-01,79.78,92.94923428546198,-0.14168200939684084
2010-06-02,81.46,92.51923428546199,-0.11953443379502537
2010-06-03,81.03,88.15923428546199,-0.0808676974482031
2010-06-04,76.67,87.65923428546199,-0.1253631106299148
2010-06-07,76.17,88.78923428546199,-0.14212572489239506
2010-06-08,77.3,88.80923428546197,-0.12959501765849624
2010-06-09,77.32,92.219234285462,-0.16156319666829855
2010-06-10,80.73,93.40923428546199,-0.13573855285778058
2010-06-11,81.92,94.65923428546199,-0.13457994227002235
2010-06-14,83.17,96.58923428546198,-0.13893095213698947
2010-06-15,85.1,95.639234285462,-0.11019781122467709
2010-06-16,84.15,95.20923428546199,-0.11615716026350476
2010-06-17,83.72,95.59923428546199,-0.12426076813534159
2010-06-18,84.11,95.079234285462,-0.11536940077292179
2010-06-21,83.59,92.00923428546199,-0.09150423162245869
2010-06-22,80.52,92.51923428546199,-0.12969448329456712
2010-06-23,81.03,90.47923428546198,-0.10443539183421524
2010-06-24,78.99,92.87923428546199,-0.14954079232365103
2010-06-25,81.39,91.419234285462,-0.1097059537180668
2010-06-28,79.93,88.45923428546199,-0.09641994252332953
2010-06-29,76.97,87.44923428546198,-0.11983220174638065
2010-06-30,75.96,84.17017734738556,-0.09754259294833945
2010-07-01,76.25,82.31017734738558,-0.07362609998771996
2010-07-02,74.39,80.62017734738556,-0.07727813994430022
2010-07-06,72.7,84.35017734738558,-0.13811680916100255
2010-07-07,76.43,84.79017734738557,-0.09859841798813429
2010-07-08,76.87,85.68017734738558,-0.10282632016114057
2010-07-09,77.76,85.96017734738558,-0.09539507246764634
2010-07-12,78.04,87.95017734738558,-0.11267944700375476
2010-07-13,80.03,87.48017734738558,-0.08516417745474802
2010-07-14,79.56,87.78017734738556,-0.09364503007159153
2010-07-15,79.86,85.28017734738556,-0.0635572945082733
2010-07-16,77.36,86.34017734738558,-0.10400925297216224
2010-07-19,78.42,87.30017734738557,-0.1017200378877754
2010-07-20,79.38,85.40017734738556,-0.07049373355393707
2010-07-21,77.48,89.13017734738555,-0.13070968435279662
