date,NVR,dcf,Deviation
1995-09-07,11.13,,
1995-09-08,11.13,,
1995-09-11,10.88,,
1995-09-12,10.5,,
1995-09-13,10.38,,
1995-09-14,10.25,,
1995-09-15,10.0,,
1995-09-18,9.69,,
1995-09-19,10.0,,
1995-09-20,10.25,,
1995-09-21,10.0,,
1995-09-22,9.88,,
1995-09-25,9.63,,
1995-09-26,9.75,,
1995-09-27,9.25,,
1995-09-28,9.75,,
1995-09-29,9.75,,
1995-10-02,9.63,,
1995-10-03,9.63,,
1995-10-04,9.75,,
1995-10-05,9.63,,
1995-10-06,9.63,,
1995-10-09,9.63,,
1995-10-10,9.69,,
1995-10-11,9.75,,
1995-10-12,9.63,,
1995-10-13,9.63,,
1995-10-16,9.63,,
1995-10-17,9.75,,
1995-10-18,9.75,,
1995-10-19,9.5,,
1995-10-20,9.75,,
1995-10-23,9.88,,
1995-10-24,10.0,,
1995-10-25,10.13,,
1995-10-26,9.75,,
1995-10-27,9.88,,
1995-10-30,9.88,,
1995-10-31,10.0,,
1995-11-01,10.0,,
1995-11-02,9.75,,
1995-11-03,9.75,,
1995-11-06,9.94,,
1995-11-07,9.88,,
1995-11-08,9.63,,
1995-11-09,9.63,,
1995-11-10,9.69,,
1995-11-13,9.63,,
1995-11-14,9.63,,
1995-11-15,9.69,,
1995-11-16,9.5,,
1995-11-17,9.63,,
1995-11-20,9.63,,
1995-11-21,9.38,,
1995-11-22,9.5,,
1995-11-24,9.88,,
1995-11-27,9.63,,
1995-11-28,9.63,,
1995-11-29,9.5,,
1995-11-30,9.75,,
1995-12-01,9.63,,
1995-12-04,9.94,,
1995-12-05,9.88,,
1995-12-06,10.0,,
1995-12-07,10.63,,
1995-12-08,10.13,,
1995-12-11,10.13,,
1995-12-12,10.13,,
1995-12-13,10.0,,
1995-12-14,10.13,,
1995-12-15,10.13,,
1995-12-18,10.0,,
1995-12-19,10.0,,
1995-12-20,9.88,,
1995-12-21,9.88,,
1995-12-22,9.88,,
1995-12-26,10.0,,
1995-12-27,10.0,,
1995-12-28,10.0,,
1995-12-29,10.0,,
1996-01-02,10.13,,
1996-01-03,10.0,,
1996-01-04,10.13,,
1996-01-05,10.0,,
1996-01-08,10.13,,
1996-01-09,10.25,,
1996-01-10,10.0,,
1996-01-11,10.0,,
1996-01-12,10.0,,
1996-01-15,10.13,,
1996-01-16,10.13,,
1996-01-17,10.0,,
1996-01-18,10.0,,
1996-01-19,10.0,,
1996-01-22,9.94,,
1996-01-23,10.0,,
1996-01-24,10.13,,
1996-01-25,10.25,,
1996-01-26,10.63,,
1996-01-29,10.38,,
1996-01-30,10.5,,
1996-01-31,10.38,,
1996-02-01,10.63,,
1996-02-02,10.5,,
1996-02-05,10.75,,
1996-02-06,11.0,,
1996-02-07,10.88,,
1996-02-08,10.63,,
1996-02-09,10.5,,
1996-02-12,10.5,,
1996-02-13,10.5,,
1996-02-14,10.63,,
1996-02-15,10.75,,
1996-02-16,10.63,,
1996-02-20,10.38,,
1996-02-21,10.38,,
1996-02-22,10.38,,
1996-02-23,10.13,,
1996-02-26,10.13,,
1996-02-27,9.94,,
1996-02-28,9.75,,
1996-02-29,10.0,,
1996-03-01,9.88,,
1996-03-04,9.88,,
1996-03-05,9.88,,
1996-03-06,9.88,,
1996-03-07,10.0,,
1996-03-08,9.5,,
1996-03-11,9.75,,
1996-03-12,9.13,,
1996-03-13,9.63,,
1996-03-14,9.63,,
1996-03-15,9.5,,
1996-03-18,9.38,,
1996-03-19,9.38,,
1996-03-20,9.38,,
1996-03-21,9.56,,
1996-03-22,9.63,,
1996-03-25,9.56,,
1996-03-26,9.38,,
1996-03-27,9.63,,
1996-03-28,9.63,,
1996-03-29,9.56,,
1996-04-01,9.56,,
1996-04-02,9.69,,
1996-04-03,9.88,,
1996-04-04,9.5,,
1996-04-08,9.5,,
1996-04-09,9.5,,
1996-04-10,9.63,,
1996-04-11,9.69,,
1996-04-12,9.75,,
1996-04-15,9.63,,
1996-04-16,9.63,,
1996-04-17,9.75,,
1996-04-18,9.88,,
1996-04-19,9.75,,
1996-04-22,9.5,,
1996-04-23,9.75,,
1996-04-24,9.63,,
1996-04-25,9.5,,
1996-04-26,9.5,,
1996-04-29,9.88,,
1996-04-30,10.13,,
1996-05-01,10.13,,
1996-05-02,10.25,,
1996-05-03,10.13,,
1996-05-06,10.25,,
1996-05-07,10.25,,
1996-05-08,10.13,,
1996-05-09,10.13,,
1996-05-10,10.25,,
1996-05-13,10.38,,
1996-05-14,10.38,,
1996-05-15,10.25,,
1996-05-16,10.13,,
1996-05-17,10.25,,
1996-05-20,10.13,,
1996-05-21,10.13,,
1996-05-22,10.25,,
1996-05-23,10.13,,
1996-05-24,10.38,,
1996-05-28,10.38,,
1996-05-29,10.63,,
1996-05-30,10.63,,
1996-05-31,10.63,,
1996-06-03,10.5,,
1996-06-04,10.5,,
1996-06-05,10.63,,
1996-06-06,10.75,,
1996-06-07,10.5,,
1996-06-10,10.5,,
1996-06-11,10.5,,
1996-06-12,10.5,,
1996-06-13,10.5,,
1996-06-14,10.5,,
1996-06-17,10.63,,
1996-06-18,10.63,,
1996-06-19,10.63,,
1996-06-20,10.63,,
1996-06-21,10.88,,
1996-06-24,10.75,,
1996-06-25,10.63,,
1996-06-26,10.63,,
1996-06-27,10.63,,
1996-06-28,11.13,,
1996-07-01,10.75,,
1996-07-02,10.88,,
1996-07-03,10.88,,
1996-07-05,10.75,,
1996-07-08,10.63,,
1996-07-09,10.5,,
1996-07-10,10.5,,
1996-07-11,10.5,,
1996-07-12,10.5,,
1996-07-15,10.63,,
1996-07-16,10.63,,
1996-07-17,10.63,,
1996-07-18,10.88,,
1996-07-19,11.0,,
1996-07-22,11.0,,
1996-07-23,10.75,,
1996-07-24,10.5,,
1996-07-25,10.63,,
1996-07-26,10.75,,
1996-07-29,10.63,,
1996-07-30,10.75,,
1996-07-31,10.88,,
1996-08-01,10.88,,
1996-08-02,10.88,,
1996-08-05,10.75,,
1996-08-06,10.63,,
1996-08-07,10.63,,
1996-08-08,10.63,,
1996-08-09,10.63,,
1996-08-12,10.63,,
1996-08-13,10.38,,
1996-08-14,10.5,,
1996-08-15,10.25,,
1996-08-16,10.25,,
1996-08-19,10.25,,
1996-08-20,10.38,,
1996-08-21,10.38,,
1996-08-22,10.13,,
1996-08-23,10.0,,
1996-08-26,9.81,,
1996-08-27,9.38,,
1996-08-28,9.38,,
1996-08-29,9.25,,
1996-08-30,9.38,,
1996-09-03,9.31,,
1996-09-04,9.44,,
1996-09-05,9.44,,
1996-09-06,9.38,,
1996-09-09,9.38,,
1996-09-10,9.25,,
1996-09-11,9.25,,
1996-09-12,9.31,,
1996-09-13,9.31,,
1996-09-16,9.44,,
1996-09-17,9.19,,
1996-09-18,9.38,,
1996-09-19,9.38,,
1996-09-20,9.44,,
1996-09-23,9.38,,
1996-09-24,9.38,,
1996-09-25,9.38,,
1996-09-26,9.31,,
1996-09-27,9.44,,
1996-09-30,9.44,,
1996-10-01,9.63,,
1996-10-02,9.75,,
1996-10-03,9.75,,
1996-10-04,9.75,,
1996-10-07,10.0,,
1996-10-08,10.0,,
1996-10-09,9.75,,
1996-10-10,9.63,,
1996-10-11,9.5,,
1996-10-14,9.44,,
1996-10-15,9.31,,
1996-10-16,9.25,,
1996-10-17,8.88,,
1996-10-18,9.0,,
1996-10-21,9.0,,
1996-10-22,9.0,,
1996-10-23,9.38,,
1996-10-24,9.38,,
1996-10-25,9.38,,
1996-10-28,9.13,,
1996-10-29,9.25,,
1996-10-30,9.5,,
1996-10-31,9.44,,
1996-11-01,9.38,,
1996-11-04,9.31,,
1996-11-05,9.25,,
1996-11-06,9.25,,
1996-11-07,9.25,,
1996-11-08,9.25,,
1996-11-11,9.19,,
1996-11-12,9.13,,
1996-11-13,9.0,,
1996-11-14,9.5,,
1996-11-15,9.63,,
1996-11-18,9.81,,
1996-11-19,9.75,,
1996-11-20,9.75,,
1996-11-21,9.75,,
1996-11-22,10.13,,
1996-11-25,10.25,,
1996-11-26,10.13,,
1996-11-27,10.25,,
1996-11-29,10.13,,
1996-12-02,10.25,,
1996-12-03,10.38,,
1996-12-04,10.75,,
1996-12-05,10.38,,
1996-12-06,10.25,,
1996-12-09,10.63,,
1996-12-10,10.75,,
1996-12-11,10.75,,
1996-12-12,11.0,,
1996-12-13,10.75,,
1996-12-16,10.88,,
1996-12-17,10.88,,
1996-12-18,11.0,,
1996-12-19,11.25,,
1996-12-20,11.88,,
1996-12-23,12.88,,
1996-12-24,12.5,,
1996-12-26,12.38,,
1996-12-27,12.38,,
1996-12-30,12.75,,
1996-12-31,13.0,,
1997-01-02,12.63,,
1997-01-03,12.88,,
1997-01-06,12.63,,
1997-01-07,12.75,,
1997-01-08,12.88,,
1997-01-09,13.13,,
1997-01-10,13.0,,
1997-01-13,13.25,,
1997-01-14,14.0,,
1997-01-15,13.75,,
1997-01-16,13.75,,
1997-01-17,13.75,,
1997-01-20,13.63,,
1997-01-21,14.0,,
1997-01-22,14.0,,
1997-01-23,13.88,,
1997-01-24,13.0,,
1997-01-27,12.25,,
1997-01-28,12.5,,
1997-01-29,13.0,,
1997-01-30,13.0,,
1997-01-31,12.88,,
1997-02-03,12.75,,
1997-02-04,12.88,,
1997-02-05,13.0,,
1997-02-06,13.0,,
1997-02-07,13.0,,
1997-02-10,13.0,,
1997-02-11,12.75,,
1997-02-12,13.0,,
1997-02-13,12.88,,
1997-02-14,13.0,,
1997-02-18,13.25,,
1997-02-19,13.5,,
1997-02-20,13.13,,
1997-02-21,13.25,,
1997-02-24,13.0,,
1997-02-25,13.0,,
1997-02-26,13.0,,
1997-02-27,12.88,,
1997-02-28,12.75,,
1997-03-03,13.0,,
1997-03-04,12.88,,
1997-03-05,13.25,,
1997-03-06,13.75,,
1997-03-07,13.75,,
1997-03-10,14.0,,
1997-03-11,14.5,,
1997-03-12,15.0,,
1997-03-13,14.75,,
1997-03-14,15.0,,
1997-03-17,15.0,,
1997-03-18,15.0,,
1997-03-19,15.13,,
1997-03-20,15.13,,
1997-03-21,15.13,,
1997-03-24,15.25,,
1997-03-25,15.38,,
1997-03-26,15.63,,
1997-03-27,15.25,,
1997-03-31,15.13,,
1997-04-01,15.25,,
1997-04-02,14.75,,
1997-04-03,14.13,,
1997-04-04,14.13,,
1997-04-07,14.0,,
1997-04-08,14.0,,
1997-04-09,13.63,,
1997-04-10,13.5,,
1997-04-11,13.38,,
1997-04-14,13.5,,
1997-04-15,13.25,,
1997-04-16,13.0,,
1997-04-17,13.0,,
1997-04-18,13.0,,
1997-04-21,12.88,,
1997-04-22,13.0,,
1997-04-23,12.5,,
1997-04-24,12.25,,
1997-04-25,12.75,,
1997-04-28,12.75,,
1997-04-29,13.0,,
1997-04-30,12.75,,
1997-05-01,12.75,,
1997-05-02,13.25,,
1997-05-05,13.63,,
1997-05-06,13.5,,
1997-05-07,13.63,,
1997-05-08,13.5,,
1997-05-09,13.5,,
1997-05-12,13.75,,
1997-05-13,13.63,,
1997-05-14,14.13,,
1997-05-15,14.25,,
1997-05-16,14.56,,
1997-05-19,14.69,,
1997-05-20,14.38,,
1997-05-21,14.75,,
1997-05-22,14.88,,
1997-05-23,15.06,,
1997-05-27,15.06,,
1997-05-28,15.25,,
1997-05-29,15.31,,
1997-05-30,15.31,,
1997-06-02,15.13,,
1997-06-03,15.63,,
1997-06-04,15.25,,
1997-06-05,15.25,,
1997-06-06,15.25,,
1997-06-09,15.38,,
1997-06-10,15.5,,
1997-06-11,15.38,,
1997-06-12,15.5,,
1997-06-13,15.25,,
1997-06-16,15.25,,
1997-06-17,15.63,,
1997-06-18,15.63,,
1997-06-19,16.0,,
1997-06-20,16.0,,
1997-06-23,15.75,,
1997-06-24,15.63,,
1997-06-25,15.25,,
1997-06-26,15.0,,
1997-06-27,15.13,,
1997-06-30,15.25,,
1997-07-01,15.25,,
1997-07-02,15.25,,
1997-07-03,15.0,,
1997-07-07,15.06,,
1997-07-08,15.0,,
1997-07-09,15.13,,
1997-07-10,15.25,,
1997-07-11,15.38,,
1997-07-14,15.38,,
1997-07-15,15.44,,
1997-07-16,15.44,,
1997-07-17,15.38,,
1997-07-18,15.56,,
1997-07-21,15.38,,
1997-07-22,15.5,,
1997-07-23,16.5,,
1997-07-24,16.75,,
1997-07-25,17.13,,
1997-07-28,17.0,,
1997-07-29,17.13,,
1997-07-30,16.88,,
1997-07-31,17.31,,
1997-08-01,18.0,,
1997-08-04,19.13,,
1997-08-05,19.5,,
1997-08-06,20.25,,
1997-08-07,19.75,,
1997-08-08,19.88,,
1997-08-11,19.0,,
1997-08-12,19.13,,
1997-08-13,19.06,,
1997-08-14,19.0,,
1997-08-15,19.0,,
1997-08-18,19.38,,
1997-08-19,19.44,,
1997-08-20,19.88,,
1997-08-21,19.88,,
1997-08-22,20.0,,
1997-08-25,19.88,,
1997-08-26,19.88,,
1997-08-27,20.19,,
1997-08-28,20.38,,
1997-08-29,21.38,,
1997-09-02,22.25,,
1997-09-03,22.25,,
1997-09-04,22.63,,
1997-09-05,21.75,,
1997-09-08,22.38,,
1997-09-09,22.19,,
1997-09-10,22.44,,
1997-09-11,22.38,,
1997-09-12,23.13,,
1997-09-15,24.5,,
1997-09-16,25.19,,
1997-09-17,26.75,,
1997-09-18,27.75,,
1997-09-19,26.5,,
1997-09-22,26.88,,
1997-09-23,25.5,,
1997-09-24,26.75,,
1997-09-25,26.38,,
1997-09-26,26.75,,
1997-09-29,26.13,,
1997-09-30,26.0,,
1997-10-01,25.13,,
1997-10-02,24.75,,
1997-10-03,24.94,,
1997-10-06,25.25,,
1997-10-07,25.44,,
1997-10-08,24.81,,
1997-10-09,24.06,,
1997-10-10,23.94,,
1997-10-13,23.88,,
1997-10-14,24.13,,
1997-10-15,24.0,,
1997-10-16,23.38,,
1997-10-17,23.31,,
1997-10-20,23.19,,
1997-10-21,23.0,,
1997-10-22,22.94,,
1997-10-23,23.25,,
1997-10-24,23.25,,
1997-10-27,22.0,,
1997-10-28,21.5,,
1997-10-29,21.25,,
1997-10-30,20.81,,
1997-10-31,21.88,,
1997-11-03,23.25,,
1997-11-04,22.88,,
1997-11-05,23.38,,
1997-11-06,23.13,,
1997-11-07,22.44,,
1997-11-10,21.94,,
1997-11-11,21.75,,
1997-11-12,21.44,,
1997-11-13,21.13,,
1997-11-14,21.25,,
1997-11-17,21.63,,
1997-11-18,21.13,,
1997-11-19,21.0,,
1997-11-20,22.13,,
1997-11-21,22.69,,
1997-11-24,22.63,,
1997-11-25,22.5,,
1997-11-26,22.5,,
1997-11-28,22.5,,
1997-12-01,22.75,,
1997-12-02,22.38,,
1997-12-03,22.44,,
1997-12-04,22.44,,
1997-12-05,22.75,,
1997-12-08,22.0,,
1997-12-09,22.5,,
1997-12-10,21.13,,
1997-12-11,21.63,,
1997-12-12,22.25,,
1997-12-15,22.25,,
1997-12-16,21.88,,
1997-12-17,22.13,,
1997-12-18,21.25,,
1997-12-19,21.25,,
1997-12-22,21.5,,
1997-12-23,21.0,,
1997-12-24,21.0,,
1997-12-26,21.0,,
1997-12-29,20.75,,
1997-12-30,21.13,,
1997-12-31,21.88,,
1998-01-02,22.31,,
1998-01-05,24.0,,
1998-01-06,24.75,,
1998-01-07,24.5,,
1998-01-08,23.5,,
1998-01-09,22.31,,
1998-01-12,22.31,,
1998-01-13,23.0,,
1998-01-14,23.63,,
1998-01-15,23.38,,
1998-01-16,23.13,,
1998-01-20,24.06,,
1998-01-21,25.0,,
1998-01-22,24.88,,
1998-01-23,24.5,,
1998-01-26,23.5,,
1998-01-27,23.56,,
1998-01-28,23.31,,
1998-01-29,25.0,,
1998-01-30,25.0,,
1998-02-02,28.88,,
1998-02-03,29.5,,
1998-02-04,29.69,,
1998-02-05,29.5,,
1998-02-06,29.38,,
1998-02-09,29.5,,
1998-02-10,29.5,,
1998-02-11,29.0,,
1998-02-12,29.38,,
1998-02-13,29.5,,
1998-02-17,30.5,,
1998-02-18,30.69,,
1998-02-19,30.44,,
1998-02-20,29.88,,
1998-02-23,29.81,,
1998-02-24,30.63,,
1998-02-25,31.75,,
1998-02-26,32.25,,
1998-02-27,32.38,,
1998-03-02,33.0,,
1998-03-03,33.19,,
1998-03-04,33.13,,
1998-03-05,33.63,,
1998-03-06,33.5,,
1998-03-09,33.44,,
1998-03-10,33.0,,
1998-03-11,32.13,,
1998-03-12,33.75,,
1998-03-13,32.38,,
1998-03-16,32.5,,
1998-03-17,31.38,,
1998-03-18,31.94,,
1998-03-19,31.75,,
1998-03-20,31.75,,
1998-03-23,31.0,,
1998-03-24,31.38,,
1998-03-25,31.56,,
1998-03-26,30.88,,
1998-03-27,30.5,,
1998-03-30,30.25,,
1998-03-31,31.56,,
1998-04-01,31.63,,
1998-04-02,31.75,,
1998-04-03,31.19,,
1998-04-06,32.13,,
1998-04-07,31.94,,
1998-04-08,32.56,,
1998-04-09,34.88,,
1998-04-13,35.56,,
1998-04-14,34.25,,
1998-04-15,35.63,,
1998-04-16,34.75,,
1998-04-17,34.94,,
1998-04-20,35.38,,
1998-04-21,36.25,,
1998-04-22,35.88,,
1998-04-23,37.25,,
1998-04-24,36.06,,
1998-04-27,35.0,,
1998-04-28,33.75,,
1998-04-29,33.5,,
1998-04-30,34.63,,
1998-05-01,34.75,,
1998-05-04,34.5,,
1998-05-05,34.63,,
1998-05-06,34.0,,
1998-05-07,33.38,,
1998-05-08,33.38,,
1998-05-11,33.63,,
1998-05-12,33.75,,
1998-05-13,33.5,,
1998-05-14,33.81,,
1998-05-15,33.56,,
1998-05-18,32.5,,
1998-05-19,32.13,,
1998-05-20,32.06,,
1998-05-21,32.06,,
1998-05-22,32.0,,
1998-05-26,31.81,,
1998-05-27,31.75,,
1998-05-28,32.13,,
1998-05-29,32.13,,
1998-06-01,31.81,,
1998-06-02,31.81,,
1998-06-03,31.81,,
1998-06-04,31.88,,
1998-06-05,32.0,,
1998-06-08,32.5,,
1998-06-09,32.56,,
1998-06-10,33.0,,
1998-06-11,33.25,,
1998-06-12,33.25,,
1998-06-15,33.25,,
1998-06-16,34.25,,
1998-06-17,36.25,,
1998-06-18,36.19,,
1998-06-19,36.38,,
1998-06-22,36.25,,
1998-06-23,38.31,,
1998-06-24,38.25,,
1998-06-25,39.88,,
1998-06-26,41.0,,
1998-06-29,41.25,,
1998-06-30,41.06,,
1998-07-01,42.25,,
1998-07-02,42.25,,
1998-07-06,42.75,,
1998-07-07,42.75,,
1998-07-08,42.75,,
1998-07-09,42.69,,
1998-07-10,42.38,,
1998-07-13,43.75,,
1998-07-14,43.94,,
1998-07-15,45.25,,
1998-07-16,46.0,,
1998-07-17,45.44,,
1998-07-20,45.88,,
1998-07-21,45.5,,
1998-07-22,45.0,,
1998-07-23,42.94,,
1998-07-24,42.25,,
1998-07-27,40.88,,
1998-07-28,39.5,,
1998-07-29,40.13,,
1998-07-30,40.25,,
1998-07-31,39.38,,
1998-08-03,39.31,,
1998-08-04,39.5,,
1998-08-05,39.38,,
1998-08-06,39.69,,
1998-08-07,40.75,,
1998-08-10,40.44,,
1998-08-11,39.88,,
1998-08-12,39.75,,
1998-08-13,38.63,,
1998-08-14,38.88,,
1998-08-17,38.81,,
1998-08-18,38.88,,
1998-08-19,38.94,,
1998-08-20,38.88,,
1998-08-21,37.31,,
1998-08-24,37.88,,
1998-08-25,39.5,,
1998-08-26,39.06,,
1998-08-27,38.13,,
1998-08-28,36.63,,
1998-08-31,32.56,,
1998-09-01,34.5,,
1998-09-02,34.38,,
1998-09-03,32.38,,
1998-09-04,32.75,,
1998-09-08,33.38,,
1998-09-09,33.56,,
1998-09-10,34.63,,
1998-09-11,34.38,,
1998-09-14,34.63,,
1998-09-15,35.0,,
1998-09-16,34.5,,
1998-09-17,34.5,,
1998-09-18,35.38,,
1998-09-21,35.31,,
1998-09-22,37.31,,
1998-09-23,36.94,,
1998-09-24,36.0,,
1998-09-25,35.63,,
1998-09-28,35.75,,
1998-09-29,34.44,,
1998-09-30,33.0,,
1998-10-01,32.5,,
1998-10-02,33.19,,
1998-10-05,32.31,,
1998-10-06,31.13,,
1998-10-07,27.25,,
1998-10-08,24.88,,
1998-10-09,26.0,,
1998-10-12,26.0,,
1998-10-13,25.0,,
1998-10-14,25.5,,
1998-10-15,26.13,,
1998-10-16,28.25,,
1998-10-19,29.75,,
1998-10-20,31.44,,
1998-10-21,30.31,,
1998-10-22,31.06,,
1998-10-23,30.5,,
1998-10-26,31.75,,
1998-10-27,31.88,,
1998-10-28,33.0,,
1998-10-29,33.31,,
1998-10-30,34.0,,
1998-11-02,38.25,,
1998-11-03,38.75,,
1998-11-04,40.88,,
1998-11-05,41.25,,
1998-11-06,41.13,,
1998-11-09,39.5,,
1998-11-10,39.5,,
1998-11-11,38.81,,
1998-11-12,38.5,,
1998-11-13,38.38,,
1998-11-16,37.13,,
1998-11-17,37.5,,
1998-11-18,37.69,,
1998-11-19,38.56,,
1998-11-20,40.0,,
1998-11-23,39.81,,
1998-11-24,39.25,,
1998-11-25,39.19,,
1998-11-27,39.06,,
1998-11-30,39.38,,
1998-12-01,40.19,,
1998-12-02,41.06,,
1998-12-03,41.81,,
1998-12-04,41.88,,
1998-12-07,43.19,,
1998-12-08,43.63,,
1998-12-09,43.44,,
1998-12-10,42.88,,
1998-12-11,42.5,,
1998-12-14,42.13,,
1998-12-15,43.25,,
1998-12-16,44.0,,
1998-12-17,43.38,,
1998-12-18,44.63,,
1998-12-21,45.0,,
1998-12-22,46.69,,
1998-12-23,47.13,,
1998-12-24,46.81,,
1998-12-28,46.38,,
1998-12-29,47.25,,
1998-12-30,47.63,,
1998-12-31,47.69,,
1999-01-04,46.88,,
1999-01-05,45.56,,
1999-01-06,47.0,,
1999-01-07,45.38,,
1999-01-08,44.25,,
1999-01-11,44.0,,
1999-01-12,43.31,,
1999-01-13,43.56,,
1999-01-14,42.75,,
1999-01-15,42.69,,
1999-01-19,43.63,,
1999-01-20,44.25,,
1999-01-21,44.0,,
1999-01-22,43.63,,
1999-01-25,43.06,,
1999-01-26,43.5,,
1999-01-27,43.25,,
1999-01-28,44.38,,
1999-01-29,44.5,,
1999-02-01,45.38,,
1999-02-02,45.25,,
1999-02-03,46.44,,
1999-02-04,46.94,,
1999-02-05,46.5,,
1999-02-08,46.38,,
1999-02-09,46.5,,
1999-02-10,46.06,,
1999-02-11,45.38,,
1999-02-12,44.63,,
1999-02-16,44.06,,
1999-02-17,43.63,,
1999-02-18,44.63,,
1999-02-19,44.38,,
1999-02-22,44.13,,
1999-02-23,44.13,,
1999-02-24,44.0,,
1999-02-25,43.0,,
1999-02-26,43.0,,
1999-03-01,43.0,,
1999-03-02,42.75,,
1999-03-03,42.75,,
1999-03-04,42.88,,
1999-03-05,42.63,,
1999-03-08,42.25,,
1999-03-09,42.0,,
1999-03-10,42.0,,
1999-03-11,41.75,,
1999-03-12,41.75,,
1999-03-15,42.38,,
1999-03-16,41.88,,
1999-03-17,42.25,,
1999-03-18,42.13,,
1999-03-19,42.0,,
1999-03-22,41.81,,
1999-03-23,41.44,,
1999-03-24,41.0,,
1999-03-25,41.88,,
1999-03-26,41.56,,
1999-03-29,41.75,,
1999-03-30,41.5,,
1999-03-31,42.13,,
1999-04-01,41.94,,
1999-04-05,41.94,,
1999-04-06,42.44,,
1999-04-07,42.75,,
1999-04-08,42.38,,
1999-04-09,42.88,,
1999-04-12,42.56,,
1999-04-13,42.75,,
1999-04-14,43.0,,
1999-04-15,44.25,,
1999-04-16,44.13,,
1999-04-19,45.0,,
1999-04-20,45.0,,
1999-04-21,47.25,,
1999-04-22,45.75,,
1999-04-23,47.25,,
1999-04-26,48.06,,
1999-04-27,48.0,,
1999-04-28,47.5,,
1999-04-29,48.25,,
1999-04-30,48.13,,
1999-05-03,49.06,,
1999-05-04,49.88,,
1999-05-05,48.19,,
1999-05-06,48.94,,
1999-05-07,48.94,,
1999-05-10,49.19,,
1999-05-11,49.25,,
1999-05-12,48.94,,
1999-05-13,48.88,,
1999-05-14,48.13,,
1999-05-17,48.5,,
1999-05-18,49.5,,
1999-05-19,49.0,,
1999-05-20,49.63,,
1999-05-21,49.63,,
1999-05-24,48.5,,
1999-05-25,47.63,,
1999-05-26,48.0,,
1999-05-27,47.81,,
1999-05-28,48.13,,
1999-06-01,48.63,,
1999-06-02,48.94,,
1999-06-03,50.38,,
1999-06-04,51.94,,
1999-06-07,51.13,,
1999-06-08,50.94,,
1999-06-09,49.75,,
1999-06-10,49.38,,
1999-06-11,49.19,,
1999-06-14,47.25,,
1999-06-15,47.63,,
1999-06-16,47.88,,
1999-06-17,48.25,,
1999-06-18,49.06,,
1999-06-21,49.81,,
1999-06-22,50.75,,
1999-06-23,50.5,,
1999-06-24,50.63,,
1999-06-25,50.38,,
1999-06-28,50.5,,
1999-06-29,50.56,,
1999-06-30,52.19,,
1999-07-01,51.94,,
1999-07-02,52.13,,
1999-07-06,51.56,,
1999-07-07,51.63,,
1999-07-08,51.75,,
1999-07-09,52.25,,
1999-07-12,53.0,,
1999-07-13,52.94,,
1999-07-14,53.5,,
1999-07-15,54.63,,
1999-07-16,55.25,,
1999-07-19,56.69,,
1999-07-20,57.81,,
1999-07-21,57.06,,
1999-07-22,56.5,,
1999-07-23,56.38,,
1999-07-26,55.94,,
1999-07-27,55.81,,
1999-07-28,55.5,,
1999-07-29,54.38,,
1999-07-30,56.25,,
1999-08-02,54.38,,
1999-08-03,54.56,,
1999-08-04,55.31,,
1999-08-05,55.25,,
1999-08-06,55.25,,
1999-08-09,55.0,,
1999-08-10,55.44,,
1999-08-11,56.0,,
1999-08-12,56.38,,
1999-08-13,56.69,,
1999-08-16,56.31,,
1999-08-17,56.25,,
1999-08-18,57.0,,
1999-08-19,57.25,,
1999-08-20,57.19,,
1999-08-23,57.0,,
1999-08-24,57.13,,
1999-08-25,57.5,,
1999-08-26,57.38,,
1999-08-27,57.56,,
1999-08-30,57.69,,
1999-08-31,57.75,,
1999-09-01,57.31,,
1999-09-02,56.94,,
1999-09-03,57.0,,
1999-09-07,55.25,,
1999-09-08,55.06,,
1999-09-09,55.06,,
1999-09-10,55.06,,
1999-09-13,55.5,,
1999-09-14,55.63,,
1999-09-15,55.38,,
1999-09-16,54.88,,
1999-09-17,54.88,,
1999-09-20,54.88,,
1999-09-21,54.75,,
1999-09-22,54.38,,
1999-09-23,54.06,,
1999-09-24,54.0,,
1999-09-27,54.13,,
1999-09-28,53.38,,
1999-09-29,52.38,,
1999-09-30,50.5,,
1999-10-01,50.88,,
1999-10-04,50.88,,
1999-10-05,50.63,,
1999-10-06,49.75,,
1999-10-07,49.5,,
1999-10-08,50.0,,
1999-10-11,49.88,,
1999-10-12,50.63,,
1999-10-13,50.88,,
1999-10-14,50.63,,
1999-10-15,49.94,,
1999-10-18,49.13,,
1999-10-19,48.13,,
1999-10-20,45.25,,
1999-10-21,44.75,,
1999-10-22,43.13,,
1999-10-25,42.75,,
1999-10-26,42.0,,
1999-10-27,38.0,,
1999-10-28,38.5,,
1999-10-29,41.0,,
1999-11-01,43.38,,
1999-11-02,45.63,,
1999-11-03,46.13,,
1999-11-04,46.44,,
1999-11-05,47.13,,
1999-11-08,47.13,,
1999-11-09,47.19,,
1999-11-10,47.88,,
1999-11-11,48.25,,
1999-11-12,48.25,,
1999-11-15,48.38,,
1999-11-16,49.0,,
1999-11-17,49.81,,
1999-11-18,49.94,,
1999-11-19,50.13,,
1999-11-22,49.31,,
1999-11-23,48.19,,
1999-11-24,48.44,,
1999-11-26,48.69,,
1999-11-29,48.81,,
1999-11-30,48.63,,
1999-12-01,49.63,,
1999-12-02,47.0,,
1999-12-03,46.63,,
1999-12-06,46.31,,
1999-12-07,45.19,,
1999-12-08,45.06,,
