date,ABC,dcf,Deviation
2005-04-25,14.98,24.188602387047922,-0.38070006028867454
2005-04-26,14.97,24.31860238704792,-0.384421861020557
2005-04-27,15.1,24.30860238704792,-0.3788207252900083
2005-04-28,15.09,24.53860238704792,-0.3850505516987033
2005-04-29,15.32,24.72860238704792,-0.380474490219304
2005-05-02,15.51,24.598602387047922,-0.3694763728460203
2005-05-03,15.38,24.72860238704792,-0.37804815010266934
2005-05-04,15.51,24.79860238704792,-0.3745615273826589
2005-05-05,15.58,24.96860238704792,-0.37601633609729446
2005-05-06,15.75,25.21860238704792,-0.37546102839984985
2005-05-09,16.0,25.13860238704792,-0.3635286578921497
2005-05-10,15.92,25.118602387047922,-0.36620677557247616
2005-05-11,15.9,25.17860238704792,-0.36851141474877536
2005-05-12,15.96,25.19860238704792,-0.3666315395252461
2005-05-13,15.98,25.42860238704792,-0.37157379879676644
2005-05-16,16.21,25.67860238704792,-0.36873511433098116
2005-05-17,16.46,25.78860238704792,-0.3617335382134985
2005-05-18,16.57,25.72860238704792,-0.35596968110706506
2005-05-19,16.51,25.70860238704792,-0.3578025070581903
2005-05-20,16.49,25.71860238704792,-0.3588298558437808
2005-05-23,16.5,25.71860238704792,-0.35844103222694856
2005-05-24,16.5,25.69860238704792,-0.35794173739518265
2005-05-25,16.48,25.58860238704792,-0.35596326244290644
2005-05-26,16.37,25.46860238704792,-0.35724780844963133
2005-05-27,16.25,25.35860238704792,-0.3591918138083273
2005-05-31,16.14,25.51860238704792,-0.3675202209274624
2005-06-01,16.3,25.58860238704792,-0.36299764428515624
2005-06-02,16.37,25.49860238704792,-0.3580040289457126
2005-06-03,16.28,25.578602387047923,-0.3635305106332314
2005-06-06,16.36,25.488602387047923,-0.35814448546173083
2005-06-07,16.27,25.418602387047923,-0.35991760080835933
2005-06-08,16.2,25.29860238704792,-0.35964842040863554
2005-06-09,16.08,25.35860238704792,-0.36589565329464024
2005-06-10,16.14,25.60860238704792,-0.3697430357166567
2005-06-13,16.39,26.01860238704792,-0.370066087479051
2005-06-14,16.8,26.01860238704792,-0.3543081311560742
2005-06-15,16.8,26.21860238704792,-0.35923357957862545
2005-06-16,17.0,26.258602387047922,-0.3525931140803874
2005-06-17,17.04,26.37860238704792,-0.35402187917405514
2005-06-20,17.16,26.188602387047922,-0.34475312021664783
2005-06-21,16.97,26.05860238704792,-0.3487755119040954
2005-06-22,16.84,25.95860238704792,-0.35127478171157855
2005-06-23,16.74,25.97860238704792,-0.35562353391474155
2005-06-24,16.76,25.918602387047923,-0.3533601947466376
2005-06-27,16.7,26.21860238704792,-0.3630476654144671
2005-06-28,17.0,26.368602387047922,-0.35529385477213293
2005-06-29,17.15,26.508602387047922,-0.3530402037197
2005-06-30,17.29,25.31422789419001,-0.31698489591427326
2005-07-01,17.34,25.364227894190012,-0.316360029868209
2005-07-05,17.39,25.31422789419001,-0.31303454829087396
2005-07-06,17.34,25.484227894190013,-0.3195791502102665
2005-07-07,17.51,25.694227894190014,-0.31852398631681134
2005-07-08,17.72,25.614227894190012,-0.3081969882832437
2005-07-11,17.64,25.574227894190013,-0.310243105950914
2005-07-12,17.6,25.47422789419001,-0.3091056548169576
2005-07-13,17.5,25.624227894190014,-0.31705259287176746
2005-07-14,17.65,25.684227894190013,-0.312807841734165
2005-07-15,17.71,25.644227894190013,-0.3093962480339524
2005-07-18,17.67,25.484227894190013,-0.3066299644876245
2005-07-19,17.51,25.644227894190013,-0.317195274030181
2005-07-20,17.67,25.704227894190012,-0.31256445154713264
2005-07-21,17.73,25.304227894190014,-0.2993265760117936
2005-07-22,17.33,25.274227894190012,-0.31432128915859847
2005-07-25,17.3,25.534227894190014,-0.322478045089572
2005-07-26,17.56,25.624227894190014,-0.3147110589044707
2005-07-27,17.65,25.964227894190014,-0.32021856871971455
2005-07-28,17.99,25.924227894190015,-0.3060545496889491
2005-07-29,17.95,25.864227894190012,-0.30599126819354305
2005-08-01,17.89,25.984227894190013,-0.3115054227183658
2005-08-02,18.01,25.984227894190013,-0.30688723662145156
2005-08-03,18.01,25.944227894190014,-0.3058186170175762
2005-08-04,17.97,25.984227894190013,-0.30842663198708975
2005-08-05,18.01,26.114227894190012,-0.3103376414966903
2005-08-08,18.14,26.234227894190013,-0.3085369208057619
2005-08-09,18.26,26.06422789419001,-0.29942294572745254
2005-08-10,18.09,26.33422789419001,-0.31306131044794727
2005-08-11,18.36,26.22422789419001,-0.299884058585852
2005-08-12,18.25,26.184227894190013,-0.3030155376836805
2005-08-15,18.21,26.074227894190013,-0.30160923368865533
2005-08-16,18.1,26.15422789419001,-0.3079512775821306
2005-08-17,18.18,26.144227894190013,-0.304626624523874
2005-08-18,18.17,25.944227894190014,-0.29965154198830424
2005-08-19,17.97,26.144227894190013,-0.31265899024719557
2005-08-22,18.17,25.65422789419001,-0.29173467722585344
2005-08-23,17.68,25.554227894190014,-0.3081379694504599
2005-08-24,17.58,26.15422789419001,-0.3278333403256275
2005-08-25,18.18,26.144227894190013,-0.304626624523874
2005-08-26,18.17,26.524227894190012,-0.3149659220059694
2005-08-29,18.55,26.684227894190013,-0.30483279960148624
2005-08-30,18.71,26.644227894190013,-0.2977841176595001
2005-08-31,18.67,26.614227894190012,-0.2984955237391751
2005-09-01,18.64,26.434227894190013,-0.29485362407362414
2005-09-02,18.46,26.504227894190013,-0.3035073470656878
2005-09-06,18.53,26.72422789419001,-0.3066216890019666
2005-09-07,18.75,26.604227894190014,-0.2952248013145785
2005-09-08,18.63,26.714227894190014,-0.3026188114517143
2005-09-09,18.74,26.784227894190014,-0.30033450753064095
2005-09-12,18.81,26.824227894190013,-0.29876826001488954
2005-09-13,18.85,26.944227894190014,-0.3004067485613634
2005-09-14,18.97,27.58422789419001,-0.3122881643536741
2005-09-15,19.61,27.534227894190014,-0.2877955366913376
2005-09-16,19.56,27.374227894190014,-0.28545929859262
2005-09-19,19.4,27.47422789419001,-0.29388370531415275
2005-09-20,19.5,27.484227894190013,-0.2905021718248023
2005-09-21,19.51,27.374227894190014,-0.28728583412791486
2005-09-22,19.4,27.254227894190013,-0.28818383425436755
2005-09-23,19.28,27.264227894190014,-0.29284628653986
2005-09-26,19.29,27.254227894190013,-0.29221990529725506
2005-09-27,19.28,27.374227894190014,-0.2956878975902716
2005-09-28,19.4,27.284227894190014,-0.28896650199395624
2005-09-29,19.31,27.304227894190014,-0.29278351781890466
2005-09-30,19.33,30.565853476889693,-0.36759495315205015
2005-10-03,19.39,30.645853476889695,-0.367287975365993
2005-10-04,19.47,30.155853476889693,-0.3543542047343786
2005-10-05,18.98,30.155853476889693,-0.37060312305385235
2005-10-06,18.98,30.175853476889692,-0.3710202757136293
2005-10-07,19.0,29.935853476889694,-0.36530956050182806
2005-10-10,18.76,29.785853476889695,-0.3701708089527954
2005-10-11,18.61,29.865853476889693,-0.3768803555404675
2005-10-12,18.69,29.895853476889695,-0.37482968952708184
2005-10-13,18.72,29.875853476889695,-0.37340702201258436
2005-10-14,18.7,30.055853476889695,-0.3778250211933375
2005-10-17,18.88,30.215853476889695,-0.3751624452891862
2005-10-18,19.04,30.215853476889695,-0.36986721177468773
2005-10-19,19.04,30.015853476889696,-0.3656685453019155
2005-10-20,18.84,29.935853476889694,-0.3706543220976021
2005-10-21,18.76,30.125853476889695,-0.3772790532095208
2005-10-24,18.95,29.785853476889695,-0.36379194187928976
2005-10-25,18.61,29.525853476889694,-0.369704926072118
2005-10-26,18.35,29.535853476889695,-0.37872118662973653
2005-10-27,18.36,30.005853476889694,-0.38811938763412457
2005-10-28,18.83,30.245853476889693,-0.37743532301418903
2005-10-31,19.07,30.125853476889695,-0.366988888310531
2005-11-01,18.95,30.235853476889694,-0.3732606220464675
2005-11-02,19.06,30.405853476889693,-0.3731470154427087
2005-11-03,19.23,30.305853476889695,-0.36546911590316367
2005-11-04,19.13,30.325853476889694,-0.36918510753280775
2005-11-07,19.15,30.415853476889694,-0.37039412638707037
2005-11-08,19.24,30.395853476889695,-0.36701892530741453
2005-11-09,19.22,30.415853476889694,-0.36809269499527375
2005-11-10,19.24,30.425853476889692,-0.3676430469037142
2005-11-11,19.25,30.355853476889695,-0.3658554184729059
2005-11-14,19.18,30.455853476889693,-0.3702360035796062
2005-11-15,19.28,30.505853476889694,-0.3679901460680016
2005-11-16,19.33,30.675853476889692,-0.36986268321555693
2005-11-17,19.5,30.675853476889692,-0.36432086511657313
2005-11-18,19.5,30.915853476889694,-0.3692556469587135
2005-11-21,19.74,30.985853476889694,-0.3629350885970347
2005-11-22,19.81,30.995853476889693,-0.36088225430636367
2005-11-23,19.82,31.025853476889694,-0.36117792811845206
2005-11-25,19.85,31.005853476889694,-0.35979830341405505
2005-11-28,19.83,31.305853476889695,-0.36657213275981404
2005-11-29,20.13,31.265853476889696,-0.3561666239215512
2005-11-30,20.09,31.025853476889694,-0.35247550837031805
2005-12-01,19.85,31.045853476889693,-0.36062315005202883
2005-12-02,19.87,31.425853476889692,-0.3677180473519285
2005-12-05,20.25,31.305853476889695,-0.35315611136592207
2005-12-06,20.13,31.275853476889694,-0.3563724802946008
2005-12-07,20.1,31.605853476889695,-0.36404185336437167
2005-12-08,20.43,31.535853476889695,-0.3521659397938399
2005-12-09,20.36,31.535853476889695,-0.3543856355458924
2005-12-12,20.36,31.555853476889695,-0.3547948238854991
2005-12-13,20.38,31.535853476889695,-0.35375143675959175
2005-12-14,20.36,31.485853476889694,-0.3533603904069478
2005-12-15,20.31,31.655853476889693,-0.35841249660738783
2005-12-16,20.48,31.405853476889693,-0.34789226425352804
2005-12-19,20.23,31.525853476889694,-0.3583044463862086
2005-12-20,20.35,31.495853476889693,-0.3538832019607927
2005-12-21,20.32,31.615853476889693,-0.3572844707528344
2005-12-22,20.44,31.625853476889695,-0.3536933314721026
2005-12-23,20.45,31.595853476889694,-0.3527631714409032
2005-12-27,20.42,32.1158534768897,-0.3641769472296894
2005-12-28,20.94,31.915853476889694,-0.34389973261524465
2005-12-29,20.74,31.875853476889695,-0.349350754951967
2005-12-30,20.7,27.604763369447916,-0.25012941705161984
2006-01-03,21.13,27.46476336944792,-0.23065057157910107
2006-01-04,20.99,27.204763369447917,-0.22844394141752977
2006-01-05,20.73,26.974763369447917,-0.2315039166023174
2006-01-06,20.5,26.974763369447917,-0.24003040474421167
2006-01-09,20.5,26.974763369447917,-0.24003040474421167
2006-01-10,20.5,26.974763369447917,-0.24003040474421167
2006-01-11,20.5,27.134763369447917,-0.24451156175985878
2006-01-12,20.66,27.184763369447918,-0.24001545574536398
2006-01-13,20.71,26.934763369447918,-0.23110518121383095
2006-01-17,20.46,27.014763369447916,-0.24263634220320285
2006-01-18,20.54,26.954763369447917,-0.23798255178595928
2006-01-19,20.48,26.98476336944792,-0.24105319288486315
2006-01-20,20.51,26.96476336944792,-0.23937771235038552
2006-01-23,20.49,27.354763369447916,-0.2509531256671391
2006-01-24,20.88,27.91476336944792,-0.2520087050835369
2006-01-25,21.44,28.004763369447918,-0.23441595570165796
2006-01-26,21.53,28.514763369447916,-0.24495252788707078
2006-01-27,22.04,28.364763369447918,-0.22297959221688446
2006-01-30,21.89,28.294763369447917,-0.22635861222163967
2006-01-31,21.82,28.424763369447916,-0.2323594847071615
2006-02-01,21.95,28.344763369447918,-0.2256065180752459
2006-02-02,21.87,28.274763369447918,-0.2265187257541662
2006-02-03,21.8,28.224763369447917,-0.22762859994080387
2006-02-06,21.75,28.14476336944792,-0.22720970453742195
2006-02-07,21.67,28.204763369447917,-0.23169006184701868
2006-02-08,21.73,28.104763369447916,-0.22682145676336785
2006-02-09,21.63,28.30476336944792,-0.23581767076889404
2006-02-10,21.83,28.30476336944792,-0.22875172227854634
2006-02-13,21.83,28.254763369447918,-0.22738691120645038
2006-02-14,21.78,28.434763369447918,-0.23403617898920903
2006-02-15,21.96,28.684763369447918,-0.2344367733781081
2006-02-16,22.21,28.46476336944792,-0.2197370583505831
2006-02-17,21.99,28.694763369447916,-0.23365808189889659
2006-02-21,22.22,29.37476336944792,-0.24356837464397896
2006-02-22,22.9,29.504763369447918,-0.22385413794869236
2006-02-23,23.03,29.41476336944792,-0.21705982432207993
2006-02-24,22.94,29.844763369447918,-0.2313559428826406
2006-02-27,23.37,29.474763369447917,-0.20711831653840562
2006-02-28,23.0,29.474763369447917,-0.21967142834331743
2006-03-01,23.0,29.454763369447917,-0.2191415795294811
2006-03-02,22.98,29.224763369447917,-0.21368054517684487
2006-03-03,22.75,29.05476336944792,-0.21699586017202244
2006-03-06,22.58,29.264763369447916,-0.2284236262243875
2006-03-07,22.79,29.37476336944792,-0.2241639630124338
2006-03-08,22.9,29.474763369447917,-0.223064161263564
2006-03-09,23.0,29.354763369447916,-0.2164815055556495
2006-03-10,22.88,29.55476336944792,-0.22584391172449447
2006-03-13,23.08,29.64476336944792,-0.22144765629040597
2006-03-14,23.17,29.974763369447917,-0.22701641662945504
2006-03-15,23.5,30.14476336944792,-0.22042844682544316
2006-03-16,23.67,30.334763369447916,-0.21970711583530678
2006-03-17,23.86,30.14476336944792,-0.20848607409596065
2006-03-20,23.67,30.134763369447917,-0.21452842652822046
2006-03-21,23.66,30.364763369447918,-0.22080736437399817
2006-03-22,23.89,30.024763369447918,-0.20432345440865074
2006-03-23,23.55,30.12476336944792,-0.21825112080767228
2006-03-24,23.65,29.954763369447917,-0.21047615338128167
2006-03-27,23.48,30.344763369447918,-0.22622563523957417
2006-03-28,23.87,30.454763369447917,-0.21621456353372037
2006-03-29,23.98,30.354763369447916,-0.21000866624656733
2006-03-30,23.88,30.614763369447918,-0.2199841719557073
2006-03-31,24.14,28.829410647290686,-0.1626606490386714
2006-04-03,24.3,28.509410647290686,-0.14764986549066794
2006-04-04,23.98,28.739410647290686,-0.16560571494319642
2006-04-05,24.21,28.189410647290686,-0.14116686216258834
2006-04-06,23.66,27.579410647290686,-0.14211364765605372
2006-04-07,23.05,27.859410647290687,-0.1726314568595657
2006-04-10,23.33,27.409410647290688,-0.14883248311265396
2006-04-11,22.88,27.849410647290686,-0.17843862874613947
2006-04-12,23.32,27.589410647290688,-0.15474816413702364
2006-04-13,23.06,27.929410647290688,-0.17434706047988335
2006-04-17,23.4,28.279410647290685,-0.17254286902043903
2006-04-18,23.75,28.279410647290685,-0.16016637347159945
2006-04-19,23.75,28.319410647290688,-0.16135260384480643
2006-04-20,23.79,27.97941064729069,-0.1497319118012359
2006-04-21,23.45,28.239410647290686,-0.1696002337694037
2006-04-24,23.71,27.779410647290685,-0.1464901721263684
2006-04-25,23.25,26.159410647290688,-0.11121850895337404
2006-04-26,21.63,26.169410647290686,-0.17346247145082927
2006-04-27,21.64,26.109410647290687,-0.17118006636256522
2006-04-28,21.58,26.269410647290687,-0.17851221370184545
2006-05-01,21.74,26.419410647290686,-0.17712017538023928
2006-05-02,21.89,26.489410647290686,-0.17363204899241913
2006-05-03,21.96,26.329410647290686,-0.1659517072304959
2006-05-04,21.8,26.489410647290686,-0.17702963307605013
2006-05-05,21.96,26.589410647290688,-0.17410730567517851
2006-05-08,22.06,26.61941064729069,-0.1712814272150216
2006-05-09,22.09,26.54941064729069,-0.16796646473754262
2006-05-10,22.02,26.609410647290687,-0.17247321664217208
2006-05-11,22.08,26.519410647290687,-0.16740231170047648
2006-05-12,21.99,26.649410647290686,-0.17484103903680093
2006-05-15,22.12,26.79941064729069,-0.17460871467946837
2006-05-16,22.27,26.449410647290687,-0.15801526555824408
2006-05-17,21.92,26.359410647290687,-0.16841843342756924
2006-05-18,21.83,26.259410647290686,-0.16867898167195505
2006-05-19,21.73,26.339410647290688,-0.17500052332282612
2006-05-22,21.81,26.409410647290688,-0.17415801922723095
2006-05-23,21.88,26.359410647290687,-0.16993591803810293
2006-05-24,21.83,26.879410647290687,-0.187854217250096
2006-05-25,22.35,26.659410647290688,-0.16164688350785572
2006-05-26,22.13,26.149410647290686,-0.15370941630407775
2006-05-30,21.62,26.329410647290686,-0.17886502323876685
2006-05-31,21.8,26.449410647290687,-0.1757850376816219
2006-06-01,21.92,26.399410647290686,-0.1696784336263354
2006-06-02,21.87,26.019410647290687,-0.15947366001246266
2006-06-05,21.49,26.22941064729069,-0.18069070292969913
2006-06-06,21.7,26.149410647290686,-0.17015338155438264
2006-06-07,21.62,25.849410647290686,-0.16361729499368582
2006-06-08,21.32,25.429410647290688,-0.16160070338588495
2006-06-09,20.9,25.11941064729069,-0.16797411000348383
2006-06-12,20.59,24.909410647290688,-0.1734047709298372
2006-06-13,20.38,25.019410647290687,-0.18543245133526287
2006-06-14,20.49,25.349410647290686,-0.1916971844002241
2006-06-15,20.82,25.179410647290688,-0.17313394298050266
2006-06-16,20.65,25.069410647290688,-0.17628697816110428
2006-06-19,20.54,24.909410647290688,-0.17541204443413572
2006-06-20,20.38,25.11941064729069,-0.18867523262540675
2006-06-21,20.59,24.899410647290686,-0.17307279711697088
2006-06-22,20.37,25.019410647290687,-0.185832141005854
2006-06-23,20.49,25.179410647290688,-0.18623988912922673
2006-06-26,20.65,24.95941064729069,-0.17265674691555555
2006-06-27,20.43,24.929410647290688,-0.18048604160562776
2006-06-28,20.4,25.189410647290686,-0.19013587552139988
2006-06-29,20.66,25.489410647290686,-0.1894673326942541
2006-06-30,20.96,28.29545495768557,-0.2592449907115957
2006-07-03,20.9,27.98545495768557,-0.2531834829342201
2006-07-05,20.59,28.37545495768557,-0.27437286800495364
2006-07-06,20.98,28.52545495768557,-0.2645165508798524
2006-07-07,21.13,28.345454957685572,-0.25455421225226016
2006-07-10,20.95,28.29545495768557,-0.2595984043610654
2006-07-11,20.9,28.25545495768557,-0.2603198203214514
2006-07-12,20.86,28.17545495768557,-0.2596392842164238
2006-07-13,20.78,28.23545495768557,-0.26404585896910526
2006-07-14,20.84,28.13545495768557,-0.25929756489303624
2006-07-17,20.74,27.98545495768557,-0.2589007385672596
2006-07-18,20.59,28.70545495768557,-0.2827147303412708
2006-07-19,21.31,28.345454957685572,-0.2482039878417257
2006-07-20,20.95,28.38545495768557,-0.2619459497397405
2006-07-21,20.99,29.14545495768557,-0.2798190993939177
2006-07-24,21.75,29.27545495768557,-0.257056806412156
2006-07-25,21.88,28.91545495768557,-0.24331123158812984
2006-07-26,21.52,28.89545495768557,-0.25524619593241105
2006-07-27,21.5,28.89545495768557,-0.25593834630793855
2006-07-28,21.5,28.89545495768557,-0.25593834630793855
2006-07-31,21.5,28.89545495768557,-0.25593834630793855
2006-08-01,21.5,28.99545495768557,-0.25850447832682877
2006-08-02,21.6,29.06545495768557,-0.2568497540655744
2006-08-03,21.67,28.75545495768557,-0.24640385513329577
2006-08-04,21.36,28.98545495768557,-0.26307867062351076
2006-08-07,21.59,28.61545495768557,-0.24551260736809177
2006-08-08,21.22,28.85545495768557,-0.2646104512606857
2006-08-09,21.46,29.02545495768557,-0.2606489706609175
2006-08-10,21.63,29.05545495768557,-0.25556147609801705
2006-08-11,21.66,29.095454957685572,-0.25555383026315226
2006-08-14,21.7,29.14545495768557,-0.25545852581457906
2006-08-15,21.75,29.26545495768557,-0.25680294287418526
2006-08-16,21.87,29.18545495768557,-0.25065413468084896
2006-08-17,21.79,29.22545495768557,-0.25441708156301024
2006-08-18,21.83,29.23545495768557,-0.25330390679412995
2006-08-21,21.84,29.57545495768557,-0.2615498212539047
2006-08-22,22.18,29.43545495768557,-0.24648693108754482
2006-08-23,22.04,29.31545495768557,-0.24817813566895308
2006-08-24,21.92,29.25545495768557,-0.25073802367098386
2006-08-25,21.86,29.80545495768557,-0.2665772077281032
2006-08-28,22.41,29.70545495768557,-0.24559310631928388
2006-08-29,22.31,29.51545495768557,-0.2441248142037984
2006-08-30,22.12,29.47545495768557,-0.24954508652181717
2006-08-31,22.08,30.11545495768557,-0.26682163590010444
2006-09-01,22.72,29.97545495768557,-0.242046533336279
2006-09-05,22.58,29.79545495768557,-0.24216629576332027
2006-09-06,22.4,29.75545495768557,-0.2471968574550638
2006-09-07,22.36,29.87545495768557,-0.2515595149372677
2006-09-08,22.48,29.98545495768557,-0.2503031876046905
2006-09-11,22.59,30.20545495768557,-0.25212184250672476
2006-09-12,22.81,30.47545495768557,-0.2515288112459312
2006-09-13,23.08,30.12545495768557,-0.2338704915023414
2006-09-14,22.73,30.60545495768557,-0.25732193717015484
2006-09-15,23.21,30.52545495768557,-0.2396509722074991
2006-09-18,23.13,30.48545495768557,-0.24127751965306377
2006-09-19,23.09,30.50545495768557,-0.24308619451739444
2006-09-20,23.11,29.51545495768557,-0.21702037006946573
2006-09-21,22.12,29.61545495768557,-0.2530926831411181
2006-09-22,22.22,29.82545495768557,-0.25499879108217116
2006-09-25,22.43,29.62545495768557,-0.2428808255590651
2006-09-26,22.23,29.69545495768557,-0.2514005920543545
2006-09-27,22.3,29.89545495768557,-0.2540672141780842
2006-09-28,22.5,29.99545495768557,-0.2498863567250228
2006-09-29,22.6,27.981221414490484,-0.19231545809875683
2006-10-02,22.61,28.001221414490484,-0.19253522318496274
2006-10-03,22.63,28.381221414490483,-0.2026417866411523
2006-10-04,23.01,28.741221414490486,-0.1994077193810897
2006-10-05,23.37,28.351221414490485,-0.17569688944493067
2006-10-06,22.98,28.371221414490485,-0.19002429735848247
2006-10-09,23.0,28.301221414490485,-0.18731422707347223
2006-10-10,22.93,28.371221414490485,-0.19178664658094002
2006-10-11,23.0,28.451221414490483,-0.19159885387957798
2006-10-12,23.08,28.451221414490483,-0.18878702380611578
2006-10-13,23.08,28.381221414490483,-0.18678623224382662
2006-10-16,23.01,28.481221414490484,-0.19209925497460834
2006-10-17,23.11,28.551221414490485,-0.19057753556311685
2006-10-18,23.18,28.621221414490485,-0.1901114329011716
2006-10-19,23.25,28.711221414490485,-0.1902120894004955
2006-10-20,23.34,29.071221414490484,-0.1971441561665438
2006-10-23,23.7,29.071221414490484,-0.1847607755418632
2006-10-24,23.7,28.621221414490485,-0.17194309576176736
2006-10-25,23.25,28.621221414490485,-0.18766569520932874
2006-10-26,23.25,28.741221414490486,-0.191057343572809
2006-10-27,23.37,28.781221414490485,-0.18801222285049013
2006-10-30,23.41,28.971221414490486,-0.19195674683252872
2006-10-31,23.6,28.941221414490485,-0.18455411186675785
2006-11-01,23.57,28.511221414490485,-0.17330795277606625
2006-11-02,23.14,28.081221414490486,-0.17596176966649724
2006-11-03,22.71,28.271221414490483,-0.19670962683062798
2006-11-06,22.9,28.301221414490485,-0.1908476434775006
2006-11-07,22.93,28.201221414490483,-0.18691464944075076
2006-11-08,22.83,27.821221414490484,-0.17940338923764299
2006-11-09,22.45,27.941221414490485,-0.196527608189766
2006-11-10,22.57,27.861221414490483,-0.18991347636103795
2006-11-13,22.49,28.541221414490483,-0.21201690448392152
2006-11-14,23.17,28.861221414490483,-0.19719267361405102
2006-11-15,23.49,29.051221414490485,-0.19142814462584345
2006-11-16,23.68,28.861221414490483,-0.1795219038058148
2006-11-17,23.49,28.501221414490484,-0.17582479507150872
2006-11-20,23.13,28.271221414490483,-0.18185353010094352
2006-11-21,22.9,28.291221414490483,-0.1905616351978764
2006-11-22,22.92,27.981221414490484,-0.1808792167975003
2006-11-24,22.61,27.841221414490484,-0.18789482460592755
2006-11-27,22.47,27.981221414490484,-0.1969614311273924
2006-11-28,22.61,28.081221414490486,-0.19483559257387661
2006-11-29,22.71,28.371221414490485,-0.19954098315975355
2006-11-30,23.0,28.241221414490486,-0.18558763226158592
2006-12-01,22.87,28.731221414490484,-0.20400181843763865
2006-12-04,23.36,28.641221414490484,-0.18439232524554805
2006-12-05,23.27,28.581221414490486,-0.1858290566895694
2006-12-06,23.21,28.551221414490485,-0.1870750584344415
2006-12-07,23.18,28.371221414490485,-0.18297490046865206
2006-12-08,23.0,28.411221414490484,-0.19046071041953216
2006-12-11,23.04,28.661221414490484,-0.19612637344368444
2006-12-12,23.29,29.021221414490483,-0.19748381133362114
2006-12-13,23.65,28.441221414490485,-0.16846046604909215
2006-12-14,23.07,28.591221414490484,-0.1931089733610415
2006-12-15,23.22,28.211221414490485,-0.17692326543248427
2006-12-18,22.84,28.061221414490486,-0.18606536534415818
2006-12-19,22.69,28.071221414490484,-0.19169886963709648
2006-12-20,22.7,27.941221414490485,-0.1875802541606988
2006-12-21,22.57,27.701221414490483,-0.18523448254185448
2006-12-22,22.33,27.611221414490483,-0.19127083641866272
2006-12-26,22.24,27.891221414490484,-0.20261649106390422
2006-12-27,22.52,27.891221414490484,-0.19257749005211877
2006-12-28,22.52,27.851221414490485,-0.19141786764571656
2006-12-29,22.48,26.095836282505,-0.13855989297913807
2007-01-03,23.06,26.185836282505,-0.11937126043186186
2007-01-04,23.15,25.905836282505,-0.1063789739289791
2007-01-05,22.87,26.265836282505,-0.1292871944369377
2007-01-08,23.23,26.185836282505,-0.11287920120694495
2007-01-09,23.15,26.295836282505,-0.1196324866305154
2007-01-10,23.26,26.665836282505,-0.12772283780724747
2007-01-11,23.63,26.715836282505002,-0.11550588384634541
2007-01-12,23.68,26.865836282505,-0.1185831793585228
2007-01-16,23.83,27.215836282505002,-0.12440684340394492
2007-01-17,24.18,27.085836282505,-0.10728250190236532
2007-01-18,24.05,27.035836282505002,-0.11043994538601154
2007-01-19,24.0,26.795836282505,-0.10433845964085109
2007-01-22,23.76,27.075836282505,-0.12246477811093581
2007-01-23,24.04,29.015836282505,-0.17148691611225986
2007-01-24,25.98,29.545836282505,-0.12068828407529086
2007-01-25,26.51,29.455836282505,-0.10000857739200053
2007-01-26,26.42,28.945836282505002,-0.08726078106202884
2007-01-29,25.91,29.205836282505,-0.11284855022211038
2007-01-30,26.17,29.225836282505,-0.10455941287586923
2007-01-31,26.19,29.215836282505002,-0.10356836111916912
2007-02-01,26.18,29.205836282505,-0.10360382264819956
2007-02-02,26.17,29.285836282505002,-0.10639396643647714
2007-02-05,26.25,29.245836282505,-0.10243633499026061
2007-02-06,26.21,29.285836282505002,-0.10502811846771365
2007-02-07,26.25,29.365836282505,-0.10610412223680799
2007-02-08,26.33,29.785836282505002,-0.11602280525978792
2007-02-09,26.75,29.795836282505,-0.10222355411092798
2007-02-12,26.76,30.085836282505,-0.11054491725858995
2007-02-13,27.05,30.035836282505002,-0.09940912763078824
2007-02-14,27.0,30.695836282505002,-0.12040187628350862
2007-02-15,27.66,30.485836282505,-0.09269341527385533
2007-02-16,27.45,30.565836282505,-0.10193852553899907
2007-02-20,27.53,30.455836282505,-0.09606816425480036
2007-02-21,27.42,30.455836282505,-0.09967995146627773
2007-02-22,27.42,30.535836282505002,-0.10203867526923327
2007-02-23,27.5,30.045836282505,-0.08473174980279652
2007-02-26,27.01,29.185836282505,-0.07455110285153177
2007-02-27,26.15,29.335836282505,-0.10859878858830885
2007-02-28,26.3,29.255836282505,-0.10103407244839524
2007-03-01,26.22,28.875836282505002,-0.09197435033644707
2007-03-02,25.84,28.545836282505,-0.09478917540640897
2007-03-05,25.51,29.265836282505,-0.12833517710717945
2007-03-06,26.23,28.885836282505,-0.09194250969682094
2007-03-07,25.85,29.365836282505,-0.11972539275510419
2007-03-08,26.33,29.585836282505,-0.11004712699063623
2007-03-09,26.55,29.255836282505,-0.09248876895455871
2007-03-12,26.22,28.595836282505,-0.08308329433115913
2007-03-13,25.56,28.975836282505,-0.11788568409904399
2007-03-14,25.94,29.165836282505,-0.1106032500237274
2007-03-15,26.13,28.965836282505002,-0.09790279330612017
2007-03-16,25.93,29.685836282505,-0.12651947032122046
2007-03-19,26.65,29.445836282505002,-0.09494844213903775
2007-03-20,26.41,29.505836282505,-0.10492284485224457
2007-03-21,26.47,29.675836282505,-0.10802850682913889
2007-03-22,26.64,29.985836282505,-0.11158055593257221
2007-03-23,26.95,29.945836282505002,-0.1000418306652947
2007-03-26,26.91,29.685836282505,-0.09350709395850532
2007-03-27,26.65,29.765836282505,-0.10467827118757445
