COP,dcf,Deviation
27.26,103556860440.92,-0.999999999736763
27.38,104797046487.14,-0.9999999997387331
27.71,106450627882.09999,-0.9999999997396916
28.15,106300302300.73999,-0.9999999997351842
28.11,102842813929.46,-0.9999999997266703
27.19,102805232534.12,-0.9999999997355193
27.18,106525790672.78001,-0.9999999997448505
28.17,106525790672.78001,-0.999999999735557
28.17,108404860439.78001,-0.9999999997401408
28.67,107390162765.59999,-0.9999999997330296
28.4,105435930207.92,-0.9999999997306421
27.88,103481697650.23999,-0.9999999997305804
27.36,105511092998.59999,-0.9999999997406908
27.9,105360767417.23999,-0.9999999997351956
27.86,103707186022.28001,-0.999999999731359
27.42,105698999975.3,-0.9999999997405841
27.95,105999651138.02,-0.9999999997363199
28.03,104082999975.68,-0.9999999997306956
27.52,102730069743.44,-0.9999999997321135
27.16,101865697650.62,-0.9999999997333744
26.93,101602627883.23999,-0.9999999997349478
26.86,104571558115.09999,-0.9999999997431424
27.65,106300302300.73999,-0.9999999997398878
28.11,105774162765.98,-0.9999999997342451
27.97,104458813929.08,-0.999999999732239
27.62,105698999975.3,-0.9999999997386919
27.95,108404860439.78001,-0.9999999997421702
28.67,107615651137.64,-0.9999999997335889
28.46,107916302300.36,-0.9999999997362771
28.54,106563372068.12,-0.9999999997321781
28.18,109231651137.26001,-0.9999999997420161
28.89,107765976719.0,-0.9999999997319191
28.5,106788860440.15999,-0.9999999997331183
28.24,108179372067.73999,-0.999999999738952
28.61,106450627882.09999,-0.9999999997312369
28.15,107502906951.62,-0.9999999997381466
28.43,109532302299.98,-0.9999999997404418
28.97,110133604625.42,-0.9999999997369559
29.13,110509418578.82,-0.9999999997364025
29.23,110434255788.14,-0.9999999997353176
29.21,111223465090.28001,-0.9999999997373755
29.42,113290441833.98,-0.9999999997403135
29.97,112538813927.18,-0.9999999997336919
29.77,111223465090.28001,-0.9999999997323407
29.42,109607465090.65999,-0.9999999997315876
28.99,109006162765.21999,-0.9999999997340517
28.83,109945697648.71999,-0.9999999997377796
29.08,110241023230.08,-0.9999999997362143
29.12,109940372067.36,-0.9999999997351291
29.04,110241023230.08,-0.9999999997365772
29.12,111631534857.65999,-0.9999999997391418
29.49,111180558113.58,-0.9999999997347557
29.37,111593953462.32,-0.9999999997368137
29.48,110917488346.2,-0.9999999997342168
29.3,110804744160.18,-0.9999999997355709
29.27,112683813927.18,-0.9999999997402467
29.77,113848837182.71999,-0.999999999738513
30.08,114675627880.2,-0.9999999997376949
30.3,114149488345.44,-0.9999999997345586
30.16,114374976717.48,-0.9999999997363059
30.22,112082511601.73999,-0.9999999997303772
29.61,112270418578.44,-0.9999999997362617
29.66,111330883694.94,-0.999999999733587
29.41,109865209276.68,-0.9999999997323084
29.02,110955069741.54,-0.9999999997384527
29.31,110616837183.48,-0.9999999997350313
29.22,112683813927.18,-0.9999999997406903
29.77,113623348810.68,-0.999999999737994
30.02,113848837182.71999,-0.999999999736317
30.08,113999162764.08,-0.9999999997361384
30.12,110654418578.82,-0.9999999997278012
29.23,109526976718.62,-0.9999999997331251
28.93,106708372068.12,-0.9999999997288872
28.18,108361953463.08,-0.9999999997399456
28.62,107121767416.86,-0.9999999997328274
28.29,105731255789.28001,-0.9999999997324348
27.92,104754139510.44,-0.9999999997334712
27.66,106031906952.0,-0.9999999997391351
28.0,107159348812.2,-0.9999999997387069
28.3,104491069743.06,-0.9999999997291634
27.59,105580930207.92,-0.9999999997386839
27.88,106745953463.46,-0.9999999997388191
28.19,107046604626.18,-0.9999999997366568
28.27,106069488347.34001,-0.9999999997334766
28.01,104453488347.71999,-0.9999999997318424
27.58,104040092998.98,-0.9999999997349099
27.47,104942046487.14,-0.9999999997382365
27.71,105843999975.3,-0.9999999997381996
27.95,105618511603.26001,-0.9999999997353684
27.89,107422418579.58,-0.9999999997403708
28.37,109301488346.58,-0.9999999997404427
28.87,110090697648.71999,-0.9999999997377617
29.08,109940372067.36,-0.999999999735493
29.04,110165860439.40001,-0.9999999997363974
29.1,110616837183.48,-0.9999999997369298
29.22,112571069741.15999,-0.9999999997404306
29.74,112082511601.73999,-0.9999999997346598
29.61,112120092997.08,-0.9999999997359081
29.62,113097209275.92,-0.9999999997381014
29.88,112834139508.54,-0.9999999997351865
29.81,112946883694.56,-0.9999999997360707
29.84,114149488345.44,-0.9999999997385884
30.16,114638046484.86,-0.9999999997369111
30.29,118508930204.88,-0.9999999997444075
31.32,117531813926.04,-0.9999999997335189
31.06,117118418577.3,-0.9999999997347984
30.95,117832465088.76001,-0.999999999737339
31.14,116930511600.59999,-0.999999999733688
30.9,120012186018.48,-0.9999999997425262
31.72,117644558112.06,-0.9999999997303742
31.09,119486046483.71999,-0.9999999997398022
31.58,144760581370.76,-0.9999999997818467
32.04,145776325556.63,-0.9999999997802113
32.27,149221023230.44998,-0.9999999997837437
33.05,152842372067.03,-0.9999999997837642
33.87,149927627881.49,-0.999999999774091
33.21,151517488346.33,-0.9999999997808173
33.57,149971790672.18,-0.9999999997761579
33.22,147012883695.94998,-0.9999999997740334
32.55,142994069743.16,-0.9999999997723682
31.64,143524023231.44,-0.9999999997795491
31.76,144628092998.69,-0.9999999997804023
32.01,141580860441.08,-0.9999999997739101
31.32,141271720906.25,-0.9999999997782996
31.25,143921488347.65,-0.9999999997828677
31.85,144186465091.79,-0.9999999997791055
31.91,145997139510.08,-0.9999999997814341
32.32,146217953463.53,-0.9999999997789601
32.37,148735232532.86,-0.999999999782365
32.94,146217953463.53,-0.9999999997747199
32.37,142949906952.47,-0.999999999773557
31.63,145202209277.66,-0.9999999997821658
32.14,144583930208.0,-0.9999999997777069
32.0,143700674394.2,-0.9999999997773149
31.8,147189534858.71002,-0.999999999783952
32.59,150280930207.01,-0.9999999997831395
33.29,152003279043.92,-0.9999999997809915
33.68,149309348811.83,-0.9999999997744281
33.07,148867720904.93,-0.9999999997778565
32.97,150148441834.94,-0.9999999997804173
33.26,149309348811.83,-0.999999999777241
33.07,151208348811.5,-0.9999999997812952
33.5,148867720904.93,-0.999999999774968
32.97,148249441835.27,-0.9999999997776046
32.83,149221023230.44998,-0.9999999997799908
33.05,148470255788.72,-0.9999999997773965
32.88,150413418579.08,-0.9999999997814025
33.32,152842372067.03,-0.9999999997819976
33.87,154255581369.11,-0.9999999997804293
34.19,154564720903.94,-0.9999999997787982
34.26,155359651136.36,-0.9999999997794794
34.44,154829697648.08,-0.999999999777562
34.32,156419558112.92,-0.9999999997805901
34.68,153548976718.07,-0.9999999997741438
34.03,147940302300.44,-0.9999999997699748
32.76,148867720904.93,-0.9999999997799388
32.97,149044372067.69,-0.9999999997787907
33.01,145908813928.69998,-0.9999999997737629
32.3,147366186021.47,-0.9999999997808181
32.63,147410348812.16,-0.9999999997786451
32.64,145908813928.69998,-0.9999999997762986
32.3,147719488346.99,-0.9999999997813424
32.71,149132697649.07,-0.9999999997806651
33.03,150634232532.53,-0.9999999997807272
33.37,149795139509.42,-0.9999999997772291
33.18,149706813928.03998,-0.9999999997783668
33.16,151384999974.26,-0.9999999997809559
33.54,151296674392.88,-0.9999999997783163
33.52,149574325555.97,-0.9999999997758974
33.13,149971790672.18,-0.9999999997790918
33.22,148116953463.19998,-0.9999999997757177
32.8,148956046486.31,-0.9999999997798008
32.99,150236767416.32,-0.9999999997804133
33.28,149353511602.52,-0.999999999777173
33.08,149441837183.9,-0.999999999778643
33.1,142972906952.14,-0.9999999997684876
32.06,142045488347.65,-0.9999999997742977
31.85,143105395324.21002,-0.9999999997774368
32.09,145136883695.94998,-0.9999999997788984
32.55,144253627882.15,-0.9999999997743557
32.35,145534348812.16,-0.9999999997777157
32.64,145490186021.47,-0.999999999775655
32.63,148272441834.94,-0.9999999997799321
33.26,150524744160.13,-0.9999999997790396
33.77,151231348811.17,-0.9999999997766997
33.93,153086186020.15,-0.9999999997783602
34.35,151672976718.07,-0.9999999997735259
34.03,149067372067.36,-0.9999999997717139
33.44,148360767416.32,-0.9999999997746035
33.28,150303930206.68,-0.999999999778582
33.72,151010534857.72,-0.9999999997767043
33.88,153704465089.81,-0.999999999779577
34.49,154587720903.61,-0.9999999997768905
34.69,154543558112.92,-0.9999999997755326
34.68,157590790670.53,-0.9999999997799364
35.37,160638023228.14,-0.9999999997798155
36.06,161432953460.56,-0.9999999997766256
36.24,162713674390.57,-0.9999999997772775
36.53,163376116250.92,-0.9999999997764055
36.68,163155302297.47,-0.9999999997751835
36.63,164171046483.34,-0.999999999776879
36.86,164436023227.48,-0.9999999997758399
36.92,168808139505.78998,-0.9999999997812902
37.91,168101534854.75,-0.9999999997744815
37.75,171369581365.81,-0.9999999997797159
38.49,172032023226.16,-0.9999999997762626
38.64,176978255783.44,-0.9999999997816681
39.76,176448302295.16,-0.9999999997746649
39.64,180246302294.5,-0.9999999997800787
40.5,179716348806.22,-0.9999999997746448
40.38,181836162759.34,-0.999999999777932
40.86,186870720898.0,-0.9999999997813461
42.0,190447906943.89,-0.9999999997794673
42.81,188063116246.63,-0.9999999997723636
42.27,184044302293.84,-0.999999999770327
41.36,185722488340.06,-0.9999999997773021
41.74,187577325549.03998,-0.9999999997774784
42.16,190271255781.13,-0.9999999997784216
42.77,189564651130.09,-0.9999999997743778
42.61,185899139502.82,-0.9999999997707897
41.78,180820418573.47,-0.999999999768942
40.63,179098069736.56,-0.999999999773141
40.24,179142232527.25,-0.999999999775374
40.25,180334627875.88,-0.9999999997768039
40.52,177640697643.78998,-0.9999999997718991
39.91,180687930201.4,-0.9999999997791219
40.6,183116883689.35,-0.9999999997782837
41.15,186959046479.38,-0.9999999997798983
42.02,185015883689.02,-0.9999999997728843
41.58,181571186015.19998,-0.999999999770999
40.8,178303139504.14,-0.9999999997711763
40.06,177773186015.86,-0.9999999997746567
39.94,178568116248.28,-0.9999999997763318
40.12,175830023225.5,-0.9999999997718251
39.5,178877255783.11,-0.9999999997791782
40.19,182896069735.9,-0.9999999997802577
41.1,247203720000.0,-0.9999999998337403
42.03,247844360000.0,-0.9999999998304178
42.14,242893960000.0,-0.9999999998265087
41.29,248543240000.0,-0.999999999833872
42.26,247378440000.0,-0.9999999998291687
42.06,244699400000.0,-0.9999999998281156
41.6,247320199999.99997,-0.999999999831797
42.05,242777480000.00003,-0.9999999998267961
41.27,236196360000.0,-0.9999999998252725
40.14,235206280000.0,-0.9999999998293413
39.97,224548360000.0,-0.9999999998219983
38.14,230314120000.0,-0.9999999998344001
39.13,234507400000.0,-0.9999999998331396
39.85,231653640000.0,-0.9999999998279759
39.36,237011720000.0,-0.9999999998339323
40.28,239865480000.00003,-0.9999999998320726
40.77,243709320000.0,-0.9999999998327106
41.43,239399560000.0,-0.999999999826942
40.69,232643720000.0,-0.9999999998250974
39.53,230547080000.0,-0.9999999998285383
39.17,235148040000.0,-0.9999999998334241
39.96,239283080000.0,-0.9999999998330011
40.67,232177800000.00003,-0.9999999998248326
39.45,233400839999.99997,-0.9999999998309774
39.66,235555720000.0,-0.9999999998316322
40.03,235322760000.0,-0.9999999998298932
39.99,239399560000.0,-0.9999999998329571
40.69,235264519999.99997,-0.9999999998270458
39.98,237710600000.0,-0.9999999998318123
40.4,225130760000.0,-0.9999999998205488
38.24,221112199999.99997,-0.9999999998270561
37.55,217268360000.0,-0.9999999998271722
36.89,221985800000.00003,-0.9999999998338182
37.7,223965960000.0,-0.9999999998316709
38.04,227402120000.0,-0.9999999998327193
38.63,226877960000.0,-0.9999999998297322
38.54,231828360000.0,-0.9999999998337563
39.39,234041480000.00003,-0.9999999998316965
39.77,236254600000.0,-0.9999999998316647
40.15,235672199999.99997,-0.9999999998296363
40.05,241146760000.0,-0.9999999998339185
40.99,241787400000.0,-0.9999999998304709
41.1,246912519999.99997,-0.9999999998335443
41.98,246271880000.0,-0.999999999829538
41.87,246679560000.0,-0.9999999998302657
41.94,247436680000.0,-0.9999999998305021
42.07,244990600000.0,-0.9999999998282791
41.65,244408199999.99997,-0.9999999998295883
41.55,252212360000.0,-0.9999999998352579
42.89,250756360000.0,-0.9999999998289575
42.64,251047560000.0,-0.9999999998301518
42.69,253493640000.0,-0.9999999998315934
43.11,256929800000.00003,-0.999999999832211
43.7,262579080000.0,-0.9999999998335739
44.67,271839240000.0,-0.9999999998356749
46.26,269334920000.0,-0.9999999998282436
45.83,260948360000.0,-0.9999999998243714
44.39,261763720000.0,-0.9999999998304195
44.53,259958280000.0,-0.9999999998287032
44.22,260831880000.0,-0.9999999998304655
44.37,266655880000.0,-0.9999999998336058
45.37,260365960000.0,-0.9999999998257453
44.29,258909960000.0,-0.9999999998289366
44.04,257686920000.0,-0.9999999998290949
43.83,488241892831.39996,-0.9999999999102289
45.05,505851714259.04,-0.9999999999109422
46.68,495480285688.16,-0.9999999999057884
45.72,500665999973.60004,-0.9999999999086816
46.2,497640999973.76,-0.999999999907162
45.92,503150821402.04,-0.9999999999087351
46.43,508660642830.31995,-0.999999999908721
46.94,508012428544.64,-0.9999999999076007
46.88,491915107116.92,-0.999999999904699
45.39,490294571402.72003,-0.999999999907423
45.24,489106178545.64,-0.9999999999075048
45.13,500341892830.76,-0.9999999999098017
46.17,500233857116.48,-0.9999999999077032
46.16,495912428545.27997,-0.999999999906919
45.76,505959749973.31995,-0.999999999909558
46.69,514062428544.31995,-0.9999999999091744
47.44,509957071401.68005,-0.9999999999069725
47.06,514278499972.88,-0.9999999999084932
47.46,523245464258.12,-0.9999999999092969
48.29,516979392829.88,-0.999999999906592
47.71,520436535686.84,-0.999999999908327
48.03,531780285686.24,-0.9999999999096807
49.08,527782964257.88,-0.9999999999070073
48.71,530159749972.04,-0.999999999908122
48.93,526594571400.8,-0.9999999999070822
48.6,536641892828.84,-0.9999999999094368
49.53,533616892829.0,-0.9999999999071806
49.25,542151714257.12,-0.9999999999091582
50.04,548417785685.36,-0.9999999999087557
50.62,550254392828.12,-0.9999999999080061
50.79,543772249971.31995,-0.9999999999065969
50.19,529295464257.8,-0.9999999999051759
48.85,509632964258.84,-0.9999999999041467
47.03,508876714258.88,-0.9999999999075807
46.96,520976714258.24,-0.9999999999098617
48.08,522165107115.31995,-0.9999999999079219
48.19,517951714258.39996,-0.9999999999069604
47.8,522165107115.31995,-0.9999999999084581
48.19,520760642829.68005,-0.9999999999074622
48.06,511145464258.76,-0.9999999999059759
47.17,520976714258.24,-0.9999999999094585
48.08,531996357114.8,-0.9999999999096234
49.1,544636535685.56006,-0.9999999999098481
50.27,569808857112.8,-0.9999999999117775
52.6,551442785685.2,-0.9999999999046139
50.9,551658857113.76,-0.9999999999077328
50.92,550686535685.24,-0.9999999999075336
50.83,555007964256.44,-0.9999999999084157
51.23,570024928541.36,-0.9999999999101268
52.62,554683857113.6,-0.9999999999051351
51.2,546797249971.1599,-0.9999999999063638
50.47,557276714256.32,-0.9999999999094346
51.44,557816892827.72,-0.9999999999077833
51.49,570997249969.88,-0.9999999999098245
52.71,579532071398.0,-0.9999999999090473
53.5,568944571398.56,-0.9999999999059662
52.52,581584749969.32,-0.999999999909695
53.69,576074928541.04,-0.9999999999068003
53.18,563974928541.68,-0.999999999905705
52.06,572941892826.92,-0.9999999999091357
52.89,569592785684.24,-0.9999999999071442
52.58,573914214255.44,-0.9999999999083835
52.98,585582071397.68,-0.9999999999095259
54.06,577263321398.12,-0.9999999999063512
53.29,597992080435.6,-0.9999999999108851
52.57,575914494229.6,-0.9999999999087191
50.62,548742080437.6,-0.9999999999077527
48.22,538099551702.4,-0.9999999999103883
47.28,551685758598.3999,-0.999999999914299
48.48,548515643656.0,-0.999999999911616
48.2,560403574690.0,-0.9999999999139906
49.25,550553574690.4,-0.9999999999105446
48.38,529721390783.2,-0.999999999908669
46.54,540816793081.6001,-0.999999999913945
47.52,546704149403.19995,-0.9999999999130791
48.04,521343229863.99994,-0.9999999999078534
45.8,534023689633.60004,-0.999999999914236
46.92,501190356301.60004,-0.9999999999063829
44.02,504700126416.39996,-0.9999999999127799
44.33,523267942507.6,-0.9999999999152824
45.97,541722540208.0,-0.9999999999151411
47.6,544779436759.6,-0.9999999999126252
47.87,528475988484.4,-0.9999999999094188
46.43,548742080437.6,-0.9999999999153883
48.22,567083459747.2001,-0.9999999999149685
49.84,573650126413.6,-0.9999999999131177
50.42,578518517218.0,-0.9999999999128464
50.85,591198976987.6,-0.9999999999139884
51.97,574555873540.0,-0.9999999999095476
50.5,570253574689.6,-0.999999999911443
50.12,577725988482.4,-0.9999999999132461
50.78,568894954000.0,-0.9999999999107392
50.0,549874264345.6,-0.9999999999090701
48.32,550893229862.8,-0.9999999999122879
48.41,549421390782.4,-0.9999999999118891
48.28,545458747104.4,-0.9999999999114874
47.93,561196103425.6,-0.9999999999145931
49.32,547270241357.19995,-0.99999999990988
48.09,539911045955.19995,-0.9999999999109298
47.44,557346678138.4,-0.9999999999148824
48.98,558592080437.2001,-0.9999999999123153
49.09,556101275839.6,-0.9999999999117247
48.87,555195528713.2,-0.999999999911977
48.79,535608747104.80005,-0.9999999999089074
47.06,531759321817.6,-0.9999999999115013
46.72,525079436760.4,-0.999999999911023
46.13,546251275840.0,-0.9999999999155517
48.0,541269666644.80005,-0.9999999999113196
47.56,546251275840.0,-0.9999999999129339
48.0,552817942506.4,-0.9999999999131721
48.58,548062770092.80005,-0.9999999999113606
48.16,554516218368.4,-0.9999999999131495
48.73,547157022966.3999,-0.9999999999109397
48.08,531419666645.19995,-0.9999999999095254
46.69,505152999979.6,-0.9999999999075726
44.37,505492655152.0,-0.9999999999122242
44.4,510021390783.99994,-0.9999999999129449
44.8,497793804577.6,-0.9999999999100029
43.72,508549551703.60004,-0.99999999991403
44.67,512172540209.2,-0.9999999999127833
44.99,515002999979.2,-0.9999999999126413
45.24,515908747105.6,-0.99999999991231
45.32,513304724117.2,-0.9999999999117094
45.09,499039206876.39996,-0.9999999999096464
43.83,505945528715.19995,-0.9999999999133701
44.44,500850701129.2,-0.999999999911271
43.99,504926563198.0,-0.9999999999128785
44.35,524490436760.4,-0.9999999999154418
46.13,520074919519.2,-0.9999999999113013
45.74,515999057450.4,-0.9999999999113565
45.38,527773770093.60004,-0.9999999999140162
46.42,527660551702.8,-0.9999999999120268
46.41,526641586185.6,-0.9999999999118756
46.32,526754804576.39996,-0.9999999999120653
46.33,526754804576.39996,-0.9999999999120464
46.33,526641586185.6,-0.9999999999120275
46.32,557097333310.7999,-0.9999999999168547
49.01,549511701127.19995,-0.9999999999108117
48.34,556418022966.0,-0.9999999999131228
48.95,560154229862.4,-0.9999999999126133
49.28,562418597678.4,-0.9999999999123784
49.48,558682390782.0,-0.9999999999114345
49.15,550643885035.2,-0.9999999999107408
48.44,554606528713.2,-0.9999999999126588
48.79,563890436758.8,-0.9999999999134761
49.61,565362275839.2001,-0.999999999912251
49.74,560607103425.6,-0.9999999999112748
49.32,558229517218.8,-0.9999999999116492
49.11,557210551701.6,-0.9999999999118645
49.02,541586413771.19995,-0.9999999999094882
47.64,543850781587.19995,-0.9999999999124024
47.84,520980666645.6,-0.9999999999081731
45.82,521773195381.2,-0.999999999912184
45.89,514074344806.8,-0.9999999999107327
45.21,514413999979.2,-0.9999999999121136
45.24,515319747105.6,-0.9999999999122099
45.32,513055379289.6,-0.9999999999116664
45.12,508639862048.39996,-0.9999999999112928
44.73,519169172392.8,-0.9999999999138431
45.66,529472045955.6,-0.9999999999137632
46.57,544530091932.0,-0.9999999999144767
47.9,536491586185.19995,-0.9999999999107162
47.19,532528942507.2,-0.9999999999113851
46.84,543624344805.6,-0.9999999999138376
47.82,536378367794.4,-0.9999999999108465
47.18,528339862047.6,-0.9999999999107014
46.47,535359402277.2,-0.9999999999131985
47.09,544077218368.80005,-0.9999999999134498
47.86,541473195380.4,-0.9999999999116115
47.63,525056528714.4,-0.999999999909286
46.18,515546183887.2,-0.9999999999104251
45.34,516225494232.0,-0.9999999999121701
45.4,512602505726.39996,-0.9999999999114324
45.08,512036413772.4,-0.9999999999119594
45.03,521433540208.8,-0.999999999913642
45.86,527207678139.6,-0.9999999999130134
46.37,534453655150.8,-0.9999999999132385
47.01,540227793081.6001,-0.9999999999129812
47.52,531849632162.4,-0.9999999999106515
46.78,522565724116.8,-0.9999999999104802
45.96,515659402278.0,-0.9999999999108714
45.35,524150781588.0,-0.9999999999134791
46.1,529698482737.2,-0.9999999999129694
46.59,535246183886.39996,-0.999999999912956
47.08,546794459748.0,-0.9999999999138982
48.1,552455379288.0,-0.9999999999129341
48.6,561512850552.0,-0.9999999999134481
49.4,558682390782.0,-0.9999999999115776
49.15,547247333311.19995,-0.9999999999101868
48.14,451863833300.60004,-0.9999999998934634
49.1,456983166633.56,-0.9999999998925562
49.66,466856166632.84,-0.9999999998936289
50.74,471701249965.82,-0.9999999998924319
51.27,462650999966.48,-0.9999999998891821
50.28,467861749966.10004,-0.9999999998925324
50.85,472432583299.10004,-0.9999999998923655
51.35,472249749965.77997,-0.9999999998912652
51.33,470878499965.88,-0.999999999890991
51.18,479197416631.94,-0.9999999998931964
52.09,495286749964.10004,-0.9999999998948286
53.85,496292333297.36,-0.9999999998914954
53.96,489893166631.16,-0.9999999998898536
53.26,508267916629.82,-0.9999999998952127
55.27,489710333297.84,-0.9999999998871374
53.24,478648916631.98,-0.9999999998887702
52.03,470969916632.54,-0.9999999998895258
51.19,464296499966.36,-0.9999999998897472
50.46,469232999966.0,-0.9999999998924628
51.0,475540749965.54,-0.9999999998927537
51.69,485139499964.84,-0.9999999998934533
52.74,473438166632.36,-0.9999999998886021
51.46,466764749966.18,-0.9999999998897517
50.73,468867333299.36,-0.9999999998918031
50.96,469690083299.3,-0.9999999998915029
51.05,471061333299.2,-0.9999999998916277
51.2,474900833298.92,-0.999999999892188
51.62,469050166632.68,-0.9999999998899478
50.98,457348833300.2,-0.9999999998885315
49.7,445647499967.72003,-0.9999999998884769
48.42,453509333300.48,-0.9999999998932326
49.28,445556083301.06,-0.9999999998893966
48.41,438151333301.60004,-0.999999999889513
47.6,440071083301.46,-0.9999999998918356
47.81,439065499968.2,-0.9999999998911097
47.7,439979666634.8,-0.999999999891586
47.8,429192499968.92,-0.9999999998886281
46.62,440345333301.44,-0.9999999998941286
47.84,445281833301.08,-0.9999999998925624
48.38,434951749968.5,-0.9999999998887693
47.25,444093416634.5,-0.9999999998936034
48.25,446927333300.96,-0.9999999998920406
48.56,452595166633.88,-0.9999999998927076
49.18,438882666634.88,-0.9999999998879427
47.68,434403249968.54,-0.9999999998902402
47.19,424804499969.24,-0.9999999998889136
46.14,428735416635.62,-0.9999999998923812
46.57,425078749969.22003,-0.9999999998904439
46.17,418588166636.36,-0.9999999998897007
45.46,406612583303.89996,-0.9999999998881982
44.15,417399749969.77997,-0.999999999894226
45.33,433306249968.62,-0.9999999998953858
47.07,429283916635.58,-0.9999999998903523
46.63,415571416636.58,-0.9999999998877931
45.13,412737499970.12,-0.9999999998906569
44.82,420050833302.92,-0.9999999998932986
45.62,426449999969.12,-0.9999999998930238
46.32,429923833302.2,-0.99999999989226
46.7,435774499968.44,-0.9999999998928345
47.34,440345333301.44,-0.9999999998924934
47.84,449944083300.74,-0.9999999998936757
48.89,462742416633.14,-0.9999999998943473
50.29,459634249966.7,-0.999999999890587
49.95,600401749994.34,-0.9999999999168057
50.94,607112708327.61,-0.9999999999160947
51.51,607112708327.61,-0.9999999999151558
51.51,603698361105.42,-0.9999999999146759
51.22,604993458327.63,-0.999999999915338
51.33,610173847216.4701,-0.9999999999158764
51.77,610527055549.7999,-0.9999999999152044
51.8,602756472216.54,-0.9999999999140615
51.14,606053083327.62,-0.9999999999156179
51.42,585331527772.26,-0.9999999999121524
49.66,587803986105.57,-0.999999999915516
49.87,592042486105.5299,-0.9999999999157662
50.23,578973777772.32,-0.9999999999132431
49.12,571791874994.61,-0.9999999999140946
48.51,591100597216.65,-0.9999999999179328
50.15,606053083327.62,-0.9999999999172515
51.42,616296124994.19,-0.9999999999165661
52.29,611115736105.35,-0.9999999999144352
51.85,610527055549.7999,-0.9999999999150734
51.8,616767069438.63,-0.9999999999160136
52.33,617002541660.85,-0.9999999999151867
52.35,620181416660.82,-0.9999999999155892
52.62,617944430549.73,-0.9999999999148467
52.43,615589708327.5299,-0.9999999999148297
52.23,607465916660.94,-0.9999999999140199
51.54,607701388883.16,-0.9999999999151886
51.56,619004055549.7201,-0.999999999916705
52.52,611822152772.01,-0.9999999999141581
51.91,614412347216.43,-0.9999999999155128
52.13,600401749994.34,-0.9999999999131748
50.94,601696847216.5499,-0.9999999999153394
51.05,599342124994.35,-0.9999999999148232
50.85,595574569438.83,-0.9999999999146203
50.53,596634194438.82,-0.9999999999153082
50.62,600872694438.7799,-0.9999999999157558
50.98,602756472216.54,-0.9999999999154219
51.14,592984374994.41,-0.9999999999137583
50.31,592160222216.64,-0.9999999999150398
50.24,595692305549.94,-0.9999999999156611
50.54,590276444438.88,-0.999999999914379
50.08,581210763883.41,-0.999999999913835
49.31,570614513883.51,-0.9999999999135843
48.41,569908097216.85,-0.9999999999150565
48.35,577207736105.67,-0.9999999999162347
48.97,577560944439.0,-0.9999999999152124
49.0,555073347216.99,-0.9999999999117234
47.09,552836361105.9,-0.9999999999148211
46.9,542240111106.0,-0.999999999913507
46.0,528347249995.02,-0.9999999999129361
44.82,522460444439.52,-0.9999999999142136
44.32,531643861106.1001,-0.9999999999166359
45.1,525168374995.05005,-0.9999999999141228
44.55,522107236106.18994,-0.9999999999146727
44.29,530819708328.3301,-0.999999999916563
45.03,523873277772.83997,-0.9999999999140441
44.44,514454388884.04,-0.9999999999136172
43.64,523049124995.06995,-0.9999999999165662
44.37,521518555550.64,-0.9999999999149215
44.24,515043069439.58997,-0.9999999999141043
43.69,525286111106.16003,-0.9999999999168263
44.56,531055180550.55005,-0.9999999999160916
45.05,529524611106.12,-0.9999999999149237
44.92,534940472217.18005,-0.9999999999160281
45.38,511172286994.06006,-0.9999999999112237
44.63,489211398107.02,-0.9999999999087715
42.71,495731036995.36,-0.9999999999138444
43.28,505338925883.43994,-0.9999999999143545
44.12,506482722179.64,-0.9999999999128895
44.22,501793157365.22003,-0.999999999911876
43.81,507969657364.7,-0.9999999999137547
44.35,503165712920.66,-0.9999999999118581
43.93,513459879586.45996,-0.9999999999144432
44.83,524097185141.12,-0.9999999999144624
45.76,533361935140.3401,-0.9999999999142046
46.57,530845583288.69995,-0.9999999999122721
46.35,526727916622.38,-0.999999999912004
45.99,533705074029.19995,-0.9999999999138288
46.6,531303101807.17993,-0.9999999999122912
46.39,530044925881.36,-0.9999999999124791
46.28,536107046251.22,-0.9999999999136739
46.81,547888148102.0801,-0.9999999999145629
47.84,543084203658.04004,-0.9999999999119106
47.42,534276972177.30005,-0.9999999999112446
46.65,522152731437.58,-0.9999999999106584
45.59,525927259215.04004,-0.999999999913315
45.92,521237694400.62,-0.999999999911902
45.51,521237694400.62,-0.9999999999126886
45.51,532332518473.76,-0.9999999999145083
46.48,533018796251.48,-0.9999999999127985
46.54,532446898103.38,-0.9999999999125923
46.49,544571138843.1,-0.9999999999146301
47.55,552692092546.12,-0.9999999999139666
48.26,550747638842.5801,-0.9999999999123736
48.09,550633259212.96,-0.9999999999126642
48.08,554064648101.56,-0.9999999999132231
48.38,558525453656.74,-0.9999999999133791
48.77,543656101806.14,-0.9999999999102925
47.47,547430629583.6,-0.9999999999132858
47.8,548460046250.17993,-0.9999999999128469
47.89,561499324026.86,-0.9999999999147104
49.03,562986259211.9199,-0.9999999999129109
49.16,561270564767.62,-0.9999999999124131
49.01,560355527730.66,-0.9999999999125376
48.93,566646407359.76,-0.9999999999136499
49.48,580143203654.9199,-0.9999999999147107
50.66,587463499950.6,-0.9999999999137649
51.3,588149777728.32,-0.9999999999127773
51.36,587120361061.74,-0.9999999999125222
51.27,594440657357.4199,-0.9999999999137509
51.91,601417814764.24,-0.9999999999136873
