COP,dcf,Deviation
48.99,50.24389999669706,-0.02495626328329381
48.3,50.41389999669706,-0.041930895979790495
48.47,51.16389999669706,-0.052652358339981276
49.22,50.073899996697065,-0.017052795902723572
48.13,51.473899996697064,-0.06496302003367982
49.53,52.503899996697065,-0.05664150657159084
50.56,51.293899996697064,-0.014307744132232458
49.35,49.223899996697064,0.002561763763362812
47.28,47.87389999669706,-0.01240550689912534
45.93,47.043899996697064,-0.02367788378036839
45.1,48.223899996697064,-0.06477908250703535
46.28,50.973899996697064,-0.09208438037900202
49.03,50.53389999669706,-0.029760220303506224
48.59,49.13389999669706,-0.011069750146713742
47.19,49.71389999669706,-0.05076849727872379
47.77,48.543899996697064,-0.015942270743589115
46.6,48.63389999669706,-0.04182062299826228
46.69,48.786726606163526,-0.042977398813607515
46.88,49.30672660616353,-0.049216948136649896
47.4,47.256726606163525,0.003031809524821849
45.35,45.966726606163526,-0.013416804973901075
44.06,45.19672660616352,-0.025150640135263802
43.29,43.02672660616353,0.006118833910985
41.12,42.156726606163524,-0.02459219891166675
40.25,40.906726606163524,-0.016054244879730173
39.0,43.156726606163524,-0.09631700393073539
41.25,41.26672660616352,-0.0004053291244336954
39.36,38.30672660616353,0.027495781737377767
36.4,36.656726606163524,-0.007003533319321464
34.75,38.81672660616353,-0.1047673763793826
36.91,39.576726606163525,-0.06738118169045904
37.67,36.10672660616353,0.04329590469077904
34.2,37.256726606163525,-0.08204495898085251
35.35,38.116726606163525,-0.07258562978795091
36.21,39.92672660616353,-0.09308868825699756
38.02,40.98672660616353,-0.07238261876022545
39.08,40.506726606163525,-0.03522196745333739
38.6,38.49672660616353,0.0026826539017978934
36.59,40.536726606163526,-0.09736174912464268
38.63,37.226726606163524,0.037695320587336933
35.32,34.80672660616353,0.014746385077922808
32.9,36.33672660616352,-0.09457997258290674
34.43,35.48672660616353,-0.029778080629730197
33.58,34.246726606163534,-0.019468330910304976
32.34,33.786726606163526,-0.0428193776516842
31.88,34.80672660616353,-0.08408508617541954
32.9,34.66672660616353,-0.05096317936892891
32.76,35.81672660616352,-0.08534355022933626
33.91,35.60672660616353,-0.04765185592403842
33.7,34.77672660616353,-0.030961125765433528
32.87,36.35672660616353,-0.09590320503640792
34.45,34.826726606163525,-0.010817169538318017
32.92,34.866726606163525,-0.05583336308431641
32.96,34.966726606163526,-0.057389604373484726
33.06,36.02672660616353,-0.08234793681355368
34.12,35.73672660616353,-0.04523991869710564
33.83,36.366726606163525,-0.06975405385354627
34.46,38.396726606163526,-0.10252766196823648
36.49,40.466726606163526,-0.09827151686536029
38.56,43.02672660616353,-0.10381283817030307
41.12,43.30672660616353,-0.05049392502116079
41.4,40.52672660616353,0.021548086089530294
38.62,40.95672660616353,-0.057053548947729626
39.05,40.936726606163525,-0.04608884887927156
39.03,42.42672660616353,-0.0800610105440015
40.52,41.91672660616353,-0.03332146184235074
40.01,41.73672660616353,-0.04137187428370426
39.83,43.77672660616353,-0.09015581821980845
41.87,44.91672660616353,-0.06783055748647226
43.01,44.92672660616353,-0.042663393284045115
43.02,44.48672660616353,-0.03296998269052942
42.58,43.826726606163525,-0.02844671967785506
41.92,41.756726606163525,0.003910109989617272
39.85,41.94672660616352,-0.0499854643212001
40.04,41.58672660616352,-0.03719279521111152
39.68,41.52672660616353,-0.044470796450626904
39.62,41.98672660616353,-0.056368447780258846
40.08,42.17672660616353,-0.04971288136564689
40.27,43.68982494172625,-0.07827508913774839
39.78,43.00982494172625,-0.07509504970323222
39.1,42.949824941726256,-0.08963540472981313
39.04,44.65982494172625,-0.12583625101663964
40.75,44.21982494172625,-0.07846763179860738
40.31,45.13982494172625,-0.10699697989439183
41.23,45.099824941726254,-0.08580576414047014
41.19,47.379824941726255,-0.1306426300506448
43.47,47.489824941726255,-0.0846460256835837
43.58,48.129824941726255,-0.09453233929761873
44.22,47.60982494172625,-0.07120011354537326
43.7,48.90982494172625,-0.1065189856625639
45.0,50.96982494172625,-0.11712468992294056
47.06,50.989824941726255,-0.07707076747601027
47.08,50.13982494172625,-0.06102584014368739
46.23,51.529824941726254,-0.1028496593520295
47.62,50.17982494172625,-0.05101303052967954
46.27,51.989824941726255,-0.11001816121014873
48.08,52.019824941726256,-0.07573698962154785
48.11,51.57982494172625,-0.06727097165696827
47.67,51.699824941726256,-0.07794658775476504
47.79,50.75982494172625,-0.05850739133036209
46.85,48.989824941726255,-0.043678966893055615
45.08,47.31982494172625,-0.04733375375932958
43.41,47.11982494172625,-0.07873172165461662
43.21,46.669824941726255,-0.07413408869748972
42.76,45.559824941726255,-0.06145381254882787
41.65,46.779824941726254,-0.1096589170249459
42.87,47.589824941726256,-0.09917718645751872
43.68,47.63982494172625,-0.08312005651930865
43.73,46.92982494172625,-0.06818318512160537
43.02,47.989824941726255,-0.10355997230165104
44.08,47.68982494172625,-0.07569381825446442
43.78,47.24982494172625,-0.07343572057686198
43.34,47.269824941726256,-0.08313601640308377
43.36,47.489824941726255,-0.08696231133287757
43.58,47.49982494172625,-0.08252293448523595
43.59,47.36982494172625,-0.07979393941979185
43.46,48.809824941726255,-0.10960549332257141
44.9,48.63982494172625,-0.07688812503348463
44.73,48.239824941726255,-0.07275782915808937
44.33,47.699824941726256,-0.07064648446494493
43.79,47.96982494172625,-0.08713446310892115
44.06,48.28982494172625,-0.08759246791286968
44.38,48.089824941726256,-0.07714365660972367
44.18,49.42982494172625,-0.10620763775545172
45.52,51.449824941726256,-0.11525452124361091
47.54,51.39982494172625,-0.07509412621739997
47.49,50.47982494172625,-0.05922811628561886
46.57,48.419824941726255,-0.03820387504400391
44.51,47.78982494172625,-0.06863019368088485
43.88,48.22982494172625,-0.09018952374349132
44.32,47.61982494172625,-0.06929519261703165
43.71,47.06982494172625,-0.07137959288962326
43.16,48.059824941726255,-0.10195261734031325
44.15,48.599824941726254,-0.09156051378913055
44.69,48.709824941726254,-0.08252595747439773
44.8,47.89982494172625,-0.06471474468847072
43.99,49.53982494172625,-0.11202754447062568
45.63,47.07982494172625,-0.030795036802298892
43.17,44.68982494172625,-0.034008299287545674
40.78,45.85982494172625,-0.11076852011932337
41.95,47.81982494172625,-0.12274877519688288
43.91,47.50982494172625,-0.07577011588953786
43.6,45.8101082971004,-0.048244991755242994
43.51,44.000108297100404,-0.011138797518203014
41.7,44.2001082971004,-0.05656339754408268
41.9,43.8101082971004,-0.043599716397569876
41.51,44.6001082971004,-0.0692847711605512
42.3,44.750108297100404,-0.05475089089916596
42.45,46.1001082971004,-0.07917786816414008
43.8,45.1701082971004,-0.030332189776670404
42.87,45.320108297100404,-0.0540622780739729
43.02,45.2401082971004,-0.04907389439743426
42.94,45.0101082971004,-0.04599207545638728
42.71,44.210108297100405,-0.03393134183294433
41.91,44.3301082971004,-0.05459288032595899
42.03,43.3401082971004,-0.030228542303574524
41.04,43.0601082971004,-0.046913683615524726
40.76,42.5401082971004,-0.04184541056332336
40.24,43.0901082971004,-0.0661429829196365
40.79,42.3701082971004,-0.03729299642145445
40.07,42.5601082971004,-0.05850803479440514
40.26,43.1201082971004,-0.06632887555369915
40.82,41.9101082971004,-0.02601062944940713
39.61,42.0901082971004,-0.05892378037124835
39.79,42.6101082971004,-0.06618402087685638
40.31,42.4001082971004,-0.04929488109923852
40.1,42.9001082971004,-0.06527042490682144
40.6,43.8601082971004,-0.0743296910034289
41.56,43.5401082971004,-0.04547779908099747
41.24,42.9001082971004,-0.038697065415394416
40.6,43.6901082971004,-0.07072786993538949
41.39,43.6701082971004,-0.05221210539685772
41.37,44.4801082971004,-0.06992132924512562
42.18,45.1601082971004,-0.06598983947281067
42.86,45.500108297100404,-0.05802422007133223
43.2,45.890108297100404,-0.058620656976535734
43.59,45.6201082971004,-0.04450029543725198
43.32,44.9301082971004,-0.03583584278171692
42.63,45.5201082971004,-0.0634908045085757
43.22,45.2601082971004,-0.04507519698602014
42.96,45.0801082971004,-0.047029796005098934
42.78,44.6001082971004,-0.04080950398092931
42.3,44.6501082971004,-0.052633876752612996
42.35,44.5301082971004,-0.04895807309865341
42.23,43.3501082971004,-0.02583865049249079
41.05,42.9001082971004,-0.043125958663965736
40.6,43.2201082971004,-0.06062243710935311
40.92,43.3001082971004,-0.054967721576340334
41.0,43.7801082971004,-0.06350163133983222
41.48,45.5801082971004,-0.08995389546630883
43.28,44.5501082971004,-0.02850965678085826
42.25,44.9701082971004,-0.060487030165230715
42.67,43.3101082971004,-0.014779651270076632
41.01,42.2901082971004,-0.030269685953681402
39.99,42.3301082971004,-0.05528236026886557
40.03,42.1701082971004,-0.05074941430130375
39.87,41.5801082971004,-0.04112803855346525
39.28,41.3101082971004,-0.04914313665071879
39.01,42.3601082971004,-0.07908639594601141
40.06,43.320108297100404,-0.07525623608190779
41.02,42.2401082971004,-0.028885065552356815
39.94,42.320108297100404,-0.056240600340417446
40.02,41.7301082971004,-0.04098020270940017
39.43,44.4801082971004,-0.11353633096773752
42.18,45.960108297100405,-0.08224759334039444
43.66,45.7701082971004,-0.04610232257707114
43.47,46.71477382846413,-0.06945926443696138
43.43,46.15477382846413,-0.059035579690864703
42.87,47.19477382846413,-0.09163671054305955
43.91,47.80477382846413,-0.08147248729676215
44.52,47.50477382846413,-0.06283102913492233
44.22,47.67477382846413,-0.07246544767877783
44.39,46.61477382846413,-0.04772679658708601
43.33,46.75477382846413,-0.07324971437203576
43.47,45.43477382846413,-0.04324383424647382
42.15,44.954773828464134,-0.0623910118904486
41.67,44.384773828464134,-0.0611645299569632
41.1,43.93477382846413,-0.06452232665478197
40.65,45.00477382846413,-0.0967624866877983
41.72,44.774773828464134,-0.06822533241970641
41.49,44.82477382846413,-0.07439577589896318
41.54,45.524773828464134,-0.08752978858233618
42.24,45.094773828464135,-0.06330609039804469
41.81,45.08477382846413,-0.07263591564025118
41.8,47.28477382846413,-0.11599450276237655
44.0,48.25477382846413,-0.08817311720471399
44.97,46.73477382846413,-0.037761471467511076
43.45,46.82477382846413,-0.07207239998269144
43.54,46.51477382846413,-0.06395331168188445
43.23,46.884773828464134,-0.07795225464530864
43.6,46.04477382846413,-0.05309557687419475
42.76,47.204773828464134,-0.09415941371980407
43.92,47.61477382846413,-0.0775972147169035
44.33,49.01477382846413,-0.09557881149996372
45.73,48.06477382846413,-0.048575570890993625
44.78,47.22477382846413,-0.051768883792738696
43.94,47.41477382846413,-0.07328462308045736
44.13,48.56477382846413,-0.0913166783011945
45.28,47.66477382846413,-0.05003220695112165
44.38,46.89477382846413,-0.05362588670675528
43.61,48.04477382846413,-0.09230502040238031
44.76,49.64477382846413,-0.09839452276169736
46.36,49.35477382846413,-0.060678503742569556
46.07,49.58477382846413,-0.07088413553368822
46.3,49.03477382846413,-0.05577213097853895
45.75,48.78477382846413,-0.06220739772485018
45.5,47.51477382846413,-0.04240310257474411
44.23,51.80477382846413,-0.14621767973634459
48.52,51.50477382846413,-0.05795140152260203
48.22,51.40477382846413,-0.06195482620138759
48.12,52.16477382846413,-0.07753841398344308
48.88,53.18477382846413,-0.08093996680982862
49.9,53.18477382846413,-0.06176154549530388
49.9,53.06477382846413,-0.05963982506915988
49.78,54.05477382846413,-0.07908226278088915
50.77,54.66477382846413,-0.07124832969556905
51.38,55.92477382846413,-0.08126584190405739
52.64,54.774773828464134,-0.03897366760745591
51.49,55.024773828464134,-0.06423967937575792
51.74,55.22477382846413,-0.06310164056603151
51.94,55.26477382846413,-0.06016081489420133
51.98,54.83477382846413,-0.052061376917401425
51.55,54.76477382846413,-0.058701490095321884
51.48,54.82477382846413,-0.06100843824598834
51.54,54.65477382846413,-0.05698996830981229
51.37,54.884773828464134,-0.06403914206605177
51.6,54.05477382846413,-0.0454127111188003
50.77,53.82477382846413,-0.05675404857620925
50.54,53.42477382846413,-0.05399693104413594
50.14,53.5085739979445,-0.06295391086433932
50.61,53.9785739979445,-0.062405761183553676
51.08,53.8285739979445,-0.05106161642048068
50.93,53.638573997944505,-0.05049675627186323
50.74,52.5585739979445,-0.034600900664002454
49.66,52.5585739979445,-0.055149403369616934
49.66,54.1185739979445,-0.08238528232680054
51.22,53.0485739979445,-0.03446980493793017
50.15,53.4885739979445,-0.062416582615808736
50.59,53.0485739979445,-0.04634571323330505
50.15,53.1685739979445,-0.05677364975147159
50.27,52.7585739979445,-0.047169091379184236
49.86,53.6285739979445,-0.0702717547195818
50.73,52.8385739979445,-0.039905959574657146
49.94,53.1685739979445,-0.060723351317816365
50.27,53.5885739979445,-0.06192689505176585
50.69,53.5285739979445,-0.05302913539324816
50.63,52.3285739979445,-0.0324597799667008
49.43,50.3785739979445,-0.018828917189740335
47.48,51.6585739979445,-0.08088829548625887
48.76,51.3985739979445,-0.05133554868759638
48.5,51.5885739979445,-0.05986934234831853
48.69,53.3285739979445,-0.0869810244339797
50.43,52.9885739979445,-0.048285390696563235
50.09,52.318573997944505,-0.04259622974494792
49.42,52.498573997944504,-0.05864109752895463
49.6,52.7085739979445,-0.05897662869926479
49.81,53.0385739979445,-0.060872187062752214
50.14,52.5985739979445,-0.046742217727054336
49.7,53.0385739979445,-0.06294614930774511
50.14,52.2585739979445,-0.04054021830040433
49.36,51.2385739979445,-0.03666327634371447
48.34,50.4085739979445,-0.04103615385011383
47.51,51.0285739979445,-0.0689530144049535
48.13,49.998573997944504,-0.03737254582543337
47.1,50.1985739979445,-0.061726335056278225
47.3,49.9385739979445,-0.05283639052354816
47.04,50.2585739979445,-0.06404029684718349
47.36,50.4685739979445,-0.061594250673124074
47.57,51.9485739979445,-0.08428670242455072
49.05,51.108573997944504,-0.04027844717458362
48.21,50.7185739979445,-0.04946065711638836
47.82,51.2185739979445,-0.06635432681278663
48.32,50.6185739979445,-0.045409694829369185
47.72,48.8085739979445,-0.02230292567019776
45.91,49.3785739979445,-0.07024451532538978
46.48,48.568573997944505,-0.043002580187610606
45.67,48.7385739979445,-0.06295986415347132
45.84,47.8385739979445,-0.04177745762301299
44.94,48.7385739979445,-0.07793773363382983
45.84,48.7385739979445,-0.05947186715119612
45.84,48.5885739979445,-0.05656831991119504
45.69,48.7585739979445,-0.06293403900765981
45.86,48.0785739979445,-0.046144754585261905
45.18,47.5485739979445,-0.04981377565701328
44.65,47.3785739979445,-0.05759088481774233
44.48,46.998573997944504,-0.05358830670170245
44.1,47.1885739979445,-0.06545173410154403
44.29,48.2785739979445,-0.08261582038678927
45.38,48.8485739979445,-0.07100665821054364
45.95,52.8985739979445,-0.13135654655292794
50.0,52.7685739979445,-0.05246634100918368
49.87,51.93974551581537,-0.039848972983226205
49.45,52.21974551581537,-0.05304019558993289
49.73,51.59974551581537,-0.0362355569223165
49.11,52.29974551581537,-0.060989694774916114
49.81,52.02974551581537,-0.0426630092807323
49.54,52.63974551581537,-0.058886027761742676
50.15,52.63974551581537,-0.047297825842781416
50.15,51.92974551581537,-0.034272178654781604
49.44,51.10974551581537,-0.03266980688249932
48.62,51.43974551581537,-0.05481647483944929
48.95,51.17974551581537,-0.043566951991317326
48.69,50.48974551581537,-0.03564576326199986
48.0,50.43974551581537,-0.04836950485902802
47.95,50.22974551581537,-0.04538636404394214
47.74,50.39974551581537,-0.05277299495452292
47.91,51.27974551581537,-0.06571299217497284
48.79,50.82974551581537,-0.04012897359835721
48.34,50.34974551581537,-0.03991570354976448
47.86,50.39974551581537,-0.05039203055139241
47.91,49.96974551581537,-0.04121985202353018
47.48,49.18974551581537,-0.034758169571453834
46.7,49.56974551581537,-0.05789308550917949
47.08,48.409745515815366,-0.027468550012950232
45.92,49.25974551581537,-0.06779867579184118
46.77,49.61974551581537,-0.057431683419397195
47.13,48.75974551581537,-0.0334239955228387
46.27,50.09974551581537,-0.0764424145549083
47.61,49.909745515815366,-0.046078085392894375
47.42,49.45974551581537,-0.04124051780984472
46.97,49.92974551581537,-0.05927820150571095
47.44,49.61974551581537,-0.043928994257348974
47.13,48.89974551581537,-0.036191303188745416
46.41,48.909745515815366,-0.051109354372065874
46.42,49.96974551581537,-0.0710378946134892
47.48,49.41974551581537,-0.03925041490135994
46.93,49.24974551581537,-0.04710167517658426
46.76,49.159745515815366,-0.04881525505544648
46.67,47.53974551581537,-0.01829512350935958
45.05,47.839745515815366,-0.05831438871038952
45.35,47.27974551581537,-0.040815480175752206
44.79,47.17974551581537,-0.05065193738729035
44.69,47.34974551581537,-0.05617232968922692
44.86,46.74974551581537,-0.04042258401548027
44.26,46.50974551581537,-0.04837148625228138
44.02,46.96974551581537,-0.06280096865379325
44.48,46.04974551581537,-0.034088038885605854
43.56,45.55974551581537,-0.04389281575598769
43.07,47.30974551581537,-0.08961674745001635
44.82,48.20974551581537,-0.07031245403905628
45.72,48.91974551581537,-0.06540805725943366
46.43,47.909745515815366,-0.03088610678023518
45.42,47.87974551581537,-0.05137340412561053
45.39,49.01974551581537,-0.07404660056108003
46.53,48.84974551581537,-0.047487361322370414
46.36,48.30974551581537,-0.04035925867539658
45.82,47.43974551581537,-0.03414321679435195
44.95,47.29974551581537,-0.04967776232600851
44.81,47.31974551581537,-0.053038018029419653
44.83,46.71974551581537,-0.040448540439409375
44.23,46.45974551581537,-0.04799306348021959
43.97,46.44974551581537,-0.05338555654672128
43.96,46.56974551581537,-0.05603950562558013
44.08,46.44974551581537,-0.051017405789844705
43.96,51.73562516279756,-0.15029537457660636
45.66,50.23562516279756,-0.09108327303521013
44.16,49.38562516279756,-0.10581267616986756
43.31,49.075625162797564,-0.11748449752135348
43.0,49.31562516279756,-0.12806539797374206
43.24,49.42562516279756,-0.1251501653731929
43.35,49.31562516279756,-0.120968255864226
43.24,49.325625162797564,-0.12337654399132625
43.25,49.52562516279756,-0.1267147086416116
43.45,49.26562516279756,-0.11804630802065152
43.19,49.145625162797565,-0.12118322115283375
43.07,49.73562516279756,-0.13402113959519446
43.66,49.30562516279756,-0.11450265855380215
43.23,48.72562516279756,-0.1127871657764491
42.65,48.685625162797564,-0.12397140105760829
42.61,49.72562516279756,-0.1430977517024994
43.65,49.77562516279756,-0.12306475594757316
43.7,50.73562516279756,-0.138672286785115
44.66,51.33562516279756,-0.1300388403107503
45.26,51.44562516279756,-0.12023617447010138
45.37,50.825625162797564,-0.10734005032545824
44.75,51.685625162797564,-0.13418866737031765
45.61,50.98562516279756,-0.10543413257429213
44.91,51.63562516279756,-0.130251645866452
45.56,51.24562516279756,-0.11094849842762988
45.17,51.70562516279756,-0.12640066031925612
45.63,51.72562516279756,-0.11784536472227491
45.65,51.04562516279756,-0.10570200963529264
44.97,50.86562516279756,-0.11590588229139753
44.79,50.61562516279756,-0.1150953908809842
44.54,50.575625162797564,-0.11933861703873216
44.5,49.76562516279756,-0.10580848016220434
43.69,49.075625162797564,-0.10974134603343189
43.0,49.185625162797564,-0.1257608324042646
43.11,48.575625162797564,-0.11251785529223624
42.5,49.26562516279756,-0.13732953028487205
43.19,49.76562516279756,-0.1321318709709125
43.69,49.37562516279756,-0.1151504440511153
43.3,49.65562516279756,-0.1279940619408263
43.58,49.12562516279756,-0.11288660743593382
43.05,48.92562516279756,-0.12009300122883892
42.85,49.48562516279756,-0.13409197400189876
43.41,49.73562516279756,-0.12718499349494772
43.66,50.31562516279756,-0.13227750109957115
44.24,50.465625162797565,-0.12336367859734731
44.39,51.13562516279756,-0.13191635266650004
45.06,51.185625162797564,-0.1196747161593672
45.11,50.54562516279756,-0.10753898374568482
44.47,51.005625162797564,-0.12813538000833113
44.93,51.005625162797564,-0.11911676689395811
44.93,51.63562516279756,-0.12986431638342644
45.56,51.90562516279756,-0.12225313042459363
45.83,52.58562516279756,-0.12846904723264418
46.51,53.16562516279756,-0.12518662467369635
47.09,53.62562516279756,-0.12187503908731323
47.55,54.40562516279756,-0.12600949152378138
48.33,54.76562516279756,-0.11751212815825396
48.69,55.15562516279756,-0.11722512696961729
49.08,56.05562516279756,-0.1244411268724388
49.98,55.74562516279756,-0.10342740162945219
49.67,56.29562516279756,-0.11769342899447977
50.22,56.075625162797564,-0.10442371611190493
50.0,56.12562516279756,-0.10914132617729633
50.05,55.92531173877222,-0.10505639675672929
50.31,54.85531173877222,-0.08286001108548169
49.24,54.92531173877222,-0.10350986746897084
49.31,55.31531173877222,-0.10856508894196304
49.7,54.47531173877222,-0.0876601085216634
48.86,54.52531173877222,-0.10390241812673018
48.91,54.80531173877222,-0.10756825482303678
49.19,55.21531173877222,-0.10912392865367537
49.6,55.42531173877222,-0.1051020112656792
49.81,55.01531173877222,-0.09461569105503687
49.4,55.33531173877222,-0.1072608349401144
49.72,55.33531173877222,-0.10147790917454425
49.72,55.32531173877222,-0.10131550212023466
49.71,55.32531173877222,-0.10149625121473982
49.71,55.86531173877222,-0.11018128328997123
50.25,55.87531173877222,-0.10067615846282219
50.26,56.60531173877222,-0.1120974612427752
50.99,55.57531173877222,-0.0825062711357365
49.96,57.07531173877222,-0.12466531538782066
51.46,56.82531173877222,-0.09441763845373574
51.21,57.00531173877222,-0.10166266198717289
51.39,56.76531173877222,-0.09469360026610651
51.15,57.71531173877222,-0.11375337914638262
52.1,58.09531173877222,-0.10319785812890314
52.48,58.57531173877222,-0.104059399051181
52.96,59.28531173877222,-0.10669272967043386
53.67,59.09531173877222,-0.09180612774757035
53.48,59.135311738772224,-0.09563341381803026
53.52,59.14531173877222,-0.09511001926268636
53.53,58.60531173877222,-0.08660156542456354
52.99,58.18531173877222,-0.08928905910304308
52.57,56.84531173877222,-0.0752095750379389
51.23,56.10531173877222,-0.08689572498004827
50.49,55.83531173877222,-0.09573353443033461
50.22,55.74531173877222,-0.09911706592770264
50.13,55.69531173877222,-0.0999242407489378
50.08,55.62531173877222,-0.09969043885657902
50.01,55.83531173877222,-0.10433024473878072
50.22,56.08531173877222,-0.10457839239783495
50.47,54.77531173877222,-0.07859949313122283
49.16,55.74531173877222,-0.11813211790135136
50.13,56.34531173877222,-0.11030752243571929
50.73,56.49531173877222,-0.10204938359186966
50.88,57.35531173877222,-0.11289820493460778
51.74,56.90531173877222,-0.09077029157636352
51.29,56.84531173877222,-0.09772682335354543
51.23,55.99531173877222,-0.08510197712628564
50.38,56.15531173877222,-0.10284533305839838
50.54,57.18531173877222,-0.11620661909003172
51.57,57.30531173877222,-0.10008342271859172
51.69,57.57531173877222,-0.10221936383904895
51.96,57.29531173877222,-0.09311951670841101
51.68,57.92531173877222,-0.10781662715838147
52.31,57.78531173877222,-0.09475265554548262
52.17,57.955311738772224,-0.09982366698067191
52.34,58.29531173877222,-0.10215764460542953
52.68,59.86531173877222,-0.12002462745247178
54.25,61.56531173877222,-0.11882197185668164
55.95,61.11531173877222,-0.0845174734745775
55.5,61.84531173877222,-0.10259972114901961
56.23,61.205311738772224,-0.08128888812799684
55.59,60.79531173877222,-0.08562028205626471
55.18,60.50531173877222,-0.08801395424196656
54.89,60.50001896746866,-0.09272755716796077
55.32,61.52001896746866,-0.10078051131205246
56.34,62.170018967468664,-0.09377540918106042
56.99,62.060018967468665,-0.0816954144040195
56.88,62.64001896746866,-0.09195429794585563
57.46,63.11001896746866,-0.08952649769256249
57.93,62.83001896746866,-0.07798850052879547
57.65,64.36001896746866,-0.10425756665578834
59.18,65.23001896746867,-0.09274899905342526
60.05,64.02001896746866,-0.062012149191739585
58.84,65.04001896746867,-0.09532621708750966
59.86,64.94001896746866,-0.07822632404855734
59.76,64.93001896746865,-0.07962447955019003
59.75,65.85001896746866,-0.09263503736395584
60.67,65.65001896746867,-0.0758570834524267
60.47,65.67001896746866,-0.07918406373606546
60.49,64.66001896746866,-0.06449145908179599
59.48,65.57001896746866,-0.09287810287945941
60.39,64.84001896746867,-0.06863074746633424
59.66,63.64001896746866,-0.06253956287321605
58.46,63.990018967468664,-0.08642002388341252
58.81,64.53001896746866,-0.08864121007545778
59.35,62.90001896746866,-0.056439076263310795
57.72,61.12001896746866,-0.05562856531962679
55.94,61.12001896746866,-0.08475159293104517
55.94,60.810018967468665,-0.08008579918506464
55.63,58.420018967468664,-0.04775792642282928
53.24,57.200018967468665,-0.0692310778729085
52.02,58.59001896746866,-0.11213546408163089
53.41,58.50001896746866,-0.08700884302788314
53.32,60.69001896746866,-0.12143708459572522
55.51,59.72001896746866,-0.07049594156629435
54.54,59.83001896746866,-0.08841747100807373
54.65,60.02001896746866,-0.08947046435255634
54.84,58.93001896746866,-0.0694046776011813
53.75,60.09001896746866,-0.10550868640765443
54.91,62.23001896746866,-0.1176284225671741
57.05,61.77001896746866,-0.0764127815786243
56.59,61.01001896746866,-0.07244742818102501
55.83,59.490018967468664,-0.06152324425161304
54.31,59.060018967468665,-0.08042698005371551
53.88,59.240018967468664,-0.09047969701718173
54.06,59.170018967468664,-0.08636162463084762
53.99,59.240018967468664,-0.08862284413432886
54.06,59.25001896746866,-0.0875952287933992
54.07,58.75001896746866,-0.07965987160038368
53.57,60.240018967468664,-0.11072405158223253
55.06,59.920018967468664,-0.08110843506420162
54.74,59.14001896746866,-0.07440002631532794
53.96,59.14001896746866,-0.08758906503425457
53.96,59.21001896746866,-0.08866774676010736
54.03,60.11001896746866,-0.1011481791539468
54.93,58.75001896746866,-0.06502157845402401
53.57,59.880018967468665,-0.10537770488844933
54.7,62.22001896746866,-0.12086172733892053
57.04,61.68001896746866,-0.07522726233135413
56.5,62.920018967468664,-0.10203460000207543
57.74,64.26001896746867,-0.10146307256413034
59.08,64.32001896746866,-0.08146793255951801
59.14,63.91001896746866,-0.07463648179946059
58.73,64.47001896746866,-0.0890339270780276
59.29,62.290752831546776,-0.048173327422478374
58.09,64.23075283154678,-0.09560455951141777
60.03,63.760752831546775,-0.058511743758786317
59.56,64.66075283154677,-0.0788848352080771
60.46,63.46075283154678,-0.04728517544555633
59.26,64.82075283154678,-0.08578661290771827
60.62,66.54075283154678,-0.08897934843832689
62.34,67.43075283154678,-0.07549601061498346
63.23,67.44075283154677,-0.06243632603070692
63.24,69.10075283154677,-0.08481460174296596
64.9,69.93075283154678,-0.07193906297083841
65.73,70.71075283154677,-0.07043840762680531
66.51,70.62075283154678,-0.05820885032693213
66.42,70.51075283154678,-0.058016014115177095
66.31,69.99075283154677,-0.052589130458499
65.79,69.68075283154678,-0.055836836908933374
65.48,69.51075283154678,-0.057987471971638005
65.31,69.26075283154678,-0.057041725219990624
65.06,71.17075283154678,-0.08586044953058525
66.97,69.15075283154678,-0.03153621243805049
64.95,69.70075283154678,-0.06815927574022662
65.5,69.91075283154677,-0.06309119345595793
65.71,69.65075283154678,-0.0565787543040297
65.45,70.19075283154677,-0.06754098852485979
65.99,71.06075283154678,-0.07135799480716543
66.86,70.97075283154678,-0.05792178703956952
66.77,71.94075283154677,-0.07187515598640426
67.74,72.90075283154678,-0.07079148885433106
68.7,73.54075283154678,-0.0658240859001683
69.34,73.64075283154678,-0.05840180424804653
69.44,73.79075283154678,-0.05896067819607287
69.59,74.29075283154678,-0.06327507330832505
70.09,74.05075283154677,-0.053487002901332126
69.85,74.86075283154678,-0.0669343099290236
70.66,73.75075283154678,-0.0419080851771958
69.55,74.86075283154678,-0.07094175025860538
70.66,74.33075283154677,-0.04938403946837022
70.13,73.32075283154678,-0.0435177314515236
69.12,72.65075283154678,-0.048598984785931054
68.45,69.67075283154678,-0.017521740212831816
65.47,69.91075283154677,-0.06352031199330632
65.71,72.25075283154678,-0.09052850766547171
68.05,71.59075283154678,-0.049458242740905156
67.39,72.49075283154677,-0.07036418622110108
68.29,72.10075283154677,-0.05285316285739827
67.9,71.76075283154678,-0.0538003390322509
67.56,72.08075283154677,-0.06271789144755191
67.88,73.68075283154678,-0.07872819710201395
69.48,73.63075283154679,-0.05637254369845868
69.43,74.69075283154677,-0.07043379042398412
70.49,73.63075283154679,-0.042655449126430045
69.43,73.82075283154678,-0.05947857022761793
69.62,72.33075283154677,-0.0374771826011534
68.13,69.56075283154678,-0.020568391992703106
65.36,70.80075283154677,-0.0768459742863431
