date,UNM,dcf,Deviation
2002-11-01,20.51,21.212205882512038,-0.03310385946663641
2002-11-04,21.03,20.852205882512038,0.008526393729743065
2002-11-05,20.67,21.182205882512037,-0.02418095099976869
2002-11-06,21.0,19.772205882512036,0.06209697212256482
2002-11-07,19.59,19.182205882512037,0.021258979284532575
2002-11-08,19.0,18.802205882512038,0.010519729372388653
2002-11-11,18.62,18.702205882512036,-0.004395517995495091
2002-11-12,18.52,18.332205882512035,0.01024394547451113
2002-11-13,18.15,18.562205882512036,-0.02220672936832291
2002-11-14,18.38,18.732205882512037,-0.0188021573498105
2002-11-15,18.55,17.492205882512035,0.06047231118777896
2002-11-18,17.31,17.922205882512035,-0.03415906984471195
2002-11-19,17.74,17.822205882512037,-0.0046125537463744815
2002-11-20,17.64,18.222205882512036,-0.03195035147038816
2002-11-21,18.04,17.982205882512037,0.0032139615053661252
2002-11-22,17.8,17.732205882512037,0.0038232196229361914
2002-11-25,17.55,17.072205882512037,0.02798666562341512
2002-11-26,16.89,17.182205882512037,-0.017006307834399825
2002-11-27,17.0,17.232205882512037,-0.013475110737139584
2002-11-29,17.05,17.132205882512036,-0.004798324458378578
2002-12-02,16.95,17.052205882512038,-0.0059937044635882675
2002-12-03,16.87,17.212205882512038,-0.019881581991749497
2002-12-04,17.03,17.132205882512036,-0.005965716453148806
2002-12-05,16.95,17.182205882512037,-0.01351432313754164
2002-12-06,17.0,16.762205882512035,0.01418632602144898
2002-12-09,16.58,17.272205882512036,-0.040076287141348366
2002-12-10,17.09,17.362205882512036,-0.01567807019188816
2002-12-11,17.18,17.102205882512038,0.004548776808230848
2002-12-12,16.92,16.812205882512036,0.006411658186989744
2002-12-13,16.63,17.182205882512037,-0.032138241520785704
2002-12-16,17.0,17.462205882512038,-0.026468928703613837
2002-12-17,17.28,17.412205882512037,-0.007592713031541631
2002-12-18,17.23,17.182205882512037,0.002781605447796931
2002-12-19,17.0,17.682205882512037,-0.03858149187069182
2002-12-20,17.5,17.622205882512038,-0.006934766471733966
2002-12-23,17.44,17.702205882512036,-0.01481204569940442
2002-12-24,17.52,17.832205882512035,-0.017507978797968837
2002-12-26,17.65,17.622205882512038,0.0015772212442224376
2002-12-27,17.44,17.802205882512038,-0.020346123671552863
2002-12-30,17.62,17.722205882512036,-0.005767108405669186
2002-12-31,17.54,18.424264706086905,-0.0479945723855546
2003-01-02,18.19,18.534264706086905,-0.01857450034011021
2003-01-03,18.3,19.024264706086903,-0.03807057551376325
2003-01-06,18.79,18.704264706086903,0.004583729714068729
2003-01-07,18.47,18.784264706086905,-0.01673021068453484
2003-01-08,18.55,19.354264706086905,-0.041554908868946305
2003-01-09,19.12,19.254264706086904,-0.006973245051755117
2003-01-10,19.02,19.454264706086903,-0.022322339736182806
2003-01-13,19.22,19.634264706086903,-0.0210990690147147
2003-01-14,19.4,19.424264706086905,-0.001249195604264175
2003-01-15,19.19,19.284264706086905,-0.004888166986068643
2003-01-16,19.05,19.184264706086903,-0.006998689193665197
2003-01-17,18.95,18.994264706086906,-0.0023304248293812835
2003-01-21,18.76,18.734264706086904,0.0013737018408166435
2003-01-22,18.5,18.934264706086903,-0.02293538792384675
2003-01-23,18.7,18.174264706086905,0.028927458822420204
2003-01-24,17.94,17.884264706086903,0.003116443131941038
2003-01-27,17.65,17.654264706086906,-0.00024156803797314996
2003-01-28,17.42,17.494264706086906,-0.004245088738200287
2003-01-29,17.26,17.244264706086906,0.0009124943383373996
2003-01-30,17.01,17.704264706086903,-0.039214546190568744
2003-01-31,17.47,17.624264706086905,-0.00875297260109964
2003-02-03,17.39,17.274264706086903,0.006699868033880341
2003-02-04,17.04,17.264264706086905,-0.012990110491519324
2003-02-05,17.03,14.684264706086903,0.15974482487643704
2003-02-06,14.45,14.304264706086903,0.010188240843381546
2003-02-07,14.07,13.844264706086904,0.016305329225166254
2003-02-10,13.61,14.034264706086905,-0.030230633023680564
2003-02-11,13.8,13.184264706086903,0.04670228546221655
2003-02-12,12.95,12.924264706086902,0.00199123853451999
2003-02-13,12.69,13.134264706086904,-0.03382486313687716
2003-02-14,12.9,13.514264706086905,-0.04545306159426021
2003-02-18,13.28,13.404264706086902,-0.009270535073100605
2003-02-19,13.17,13.194264706086907,-0.0018390343552614485
2003-02-20,12.96,13.184264706086903,-0.017010027565918295
2003-02-21,12.95,12.994264706086904,-0.0034064802501806435
2003-02-24,12.76,13.014264706086905,-0.01953738546350481
2003-02-25,12.78,12.884264706086904,-0.008092406393796603
2003-02-26,12.65,13.064264706086906,-0.03170976058789521
2003-02-27,12.83,13.234264706086904,-0.030546820323230195
2003-02-28,13.0,13.054264706086903,-0.004156856575889711
2003-03-03,12.82,12.894264706086902,-0.0057595146198483604
2003-03-04,12.66,12.834264706086904,-0.013578082584213447
2003-03-05,12.6,12.734264706086904,-0.010543577441320728
2003-03-06,12.5,12.844264706086904,-0.02680299059266167
2003-03-07,12.61,8.234264706086904,0.5314057113901718
2003-03-10,8.0,6.204264706086903,0.28943563483861845
2003-03-11,5.97,6.754264706086903,-0.11611400207340528
2003-03-12,6.52,7.164264706086904,-0.0899275407201976
2003-03-13,6.93,7.794264706086904,-0.11088470031200759
2003-03-14,7.56,9.244264706086904,-0.18219563801303706
2003-03-17,9.01,9.194264706086905,-0.020041266156380688
2003-03-18,8.96,9.034264706086905,-0.0082203376260237
2003-03-19,8.8,8.584264706086904,0.025131481996369942
2003-03-20,8.35,9.114264706086905,-0.08385368767888601
2003-03-21,8.88,8.564264706086904,0.03686659681229765
2003-03-24,8.33,10.144264706086902,-0.17884634901120844
2003-03-25,9.91,10.334264706086904,-0.04105417445297399
2003-03-26,10.1,10.014264706086903,0.008561316924345252
2003-03-27,9.78,9.784264706086905,-0.0004358739481212792
2003-03-28,9.55,10.034264706086905,-0.04826110534966688
2003-03-31,9.8,,
2003-04-01,9.54,,
2003-04-02,9.85,,
2003-04-03,9.95,,
2003-04-04,9.6,,
2003-04-07,9.81,,
2003-04-08,9.7,,
2003-04-09,9.86,,
2003-04-10,9.75,,
2003-04-11,9.76,,
2003-04-14,10.25,,
2003-04-15,10.93,,
2003-04-16,10.94,,
2003-04-17,11.39,,
2003-04-21,11.46,,
2003-04-22,12.0,,
2003-04-23,12.34,,
2003-04-24,12.45,,
2003-04-25,9.12,,
2003-04-28,9.94,,
2003-04-29,10.5,,
2003-04-30,11.5,,
2003-05-01,11.28,,
2003-05-02,11.13,,
2003-05-05,11.3,,
2003-05-06,11.32,,
2003-05-07,11.16,,
2003-05-08,11.11,,
2003-05-09,11.08,,
2003-05-12,11.3,,
2003-05-13,11.39,,
2003-05-14,11.8,,
2003-05-15,11.93,,
2003-05-16,12.17,,
2003-05-19,11.7,,
2003-05-20,11.84,,
2003-05-21,11.73,,
2003-05-22,11.87,,
2003-05-23,11.86,,
2003-05-27,12.09,,
2003-05-28,12.26,,
2003-05-29,12.35,,
2003-05-30,12.9,,
2003-06-02,12.7,,
2003-06-03,12.97,,
2003-06-04,13.53,,
2003-06-05,13.75,,
2003-06-06,13.55,,
2003-06-09,13.07,,
2003-06-10,13.64,,
2003-06-11,14.0,,
2003-06-12,13.95,,
2003-06-13,13.96,,
2003-06-16,14.16,,
2003-06-17,13.9,,
2003-06-18,13.78,,
2003-06-19,13.22,,
2003-06-20,13.34,,
2003-06-23,13.12,,
2003-06-24,13.27,,
2003-06-25,13.07,,
2003-06-26,13.46,,
2003-06-27,13.37,,
2003-06-30,13.41,,
2003-07-01,13.49,,
2003-07-02,13.47,,
2003-07-03,13.3,,
2003-07-07,13.22,,
2003-07-08,13.59,,
2003-07-09,13.54,,
2003-07-10,13.14,,
2003-07-11,13.35,,
2003-07-14,13.39,,
2003-07-15,13.49,,
2003-07-16,13.35,,
2003-07-17,13.09,,
2003-07-18,13.36,,
2003-07-21,13.27,,
2003-07-22,13.05,,
2003-07-23,12.9,,
2003-07-24,13.22,,
2003-07-25,13.65,,
2003-07-28,13.72,,
2003-07-29,13.3,,
2003-07-30,13.5,,
2003-07-31,13.58,,
2003-08-01,13.32,,
2003-08-04,12.91,,
2003-08-05,12.71,,
2003-08-06,13.75,,
2003-08-07,14.09,,
2003-08-08,13.91,,
2003-08-11,13.83,,
2003-08-12,14.19,,
2003-08-13,14.02,,
2003-08-14,14.25,,
2003-08-15,14.22,,
2003-08-18,14.49,,
2003-08-19,14.29,,
2003-08-20,14.48,,
2003-08-21,14.35,,
2003-08-22,14.12,,
2003-08-25,14.08,,
2003-08-26,14.3,,
2003-08-27,14.1,,
2003-08-28,14.09,,
2003-08-29,14.1,,
2003-09-02,14.37,,
2003-09-03,14.77,,
2003-09-04,14.29,,
2003-09-05,14.8,,
2003-09-08,15.04,,
2003-09-09,14.9,,
2003-09-10,14.97,,
2003-09-11,15.0,,
2003-09-12,15.06,,
2003-09-15,15.12,,
2003-09-16,15.55,,
2003-09-17,15.62,,
2003-09-18,15.22,,
2003-09-19,15.16,,
2003-09-22,15.07,,
2003-09-23,15.16,,
2003-09-24,15.1,,
2003-09-25,15.05,,
2003-09-26,14.74,,
2003-09-29,15.04,,
2003-09-30,14.77,,
2003-10-01,15.26,,
2003-10-02,15.46,,
2003-10-03,15.58,,
2003-10-06,15.5,,
2003-10-07,15.61,,
2003-10-08,15.63,,
2003-10-09,15.65,,
2003-10-10,15.62,,
2003-10-13,15.49,,
2003-10-14,15.87,,
2003-10-15,15.8,,
2003-10-16,15.85,,
2003-10-17,15.75,,
2003-10-20,15.7,,
2003-10-21,15.65,,
2003-10-22,15.25,,
2003-10-23,15.53,,
2003-10-24,15.41,,
2003-10-27,15.65,,
2003-10-28,15.73,,
2003-10-29,15.95,,
2003-10-30,16.18,,
2003-10-31,16.37,,
2003-11-03,16.66,,
2003-11-04,16.75,,
2003-11-05,16.49,,
2003-11-06,15.38,,
2003-11-07,14.9,,
2003-11-10,14.82,,
2003-11-11,14.75,,
2003-11-12,14.86,,
2003-11-13,14.63,,
2003-11-14,14.44,,
2003-11-17,14.16,,
2003-11-18,14.63,,
2003-11-19,14.16,,
2003-11-20,14.31,,
2003-11-21,14.33,,
2003-11-24,14.75,,
2003-11-25,14.56,,
2003-11-26,14.8,,
2003-11-28,14.93,,
2003-12-01,15.17,,
2003-12-02,14.71,,
2003-12-03,14.91,,
2003-12-04,14.93,,
2003-12-05,15.0,,
2003-12-08,14.83,,
2003-12-09,14.86,,
2003-12-10,14.67,,
2003-12-11,14.75,,
2003-12-12,14.82,,
2003-12-15,14.69,,
2003-12-16,14.7,,
2003-12-17,14.96,,
2003-12-18,15.15,,
2003-12-19,15.0,,
2003-12-22,15.11,,
2003-12-23,15.32,,
2003-12-24,15.3,,
2003-12-26,15.4,,
2003-12-29,15.7,,
2003-12-30,15.79,,
2003-12-31,15.77,,
2004-01-02,16.1,,
2004-01-05,15.93,,
2004-01-06,15.57,,
2004-01-07,15.64,,
2004-01-08,15.65,,
2004-01-09,15.66,,
2004-01-12,15.75,,
2004-01-13,15.43,,
2004-01-14,15.7,,
2004-01-15,15.17,,
2004-01-16,15.13,,
2004-01-20,15.3,,
2004-01-21,15.69,,
2004-01-22,15.83,,
2004-01-23,15.63,,
2004-01-26,15.65,,
2004-01-27,15.85,,
2004-01-28,15.73,,
2004-01-29,15.56,,
2004-01-30,15.63,,
2004-02-02,16.0,,
2004-02-03,15.91,,
2004-02-04,15.61,,
2004-02-05,14.76,,
2004-02-06,14.63,,
2004-02-09,14.55,,
2004-02-10,14.44,,
2004-02-11,14.84,,
2004-02-12,14.91,,
2004-02-13,14.71,,
2004-02-17,15.12,,
2004-02-18,15.17,,
2004-02-19,15.2,,
2004-02-20,15.03,,
2004-02-23,15.0,,
2004-02-24,14.86,,
2004-02-25,14.89,,
2004-02-26,14.84,,
2004-02-27,14.82,,
2004-03-01,14.91,,
2004-03-02,14.85,,
2004-03-03,14.9,,
2004-03-04,15.21,,
2004-03-05,15.07,,
2004-03-08,15.24,,
2004-03-09,15.18,,
2004-03-10,14.9,,
2004-03-11,14.4,,
2004-03-12,14.45,,
2004-03-15,14.01,,
2004-03-16,14.23,,
2004-03-17,14.18,,
2004-03-18,14.5,,
2004-03-19,14.23,,
2004-03-22,14.05,,
2004-03-23,14.26,,
2004-03-24,14.01,,
2004-03-25,14.23,,
2004-03-26,14.03,,
2004-03-29,14.37,,
2004-03-30,14.5,,
2004-03-31,14.63,,
2004-04-01,14.76,,
2004-04-02,15.06,,
2004-04-05,15.55,,
2004-04-06,15.44,,
2004-04-07,15.23,,
2004-04-08,15.3,,
2004-04-12,15.57,,
2004-04-13,15.3,,
2004-04-14,15.13,,
2004-04-15,15.5,,
2004-04-16,15.35,,
2004-04-19,15.3,,
2004-04-20,15.0,,
2004-04-21,15.2,,
2004-04-22,15.21,,
2004-04-23,15.19,,
2004-04-26,15.08,,
2004-04-27,15.32,,
2004-04-28,15.1,,
2004-04-29,15.06,,
2004-04-30,15.55,,
2004-05-03,15.79,,
2004-05-04,15.66,,
2004-05-05,15.93,,
2004-05-06,14.74,,
2004-05-07,14.42,,
2004-05-10,14.07,,
2004-05-11,14.19,,
2004-05-12,14.0,,
2004-05-13,14.16,,
2004-05-14,13.95,,
2004-05-17,13.69,,
2004-05-18,13.76,,
2004-05-19,13.65,,
2004-05-20,13.62,,
2004-05-21,13.82,,
2004-05-24,13.89,,
2004-05-25,13.96,,
2004-05-26,14.17,,
2004-05-27,14.41,,
2004-05-28,14.56,,
2004-06-01,14.61,,
2004-06-02,14.68,,
2004-06-03,14.7,,
2004-06-04,14.92,,
2004-06-07,15.28,,
2004-06-08,15.34,,
2004-06-09,15.22,,
2004-06-10,15.39,,
2004-06-14,15.11,,
2004-06-15,15.29,,
2004-06-16,15.35,,
2004-06-17,15.2,,
2004-06-18,15.07,,
2004-06-21,15.25,,
2004-06-22,15.38,,
2004-06-23,15.53,,
2004-06-24,15.6,,
2004-06-25,15.6,,
2004-06-28,15.57,,
2004-06-29,15.7,,
2004-06-30,15.9,,
2004-07-01,15.65,,
2004-07-02,15.63,,
2004-07-06,15.38,,
2004-07-07,15.14,,
2004-07-08,15.15,,
2004-07-09,15.23,,
2004-07-12,15.55,,
2004-07-13,15.51,,
2004-07-14,15.57,,
2004-07-15,15.6,,
2004-07-16,15.63,,
2004-07-19,15.55,,
2004-07-20,15.6,,
2004-07-21,15.65,,
2004-07-22,15.5,,
2004-07-23,15.51,,
2004-07-26,15.47,,
2004-07-27,15.5,,
2004-07-28,15.47,,
2004-07-29,15.71,,
2004-07-30,15.95,,
2004-08-02,15.56,,
2004-08-03,15.57,,
2004-08-04,15.66,,
2004-08-05,16.26,,
2004-08-06,15.82,,
2004-08-09,15.74,,
2004-08-10,15.78,,
2004-08-11,15.71,,
2004-08-12,15.54,,
2004-08-13,15.31,,
2004-08-16,15.57,,
2004-08-17,15.63,,
2004-08-18,15.98,,
2004-08-19,15.99,,
2004-08-20,16.01,,
2004-08-23,16.04,,
2004-08-24,16.05,,
2004-08-25,16.1,,
2004-08-26,16.0,,
2004-08-27,16.09,,
2004-08-30,16.25,,
2004-08-31,16.18,,
2004-09-01,16.15,,
2004-09-02,16.3,,
2004-09-03,16.39,,
2004-09-07,16.8,,
2004-09-08,16.37,,
2004-09-09,16.1,,
2004-09-10,16.09,,
2004-09-13,16.06,,
2004-09-14,15.93,,
2004-09-15,15.85,,
2004-09-16,15.99,,
2004-09-17,16.03,,
2004-09-20,15.97,,
2004-09-21,15.95,,
2004-09-22,15.51,,
2004-09-23,15.18,,
2004-09-24,15.24,,
2004-09-27,15.26,,
2004-09-28,15.35,,
2004-09-29,15.45,,
2004-09-30,15.69,,
2004-10-01,15.8,,
2004-10-04,15.65,,
2004-10-05,15.32,,
2004-10-06,15.4,,
2004-10-07,15.28,,
2004-10-08,15.25,,
2004-10-11,15.1,,
2004-10-12,15.14,,
2004-10-13,14.95,,
2004-10-14,14.48,,
2004-10-15,13.64,,
2004-10-18,13.52,,
2004-10-19,12.19,,
2004-10-20,13.5,,
2004-10-21,12.97,,
2004-10-22,13.15,,
2004-10-25,12.96,,
2004-10-26,13.53,,
2004-10-27,13.58,,
2004-10-28,13.87,,
2004-10-29,13.66,,
2004-11-01,13.71,,
2004-11-02,14.0,,
2004-11-03,14.22,,
2004-11-04,14.83,,
2004-11-05,14.91,,
2004-11-08,14.91,,
2004-11-09,14.42,,
2004-11-10,14.25,,
2004-11-11,14.2,,
2004-11-12,13.45,,
2004-11-15,14.02,,
2004-11-16,14.0,,
2004-11-17,14.09,,
2004-11-18,13.73,,
2004-11-19,15.35,,
2004-11-22,15.84,,
2004-11-23,15.47,,
2004-11-24,15.41,,
2004-11-26,15.41,,
2004-11-29,15.65,,
2004-11-30,15.57,,
2004-12-01,15.66,,
2004-12-02,15.85,,
2004-12-03,15.52,,
2004-12-06,15.3,,
2004-12-07,15.31,,
2004-12-08,15.36,,
2004-12-09,15.45,,
2004-12-10,15.65,,
2004-12-13,16.08,,
2004-12-14,16.3,,
2004-12-15,16.68,,
2004-12-16,16.9,,
2004-12-17,17.18,,
2004-12-20,17.26,,
2004-12-21,17.45,,
2004-12-22,17.44,,
2004-12-23,17.65,,
2004-12-27,17.52,,
2004-12-28,17.69,,
2004-12-29,18.0,,
2004-12-30,18.14,,
2004-12-31,17.94,,
2005-01-03,17.52,,
2005-01-04,17.5,,
2005-01-05,17.22,,
2005-01-06,17.22,,
2005-01-07,17.05,,
2005-01-10,17.15,,
2005-01-11,17.2,,
2005-01-12,17.29,,
2005-01-13,16.93,,
2005-01-14,17.0,,
2005-01-18,17.08,,
2005-01-19,16.88,,
2005-01-20,16.61,,
2005-01-21,16.71,,
2005-01-24,16.71,,
2005-01-25,16.54,,
2005-01-26,17.06,,
2005-01-27,16.96,,
2005-01-28,17.02,,
2005-01-31,17.17,,
2005-02-01,17.15,,
2005-02-02,17.14,,
2005-02-03,17.23,,
2005-02-04,17.3,,
2005-02-07,17.15,,
2005-02-08,16.99,,
2005-02-09,16.89,,
2005-02-10,16.96,,
2005-02-11,17.15,,
2005-02-14,17.25,,
2005-02-15,17.39,,
2005-02-16,17.4,,
2005-02-17,17.35,,
2005-02-18,17.36,,
2005-02-22,16.93,,
2005-02-23,16.96,,
2005-02-24,17.04,,
2005-02-25,17.43,,
2005-02-28,16.92,,
2005-03-01,17.35,,
2005-03-02,17.28,,
2005-03-03,17.35,,
2005-03-04,17.31,,
2005-03-07,17.39,,
2005-03-08,17.68,,
2005-03-09,17.65,,
2005-03-10,17.61,,
2005-03-11,17.78,,
2005-03-14,17.88,,
2005-03-15,17.54,,
2005-03-16,17.24,,
2005-03-17,17.81,,
2005-03-18,17.74,,
2005-03-21,17.81,,
2005-03-22,17.2,,
2005-03-23,17.17,,
2005-03-24,17.18,,
2005-03-28,17.2,,
2005-03-29,17.03,,
2005-03-30,17.17,,
2005-03-31,17.02,,
2005-04-01,16.68,,
2005-04-04,16.66,,
2005-04-05,16.85,,
2005-04-06,16.97,,
2005-04-07,17.0,,
2005-04-08,17.13,,
2005-04-11,16.96,,
2005-04-12,17.08,,
2005-04-13,16.65,,
2005-04-14,16.51,,
2005-04-15,16.0,,
2005-04-18,16.24,,
2005-04-19,16.44,,
2005-04-20,16.12,,
2005-04-21,16.0,,
2005-04-22,15.98,,
2005-04-25,16.21,,
2005-04-26,16.33,,
2005-04-27,16.33,,
2005-04-28,16.11,,
2005-04-29,16.72,,
2005-05-02,16.71,,
2005-05-03,16.84,,
2005-05-04,17.15,,
2005-05-05,17.18,,
2005-05-06,17.49,,
2005-05-09,17.19,,
2005-05-10,17.28,,
2005-05-11,17.26,,
2005-05-12,17.11,,
2005-05-13,17.06,,
2005-05-16,17.2,,
2005-05-17,17.71,,
2005-05-18,17.99,,
2005-05-19,17.95,,
2005-05-20,17.9,,
2005-05-23,17.85,,
2005-05-24,17.99,,
2005-05-25,17.84,,
2005-05-26,18.08,,
2005-05-27,18.25,,
2005-05-31,18.36,,
2005-06-01,18.28,,
2005-06-02,18.3,,
2005-06-03,17.95,,
2005-06-06,18.21,,
2005-06-07,18.13,,
2005-06-08,18.18,,
2005-06-09,18.01,,
2005-06-10,17.99,,
2005-06-13,18.0,,
2005-06-14,18.3,,
2005-06-15,18.25,,
2005-06-16,18.23,,
2005-06-17,18.4,,
2005-06-20,18.35,,
2005-06-21,18.72,,
2005-06-22,18.61,,
2005-06-23,18.5,,
2005-06-24,18.35,,
2005-06-27,18.2,,
2005-06-28,18.22,,
2005-06-29,18.24,,
2005-06-30,18.32,,
2005-07-01,18.61,,
2005-07-05,19.14,,
2005-07-06,19.25,,
2005-07-07,19.09,,
2005-07-08,18.99,,
2005-07-11,19.3,,
2005-07-12,19.3,,
2005-07-13,19.35,,
2005-07-14,19.32,,
2005-07-15,19.25,,
2005-07-18,19.27,,
2005-07-19,19.44,,
2005-07-20,19.58,,
2005-07-21,19.53,,
2005-07-22,19.4,,
2005-07-25,19.25,,
2005-07-26,19.16,,
2005-07-27,19.11,,
2005-07-28,19.44,,
2005-07-29,19.15,,
2005-08-01,18.54,,
2005-08-02,18.36,,
2005-08-03,20.17,,
2005-08-04,19.8,,
2005-08-05,19.48,,
2005-08-08,19.4,,
2005-08-09,19.69,,
2005-08-10,19.58,,
2005-08-11,19.7,,
2005-08-12,19.58,,
2005-08-15,19.79,,
2005-08-16,19.61,,
2005-08-17,19.73,,
2005-08-18,19.6,,
2005-08-19,19.62,,
2005-08-22,19.7,,
2005-08-23,19.38,,
2005-08-24,19.31,,
2005-08-25,19.77,,
2005-08-26,19.6,,
2005-08-29,19.54,,
2005-08-30,19.23,,
2005-08-31,19.32,,
2005-09-01,19.4,,
2005-09-02,19.24,,
2005-09-06,19.52,,
2005-09-07,19.52,,
2005-09-08,19.44,,
2005-09-09,19.62,,
2005-09-12,19.72,,
2005-09-13,19.2,,
2005-09-14,19.67,,
2005-09-15,20.06,,
2005-09-16,20.17,,
2005-09-19,20.13,,
2005-09-20,20.37,,
2005-09-21,19.81,,
2005-09-22,19.77,,
2005-09-23,19.79,,
2005-09-26,19.83,,
2005-09-27,19.77,,
2005-09-28,20.0,,
2005-09-29,20.15,,
2005-09-30,20.5,,
2005-10-03,20.6,,
2005-10-04,19.75,,
2005-10-05,20.03,,
2005-10-06,19.83,,
2005-10-07,19.83,,
2005-10-10,19.55,,
2005-10-11,19.52,,
2005-10-12,19.52,,
2005-10-13,19.33,,
2005-10-14,19.47,,
2005-10-17,19.49,,
2005-10-18,19.68,,
2005-10-19,19.91,,
2005-10-20,19.74,,
2005-10-21,19.84,,
2005-10-24,19.9,,
2005-10-25,19.6,,
2005-10-26,19.41,,
2005-10-27,19.63,,
2005-10-28,19.76,,
2005-10-31,20.29,,
2005-11-01,20.32,,
2005-11-02,21.85,,
2005-11-03,21.83,,
2005-11-04,21.69,,
2005-11-07,21.61,,
2005-11-08,21.55,,
2005-11-09,21.45,,
2005-11-10,21.43,,
2005-11-11,21.57,,
2005-11-14,21.75,,
2005-11-15,21.82,,
2005-11-16,21.71,,
2005-11-17,22.2,,
2005-11-18,22.3,,
2005-11-21,22.22,,
2005-11-22,22.38,,
2005-11-23,22.46,,
2005-11-25,22.22,,
2005-11-28,22.35,,
2005-11-29,22.6,,
2005-11-30,22.0,,
2005-12-01,22.26,,
2005-12-02,22.4,,
2005-12-05,22.45,,
2005-12-06,21.99,,
2005-12-07,21.94,,
2005-12-08,21.92,,
2005-12-09,21.96,,
2005-12-12,21.96,,
2005-12-13,22.0,,
2005-12-14,22.04,,
2005-12-15,21.82,,
2005-12-16,21.87,,
2005-12-19,21.59,,
2005-12-20,22.0,,
2005-12-21,22.34,,
2005-12-22,22.57,,
2005-12-23,22.56,,
2005-12-27,22.55,,
2005-12-28,22.65,,
2005-12-29,22.76,,
2005-12-30,22.75,,
2006-01-03,23.15,,
2006-01-04,23.38,,
2006-01-05,23.36,,
2006-01-06,23.02,,
2006-01-09,22.99,,
2006-01-10,22.95,,
2006-01-11,23.08,,
2006-01-12,23.14,,
2006-01-13,23.08,,
2006-01-17,22.92,,
2006-01-18,22.6,,
2006-01-19,22.58,,
2006-01-20,22.21,,
2006-01-23,22.28,,
2006-01-24,22.5,,
2006-01-25,22.7,,
2006-01-26,23.73,,
2006-01-27,24.05,,
2006-01-30,24.03,,
2006-01-31,20.33,,
2006-02-01,20.89,,
2006-02-02,21.0,,
2006-02-03,20.87,,
2006-02-06,21.13,,
2006-02-07,20.98,,
2006-02-08,20.94,,
2006-02-09,20.95,,
2006-02-10,21.0,,
2006-02-13,20.88,,
2006-02-14,21.07,,
2006-02-15,21.12,,
2006-02-16,21.24,,
2006-02-17,21.2,,
2006-02-21,21.0,,
2006-02-22,21.16,,
2006-02-23,21.01,,
2006-02-24,21.06,,
2006-02-27,21.1,,
2006-02-28,20.69,,
2006-03-01,20.77,,
2006-03-02,20.6,,
2006-03-03,20.48,,
2006-03-06,20.55,,
2006-03-07,20.62,,
2006-03-08,20.65,,
2006-03-09,20.47,,
2006-03-10,20.66,,
2006-03-13,20.55,,
2006-03-14,20.91,,
2006-03-15,21.08,,
2006-03-16,20.86,,
2006-03-17,21.09,,
2006-03-20,21.04,,
2006-03-21,20.73,,
2006-03-22,20.64,,
2006-03-23,20.68,,
2006-03-24,20.66,,
2006-03-27,20.53,,
2006-03-28,20.45,,
2006-03-29,20.74,,
2006-03-30,20.68,20.688904109589043,-0.0004303809202207409
2006-03-31,20.48,20.82890410958904,-0.016750958559956786
2006-04-03,20.62,20.85890410958904,-0.011453339462796253
2006-04-04,20.65,20.90890410958904,-0.012382481082320651
2006-04-05,20.7,19.90890410958904,0.03973578284652701
2006-04-06,19.7,19.42890410958904,0.013953226022519694
2006-04-07,19.22,19.688904109589043,-0.0238156530693181
2006-04-10,19.48,19.48890410958904,-0.0004568809789904371
2006-04-11,19.28,19.41890410958904,-0.0071530354547889585
2006-04-12,19.21,19.21890410958904,-0.00046329954810464535
2006-04-13,19.01,19.26890410958904,-0.013436369194457565
2006-04-17,19.06,19.25890410958904,-0.010327903833843077
2006-04-18,19.05,19.628904109589044,-0.029492431485578452
2006-04-19,19.42,19.30890410958904,0.005753609307935337
2006-04-20,19.1,19.55890410958904,-0.023462669841714412
2006-04-21,19.35,19.708904109589042,-0.018210251954821843
2006-04-24,19.5,20.028904109589043,-0.02640704187783416
2006-04-25,19.82,20.32890410958904,-0.025033524032856858
2006-04-26,20.12,20.55890410958904,-0.021348614072494554
2006-04-27,20.35,20.51890410958904,-0.008231634042780378
2006-04-28,20.31,19.99890410958904,0.015555646884760632
2006-05-01,19.79,20.41890410958904,-0.03080009123965166
2006-05-02,20.21,20.208904109589042,5.422809693267361e-05
2006-05-03,20.0,18.798904109589042,0.0638918036609537
2006-05-04,18.59,18.99890410958904,-0.02152251031061636
2006-05-05,18.79,18.33890410958904,0.024597756099018486
2006-05-08,18.13,18.49890410958904,-0.019941943987796473
2006-05-09,18.29,18.56890410958904,-0.015019955294239273
2006-05-10,18.36,18.32890410958904,0.0016965493531437836
2006-05-11,18.12,18.038904109589037,0.004495610704413844
2006-05-12,17.83,18.00890410958904,-0.00993420301981518
2006-05-15,17.8,18.17890410958904,-0.020843066628487006
2006-05-16,17.97,17.598904109589043,0.02108630674388179
2006-05-17,17.39,17.64890410958904,-0.014669698921893515
2006-05-18,17.44,17.458904109589042,-0.0010827775598273304
2006-05-19,17.25,17.628904109589044,-0.02149334452292717
2006-05-22,17.42,17.618904109589042,-0.011289244118241615
2006-05-23,17.41,17.64890410958904,-0.01353648408454089
2006-05-24,17.44,17.64890410958904,-0.01183666182851184
2006-05-25,17.44,18.07890410958904,-0.03533975874401396
2006-05-26,17.87,17.90890410958904,-0.0021723333460816896
2006-05-30,17.7,18.16890410958904,-0.025808056818438785
