date,SNA,dcf,Deviation
2002-05-15,31.88,,
2002-05-16,31.68,,
2002-05-17,31.93,,
2002-05-20,31.42,,
2002-05-21,30.57,,
2002-05-22,31.04,,
2002-05-23,31.34,,
2002-05-24,31.22,,
2002-05-28,31.23,,
2002-05-29,31.15,,
2002-05-30,31.28,,
2002-05-31,31.6,,
2002-06-03,30.93,,
2002-06-04,30.4,,
2002-06-05,30.55,,
2002-06-06,30.06,,
2002-06-07,30.31,,
2002-06-10,30.38,,
2002-06-11,30.08,,
2002-06-12,30.22,,
2002-06-13,29.23,,
2002-06-14,29.0,,
2002-06-17,29.99,,
2002-06-18,29.93,,
2002-06-19,30.12,,
2002-06-20,30.01,,
2002-06-21,29.92,,
2002-06-24,30.02,,
2002-06-25,29.81,,
2002-06-26,29.71,,
2002-06-27,30.06,,
2002-06-28,29.69,,
2002-07-01,29.28,,
2002-07-02,28.98,,
2002-07-03,28.68,,
2002-07-05,29.9,,
2002-07-08,29.5,,
2002-07-09,29.14,,
2002-07-10,28.34,,
2002-07-11,28.31,,
2002-07-12,28.81,,
2002-07-15,29.07,,
2002-07-16,27.63,,
2002-07-17,27.56,,
2002-07-18,27.04,,
2002-07-19,25.9,,
2002-07-22,25.08,,
2002-07-23,24.96,,
2002-07-24,26.68,,
2002-07-25,26.67,,
2002-07-26,26.34,,
2002-07-29,27.78,,
2002-07-30,27.8,,
2002-07-31,27.17,,
2002-08-01,26.98,,
2002-08-02,25.77,,
2002-08-05,25.32,,
2002-08-06,25.95,,
2002-08-07,26.13,,
2002-08-08,26.47,,
2002-08-09,26.6,,
2002-08-12,26.42,,
2002-08-13,26.22,,
2002-08-14,26.94,,
2002-08-15,27.33,,
2002-08-16,27.11,,
2002-08-19,27.79,,
2002-08-20,27.7,,
2002-08-21,28.07,,
2002-08-22,28.4,,
2002-08-23,27.8,,
2002-08-26,27.84,,
2002-08-27,28.1,,
2002-08-28,28.0,,
2002-08-29,27.96,,
2002-08-30,28.26,,
2002-09-03,27.51,,
2002-09-04,27.84,,
2002-09-05,27.3,,
2002-09-06,27.95,,
2002-09-09,24.45,,
2002-09-10,24.71,,
2002-09-11,24.93,,
2002-09-12,24.18,,
2002-09-13,24.06,,
2002-09-16,23.76,,
2002-09-17,23.43,,
2002-09-18,23.54,,
2002-09-19,23.17,,
2002-09-20,23.27,,
2002-09-23,22.99,,
2002-09-24,22.5,,
2002-09-25,23.11,,
2002-09-26,23.79,,
2002-09-27,23.41,,
2002-09-30,22.98,,
2002-10-01,23.68,,
2002-10-02,23.48,,
2002-10-03,23.01,,
2002-10-04,22.5,,
2002-10-07,21.74,,
2002-10-08,22.3,,
2002-10-09,21.5,,
2002-10-10,21.93,,
2002-10-11,22.8,,
2002-10-14,22.69,,
2002-10-15,24.21,,
2002-10-16,23.58,,
2002-10-17,25.02,,
2002-10-18,25.3,,
2002-10-21,26.14,,
2002-10-22,25.22,,
2002-10-23,26.05,,
2002-10-24,26.25,,
2002-10-25,26.25,,
2002-10-28,25.78,,
2002-10-29,25.64,,
2002-10-30,25.87,,
2002-10-31,26.05,,
2002-11-01,26.8,,
2002-11-04,26.96,,
2002-11-05,27.0,,
2002-11-06,27.23,,
2002-11-07,26.44,,
2002-11-08,26.38,,
2002-11-11,25.91,,
2002-11-12,26.87,,
2002-11-13,27.32,,
2002-11-14,27.83,,
2002-11-15,27.98,,
2002-11-18,27.81,,
2002-11-19,27.3,,
2002-11-20,27.9,,
2002-11-21,28.85,,
2002-11-22,28.85,,
2002-11-25,29.41,,
2002-11-26,29.28,,
2002-11-27,30.22,,
2002-11-29,29.94,,
2002-12-02,29.93,,
2002-12-03,29.11,,
2002-12-04,28.72,,
2002-12-05,28.37,,
2002-12-06,28.66,,
2002-12-09,28.25,,
2002-12-10,28.64,,
2002-12-11,28.55,,
2002-12-12,28.57,,
2002-12-13,28.23,,
2002-12-16,28.8,,
2002-12-17,28.49,,
2002-12-18,28.2,,
2002-12-19,28.05,,
2002-12-20,28.24,,
2002-12-23,28.23,,
2002-12-24,27.88,,
2002-12-26,28.0,,
2002-12-27,27.72,,
2002-12-30,27.91,,
2002-12-31,28.11,,
2003-01-02,28.82,,
2003-01-03,28.1,,
2003-01-06,28.58,,
2003-01-07,28.17,,
2003-01-08,27.58,,
2003-01-09,28.2,,
2003-01-10,27.99,,
2003-01-13,27.99,,
2003-01-14,27.87,,
2003-01-15,27.56,,
2003-01-16,27.8,,
2003-01-17,26.99,,
2003-01-21,26.33,,
2003-01-22,26.06,,
2003-01-23,25.8,,
2003-01-24,25.11,,
2003-01-27,24.74,,
2003-01-28,24.87,,
2003-01-29,25.14,,
2003-01-30,24.76,,
2003-01-31,25.5,,
2003-02-03,25.52,,
2003-02-04,25.15,,
2003-02-05,25.37,,
2003-02-06,25.1,,
2003-02-07,24.8,,
2003-02-10,25.02,,
2003-02-11,24.87,,
2003-02-12,24.77,,
2003-02-13,24.61,,
2003-02-14,25.02,,
2003-02-18,25.62,,
2003-02-19,25.3,,
2003-02-20,25.19,,
2003-02-21,25.33,,
2003-02-24,24.91,,
2003-02-25,25.25,,
2003-02-26,24.95,,
2003-02-27,25.06,,
2003-02-28,24.99,,
2003-03-03,24.75,,
2003-03-04,23.81,,
2003-03-05,23.5,,
2003-03-06,23.33,,
2003-03-07,23.49,,
2003-03-10,23.2,,
2003-03-11,22.9,,
2003-03-12,23.26,,
2003-03-13,24.43,,
2003-03-14,24.49,,
2003-03-17,25.55,,
2003-03-18,25.99,,
2003-03-19,25.91,,
2003-03-20,26.1,,
2003-03-21,27.03,,
2003-03-24,25.85,,
2003-03-25,25.77,,
2003-03-26,25.55,,
2003-03-27,25.57,,
2003-03-28,25.11,,
2003-03-31,24.76,,
2003-04-01,25.26,,
2003-04-02,26.16,,
2003-04-03,26.09,,
2003-04-04,26.49,,
2003-04-07,26.88,,
2003-04-08,26.82,,
2003-04-09,26.71,,
2003-04-10,26.87,,
2003-04-11,27.06,,
2003-04-14,27.63,,
2003-04-15,27.83,,
2003-04-16,27.48,,
2003-04-17,28.14,,
2003-04-21,28.23,,
2003-04-22,28.47,,
2003-04-23,28.32,,
2003-04-24,28.43,,
2003-04-25,27.98,,
2003-04-28,29.0,,
2003-04-29,29.02,,
2003-04-30,29.35,,
2003-05-01,29.3,,
2003-05-02,29.56,,
2003-05-05,29.59,,
2003-05-06,29.81,,
2003-05-07,29.93,,
2003-05-08,29.93,,
2003-05-09,30.15,,
2003-05-12,31.16,,
2003-05-13,30.99,,
2003-05-14,30.88,,
2003-05-15,30.79,,
2003-05-16,30.62,,
2003-05-19,29.69,,
2003-05-20,29.75,,
2003-05-21,29.58,,
2003-05-22,29.69,,
2003-05-23,29.5,,
2003-05-27,30.0,,
2003-05-28,29.95,,
2003-05-29,29.73,,
2003-05-30,30.41,,
2003-06-02,30.78,,
2003-06-03,30.91,,
2003-06-04,31.25,,
2003-06-05,31.49,,
2003-06-06,31.36,,
2003-06-09,30.67,,
2003-06-10,31.03,,
2003-06-11,31.65,,
2003-06-12,31.62,,
2003-06-13,31.25,,
2003-06-16,32.0,,
2003-06-17,32.12,,
2003-06-18,31.5,,
2003-06-19,31.41,,
2003-06-20,31.26,,
2003-06-23,30.65,,
2003-06-24,30.89,,
2003-06-25,30.81,,
2003-06-26,29.4,,
2003-06-27,29.09,,
2003-06-30,29.03,,
2003-07-01,29.05,,
2003-07-02,29.43,,
2003-07-03,28.9,,
2003-07-07,29.16,,
2003-07-08,29.17,,
2003-07-09,28.74,,
2003-07-10,28.65,,
2003-07-11,28.87,,
2003-07-14,28.59,,
2003-07-15,28.54,,
2003-07-16,28.42,,
2003-07-17,28.66,,
2003-07-18,28.47,,
2003-07-21,28.05,,
2003-07-22,28.1,,
2003-07-23,28.24,,
2003-07-24,28.0,,
2003-07-25,28.52,,
2003-07-28,28.23,,
2003-07-29,28.0,,
2003-07-30,28.03,,
2003-07-31,28.32,,
2003-08-01,27.88,,
2003-08-04,27.65,,
2003-08-05,27.17,,
2003-08-06,27.28,,
2003-08-07,27.56,,
2003-08-08,27.74,,
2003-08-11,27.76,,
2003-08-12,27.89,,
2003-08-13,28.35,,
2003-08-14,28.91,,
2003-08-15,29.05,,
2003-08-18,29.25,,
2003-08-19,29.59,,
2003-08-20,29.64,,
2003-08-21,29.91,,
2003-08-22,29.14,,
2003-08-25,29.07,,
2003-08-26,29.06,,
2003-08-27,29.09,,
2003-08-28,29.34,,
2003-08-29,29.5,,
2003-09-02,29.56,,
2003-09-03,29.8,,
2003-09-04,29.67,,
2003-09-05,29.01,,
2003-09-08,29.08,,
2003-09-09,29.0,,
2003-09-10,28.83,,
2003-09-11,28.97,,
2003-09-12,29.02,,
2003-09-15,29.0,,
2003-09-16,29.0,,
2003-09-17,29.36,,
2003-09-18,29.67,,
2003-09-19,29.24,,
2003-09-22,28.96,,
2003-09-23,28.94,,
2003-09-24,28.39,,
2003-09-25,27.89,,
2003-09-26,27.41,,
2003-09-29,27.6,,
2003-09-30,27.65,,
2003-10-01,28.15,,
2003-10-02,28.34,,
2003-10-03,28.75,,
2003-10-06,28.92,,
2003-10-07,29.0,,
2003-10-08,29.04,,
2003-10-09,28.9,,
2003-10-10,28.66,,
2003-10-13,28.95,,
2003-10-14,29.27,,
2003-10-15,29.05,,
2003-10-16,28.99,,
2003-10-17,28.5,,
2003-10-20,28.37,,
2003-10-21,28.28,,
2003-10-22,27.94,,
2003-10-23,28.56,,
2003-10-24,28.36,,
2003-10-27,28.79,,
2003-10-28,29.09,,
2003-10-29,28.93,,
2003-10-30,29.03,,
2003-10-31,29.34,,
2003-11-03,29.51,,
2003-11-04,29.35,,
2003-11-05,29.76,,
2003-11-06,29.59,,
2003-11-07,29.4,,
2003-11-10,28.97,,
2003-11-11,28.55,,
2003-11-12,29.3,,
2003-11-13,29.81,,
2003-11-14,29.75,,
2003-11-17,29.28,,
2003-11-18,29.08,,
2003-11-19,29.34,,
2003-11-20,29.01,,
2003-11-21,29.0,,
2003-11-24,29.45,,
2003-11-25,29.95,,
2003-11-26,29.86,,
2003-11-28,30.02,,
2003-12-01,30.54,,
2003-12-02,30.61,,
2003-12-03,30.34,,
2003-12-04,30.65,,
2003-12-05,30.37,,
2003-12-08,30.54,,
2003-12-09,31.04,,
2003-12-10,30.52,,
2003-12-11,31.1,,
2003-12-12,31.19,,
2003-12-15,31.21,,
2003-12-16,30.95,,
2003-12-17,30.79,,
2003-12-18,31.49,,
2003-12-19,31.8,,
2003-12-22,31.92,,
2003-12-23,31.98,,
2003-12-24,31.72,,
2003-12-26,31.95,,
2003-12-29,32.34,,
2003-12-30,32.29,,
2003-12-31,32.24,,
2004-01-02,31.8,,
2004-01-05,31.91,,
2004-01-06,31.57,,
2004-01-07,32.32,,
2004-01-08,32.45,,
2004-01-09,31.83,,
2004-01-12,32.35,,
2004-01-13,32.62,,
2004-01-14,33.31,,
2004-01-15,33.62,,
2004-01-16,33.76,,
2004-01-20,33.42,,
2004-01-21,31.94,,
2004-01-22,31.44,,
2004-01-23,31.52,,
2004-01-26,31.57,,
2004-01-27,31.34,,
2004-01-28,31.22,,
2004-01-29,31.0,,
2004-01-30,31.15,,
2004-02-02,31.11,,
2004-02-03,31.0,,
2004-02-04,30.59,,
2004-02-05,30.91,,
2004-02-06,31.39,,
2004-02-09,31.15,,
2004-02-10,31.4,,
2004-02-11,31.42,,
2004-02-12,31.39,,
2004-02-13,31.25,,
2004-02-17,31.49,,
2004-02-18,31.38,,
2004-02-19,31.51,,
2004-02-20,31.63,,
2004-02-23,31.36,,
2004-02-24,31.45,,
2004-02-25,31.36,,
2004-02-26,31.87,,
2004-02-27,32.0,,
2004-03-01,32.02,,
2004-03-02,32.03,,
2004-03-03,32.8,,
2004-03-04,33.0,,
2004-03-05,33.15,,
2004-03-08,32.77,,
2004-03-09,32.42,,
2004-03-10,31.84,,
2004-03-11,30.95,,
2004-03-12,31.28,,
2004-03-15,30.85,,
2004-03-16,31.27,,
2004-03-17,32.04,,
2004-03-18,31.85,,
2004-03-19,31.71,,
2004-03-22,31.61,,
2004-03-23,31.61,,
2004-03-24,31.49,,
2004-03-25,32.23,,
2004-03-26,32.01,,
2004-03-29,32.39,,
2004-03-30,32.51,,
2004-03-31,32.34,,
2004-04-01,32.19,,
2004-04-02,33.2,,
2004-04-05,33.45,35.854827586206895,-0.06707123553794503
2004-04-06,34.01,35.1948275862069,-0.033664821437319414
2004-04-07,33.35,34.964827586206894,-0.04618434288644735
2004-04-08,33.12,35.1148275862069,-0.05680869659147836
2004-04-12,33.27,35.1548275862069,-0.05361504281552543
2004-04-13,33.31,34.6648275862069,-0.0390836383893044
2004-04-14,32.82,34.824827586206894,-0.05756891634980976
2004-04-15,32.98,34.8448275862069,-0.05351806036615547
2004-04-16,33.0,34.7948275862069,-0.051583172290768586
2004-04-19,32.95,34.324827586206894,-0.04005344477707884
2004-04-20,32.48,34.1948275862069,-0.05014874199566388
2004-04-21,32.35,35.104827586206895,-0.07847432320930403
2004-04-22,33.26,35.394827586206894,-0.06031467679867508
2004-04-23,33.55,35.4748275862069,-0.05425896944895381
2004-04-26,33.63,36.034827586206895,-0.06673620348130627
2004-04-27,34.19,35.574827586206894,-0.038927176325763035
2004-04-28,33.73,35.3048275862069,-0.04460657915299282
2004-04-29,33.46,35.6248275862069,-0.0607673842341645
2004-04-30,33.78,36.144827586206894,-0.06542644533485964
2004-05-03,34.3,35.9148275862069,-0.04496269910612283
2004-05-04,34.07,35.704827586206896,-0.04578729815344196
2004-05-05,33.86,35.5848275862069,-0.04847087096399094
2004-05-06,33.74,34.424827586206895,-0.019893420947191154
2004-05-07,32.58,34.43482758620689,-0.0538648721723195
2004-05-10,32.59,34.744827586206895,-0.06201865819769736
2004-05-11,32.9,34.75482758620689,-0.053368919227296585
2004-05-12,32.91,34.7748275862069,-0.05362578956240649
2004-05-13,32.93,34.8648275862069,-0.05549511413538011
2004-05-14,33.02,34.2748275862069,-0.03661076290028864
2004-05-17,32.43,34.3648275862069,-0.05630255473720136
2004-05-18,32.52,34.144827586206894,-0.0475863461926882
2004-05-19,32.3,34.674827586206895,-0.06848851894945163
2004-05-20,32.83,34.964827586206894,-0.06105643109331549
2004-05-21,33.12,35.1148275862069,-0.05680869659147836
2004-05-24,33.27,35.284827586206895,-0.057101811856224094
2004-05-25,33.44,35.1548275862069,-0.04877929160658778
2004-05-26,33.31,35.314827586206896,-0.05677013660375141
2004-05-27,33.47,35.4748275862069,-0.056514089641027776
2004-05-28,33.63,35.7348275862069,-0.0589012940143393
2004-06-01,33.89,35.634827586206896,-0.04896410911448501
2004-06-02,33.79,35.3048275862069,-0.04290709485857169
2004-06-03,33.46,34.894827586206894,-0.04111863234349511
2004-06-04,33.05,35.854827586206895,-0.07822733436559304
2004-06-07,34.01,35.6948275862069,-0.047200888760083215
2004-06-08,33.85,35.18482758620689,-0.03793759065427871
2004-06-09,33.34,35.2248275862069,-0.05350849714151462
2004-06-10,33.38,34.75482758620689,-0.03955788826161566
2004-06-14,32.91,35.144827586206894,-0.06358908948194664
2004-06-15,33.3,35.2948275862069,-0.056518978066533276
2004-06-16,33.45,35.3648275862069,-0.05414497162581178
2004-06-17,33.52,35.50482758620689,-0.055903034070160285
2004-06-18,33.66,35.4448275862069,-0.05035509290787055
2004-06-21,33.6,35.424827586206895,-0.05151267375306612
2004-06-22,33.58,35.644827586206894,-0.05792783205959173
2004-06-23,33.8,35.284827586206895,-0.04208119148603484
2004-06-24,33.44,35.4448275862069,-0.056561922365989004
2004-06-25,33.6,35.3448275862069,-0.04936585365853652
2004-06-28,33.5,35.134827586206896,-0.046530115515599935
2004-06-29,33.29,35.394827586206894,-0.05946709532855954
2004-06-30,33.55,35.574827586206894,-0.05691742514563769
2004-07-01,33.73,35.4448275862069,-0.04838019262574189
2004-07-02,33.6,35.522413793103446,-0.05411833228170648
2004-07-06,33.35,35.47241379310345,-0.059832798677943
2004-07-07,33.3,35.12241379310345,-0.05188748711403468
2004-07-08,32.95,35.29241379310345,-0.06637159495056077
2004-07-09,33.12,34.96241379310345,-0.05269698493949182
2004-07-12,32.79,35.00241379310345,-0.0632074635246831
2004-07-13,32.83,34.61241379310345,-0.05149637363513204
2004-07-14,32.44,34.58241379310345,-0.06195096172062742
2004-07-15,32.41,34.44241379310345,-0.05900904057747569
2004-07-16,32.27,35.43241379310345,-0.08925199992214405
2004-07-19,33.26,35.59241379310345,-0.06553120579743843
2004-07-20,33.42,35.08241379310345,-0.047385958187125876
2004-07-21,32.91,35.30241379310345,-0.06776912783144662
2004-07-22,33.13,35.41241379310345,-0.06445236425956213
2004-07-23,33.24,34.562413793103445,-0.03826161566780728
2004-07-26,32.39,34.632413793103446,-0.06474898938606444
2004-07-27,32.46,34.62241379310345,-0.06245704895174542
2004-07-28,32.45,34.84241379310345,-0.0686638361885532
2004-07-29,32.67,34.28241379310345,-0.04703326325953794
2004-07-30,32.11,34.812413793103445,-0.07762787749118427
2004-08-02,32.64,34.172413793103445,-0.04484359233097868
2004-08-03,32.0,34.48241379310345,-0.07199071990719907
2004-08-04,32.31,34.11241379310345,-0.05283747447587084
2004-08-05,31.94,33.39241379310345,-0.04349532208430573
2004-08-06,31.22,33.37241379310345,-0.06449679685885512
2004-08-09,31.2,34.10241379310345,-0.08510874950706304
2004-08-10,31.93,33.772413793103446,-0.05455380845415558
2004-08-11,31.6,33.452413793103446,-0.055374592833876135
2004-08-12,31.28,33.30241379310345,-0.06072874493927116
2004-08-13,31.13,34.022413793103446,-0.08501494957685096
2004-08-16,31.85,34.32241379310345,-0.0720349625759783
2004-08-17,32.15,34.33241379310345,-0.06356715278614766
2004-08-18,32.16,34.00241379310345,-0.054184794182968954
2004-08-19,31.83,34.21241379310345,-0.06963594581519128
2004-08-20,32.04,33.83241379310345,-0.05297918747579344
2004-08-23,31.66,34.05241379310345,-0.07025680492546982
2004-08-24,31.88,34.08241379310345,-0.06462024099798669
2004-08-25,31.91,34.202413793103446,-0.0670249125389415
2004-08-26,32.03,34.21241379310345,-0.0637901144976617
2004-08-27,32.04,33.85241379310345,-0.05353868720205368
2004-08-30,31.68,33.94241379310345,-0.06665447563317184
2004-08-31,31.77,34.062413793103445,-0.06730039177574632
2004-09-01,31.89,34.18241379310345,-0.06706412855975552
2004-09-02,32.01,34.18241379310345,-0.06355355143298136
2004-09-03,32.01,34.60241379310345,-0.07492002750455928
2004-09-07,32.43,34.44241379310345,-0.058428361182583655
2004-09-08,32.27,34.37241379310345,-0.061165730337078505
2004-09-09,32.2,34.46241379310345,-0.06564873275232386
2004-09-10,32.29,34.96241379310345,-0.07643676460435356
2004-09-13,32.79,34.312413793103445,-0.04436918376781296
2004-09-14,32.14,34.312413793103445,-0.06331276505939332
2004-09-15,32.14,34.382413793103446,-0.06521978958770014
2004-09-16,32.21,34.54241379310345,-0.06752318489014009
2004-09-17,32.37,34.36241379310345,-0.05798235843092403
2004-09-20,32.19,34.51241379310345,-0.0672921287692585
2004-09-21,32.34,34.53241379310345,-0.06348857644991213
2004-09-22,32.36,34.21241379310345,-0.05414449282373823
2004-09-23,32.04,34.09241379310345,-0.06020148076222842
2004-09-24,31.92,33.85241379310345,-0.05708348612639047
2004-09-27,31.68,30.002413793103447,0.05591504131851455
2004-09-28,27.83,29.43241379310345,-0.054443845631136356
2004-09-29,27.26,29.732413793103447,-0.08315550194841337
2004-09-30,27.56,30.892413793103447,-0.10787158994508195
2004-10-01,28.72,31.53421052631579,-0.08924309438371025
2004-10-04,28.85,31.49421052631579,-0.08395862230318019
2004-10-05,28.81,31.58421052631579,-0.08783536077320453
2004-10-06,28.9,31.42421052631579,-0.08032693531638369
2004-10-07,28.74,31.27421052631579,-0.08103195839854604
2004-10-08,28.59,31.44421052631579,-0.09077062131762181
2004-10-11,28.76,31.77421052631579,-0.09486342780474066
2004-10-12,29.09,31.68421052631579,-0.08187707641196018
2004-10-13,29.0,31.17421052631579,-0.0697438841147372
2004-10-14,28.49,31.40421052631579,-0.09279680900985454
2004-10-15,28.72,31.29421052631579,-0.08225836290553157
2004-10-18,28.61,31.55421052631579,-0.0933064233649692
2004-10-19,28.87,31.01421052631579,-0.06913638909158781
2004-10-20,28.33,31.22421052631579,-0.09269123150052261
2004-10-21,28.54,31.14421052631579,-0.08361780511711225
2004-10-22,28.46,31.10421052631579,-0.08501133710108633
2004-10-25,28.42,31.49421052631579,-0.0976119253329768
2004-10-26,28.81,31.94421052631579,-0.09811513493920321
2004-10-27,29.26,31.94421052631579,-0.08402807526279366
2004-10-28,29.26,32.06421052631579,-0.08745609139555499
2004-10-29,29.38,32.48421052631579,-0.09556059624108892
2004-11-01,29.8,32.91421052631579,-0.09461598733549748
2004-11-02,30.23,32.65421052631579,-0.074238834356817
2004-11-03,29.97,32.43421052631579,-0.0759756592292089
2004-11-04,29.75,32.87421052631579,-0.09503530202846588
2004-11-05,30.19,33.17421052631579,-0.08995573606637997
2004-11-08,30.49,33.43421052631579,-0.08805981896890991
2004-11-09,30.75,33.47421052631579,-0.0813823682017577
2004-11-10,30.79,33.38421052631579,-0.07770770928582693
2004-11-11,30.7,33.18421052631579,-0.07486122125297379
2004-11-12,30.5,33.23421052631579,-0.08227096365507969
2004-11-15,30.55,33.78421052631579,-0.09573142233992826
2004-11-16,31.1,33.28421052631579,-0.06562302340290949
2004-11-17,30.6,33.34421052631579,-0.08229946017615308
2004-11-18,30.66,33.32421052631579,-0.07994819634847428
2004-11-19,30.64,33.53421052631579,-0.08630620732951422
2004-11-22,30.85,33.59421052631579,-0.08168700747309221
2004-11-23,30.91,33.97421052631579,-0.09019225108828666
2004-11-24,31.29,33.96421052631579,-0.07873613091179565
2004-11-26,31.28,33.94421052631579,-0.07848792135702554
2004-11-29,31.26,34.29421052631579,-0.08847588207308266
2004-11-30,31.61,34.64421052631579,-0.08758203694701017
2004-12-01,31.96,34.88421052631579,-0.08382619191309593
2004-12-02,32.2,35.21421052631579,-0.08559642488827768
2004-12-03,32.53,34.94421052631579,-0.06908756815374884
2004-12-06,32.26,34.78421052631579,-0.07256771069753376
2004-12-07,32.1,35.57421052631579,-0.0976609311890636
2004-12-08,32.89,35.56421052631579,-0.07519386728230626
2004-12-09,32.88,35.86421052631579,-0.08320859381879009
2004-12-10,33.18,35.93421052631579,-0.07664591724642988
2004-12-13,33.25,36.68421052631579,-0.0936154949784791
2004-12-14,34.0,36.95421052631579,-0.07994246079785794
2004-12-15,34.27,36.69421052631579,-0.06606520460706555
2004-12-16,34.01,36.59421052631579,-0.07061801550432201
2004-12-17,33.91,36.63421052631579,-0.07436247396020412
2004-12-20,33.95,36.61421052631579,-0.07276438541262364
2004-12-21,33.93,36.084210526315786,-0.05969953325554256
2004-12-22,33.4,36.43421052631579,-0.08327916215240161
2004-12-23,33.75,36.63421052631579,-0.07872997629480638
2004-12-27,33.95,36.92421052631579,-0.08054906209019896
2004-12-28,34.24,36.90421052631579,-0.07219258963461583
2004-12-29,34.22,37.03421052631579,-0.07598948340794431
2004-12-30,34.35,37.04421052631579,-0.0727295976358262
2004-12-31,34.36,36.94421052631579,-0.06994899848989955
2005-01-03,34.26,36.23421052631579,-0.05448471203428007
2005-01-04,33.55,35.88421052631579,-0.06504840129070122
2005-01-05,33.2,35.91421052631579,-0.07557483476706184
2005-01-06,33.23,35.99421052631579,-0.07679597596104648
2005-01-07,33.31,35.99421052631579,-0.07457339630642346
2005-01-10,33.31,35.75421052631579,-0.06836147380507251
2005-01-11,33.07,36.37421052631579,-0.09083937433983025
2005-01-12,33.69,35.89421052631579,-0.061408525051687035
2005-01-13,33.21,36.28421052631579,-0.08472584856396859
2005-01-14,33.6,36.92421052631579,-0.09002793773875362
2005-01-18,34.24,36.28421052631579,-0.05633884537278788
2005-01-19,33.6,35.69421052631579,-0.05867087394388004
2005-01-20,33.01,36.26421052631579,-0.08973614699137922
2005-01-21,33.58,35.36421052631579,-0.050452434813668234
2005-01-24,32.68,35.55421052631579,-0.0808402291534055
2005-01-25,32.87,35.52421052631579,-0.07471553869858971
2005-01-26,32.84,35.65421052631579,-0.0789306644228922
2005-01-27,32.97,35.75421052631579,-0.07787084333092897
2005-01-28,33.07,35.79421052631579,-0.07610757399755907
2005-01-31,33.11,35.99421052631579,-0.08012984544298063
2005-02-01,33.31,,
2005-02-02,33.2,,
2005-02-03,33.54,,
2005-02-04,34.99,,
2005-02-07,35.2,,
2005-02-08,35.18,,
2005-02-09,34.85,,
2005-02-10,34.96,,
2005-02-11,34.78,,
2005-02-14,34.43,,
2005-02-15,34.09,,
2005-02-16,33.96,,
2005-02-17,33.79,,
2005-02-18,33.75,,
2005-02-22,33.25,,
2005-02-23,33.19,,
2005-02-24,33.3,,
2005-02-25,33.0,,
2005-02-28,33.1,,
2005-03-01,33.11,,
2005-03-02,33.14,,
2005-03-03,33.11,,
2005-03-04,33.33,,
2005-03-07,33.13,,
2005-03-08,32.95,,
2005-03-09,32.51,,
2005-03-10,32.5,,
2005-03-11,32.37,,
2005-03-14,32.7,,
2005-03-15,32.62,,
2005-03-16,32.19,,
2005-03-17,31.84,,
2005-03-18,31.73,,
2005-03-21,31.5,,
2005-03-22,31.57,,
2005-03-23,31.41,,
2005-03-24,31.34,,
2005-03-28,31.54,,
2005-03-29,31.16,,
2005-03-30,31.82,,
2005-03-31,31.79,,
2005-04-01,31.48,,
2005-04-04,31.68,,
2005-04-05,32.04,,
2005-04-06,32.05,,
2005-04-07,31.97,,
2005-04-08,31.86,,
2005-04-11,31.9,,
2005-04-12,32.19,,
2005-04-13,31.94,,
2005-04-14,31.01,,
2005-04-15,30.7,,
2005-04-18,31.27,,
2005-04-19,31.7,,
2005-04-20,31.46,,
2005-04-21,33.3,,
2005-04-22,32.76,,
2005-04-25,33.0,,
2005-04-26,32.97,,
2005-04-27,33.2,,
2005-04-28,32.8,,
2005-04-29,33.17,,
2005-05-02,32.93,,
2005-05-03,33.04,,
2005-05-04,33.45,,
2005-05-05,33.54,,
2005-05-06,33.61,,
2005-05-09,33.58,,
2005-05-10,33.5,,
2005-05-11,33.57,,
2005-05-12,33.4,,
2005-05-13,33.25,,
2005-05-16,33.48,,
2005-05-17,33.69,,
2005-05-18,33.84,,
2005-05-19,33.93,,
2005-05-20,33.96,,
2005-05-23,34.25,,
2005-05-24,33.93,,
2005-05-25,34.03,,
2005-05-26,33.98,,
2005-05-27,34.43,,
2005-05-31,34.51,,
2005-06-01,34.43,,
2005-06-02,34.05,,
2005-06-03,33.79,,
2005-06-06,33.61,,
2005-06-07,33.74,,
2005-06-08,33.79,,
2005-06-09,33.81,,
2005-06-10,33.85,,
2005-06-13,33.94,,
2005-06-14,33.9,,
2005-06-15,34.3,,
2005-06-16,34.4,,
2005-06-17,34.88,,
2005-06-20,34.38,,
2005-06-21,34.7,,
2005-06-22,34.78,,
2005-06-23,34.3,,
2005-06-24,34.26,,
2005-06-27,33.97,,
2005-06-28,34.54,,
2005-06-29,34.22,,
2005-06-30,34.3,,
2005-07-01,34.28,36.860701754385964,-0.07001227951605371
2005-07-05,34.58,36.65070175438596,-0.056498283941812
2005-07-06,34.37,36.820701754385965,-0.06655771448174663
2005-07-07,34.54,37.070701754385965,-0.06826689635263106
2005-07-08,34.79,36.930701754385964,-0.0579653689936106
2005-07-11,34.65,36.98070175438596,-0.06302481142369176
2005-07-12,34.7,37.140701754385965,-0.06571501450151618
2005-07-13,34.86,37.37070175438596,-0.06718369301404137
2005-07-14,35.09,37.08070175438596,-0.0536856548069643
2005-07-15,34.8,37.040701754385964,-0.06049296174904806
2005-07-18,34.76,37.05070175438596,-0.06182613677795712
2005-07-19,34.77,37.33070175438596,-0.06859506074206345
2005-07-20,35.05,37.38070175438597,-0.06235040127657587
